Date,GERMANY SMALL VALUE Small Cap
2001-07-24,248.833
2001-07-25,249.235
2001-07-26,248.263
2001-07-27,249.129
2001-07-30,250.307
2001-07-31,251.084
2001-08-01,252.849
2001-08-02,254.583
2001-08-03,255.278
2001-08-06,252.837
2001-08-07,250.978
2001-08-08,250.918
2001-08-09,252.856
2001-08-10,254.869
2001-08-13,255.794
2001-08-14,256.327
2001-08-15,260.607
2001-08-16,259.01
2001-08-17,258.954
2001-08-20,255.784
2001-08-21,255.546
2001-08-22,257.899
2001-08-23,256.236
2001-08-24,257.134
2001-08-27,256.158
2001-08-28,255.08
2001-08-29,254.474
2001-08-30,251.849
2001-08-31,251.189
2001-09-03,249.915
2001-09-04,245.339
2001-09-05,243.578
2001-09-06,242.461
2001-09-07,244.987
2001-09-10,240.55
2001-09-11,238.656
2001-09-12,239.322
2001-09-13,240.468
2001-09-14,240.895
2001-09-17,239.85
2001-09-18,239.917
2001-09-19,241.274
2001-09-20,235.227
2001-09-21,227.768
2001-09-24,230.677
2001-09-25,233.244
2001-09-26,234.176
2001-09-27,234.236
2001-09-28,234.625
2001-10-01,236.508
2001-10-02,236.932
2001-10-03,238.304
2001-10-04,237.889
2001-10-05,239.433
2001-10-08,240.227
2001-10-09,240.56
2001-10-10,238.41
2001-10-11,237.256
2001-10-12,238.041
2001-10-15,240.372
2001-10-16,244.616
2001-10-17,245.182
2001-10-18,243.453
2001-10-19,241.693
2001-10-22,241.178
2001-10-23,241.299
2001-10-24,242.74
2001-10-25,244.149
2001-10-26,244.343
2001-10-29,247.446
2001-10-30,246.982
2001-10-31,245.723
2001-11-01,248.146
2001-11-02,247.861
2001-11-05,246.681
2001-11-06,246.451
2001-11-07,247.844
2001-11-08,247.06
2001-11-09,247.608
2001-11-12,246.951
2001-11-13,245.006
2001-11-14,246.1
2001-11-15,245.474
2001-11-16,246.798
2001-11-19,248.397
2001-11-20,248.263
2001-11-21,246.859
2001-11-22,248.294
2001-11-23,248.025
2001-11-26,249.078
2001-11-27,248.952
2001-11-28,248.061
2001-11-29,249.188
2001-11-30,251.052
2001-12-03,248.631
2001-12-04,249.442
2001-12-05,250.016
2001-12-06,251.35
2001-12-07,251.786
2001-12-10,250.874
2001-12-11,250.875
2001-12-12,251.827
2001-12-13,251.795
2001-12-14,252.385
2001-12-17,253.312
2001-12-18,252.318
2001-12-19,250.604
2001-12-20,249.691
2001-12-21,246.349
2001-12-24,243.851
2001-12-25,243.851
2001-12-26,244.059
2001-12-27,247.074
2001-12-28,245.547
2001-12-31,248.192
2002-01-01,248.192
2002-01-02,251.971
2002-01-03,253.332
2002-01-04,252.875
2002-01-07,254.002
2002-01-08,254.687
2002-01-09,254.479
2002-01-10,254.741
2002-01-11,253.573
2002-01-14,253.306
2002-01-15,252.259
2002-01-16,248.58
2002-01-17,250.241
2002-01-18,251.127
2002-01-21,250.743
2002-01-22,250.484
2002-01-23,251.791
2002-01-24,250.298
2002-01-25,246.743
2002-01-28,245.377
2002-01-29,244.818
2002-01-30,244.501
2002-01-31,243.71
2002-02-01,243.97
2002-02-04,244.507
2002-02-05,242.595
2002-02-06,241.924
2002-02-07,241.01
2002-02-08,242.215
2002-02-11,244.952
2002-02-12,243.718
2002-02-13,242.649
2002-02-14,242.597
2002-02-15,243.099
2002-02-18,241.868
2002-02-19,241.576
2002-02-20,240.436
2002-02-21,240.518
2002-02-22,241.734
2002-02-25,241.525
2002-02-26,241.43
2002-02-27,241.283
2002-02-28,241.37
2002-03-01,242.157
2002-03-04,243.643
2002-03-05,243.082
2002-03-06,245.215
2002-03-07,247.035
2002-03-08,245.514
2002-03-11,246.369
2002-03-12,244.364
2002-03-13,245.351
2002-03-14,246.95
2002-03-15,248.633
2002-03-18,249.05
2002-03-19,249.868
2002-03-20,250.327
2002-03-21,249.021
2002-03-22,248.11
2002-03-25,248.053
2002-03-26,247.557
2002-03-27,246.385
2002-03-28,246.245
2002-03-29,246.263
2002-04-01,248.272
2002-04-02,247.776
2002-04-03,247.335
2002-04-04,247.668
2002-04-05,246.298
2002-04-08,245.51
2002-04-09,245.0
2002-04-10,246.323
2002-04-11,247.454
2002-04-12,247.013
2002-04-15,247.495
2002-04-16,248.407
2002-04-17,249.692
2002-04-18,250.44
2002-04-19,250.297
2002-04-22,250.081
2002-04-23,250.268
2002-04-24,250.782
2002-04-25,251.547
2002-04-26,250.597
2002-04-29,253.096
2002-04-30,252.891
2002-05-01,254.317
2002-05-02,253.988
2002-05-03,256.345
2002-05-06,256.915
2002-05-07,253.484
2002-05-08,253.821
2002-05-09,254.678
2002-05-10,255.59
2002-05-13,255.131
2002-05-14,253.254
2002-05-15,255.431
2002-05-16,256.178
2002-05-17,259.688
2002-05-20,259.851
2002-05-21,258.492
2002-05-22,261.29
2002-05-23,259.323
2002-05-24,259.087
2002-05-27,258.887
2002-05-28,261.0
2002-05-29,261.678
2002-05-30,262.881
2002-05-31,262.104
2002-06-03,261.88
2002-06-04,259.541
2002-06-05,257.513
2002-06-06,260.112
2002-06-07,257.907
2002-06-10,257.317
2002-06-11,256.355
2002-06-12,253.222
2002-06-13,251.84
2002-06-14,246.993
2002-06-17,248.914
2002-06-18,246.132
2002-06-19,245.152
2002-06-20,243.814
2002-06-21,244.854
2002-06-24,242.367
2002-06-25,239.617
2002-06-26,239.704
2002-06-27,244.406
2002-06-28,250.52
2002-07-01,249.967
2002-07-02,244.329
2002-07-03,240.243
2002-07-04,241.312
2002-07-05,244.211
2002-07-08,246.995
2002-07-09,247.04
2002-07-10,241.64
2002-07-11,238.158
2002-07-12,237.468
2002-07-15,236.334
2002-07-16,234.849
2002-07-17,234.492
2002-07-18,237.019
2002-07-19,237.036
2002-07-22,227.031
2002-07-23,216.925
2002-07-24,214.466
2002-07-25,215.766
2002-07-26,212.929
2002-07-29,216.529
2002-07-30,221.5
2002-07-31,218.163
2002-08-01,217.256
2002-08-02,216.019
2002-08-05,207.524
2002-08-06,201.965
2002-08-07,203.522
2002-08-08,204.93
2002-08-09,206.845
2002-08-12,206.19
2002-08-13,207.542
2002-08-14,209.102
2002-08-15,208.657
2002-08-16,210.834
2002-08-19,213.538
2002-08-20,214.595
2002-08-21,217.516
2002-08-22,218.565
2002-08-23,217.323
2002-08-26,216.532
2002-08-27,219.488
2002-08-28,218.596
2002-08-29,218.409
2002-08-30,218.582
2002-09-02,218.095
2002-09-03,216.395
2002-09-04,215.02
2002-09-05,211.125
2002-09-06,212.218
2002-09-09,208.592
2002-09-10,208.854
2002-09-11,209.261
2002-09-12,206.161
2002-09-13,203.492
2002-09-16,197.867
2002-09-17,197.302
2002-09-18,189.642
2002-09-19,188.979
2002-09-20,191.742
2002-09-23,186.055
2002-09-24,180.114
2002-09-25,180.291
2002-09-26,183.282
2002-09-27,180.888
2002-09-30,175.67
2002-10-01,174.791
2002-10-02,175.275
2002-10-03,171.303
2002-10-04,168.971
2002-10-07,164.487
2002-10-08,161.768
2002-10-09,160.24
2002-10-10,161.688
2002-10-11,168.31
2002-10-14,170.173
2002-10-15,178.939
2002-10-16,178.294
2002-10-17,183.08
2002-10-18,184.524
2002-10-21,186.43
2002-10-22,182.61
2002-10-23,177.672
2002-10-24,179.112
2002-10-25,180.588
2002-10-28,183.082
2002-10-29,179.763
2002-10-30,181.179
2002-10-31,185.62
2002-11-01,186.587
2002-11-04,189.715
2002-11-05,192.367
2002-11-06,190.856
2002-11-07,191.781
2002-11-08,192.724
2002-11-11,187.405
2002-11-12,188.067
2002-11-13,187.792
2002-11-14,188.718
2002-11-15,189.814
2002-11-18,190.924
2002-11-19,190.943
2002-11-20,188.416
2002-11-21,191.408
2002-11-22,191.795
2002-11-25,189.84
2002-11-26,189.21
2002-11-27,190.411
2002-11-28,194.304
2002-11-29,197.696
2002-12-02,197.232
2002-12-03,195.453
2002-12-04,198.124
2002-12-05,196.879
2002-12-06,198.346
2002-12-09,195.621
2002-12-10,197.147
2002-12-11,197.606
2002-12-12,195.229
2002-12-13,193.698
2002-12-16,192.364
2002-12-17,193.499
2002-12-18,190.93
2002-12-19,188.917
2002-12-20,190.928
2002-12-23,189.625
2002-12-24,190.41
2002-12-25,190.41
2002-12-26,190.89
2002-12-27,189.379
2002-12-30,194.304
2002-12-31,195.066
2003-01-01,195.066
2003-01-02,198.421
2003-01-03,200.376
2003-01-06,202.296
2003-01-07,200.141
2003-01-08,195.339
2003-01-09,197.745
2003-01-10,199.757
2003-01-13,202.65
2003-01-14,203.778
2003-01-15,203.976
2003-01-16,203.87
2003-01-17,201.893
2003-01-20,201.393
2003-01-21,201.581
2003-01-22,198.041
2003-01-23,196.519
2003-01-24,195.838
2003-01-27,192.177
2003-01-28,191.893
2003-01-29,191.386
2003-01-30,188.592
2003-01-31,190.79
2003-02-03,194.213
2003-02-04,193.14
2003-02-05,193.643
2003-02-06,190.334
2003-02-07,186.679
2003-02-10,186.016
2003-02-11,186.939
2003-02-12,184.797
2003-02-13,185.238
2003-02-14,187.534
2003-02-17,188.317
2003-02-18,187.511
2003-02-19,186.636
2003-02-20,187.436
2003-02-21,186.52
2003-02-24,184.171
2003-02-25,180.365
2003-02-26,178.731
2003-02-27,179.403
2003-02-28,182.773
2003-03-03,184.98
2003-03-04,184.124
2003-03-05,185.267
2003-03-06,182.076
2003-03-07,182.326
2003-03-10,178.189
2003-03-11,176.77
2003-03-12,173.312
2003-03-13,175.183
2003-03-14,175.368
2003-03-17,177.939
2003-03-18,183.044
2003-03-19,185.535
2003-03-20,184.99
2003-03-21,188.011
2003-03-24,185.418
2003-03-25,186.402
2003-03-26,186.556
2003-03-27,185.799
2003-03-28,183.439
2003-03-31,183.857
2003-04-01,184.292
2003-04-02,185.83
2003-04-03,182.972
2003-04-04,185.545
2003-04-07,192.104
2003-04-08,190.867
2003-04-09,192.732
2003-04-10,195.009
2003-04-11,195.765
2003-04-14,196.815
2003-04-15,199.666
2003-04-16,202.481
2003-04-17,205.67
2003-04-18,205.67
2003-04-21,204.783
2003-04-22,208.689
2003-04-23,212.511
2003-04-24,213.091
2003-04-25,213.099
2003-04-28,217.588
2003-04-29,217.5
2003-04-30,222.575
2003-05-01,224.619
2003-05-02,225.939
2003-05-05,229.462
2003-05-06,232.203
2003-05-07,231.75
2003-05-08,227.203
2003-05-09,231.623
2003-05-12,232.486
2003-05-13,230.916
2003-05-14,233.26
2003-05-15,233.2
2003-05-16,235.698
2003-05-19,233.712
2003-05-20,232.332
2003-05-21,229.585
2003-05-22,232.586
2003-05-23,234.099
2003-05-26,235.165
2003-05-27,235.949
2003-05-28,236.831
2003-05-29,239.267
2003-05-30,239.513
2003-06-02,242.722
2003-06-03,242.777
2003-06-04,244.34
2003-06-05,249.934
2003-06-06,250.043
2003-06-09,249.355
2003-06-10,247.143
2003-06-11,249.387
2003-06-12,250.723
2003-06-13,251.634
2003-06-16,255.049
2003-06-17,255.017
2003-06-18,253.374
2003-06-19,250.816
2003-06-20,248.954
2003-06-23,245.026
2003-06-24,244.697
2003-06-25,245.382
2003-06-26,243.228
2003-06-27,244.211
2003-06-30,246.726
2003-07-01,246.959
2003-07-02,249.327
2003-07-03,250.641
2003-07-04,250.13
2003-07-07,251.328
2003-07-08,252.079
2003-07-09,252.013
2003-07-10,251.4
2003-07-11,253.833
2003-07-14,257.833
2003-07-15,258.297
2003-07-16,259.391
2003-07-17,256.204
2003-07-18,260.668
2003-07-21,261.305
2003-07-22,261.797
2003-07-23,261.637
2003-07-24,266.915
2003-07-25,267.799
2003-07-28,269.227
2003-07-29,270.076
2003-07-30,268.501
2003-07-31,269.279
2003-08-01,270.429
2003-08-04,271.075
2003-08-05,270.231
2003-08-06,270.039
2003-08-07,271.902
2003-08-08,272.175
2003-08-11,270.964
2003-08-12,271.772
2003-08-13,275.464
2003-08-14,274.382
2003-08-15,275.931
2003-08-18,276.501
2003-08-19,275.158
2003-08-20,275.25
2003-08-21,276.55
2003-08-22,274.934
2003-08-25,272.662
2003-08-26,270.762
2003-08-27,271.101
2003-08-28,274.962
2003-08-29,279.734
2003-09-01,281.795
2003-09-02,280.976
2003-09-03,283.359
2003-09-04,284.563
2003-09-05,288.457
2003-09-08,292.176
2003-09-09,290.536
2003-09-10,287.21
2003-09-11,288.805
2003-09-12,290.506
2003-09-15,293.21
2003-09-16,290.672
2003-09-17,292.895
2003-09-18,294.808
2003-09-19,299.539
2003-09-22,295.831
2003-09-23,293.386
2003-09-24,290.846
2003-09-25,292.719
2003-09-26,291.922
2003-09-29,294.888
2003-09-30,294.465
2003-10-01,298.852
2003-10-02,296.556
2003-10-03,300.507
2003-10-06,303.346
2003-10-07,303.984
2003-10-08,306.281
2003-10-09,309.091
2003-10-10,311.119
2003-10-13,312.606
2003-10-14,313.332
2003-10-15,315.56
2003-10-16,319.524
2003-10-17,316.627
2003-10-20,318.682
2003-10-21,321.359
2003-10-22,320.75
2003-10-23,319.279
2003-10-24,319.559
2003-10-27,321.573
2003-10-28,322.294
2003-10-29,325.309
2003-10-30,326.865
2003-10-31,328.577
2003-11-03,327.18
2003-11-04,324.154
2003-11-05,320.405
2003-11-06,317.32
2003-11-07,321.166
2003-11-10,321.204
2003-11-11,319.795
2003-11-12,324.205
2003-11-13,325.019
2003-11-14,327.261
2003-11-17,322.293
2003-11-18,323.246
2003-11-19,321.104
2003-11-20,319.085
2003-11-21,322.065
2003-11-24,322.459
2003-11-25,327.231
2003-11-26,331.174
2003-11-27,332.534
2003-11-28,335.623
2003-12-01,337.342
2003-12-02,341.543
2003-12-03,344.887
2003-12-04,343.876
2003-12-05,344.48
2003-12-08,344.38
2003-12-09,343.799
2003-12-10,343.907
2003-12-11,341.958
2003-12-12,347.239
2003-12-15,347.018
2003-12-16,349.232
2003-12-17,350.288
2003-12-18,350.661
2003-12-19,348.308
2003-12-22,350.451
2003-12-23,350.796
2003-12-24,351.785
2003-12-25,351.785
2003-12-26,351.644
2003-12-29,354.983
2003-12-30,357.788
2003-12-31,360.158
2004-01-01,360.158
2004-01-02,363.211
2004-01-05,367.826
2004-01-06,371.003
2004-01-07,369.79
2004-01-08,373.428
2004-01-09,380.442
2004-01-12,378.851
2004-01-13,379.078
2004-01-14,378.321
2004-01-15,376.622
2004-01-16,373.053
2004-01-19,377.205
2004-01-20,381.708
2004-01-21,383.854
2004-01-22,389.86
2004-01-23,388.267
2004-01-26,382.465
2004-01-27,385.934
2004-01-28,385.943
2004-01-29,376.907
2004-01-30,378.032
2004-02-02,380.208
2004-02-03,383.426
2004-02-04,380.167
2004-02-05,382.21
2004-02-06,386.901
2004-02-09,389.139
2004-02-10,391.089
2004-02-11,392.948
2004-02-12,398.826
2004-02-13,397.61
2004-02-16,399.481
2004-02-17,402.131
2004-02-18,401.558
2004-02-19,398.857
2004-02-20,395.434
2004-02-23,395.381
2004-02-24,393.144
2004-02-25,386.875
2004-02-26,384.213
2004-02-27,386.239
2004-03-01,388.321
2004-03-02,384.722
2004-03-03,378.54
2004-03-04,380.203
2004-03-05,387.701
2004-03-08,386.168
2004-03-09,386.391
2004-03-10,377.073
2004-03-11,368.075
2004-03-12,366.022
2004-03-15,360.511
2004-03-16,360.403
2004-03-17,359.619
2004-03-18,361.388
2004-03-19,357.339
2004-03-22,351.058
2004-03-23,350.65
2004-03-24,349.768
2004-03-25,352.833
2004-03-26,354.513
2004-03-29,359.54
2004-03-30,360.027
2004-03-31,366.495
2004-04-01,370.162
2004-04-02,368.825
2004-04-05,364.657
2004-04-06,365.993
2004-04-07,370.212
2004-04-08,369.485
2004-04-09,369.485
2004-04-12,368.447
2004-04-13,364.557
2004-04-14,361.575
2004-04-15,361.996
2004-04-16,366.694
2004-04-19,368.258
2004-04-20,367.406
2004-04-21,365.508
2004-04-22,364.135
2004-04-23,366.311
2004-04-26,368.724
2004-04-27,369.616
2004-04-28,363.276
2004-04-29,361.715
2004-04-30,364.252
2004-05-03,363.493
2004-05-04,366.259
2004-05-05,367.109
2004-05-06,357.959
2004-05-07,352.859
2004-05-10,340.462
2004-05-11,342.255
2004-05-12,342.495
2004-05-13,344.351
2004-05-14,343.665
2004-05-17,341.441
2004-05-18,343.65
2004-05-19,351.359
2004-05-20,346.721
2004-05-21,350.199
2004-05-24,350.14
2004-05-25,353.041
2004-05-26,354.787
2004-05-27,359.95
2004-05-28,359.115
2004-05-31,361.051
2004-06-01,359.267
2004-06-02,362.763
2004-06-03,362.17
2004-06-04,364.688
2004-06-07,370.098
2004-06-08,368.45
2004-06-09,361.424
2004-06-10,363.72
2004-06-11,361.141
2004-06-14,361.812
2004-06-15,363.138
2004-06-16,364.059
2004-06-17,365.827
2004-06-18,367.901
2004-06-21,367.335
2004-06-22,365.076
2004-06-23,369.029
2004-06-24,372.579
2004-06-25,371.197
2004-06-28,374.415
2004-06-29,373.187
2004-06-30,375.484
2004-07-01,376.416
2004-07-02,378.316
2004-07-05,376.294
2004-07-06,375.044
2004-07-07,377.384
2004-07-08,377.914
2004-07-09,377.654
2004-07-12,376.762
2004-07-13,374.168
2004-07-14,375.726
2004-07-15,373.642
2004-07-16,378.292
2004-07-19,376.597
2004-07-20,375.428
2004-07-21,374.329
2004-07-22,372.805
2004-07-23,368.944
2004-07-26,367.446
2004-07-27,365.726
2004-07-28,365.912
2004-07-29,370.855
2004-07-30,371.842
2004-08-02,369.435
2004-08-03,371.113
2004-08-04,365.876
2004-08-05,367.93
2004-08-06,368.101
2004-08-09,361.991
2004-08-10,366.595
2004-08-11,361.63
2004-08-12,362.131
2004-08-13,365.124
2004-08-16,368.338
2004-08-17,369.386
2004-08-18,370.112
2004-08-19,373.134
2004-08-20,373.023
2004-08-23,371.099
2004-08-24,369.982
2004-08-25,367.513
2004-08-26,368.112
2004-08-27,368.25
2004-08-30,367.888
2004-08-31,366.548
2004-09-01,367.827
2004-09-02,368.731
2004-09-03,367.995
2004-09-06,369.795
2004-09-07,370.495
2004-09-08,372.092
2004-09-09,372.878
2004-09-10,380.495
2004-09-13,381.923
2004-09-14,381.786
2004-09-15,375.905
2004-09-16,376.349
2004-09-17,378.803
2004-09-20,377.725
2004-09-21,381.314
2004-09-22,380.829
2004-09-23,380.705
2004-09-24,379.131
2004-09-27,377.975
2004-09-28,379.886
2004-09-29,382.048
2004-09-30,384.945
2004-10-01,387.439
2004-10-04,385.084
2004-10-05,388.972
2004-10-06,386.324
2004-10-07,387.921
2004-10-08,391.871
2004-10-11,391.303
2004-10-12,385.485
2004-10-13,384.826
2004-10-14,387.792
2004-10-15,389.448
2004-10-18,391.101
2004-10-19,393.019
2004-10-20,392.779
2004-10-21,395.795
2004-10-22,397.65
2004-10-25,395.852
2004-10-26,394.077
2004-10-27,397.216
2004-10-28,397.254
2004-10-29,395.322
2004-11-01,398.799
2004-11-02,397.359
2004-11-03,400.315
2004-11-04,405.043
2004-11-05,408.284
2004-11-08,410.583
2004-11-09,409.56
2004-11-10,410.457
2004-11-11,410.518
2004-11-12,410.685
2004-11-15,413.6
2004-11-16,414.453
2004-11-17,419.315
2004-11-18,419.506
2004-11-19,422.694
2004-11-22,418.072
2004-11-23,422.198
2004-11-24,425.014
2004-11-25,427.807
2004-11-26,429.02
2004-11-29,431.673
2004-11-30,432.951
2004-12-01,433.512
2004-12-02,434.085
2004-12-03,438.632
2004-12-06,438.799
2004-12-07,441.187
2004-12-08,434.792
2004-12-09,432.155
2004-12-10,433.472
2004-12-13,438.13
2004-12-14,438.953
2004-12-15,446.115
2004-12-16,442.905
2004-12-17,440.822
2004-12-20,446.148
2004-12-21,444.536
2004-12-22,446.223
2004-12-23,450.389
2004-12-24,451.557
2004-12-27,452.887
2004-12-28,453.295
2004-12-29,452.112
2004-12-30,455.006
2004-12-31,453.755
2005-01-03,455.524
2005-01-04,453.568
2005-01-05,448.47
2005-01-06,444.595
2005-01-07,445.562
2005-01-10,447.3
2005-01-11,446.687
2005-01-12,452.329
2005-01-13,450.75
2005-01-14,448.801
2005-01-17,451.213
2005-01-18,449.041
2005-01-19,451.239
2005-01-20,445.889
2005-01-21,447.909
2005-01-24,450.262
2005-01-25,450.202
2005-01-26,456.076
2005-01-27,454.596
2005-01-28,454.545
2005-01-31,457.649
2005-02-01,459.104
2005-02-02,465.018
2005-02-03,460.729
2005-02-04,461.351
2005-02-07,459.641
2005-02-08,457.352
2005-02-09,459.029
2005-02-10,460.507
2005-02-11,465.967
2005-02-14,468.489
2005-02-15,469.714
2005-02-16,468.531
2005-02-17,475.815
2005-02-18,477.463
2005-02-21,478.009
2005-02-22,480.565
2005-02-23,474.263
2005-02-24,476.945
2005-02-25,481.206
2005-02-28,486.434
2005-03-01,486.439
2005-03-02,482.834
2005-03-03,482.854
2005-03-04,488.019
2005-03-07,485.522
2005-03-08,490.657
2005-03-09,492.445
2005-03-10,492.681
2005-03-11,493.863
2005-03-14,489.775
2005-03-15,488.55
2005-03-16,487.593
2005-03-17,485.309
2005-03-18,482.396
2005-03-21,475.602
2005-03-22,475.884
2005-03-23,462.457
2005-03-24,462.193
2005-03-25,462.193
2005-03-28,458.949
2005-03-29,459.45
2005-03-30,462.491
2005-03-31,466.901
2005-04-01,467.811
2005-04-04,461.571
2005-04-05,463.619
2005-04-06,465.631
2005-04-07,468.413
2005-04-08,469.769
2005-04-11,473.962
2005-04-12,469.948
2005-04-13,475.168
2005-04-14,469.242
2005-04-15,464.66
2005-04-18,455.173
2005-04-19,458.236
2005-04-20,460.967
2005-04-21,462.166
2005-04-22,459.836
2005-04-25,455.875
2005-04-26,454.448
2005-04-27,448.914
2005-04-28,443.486
2005-04-29,442.384
2005-05-02,444.402
2005-05-03,448.967
2005-05-04,450.471
2005-05-05,453.501
2005-05-06,453.343
2005-05-09,453.717
2005-05-10,456.504
2005-05-11,455.49
2005-05-12,454.501
2005-05-13,452.402
2005-05-16,450.821
2005-05-17,451.57
2005-05-18,457.302
2005-05-19,461.768
2005-05-20,460.153
2005-05-23,465.179
2005-05-24,465.857
2005-05-25,466.251
2005-05-26,465.819
2005-05-27,467.351
2005-05-30,469.907
2005-05-31,463.863
2005-06-01,463.843
2005-06-02,463.958
2005-06-03,464.477
2005-06-06,465.351
2005-06-07,467.044
2005-06-08,471.167
2005-06-09,465.605
2005-06-10,467.593
2005-06-13,468.832
2005-06-14,468.574
2005-06-15,470.434
2005-06-16,471.391
2005-06-17,478.441
2005-06-20,473.163
2005-06-21,472.678
2005-06-22,472.883
2005-06-23,470.316
2005-06-24,469.351
2005-06-27,469.702
2005-06-28,470.195
2005-06-29,474.43
2005-06-30,478.721
2005-07-01,474.171
2005-07-04,474.555
2005-07-05,474.183
2005-07-06,477.828
2005-07-07,475.888
2005-07-08,481.473
2005-07-11,492.422
2005-07-12,497.466
2005-07-13,496.054
2005-07-14,497.38
2005-07-15,495.655
2005-07-18,495.795
2005-07-19,494.593
2005-07-20,497.374
2005-07-21,503.409
2005-07-22,506.178
2005-07-25,505.704
2005-07-26,505.95
2005-07-27,510.767
2005-07-28,514.623
2005-07-29,515.923
2005-08-01,520.912
2005-08-02,524.236
2005-08-03,528.821
2005-08-04,530.228
2005-08-05,529.239
2005-08-08,533.511
2005-08-09,537.697
2005-08-10,540.365
2005-08-11,538.146
2005-08-12,535.863
2005-08-15,533.109
2005-08-16,530.561
2005-08-17,526.894
2005-08-18,518.51
2005-08-19,520.44
2005-08-22,527.267
2005-08-23,525.891
2005-08-24,528.773
2005-08-25,527.187
2005-08-26,531.195
2005-08-29,525.6
2005-08-30,525.311
2005-08-31,534.155
2005-09-01,546.462
2005-09-02,548.414
2005-09-05,551.233
2005-09-06,553.41
2005-09-07,554.721
2005-09-08,552.205
2005-09-09,554.159
2005-09-12,548.001
2005-09-13,542.431
2005-09-14,544.057
2005-09-15,543.589
2005-09-16,546.507
2005-09-19,546.92
2005-09-20,553.544
2005-09-21,552.575
2005-09-22,545.648
2005-09-23,543.76
2005-09-26,548.628
2005-09-27,547.767
2005-09-28,551.613
2005-09-29,551.595
2005-09-30,560.905
2005-10-03,555.727
2005-10-04,561.18
2005-10-05,552.603
2005-10-06,550.345
2005-10-07,550.652
2005-10-10,549.21
2005-10-11,548.648
2005-10-12,543.922
2005-10-13,524.73
2005-10-14,532.441
2005-10-17,530.542
2005-10-18,526.397
2005-10-19,512.167
2005-10-20,513.018
2005-10-21,504.825
2005-10-24,514.85
2005-10-25,520.378
2005-10-26,521.399
2005-10-27,517.053
2005-10-28,513.318
2005-10-31,518.458
2005-11-01,522.006
2005-11-02,524.967
2005-11-03,525.383
2005-11-04,517.732
2005-11-07,521.237
2005-11-08,521.164
2005-11-09,518.12
