Date,ITALY Standard (Large+Mid Cap)
2002-09-26,611.412
2002-09-27,608.331
2002-09-30,592.227
2002-10-01,594.271
2002-10-02,606.359
2002-10-03,608.335
2002-10-04,589.156
2002-10-07,588.873
2002-10-08,576.175
2002-10-09,574.902
2002-10-10,589.864
2002-10-11,607.984
2002-10-14,600.957
2002-10-15,631.827
2002-10-16,622.801
2002-10-17,628.318
2002-10-18,623.577
2002-10-21,630.397
2002-10-22,628.293
2002-10-23,612.785
2002-10-24,625.896
2002-10-25,624.7
2002-10-28,632.023
2002-10-29,613.249
2002-10-30,631.132
2002-10-31,641.339
2002-11-01,636.39
2002-11-04,661.757
2002-11-05,667.699
2002-11-06,659.24
2002-11-07,649.915
2002-11-08,649.013
2002-11-11,640.366
2002-11-12,647.853
2002-11-13,645.262
2002-11-14,659.465
2002-11-15,660.398
2002-11-18,672.651
2002-11-19,674.203
2002-11-20,669.425
2002-11-21,684.035
2002-11-22,684.72
2002-11-25,682.44
2002-11-26,673.519
2002-11-27,691.201
2002-11-28,700.39
2002-11-29,701.253
2002-12-02,699.873
2002-12-03,684.64
2002-12-04,687.802
2002-12-05,673.809
2002-12-06,676.65
2002-12-09,660.569
2002-12-10,670.998
2002-12-11,676.03
2002-12-12,673.763
2002-12-13,669.453
2002-12-16,688.517
2002-12-17,690.939
2002-12-18,676.236
2002-12-19,670.024
2002-12-20,684.128
2002-12-23,685.69
2002-12-24,688.529
2002-12-25,688.529
2002-12-26,690.265
2002-12-27,679.179
2002-12-30,687.997
2002-12-31,690.695
2003-01-01,690.695
2003-01-02,706.822
2003-01-03,711.092
2003-01-06,721.842
2003-01-07,709.034
2003-01-08,699.274
2003-01-09,712.922
2003-01-10,713.382
2003-01-13,717.179
2003-01-14,719.912
2003-01-15,713.863
2003-01-16,716.962
2003-01-17,700.03
2003-01-20,691.343
2003-01-21,681.981
2003-01-22,673.576
2003-01-23,674.134
2003-01-24,670.534
2003-01-27,659.448
2003-01-28,661.169
2003-01-29,671.104
2003-01-30,676.494
2003-01-31,680.231
2003-02-03,686.875
2003-02-04,676.142
2003-02-05,684.41
2003-02-06,676.092
2003-02-07,675.519
2003-02-10,670.059
2003-02-11,684.324
2003-02-12,679.193
2003-02-13,683.608
2003-02-14,690.478
2003-02-17,693.189
2003-02-18,699.474
2003-02-19,688.812
2003-02-20,691.84
2003-02-21,704.649
2003-02-24,701.089
2003-02-25,682.559
2003-02-26,684.447
2003-02-27,696.491
2003-02-28,701.369
2003-03-03,697.859
2003-03-04,690.237
2003-03-05,685.482
2003-03-06,665.534
2003-03-07,657.849
2003-03-10,643.239
2003-03-11,643.749
2003-03-12,611.858
2003-03-13,628.868
2003-03-14,644.563
2003-03-17,656.354
2003-03-18,644.455
2003-03-19,652.799
2003-03-20,644.271
2003-03-21,658.929
2003-03-24,645.143
2003-03-25,659.313
2003-03-26,657.564
2003-03-27,649.95
2003-03-28,656.505
2003-03-31,646.048
2003-04-01,651.62
2003-04-02,663.781
2003-04-03,667.981
2003-04-04,669.228
2003-04-07,681.816
2003-04-08,686.316
2003-04-09,683.83
2003-04-10,685.932
2003-04-11,686.032
2003-04-14,691.123
2003-04-15,697.947
2003-04-16,693.77
2003-04-17,705.339
2003-04-18,705.339
2003-04-21,702.298
2003-04-22,714.612
2003-04-23,720.775
2003-04-24,721.496
2003-04-25,708.341
2003-04-28,723.524
2003-04-29,723.293
2003-04-30,734.403
2003-05-01,741.148
2003-05-02,738.727
2003-05-05,748.661
2003-05-06,763.407
2003-05-07,761.903
2003-05-08,757.816
2003-05-09,761.228
2003-05-12,764.091
2003-05-13,761.298
2003-05-14,763.507
2003-05-15,770.663
2003-05-16,776.381
2003-05-19,770.262
2003-05-20,769.234
2003-05-21,766.403
2003-05-22,778.307
2003-05-23,789.423
2003-05-26,794.958
2003-05-27,806.149
2003-05-28,808.483
2003-05-29,819.85
2003-05-30,819.344
2003-06-02,824.618
2003-06-03,816.352
2003-06-04,815.648
2003-06-05,823.737
2003-06-06,820.51
2003-06-09,816.703
2003-06-10,816.784
2003-06-11,831.152
2003-06-12,834.312
2003-06-13,832.736
2003-06-16,847.928
2003-06-17,848.009
2003-06-18,846.267
2003-06-19,837.817
2003-06-20,838.94
2003-06-23,822.908
2003-06-24,827.525
2003-06-25,833.589
2003-06-26,819.39
2003-06-27,817.11
2003-06-30,807.388
2003-07-01,799.912
2003-07-02,800.452
2003-07-03,797.009
2003-07-04,798.046
2003-07-07,805.992
2003-07-08,803.937
2003-07-09,800.724
2003-07-10,796.482
2003-07-11,801.284
2003-07-14,806.938
2003-07-15,801.899
2003-07-16,796.44
2003-07-17,792.242
2003-07-18,797.789
2003-07-21,799.846
2003-07-22,804.615
2003-07-23,808.493
2003-07-24,820.491
2003-07-25,818.05
2003-07-28,821.961
2003-07-29,814.422
2003-07-30,807.354
2003-07-31,805.319
2003-08-01,797.932
2003-08-04,799.101
2003-08-05,801.971
2003-08-06,796.907
2003-08-07,800.296
2003-08-08,800.923
2003-08-11,808.318
2003-08-12,809.614
2003-08-13,810.316
2003-08-14,817.307
2003-08-15,816.726
2003-08-18,815.795
2003-08-19,809.343
2003-08-20,806.083
2003-08-21,792.46
2003-08-22,786.901
2003-08-25,782.934
2003-08-26,774.694
2003-08-27,778.809
2003-08-28,781.268
2003-08-29,779.232
2003-09-01,787.599
2003-09-02,781.424
2003-09-03,788.266
2003-09-04,791.938
2003-09-05,798.688
2003-09-08,810.746
2003-09-09,810.517
2003-09-10,807.108
2003-09-11,805.696
2003-09-12,811.556
2003-09-15,811.196
2003-09-16,810.827
2003-09-17,815.247
2003-09-18,828.29
2003-09-19,834.033
2003-09-22,824.324
2003-09-23,823.484
2003-09-24,823.353
2003-09-25,820.099
2003-09-26,811.294
2003-09-29,814.23
2003-09-30,809.099
2003-10-01,826.086
2003-10-02,821.033
2003-10-03,832.805
2003-10-06,830.36
2003-10-07,835.696
2003-10-08,838.78
2003-10-09,843.364
2003-10-10,843.467
2003-10-13,842.529
2003-10-14,844.591
2003-10-15,850.365
2003-10-16,854.231
2003-10-17,844.975
2003-10-20,848.58
2003-10-21,849.988
2003-10-22,845.33
2003-10-23,839.509
2003-10-24,843.433
2003-10-27,845.242
2003-10-28,842.935
2003-10-29,845.791
2003-10-30,850.782
2003-10-31,848.669
2003-11-03,848.926
2003-11-04,852.443
2003-11-05,848.381
2003-11-06,848.754
2003-11-07,862.003
2003-11-10,862.006
2003-11-11,856.33
2003-11-12,868.435
2003-11-13,879.212
2003-11-14,888.417
2003-11-17,875.335
2003-11-18,888.317
2003-11-19,888.506
2003-11-20,885.952
2003-11-21,886.82
2003-11-24,891.814
2003-11-25,895.318
2003-11-26,905.343
2003-11-27,908.511
2003-11-28,916.762
2003-12-01,925.518
2003-12-02,935.698
2003-12-03,943.413
2003-12-04,945.994
2003-12-05,946.387
2003-12-08,948.033
2003-12-09,947.86
2003-12-10,943.772
2003-12-11,943.043
2003-12-12,947.459
2003-12-15,955.599
2003-12-16,957.593
2003-12-17,963.709
2003-12-18,966.956
2003-12-19,957.713
2003-12-22,946.636
2003-12-23,945.27
2003-12-24,947.934
2003-12-25,947.934
2003-12-26,947.553
2003-12-29,955.156
2003-12-30,953.416
2003-12-31,959.732
2004-01-01,959.732
2004-01-02,975.654
2004-01-05,987.538
2004-01-06,998.828
2004-01-07,977.674
2004-01-08,991.599
2004-01-09,999.052
2004-01-12,995.623
2004-01-13,992.529
2004-01-14,993.305
2004-01-15,991.782
2004-01-16,977.788
2004-01-19,985.789
2004-01-20,998.748
2004-01-21,1006.447
2004-01-22,1011.869
2004-01-23,1010.678
2004-01-26,1000.22
2004-01-27,1009.694
2004-01-28,1010.278
2004-01-29,984.932
2004-01-30,979.318
2004-02-02,982.976
2004-02-03,986.387
2004-02-04,984.62
2004-02-05,985.785
2004-02-06,997.215
2004-02-09,1006.122
2004-02-10,1007.579
2004-02-11,1006.627
2004-02-12,1018.569
2004-02-13,1005.162
2004-02-16,1008.362
2004-02-17,1017.917
2004-02-18,1018.181
2004-02-19,1011.805
2004-02-20,997.158
2004-02-23,1000.929
2004-02-24,1003.189
2004-02-25,994.212
2004-02-26,987.584
2004-02-27,990.055
2004-03-01,1001.304
2004-03-02,991.09
2004-03-03,975.549
2004-03-04,982.901
2004-03-05,1003.733
2004-03-08,1001.628
2004-03-09,1004.471
2004-03-10,990.69
2004-03-11,971.712
2004-03-12,960.222
2004-03-15,939.923
2004-03-16,951.443
2004-03-17,947.183
2004-03-18,949.255
2004-03-19,947.313
2004-03-22,937.242
2004-03-23,931.888
2004-03-24,926.61
2004-03-25,936.691
2004-03-26,932.199
2004-03-29,948.862
2004-03-30,949.417
2004-03-31,956.156
2004-04-01,970.963
2004-04-02,970.351
2004-04-05,966.169
2004-04-06,968.241
2004-04-07,972.238
2004-04-08,970.619
2004-04-09,970.619
2004-04-12,967.892
2004-04-13,971.376
2004-04-14,966.537
2004-04-15,966.961
2004-04-16,980.744
2004-04-19,981.142
2004-04-20,977.719
2004-04-21,968.03
2004-04-22,972.046
2004-04-23,971.039
2004-04-26,975.656
2004-04-27,979.588
2004-04-28,966.917
2004-04-29,969.079
2004-04-30,969.765
2004-05-03,974.346
2004-05-04,983.165
2004-05-05,991.558
2004-05-06,966.556
2004-05-07,950.38
2004-05-10,925.444
2004-05-11,933.738
2004-05-12,931.735
2004-05-13,937.464
2004-05-14,934.96
2004-05-17,934.859
2004-05-18,935.467
2004-05-19,956.212
2004-05-20,944.819
2004-05-21,949.981
2004-05-24,956.83
2004-05-25,963.532
2004-05-26,971.9
2004-05-27,989.459
2004-05-28,983.354
2004-05-31,983.651
2004-06-01,980.916
2004-06-02,990.301
2004-06-03,987.817
2004-06-04,995.108
2004-06-07,1009.921
2004-06-08,1008.598
2004-06-09,992.817
2004-06-10,998.677
2004-06-11,990.846
2004-06-14,990.542
2004-06-15,1001.769
2004-06-16,999.856
2004-06-17,1005.302
2004-06-18,1014.721
2004-06-21,1015.296
2004-06-22,1009.052
2004-06-23,1012.861
2004-06-24,1024.185
2004-06-25,1022.264
2004-06-28,1031.364
2004-06-29,1022.41
2004-06-30,1020.477
2004-07-01,1014.301
2004-07-02,1026.152
2004-07-05,1024.692
2004-07-06,1020.605
2004-07-07,1027.394
2004-07-08,1034.528
2004-07-09,1036.772
2004-07-12,1031.315
2004-07-13,1025.427
2004-07-14,1026.073
2004-07-15,1017.406
2004-07-16,1023.246
2004-07-19,1017.768
2004-07-20,1016.042
2004-07-21,1007.166
2004-07-22,998.638
2004-07-23,986.165
2004-07-26,980.577
2004-07-27,982.389
2004-07-28,979.14
2004-07-29,992.935
2004-07-30,995.57
2004-08-02,991.834
2004-08-03,997.3
2004-08-04,988.294
2004-08-05,982.715
2004-08-06,983.34
2004-08-09,974.195
2004-08-10,984.601
2004-08-11,966.137
2004-08-12,966.02
2004-08-13,973.752
2004-08-16,982.138
2004-08-17,980.693
2004-08-18,979.056
2004-08-19,985.075
2004-08-20,979.316
2004-08-23,980.397
2004-08-24,974.379
2004-08-25,975.853
2004-08-26,979.332
2004-08-27,981.257
2004-08-30,979.279
2004-08-31,985.823
2004-09-01,996.238
2004-09-02,1003.539
2004-09-03,1005.927
2004-09-06,1007.477
2004-09-07,1006.558
2004-09-08,1009.649
2004-09-09,1006.968
2004-09-10,1020.868
2004-09-13,1024.9
2004-09-14,1025.628
2004-09-15,1013.297
2004-09-16,1013.539
2004-09-17,1022.532
2004-09-20,1019.419
2004-09-21,1034.88
2004-09-22,1030.5
2004-09-23,1033.25
2004-09-24,1033.653
2004-09-27,1031.39
2004-09-28,1038.288
2004-09-29,1041.478
2004-09-30,1041.953
2004-10-01,1059.251
2004-10-04,1054.127
2004-10-05,1062.633
2004-10-06,1061.062
2004-10-07,1062.44
2004-10-08,1071.298
2004-10-11,1068.909
2004-10-12,1055.877
2004-10-13,1054.604
2004-10-14,1062.951
2004-10-15,1069.833
2004-10-18,1071.463
2004-10-19,1078.75
2004-10-20,1079.943
2004-10-21,1085.567
2004-10-22,1090.256
2004-10-25,1090.081
2004-10-26,1091.583
2004-10-27,1103.123
2004-10-28,1107.033
2004-10-29,1102.511
2004-11-01,1115.617
2004-11-02,1116.515
2004-11-03,1126.704
2004-11-04,1137.919
2004-11-05,1145.069
2004-11-08,1152.793
2004-11-09,1146.232
2004-11-10,1147.928
2004-11-11,1158.033
2004-11-12,1161.541
2004-11-15,1158.948
2004-11-16,1154.036
2004-11-17,1174.548
2004-11-18,1173.875
2004-11-19,1173.921
2004-11-22,1169.827
2004-11-23,1172.113
2004-11-24,1182.603
2004-11-25,1196.631
2004-11-26,1195.481
2004-11-29,1194.58
2004-11-30,1192.123
2004-12-01,1207.505
2004-12-02,1206.762
2004-12-03,1213.797
2004-12-06,1223.213
2004-12-07,1229.976
2004-12-08,1221.712
2004-12-09,1213.052
2004-12-10,1217.473
2004-12-13,1229.744
2004-12-14,1232.703
2004-12-15,1244.401
2004-12-16,1234.172
2004-12-17,1227.08
2004-12-20,1249.624
2004-12-21,1248.021
2004-12-22,1260.031
2004-12-23,1274.861
2004-12-24,1278.165
2004-12-27,1284.888
2004-12-28,1286.349
2004-12-29,1284.421
2004-12-30,1289.105
2004-12-31,1285.558
2005-01-03,1277.268
2005-01-04,1264.83
2005-01-05,1258.944
2005-01-06,1253.029
2005-01-07,1244.286
2005-01-10,1248.007
2005-01-11,1239.243
2005-01-12,1249.937
2005-01-13,1251.906
2005-01-14,1250.4
2005-01-17,1251.675
2005-01-18,1245.197
2005-01-19,1250.526
2005-01-20,1240.459
2005-01-21,1248.844
2005-01-24,1246.397
2005-01-25,1245.46
2005-01-26,1252.958
2005-01-27,1247.589
2005-01-28,1240.449
2005-01-31,1255.827
2005-02-01,1260.244
2005-02-02,1266.7
2005-02-03,1258.27
2005-02-04,1269.935
2005-02-07,1263.149
2005-02-08,1261.62
2005-02-09,1260.618
2005-02-10,1272.428
2005-02-11,1278.277
2005-02-14,1286.577
2005-02-15,1289.741
2005-02-16,1282.434
2005-02-17,1289.944
2005-02-18,1283.052
2005-02-21,1268.599
2005-02-22,1275.477
2005-02-23,1268.901
2005-02-24,1272.438
2005-02-25,1283.86
2005-02-28,1295.588
2005-03-01,1290.867
2005-03-02,1282.728
2005-03-03,1283.112
2005-03-04,1304.81
2005-03-07,1301.475
2005-03-08,1308.93
2005-03-09,1306.628
2005-03-10,1301.038
2005-03-11,1304.992
2005-03-14,1297.965
2005-03-15,1304.034
2005-03-16,1299.657
2005-03-17,1297.233
2005-03-18,1297.774
2005-03-21,1292.121
2005-03-22,1295.485
2005-03-23,1275.374
2005-03-24,1279.826
2005-03-25,1279.826
2005-03-28,1270.844
2005-03-29,1278.461
2005-03-30,1284.359
2005-03-31,1292.072
2005-04-01,1296.517
2005-04-04,1278.371
2005-04-05,1285.107
2005-04-06,1287.343
2005-04-07,1306.854
2005-04-08,1297.791
2005-04-11,1310.797
2005-04-12,1295.583
2005-04-13,1297.469
2005-04-14,1284.148
2005-04-15,1266.601
2005-04-18,1251.561
2005-04-19,1255.426
2005-04-20,1256.752
2005-04-21,1266.37
2005-04-22,1269.661
2005-04-25,1260.531
2005-04-26,1256.393
2005-04-27,1243.28
2005-04-28,1236.314
2005-04-29,1239.416
2005-05-02,1242.309
2005-05-03,1249.177
2005-05-04,1256.665
2005-05-05,1260.688
2005-05-06,1250.945
2005-05-09,1246.447
2005-05-10,1239.777
2005-05-11,1237.518
2005-05-12,1235.604
2005-05-13,1229.229
2005-05-16,1224.622
2005-05-17,1214.676
2005-05-18,1233.394
2005-05-19,1234.67
2005-05-20,1229.579
2005-05-23,1248.923
2005-05-24,1246.904
2005-05-25,1248.335
2005-05-26,1248.248
2005-05-27,1247.319
2005-05-30,1247.295
2005-05-31,1228.32
2005-06-01,1233.456
2005-06-02,1236.783
2005-06-03,1229.058
2005-06-06,1226.423
2005-06-07,1235.908
2005-06-08,1242.473
2005-06-09,1231.336
2005-06-10,1227.787
2005-06-13,1228.018
2005-06-14,1230.961
2005-06-15,1236.425
2005-06-16,1237.687
2005-06-17,1252.817
2005-06-20,1241.117
2005-06-21,1245.466
2005-06-22,1243.831
2005-06-23,1235.155
2005-06-24,1227.315
2005-06-27,1222.848
2005-06-28,1225.869
2005-06-29,1230.814
2005-06-30,1241.383
2005-07-01,1233.668
2005-07-04,1231.781
2005-07-05,1227.67
2005-07-06,1235.691
2005-07-07,1217.75
2005-07-08,1236.193
2005-07-11,1257.987
2005-07-12,1266.12
2005-07-13,1265.319
2005-07-14,1273.502
2005-07-15,1262.649
2005-07-18,1267.456
2005-07-19,1273.154
2005-07-20,1269.234
2005-07-21,1280.666
2005-07-22,1281.72
2005-07-25,1279.692
2005-07-26,1276.187
2005-07-27,1281.479
2005-07-28,1290.26
2005-07-29,1293.86
2005-08-01,1297.36
2005-08-02,1309.286
2005-08-03,1320.159
2005-08-04,1311.097
2005-08-05,1300.631
2005-08-08,1310.874
2005-08-09,1316.813
2005-08-10,1330.084
2005-08-11,1332.756
2005-08-12,1327.275
2005-08-15,1320.176
2005-08-16,1309.11
2005-08-17,1301.971
2005-08-18,1278.517
2005-08-19,1293.287
2005-08-22,1302.951
2005-08-23,1288.494
2005-08-24,1302.1
2005-08-25,1296.134
2005-08-26,1288.434
2005-08-29,1286.725
2005-08-30,1275.626
2005-08-31,1300.99
2005-09-01,1326.074
2005-09-02,1334.741
2005-09-05,1336.626
2005-09-06,1340.436
2005-09-07,1339.289
2005-09-08,1338.393
2005-09-09,1341.537
2005-09-12,1327.592
2005-09-13,1319.036
2005-09-14,1332.714
2005-09-15,1321.607
2005-09-16,1331.153
2005-09-19,1322.606
2005-09-20,1326.672
2005-09-21,1329.237
2005-09-22,1311.329
2005-09-23,1306.446
2005-09-26,1319.496
2005-09-27,1313.021
