Date,GERMANY GROWTH Standard (Large+Mid Cap)
2001-11-16,1313.162
2001-11-19,1334.097
2001-11-20,1323.27
2001-11-21,1312.388
2001-11-22,1331.972
2001-11-23,1328.344
2001-11-26,1316.141
2001-11-27,1312.43
2001-11-28,1285.981
2001-11-29,1309.572
2001-11-30,1341.998
2001-12-03,1333.648
2001-12-04,1341.096
2001-12-05,1384.314
2001-12-06,1385.469
2001-12-07,1376.314
2001-12-10,1353.209
2001-12-11,1356.319
2001-12-12,1354.057
2001-12-13,1332.975
2001-12-14,1321.939
2001-12-17,1353.528
2001-12-18,1346.063
2001-12-19,1334.608
2001-12-20,1320.839
2001-12-21,1318.465
2001-12-24,1305.309
2001-12-25,1305.309
2001-12-26,1306.424
2001-12-27,1339.078
2001-12-28,1344.773
2001-12-31,1357.888
2002-01-01,1357.888
2002-01-02,1376.867
2002-01-03,1388.544
2002-01-04,1381.865
2002-01-07,1363.92
2002-01-08,1357.495
2002-01-09,1384.226
2002-01-10,1384.109
2002-01-11,1381.32
2002-01-14,1355.985
2002-01-15,1350.274
2002-01-16,1330.526
2002-01-17,1352.855
2002-01-18,1358.088
2002-01-21,1349.56
2002-01-22,1342.912
2002-01-23,1380.405
2002-01-24,1375.259
2002-01-25,1347.173
2002-01-28,1338.955
2002-01-29,1325.82
2002-01-30,1310.806
2002-01-31,1323.784
2002-02-01,1324.248
2002-02-04,1308.535
2002-02-05,1302.763
2002-02-06,1272.185
2002-02-07,1293.64
2002-02-08,1293.893
2002-02-11,1325.876
2002-02-12,1312.575
2002-02-13,1315.809
2002-02-14,1318.49
2002-02-15,1298.993
2002-02-18,1289.144
2002-02-19,1264.927
2002-02-20,1268.15
2002-02-21,1278.751
2002-02-22,1266.455
2002-02-25,1279.643
2002-02-26,1280.874
2002-02-27,1287.145
2002-02-28,1308.927
2002-03-01,1311.324
2002-03-04,1346.659
2002-03-05,1344.976
2002-03-06,1368.95
2002-03-07,1379.334
2002-03-08,1385.454
2002-03-11,1382.585
2002-03-12,1368.613
2002-03-13,1359.903
2002-03-14,1380.894
2002-03-15,1417.154
2002-03-18,1423.186
2002-03-19,1433.191
2002-03-20,1411.515
2002-03-21,1400.379
2002-03-22,1386.119
2002-03-25,1375.138
2002-03-26,1393.008
2002-03-27,1374.561
2002-03-28,1388.771
2002-03-29,1388.771
2002-04-01,1400.153
2002-04-02,1382.88
2002-04-03,1372.126
2002-04-04,1371.089
2002-04-05,1374.652
2002-04-08,1348.434
2002-04-09,1351.376
2002-04-10,1378.859
2002-04-11,1364.35
2002-04-12,1365.638
2002-04-15,1380.016
2002-04-16,1390.047
2002-04-17,1393.856
2002-04-18,1382.527
2002-04-19,1388.654
2002-04-22,1373.014
2002-04-23,1372.204
2002-04-24,1370.506
2002-04-25,1349.613
2002-04-26,1338.97
2002-04-29,1340.378
2002-04-30,1348.794
2002-05-01,1356.428
2002-05-02,1322.919
2002-05-03,1323.553
2002-05-06,1330.709
2002-05-07,1314.511
2002-05-08,1343.487
2002-05-09,1324.677
2002-05-10,1316.564
2002-05-13,1337.475
2002-05-14,1338.287
2002-05-15,1350.106
2002-05-16,1345.007
2002-05-17,1352.686
2002-05-20,1347.224
2002-05-21,1329.381
2002-05-22,1315.857
2002-05-23,1297.136
2002-05-24,1310.355
2002-05-27,1316.186
2002-05-28,1314.728
2002-05-29,1305.701
2002-05-30,1288.127
2002-05-31,1295.481
2002-06-03,1281.661
2002-06-04,1259.817
2002-06-05,1254.046
2002-06-06,1268.973
2002-06-07,1260.628
2002-06-10,1260.742
2002-06-11,1252.758
2002-06-12,1222.816
2002-06-13,1220.854
2002-06-14,1182.019
2002-06-17,1215.441
2002-06-18,1201.96
2002-06-19,1194.27
2002-06-20,1174.064
2002-06-21,1180.293
2002-06-24,1154.374
2002-06-25,1168.184
2002-06-26,1155.34
2002-06-27,1198.091
2002-06-28,1246.752
2002-07-01,1228.392
2002-07-02,1174.477
2002-07-03,1149.413
2002-07-04,1181.105
2002-07-05,1245.946
2002-07-08,1253.847
2002-07-09,1226.242
2002-07-10,1159.296
2002-07-11,1126.906
2002-07-12,1130.771
2002-07-15,1097.428
2002-07-16,1125.631
2002-07-17,1152.513
2002-07-18,1137.032
2002-07-19,1088.966
2002-07-22,1024.814
2002-07-23,966.467
2002-07-24,991.947
2002-07-25,967.828
2002-07-26,973.905
2002-07-29,1040.317
2002-07-30,1051.885
2002-07-31,994.133
2002-08-01,967.692
2002-08-02,943.209
2002-08-05,884.493
2002-08-06,922.02
2002-08-07,908.621
2002-08-08,963.939
2002-08-09,985.053
2002-08-12,958.615
2002-08-13,970.394
2002-08-14,955.199
2002-08-15,965.775
2002-08-16,976.882
2002-08-19,1008.162
2002-08-20,987.048
2002-08-21,1032.173
2002-08-22,1036.968
2002-08-23,1014.274
2002-08-26,996.472
2002-08-27,1022.575
2002-08-28,976.568
2002-08-29,966.788
2002-08-30,973.12
2002-09-02,949.221
2002-09-03,911.874
2002-09-04,906.574
2002-09-05,883.74
2002-09-06,905.142
2002-09-09,890.263
2002-09-10,892.194
2002-09-11,913.219
2002-09-12,873.476
2002-09-13,849.192
2002-09-16,823.35
2002-09-17,805.207
2002-09-18,771.082
2002-09-19,752.687
2002-09-20,769.997
2002-09-23,739.709
2002-09-24,733.506
2002-09-25,749.768
2002-09-26,752.132
2002-09-27,724.767
2002-09-30,698.265
2002-10-01,709.572
2002-10-02,722.617
2002-10-03,701.853
2002-10-04,674.389
2002-10-07,664.611
2002-10-08,662.469
2002-10-09,668.973
2002-10-10,702.237
2002-10-11,756.127
2002-10-14,748.693
2002-10-15,802.967
2002-10-16,792.396
2002-10-17,836.314
2002-10-18,835.752
2002-10-21,864.865
2002-10-22,837.558
2002-10-23,797.56
2002-10-24,821.136
2002-10-25,834.881
2002-10-28,868.903
2002-10-29,829.558
2002-10-30,856.295
2002-10-31,878.756
2002-11-01,892.099
2002-11-04,929.586
2002-11-05,936.056
2002-11-06,923.486
2002-11-07,895.245
2002-11-08,878.91
2002-11-11,855.447
2002-11-12,869.975
2002-11-13,853.194
2002-11-14,885.097
2002-11-15,893.194
2002-11-18,896.98
2002-11-19,896.226
2002-11-20,894.005
2002-11-21,920.791
2002-11-22,927.134
2002-11-25,921.551
2002-11-26,893.979
2002-11-27,926.906
2002-11-28,923.894
2002-11-29,912.971
2002-12-02,924.797
2002-12-03,906.368
2002-12-04,915.042
2002-12-05,888.763
2002-12-06,892.345
2002-12-09,856.282
2002-12-10,878.886
2002-12-11,886.419
2002-12-12,877.475
2002-12-13,873.485
2002-12-16,903.013
2002-12-17,896.294
2002-12-18,863.847
2002-12-19,848.073
2002-12-20,860.787
2002-12-23,854.752
2002-12-24,858.29
2002-12-25,858.29
2002-12-26,860.454
2002-12-27,824.275
2002-12-30,837.777
2002-12-31,841.063
2003-01-01,841.063
2003-01-02,890.603
2003-01-03,893.51
2003-01-06,915.62
2003-01-07,901.077
2003-01-08,867.002
2003-01-09,891.939
2003-01-10,897.967
2003-01-13,902.581
2003-01-14,914.698
2003-01-15,905.345
2003-01-16,899.903
2003-01-17,870.228
2003-01-20,867.981
2003-01-21,862.802
2003-01-22,845.459
2003-01-23,859.956
2003-01-24,835.266
2003-01-27,816.88
2003-01-28,829.213
2003-01-29,839.254
2003-01-30,833.82
2003-01-31,849.049
2003-02-03,848.752
2003-02-04,824.364
2003-02-05,840.806
2003-02-06,818.298
2003-02-07,791.847
2003-02-10,795.088
2003-02-11,795.754
2003-02-12,777.541
2003-02-13,779.921
2003-02-14,804.961
2003-02-17,805.913
2003-02-18,819.016
2003-02-19,796.942
2003-02-20,798.884
2003-02-21,816.444
2003-02-24,797.129
2003-02-25,772.108
2003-02-26,766.585
2003-02-27,780.293
2003-02-28,791.216
2003-03-03,799.793
2003-03-04,794.507
2003-03-05,792.208
2003-03-06,777.719
2003-03-07,781.692
2003-03-10,755.808
2003-03-11,753.907
2003-03-12,719.669
2003-03-13,750.18
2003-03-14,760.042
2003-03-17,777.784
2003-03-18,790.193
2003-03-19,796.47
2003-03-20,796.046
2003-03-21,821.407
2003-03-24,785.315
2003-03-25,813.113
2003-03-26,795.573
2003-03-27,801.587
2003-03-28,785.486
2003-03-31,769.722
2003-04-01,779.121
2003-04-02,813.467
2003-04-03,802.661
2003-04-04,814.319
2003-04-07,854.694
2003-04-08,853.459
2003-04-09,839.894
2003-04-10,836.355
2003-04-11,844.803
2003-04-14,854.332
2003-04-15,875.499
2003-04-16,880.441
2003-04-17,902.746
2003-04-18,902.746
2003-04-21,898.854
2003-04-22,918.768
2003-04-23,916.065
2003-04-24,906.656
2003-04-25,893.311
2003-04-28,929.11
2003-04-29,921.558
2003-04-30,945.455
2003-05-01,954.139
2003-05-02,970.39
2003-05-05,986.386
2003-05-06,1010.471
2003-05-07,995.033
2003-05-08,966.793
2003-05-09,989.285
2003-05-12,989.422
2003-05-13,978.029
2003-05-14,977.645
2003-05-15,993.97
2003-05-16,1001.585
2003-05-19,975.758
2003-05-20,967.642
2003-05-21,965.579
2003-05-22,974.941
2003-05-23,972.909
2003-05-26,981.105
2003-05-27,999.134
2003-05-28,1000.661
2003-05-29,1003.036
2003-05-30,1018.014
2003-06-02,1042.788
2003-06-03,1029.914
2003-06-04,1044.526
2003-06-05,1049.42
2003-06-06,1067.99
2003-06-09,1063.34
2003-06-10,1070.14
2003-06-11,1083.248
2003-06-12,1088.571
2003-06-13,1078.149
2003-06-16,1114.235
2003-06-17,1112.022
2003-06-18,1103.71
2003-06-19,1087.569
2003-06-20,1078.162
2003-06-23,1053.417
2003-06-24,1064.154
2003-06-25,1061.123
2003-06-26,1062.761
2003-06-27,1053.85
2003-06-30,1058.406
2003-07-01,1043.334
2003-07-02,1068.972
2003-07-03,1067.941
2003-07-04,1062.397
2003-07-07,1076.171
2003-07-08,1069.545
2003-07-09,1067.017
2003-07-10,1053.045
2003-07-11,1063.376
2003-07-14,1077.599
2003-07-15,1075.164
2003-07-16,1075.79
2003-07-17,1049.021
2003-07-18,1062.445
2003-07-21,1052.228
2003-07-22,1066.375
2003-07-23,1070.662
2003-07-24,1095.383
2003-07-25,1098.478
2003-07-28,1113.487
2003-07-29,1117.757
2003-07-30,1101.655
2003-07-31,1096.933
2003-08-01,1079.894
2003-08-04,1078.839
2003-08-05,1089.822
2003-08-06,1075.775
2003-08-07,1067.341
2003-08-08,1060.95
2003-08-11,1062.629
2003-08-12,1072.093
2003-08-13,1086.513
2003-08-14,1097.795
2003-08-15,1090.182
2003-08-18,1096.673
2003-08-19,1091.942
2003-08-20,1093.377
2003-08-21,1100.188
2003-08-22,1088.756
2003-08-25,1076.619
2003-08-26,1059.928
2003-08-27,1069.538
2003-08-28,1083.688
2003-08-29,1093.035
2003-09-01,1117.906
2003-09-02,1103.919
2003-09-03,1130.595
2003-09-04,1144.444
2003-09-05,1141.57
2003-09-08,1163.372
2003-09-09,1159.926
2003-09-10,1142.657
2003-09-11,1150.168
2003-09-12,1144.475
2003-09-15,1145.961
2003-09-16,1151.525
2003-09-17,1157.536
2003-09-18,1179.194
2003-09-19,1176.292
2003-09-22,1150.531
2003-09-23,1142.69
2003-09-24,1115.281
2003-09-25,1123.388
2003-09-26,1115.614
2003-09-29,1120.783
2003-09-30,1110.502
2003-10-01,1137.695
2003-10-02,1129.252
2003-10-03,1168.254
2003-10-06,1167.411
2003-10-07,1164.916
2003-10-08,1197.502
2003-10-09,1209.266
2003-10-10,1216.77
2003-10-13,1224.931
2003-10-14,1225.874
2003-10-15,1224.649
2003-10-16,1230.275
2003-10-17,1204.584
2003-10-20,1218.984
2003-10-21,1234.269
2003-10-22,1214.5
2003-10-23,1210.664
2003-10-24,1199.646
2003-10-27,1218.0
2003-10-28,1229.503
2003-10-29,1240.12
2003-10-30,1239.867
2003-10-31,1236.081
2003-11-03,1248.203
2003-11-04,1248.067
2003-11-05,1239.367
2003-11-06,1240.538
2003-11-07,1252.57
2003-11-10,1242.618
2003-11-11,1239.092
2003-11-12,1257.484
2003-11-13,1273.232
2003-11-14,1291.746
2003-11-17,1254.677
2003-11-18,1260.727
2003-11-19,1255.265
2003-11-20,1250.923
2003-11-21,1251.464
2003-11-24,1266.269
2003-11-25,1275.993
2003-11-26,1280.113
2003-11-27,1287.601
2003-11-28,1298.641
2003-12-01,1324.352
2003-12-02,1335.863
2003-12-03,1365.239
2003-12-04,1351.43
2003-12-05,1345.301
2003-12-08,1342.438
2003-12-09,1358.572
2003-12-10,1353.091
2003-12-11,1354.105
2003-12-12,1362.591
2003-12-15,1369.535
2003-12-16,1363.494
2003-12-17,1357.496
2003-12-18,1357.863
2003-12-19,1364.082
2003-12-22,1360.848
2003-12-23,1371.257
2003-12-24,1375.121
2003-12-25,1375.121
2003-12-26,1374.569
2003-12-29,1397.381
2003-12-30,1408.523
2003-12-31,1417.853
2004-01-01,1417.853
2004-01-02,1439.129
2004-01-05,1458.829
2004-01-06,1476.757
2004-01-07,1465.761
2004-01-08,1502.606
2004-01-09,1503.673
2004-01-12,1487.99
2004-01-13,1478.587
2004-01-14,1482.636
2004-01-15,1473.902
2004-01-16,1455.794
2004-01-19,1464.245
2004-01-20,1479.407
2004-01-21,1489.885
2004-01-22,1506.544
2004-01-23,1504.622
2004-01-26,1488.619
2004-01-27,1499.481
2004-01-28,1498.566
2004-01-29,1454.684
2004-01-30,1446.714
2004-02-02,1450.938
2004-02-03,1468.471
2004-02-04,1449.578
2004-02-05,1456.783
2004-02-06,1485.01
2004-02-09,1502.877
2004-02-10,1513.946
2004-02-11,1519.541
2004-02-12,1537.873
2004-02-13,1513.324
2004-02-16,1519.056
2004-02-17,1534.509
2004-02-18,1531.809
2004-02-19,1530.612
2004-02-20,1494.143
2004-02-23,1482.64
2004-02-24,1467.194
2004-02-25,1458.97
2004-02-26,1440.733
2004-02-27,1436.063
2004-03-01,1455.259
2004-03-02,1454.472
2004-03-03,1427.089
2004-03-04,1456.916
2004-03-05,1482.209
2004-03-08,1476.357
2004-03-09,1461.663
2004-03-10,1419.71
2004-03-11,1378.659
2004-03-12,1379.748
2004-03-15,1349.945
2004-03-16,1365.137
2004-03-17,1372.604
2004-03-18,1373.748
2004-03-19,1368.236
2004-03-22,1339.43
2004-03-23,1327.713
2004-03-24,1321.275
2004-03-25,1348.291
2004-03-26,1338.999
2004-03-29,1369.89
2004-03-30,1369.503
2004-03-31,1380.355
2004-04-01,1411.62
2004-04-02,1412.71
2004-04-05,1411.806
2004-04-06,1406.542
2004-04-07,1415.2
2004-04-08,1412.376
2004-04-09,1412.376
2004-04-12,1408.409
2004-04-13,1406.631
2004-04-14,1386.661
2004-04-15,1375.764
2004-04-16,1393.649
2004-04-19,1394.203
2004-04-20,1393.81
2004-04-21,1373.749
2004-04-22,1380.85
2004-04-23,1386.323
2004-04-26,1397.102
2004-04-27,1404.497
2004-04-28,1372.663
2004-04-29,1363.151
2004-04-30,1357.563
2004-05-03,1365.703
2004-05-04,1379.98
2004-05-05,1391.134
2004-05-06,1343.985
2004-05-07,1320.291
2004-05-10,1279.671
2004-05-11,1297.07
2004-05-12,1279.728
2004-05-13,1285.608
2004-05-14,1276.098
2004-05-17,1273.814
2004-05-18,1285.608
2004-05-19,1323.135
2004-05-20,1303.251
2004-05-21,1309.518
2004-05-24,1317.136
2004-05-25,1315.47
2004-05-26,1325.109
2004-05-27,1358.203
2004-05-28,1350.516
2004-05-31,1357.639
2004-06-01,1339.021
2004-06-02,1353.702
2004-06-03,1359.741
2004-06-04,1373.455
2004-06-07,1401.838
2004-06-08,1401.834
2004-06-09,1371.552
2004-06-10,1377.439
2004-06-11,1364.724
2004-06-14,1353.78
2004-06-15,1362.8
2004-06-16,1354.9
2004-06-17,1354.438
2004-06-18,1367.868
2004-06-21,1361.832
2004-06-22,1337.086
2004-06-23,1344.404
2004-06-24,1372.903
2004-06-25,1372.596
2004-06-28,1396.279
2004-06-29,1388.523
2004-06-30,1388.569
2004-07-01,1380.516
2004-07-02,1382.459
2004-07-05,1380.735
2004-07-06,1359.932
2004-07-07,1361.482
2004-07-08,1359.482
2004-07-09,1355.459
2004-07-12,1345.77
2004-07-13,1340.198
2004-07-14,1347.746
2004-07-15,1327.439
2004-07-16,1334.508
2004-07-19,1317.863
2004-07-20,1324.866
2004-07-21,1323.234
2004-07-22,1299.929
2004-07-23,1285.026
2004-07-26,1272.389
2004-07-27,1283.657
2004-07-28,1279.586
2004-07-29,1317.155
2004-07-30,1314.915
2004-08-02,1303.277
2004-08-03,1310.956
2004-08-04,1290.29
2004-08-05,1290.622
2004-08-06,1279.29
2004-08-09,1265.724
2004-08-10,1288.44
2004-08-11,1262.466
2004-08-12,1250.419
2004-08-13,1260.359
2004-08-16,1281.024
2004-08-17,1282.923
2004-08-18,1288.786
2004-08-19,1296.602
2004-08-20,1288.145
2004-08-23,1297.396
2004-08-24,1286.03
2004-08-25,1287.943
2004-08-26,1302.075
2004-08-27,1302.251
2004-08-30,1299.317
2004-08-31,1291.837
2004-09-01,1304.36
2004-09-02,1308.545
2004-09-03,1305.6
2004-09-06,1317.599
2004-09-07,1321.86
2004-09-08,1326.645
2004-09-09,1322.41
2004-09-10,1353.002
2004-09-13,1370.458
2004-09-14,1370.96
2004-09-15,1351.452
2004-09-16,1357.665
2004-09-17,1369.2
2004-09-20,1367.131
2004-09-21,1387.577
2004-09-22,1375.007
2004-09-23,1370.062
2004-09-24,1369.763
2004-09-27,1358.722
2004-09-28,1359.676
2004-09-29,1369.678
2004-09-30,1373.062
2004-10-01,1404.913
2004-10-04,1406.137
2004-10-05,1411.331
2004-10-06,1408.777
2004-10-07,1402.714
2004-10-08,1404.717
2004-10-11,1398.2
2004-10-12,1369.767
2004-10-13,1370.86
2004-10-14,1372.622
2004-10-15,1382.339
2004-10-18,1384.639
2004-10-19,1401.254
2004-10-20,1393.053
2004-10-21,1401.356
2004-10-22,1403.017
2004-10-25,1389.326
2004-10-26,1390.591
2004-10-27,1412.971
2004-10-28,1415.882
2004-10-29,1413.411
2004-11-01,1430.111
2004-11-02,1433.917
2004-11-03,1447.26
2004-11-04,1454.458
2004-11-05,1469.135
2004-11-08,1471.469
2004-11-09,1463.939
2004-11-10,1474.425
2004-11-11,1489.02
2004-11-12,1496.7
2004-11-15,1496.302
2004-11-16,1495.302
2004-11-17,1524.739
2004-11-18,1518.118
2004-11-19,1511.002
2004-11-22,1503.326
2004-11-23,1503.669
2004-11-24,1516.666
2004-11-25,1535.664
2004-11-26,1536.47
2004-11-29,1539.606
2004-11-30,1533.657
2004-12-01,1559.28
2004-12-02,1567.352
2004-12-03,1578.2
2004-12-06,1578.049
2004-12-07,1585.434
2004-12-08,1558.185
2004-12-09,1540.477
2004-12-10,1539.752
2004-12-13,1561.829
2004-12-14,1562.336
2004-12-15,1572.342
2004-12-16,1562.151
2004-12-17,1545.499
2004-12-20,1570.036
2004-12-21,1567.102
2004-12-22,1574.213
2004-12-23,1592.188
2004-12-24,1596.316
2004-12-27,1603.441
2004-12-28,1611.296
2004-12-29,1602.747
2004-12-30,1612.756
2004-12-31,1608.319
2005-01-03,1608.716
2005-01-04,1585.837
2005-01-05,1570.479
2005-01-06,1567.977
2005-01-07,1557.402
2005-01-10,1555.838
2005-01-11,1541.101
2005-01-12,1539.146
2005-01-13,1533.624
2005-01-14,1519.725
2005-01-17,1523.513
2005-01-18,1520.255
2005-01-19,1523.463
2005-01-20,1505.944
2005-01-21,1506.735
2005-01-24,1510.32
2005-01-25,1512.747
2005-01-26,1527.463
2005-01-27,1528.48
2005-01-28,1515.383
2005-01-31,1531.271
2005-02-01,1531.992
2005-02-02,1536.494
2005-02-03,1518.903
2005-02-04,1534.304
2005-02-07,1531.902
2005-02-08,1525.476
2005-02-09,1523.856
2005-02-10,1526.885
2005-02-11,1537.987
2005-02-14,1550.646
2005-02-15,1549.743
2005-02-16,1546.132
2005-02-17,1551.683
2005-02-18,1551.373
2005-02-21,1558.964
2005-02-22,1563.781
2005-02-23,1555.763
2005-02-24,1554.349
2005-02-25,1568.227
2005-02-28,1577.011
2005-03-01,1579.369
2005-03-02,1580.039
2005-03-03,1574.774
2005-03-04,1604.449
2005-03-07,1597.357
2005-03-08,1608.689
2005-03-09,1608.047
2005-03-10,1600.466
2005-03-11,1608.752
2005-03-14,1598.859
2005-03-15,1597.509
2005-03-16,1589.186
2005-03-17,1586.229
2005-03-18,1578.479
2005-03-21,1553.601
2005-03-22,1564.106
2005-03-23,1541.998
2005-03-24,1546.275
2005-03-25,1546.275
2005-03-28,1535.423
2005-03-29,1535.577
2005-03-30,1542.185
2005-03-31,1549.676
2005-04-01,1556.474
2005-04-04,1531.56
2005-04-05,1539.164
2005-04-06,1545.237
2005-04-07,1553.975
2005-04-08,1558.112
2005-04-11,1568.926
2005-04-12,1552.427
2005-04-13,1560.247
2005-04-14,1548.637
2005-04-15,1534.423
2005-04-18,1512.088
2005-04-19,1516.988
2005-04-20,1517.767
2005-04-21,1528.242
2005-04-22,1537.487
2005-04-25,1530.991
2005-04-26,1517.391
2005-04-27,1498.953
2005-04-28,1483.896
2005-04-29,1482.08
2005-05-02,1488.079
2005-05-03,1501.405
2005-05-04,1511.891
2005-05-05,1523.168
2005-05-06,1517.957
2005-05-09,1511.472
2005-05-10,1510.314
2005-05-11,1502.09
2005-05-12,1497.722
2005-05-13,1497.531
2005-05-16,1491.048
2005-05-17,1482.502
2005-05-18,1508.04
2005-05-19,1515.942
2005-05-20,1509.702
2005-05-23,1525.88
2005-05-24,1523.731
2005-05-25,1526.794
2005-05-26,1525.112
2005-05-27,1528.458
2005-05-30,1527.951
2005-05-31,1507.849
2005-06-01,1518.037
2005-06-02,1520.976
2005-06-03,1519.32
2005-06-06,1513.545
2005-06-07,1531.328
2005-06-08,1536.093
2005-06-09,1521.718
2005-06-10,1520.585
2005-06-13,1512.093
2005-06-14,1509.626
2005-06-15,1506.096
2005-06-16,1514.699
2005-06-17,1540.503
2005-06-20,1523.172
2005-06-21,1528.654
2005-06-22,1533.782
2005-06-23,1524.466
2005-06-24,1508.612
2005-06-27,1503.431
2005-06-28,1506.314
2005-06-29,1515.703
2005-06-30,1519.844
2005-07-01,1510.618
2005-07-04,1504.36
2005-07-05,1496.181
2005-07-06,1502.459
2005-07-07,1482.743
