Date,GERMANY GROWTH Standard (Large+Mid Cap)
1982-07-30,135.17
1982-08-31,132.028
1982-09-30,138.037
1982-10-29,136.955
1982-11-30,146.661
1982-12-31,162.138
1983-01-31,155.087
1983-02-28,167.212
1983-03-31,187.667
1983-04-29,197.802
1983-05-31,184.895
1983-06-30,195.259
1983-07-29,190.957
1983-08-31,176.213
1983-09-30,185.865
1983-10-31,207.348
1983-11-30,207.866
1983-12-30,206.166
1984-01-31,202.09
1984-02-29,211.628
1984-03-30,211.072
1984-04-30,203.632
1984-05-31,195.624
1984-06-29,199.51
1984-07-31,179.451
1984-08-31,193.971
1984-09-28,198.11
1984-10-31,201.854
1984-11-30,197.469
1984-12-31,196.74
1985-01-31,212.037
1985-02-28,206.217
1985-03-29,224.658
1985-04-30,235.206
1985-05-31,257.889
1985-06-28,281.949
1985-07-31,285.12
1985-08-30,314.17
1985-09-30,344.581
1985-10-31,402.328
1985-11-29,406.406
1985-12-31,467.34
1986-01-31,505.52
1986-02-28,516.567
1986-03-31,539.497
1986-04-30,640.846
1986-05-30,540.01
1986-06-30,565.761
1986-07-31,563.575
1986-08-29,662.551
1986-09-30,613.703
1986-10-31,607.176
1986-11-28,672.906
1986-12-31,673.003
1987-01-30,611.589
1987-02-27,561.071
1987-03-31,586.683
1987-04-30,590.85
1987-05-29,568.569
1987-06-30,606.903
1987-07-31,631.462
1987-08-31,641.783
1987-09-30,611.178
1987-10-30,485.756
1987-11-30,425.053
1987-12-31,434.066
1988-01-29,381.31
1988-02-29,456.805
1988-03-31,459.767
1988-04-29,447.803
1988-05-31,435.58
1988-06-30,433.389
1988-07-29,441.085
1988-08-31,434.391
1988-09-30,471.061
1988-10-31,520.24
1988-11-30,513.747
1988-12-30,526.654
1989-01-31,494.69
1989-02-28,490.121
1989-03-31,475.68
1989-04-28,501.227
1989-05-31,478.208
1989-06-30,522.001
1989-07-31,594.761
1989-08-31,587.501
1989-09-29,622.011
1989-10-31,590.841
1989-11-30,649.615
1989-12-29,767.215
1990-01-31,790.884
1990-02-28,775.867
1990-03-30,874.426
1990-04-30,807.545
1990-05-31,823.25
1990-06-29,871.719
1990-07-31,950.565
1990-08-31,805.286
1990-09-28,660.37
1990-10-31,761.348
1990-11-30,778.768
1990-12-31,737.533
1991-01-31,746.06
1991-02-28,800.861
1991-03-29,691.943
1991-04-30,718.287
1991-05-31,769.494
1991-06-28,697.488
1991-07-31,708.693
1991-08-30,708.146
1991-09-30,715.709
1991-10-31,698.593
1991-11-29,719.101
1991-12-31,768.371
1992-01-31,771.011
1992-02-28,793.127
1992-03-31,774.54
1992-04-30,767.481
1992-05-29,817.081
1992-06-30,834.09
1992-07-31,772.602
1992-08-31,762.044
1992-09-30,738.935
1992-10-30,699.785
1992-11-30,703.527
1992-12-31,692.665
1993-01-29,715.909
1993-02-26,757.982
1993-03-31,768.396
1993-04-30,764.528
1993-05-31,772.981
1993-06-30,727.166
1993-07-30,745.564
1993-08-31,825.729
1993-09-30,839.873
1993-10-29,903.295
1993-11-30,877.319
1993-12-31,904.417
1994-01-31,877.322
1994-02-28,847.181
1994-03-31,870.654
1994-04-29,930.435
1994-05-31,879.28
1994-06-30,879.198
1994-07-29,925.153
1994-08-31,959.124
1994-09-30,910.794
1994-10-31,950.554
1994-11-30,901.948
1994-12-30,940.786
1995-01-31,930.129
1995-02-28,1024.953
1995-03-31,1006.988
1995-04-28,1061.691
1995-05-31,1072.053
1995-06-30,1118.865
1995-07-31,1192.542
1995-08-31,1124.148
1995-09-29,1136.149
1995-10-31,1127.154
1995-11-30,1126.341
1995-12-29,1161.683
1996-01-31,1197.381
1996-02-29,1204.114
1996-03-29,1180.286
1996-04-30,1120.149
1996-05-31,1131.351
1996-06-28,1161.105
1996-07-31,1168.77
1996-08-30,1186.617
1996-09-30,1192.012
1996-10-31,1210.593
1996-11-29,1266.043
1996-12-31,1266.172
1997-01-31,1238.948
1997-02-28,1290.163
1997-03-31,1362.934
1997-04-30,1300.035
1997-05-30,1376.268
1997-06-30,1424.869
1997-07-31,1582.673
1997-08-29,1429.749
1997-09-30,1543.791
1997-10-31,1415.976
1997-11-28,1463.831
1997-12-31,1524.948
1998-01-30,1644.65
1998-02-27,1772.278
1998-03-31,1830.924
1998-04-30,1879.744
1998-05-29,2004.278
1998-06-30,2178.429
1998-07-31,2212.936
1998-08-31,1821.537
1998-09-30,1842.236
1998-10-30,1951.011
1998-11-30,2034.955
1998-12-31,2063.918
1999-01-29,1995.885
1999-02-26,1789.458
1999-03-31,1686.112
1999-04-30,1723.901
1999-05-31,1676.271
1999-06-30,1733.729
1999-07-30,1689.788
1999-08-31,1728.53
1999-09-30,1760.301
1999-10-29,1838.427
1999-11-30,2020.168
1999-12-31,2389.772
2000-01-31,2428.63
2000-02-29,2709.892
2000-03-31,2743.382
2000-04-28,2364.737
2000-05-31,2207.221
2000-06-30,2183.388
2000-07-31,2032.774
2000-08-31,1873.756
2000-09-29,1758.333
2000-10-31,1744.587
2000-11-30,1554.785
2000-12-29,1638.826
2001-01-31,1716.433
2001-02-28,1496.039
2001-03-30,1297.144
2001-04-30,1386.144
2001-05-31,1318.113
2001-06-29,1289.738
2001-07-31,1294.422
2001-08-31,1257.084
2001-09-28,1047.095
2001-10-31,1101.612
2001-11-30,1178.343
2001-12-31,1192.295
2002-01-31,1162.338
2002-02-28,1149.293
2002-03-29,1219.139
2002-04-30,1183.851
2002-05-31,1135.334
2002-06-28,1091.572
2002-07-31,870.239
2002-08-30,851.845
2002-09-30,611.244
2002-10-31,769.241
2002-11-29,799.192
2002-12-31,736.245
2003-01-31,742.123
2003-02-28,691.573
2003-03-31,672.733
2003-04-30,825.513
2003-05-30,886.47
2003-06-30,920.529
2003-07-31,954.037
2003-08-29,950.647
2003-09-30,965.838
2003-10-31,1075.059
2003-11-28,1129.469
2003-12-31,1233.151
2004-01-30,1257.12
2004-02-27,1247.865
2004-03-31,1199.457
2004-04-30,1179.371
2004-05-31,1178.705
2004-06-30,1204.726
2004-07-30,1140.823
2004-08-31,1120.801
2004-09-30,1191.272
2004-10-29,1226.279
2004-11-30,1330.604
2004-12-31,1395.381
2005-01-31,1327.237
2005-02-28,1366.882
2005-03-31,1343.168
2005-04-29,1281.459
2005-05-31,1302.2
2005-06-30,1312.232
2005-07-29,1379.664
2005-08-31,1378.941
2005-09-30,1393.959
2005-10-31,1336.4
2005-11-30,1377.996
2005-12-30,1439.51
2006-01-31,1571.376
2006-02-28,1581.909
2006-03-31,1666.288
2006-04-28,1740.617
2006-05-31,1668.557
2006-06-30,1651.534
2006-07-31,1616.909
2006-08-31,1687.401
2006-09-29,1726.888
2006-10-31,1783.737
2006-11-30,1866.768
2006-12-29,1926.778
2007-01-31,1987.079
2007-02-28,1980.011
2007-03-30,2092.356
2007-04-30,2277.58
2007-05-31,2357.992
2007-06-29,2428.062
2007-07-31,2367.018
2007-08-31,2374.981
2007-09-28,2542.115
2007-10-31,2654.001
2007-11-30,2660.006
2007-12-31,2740.252
2008-01-31,2378.943
2008-02-29,2394.727
2008-03-31,2402.739
2008-04-30,2550.826
2008-05-30,2627.111
2008-06-30,2470.033
2008-07-31,2485.708
2008-08-29,2318.92
2008-09-30,2064.94
2008-10-31,1706.275
2008-11-28,1457.268
2008-12-31,1595.309
2009-01-30,1396.141
2009-02-27,1222.799
2009-03-31,1341.358
2009-04-30,1498.208
2009-05-29,1656.121
2009-06-30,1605.975
2009-07-31,1787.281
2009-08-31,1728.626
2009-09-30,1843.367
2009-10-30,1796.488
2009-11-30,1895.505
2009-12-31,1918.669
2010-01-29,1744.202
2010-02-26,1686.305
2010-03-31,1819.279
2010-04-30,1832.396
2010-05-31,1642.371
2010-06-30,1665.459
2010-07-30,1792.057
2010-08-31,1685.554
2010-09-30,1980.887
2010-10-29,2110.677
2010-11-30,2035.454
2010-12-31,2168.452
2011-01-31,2222.074
2011-02-28,2315.62
2011-03-31,2328.205
2011-04-29,2576.01
2011-05-31,2458.351
2011-06-30,2512.722
2011-07-29,2453.784
2011-08-31,2064.287
2011-09-30,1796.422
2011-10-31,2100.791
2011-11-30,2020.916
2011-12-30,1884.348
2012-01-31,2094.905
2012-02-29,2268.633
2012-03-30,2294.244
2012-04-30,2251.904
2012-05-31,1947.615
2012-06-29,1998.254
2012-07-31,2088.036
2012-08-31,2161.32
2012-09-28,2294.578
2012-10-31,2332.372
2012-11-30,2464.291
2012-12-31,2546.09
2013-01-31,2685.12
2013-02-28,2613.582
2013-03-29,2623.826
2013-04-30,2702.442
2013-05-31,2744.112
2013-06-28,2710.462
2013-07-31,2851.097
2013-08-30,2775.654
2013-09-30,2918.47
2013-10-31,3054.413
2013-11-29,3246.361
2013-12-31,3348.849
2014-01-31,3149.408
2014-02-28,3357.015
2014-03-31,3275.041
2014-04-30,3294.996
2014-05-30,3343.789
2014-06-30,3306.892
2014-07-31,3111.567
2014-08-29,3098.065
2014-09-30,2996.015
2014-10-31,2967.649
2014-11-28,3145.406
2014-12-31,3017.963
2015-01-30,3097.269
2015-02-27,3262.657
2015-03-31,3273.537
2015-04-30,3279.355
2015-05-29,3245.309
2015-06-30,3169.992
2015-07-31,3261.551
2015-08-31,3030.208
2015-09-30,2912.11
2015-10-30,3211.159
2015-11-30,3207.482
2015-12-31,3131.463
2016-01-29,2925.677
2016-02-29,2849.286
2016-03-31,3107.987
2016-04-29,3091.078
2016-05-31,3056.104
2016-06-30,2977.295
2016-07-29,3222.279
2016-08-31,3236.466
2016-09-30,3272.621
2016-10-31,3140.469
2016-11-30,2990.293
2016-12-30,3158.159
2017-01-31,3264.66
2017-02-28,3299.91
2017-03-31,3447.101
2017-04-28,3586.175
2017-05-31,3811.566
2017-06-30,3763.967
2017-07-31,3834.083
2017-08-31,3839.799
2017-09-29,4015.466
2017-10-31,4044.534
2017-11-30,4076.923
2017-12-29,4088.426
2018-01-31,4306.022
2018-02-28,4034.429
2018-03-30,3954.369
2018-04-30,4024.511
2018-05-31,3996.628
2018-06-29,3944.261
2018-07-31,4071.353
2018-08-31,4023.995
2018-09-28,3924.796
2018-10-31,3543.17
2018-11-30,3442.509
2018-12-31,3228.809
2019-01-31,3431.465
2019-02-28,3458.786
2019-03-29,3507.177
2019-04-30,3746.544
2019-05-31,3577.573
2019-06-28,3828.128
2019-07-31,3684.347
2019-08-30,3540.036
2019-09-30,3606.29
2019-10-31,3778.447
2019-11-29,3931.328
2019-12-31,4007.569
2020-01-31,3986.57
2020-02-28,3644.371
2020-03-31,3128.972
2020-04-30,3392.12
2020-05-29,3699.24
2020-06-30,3796.452
2020-07-31,4124.901
2020-08-31,4346.553
2020-09-30,4244.686
2020-10-30,3659.126
2020-11-30,4091.21
2020-12-31,4440.448
2021-01-29,4328.302
2021-02-26,4338.527
2021-03-31,4250.814
2021-04-30,4545.956
2021-05-31,4652.16
2021-06-30,4691.294
2021-07-30,4753.813
2021-08-31,4888.453
2021-09-30,4522.165
2021-10-29,4696.014
2021-11-30,4470.853
2021-12-31,4599.862
2022-01-31,4144.586
2022-02-28,3810.68
2022-03-31,3730.313
2022-04-29,3348.142
2022-05-31,3373.657
2022-06-30,3044.946
2022-07-29,3169.959
2022-08-31,2949.275
2022-09-30,2681.816
2022-10-31,2825.647
2022-11-30,3234.24
2022-12-30,3245.47
2023-01-31,3615.923
2023-02-28,3516.225
2023-03-31,3770.072
2023-04-28,3827.964
2023-05-31,3581.198
2023-06-30,3749.842
2023-07-31,3860.233
2023-08-31,3708.18
2023-09-29,3456.158
2023-10-31,3359.84
2023-11-30,3914.031
2023-12-29,3960.866
2024-01-31,4027.134
2024-02-29,4273.565
2024-03-29,4432.643
2024-04-30,4218.497
2024-05-31,4384.57
2024-06-28,4446.384
2024-07-31,4551.097
2024-08-30,4770.233
2024-09-30,4923.246
2024-10-31,4766.734
2024-11-29,4848.549
2024-12-31,4850.374
2025-01-31,5359.87
2025-02-28,5488.367
2025-03-31,5485.629
2025-04-30,5974.527
2025-05-30,6433.402
2025-06-30,6563.981
2025-07-31,6289.916
2025-08-29,6174.529
2025-09-30,6244.249
2025-10-31,6023.808
2025-11-28,5868.082
2025-12-31,6077.307
