Date,AUSTRALIA VALUE Standard (Large+Mid Cap)
2010-10-29,7916.801
2010-11-30,7549.16
2010-12-31,8284.688
2011-01-31,8233.271
2011-02-28,8606.815
2011-03-31,8721.491
2011-04-29,9355.381
2011-05-31,8761.063
2011-06-30,8780.358
2011-07-29,8491.657
2011-08-31,8270.777
2011-09-30,7209.704
2011-10-31,8526.655
2011-11-30,7984.225
2011-12-30,7958.932
2012-01-31,8537.407
2012-02-29,8791.496
2012-03-30,8732.248
2012-04-30,9000.36
2012-05-31,7894.835
2012-06-29,8672.033
2012-07-31,9505.739
2012-08-31,9536.678
2012-09-28,9690.888
2012-10-31,9994.602
2012-11-30,10110.656
2012-12-31,10355.371
2013-01-31,11081.571
2013-02-28,11615.132
2013-03-29,11831.187
2013-04-30,12708.793
2013-05-31,10825.532
2013-06-28,10327.462
2013-07-31,10554.838
2013-08-30,10636.411
2013-09-30,11442.501
2013-10-31,12159.48
2013-11-29,11608.511
2013-12-31,11342.612
2014-01-31,10675.457
2014-02-28,11537.374
2014-03-31,12109.723
2014-04-30,12371.16
2014-05-30,12431.679
2014-06-30,12548.931
2014-07-31,12882.918
2014-08-29,13011.718
2014-09-30,11397.059
2014-10-31,12142.902
2014-11-28,11477.632
2014-12-31,11269.575
2015-01-30,11070.387
2015-02-27,11969.139
2015-03-31,11752.547
2015-04-30,11678.985
2015-05-29,11294.805
2015-06-30,10733.216
2015-07-31,10560.346
2015-08-31,9306.686
2015-09-30,8816.774
2015-10-30,9335.197
2015-11-30,9183.949
2015-12-31,9363.221
2016-01-29,8396.91
2016-02-29,8214.674
2016-03-31,9376.878
2016-04-29,9872.151
2016-05-31,9447.992
2016-06-30,9376.959
2016-07-29,10171.808
2016-08-31,10066.013
2016-09-30,10430.981
2016-10-31,10437.153
2016-11-30,10629.653
2016-12-30,11008.401
2017-01-31,11415.108
2017-02-28,11946.286
2017-03-31,12259.946
2017-04-28,12196.584
2017-05-31,11296.498
2017-06-30,11644.364
2017-07-31,12327.656
2017-08-31,12091.988
2017-09-29,12082.699
2017-10-31,12157.204
2017-11-30,11987.379
2017-12-29,12461.043
2018-01-31,12764.322
2018-02-28,12262.511
2018-03-30,11417.009
2018-04-30,11378.265
2018-05-31,11319.801
2018-06-29,11371.779
2018-07-31,11693.583
2018-08-31,11278.253
2018-09-28,11290.493
2018-10-31,10437.315
2018-11-30,10780.91
2018-12-31,10367.537
2019-01-31,10911.981
2019-02-28,11393.204
2019-03-29,11349.97
2019-04-30,11452.199
2019-05-31,11732.576
2019-06-28,12230.976
2019-07-31,12133.223
2019-08-30,11376.88
2019-09-30,11885.205
2019-10-31,11842.255
2019-11-29,11668.952
2019-12-31,12011.433
2020-01-31,11823.593
2020-02-28,10534.616
2020-03-31,7518.602
2020-04-30,8562.946
2020-05-29,9113.675
2020-06-30,9785.684
2020-07-31,10199.916
2020-08-31,10748.998
2020-09-30,9833.911
2020-10-30,9921.77
2020-11-30,12111.641
2020-12-31,13009.761
2021-01-29,13164.912
2021-02-26,14091.066
2021-03-31,14018.254
2021-04-30,14682.308
2021-05-31,15260.518
2021-06-30,14849.726
2021-07-30,14598.535
2021-08-31,14476.672
2021-09-30,14180.467
2021-10-29,14600.077
2021-11-30,13225.772
2021-12-31,14182.183
2022-01-31,13538.485
2022-02-28,14545.912
2022-03-31,16358.354
2022-04-29,15249.173
2022-05-31,15272.644
2022-06-30,13259.969
2022-07-29,13709.286
2022-08-31,13758.307
2022-09-30,12389.491
2022-10-31,13029.064
2022-11-30,14960.276
2022-12-30,14872.491
2023-01-31,16474.786
2023-02-28,15191.604
2023-03-31,15211.134
2023-04-28,15000.124
2023-05-31,14134.4
2023-06-30,15061.593
2023-07-31,15860.116
2023-08-31,15023.551
2023-09-29,14801.748
2023-10-31,14203.536
2023-11-30,15384.87
2023-12-29,17053.908
2024-01-31,16733.952
2024-02-29,16317.847
2024-03-29,16789.803
2024-04-30,16265.266
2024-05-31,16821.69
2024-06-28,16860.402
2024-07-31,16928.665
2024-08-30,17532.426
2024-09-30,18813.297
2024-10-31,17283.681
2024-11-29,17476.361
2024-12-31,16019.185
2025-01-31,16783.242
2025-02-28,16094.394
2025-03-31,15909.78
2025-04-30,16756.705
2025-05-30,17237.163
