Date,AUSTRALIA VALUE Standard (Large+Mid Cap)
1991-05-31,1246.242
1991-06-28,1247.216
1991-07-31,1330.252
1991-08-30,1334.43
1991-09-30,1392.858
1991-10-31,1474.539
1991-11-29,1426.135
1991-12-31,1443.501
1992-01-31,1399.284
1992-02-28,1422.713
1992-03-31,1435.802
1992-04-30,1480.771
1992-05-29,1508.705
1992-06-30,1458.146
1992-07-31,1455.397
1992-08-31,1357.815
1992-09-30,1317.992
1992-10-30,1249.908
1992-11-30,1273.054
1992-12-31,1366.705
1993-01-29,1314.057
1993-02-26,1421.504
1993-03-31,1500.164
1993-04-30,1540.176
1993-05-31,1554.932
1993-06-30,1522.846
1993-07-30,1687.815
1993-08-31,1762.865
1993-09-30,1708.344
1993-10-29,1887.633
1993-11-30,1771.941
1993-12-31,1964.473
1994-01-31,2195.48
1994-02-28,2103.145
1994-03-31,1934.534
1994-04-29,2031.761
1994-05-31,2069.352
1994-06-30,1937.672
1994-07-29,2035.248
1994-08-31,2089.923
1994-09-30,1975.592
1994-10-31,2017.153
1994-11-30,1983.165
1994-12-30,2006.925
1995-01-31,1941.575
1995-02-28,2056.956
1995-03-31,2075.361
1995-04-28,2171.583
1995-05-31,2153.24
1995-06-30,2131.888
1995-07-31,2257.21
1995-08-31,2296.27
1995-09-29,2320.12
1995-10-31,2247.938
1995-11-30,2290.58
1995-12-29,2354.176
1996-01-31,2449.711
1996-02-29,2522.295
1996-03-29,2522.668
1996-04-30,2579.176
1996-05-31,2550.341
1996-06-28,2515.087
1996-07-31,2399.776
1996-08-30,2550.729
1996-09-30,2613.57
1996-10-31,2748.035
1996-11-29,2887.656
1996-12-31,2873.338
1997-01-31,2798.12
1997-02-28,2931.536
1997-03-31,2924.029
1997-04-30,2947.686
1997-05-30,2999.415
1997-06-30,3105.644
1997-07-31,3150.811
1997-08-29,2966.983
1997-09-30,3165.29
1997-10-31,2761.308
1997-11-28,2747.864
1997-12-31,2817.055
1998-01-30,3030.856
1998-02-27,3022.227
1998-03-31,3036.627
1998-04-30,3037.568
1998-05-29,2861.912
1998-06-30,3008.797
1998-07-31,2894.125
1998-08-31,2465.902
1998-09-30,2676.633
1998-10-30,2969.133
1998-11-30,2992.645
1998-12-31,2879.083
1999-01-29,3012.619
1999-02-26,2990.063
1999-03-31,3161.371
1999-04-30,3624.36
1999-05-31,3343.665
1999-06-30,3505.01
1999-07-30,3572.609
1999-08-31,3285.656
1999-09-30,3265.801
1999-10-29,3261.242
1999-11-30,3382.368
1999-12-31,3680.383
2000-01-31,3730.278
2000-02-29,3843.21
2000-03-31,3795.67
2000-04-28,3817.587
2000-05-31,3870.65
2000-06-30,4364.636
2000-07-31,4168.611
2000-08-31,4249.68
2000-09-29,4063.445
2000-10-31,3824.667
2000-11-30,3966.52
2000-12-29,4116.407
2001-01-31,4231.409
2001-02-28,4095.566
2001-03-30,3567.859
2001-04-30,4038.752
2001-05-31,4045.359
2001-06-29,4332.602
2001-07-31,4120.809
2001-08-31,4087.586
2001-09-28,3385.512
2001-10-31,3814.298
2001-11-30,4077.286
2001-12-31,4128.49
2002-01-31,4160.303
2002-02-28,4146.57
2002-03-29,4315.76
2002-04-30,4295.099
2002-05-31,4645.228
2002-06-28,4358.289
2002-07-31,4038.549
2002-08-30,4186.853
2002-09-30,3969.474
2002-10-31,4196.417
2002-11-29,4336.927
2002-12-31,4258.013
2003-01-31,4337.922
2003-02-28,4292.434
2003-03-31,4420.341
2003-04-30,4806.767
2003-05-30,4954.79
2003-06-30,5217.474
2003-07-31,5086.611
2003-08-29,5095.216
2003-09-30,5324.447
2003-10-31,5688.207
2003-11-28,5698.465
2003-12-31,6181.911
2004-01-30,6226.195
2004-02-27,6537.477
2004-03-31,6725.154
2004-04-30,6231.071
2004-05-31,6328.656
2004-06-30,6357.186
2004-07-30,6306.643
2004-08-31,6480.574
2004-09-30,6804.937
2004-10-29,7304.988
2004-11-30,7799.829
2004-12-31,8160.663
2005-01-31,8196.426
2005-02-28,8496.841
2005-03-31,8151.275
2005-04-29,8210.364
2005-05-31,8192.403
2005-06-30,8494.339
2005-07-29,8633.392
2005-08-31,8651.773
2005-09-30,9121.585
2005-10-31,8732.077
2005-11-30,8959.151
2005-12-30,9076.082
2006-01-31,9626.187
2006-02-28,9681.021
2006-03-31,9415.087
2006-04-28,10231.013
2006-05-31,9628.496
2006-06-30,9781.592
2006-07-31,10028.277
2006-08-31,10396.992
2006-09-29,10342.029
2006-10-31,11103.452
2006-11-30,11624.365
2006-12-29,12069.203
2007-01-31,12090.301
2007-02-28,12367.068
2007-03-30,12805.17
2007-04-30,13684.497
2007-05-31,13777.739
2007-06-29,13921.079
2007-07-31,13648.069
2007-08-31,13360.107
2007-09-28,14854.315
2007-10-31,15917.719
2007-11-30,14609.899
2007-12-31,13996.749
2008-01-31,12695.792
2008-02-29,12494.582
2008-03-31,12162.694
2008-04-30,12849.879
2008-05-30,12908.553
2008-06-30,11555.693
2008-07-31,11125.039
2008-08-29,10589.296
2008-09-30,9432.796
2008-10-31,7054.349
2008-11-28,6410.158
2008-12-31,6779.174
2009-01-30,5700.516
2009-02-27,5377.68
2009-03-31,6434.562
2009-04-30,7169.87
2009-05-29,7853.315
2009-06-30,8373.334
2009-07-31,9330.603
2009-08-31,10384.964
2009-09-30,11805.162
2009-10-30,11685.626
2009-11-30,11883.803
2009-12-31,12081.401
2010-01-29,11396.075
2010-02-26,11639.438
2010-03-31,12493.42
2010-04-30,12709.976
2010-05-31,10558.714
2010-06-30,10334.668
2010-07-30,11619.805
2010-08-31,11402.855
2010-09-30,12808.905
2010-10-29,13019.419
2010-11-30,12415.884
2010-12-31,13631.988
2011-01-31,13547.384
2011-02-28,14168.903
2011-03-31,14360.153
2011-04-29,15403.868
2011-05-31,14426.084
2011-06-30,14465.427
2011-07-29,13989.8
2011-08-31,13631.968
2011-09-30,11887.359
2011-10-31,14059.479
2011-11-30,13167.465
2011-12-30,13133.073
2012-01-31,14087.618
2012-02-29,14516.131
2012-03-30,14419.658
2012-04-30,14862.394
2012-05-31,13037.936
2012-06-29,14329.885
2012-07-31,15707.522
2012-08-31,15767.958
2012-09-28,16024.092
2012-10-31,16526.993
2012-11-30,16719.399
2012-12-31,17135.656
2013-01-31,18338.19
2013-02-28,19231.159
2013-03-29,19588.891
2013-04-30,21041.944
2013-05-31,17925.002
2013-06-28,17111.922
2013-07-31,17488.67
2013-08-30,17636.087
2013-09-30,18972.714
2013-10-31,20161.529
2013-11-29,19248.463
2013-12-31,18820.372
2014-01-31,17713.387
2014-02-28,19152.516
2014-03-31,20102.906
2014-04-30,20536.909
2014-05-30,20637.89
2014-06-30,20855.258
2014-07-31,21410.316
2014-08-29,21624.433
2014-09-30,18941.807
2014-10-31,20181.39
2014-11-28,19076.315
2014-12-31,18741.031
2015-01-30,18409.786
2015-02-27,19912.87
2015-03-31,19552.53
2015-04-30,19430.147
2015-05-29,18790.993
2015-06-30,17867.226
2015-07-31,17579.456
2015-08-31,15500.966
2015-09-30,14684.982
2015-10-30,15548.452
2015-11-30,15296.538
2015-12-31,15605.131
2016-01-29,13994.636
2016-02-29,13697.233
2016-03-31,15635.104
2016-04-29,16460.928
2016-05-31,15753.68
2016-06-30,15644.867
2016-07-29,16971.022
2016-08-31,16799.325
2016-09-30,17408.425
2016-10-31,17418.726
2016-11-30,17740.317
2016-12-30,18383.951
2017-01-31,19063.149
2017-02-28,19950.213
2017-03-31,20475.73
2017-04-28,20369.908
2017-05-31,18867.513
2017-06-30,19459.799
2017-07-31,20601.701
2017-08-31,20213.497
2017-09-29,20198.911
2017-10-31,20323.462
2017-11-30,20040.356
2017-12-29,20843.574
2018-01-31,21350.868
2018-02-28,20517.39
2018-03-30,19103.221
2018-04-30,19038.394
2018-05-31,18941.624
2018-06-29,19039.087
2018-07-31,19577.864
2018-08-31,18887.438
2018-09-28,18907.936
2018-10-31,17479.138
2018-11-30,18055.02
2018-12-31,17373.318
2019-01-31,18285.665
2019-02-28,19097.644
2019-03-29,19025.807
2019-04-30,19197.172
2019-05-31,19667.915
2019-06-28,20508.513
2019-07-31,20344.604
2019-08-30,19083.613
2019-09-30,19936.279
2019-10-31,19864.234
2019-11-29,19573.929
2019-12-31,20153.174
2020-01-31,19838.009
2020-02-28,17680.065
2020-03-31,12618.727
2020-04-30,14371.487
2020-05-29,15296.195
2020-06-30,16428.304
2020-07-31,17123.722
2020-08-31,18047.536
2020-09-30,16512.375
2020-10-30,16659.901
2020-11-30,20339.658
2020-12-31,21857.805
2021-01-29,22118.475
2021-02-26,23681.888
2021-03-31,23562.024
2021-04-30,24678.173
2021-05-31,25650.499
2021-06-30,24969.877
2021-07-30,24547.499
2021-08-31,24355.534
2021-09-30,23858.36
2021-10-29,24564.345
2021-11-30,22252.866
2021-12-31,23872.96
2022-01-31,22789.42
2022-02-28,24491.699
2022-03-31,27545.423
2022-04-29,25677.7
2022-05-31,25717.223
2022-06-30,22336.092
2022-07-29,23092.955
2022-08-31,23183.274
2022-09-30,20877.358
2022-10-31,21955.095
2022-11-30,25209.353
2022-12-30,25071.167
2023-01-31,27772.221
2023-02-28,25614.875
2023-03-31,25647.804
2023-04-28,25292.017
2023-05-31,23832.302
2023-06-30,25410.304
2023-07-31,26757.486
2023-08-31,25353.058
2023-09-29,24978.754
2023-10-31,23969.238
2023-11-30,25962.804
2023-12-29,28797.476
2024-01-31,28257.195
2024-02-29,27561.502
2024-03-29,28358.654
2024-04-30,27472.69
2024-05-31,28412.512
2024-06-28,28493.941
2024-07-31,28609.304
2024-08-30,29636.75
2024-09-30,31801.929
2024-10-31,29216.272
2024-11-29,29541.977
2024-12-31,27087.839
2025-01-31,28379.831
2025-02-28,27220.807
2025-03-31,26908.565
2025-04-30,28340.988
2025-05-30,29153.598
2025-06-30,30155.099
2025-07-31,30461.272
2025-08-29,33162.845
2025-09-30,33188.968
2025-10-31,33483.018
2025-11-28,32374.436
