Date,NETHERLANDS IMI GROWTH IMI (Large+Mid+Small Cap)
2008-10-31,637.396
2008-11-28,597.824
2008-12-31,629.13
2009-01-30,593.209
2009-02-27,549.924
2009-03-31,573.143
2009-04-30,596.817
2009-05-29,669.356
2009-06-30,673.196
2009-07-31,738.336
2009-08-31,775.713
2009-09-30,817.003
2009-10-30,852.577
2009-11-30,870.694
2009-12-31,891.104
2010-01-29,859.241
2010-02-26,835.543
2010-03-31,878.723
2010-04-30,873.662
2010-05-31,767.49
2010-06-30,762.398
2010-07-30,820.358
2010-08-31,755.541
2010-09-30,854.058
2010-10-29,865.354
2010-11-30,802.556
2010-12-31,888.772
2011-01-31,891.734
2011-02-28,914.927
2011-03-31,937.592
2011-04-29,960.611
2011-05-31,927.517
2011-06-30,902.542
2011-07-29,884.397
2011-08-31,829.173
2011-09-30,770.439
2011-10-31,855.027
2011-11-30,819.924
2011-12-30,836.858
2012-01-31,838.503
2012-02-29,890.979
2012-03-30,914.668
2012-04-30,915.757
2012-05-31,822.108
2012-06-29,881.98
2012-07-31,919.198
2012-08-31,928.977
2012-09-28,941.067
2012-10-31,962.754
2012-11-30,999.71
2012-12-31,1024.048
2013-01-31,1092.579
2013-02-28,1062.112
2013-03-29,1087.326
2013-04-30,1116.529
2013-05-31,1127.162
2013-06-28,1089.767
2013-07-31,1171.501
2013-08-30,1153.112
2013-09-30,1215.323
2013-10-31,1245.432
2013-11-29,1255.827
2013-12-31,1278.946
2014-01-31,1205.942
2014-02-28,1271.333
2014-03-31,1292.635
2014-04-30,1267.176
2014-05-30,1288.746
2014-06-30,1301.111
2014-07-31,1241.831
2014-08-29,1271.021
2014-09-30,1254.286
2014-10-31,1228.731
2014-11-28,1304.811
2014-12-31,1260.351
2015-01-30,1292.125
2015-02-27,1361.554
2015-03-31,1323.33
2015-04-30,1391.532
2015-05-29,1396.324
2015-06-30,1363.149
2015-07-31,1417.33
2015-08-31,1315.376
2015-09-30,1278.047
2015-10-30,1384.18
2015-11-30,1369.239
2015-12-31,1330.098
2016-01-29,1325.729
2016-02-29,1299.439
2016-03-31,1411.417
2016-04-29,1391.679
2016-05-31,1416.909
2016-06-30,1370.61
2016-07-29,1432.64
2016-08-31,1443.432
2016-09-30,1469.341
2016-10-31,1405.638
2016-11-30,1336.981
2016-12-30,1390.826
2017-01-31,1409.43
2017-02-28,1495.778
2017-03-31,1563.578
2017-04-28,1623.526
2017-05-31,1717.216
2017-06-30,1675.317
2017-07-31,1777.295
2017-08-31,1785.869
2017-09-29,1825.518
2017-10-31,1845.955
2017-11-30,1833.093
2017-12-29,1837.344
2018-01-31,1954.15
2018-02-28,1860.217
2018-03-30,1878.115
2018-04-30,1884.333
2018-05-31,1880.281
2018-06-29,1881.226
2018-07-31,1942.391
2018-08-31,1919.327
2018-09-28,1837.552
2018-10-31,1698.358
2018-11-30,1748.076
2018-12-31,1662.714
2019-01-31,1773.867
2019-02-28,1850.9
2019-03-29,1907.161
2019-04-30,2015.682
2019-05-31,1917.755
2019-06-28,2046.319
2019-07-31,2083.455
2019-08-30,2098.396
2019-09-30,2137.488
2019-10-31,2146.234
2019-11-29,2203.193
2019-12-31,2296.082
2020-01-31,2252.729
2020-02-28,2091.574
2020-03-31,1918.853
2020-04-30,2100.987
2020-05-29,2245.773
2020-06-30,2412.963
2020-07-31,2520.496
2020-08-31,2564.277
2020-09-30,2558.146
2020-10-30,2509.319
2020-11-30,2825.747
2020-12-31,3063.69
2021-01-29,3187.977
2021-02-26,3282.301
2021-03-31,3416.92
2021-04-30,3607.441
2021-05-31,3668.822
2021-06-30,3674.799
2021-07-30,3889.445
2021-08-31,4159.443
2021-09-30,3792.128
2021-10-29,4075.163
2021-11-30,3852.176
2021-12-31,3961.762
2022-01-31,3405.365
2022-02-28,3293.792
2022-03-31,3262.316
2022-04-29,2900.284
2022-05-31,2891.042
2022-06-30,2583.405
2022-07-29,2923.739
2022-08-31,2590.206
2022-09-30,2296.898
2022-10-31,2412.389
2022-11-30,2867.993
2022-12-30,2764.76
2023-01-31,3214.918
2023-02-28,3089.4
2023-03-31,3348.521
2023-04-28,3240.075
2023-05-31,3338.335
2023-06-30,3450.228
2023-07-31,3543.673
2023-08-31,3171.834
2023-09-29,2901.256
2023-10-31,2873.961
2023-11-30,3327.137
2023-12-29,3577.767
2024-01-31,3896.505
2024-02-29,4164.107
2024-03-29,4264.287
2024-04-30,3994.63
2024-05-31,4239.404
2024-06-28,4462.211
2024-07-31,4083.896
2024-08-30,4114.979
2024-09-30,3980.786
2024-10-31,3444.336
2024-11-29,3444.544
2024-12-31,3469.673
2025-01-31,3659.935
2025-02-28,3547.718
2025-03-31,3322.521
2025-04-30,3452.756
2025-05-30,3789.433
2025-06-30,3970.711
2025-07-31,3598.764
2025-08-29,3663.249
