Date,EUROPE SMID GROWTH SMID (Small+Mid Cap)
2001-07-16,356.144
2001-07-17,352.065
2001-07-18,357.411
2001-07-19,359.225
2001-07-20,358.647
2001-07-23,356.725
2001-07-24,356.416
2001-07-25,355.608
2001-07-26,355.884
2001-07-27,359.013
2001-07-30,362.044
2001-07-31,364.749
2001-08-01,369.239
2001-08-02,373.412
2001-08-03,372.954
2001-08-06,369.431
2001-08-07,366.18
2001-08-08,364.06
2001-08-09,362.998
2001-08-10,364.243
2001-08-13,365.509
2001-08-14,368.02
2001-08-15,371.351
2001-08-16,368.566
2001-08-17,367.477
2001-08-20,363.957
2001-08-21,365.095
2001-08-22,366.905
2001-08-23,364.521
2001-08-24,367.712
2001-08-27,366.894
2001-08-28,364.701
2001-08-29,363.688
2001-08-30,358.165
2001-08-31,356.589
2001-09-03,352.026
2001-09-04,348.159
2001-09-05,343.194
2001-09-06,337.141
2001-09-07,336.482
2001-09-10,328.439
2001-09-11,316.429
2001-09-12,313.009
2001-09-13,314.576
2001-09-14,307.394
2001-09-17,303.966
2001-09-18,300.243
2001-09-19,299.569
2001-09-20,286.667
2001-09-21,274.605
2001-09-24,284.222
2001-09-25,292.237
2001-09-26,295.54
2001-09-27,295.533
2001-09-28,299.757
2001-10-01,297.565
2001-10-02,297.103
2001-10-03,298.802
2001-10-04,306.157
2001-10-05,306.942
2001-10-08,306.547
2001-10-09,308.224
2001-10-10,310.781
2001-10-11,315.836
2001-10-12,316.668
2001-10-15,315.293
2001-10-16,318.847
2001-10-17,324.154
2001-10-18,318.284
2001-10-19,314.139
2001-10-22,314.46
2001-10-23,318.765
2001-10-24,320.98
2001-10-25,319.778
2001-10-26,323.584
2001-10-29,325.362
2001-10-30,319.968
2001-10-31,320.981
2001-11-01,323.404
2001-11-02,323.718
2001-11-05,326.519
2001-11-06,328.02
2001-11-07,330.598
2001-11-08,332.693
2001-11-09,333.156
2001-11-12,328.908
2001-11-13,332.453
2001-11-14,337.227
2001-11-15,339.555
2001-11-16,342.93
2001-11-19,345.201
2001-11-20,342.449
2001-11-21,338.408
2001-11-22,341.312
2001-11-23,339.785
2001-11-26,342.983
2001-11-27,342.254
2001-11-28,340.079
2001-11-29,338.964
2001-11-30,342.241
2001-12-03,338.502
2001-12-04,341.194
2001-12-05,347.689
2001-12-06,350.454
2001-12-07,349.909
2001-12-10,346.393
2001-12-11,346.014
2001-12-12,345.585
2001-12-13,341.28
2001-12-14,340.391
2001-12-17,344.347
2001-12-18,344.286
2001-12-19,341.455
2001-12-20,339.344
2001-12-21,337.388
2001-12-24,335.14
2001-12-25,335.116
2001-12-26,335.76
2001-12-27,341.585
2001-12-28,342.16
2001-12-31,345.648
2002-01-01,345.629
2002-01-02,349.143
2002-01-03,353.559
2002-01-04,354.163
2002-01-07,353.08
2002-01-08,351.266
2002-01-09,350.908
2002-01-10,350.114
2002-01-11,350.546
2002-01-14,347.334
2002-01-15,346.652
2002-01-16,340.453
2002-01-17,341.928
2002-01-18,342.276
2002-01-21,341.008
2002-01-22,340.68
2002-01-23,341.23
2002-01-24,341.66
2002-01-25,336.189
2002-01-28,335.812
2002-01-29,334.379
2002-01-30,331.836
2002-01-31,334.393
2002-02-01,334.909
2002-02-04,334.987
2002-02-05,332.179
2002-02-06,329.838
2002-02-07,329.324
2002-02-08,330.307
2002-02-11,333.854
2002-02-12,333.45
2002-02-13,332.641
2002-02-14,333.089
2002-02-15,333.616
2002-02-18,331.159
2002-02-19,328.444
2002-02-20,325.737
2002-02-21,326.846
2002-02-22,326.94
2002-02-25,327.247
2002-02-26,329.134
2002-02-27,330.334
2002-02-28,329.548
2002-03-01,331.824
2002-03-04,338.965
2002-03-05,337.816
2002-03-06,340.051
2002-03-07,345.401
2002-03-08,345.715
2002-03-11,345.018
2002-03-12,340.341
2002-03-13,341.359
2002-03-14,344.382
2002-03-15,345.729
2002-03-18,347.61
2002-03-19,348.489
2002-03-20,348.248
2002-03-21,347.449
2002-03-22,347.385
2002-03-25,345.493
2002-03-26,345.046
2002-03-27,344.67
2002-03-28,346.818
2002-03-29,346.803
2002-04-01,349.979
2002-04-02,350.034
2002-04-03,348.1
2002-04-04,346.466
2002-04-05,346.823
2002-04-08,342.087
2002-04-09,343.447
2002-04-10,345.132
2002-04-11,344.545
2002-04-12,343.534
2002-04-15,343.911
2002-04-16,346.986
2002-04-17,349.265
2002-04-18,348.225
2002-04-19,348.263
2002-04-22,346.334
2002-04-23,345.607
2002-04-24,345.283
2002-04-25,345.063
2002-04-26,344.912
2002-04-29,344.321
2002-04-30,343.965
2002-05-01,345.973
2002-05-02,345.116
2002-05-03,346.02
2002-05-06,346.743
2002-05-07,342.915
2002-05-08,346.242
2002-05-09,346.37
2002-05-10,345.967
2002-05-13,345.784
2002-05-14,345.335
2002-05-15,348.391
2002-05-16,348.61
2002-05-17,351.985
2002-05-20,351.942
2002-05-21,350.493
2002-05-22,349.716
2002-05-23,346.921
2002-05-24,346.835
2002-05-27,345.813
2002-05-28,347.659
2002-05-29,346.988
2002-05-30,346.011
2002-05-31,347.189
2002-06-03,346.292
2002-06-04,343.454
2002-06-05,340.343
2002-06-06,341.884
2002-06-07,337.843
2002-06-10,338.674
2002-06-11,340.408
2002-06-12,335.868
2002-06-13,331.53
2002-06-14,324.296
2002-06-17,329.305
2002-06-18,330.25
2002-06-19,327.761
2002-06-20,323.494
2002-06-21,323.856
2002-06-24,319.361
2002-06-25,321.91
2002-06-26,322.011
2002-06-27,323.558
2002-06-28,330.381
2002-07-01,331.442
2002-07-02,323.707
2002-07-03,313.175
2002-07-04,315.311
2002-07-05,322.353
2002-07-08,325.379
2002-07-09,323.975
2002-07-10,316.302
2002-07-11,307.393
2002-07-12,308.484
2002-07-15,303.611
2002-07-16,302.381
2002-07-17,307.873
2002-07-18,312.62
2002-07-19,306.25
2002-07-22,294.674
2002-07-23,286.367
2002-07-24,277.813
2002-07-25,285.557
2002-07-26,282.785
2002-07-29,290.471
2002-07-30,293.322
2002-07-31,292.152
2002-08-01,286.208
2002-08-02,283.671
2002-08-05,275.737
2002-08-06,273.382
2002-08-07,274.574
2002-08-08,278.129
2002-08-09,281.549
2002-08-12,279.949
2002-08-13,281.154
2002-08-14,280.511
2002-08-15,283.764
2002-08-16,286.594
2002-08-19,290.978
2002-08-20,289.749
2002-08-21,294.022
2002-08-22,297.28
2002-08-23,295.821
2002-08-26,294.799
2002-08-27,299.207
2002-08-28,292.671
2002-08-29,289.803
2002-08-30,289.18
2002-09-02,287.359
2002-09-03,283.821
2002-09-04,282.839
2002-09-05,279.453
2002-09-06,282.304
2002-09-09,278.771
2002-09-10,281.481
2002-09-11,284.414
2002-09-12,280.327
2002-09-13,276.846
2002-09-16,273.504
2002-09-17,271.09
2002-09-18,266.243
2002-09-19,262.479
2002-09-20,263.24
2002-09-23,256.747
2002-09-24,250.838
2002-09-25,252.933
2002-09-26,258.509
2002-09-27,259.285
2002-09-30,254.116
2002-10-01,253.229
2002-10-02,255.136
2002-10-03,253.349
2002-10-04,249.822
2002-10-07,246.258
2002-10-08,243.233
2002-10-09,242.189
2002-10-10,242.824
2002-10-11,251.753
2002-10-14,250.567
2002-10-15,261.68
2002-10-16,259.459
2002-10-17,265.774
2002-10-18,265.406
2002-10-21,266.514
2002-10-22,267.121
2002-10-23,262.492
2002-10-24,266.122
2002-10-25,266.127
2002-10-28,270.998
2002-10-29,264.132
2002-10-30,268.086
2002-10-31,272.706
2002-11-01,272.86
2002-11-04,281.408
2002-11-05,282.471
2002-11-06,281.73
2002-11-07,280.769
2002-11-08,279.317
2002-11-11,275.97
2002-11-12,278.384
2002-11-13,276.826
2002-11-14,278.595
2002-11-15,279.833
2002-11-18,283.177
2002-11-19,282.416
2002-11-20,279.198
2002-11-21,285.831
2002-11-22,287.884
2002-11-25,285.258
2002-11-26,281.98
2002-11-27,284.113
2002-11-28,289.32
2002-11-29,290.138
2002-12-02,290.153
2002-12-03,285.354
2002-12-04,283.902
2002-12-05,282.769
2002-12-06,281.594
2002-12-09,277.519
2002-12-10,277.411
2002-12-11,279.763
2002-12-12,278.97
2002-12-13,277.002
2002-12-16,279.074
2002-12-17,278.531
2002-12-18,274.608
2002-12-19,273.686
2002-12-20,275.648
2002-12-23,274.118
2002-12-24,275.324
2002-12-25,275.305
2002-12-26,275.738
2002-12-27,273.258
2002-12-30,275.746
2002-12-31,277.921
2003-01-01,277.906
2003-01-02,280.151
2003-01-03,282.925
2003-01-06,284.828
2003-01-07,282.649
2003-01-08,277.687
2003-01-09,280.231
2003-01-10,282.541
2003-01-13,282.897
2003-01-14,284.951
2003-01-15,281.29
2003-01-16,281.736
2003-01-17,279.95
2003-01-20,278.716
2003-01-21,276.813
2003-01-22,273.843
2003-01-23,274.064
2003-01-24,274.394
2003-01-27,267.278
2003-01-28,266.615
2003-01-29,265.075
2003-01-30,267.992
2003-01-31,266.709
2003-02-03,270.349
2003-02-04,267.571
2003-02-05,267.528
2003-02-06,264.595
2003-02-07,262.792
2003-02-10,260.168
2003-02-11,261.269
2003-02-12,257.898
2003-02-13,258.572
2003-02-14,258.504
2003-02-17,260.402
2003-02-18,260.904
2003-02-19,259.556
2003-02-20,259.903
2003-02-21,259.699
2003-02-24,257.036
2003-02-25,250.492
2003-02-26,249.696
2003-02-27,248.731
2003-02-28,253.524
2003-03-03,256.554
2003-03-04,253.373
2003-03-05,252.625
2003-03-06,251.299
2003-03-07,248.96
2003-03-10,245.127
2003-03-11,244.437
2003-03-12,239.42
2003-03-13,243.634
2003-03-14,248.555
2003-03-17,251.195
2003-03-18,252.919
2003-03-19,254.943
2003-03-20,254.402
2003-03-21,258.7
2003-03-24,254.049
2003-03-25,255.933
2003-03-26,256.625
2003-03-27,255.028
2003-03-28,255.698
2003-03-31,253.296
2003-04-01,254.689
2003-04-02,259.313
2003-04-03,260.222
2003-04-04,260.801
2003-04-07,266.451
2003-04-08,264.408
2003-04-09,264.856
2003-04-10,265.373
2003-04-11,265.936
2003-04-14,267.615
2003-04-15,271.134
2003-04-16,272.779
2003-04-17,274.614
2003-04-18,274.586
2003-04-21,272.879
2003-04-22,276.424
2003-04-23,281.141
2003-04-24,281.282
2003-04-25,279.631
2003-04-28,282.117
2003-04-29,283.304
2003-04-30,286.979
2003-05-01,289.117
2003-05-02,289.36
2003-05-05,293.003
2003-05-06,298.4
2003-05-07,297.808
2003-05-08,295.238
2003-05-09,296.281
2003-05-12,297.919
2003-05-13,298.777
2003-05-14,299.662
2003-05-15,302.173
2003-05-16,306.581
2003-05-19,302.825
2003-05-20,302.659
2003-05-21,300.982
2003-05-22,304.463
2003-05-23,306.503
2003-05-26,307.59
2003-05-27,308.419
2003-05-28,310.919
2003-05-29,314.044
2003-05-30,314.301
2003-06-02,317.1
2003-06-03,314.034
2003-06-04,316.613
2003-06-05,321.717
2003-06-06,326.198
2003-06-09,324.241
2003-06-10,322.733
2003-06-11,328.306
2003-06-12,329.26
2003-06-13,328.182
2003-06-16,332.696
2003-06-17,335.069
2003-06-18,331.088
2003-06-19,327.387
2003-06-20,326.572
2003-06-23,321.314
2003-06-24,318.162
2003-06-25,321.204
2003-06-26,317.846
2003-06-27,318.336
2003-06-30,317.753
2003-07-01,317.288
2003-07-02,320.027
2003-07-03,320.985
2003-07-04,319.919
2003-07-07,321.83
2003-07-08,322.414
2003-07-09,321.288
2003-07-10,319.606
2003-07-11,320.423
2003-07-14,323.736
2003-07-15,321.786
2003-07-16,320.505
2003-07-17,317.323
2003-07-18,318.696
2003-07-21,319.746
2003-07-22,320.821
2003-07-23,324.048
2003-07-24,328.113
2003-07-25,329.026
2003-07-28,329.852
2003-07-29,330.182
2003-07-30,328.397
2003-07-31,327.555
2003-08-01,327.897
2003-08-04,328.767
2003-08-05,329.974
2003-08-06,327.172
2003-08-07,326.924
2003-08-08,327.032
2003-08-11,327.282
2003-08-12,328.557
2003-08-13,330.991
2003-08-14,331.854
2003-08-15,332.587
2003-08-18,332.307
2003-08-19,332.17
2003-08-20,332.836
2003-08-21,332.471
2003-08-22,331.642
2003-08-25,331.042
2003-08-26,327.712
2003-08-27,329.848
2003-08-28,331.54
2003-08-29,333.994
2003-09-01,336.821
2003-09-02,335.725
2003-09-03,341.221
2003-09-04,342.033
2003-09-05,345.158
2003-09-08,347.922
2003-09-09,346.816
2003-09-10,343.306
2003-09-11,343.045
2003-09-12,345.759
2003-09-15,347.204
2003-09-16,346.259
2003-09-17,349.562
2003-09-18,352.548
2003-09-19,354.522
2003-09-22,353.069
2003-09-23,352.585
2003-09-24,353.085
2003-09-25,350.49
2003-09-26,346.723
2003-09-29,347.305
2003-09-30,345.727
2003-10-01,350.211
2003-10-02,352.614
2003-10-03,357.121
2003-10-06,358.792
2003-10-07,359.569
2003-10-08,361.883
2003-10-09,364.092
2003-10-10,366.879
2003-10-13,367.081
2003-10-14,367.306
2003-10-15,370.643
2003-10-16,372.028
2003-10-17,369.729
2003-10-20,370.524
2003-10-21,371.922
2003-10-22,370.573
2003-10-23,367.715
2003-10-24,369.175
2003-10-27,369.944
2003-10-28,370.951
2003-10-29,373.602
2003-10-30,376.025
2003-10-31,374.487
2003-11-03,374.156
2003-11-04,374.214
2003-11-05,370.859
2003-11-06,370.227
2003-11-07,374.681
2003-11-10,373.689
2003-11-11,371.48
2003-11-12,375.888
2003-11-13,378.793
2003-11-14,380.381
2003-11-17,375.156
2003-11-18,378.487
2003-11-19,377.762
2003-11-20,376.56
2003-11-21,377.854
2003-11-24,378.359
2003-11-25,380.707
2003-11-26,383.929
2003-11-27,385.089
2003-11-28,386.909
2003-12-01,390.156
2003-12-02,393.496
2003-12-03,395.566
2003-12-04,393.626
2003-12-05,393.989
2003-12-08,394.488
2003-12-09,395.71
2003-12-10,393.285
2003-12-11,391.227
2003-12-12,394.795
2003-12-15,396.334
2003-12-16,394.131
2003-12-17,395.263
2003-12-18,397.297
2003-12-19,396.815
2003-12-22,397.04
2003-12-23,398.978
2003-12-24,400.866
2003-12-25,400.873
2003-12-26,400.84
2003-12-29,403.013
2003-12-30,406.41
2003-12-31,409.125
2004-01-01,409.137
2004-01-02,412.814
2004-01-05,417.859
2004-01-06,420.511
2004-01-07,418.788
2004-01-08,425.26
2004-01-09,429.849
2004-01-12,428.354
2004-01-13,430.103
2004-01-14,431.56
2004-01-15,430.637
2004-01-16,428.961
2004-01-19,429.577
2004-01-20,434.031
2004-01-21,436.909
2004-01-22,439.139
2004-01-23,437.922
2004-01-26,433.51
2004-01-27,437.136
2004-01-28,437.484
2004-01-29,427.582
2004-01-30,429.945
2004-02-02,432.021
2004-02-03,434.598
2004-02-04,431.249
2004-02-05,434.957
2004-02-06,441.742
2004-02-09,445.223
2004-02-10,445.427
2004-02-11,446.164
2004-02-12,452.942
2004-02-13,452.256
2004-02-16,453.112
2004-02-17,458.851
2004-02-18,460.035
2004-02-19,458.191
2004-02-20,451.787
2004-02-23,451.675
2004-02-24,451.399
2004-02-25,448.811
2004-02-26,444.939
2004-02-27,445.65
2004-03-01,450.82
2004-03-02,448.541
2004-03-03,441.89
2004-03-04,444.869
2004-03-05,453.404
2004-03-08,452.601
2004-03-09,449.263
2004-03-10,438.508
2004-03-11,428.738
2004-03-12,428.885
2004-03-15,421.256
2004-03-16,427.207
2004-03-17,428.335
2004-03-18,430.869
2004-03-19,431.465
2004-03-22,424.384
2004-03-23,424.011
2004-03-24,420.674
2004-03-25,424.946
2004-03-26,423.396
2004-03-29,429.844
2004-03-30,430.251
2004-03-31,435.31
2004-04-01,442.625
2004-04-02,440.779
2004-04-05,438.216
2004-04-06,437.903
2004-04-07,442.422
2004-04-08,442.231
2004-04-09,442.233
2004-04-12,441.346
2004-04-13,437.732
2004-04-14,431.639
2004-04-15,431.469
2004-04-16,436.387
2004-04-19,437.38
2004-04-20,436.745
2004-04-21,430.376
2004-04-22,432.162
2004-04-23,434.386
2004-04-26,437.857
2004-04-27,438.891
2004-04-28,432.054
2004-04-29,430.867
2004-04-30,428.493
2004-05-03,429.453
2004-05-04,434.299
2004-05-05,436.272
2004-05-06,428.919
2004-05-07,422.99
2004-05-10,408.831
2004-05-11,411.339
2004-05-12,411.681
2004-05-13,413.147
2004-05-14,410.789
2004-05-17,408.507
2004-05-18,412.006
2004-05-19,421.966
2004-05-20,415.709
2004-05-21,419.835
2004-05-24,420.926
2004-05-25,423.028
2004-05-26,426.917
2004-05-27,435.652
2004-05-28,435.074
2004-05-31,435.243
2004-06-01,432.861
2004-06-02,436.511
2004-06-03,436.261
2004-06-04,439.323
2004-06-07,444.014
2004-06-08,443.604
2004-06-09,438.659
2004-06-10,438.395
2004-06-11,434.413
2004-06-14,432.051
2004-06-15,434.1
2004-06-16,435.401
2004-06-17,437.228
2004-06-18,440.285
2004-06-21,439.919
2004-06-22,437.236
2004-06-23,438.665
2004-06-24,443.108
2004-06-25,442.709
2004-06-28,447.869
2004-06-29,443.989
2004-06-30,445.113
2004-07-01,443.797
2004-07-02,446.019
2004-07-05,444.071
2004-07-06,441.21
2004-07-07,443.574
2004-07-08,443.836
2004-07-09,443.09
2004-07-12,443.005
2004-07-13,441.081
2004-07-14,441.222
2004-07-15,437.681
2004-07-16,442.408
2004-07-19,439.372
2004-07-20,437.022
2004-07-21,435.371
2004-07-22,430.46
2004-07-23,425.646
2004-07-26,423.342
2004-07-27,421.553
2004-07-28,421.441
2004-07-29,425.392
2004-07-30,424.914
2004-08-02,424.034
2004-08-03,425.348
2004-08-04,420.975
2004-08-05,420.462
2004-08-06,419.322
2004-08-09,414.785
2004-08-10,419.147
2004-08-11,413.839
2004-08-12,412.671
2004-08-13,416.401
2004-08-16,419.272
2004-08-17,420.6
2004-08-18,419.857
2004-08-19,423.395
2004-08-20,420.821
2004-08-23,421.168
2004-08-24,418.412
2004-08-25,418.783
2004-08-26,421.265
2004-08-27,421.508
2004-08-30,421.279
2004-08-31,422.53
2004-09-01,424.839
2004-09-02,425.502
2004-09-03,424.283
2004-09-06,427.403
2004-09-07,427.886
2004-09-08,430.268
2004-09-09,428.999
2004-09-10,435.795
2004-09-13,437.852
2004-09-14,438.625
2004-09-15,433.226
2004-09-16,435.147
2004-09-17,438.306
2004-09-20,436.232
2004-09-21,441.082
2004-09-22,439.169
2004-09-23,437.899
2004-09-24,438.239
2004-09-27,436.37
2004-09-28,438.272
2004-09-29,439.761
2004-09-30,442.22
2004-10-01,446.155
2004-10-04,446.891
2004-10-05,447.309
2004-10-06,446.699
2004-10-07,447.447
2004-10-08,450.683
2004-10-11,448.709
2004-10-12,442.322
2004-10-13,442.014
2004-10-14,443.214
2004-10-15,446.117
2004-10-18,445.595
2004-10-19,448.923
2004-10-20,448.689
2004-10-21,452.502
2004-10-22,454.38
2004-10-25,453.193
2004-10-26,454.823
2004-10-27,458.473
2004-10-28,458.836
2004-10-29,457.957
2004-11-01,461.961
2004-11-02,464.403
2004-11-03,469.26
2004-11-04,470.448
2004-11-05,474.637
2004-11-08,475.687
2004-11-09,474.613
2004-11-10,476.749
2004-11-11,479.672
2004-11-12,483.336
2004-11-15,482.918
2004-11-16,481.48
2004-11-17,486.559
2004-11-18,485.27
2004-11-19,486.991
2004-11-22,483.658
2004-11-23,486.669
2004-11-24,490.388
2004-11-25,495.685
2004-11-26,496.14
2004-11-29,497.32
2004-11-30,496.675
2004-12-01,500.757
2004-12-02,501.147
2004-12-03,505.339
2004-12-06,505.709
2004-12-07,507.316
2004-12-08,500.367
2004-12-09,496.957
2004-12-10,497.306
2004-12-13,502.92
2004-12-14,503.199
2004-12-15,508.854
2004-12-16,506.369
2004-12-17,504.268
2004-12-20,511.241
2004-12-21,509.217
2004-12-22,510.811
2004-12-23,515.559
2004-12-24,517.344
2004-12-27,520.412
2004-12-28,520.012
2004-12-29,519.307
2004-12-30,522.049
2004-12-31,521.563
2005-01-03,519.783
2005-01-04,515.362
2005-01-05,511.23
2005-01-06,508.412
2005-01-07,507.606
2005-01-10,510.14
2005-01-11,509.782
2005-01-12,513.075
2005-01-13,512.648
2005-01-14,510.661
2005-01-17,512.817
2005-01-18,512.104
2005-01-19,515.427
2005-01-20,511.259
2005-01-21,512.415
2005-01-24,512.862
2005-01-25,512.507
2005-01-26,518.306
2005-01-27,518.177
2005-01-28,517.224
2005-01-31,521.079
2005-02-01,523.63
2005-02-02,526.643
2005-02-03,524.585
2005-02-04,528.454
2005-02-07,526.611
2005-02-08,525.131
2005-02-09,525.316
2005-02-10,528.275
2005-02-11,530.657
2005-02-14,536.581
2005-02-15,538.184
2005-02-16,535.62
2005-02-17,540.451
2005-02-18,540.75
2005-02-21,538.763
2005-02-22,540.958
2005-02-23,538.579
2005-02-24,540.079
2005-02-25,545.469
2005-02-28,547.63
2005-03-01,546.969
2005-03-02,542.443
2005-03-03,542.613
2005-03-04,550.513
2005-03-07,547.52
2005-03-08,550.937
2005-03-09,549.715
2005-03-10,548.35
2005-03-11,551.681
2005-03-14,546.745
2005-03-15,547.748
2005-03-16,547.413
2005-03-17,544.693
2005-03-18,542.652
2005-03-21,537.134
2005-03-22,537.902
2005-03-23,527.157
2005-03-24,528.182
2005-03-25,528.182
2005-03-28,525.395
2005-03-29,526.098
2005-03-30,527.167
2005-03-31,530.4
2005-04-01,532.88
2005-04-04,525.846
2005-04-05,530.78
2005-04-06,533.842
2005-04-07,537.535
2005-04-08,537.703
2005-04-11,541.584
2005-04-12,537.716
2005-04-13,541.196
2005-04-14,535.447
2005-04-15,531.636
2005-04-18,525.155
2005-04-19,530.089
2005-04-20,530.918
2005-04-21,531.792
2005-04-22,534.331
2005-04-25,531.037
2005-04-26,526.905
2005-04-27,519.015
2005-04-28,513.89
2005-04-29,514.123
2005-05-02,513.571
2005-05-03,516.809
2005-05-04,520.252
2005-05-05,522.408
2005-05-06,519.913
2005-05-09,518.746
2005-05-10,518.209
2005-05-11,516.007
2005-05-12,515.537
2005-05-13,513.608
2005-05-16,511.407
2005-05-17,512.12
2005-05-18,516.147
2005-05-19,518.512
2005-05-20,516.302
2005-05-23,519.815
2005-05-24,520.035
2005-05-25,521.39
2005-05-26,523.775
2005-05-27,523.369
2005-05-30,522.899
2005-05-31,519.403
2005-06-01,521.184
2005-06-02,522.755
2005-06-03,523.46
2005-06-06,523.355
2005-06-07,528.064
2005-06-08,530.613
2005-06-09,525.627
2005-06-10,526.276
2005-06-13,524.832
2005-06-14,524.898
2005-06-15,526.656
2005-06-16,529.872
2005-06-17,536.796
2005-06-20,532.662
2005-06-21,533.631
2005-06-22,533.941
2005-06-23,532.353
2005-06-24,530.239
2005-06-27,528.303
2005-06-28,528.804
2005-06-29,529.568
2005-06-30,530.414
2005-07-01,527.904
2005-07-04,525.65
2005-07-05,524.926
2005-07-06,529.388
2005-07-07,521.767
2005-07-08,528.124
2005-07-11,538.154
2005-07-12,542.892
2005-07-13,540.222
2005-07-14,541.301
2005-07-15,537.693
2005-07-18,537.646
2005-07-19,535.95
2005-07-20,536.532
2005-07-21,544.203
2005-07-22,545.611
2005-07-25,544.729
2005-07-26,543.06
2005-07-27,546.302
2005-07-28,551.074
2005-07-29,554.626
2005-08-01,559.327
2005-08-02,562.216
2005-08-03,567.379
2005-08-04,568.051
2005-08-05,565.246
2005-08-08,569.2
2005-08-09,570.161
2005-08-10,575.387
2005-08-11,576.132
2005-08-12,575.199
2005-08-15,572.673
2005-08-16,570.457
2005-08-17,567.725
2005-08-18,561.356
2005-08-19,563.26
2005-08-22,568.997
2005-08-23,566.289
2005-08-24,566.523
2005-08-25,565.634
2005-08-26,566.724
2005-08-29,564.343
2005-08-30,560.889
2005-08-31,569.741
2005-09-01,583.235
2005-09-02,587.415
2005-09-05,587.798
2005-09-06,588.307
2005-09-07,590.039
2005-09-08,588.594
2005-09-09,591.546
2005-09-12,586.782
2005-09-13,581.731
2005-09-14,584.842
2005-09-15,580.506
2005-09-16,583.477
2005-09-19,581.94
2005-09-20,584.337
2005-09-21,582.272
2005-09-22,575.162
2005-09-23,573.273
2005-09-26,575.387
2005-09-27,572.754
2005-09-28,576.469
2005-09-29,576.71
2005-09-30,581.55
2005-10-03,578.209
2005-10-04,581.296
2005-10-05,577.727
2005-10-06,576.972
2005-10-07,573.106
2005-10-10,571.721
2005-10-11,570.659
2005-10-12,568.182
2005-10-13,554.874
2005-10-14,561.054
2005-10-17,558.829
2005-10-18,552.103
2005-10-19,542.35
2005-10-20,546.442
2005-10-21,544.759
2005-10-24,550.816
2005-10-25,556.042
2005-10-26,556.792
2005-10-27,551.679
2005-10-28,549.404
2005-10-31,555.481
2005-11-01,557.348
2005-11-02,564.185
2005-11-03,569.727
2005-11-04,560.253
2005-11-07,561.196
2005-11-08,559.72
