Date,EM (EMERGING MARKETS) LARGE GROWTH Large Cap
2001-10-09,256.961
2001-10-10,261.815
2001-10-11,271.288
2001-10-12,270.421
2001-10-15,268.189
2001-10-16,271.152
2001-10-17,273.025
2001-10-18,268.764
2001-10-19,269.317
2001-10-22,270.475
2001-10-23,273.161
2001-10-24,276.934
2001-10-25,276.96
2001-10-26,278.954
2001-10-29,278.783
2001-10-30,272.059
2001-10-31,273.606
2001-11-01,274.559
2001-11-02,276.961
2001-11-05,282.905
2001-11-06,284.479
2001-11-07,284.188
2001-11-08,289.277
2001-11-09,291.903
2001-11-12,290.783
2001-11-13,295.37
2001-11-14,300.423
2001-11-15,304.575
2001-11-16,305.073
2001-11-19,311.72
2001-11-20,304.989
2001-11-21,304.264
2001-11-22,305.731
2001-11-23,309.953
2001-11-26,315.762
2001-11-27,314.921
2001-11-28,307.029
2001-11-29,304.392
2001-11-30,306.301
2001-12-03,311.068
2001-12-04,315.781
2001-12-05,328.44
2001-12-06,334.037
2001-12-07,335.782
2001-12-10,328.49
2001-12-11,328.982
2001-12-12,335.138
2001-12-13,328.167
2001-12-14,325.499
2001-12-17,324.145
2001-12-18,325.647
2001-12-19,327.021
2001-12-20,327.676
2001-12-21,322.544
2001-12-24,324.642
2001-12-25,326.988
2001-12-26,327.163
2001-12-27,329.475
2001-12-28,334.988
2001-12-31,337.756
2002-01-01,337.667
2002-01-02,342.297
2002-01-03,345.67
2002-01-04,353.762
2002-01-07,356.837
2002-01-08,354.076
2002-01-09,352.826
2002-01-10,345.605
2002-01-11,341.361
2002-01-14,341.721
2002-01-15,338.017
2002-01-16,334.56
2002-01-17,336.215
2002-01-18,335.172
2002-01-21,338.227
2002-01-22,337.21
2002-01-23,338.973
2002-01-24,340.327
2002-01-25,342.39
2002-01-28,342.892
2002-01-29,340.531
2002-01-30,334.594
2002-01-31,338.87
2002-02-01,338.34
2002-02-04,336.814
2002-02-05,336.939
2002-02-06,338.567
2002-02-07,334.203
2002-02-08,334.746
2002-02-11,334.88
2002-02-12,336.401
2002-02-13,338.37
2002-02-14,344.405
2002-02-15,342.872
2002-02-18,343.226
2002-02-19,338.543
2002-02-20,333.483
2002-02-21,334.091
2002-02-22,333.713
2002-02-25,334.631
2002-02-26,335.993
2002-02-27,342.238
2002-02-28,339.887
2002-03-01,343.78
2002-03-04,354.123
2002-03-05,358.228
2002-03-06,361.002
2002-03-07,359.273
2002-03-08,357.913
2002-03-11,359.735
2002-03-12,357.976
2002-03-13,355.425
2002-03-14,355.268
2002-03-15,352.288
2002-03-18,354.532
2002-03-19,355.06
2002-03-20,356.574
2002-03-21,354.936
2002-03-22,356.962
2002-03-25,354.359
2002-03-26,355.206
2002-03-27,357.397
2002-03-28,358.505
2002-03-29,359.579
2002-04-01,358.652
2002-04-02,361.333
2002-04-03,359.593
2002-04-04,357.194
2002-04-05,358.691
2002-04-08,355.12
2002-04-09,355.347
2002-04-10,356.854
2002-04-11,356.493
2002-04-12,357.71
2002-04-15,360.72
2002-04-16,362.889
2002-04-17,370.2
2002-04-18,370.251
2002-04-19,367.193
2002-04-22,366.354
2002-04-23,368.494
2002-04-24,370.092
2002-04-25,365.151
2002-04-26,363.422
2002-04-29,357.757
2002-04-30,357.466
2002-05-01,357.325
2002-05-02,355.462
2002-05-03,355.447
2002-05-06,348.952
2002-05-07,350.34
2002-05-08,354.989
2002-05-09,352.788
2002-05-10,350.184
2002-05-13,350.095
2002-05-14,355.114
2002-05-15,359.696
2002-05-16,359.738
2002-05-17,363.324
2002-05-20,360.85
2002-05-21,356.36
2002-05-22,359.085
2002-05-23,355.638
2002-05-24,358.793
2002-05-27,358.106
2002-05-28,357.164
2002-05-29,353.636
2002-05-30,351.321
2002-05-31,346.921
2002-06-03,349.438
2002-06-04,349.923
2002-06-05,347.054
2002-06-06,344.754
2002-06-07,337.374
2002-06-10,339.05
2002-06-11,336.506
2002-06-12,335.351
2002-06-13,335.055
2002-06-14,332.546
2002-06-17,331.718
2002-06-18,333.165
2002-06-19,326.826
2002-06-20,323.146
2002-06-21,321.016
2002-06-24,319.172
2002-06-25,317.929
2002-06-26,305.823
2002-06-27,310.028
2002-06-28,316.165
2002-07-01,314.975
2002-07-02,313.357
2002-07-03,312.165
2002-07-04,317.462
2002-07-05,324.418
2002-07-08,328.295
2002-07-09,331.687
2002-07-10,326.764
2002-07-11,319.267
2002-07-12,327.045
2002-07-15,326.086
2002-07-16,322.982
2002-07-17,322.783
2002-07-18,324.2
2002-07-19,318.127
2002-07-22,307.099
2002-07-23,306.393
2002-07-24,296.17
2002-07-25,296.073
2002-07-26,281.958
2002-07-29,282.593
2002-07-30,288.78
2002-07-31,284.592
2002-08-01,282.666
2002-08-02,282.159
2002-08-05,271.356
2002-08-06,268.977
2002-08-07,278.373
2002-08-08,283.312
2002-08-09,283.918
2002-08-12,283.494
2002-08-13,283.913
2002-08-14,286.948
2002-08-15,290.033
2002-08-16,291.892
2002-08-19,292.968
2002-08-20,295.494
2002-08-21,297.095
2002-08-22,297.519
2002-08-23,296.137
2002-08-26,295.502
2002-08-27,295.305
2002-08-28,290.953
2002-08-29,289.566
2002-08-30,291.949
2002-09-02,292.541
2002-09-03,287.455
2002-09-04,285.253
2002-09-05,283.191
2002-09-06,284.099
2002-09-09,287.401
2002-09-10,292.664
2002-09-11,294.168
2002-09-12,295.032
2002-09-13,289.15
2002-09-16,284.167
2002-09-17,288.794
2002-09-18,280.494
2002-09-19,276.712
2002-09-20,275.985
2002-09-23,269.087
2002-09-24,267.151
2002-09-25,263.833
2002-09-26,266.603
2002-09-27,264.61
2002-09-30,259.81
2002-10-01,262.677
2002-10-02,263.23
2002-10-03,262.19
2002-10-04,264.688
2002-10-07,256.932
2002-10-08,256.988
2002-10-09,252.292
2002-10-10,246.05
2002-10-11,246.87
2002-10-14,250.843
2002-10-15,259.609
2002-10-16,263.429
2002-10-17,267.088
2002-10-18,272.778
2002-10-21,271.488
2002-10-22,269.036
2002-10-23,276.174
2002-10-24,276.905
2002-10-25,278.069
2002-10-28,282.65
2002-10-29,279.336
2002-10-30,277.144
2002-10-31,281.58
2002-11-01,280.456
2002-11-04,288.023
2002-11-05,286.598
2002-11-06,290.268
2002-11-07,292.801
2002-11-08,291.955
2002-11-11,286.079
2002-11-12,284.028
2002-11-13,284.025
2002-11-14,283.277
2002-11-15,290.105
2002-11-18,290.587
2002-11-19,288.482
2002-11-20,288.89
2002-11-21,294.082
2002-11-22,296.37
2002-11-25,299.244
2002-11-26,296.787
2002-11-27,297.486
2002-11-28,299.382
2002-11-29,300.624
2002-12-02,303.077
2002-12-03,305.066
2002-12-04,299.163
2002-12-05,298.273
2002-12-06,297.353
2002-12-09,298.069
2002-12-10,293.914
2002-12-11,293.696
2002-12-12,294.867
2002-12-13,293.911
2002-12-16,291.497
2002-12-17,294.33
2002-12-18,293.399
2002-12-19,293.889
2002-12-20,295.227
2002-12-23,292.888
2002-12-24,291.356
2002-12-25,291.165
2002-12-26,291.997
2002-12-27,290.395
2002-12-30,284.036
2002-12-31,283.831
2003-01-01,283.997
2003-01-02,286.264
2003-01-03,294.653
2003-01-06,299.05
2003-01-07,296.737
2003-01-08,296.718
2003-01-09,294.503
2003-01-10,295.733
2003-01-13,301.063
2003-01-14,301.179
2003-01-15,300.421
2003-01-16,298.864
2003-01-17,294.996
2003-01-20,292.295
2003-01-21,289.365
2003-01-22,286.173
2003-01-23,288.298
2003-01-24,284.764
2003-01-27,279.895
2003-01-28,281.337
2003-01-29,279.319
2003-01-30,279.528
2003-01-31,279.708
2003-02-03,280.818
2003-02-04,280.508
2003-02-05,280.096
2003-02-06,274.253
2003-02-07,269.805
2003-02-10,266.775
2003-02-11,267.995
2003-02-12,268.873
2003-02-13,264.979
2003-02-14,265.857
2003-02-17,273.84
2003-02-18,274.042
2003-02-19,274.07
2003-02-20,276.108
2003-02-21,276.369
2003-02-24,277.656
2003-02-25,270.693
2003-02-26,269.511
2003-02-27,269.478
2003-02-28,269.219
2003-03-03,274.013
2003-03-04,270.006
2003-03-05,265.95
2003-03-06,264.137
2003-03-07,263.091
2003-03-10,261.873
2003-03-11,259.515
2003-03-12,260.039
2003-03-13,263.233
2003-03-14,266.917
2003-03-17,262.04
2003-03-18,270.087
2003-03-19,269.991
2003-03-20,274.355
2003-03-21,275.702
2003-03-24,272.727
2003-03-25,270.382
2003-03-26,270.791
2003-03-27,268.338
2003-03-28,268.067
2003-03-31,261.993
2003-04-01,263.347
2003-04-02,265.739
2003-04-03,267.054
2003-04-04,269.717
2003-04-07,277.138
2003-04-08,275.277
2003-04-09,271.698
2003-04-10,270.234
2003-04-11,270.453
2003-04-14,271.67
2003-04-15,276.957
2003-04-16,281.19
2003-04-17,280.822
2003-04-18,284.634
2003-04-21,284.249
2003-04-22,281.212
2003-04-23,282.839
2003-04-24,278.361
2003-04-25,272.749
2003-04-28,274.021
2003-04-29,281.039
2003-04-30,283.756
2003-05-01,283.874
2003-05-02,286.985
2003-05-05,289.636
2003-05-06,289.787
2003-05-07,292.662
2003-05-08,289.916
2003-05-09,292.493
2003-05-12,296.598
2003-05-13,296.378
2003-05-14,295.055
2003-05-15,296.867
2003-05-16,294.077
2003-05-19,291.283
2003-05-20,289.895
2003-05-21,289.931
2003-05-22,291.369
2003-05-23,296.624
2003-05-26,300.08
2003-05-27,297.63
2003-05-28,301.487
2003-05-29,303.196
2003-05-30,304.391
2003-06-02,309.1
2003-06-03,307.385
2003-06-04,308.743
2003-06-05,311.12
2003-06-06,312.438
2003-06-09,314.505
2003-06-10,314.016
2003-06-11,313.352
2003-06-12,317.534
2003-06-13,318.662
2003-06-16,319.567
2003-06-17,326.342
2003-06-18,324.212
2003-06-19,327.257
2003-06-20,325.878
2003-06-23,321.293
2003-06-24,319.452
2003-06-25,322.352
2003-06-26,323.139
2003-06-27,323.733
2003-06-30,322.451
2003-07-01,327.558
2003-07-02,332.366
2003-07-03,334.451
2003-07-04,336.271
2003-07-07,341.459
2003-07-08,344.627
2003-07-09,341.616
2003-07-10,337.832
2003-07-11,337.095
2003-07-14,344.896
2003-07-15,343.637
2003-07-16,342.15
2003-07-17,338.038
2003-07-18,335.824
2003-07-21,335.33
2003-07-22,337.08
2003-07-23,335.747
2003-07-24,338.7
2003-07-25,339.94
2003-07-28,344.916
2003-07-29,343.827
2003-07-30,342.243
2003-07-31,342.925
2003-08-01,343.847
2003-08-04,342.238
2003-08-05,340.956
2003-08-06,337.7
2003-08-07,339.885
2003-08-08,338.448
2003-08-11,341.588
2003-08-12,340.883
2003-08-13,346.045
2003-08-14,350.058
2003-08-15,351.584
2003-08-18,353.197
2003-08-19,355.92
2003-08-20,357.316
2003-08-21,362.345
2003-08-22,363.592
2003-08-25,362.419
2003-08-26,360.689
2003-08-27,362.842
2003-08-28,364.461
2003-08-29,368.507
2003-09-01,371.584
2003-09-02,370.777
2003-09-03,373.026
2003-09-04,375.215
2003-09-05,378.847
2003-09-08,381.079
2003-09-09,381.973
2003-09-10,380.627
2003-09-11,381.185
2003-09-12,379.851
2003-09-15,374.505
2003-09-16,378.567
2003-09-17,381.583
2003-09-18,381.194
2003-09-19,378.375
2003-09-22,372.288
2003-09-23,372.839
2003-09-24,375.072
2003-09-25,371.323
2003-09-26,368.07
2003-09-29,368.608
2003-09-30,369.817
2003-10-01,373.538
2003-10-02,379.432
2003-10-03,381.849
2003-10-06,384.667
2003-10-07,387.309
2003-10-08,388.657
2003-10-09,392.895
2003-10-10,398.389
2003-10-13,399.539
2003-10-14,397.687
2003-10-15,396.173
2003-10-16,399.799
2003-10-17,396.736
2003-10-20,398.023
2003-10-21,398.578
2003-10-22,397.984
2003-10-23,388.729
2003-10-24,387.752
2003-10-27,388.353
2003-10-28,395.377
2003-10-29,397.829
2003-10-30,397.6
2003-10-31,395.251
2003-11-03,401.81
2003-11-04,403.105
2003-11-05,402.55
2003-11-06,397.946
2003-11-07,401.722
2003-11-10,398.96
2003-11-11,393.378
2003-11-12,396.771
2003-11-13,402.484
2003-11-14,400.855
2003-11-17,393.132
2003-11-18,394.407
2003-11-19,388.446
2003-11-20,385.152
2003-11-21,387.149
2003-11-24,382.98
2003-11-25,387.712
2003-11-26,391.128
2003-11-27,389.713
2003-11-28,395.647
2003-12-01,402.453
2003-12-02,403.676
2003-12-03,405.166
2003-12-04,402.349
2003-12-05,400.222
2003-12-08,397.876
2003-12-09,402.143
2003-12-10,399.667
2003-12-11,400.79
2003-12-12,404.685
2003-12-15,407.865
2003-12-16,402.431
2003-12-17,398.766
2003-12-18,401.204
2003-12-19,403.137
2003-12-22,406.37
2003-12-23,406.166
2003-12-24,407.617
2003-12-25,408.138
2003-12-26,408.552
2003-12-29,410.566
2003-12-30,415.753
2003-12-31,416.838
2004-01-01,417.0
2004-01-02,423.499
2004-01-05,435.112
2004-01-06,433.901
2004-01-07,433.298
2004-01-08,436.335
2004-01-09,443.821
2004-01-12,443.907
2004-01-13,444.37
2004-01-14,439.258
2004-01-15,433.512
2004-01-16,434.428
2004-01-19,437.69
2004-01-20,442.765
2004-01-21,441.999
2004-01-22,442.957
2004-01-23,446.031
2004-01-26,448.293
2004-01-27,450.799
2004-01-28,446.97
2004-01-29,438.627
2004-01-30,435.951
2004-02-02,435.49
2004-02-03,436.535
2004-02-04,434.548
2004-02-05,432.103
2004-02-06,437.008
2004-02-09,445.307
2004-02-10,446.195
2004-02-11,448.919
2004-02-12,453.712
2004-02-13,456.673
2004-02-16,455.994
2004-02-17,460.34
2004-02-18,459.328
2004-02-19,455.159
2004-02-20,452.245
2004-02-23,449.449
2004-02-24,445.878
2004-02-25,445.867
2004-02-26,448.174
2004-02-27,453.83
2004-03-01,462.414
2004-03-02,465.289
2004-03-03,457.704
2004-03-04,461.44
2004-03-05,464.01
2004-03-08,461.146
2004-03-09,458.278
2004-03-10,449.241
2004-03-11,443.184
2004-03-12,439.894
2004-03-15,437.056
2004-03-16,437.085
2004-03-17,443.276
2004-03-18,447.816
2004-03-19,450.316
2004-03-22,441.855
2004-03-23,438.427
2004-03-24,438.748
2004-03-25,437.8
2004-03-26,440.63
2004-03-29,447.292
2004-03-30,450.601
2004-03-31,455.181
2004-04-01,458.063
2004-04-02,458.504
2004-04-05,462.472
2004-04-06,466.889
2004-04-07,469.24
2004-04-08,469.767
2004-04-09,467.328
2004-04-12,470.971
2004-04-13,468.009
2004-04-14,461.184
2004-04-15,457.043
2004-04-16,454.622
2004-04-19,454.678
2004-04-20,457.122
2004-04-21,452.727
2004-04-22,447.928
2004-04-23,453.753
2004-04-26,450.813
2004-04-27,448.358
2004-04-28,438.698
2004-04-29,425.987
2004-04-30,416.736
2004-05-03,416.832
2004-05-04,423.092
2004-05-05,420.842
2004-05-06,413.995
2004-05-07,409.241
2004-05-10,389.485
2004-05-11,393.657
2004-05-12,400.427
2004-05-13,396.396
2004-05-14,389.346
2004-05-17,377.29
2004-05-18,384.56
2004-05-19,402.348
2004-05-20,397.658
2004-05-21,402.702
2004-05-24,406.567
2004-05-25,406.197
2004-05-26,410.408
2004-05-27,417.331
2004-05-28,418.566
2004-05-31,415.766
2004-06-01,416.382
2004-06-02,412.554
2004-06-03,401.12
2004-06-04,403.412
2004-06-07,415.795
2004-06-08,416.122
2004-06-09,410.534
2004-06-10,405.649
2004-06-11,395.8
2004-06-14,388.075
2004-06-15,389.89
2004-06-16,389.805
2004-06-17,395.083
2004-06-18,393.557
2004-06-21,395.916
2004-06-22,394.327
2004-06-23,397.176
2004-06-24,406.167
2004-06-25,410.481
2004-06-28,406.632
2004-06-29,405.171
2004-06-30,408.973
2004-07-01,408.366
2004-07-02,403.549
2004-07-05,402.643
2004-07-06,402.189
2004-07-07,404.361
2004-07-08,399.061
2004-07-09,401.745
2004-07-12,401.265
2004-07-13,402.108
2004-07-14,397.401
2004-07-15,394.414
2004-07-16,398.276
2004-07-19,399.923
2004-07-20,395.689
2004-07-21,398.94
2004-07-22,394.036
2004-07-23,392.461
2004-07-26,390.44
2004-07-27,391.538
2004-07-28,390.786
2004-07-29,389.128
2004-07-30,394.181
2004-08-02,391.836
2004-08-03,393.477
2004-08-04,392.025
2004-08-05,396.12
2004-08-06,393.943
2004-08-09,394.051
2004-08-10,394.537
2004-08-11,391.287
2004-08-12,394.433
2004-08-13,396.624
2004-08-16,397.068
2004-08-17,399.069
2004-08-18,400.764
2004-08-19,407.931
2004-08-20,406.513
2004-08-23,406.44
2004-08-24,407.272
2004-08-25,409.203
2004-08-26,412.942
2004-08-27,413.664
2004-08-30,413.981
2004-08-31,414.017
2004-09-01,417.706
2004-09-02,418.873
2004-09-03,413.94
2004-09-06,415.52
2004-09-07,415.99
2004-09-08,416.132
2004-09-09,416.498
2004-09-10,422.501
2004-09-13,427.514
2004-09-14,431.583
2004-09-15,428.558
2004-09-16,431.902
2004-09-17,432.199
2004-09-20,433.885
2004-09-21,438.785
2004-09-22,435.16
2004-09-23,432.998
2004-09-24,431.819
2004-09-27,429.076
2004-09-28,431.121
2004-09-29,433.308
2004-09-30,435.202
2004-10-01,440.402
2004-10-04,450.979
2004-10-05,450.585
2004-10-06,450.785
2004-10-07,450.828
2004-10-08,449.356
2004-10-11,446.364
2004-10-12,437.983
2004-10-13,434.03
2004-10-14,432.922
2004-10-15,434.919
2004-10-18,434.78
2004-10-19,437.591
2004-10-20,431.572
2004-10-21,434.94
2004-10-22,437.647
2004-10-25,434.044
2004-10-26,436.417
2004-10-27,438.886
2004-10-28,441.34
2004-10-29,443.783
2004-11-01,445.598
2004-11-02,447.931
2004-11-03,455.47
2004-11-04,455.58
2004-11-05,458.705
2004-11-08,455.92
2004-11-09,457.501
2004-11-10,459.783
2004-11-11,459.522
2004-11-12,464.703
2004-11-15,468.981
2004-11-16,468.535
2004-11-17,477.238
2004-11-18,479.032
2004-11-19,476.225
2004-11-22,470.644
2004-11-23,472.467
2004-11-24,475.485
2004-11-25,477.771
2004-11-26,477.72
2004-11-29,480.776
2004-11-30,483.309
2004-12-01,482.427
2004-12-02,485.628
2004-12-03,484.844
2004-12-06,485.648
2004-12-07,482.658
2004-12-08,475.257
2004-12-09,471.013
2004-12-10,467.995
2004-12-13,470.744
2004-12-14,476.772
2004-12-15,484.229
2004-12-16,487.715
2004-12-17,486.781
2004-12-20,490.952
2004-12-21,493.126
2004-12-22,493.153
2004-12-23,494.394
2004-12-24,495.487
2004-12-27,496.401
2004-12-28,498.077
2004-12-29,501.214
2004-12-30,502.662
2004-12-31,506.121
2005-01-03,507.678
2005-01-04,497.557
2005-01-05,489.367
2005-01-06,481.703
2005-01-07,483.382
2005-01-10,483.726
2005-01-11,485.082
2005-01-12,485.825
2005-01-13,488.127
2005-01-14,494.549
2005-01-17,499.776
2005-01-18,495.611
2005-01-19,495.047
2005-01-20,491.024
2005-01-21,493.187
2005-01-24,494.281
2005-01-25,494.924
2005-01-26,499.364
2005-01-27,500.47
2005-01-28,502.61
2005-01-31,510.152
2005-02-01,509.051
2005-02-02,509.291
2005-02-03,510.974
2005-02-04,513.462
2005-02-07,515.619
2005-02-08,514.161
2005-02-09,516.53
2005-02-10,515.814
2005-02-11,518.121
2005-02-14,526.89
2005-02-15,528.316
2005-02-16,527.267
2005-02-17,527.254
2005-02-18,530.712
2005-02-21,532.921
2005-02-22,537.053
2005-02-23,534.908
2005-02-24,541.241
2005-02-25,544.867
2005-02-28,551.329
2005-03-01,549.894
2005-03-02,541.803
2005-03-03,543.665
2005-03-04,545.16
2005-03-07,546.878
2005-03-08,546.495
2005-03-09,546.994
2005-03-10,541.195
2005-03-11,546.631
2005-03-14,538.605
2005-03-15,529.634
2005-03-16,528.091
2005-03-17,526.944
2005-03-18,526.654
2005-03-21,522.461
2005-03-22,521.383
2005-03-23,511.918
2005-03-24,512.121
2005-03-25,514.194
2005-03-28,512.368
2005-03-29,505.195
2005-03-30,506.614
2005-03-31,515.832
2005-04-01,522.068
2005-04-04,516.25
2005-04-05,516.746
2005-04-06,518.958
2005-04-07,521.257
2005-04-08,522.522
2005-04-11,521.03
2005-04-12,520.135
2005-04-13,521.024
2005-04-14,510.698
2005-04-15,504.426
2005-04-18,495.707
2005-04-19,500.537
2005-04-20,500.788
2005-04-21,502.654
2005-04-22,505.846
2005-04-25,509.065
2005-04-26,510.384
2005-04-27,505.835
2005-04-28,499.486
2005-04-29,499.74
2005-05-02,501.3
2005-05-03,500.556
2005-05-04,509.902
2005-05-05,514.504
2005-05-06,518.501
2005-05-09,519.217
2005-05-10,517.264
2005-05-11,512.85
2005-05-12,510.613
2005-05-13,510.262
2005-05-16,510.971
2005-05-17,510.085
2005-05-18,515.61
2005-05-19,522.408
2005-05-20,521.533
2005-05-23,520.13
2005-05-24,522.334
2005-05-25,519.306
2005-05-26,520.016
2005-05-27,526.587
2005-05-30,529.4
2005-05-31,525.191
2005-06-01,523.283
2005-06-02,527.466
2005-06-03,531.839
2005-06-06,530.496
2005-06-07,528.753
2005-06-08,530.598
2005-06-09,526.974
2005-06-10,530.991
2005-06-13,532.947
2005-06-14,534.431
2005-06-15,538.341
2005-06-16,540.752
2005-06-17,545.351
2005-06-20,544.682
2005-06-21,541.936
2005-06-22,546.524
2005-06-23,544.134
2005-06-24,540.506
2005-06-27,540.07
2005-06-28,541.439
2005-06-29,539.988
2005-06-30,540.214
2005-07-01,543.996
2005-07-04,541.993
2005-07-05,539.247
2005-07-06,542.158
2005-07-07,540.489
2005-07-08,541.611
2005-07-11,553.211
2005-07-12,560.085
2005-07-13,561.792
2005-07-14,566.197
2005-07-15,561.322
2005-07-18,563.135
2005-07-19,566.164
2005-07-20,567.589
2005-07-21,571.528
2005-07-22,573.853
2005-07-25,572.926
2005-07-26,568.251
2005-07-27,569.116
2005-07-28,575.573
2005-07-29,578.474
2005-08-01,582.701
2005-08-02,590.754
2005-08-03,594.41
2005-08-04,594.256
2005-08-05,590.248
2005-08-08,590.344
2005-08-09,591.129
2005-08-10,598.803
2005-08-11,599.861
2005-08-12,597.261
2005-08-15,597.419
2005-08-16,594.185
2005-08-17,593.002
2005-08-18,584.557
2005-08-19,581.045
2005-08-22,590.074
2005-08-23,586.803
2005-08-24,582.128
2005-08-25,583.691
2005-08-26,583.803
2005-08-29,578.582
2005-08-30,578.129
2005-08-31,583.664
2005-09-01,594.291
2005-09-02,601.674
2005-09-05,603.132
2005-09-06,605.44
2005-09-07,606.759
2005-09-08,609.072
2005-09-09,613.094
2005-09-12,615.096
2005-09-13,613.595
2005-09-14,615.746
2005-09-15,617.216
2005-09-16,618.502
2005-09-19,620.898
2005-09-20,626.165
2005-09-21,630.562
2005-09-22,625.027
2005-09-23,619.257
2005-09-26,624.301
2005-09-27,626.745
2005-09-28,628.195
2005-09-29,633.149
2005-09-30,638.325
2005-10-03,636.953
2005-10-04,640.638
2005-10-05,631.286
2005-10-06,616.207
2005-10-07,617.187
2005-10-10,622.404
2005-10-11,626.069
2005-10-12,614.81
2005-10-13,600.064
2005-10-14,596.454
2005-10-17,600.567
2005-10-18,596.256
2005-10-19,583.597
2005-10-20,586.758
2005-10-21,588.282
2005-10-24,594.464
2005-10-25,594.791
2005-10-26,599.58
2005-10-27,591.469
2005-10-28,588.995
2005-10-31,601.604
2005-11-01,610.928
2005-11-02,618.689
2005-11-03,625.03
2005-11-04,624.738
2005-11-07,624.727
