Date,SWEDEN IMI VALUE IMI (Large+Mid+Small Cap)
2009-07-31,660.35
2009-08-31,713.527
2009-09-30,718.066
2009-10-30,756.297
2009-11-30,758.027
2009-12-31,762.26
2010-01-29,731.595
2010-02-26,756.223
2010-03-31,801.92
2010-04-30,809.493
2010-05-31,695.139
2010-06-30,718.17
2010-07-30,809.415
2010-08-31,748.873
2010-09-30,890.864
2010-10-29,907.311
2010-11-30,852.692
2010-12-31,946.697
2011-01-31,1011.991
2011-02-28,1004.851
2011-03-31,1020.267
2011-04-29,1104.987
2011-05-31,1070.307
2011-06-30,1003.207
2011-07-29,964.409
2011-08-31,859.246
2011-09-30,756.222
2011-10-31,863.607
2011-11-30,811.458
2011-12-30,807.704
2012-01-31,852.102
2012-02-29,944.576
2012-03-30,923.729
2012-04-30,906.614
2012-05-31,782.368
2012-06-29,859.649
2012-07-31,912.886
2012-08-31,917.257
2012-09-28,957.725
2012-10-31,919.65
2012-11-30,944.819
2012-12-31,988.748
2013-01-31,1113.019
2013-02-28,1153.695
2013-03-29,1167.818
2013-04-30,1215.918
2013-05-31,1199.408
2013-06-28,1118.556
2013-07-31,1240.78
2013-08-30,1194.962
2013-09-30,1264.613
2013-10-31,1319.831
2013-11-29,1334.525
2013-12-31,1408.303
2014-01-31,1352.017
2014-02-28,1465.042
2014-03-31,1471.34
2014-04-30,1492.06
2014-05-30,1516.007
2014-06-30,1487.039
2014-07-31,1440.973
2014-08-29,1414.44
2014-09-30,1380.168
2014-10-31,1366.568
2014-11-28,1396.806
2014-12-31,1326.692
2015-01-30,1348.839
2015-02-27,1442.083
2015-03-31,1386.039
2015-04-30,1449.146
2015-05-29,1424.593
2015-06-30,1391.309
2015-07-31,1410.431
2015-08-31,1350.998
2015-09-30,1292.401
2015-10-30,1321.574
2015-11-30,1321.891
2015-12-31,1310.627
2016-01-29,1210.487
2016-02-29,1245.628
2016-03-31,1345.092
2016-04-29,1335.781
2016-05-31,1315.662
2016-06-30,1236.505
2016-07-29,1281.799
2016-08-31,1326.064
2016-09-30,1363.715
2016-10-31,1294.405
2016-11-30,1293.526
2016-12-30,1373.796
2017-01-31,1452.335
2017-02-28,1447.281
2017-03-31,1504.847
2017-04-28,1587.478
2017-05-31,1651.918
2017-06-30,1660.206
2017-07-31,1682.126
2017-08-31,1695.045
2017-09-29,1726.141
2017-10-31,1680.834
2017-11-30,1641.586
2017-12-29,1661.503
2018-01-31,1747.959
2018-02-28,1646.667
2018-03-30,1614.768
2018-04-30,1580.417
2018-05-31,1516.858
2018-06-29,1518.293
2018-07-31,1632.944
2018-08-31,1611.595
2018-09-28,1692.72
2018-10-31,1529.986
2018-11-30,1543.891
2018-12-31,1479.803
2019-01-31,1545.182
2019-02-28,1524.447
2019-03-29,1496.924
2019-04-30,1549.466
2019-05-31,1443.992
2019-06-28,1549.753
2019-07-31,1502.936
2019-08-30,1475.601
2019-09-30,1543.521
2019-10-31,1610.427
2019-11-29,1598.279
2019-12-31,1721.387
2020-01-31,1696.818
2020-02-28,1584.544
2020-03-31,1246.899
2020-04-30,1381.028
2020-05-29,1469.905
2020-06-30,1530.419
2020-07-31,1688.979
2020-08-31,1762.512
2020-09-30,1724.299
2020-10-30,1638.192
2020-11-30,1934.804
2020-12-31,1973.014
2021-01-29,1991.876
2021-02-26,2056.718
2021-03-31,2150.311
2021-04-30,2263.934
2021-05-31,2330.488
2021-06-30,2300.337
2021-07-30,2418.762
2021-08-31,2398.503
2021-09-30,2323.282
2021-10-29,2465.127
2021-11-30,2376.866
2021-12-31,2459.846
2022-01-31,2290.782
2022-02-28,2123.323
2022-03-31,2192.862
2022-04-29,2124.525
2022-05-31,2068.214
2022-06-30,1769.771
2022-07-29,1928.454
2022-08-31,1770.5
2022-09-30,1600.522
2022-10-31,1740.595
2022-11-30,1905.636
2022-12-30,1909.151
2023-01-31,2063.585
2023-02-28,2107.232
2023-03-31,2041.778
2023-04-28,2125.722
2023-05-31,1908.016
2023-06-30,2001.727
2023-07-31,2101.383
2023-08-31,1978.949
2023-09-29,2010.773
2023-10-31,1892.485
2023-11-30,2144.247
2023-12-29,2408.439
2024-01-31,2309.415
2024-02-29,2405.796
2024-03-29,2454.228
2024-04-30,2360.278
2024-05-31,2527.409
2024-06-28,2465.415
2024-07-31,2534.713
2024-08-30,2639.399
2024-09-30,2701.638
2024-10-31,2547.763
2024-11-29,2492.652
2024-12-31,2434.544
2025-01-31,2616.178
2025-02-28,2836.606
2025-03-31,2788.117
2025-04-30,2938.419
2025-05-30,3025.018
2025-06-30,3037.031
2025-07-31,2988.574
