Date,SWEDEN IMI VALUE IMI (Large+Mid+Small Cap)
2001-05-10,230.969
2001-05-11,228.778
2001-05-14,227.299
2001-05-15,227.416
2001-05-16,227.542
2001-05-17,230.77
2001-05-18,232.949
2001-05-21,234.599
2001-05-22,232.145
2001-05-23,227.319
2001-05-24,226.587
2001-05-25,225.452
2001-05-28,225.065
2001-05-29,223.515
2001-05-30,222.027
2001-05-31,219.813
2001-06-01,218.769
2001-06-04,217.63
2001-06-05,220.976
2001-06-06,220.841
2001-06-07,218.848
2001-06-08,217.56
2001-06-11,213.242
2001-06-12,215.12
2001-06-13,220.246
2001-06-14,219.539
2001-06-15,223.314
2001-06-18,221.461
2001-06-19,217.867
2001-06-20,213.458
2001-06-21,212.888
2001-06-22,213.333
2001-06-25,216.44
2001-06-26,214.2
2001-06-27,214.687
2001-06-28,216.368
2001-06-29,216.778
2001-07-02,217.794
2001-07-03,217.853
2001-07-04,216.214
2001-07-05,213.322
2001-07-06,208.181
2001-07-09,205.53
2001-07-10,209.054
2001-07-11,208.879
2001-07-12,208.815
2001-07-13,210.953
2001-07-16,213.935
2001-07-17,208.931
2001-07-18,211.116
2001-07-19,213.473
2001-07-20,212.124
2001-07-23,211.967
2001-07-24,211.704
2001-07-25,211.529
2001-07-26,212.847
2001-07-27,214.552
2001-07-30,215.866
2001-07-31,216.711
2001-08-01,218.148
2001-08-02,219.81
2001-08-03,221.715
2001-08-06,221.206
2001-08-07,220.676
2001-08-08,220.622
2001-08-09,219.975
2001-08-10,219.195
2001-08-13,221.031
2001-08-14,222.486
2001-08-15,225.135
2001-08-16,223.762
2001-08-17,221.002
2001-08-20,213.616
2001-08-21,214.532
2001-08-22,219.819
2001-08-23,221.029
2001-08-24,224.564
2001-08-27,223.941
2001-08-28,221.262
2001-08-29,219.56
2001-08-30,215.545
2001-08-31,215.139
2001-09-03,210.257
2001-09-04,209.336
2001-09-05,210.78
2001-09-06,209.449
2001-09-07,207.844
2001-09-10,204.537
2001-09-11,192.817
2001-09-12,195.429
2001-09-13,198.624
2001-09-14,198.346
2001-09-17,196.24
2001-09-18,190.142
2001-09-19,191.44
2001-09-20,180.226
2001-09-21,170.969
2001-09-24,175.84
2001-09-25,181.118
2001-09-26,178.551
2001-09-27,179.463
2001-09-28,183.34
2001-10-01,183.634
2001-10-02,183.723
2001-10-03,182.621
2001-10-04,190.5
2001-10-05,190.473
2001-10-08,189.202
2001-10-09,190.74
2001-10-10,192.252
2001-10-11,199.447
2001-10-12,200.158
2001-10-15,197.539
2001-10-16,198.33
2001-10-17,201.726
2001-10-18,197.281
2001-10-19,193.498
2001-10-22,190.877
2001-10-23,195.153
2001-10-24,197.879
2001-10-25,194.831
2001-10-26,197.018
2001-10-29,196.796
2001-10-30,189.988
2001-10-31,190.2
2001-11-01,190.616
2001-11-02,190.907
2001-11-05,193.049
2001-11-06,194.56
2001-11-07,197.645
2001-11-08,200.299
2001-11-09,197.756
2001-11-12,195.793
2001-11-13,200.025
2001-11-14,202.061
2001-11-15,204.051
2001-11-16,206.879
2001-11-19,207.9
2001-11-20,204.301
2001-11-21,204.249
2001-11-22,208.226
2001-11-23,208.499
2001-11-26,209.825
2001-11-27,209.721
2001-11-28,208.65
2001-11-29,208.199
2001-11-30,208.496
2001-12-03,207.233
2001-12-04,210.496
2001-12-05,217.81
2001-12-06,218.865
2001-12-07,219.834
2001-12-10,215.952
2001-12-11,214.324
2001-12-12,214.481
2001-12-13,213.817
2001-12-14,210.438
2001-12-17,214.435
2001-12-18,215.234
2001-12-19,212.269
2001-12-20,209.411
2001-12-21,210.849
2001-12-24,208.063
2001-12-25,208.063
2001-12-26,207.356
2001-12-27,214.068
2001-12-28,217.398
2001-12-31,219.163
2002-01-01,219.163
2002-01-02,221.019
2002-01-03,228.633
2002-01-04,229.037
2002-01-07,227.872
2002-01-08,223.161
2002-01-09,225.353
2002-01-10,225.499
2002-01-11,226.835
2002-01-14,220.54
2002-01-15,219.059
2002-01-16,213.336
2002-01-17,215.429
2002-01-18,217.825
2002-01-21,216.706
2002-01-22,217.08
2002-01-23,218.908
2002-01-24,217.681
2002-01-25,214.04
2002-01-28,213.623
2002-01-29,212.441
2002-01-30,210.235
2002-01-31,215.097
2002-02-01,216.748
2002-02-04,217.867
2002-02-05,217.563
2002-02-06,216.819
2002-02-07,216.189
2002-02-08,217.653
2002-02-11,221.398
2002-02-12,221.324
2002-02-13,221.531
2002-02-14,222.426
2002-02-15,222.304
2002-02-18,219.272
2002-02-19,218.675
2002-02-20,216.862
2002-02-21,220.244
2002-02-22,220.263
2002-02-25,221.918
2002-02-26,223.995
2002-02-27,227.956
2002-02-28,229.653
2002-03-01,229.795
2002-03-04,239.291
2002-03-05,240.279
2002-03-06,238.281
2002-03-07,240.348
2002-03-08,240.665
2002-03-11,240.353
2002-03-12,238.968
2002-03-13,240.194
2002-03-14,241.156
2002-03-15,241.423
2002-03-18,240.938
2002-03-19,241.085
2002-03-20,242.487
2002-03-21,242.759
2002-03-22,243.913
2002-03-25,241.072
2002-03-26,239.546
2002-03-27,237.721
2002-03-28,239.232
2002-03-29,239.232
2002-04-01,241.593
2002-04-02,242.115
2002-04-03,239.866
2002-04-04,239.094
2002-04-05,240.676
2002-04-08,236.891
2002-04-09,237.673
2002-04-10,238.956
2002-04-11,239.211
2002-04-12,239.777
2002-04-15,240.468
2002-04-16,244.611
2002-04-17,247.573
2002-04-18,246.823
2002-04-19,247.198
2002-04-22,241.993
2002-04-23,243.356
2002-04-24,240.785
2002-04-25,237.336
2002-04-26,244.301
2002-04-29,244.606
2002-04-30,245.635
2002-05-01,247.077
2002-05-02,246.774
2002-05-03,246.995
2002-05-06,246.68
2002-05-07,245.421
2002-05-08,249.594
2002-05-09,249.165
2002-05-10,249.974
2002-05-13,249.632
2002-05-14,250.946
2002-05-15,252.124
2002-05-16,252.267
2002-05-17,255.277
2002-05-20,256.005
2002-05-21,253.891
2002-05-22,254.039
2002-05-23,254.067
2002-05-24,254.52
2002-05-27,254.313
2002-05-28,255.436
2002-05-29,253.677
2002-05-30,252.567
2002-05-31,251.348
2002-06-03,252.693
2002-06-04,249.94
2002-06-05,248.684
2002-06-06,248.039
2002-06-07,243.133
2002-06-10,244.177
2002-06-11,243.005
2002-06-12,239.846
2002-06-13,240.537
2002-06-14,237.031
2002-06-17,240.422
2002-06-18,242.754
2002-06-19,239.515
2002-06-20,231.844
2002-06-21,233.277
2002-06-24,231.404
2002-06-25,237.179
2002-06-26,238.771
2002-06-27,242.479
2002-06-28,248.503
2002-07-01,248.37
2002-07-02,245.857
2002-07-03,236.656
2002-07-04,238.271
2002-07-05,241.761
2002-07-08,244.838
2002-07-09,243.929
2002-07-10,236.681
2002-07-11,226.803
2002-07-12,226.579
2002-07-15,225.141
2002-07-16,223.683
2002-07-17,230.606
2002-07-18,230.18
2002-07-19,223.987
2002-07-22,208.908
2002-07-23,199.993
2002-07-24,191.845
2002-07-25,202.59
2002-07-26,193.08
2002-07-29,208.024
2002-07-30,213.219
2002-07-31,214.33
2002-08-01,210.226
2002-08-02,203.185
2002-08-05,196.493
2002-08-06,198.925
2002-08-07,201.34
2002-08-08,204.753
2002-08-09,204.917
2002-08-12,206.959
2002-08-13,207.577
2002-08-14,206.606
2002-08-15,209.195
2002-08-16,207.121
2002-08-19,209.949
2002-08-20,210.638
2002-08-21,218.183
2002-08-22,225.439
2002-08-23,218.937
2002-08-26,218.398
2002-08-27,222.156
2002-08-28,219.899
2002-08-29,215.491
2002-08-30,214.56
2002-09-02,213.961
2002-09-03,207.616
2002-09-04,206.127
2002-09-05,204.875
2002-09-06,208.973
2002-09-09,206.155
2002-09-10,208.527
2002-09-11,215.036
2002-09-12,209.647
2002-09-13,207.419
2002-09-16,209.217
2002-09-17,207.025
2002-09-18,201.339
2002-09-19,199.609
2002-09-20,198.327
2002-09-23,191.881
2002-09-24,188.828
2002-09-25,189.446
2002-09-26,195.602
2002-09-27,194.365
2002-09-30,185.913
2002-10-01,187.492
2002-10-02,189.083
2002-10-03,184.802
2002-10-04,181.294
2002-10-07,171.679
2002-10-08,168.889
2002-10-09,168.982
2002-10-10,174.165
2002-10-11,187.462
2002-10-14,185.952
2002-10-15,198.603
2002-10-16,194.616
2002-10-17,192.403
2002-10-18,195.103
2002-10-21,198.396
2002-10-22,194.219
2002-10-23,188.169
2002-10-24,193.969
2002-10-25,192.375
2002-10-28,197.331
2002-10-29,191.319
2002-10-30,197.288
2002-10-31,202.24
2002-11-01,198.421
2002-11-04,206.795
2002-11-05,213.019
2002-11-06,208.711
2002-11-07,206.714
2002-11-08,206.294
2002-11-11,205.684
2002-11-12,210.576
2002-11-13,212.32
2002-11-14,216.422
2002-11-15,214.475
2002-11-18,218.679
2002-11-19,214.689
2002-11-20,215.805
2002-11-21,224.634
2002-11-22,228.278
2002-11-25,225.716
2002-11-26,221.988
2002-11-27,229.359
2002-11-28,233.638
2002-11-29,230.643
2002-12-02,228.704
2002-12-03,223.502
2002-12-04,222.71
2002-12-05,222.408
2002-12-06,223.203
2002-12-09,219.969
2002-12-10,219.682
2002-12-11,220.144
2002-12-12,216.675
2002-12-13,218.344
2002-12-16,218.644
2002-12-17,214.724
2002-12-18,209.935
2002-12-19,210.01
2002-12-20,211.579
2002-12-23,209.577
2002-12-24,210.635
2002-12-25,210.635
2002-12-26,211.045
2002-12-27,206.254
2002-12-30,207.167
2002-12-31,208.286
2003-01-01,208.286
2003-01-02,215.978
2003-01-03,220.073
2003-01-06,221.303
2003-01-07,222.343
2003-01-08,215.729
2003-01-09,217.913
2003-01-10,220.385
2003-01-13,223.134
2003-01-14,226.055
2003-01-15,224.718
2003-01-16,224.817
2003-01-17,221.0
2003-01-20,224.001
2003-01-21,220.451
2003-01-22,216.617
2003-01-23,217.001
2003-01-24,216.962
2003-01-27,209.884
2003-01-28,206.177
2003-01-29,203.21
2003-01-30,205.534
2003-01-31,202.149
2003-02-03,205.077
2003-02-04,200.277
2003-02-05,205.1
2003-02-06,205.849
2003-02-07,202.695
2003-02-10,196.919
2003-02-11,201.915
2003-02-12,204.441
2003-02-13,207.385
2003-02-14,208.899
2003-02-17,213.059
2003-02-18,212.968
2003-02-19,213.925
2003-02-20,211.606
2003-02-21,210.443
2003-02-24,208.061
2003-02-25,203.351
2003-02-26,202.222
2003-02-27,202.673
2003-02-28,204.833
2003-03-03,204.952
2003-03-04,202.931
2003-03-05,202.518
2003-03-06,201.338
2003-03-07,199.917
2003-03-10,198.079
2003-03-11,194.372
2003-03-12,190.532
2003-03-13,196.023
2003-03-14,202.155
2003-03-17,208.371
2003-03-18,206.001
2003-03-19,208.204
2003-03-20,209.783
2003-03-21,212.138
2003-03-24,208.226
2003-03-25,208.067
2003-03-26,207.914
2003-03-27,205.947
2003-03-28,205.211
2003-03-31,201.147
2003-04-01,202.831
2003-04-02,207.823
2003-04-03,208.109
2003-04-04,208.15
2003-04-07,215.506
2003-04-08,214.991
2003-04-09,215.102
2003-04-10,214.795
2003-04-11,215.263
2003-04-14,215.959
2003-04-15,220.692
2003-04-16,222.317
2003-04-17,223.309
2003-04-18,223.309
2003-04-21,222.627
2003-04-22,225.976
2003-04-23,228.41
2003-04-24,230.35
2003-04-25,229.001
2003-04-28,235.657
2003-04-29,242.315
2003-04-30,245.475
2003-05-01,247.901
2003-05-02,247.324
2003-05-05,251.044
2003-05-06,254.5
2003-05-07,247.816
2003-05-08,243.448
2003-05-09,246.827
2003-05-12,248.453
2003-05-13,252.003
2003-05-14,248.749
2003-05-15,247.437
2003-05-16,248.436
2003-05-19,245.308
2003-05-20,242.573
2003-05-21,241.289
2003-05-22,242.459
2003-05-23,245.041
2003-05-26,244.167
2003-05-27,247.306
2003-05-28,251.241
2003-05-29,252.433
2003-05-30,254.39
2003-06-02,256.003
2003-06-03,253.298
2003-06-04,254.953
2003-06-05,258.43
2003-06-06,260.4
2003-06-09,261.304
2003-06-10,259.33
2003-06-11,265.013
2003-06-12,268.225
2003-06-13,263.951
2003-06-16,268.323
2003-06-17,271.993
2003-06-18,270.341
2003-06-19,267.617
2003-06-20,266.001
2003-06-23,259.718
2003-06-24,254.27
2003-06-25,256.385
2003-06-26,254.214
2003-06-27,257.305
2003-06-30,257.074
2003-07-01,254.326
2003-07-02,257.254
2003-07-03,262.024
2003-07-04,261.718
2003-07-07,265.299
2003-07-08,265.722
2003-07-09,263.621
2003-07-10,261.183
2003-07-11,261.242
2003-07-14,265.733
2003-07-15,267.57
2003-07-16,264.615
2003-07-17,260.628
2003-07-18,265.162
2003-07-21,267.285
2003-07-22,266.094
2003-07-23,268.956
2003-07-24,274.641
2003-07-25,274.571
2003-07-28,280.183
2003-07-29,278.015
2003-07-30,276.833
2003-07-31,274.973
2003-08-01,275.407
2003-08-04,277.042
2003-08-05,279.233
2003-08-06,273.708
2003-08-07,274.024
2003-08-08,272.563
2003-08-11,271.545
2003-08-12,276.541
2003-08-13,281.997
2003-08-14,282.172
2003-08-15,279.742
2003-08-18,281.928
2003-08-19,284.053
2003-08-20,287.612
2003-08-21,286.902
2003-08-22,281.916
2003-08-25,279.407
2003-08-26,273.521
2003-08-27,277.856
2003-08-28,279.333
2003-08-29,281.437
2003-09-01,287.022
2003-09-02,286.079
2003-09-03,291.214
2003-09-04,293.013
2003-09-05,296.933
2003-09-08,298.907
2003-09-09,297.547
2003-09-10,293.968
2003-09-11,296.67
2003-09-12,300.071
2003-09-15,299.042
2003-09-16,300.772
2003-09-17,303.471
2003-09-18,304.278
2003-09-19,302.832
2003-09-22,299.418
2003-09-23,300.26
2003-09-24,299.38
2003-09-25,297.195
2003-09-26,296.991
2003-09-29,296.084
2003-09-30,291.451
2003-10-01,295.429
2003-10-02,296.653
2003-10-03,305.289
2003-10-06,308.316
2003-10-07,310.824
2003-10-08,312.743
2003-10-09,314.105
2003-10-10,312.633
2003-10-13,314.871
2003-10-14,319.419
2003-10-15,323.256
2003-10-16,319.856
2003-10-17,318.419
2003-10-20,317.984
2003-10-21,315.454
2003-10-22,311.702
2003-10-23,314.119
2003-10-24,316.85
2003-10-27,320.009
2003-10-28,321.493
2003-10-29,323.885
2003-10-30,323.843
2003-10-31,320.188
2003-11-03,318.965
2003-11-04,319.453
2003-11-05,316.022
2003-11-06,318.404
2003-11-07,323.477
2003-11-10,322.321
2003-11-11,319.318
2003-11-12,325.673
2003-11-13,331.236
2003-11-14,336.022
2003-11-17,327.898
2003-11-18,328.942
2003-11-19,325.604
2003-11-20,323.277
2003-11-21,324.465
2003-11-24,325.329
2003-11-25,326.364
2003-11-26,326.708
2003-11-27,330.382
2003-11-28,330.703
2003-12-01,334.055
2003-12-02,337.884
2003-12-03,341.014
2003-12-04,341.517
2003-12-05,344.573
2003-12-08,345.179
2003-12-09,346.256
2003-12-10,345.237
2003-12-11,341.664
2003-12-12,347.319
2003-12-15,349.909
2003-12-16,346.835
2003-12-17,343.984
2003-12-18,343.331
2003-12-19,342.887
2003-12-22,345.996
2003-12-23,350.905
2003-12-24,351.217
2003-12-25,351.217
2003-12-26,350.807
2003-12-29,356.688
2003-12-30,358.008
2003-12-31,360.199
2004-01-01,360.199
2004-01-02,364.237
2004-01-05,365.737
2004-01-06,365.931
2004-01-07,361.015
2004-01-08,360.333
2004-01-09,363.364
2004-01-12,361.049
2004-01-13,362.45
2004-01-14,360.946
2004-01-15,360.223
2004-01-16,355.511
2004-01-19,356.85
2004-01-20,360.609
2004-01-21,363.324
2004-01-22,371.757
2004-01-23,370.149
2004-01-26,366.063
2004-01-27,366.59
2004-01-28,365.356
2004-01-29,354.065
2004-01-30,356.307
2004-02-02,354.97
2004-02-03,356.984
2004-02-04,353.967
2004-02-05,356.248
2004-02-06,364.036
2004-02-09,363.907
2004-02-10,363.253
2004-02-11,364.171
2004-02-12,364.883
2004-02-13,362.215
2004-02-16,361.914
2004-02-17,366.586
2004-02-18,365.836
2004-02-19,365.284
2004-02-20,361.062
2004-02-23,361.778
2004-02-24,359.546
2004-02-25,354.582
2004-02-26,352.004
2004-02-27,350.348
2004-03-01,354.791
2004-03-02,353.071
2004-03-03,350.126
2004-03-04,351.121
2004-03-05,359.229
2004-03-08,358.888
2004-03-09,357.465
2004-03-10,351.816
2004-03-11,343.764
2004-03-12,341.82
2004-03-15,339.21
2004-03-16,342.734
2004-03-17,342.267
2004-03-18,342.637
2004-03-19,343.04
2004-03-22,338.315
2004-03-23,340.837
2004-03-24,334.487
2004-03-25,338.56
2004-03-26,338.799
2004-03-29,343.479
2004-03-30,343.511
2004-03-31,349.115
2004-04-01,358.411
2004-04-02,355.691
2004-04-05,355.972
2004-04-06,356.781
2004-04-07,361.119
2004-04-08,361.644
2004-04-09,361.644
2004-04-12,359.803
2004-04-13,357.191
2004-04-14,355.137
2004-04-15,352.106
2004-04-16,357.607
2004-04-19,358.544
2004-04-20,359.31
2004-04-21,355.094
2004-04-22,359.59
2004-04-23,360.461
2004-04-26,363.321
2004-04-27,363.689
2004-04-28,358.357
2004-04-29,358.12
2004-04-30,356.01
2004-05-03,356.828
2004-05-04,360.944
2004-05-05,366.71
2004-05-06,355.797
2004-05-07,351.459
2004-05-10,335.795
2004-05-11,339.792
2004-05-12,338.535
2004-05-13,345.024
2004-05-14,343.087
2004-05-17,343.311
2004-05-18,345.217
2004-05-19,354.196
2004-05-20,351.578
2004-05-21,353.066
2004-05-24,352.752
2004-05-25,353.775
2004-05-26,355.77
2004-05-27,364.133
2004-05-28,362.831
2004-05-31,362.831
2004-06-01,361.2
2004-06-02,363.931
2004-06-03,365.22
2004-06-04,368.126
2004-06-07,373.662
2004-06-08,372.508
2004-06-09,365.084
2004-06-10,363.895
2004-06-11,362.866
2004-06-14,361.275
2004-06-15,362.332
2004-06-16,361.544
2004-06-17,361.514
2004-06-18,364.672
2004-06-21,364.018
2004-06-22,362.152
2004-06-23,365.489
2004-06-24,371.345
2004-06-25,370.427
2004-06-28,373.313
2004-06-29,371.678
2004-06-30,371.625
2004-07-01,370.238
2004-07-02,372.665
2004-07-05,370.882
2004-07-06,368.248
2004-07-07,371.007
2004-07-08,372.518
2004-07-09,370.919
2004-07-12,368.026
2004-07-13,370.212
2004-07-14,372.934
2004-07-15,371.284
2004-07-16,373.258
2004-07-19,370.773
2004-07-20,368.671
2004-07-21,370.951
2004-07-22,365.027
2004-07-23,359.557
2004-07-26,360.772
2004-07-27,360.626
2004-07-28,358.372
2004-07-29,361.619
2004-07-30,362.118
2004-08-02,361.861
2004-08-03,363.376
2004-08-04,360.929
2004-08-05,363.132
2004-08-06,363.425
2004-08-09,359.176
2004-08-10,364.762
2004-08-11,358.088
2004-08-12,358.868
2004-08-13,359.046
2004-08-16,361.223
2004-08-17,360.735
2004-08-18,364.224
2004-08-19,365.969
2004-08-20,364.786
2004-08-23,367.598
2004-08-24,365.845
2004-08-25,367.329
2004-08-26,372.177
2004-08-27,370.912
2004-08-30,370.36
2004-08-31,372.554
2004-09-01,376.77
2004-09-02,376.712
2004-09-03,376.661
2004-09-06,377.399
2004-09-07,378.672
2004-09-08,380.508
2004-09-09,379.314
2004-09-10,384.678
2004-09-13,387.737
2004-09-14,388.236
2004-09-15,382.154
2004-09-16,381.92
2004-09-17,382.711
2004-09-20,382.395
2004-09-21,387.082
2004-09-22,385.767
2004-09-23,384.541
2004-09-24,382.855
2004-09-27,381.587
2004-09-28,382.365
2004-09-29,391.424
2004-09-30,394.96
2004-10-01,400.656
2004-10-04,399.387
2004-10-05,402.548
2004-10-06,401.078
2004-10-07,399.26
2004-10-08,403.471
2004-10-11,404.574
2004-10-12,398.127
2004-10-13,398.431
2004-10-14,399.652
2004-10-15,400.956
2004-10-18,401.841
2004-10-19,406.199
2004-10-20,406.829
2004-10-21,406.518
2004-10-22,408.978
2004-10-25,406.829
2004-10-26,408.874
2004-10-27,412.241
2004-10-28,412.26
2004-10-29,411.589
2004-11-01,416.803
2004-11-02,418.845
2004-11-03,423.665
2004-11-04,426.111
2004-11-05,429.453
2004-11-08,429.427
2004-11-09,428.785
2004-11-10,435.109
2004-11-11,438.104
2004-11-12,443.614
2004-11-15,443.792
2004-11-16,442.308
2004-11-17,449.03
2004-11-18,446.764
2004-11-19,448.751
2004-11-22,446.005
2004-11-23,448.916
2004-11-24,453.745
2004-11-25,460.444
2004-11-26,463.279
2004-11-29,465.83
2004-11-30,463.194
2004-12-01,467.161
2004-12-02,464.578
2004-12-03,467.411
2004-12-06,468.728
2004-12-07,470.998
2004-12-08,460.539
2004-12-09,457.704
2004-12-10,459.791
2004-12-13,465.762
2004-12-14,463.204
2004-12-15,466.903
2004-12-16,462.068
2004-12-17,457.67
2004-12-20,465.621
2004-12-21,467.118
2004-12-22,470.316
2004-12-23,475.082
2004-12-24,477.909
2004-12-27,479.616
2004-12-28,478.89
2004-12-29,478.428
2004-12-30,478.291
2004-12-31,476.038
2005-01-03,478.014
2005-01-04,470.238
2005-01-05,466.55
2005-01-06,461.367
2005-01-07,461.962
2005-01-10,469.12
2005-01-11,468.433
2005-01-12,463.882
2005-01-13,463.871
2005-01-14,463.21
2005-01-17,464.919
2005-01-18,461.548
2005-01-19,463.78
2005-01-20,457.186
2005-01-21,457.978
2005-01-24,454.406
2005-01-25,455.038
2005-01-26,458.654
2005-01-27,457.586
2005-01-28,451.177
2005-01-31,456.734
2005-02-01,459.954
2005-02-02,463.817
2005-02-03,460.246
2005-02-04,463.266
2005-02-07,462.547
2005-02-08,459.194
2005-02-09,464.98
2005-02-10,463.334
2005-02-11,471.903
2005-02-14,475.225
2005-02-15,480.15
2005-02-16,476.621
2005-02-17,482.853
2005-02-18,478.171
2005-02-21,480.056
2005-02-22,483.502
2005-02-23,484.487
2005-02-24,489.36
2005-02-25,492.767
2005-02-28,499.211
2005-03-01,497.568
2005-03-02,495.591
2005-03-03,499.002
2005-03-04,509.419
2005-03-07,506.013
2005-03-08,510.381
2005-03-09,508.27
2005-03-10,503.021
2005-03-11,508.194
2005-03-14,505.627
2005-03-15,506.999
2005-03-16,503.73
2005-03-17,502.292
2005-03-18,496.061
2005-03-21,489.662
2005-03-22,494.468
2005-03-23,487.516
2005-03-24,488.43
2005-03-25,488.43
2005-03-28,485.07
2005-03-29,482.397
2005-03-30,480.469
2005-03-31,481.905
2005-04-01,484.9
2005-04-04,478.289
2005-04-05,483.777
2005-04-06,487.227
2005-04-07,488.478
2005-04-08,486.446
2005-04-11,492.981
2005-04-12,489.255
2005-04-13,492.439
2005-04-14,488.844
2005-04-15,485.558
2005-04-18,479.671
2005-04-19,482.929
2005-04-20,485.672
2005-04-21,485.046
2005-04-22,491.605
2005-04-25,489.527
2005-04-26,486.101
2005-04-27,473.448
2005-04-28,464.303
2005-04-29,463.781
2005-05-02,464.803
2005-05-03,464.344
2005-05-04,466.709
2005-05-05,466.482
2005-05-06,467.84
2005-05-09,467.316
2005-05-10,467.298
2005-05-11,462.882
2005-05-12,462.661
2005-05-13,463.891
2005-05-16,461.539
2005-05-17,464.488
2005-05-18,470.725
2005-05-19,470.318
2005-05-20,468.067
2005-05-23,469.889
2005-05-24,470.739
2005-05-25,470.901
2005-05-26,471.748
2005-05-27,474.379
2005-05-30,473.02
2005-05-31,469.659
2005-06-01,468.152
2005-06-02,465.116
2005-06-03,462.698
2005-06-06,463.068
2005-06-07,466.893
2005-06-08,467.341
2005-06-09,460.84
2005-06-10,458.263
2005-06-13,454.39
2005-06-14,458.907
2005-06-15,459.244
2005-06-16,462.224
2005-06-17,471.285
2005-06-20,465.723
2005-06-21,467.018
2005-06-22,465.581
2005-06-23,461.851
2005-06-24,462.277
2005-06-27,455.062
2005-06-28,454.584
2005-06-29,456.452
2005-06-30,458.726
2005-07-01,456.278
2005-07-04,454.742
2005-07-05,457.239
2005-07-06,458.91
2005-07-07,451.777
2005-07-08,456.247
2005-07-11,466.274
2005-07-12,472.8
2005-07-13,476.817
2005-07-14,476.964
2005-07-15,475.096
2005-07-18,476.195
2005-07-19,475.725
2005-07-20,471.468
2005-07-21,478.61
2005-07-22,481.098
2005-07-25,476.838
2005-07-26,476.728
2005-07-27,482.631
2005-07-28,485.537
2005-07-29,487.172
2005-08-01,490.218
2005-08-02,498.243
2005-08-03,501.388
2005-08-04,504.639
2005-08-05,501.337
2005-08-08,503.739
2005-08-09,503.55
2005-08-10,509.901
2005-08-11,511.257
2005-08-12,508.765
2005-08-15,506.761
2005-08-16,504.315
2005-08-17,501.435
2005-08-18,497.715
2005-08-19,498.543
2005-08-22,502.917
2005-08-23,497.303
2005-08-24,493.989
2005-08-25,490.042
2005-08-26,487.972
2005-08-29,488.244
2005-08-30,483.413
2005-08-31,493.703
2005-09-01,502.35
2005-09-02,510.162
2005-09-05,509.811
2005-09-06,510.539
2005-09-07,511.143
2005-09-08,505.759
2005-09-09,509.349
2005-09-12,505.591
2005-09-13,502.972
2005-09-14,507.051
2005-09-15,501.831
2005-09-16,504.164
2005-09-19,501.708
2005-09-20,503.46
2005-09-21,499.394
2005-09-22,496.869
2005-09-23,493.768
2005-09-26,499.079
2005-09-27,498.71
2005-09-28,504.218
2005-09-29,506.626
2005-09-30,513.949
2005-10-03,512.01
2005-10-04,511.06
2005-10-05,509.126
2005-10-06,509.429
2005-10-07,507.663
2005-10-10,508.173
2005-10-11,507.517
2005-10-12,504.269
2005-10-13,490.806
2005-10-14,494.006
2005-10-17,490.437
2005-10-18,486.685
2005-10-19,479.451
2005-10-20,481.58
2005-10-21,478.143
2005-10-24,481.78
2005-10-25,495.003
2005-10-26,496.589
2005-10-27,495.569
2005-10-28,492.918
2005-10-31,499.414
2005-11-01,499.916
2005-11-02,502.34
2005-11-03,505.435
2005-11-04,497.476
2005-11-07,499.595
