Date,WORLD ex USA IMI IMI (Large+Mid+Small Cap)
2006-04-28,820.348
2006-05-31,788.989
2006-06-30,786.294
2006-07-31,792.117
2006-08-31,814.928
2006-09-29,814.49
2006-10-31,846.792
2006-11-30,872.88
2006-12-29,897.759
2007-01-31,904.226
2007-02-28,912.729
2007-03-30,936.693
2007-04-30,978.716
2007-05-31,1000.0
2007-06-29,1000.119
2007-07-31,987.139
2007-08-31,969.433
2007-09-28,1021.82
2007-10-31,1068.15
2007-11-30,1023.754
2007-12-31,1002.93
2008-01-31,911.866
2008-02-29,931.154
2008-03-31,918.08
2008-04-30,966.003
2008-05-30,981.831
2008-06-30,905.542
2008-07-31,871.87
2008-08-29,838.309
2008-09-30,714.508
2008-10-31,563.084
2008-11-28,532.866
2008-12-31,561.679
2009-01-30,511.205
2009-02-27,459.967
2009-03-31,490.198
2009-04-30,554.649
2009-05-29,626.021
2009-06-30,621.066
2009-07-31,678.445
2009-08-31,713.139
2009-09-30,743.756
2009-10-30,731.87
2009-11-30,748.573
2009-12-31,760.231
2010-01-29,727.436
2010-02-26,726.313
2010-03-31,773.889
2010-04-30,765.421
2010-05-31,680.072
2010-06-30,670.642
2010-07-30,732.1
2010-08-31,710.553
2010-09-30,780.168
2010-10-29,808.475
2010-11-30,775.776
2010-12-31,841.299
2011-01-31,857.718
2011-02-28,888.614
2011-03-31,872.884
2011-04-29,919.894
2011-05-31,892.847
2011-06-30,879.29
2011-07-29,866.011
2011-08-31,793.407
2011-09-30,712.283
2011-10-31,780.123
2011-11-30,743.683
2011-12-30,734.784
2012-01-31,777.016
2012-02-29,819.896
2012-03-30,813.908
2012-04-30,801.288
2012-05-31,709.583
2012-06-29,753.352
2012-07-31,762.306
2012-08-31,784.071
2012-09-28,809.462
2012-10-31,814.926
2012-11-30,830.509
2012-12-31,856.375
2013-01-31,898.391
2013-02-28,890.896
2013-03-29,899.211
2013-04-30,938.349
2013-05-31,917.209
2013-06-28,882.624
2013-07-31,930.566
2013-08-30,919.83
2013-09-30,986.324
2013-10-31,1018.93
2013-11-29,1024.564
2013-12-31,1041.067
2014-01-31,1002.024
2014-02-28,1056.983
2014-03-31,1052.334
2014-04-30,1066.412
2014-05-30,1082.507
2014-06-30,1099.081
2014-07-31,1078.349
2014-08-29,1079.44
2014-09-30,1032.395
2014-10-31,1014.748
2014-11-28,1025.527
2014-12-31,994.71
2015-01-30,990.505
2015-02-27,1050.216
2015-03-31,1033.099
2015-04-30,1078.825
2015-05-29,1071.499
2015-06-30,1042.963
2015-07-31,1057.098
2015-08-31,984.002
2015-09-30,936.229
2015-10-30,1004.668
2015-11-30,990.509
2015-12-31,975.271
2016-01-29,907.171
2016-02-29,896.851
2016-03-31,959.599
2016-04-29,990.374
2016-05-31,980.892
2016-06-30,949.154
2016-07-29,997.2
2016-08-31,996.816
2016-09-30,1011.172
2016-10-31,990.047
2016-11-30,972.966
2016-12-30,1004.061
2017-01-31,1034.819
2017-02-28,1047.876
2017-03-31,1073.548
2017-04-28,1098.512
2017-05-31,1135.057
2017-06-30,1136.496
2017-07-31,1171.223
2017-08-31,1172.428
2017-09-29,1203.092
2017-10-31,1219.607
2017-11-30,1232.658
2017-12-29,1256.801
2018-01-31,1315.37
2018-02-28,1254.571
2018-03-30,1234.055
2018-04-30,1260.961
2018-05-31,1239.275
2018-06-29,1224.493
2018-07-31,1251.089
2018-08-31,1229.662
2018-09-28,1236.497
2018-10-31,1135.335
2018-11-30,1132.847
2018-12-31,1072.253
2019-01-31,1150.841
2019-02-28,1179.97
2019-03-29,1185.026
2019-04-30,1218.42
2019-05-31,1159.884
2019-06-28,1226.497
2019-07-31,1213.019
2019-08-30,1183.452
2019-09-30,1216.23
2019-10-31,1257.053
2019-11-29,1274.576
2019-12-31,1317.862
2020-01-31,1290.525
2020-02-28,1174.336
2020-03-31,1001.562
2020-04-30,1077.842
2020-05-29,1127.887
2020-06-30,1163.883
2020-07-31,1196.78
2020-08-31,1262.129
2020-09-30,1229.564
2020-10-30,1182.483
2020-11-30,1361.203
2020-12-31,1427.555
2021-01-29,1414.065
2021-02-26,1450.838
2021-03-31,1487.038
2021-04-30,1536.02
2021-05-31,1586.621
2021-06-30,1569.113
2021-07-30,1581.594
2021-08-31,1609.619
2021-09-30,1562.11
2021-10-29,1606.264
2021-11-30,1528.832
2021-12-31,1604.499
2022-01-31,1527.741
2022-02-28,1505.486
2022-03-31,1521.411
2022-04-29,1420.647
2022-05-31,1429.279
2022-06-30,1290.916
2022-07-29,1358.629
2022-08-31,1295.852
2022-09-30,1171.74
2022-10-31,1234.568
2022-11-30,1364.208
2022-12-30,1359.703
2023-01-31,1470.079
2023-02-28,1435.52
2023-03-31,1462.826
2023-04-28,1502.167
2023-05-31,1437.094
2023-06-30,1501.955
2023-07-31,1553.198
2023-08-31,1494.227
2023-09-29,1441.621
2023-10-31,1377.454
2023-11-30,1507.451
2023-12-29,1593.304
2024-01-31,1595.488
2024-02-29,1619.687
2024-03-29,1675.835
2024-04-30,1630.884
2024-05-31,1694.476
2024-06-28,1663.533
2024-07-31,1721.195
2024-08-30,1775.128
2024-09-30,1798.709
2024-10-31,1705.437
2024-11-29,1709.79
2024-12-31,1664.049
2025-01-31,1742.673
2025-02-28,1768.196
2025-03-31,1760.893
2025-04-30,1843.44
2025-05-30,1933.262
2025-06-30,1984.528
2025-07-31,1963.825
