Date,WORLD ex USA IMI IMI (Large+Mid+Small Cap)
2001-06-07,482.433
2001-06-08,481.085
2001-06-11,474.35
2001-06-12,467.655
2001-06-13,470.567
2001-06-14,469.294
2001-06-15,465.924
2001-06-18,461.53
2001-06-19,460.617
2001-06-20,457.115
2001-06-21,459.818
2001-06-22,462.487
2001-06-25,463.319
2001-06-26,459.497
2001-06-27,458.02
2001-06-28,456.019
2001-06-29,461.0
2001-07-02,463.581
2001-07-03,461.405
2001-07-04,457.924
2001-07-05,451.285
2001-07-06,445.278
2001-07-09,445.21
2001-07-10,446.882
2001-07-11,443.949
2001-07-12,447.118
2001-07-13,447.106
2001-07-16,445.805
2001-07-17,441.032
2001-07-18,442.129
2001-07-19,445.529
2001-07-20,444.784
2001-07-23,440.205
2001-07-24,439.936
2001-07-25,439.441
2001-07-26,440.341
2001-07-27,443.469
2001-07-30,443.955
2001-07-31,449.314
2001-08-01,454.044
2001-08-02,458.991
2001-08-03,456.497
2001-08-06,454.358
2001-08-07,453.854
2001-08-08,450.203
2001-08-09,445.634
2001-08-10,446.449
2001-08-13,446.463
2001-08-14,452.602
2001-08-15,456.699
2001-08-16,452.146
2001-08-17,448.71
2001-08-20,445.168
2001-08-21,448.884
2001-08-22,451.478
2001-08-23,447.755
2001-08-24,451.903
2001-08-27,452.313
2001-08-28,448.002
2001-08-29,446.344
2001-08-30,439.086
2001-08-31,438.375
2001-09-03,432.04
2001-09-04,433.582
2001-09-05,426.515
2001-09-06,420.611
2001-09-07,417.365
2001-09-10,410.126
2001-09-11,399.032
2001-09-12,392.465
2001-09-13,397.048
2001-09-14,392.121
2001-09-17,390.646
2001-09-18,390.024
2001-09-19,389.88
2001-09-20,378.729
2001-09-21,366.115
2001-09-24,376.75
2001-09-25,383.571
2001-09-26,384.576
2001-09-27,386.203
2001-09-28,394.108
2001-10-01,392.261
2001-10-02,395.532
2001-10-03,396.134
2001-10-04,404.874
2001-10-05,405.746
2001-10-08,405.639
2001-10-09,402.653
2001-10-10,404.954
2001-10-11,409.065
2001-10-12,410.981
2001-10-15,405.923
2001-10-16,409.341
2001-10-17,415.256
2001-10-18,407.869
2001-10-19,402.713
2001-10-22,404.087
2001-10-23,410.474
2001-10-24,412.724
2001-10-25,410.655
2001-10-26,414.24
2001-10-29,411.697
2001-10-30,405.365
2001-10-31,405.41
2001-11-01,408.848
2001-11-02,408.952
2001-11-05,412.86
2001-11-06,414.781
2001-11-07,415.153
2001-11-08,418.958
2001-11-09,416.185
2001-11-12,410.618
2001-11-13,413.634
2001-11-14,415.235
2001-11-15,417.436
2001-11-16,420.965
2001-11-19,423.445
2001-11-20,420.728
2001-11-21,417.869
2001-11-22,420.483
2001-11-23,418.479
2001-11-26,422.24
2001-11-27,419.759
2001-11-28,415.609
2001-11-29,414.705
2001-11-30,418.656
2001-12-03,413.179
2001-12-04,416.578
2001-12-05,425.637
2001-12-06,428.34
2001-12-07,424.386
2001-12-10,417.28
2001-12-11,416.304
2001-12-12,418.023
2001-12-13,411.546
2001-12-14,409.302
2001-12-17,413.828
2001-12-18,413.221
2001-12-19,410.262
2001-12-20,409.204
2001-12-21,408.916
2001-12-24,406.984
2001-12-25,406.642
2001-12-26,406.055
2001-12-27,413.218
2001-12-28,415.649
2001-12-31,417.939
2002-01-01,417.939
2002-01-02,418.413
2002-01-03,422.942
2002-01-04,425.18
2002-01-07,422.896
2002-01-08,417.719
2002-01-09,416.545
2002-01-10,413.652
2002-01-11,413.545
2002-01-14,409.386
2002-01-15,408.826
2002-01-16,403.928
2002-01-17,405.504
2002-01-18,406.626
2002-01-21,405.439
2002-01-22,402.745
2002-01-23,403.53
2002-01-24,405.46
2002-01-25,401.368
2002-01-28,403.841
2002-01-29,399.389
2002-01-30,395.082
2002-01-31,398.454
2002-02-01,397.492
2002-02-04,395.617
2002-02-05,390.022
2002-02-06,387.12
2002-02-07,390.295
2002-02-08,391.51
2002-02-11,396.42
2002-02-12,397.899
2002-02-13,399.277
2002-02-14,401.981
2002-02-15,400.524
2002-02-18,398.47
2002-02-19,392.222
2002-02-20,389.531
2002-02-21,393.736
2002-02-22,393.266
2002-02-25,394.738
2002-02-26,395.347
2002-02-27,399.728
2002-02-28,400.838
2002-03-01,405.439
2002-03-04,417.787
2002-03-05,416.698
2002-03-06,420.173
2002-03-07,429.102
2002-03-08,429.459
2002-03-11,429.99
2002-03-12,423.401
2002-03-13,421.423
2002-03-14,425.124
2002-03-15,428.515
2002-03-18,427.262
2002-03-19,430.524
2002-03-20,428.103
2002-03-21,426.329
2002-03-22,424.312
2002-03-25,421.014
2002-03-26,420.904
2002-03-27,421.775
2002-03-28,425.148
2002-03-29,423.279
2002-04-01,424.652
2002-04-02,424.86
2002-04-03,425.783
2002-04-04,424.851
2002-04-05,424.214
2002-04-08,419.745
2002-04-09,419.111
2002-04-10,422.842
2002-04-11,418.936
2002-04-12,417.526
2002-04-15,420.68
2002-04-16,427.143
2002-04-17,430.847
2002-04-18,431.276
2002-04-19,430.885
2002-04-22,430.409
2002-04-23,429.594
2002-04-24,429.121
2002-04-25,429.486
2002-04-26,427.589
2002-04-29,427.019
2002-04-30,427.589
2002-05-01,429.94
2002-05-02,428.494
2002-05-03,430.419
2002-05-06,429.9
2002-05-07,424.503
2002-05-08,429.306
2002-05-09,429.164
2002-05-10,428.023
2002-05-13,428.877
2002-05-14,428.14
2002-05-15,433.581
2002-05-16,435.109
2002-05-17,439.91
2002-05-20,439.514
2002-05-21,439.24
2002-05-22,439.52
2002-05-23,437.978
2002-05-24,438.86
2002-05-27,437.582
2002-05-28,438.333
2002-05-29,437.787
2002-05-30,436.587
2002-05-31,436.859
2002-06-03,437.018
2002-06-04,432.003
2002-06-05,427.795
2002-06-06,428.439
2002-06-07,423.986
2002-06-10,423.445
2002-06-11,425.034
2002-06-12,419.661
2002-06-13,414.712
2002-06-14,406.602
2002-06-17,411.366
2002-06-18,412.628
2002-06-19,407.935
2002-06-20,406.214
2002-06-21,406.132
2002-06-24,402.816
2002-06-25,406.541
2002-06-26,404.637
2002-06-27,407.145
2002-06-28,418.905
2002-07-01,419.719
2002-07-02,410.945
2002-07-03,403.945
2002-07-04,407.48
2002-07-05,416.894
2002-07-08,420.225
2002-07-09,421.005
2002-07-10,409.972
2002-07-11,399.242
2002-07-12,399.793
2002-07-15,389.566
2002-07-16,388.536
2002-07-17,394.889
2002-07-18,400.286
2002-07-19,388.658
2002-07-22,374.06
2002-07-23,365.155
2002-07-24,360.978
2002-07-25,369.512
2002-07-26,364.936
2002-07-29,375.853
2002-07-30,379.539
2002-07-31,378.925
2002-08-01,369.218
2002-08-02,369.105
2002-08-05,361.734
2002-08-06,362.127
2002-08-07,364.535
2002-08-08,372.199
2002-08-09,378.692
2002-08-12,373.992
2002-08-13,376.013
2002-08-14,374.566
2002-08-15,380.438
2002-08-16,382.54
2002-08-19,385.334
2002-08-20,381.787
2002-08-21,385.953
2002-08-22,389.456
2002-08-23,386.292
2002-08-26,386.306
2002-08-27,391.774
2002-08-28,381.741
2002-08-29,377.165
2002-08-30,378.487
2002-09-02,374.734
2002-09-03,366.142
2002-09-04,364.127
2002-09-05,363.502
2002-09-06,367.473
2002-09-09,365.114
2002-09-10,368.783
2002-09-11,372.882
2002-09-12,366.111
2002-09-13,360.464
2002-09-16,357.619
2002-09-17,356.871
2002-09-18,350.377
2002-09-19,348.92
2002-09-20,346.422
2002-09-23,338.438
2002-09-24,333.592
2002-09-25,335.524
2002-09-26,345.609
2002-09-27,346.921
2002-09-30,339.281
2002-10-01,339.465
2002-10-02,343.785
2002-10-03,340.365
2002-10-04,335.211
2002-10-07,328.775
2002-10-08,324.935
2002-10-09,323.212
2002-10-10,326.588
2002-10-11,338.266
2002-10-14,336.616
2002-10-15,351.243
2002-10-16,348.519
2002-10-17,354.24
2002-10-18,353.739
2002-10-21,354.472
2002-10-22,350.812
2002-10-23,345.435
2002-10-24,349.764
2002-10-25,350.612
2002-10-28,354.945
2002-10-29,345.985
2002-10-30,351.182
2002-10-31,355.434
2002-11-01,354.744
2002-11-04,362.826
2002-11-05,366.769
2002-11-06,363.884
2002-11-07,362.293
2002-11-08,359.832
2002-11-11,355.311
2002-11-12,358.235
2002-11-13,355.277
2002-11-14,357.655
2002-11-15,361.384
2002-11-18,362.246
2002-11-19,360.752
2002-11-20,359.324
2002-11-21,367.733
2002-11-22,368.982
2002-11-25,367.165
2002-11-26,362.063
2002-11-27,366.625
2002-11-28,371.784
2002-11-29,371.265
2002-12-02,370.393
2002-12-03,366.008
2002-12-04,363.564
2002-12-05,360.034
2002-12-06,361.006
2002-12-09,355.61
2002-12-10,356.666
2002-12-11,358.511
2002-12-12,357.145
2002-12-13,355.619
2002-12-16,360.099
2002-12-17,359.652
2002-12-18,352.867
2002-12-19,352.791
2002-12-20,355.299
2002-12-23,356.421
2002-12-24,358.04
2002-12-25,357.839
2002-12-26,359.483
2002-12-27,354.528
2002-12-30,358.027
2002-12-31,360.457
2003-01-01,360.456
2003-01-02,364.422
2003-01-03,367.133
2003-01-06,372.187
2003-01-07,367.653
2003-01-08,361.97
2003-01-09,365.786
2003-01-10,367.927
2003-01-13,368.847
2003-01-14,371.896
2003-01-15,369.429
2003-01-16,369.092
2003-01-17,365.898
2003-01-20,362.171
2003-01-21,360.488
2003-01-22,356.207
2003-01-23,357.568
2003-01-24,355.988
2003-01-27,346.534
2003-01-28,345.868
2003-01-29,346.09
2003-01-30,348.334
2003-01-31,347.395
2003-02-03,352.288
2003-02-04,349.027
2003-02-05,352.05
2003-02-06,346.608
2003-02-07,344.129
2003-02-10,341.398
2003-02-11,344.722
2003-02-12,342.572
2003-02-13,343.077
2003-02-14,345.822
2003-02-17,349.556
2003-02-18,351.035
2003-02-19,347.553
2003-02-20,347.625
2003-02-21,348.205
2003-02-24,345.813
2003-02-25,337.471
2003-02-26,337.216
2003-02-27,337.52
2003-02-28,341.354
2003-03-03,344.461
2003-03-04,340.949
2003-03-05,340.194
2003-03-06,337.429
2003-03-07,333.0
2003-03-10,327.117
2003-03-11,325.206
2003-03-12,318.691
2003-03-13,325.778
2003-03-14,332.731
2003-03-17,337.232
2003-03-18,338.032
2003-03-19,340.4
2003-03-20,341.521
2003-03-21,346.195
2003-03-24,341.857
2003-03-25,343.46
2003-03-26,344.898
2003-03-27,342.371
2003-03-28,341.482
2003-03-31,335.41
2003-04-01,338.043
2003-04-02,343.212
2003-04-03,343.698
2003-04-04,345.671
2003-04-07,352.893
2003-04-08,349.824
2003-04-09,349.47
2003-04-10,348.492
2003-04-11,347.559
2003-04-14,349.906
2003-04-15,355.127
2003-04-16,354.508
2003-04-17,357.719
2003-04-18,357.875
2003-04-21,356.496
2003-04-22,360.01
2003-04-23,362.865
2003-04-24,361.422
2003-04-25,357.167
2003-04-28,361.281
2003-04-29,361.523
2003-04-30,367.395
2003-05-01,369.609
2003-05-02,370.392
2003-05-05,373.931
2003-05-06,380.903
2003-05-07,379.422
2003-05-08,375.285
2003-05-09,378.623
2003-05-12,381.526
2003-05-13,381.632
2003-05-14,382.713
2003-05-15,384.025
2003-05-16,386.825
2003-05-19,380.992
2003-05-20,381.505
2003-05-21,379.727
2003-05-22,383.214
2003-05-23,385.394
2003-05-26,386.338
2003-05-27,386.894
2003-05-28,388.958
2003-05-29,393.104
2003-05-30,391.521
2003-06-02,397.866
2003-06-03,395.896
2003-06-04,398.703
2003-06-05,403.095
2003-06-06,405.885
2003-06-09,404.581
2003-06-10,403.869
2003-06-11,410.333
2003-06-12,412.086
2003-06-13,410.703
2003-06-16,415.258
2003-06-17,418.691
2003-06-18,417.729
2003-06-19,413.245
2003-06-20,413.804
2003-06-23,408.072
2003-06-24,403.975
2003-06-25,406.843
2003-06-26,402.478
2003-06-27,403.747
2003-06-30,401.686
2003-07-01,401.674
2003-07-02,407.902
2003-07-03,411.258
2003-07-04,409.222
2003-07-07,413.679
2003-07-08,412.556
2003-07-09,411.589
2003-07-10,408.958
2003-07-11,408.448
2003-07-14,413.47
2003-07-15,410.134
2003-07-16,407.372
2003-07-17,401.731
2003-07-18,402.684
2003-07-21,403.342
2003-07-22,404.211
2003-07-23,407.981
2003-07-24,413.79
2003-07-25,413.952
2003-07-28,416.859
2003-07-29,415.702
2003-07-30,411.604
2003-07-31,410.936
2003-08-01,409.698
2003-08-04,408.521
2003-08-05,409.502
2003-08-06,405.897
2003-08-07,407.922
2003-08-08,408.946
2003-08-11,411.872
2003-08-12,413.563
2003-08-13,416.101
2003-08-14,419.883
2003-08-15,420.199
2003-08-18,421.614
2003-08-19,421.764
2003-08-20,423.975
2003-08-21,423.925
2003-08-22,422.063
2003-08-25,420.764
2003-08-26,417.902
2003-08-27,419.629
2003-08-28,420.699
2003-08-29,422.583
2003-09-01,428.18
2003-09-02,427.118
2003-09-03,431.584
2003-09-04,432.207
2003-09-05,434.009
2003-09-08,437.482
2003-09-09,438.469
2003-09-10,435.235
2003-09-11,433.612
2003-09-12,436.581
2003-09-15,437.447
2003-09-16,440.477
2003-09-17,443.986
2003-09-18,448.053
2003-09-19,448.769
2003-09-22,446.115
2003-09-23,445.878
2003-09-24,445.825
2003-09-25,442.512
2003-09-26,438.942
2003-09-29,438.688
2003-09-30,437.051
2003-10-01,444.92
2003-10-02,449.204
2003-10-03,455.213
2003-10-06,455.74
2003-10-07,458.424
2003-10-08,457.024
2003-10-09,461.179
2003-10-10,464.517
2003-10-13,466.028
2003-10-14,466.772
2003-10-15,467.524
2003-10-16,470.05
2003-10-17,467.966
2003-10-20,469.026
2003-10-21,470.115
2003-10-22,466.725
2003-10-23,457.275
2003-10-24,458.936
2003-10-27,461.986
2003-10-28,464.45
2003-10-29,467.668
2003-10-30,469.161
2003-10-31,465.067
2003-11-03,464.515
2003-11-04,468.526
2003-11-05,465.749
2003-11-06,462.449
2003-11-07,468.038
2003-11-10,466.952
2003-11-11,462.118
2003-11-12,465.944
2003-11-13,470.731
2003-11-14,471.919
2003-11-17,462.209
2003-11-18,465.737
2003-11-19,461.999
2003-11-20,463.388
2003-11-21,464.503
2003-11-24,465.439
2003-11-25,467.451
2003-11-26,472.427
2003-11-27,473.464
2003-11-28,473.908
2003-12-01,480.333
2003-12-02,483.337
2003-12-03,485.788
2003-12-04,484.813
2003-12-05,484.744
2003-12-08,483.541
2003-12-09,485.148
2003-12-10,480.852
2003-12-11,480.85
2003-12-12,485.58
2003-12-15,489.616
2003-12-16,487.049
2003-12-17,487.267
2003-12-18,489.736
2003-12-19,491.218
2003-12-22,493.201
2003-12-23,495.155
2003-12-24,497.206
2003-12-25,497.334
2003-12-26,498.173
2003-12-29,501.484
2003-12-30,506.01
2003-12-31,509.052
2004-01-01,509.054
2004-01-02,512.637
2004-01-05,520.212
2004-01-06,522.16
2004-01-07,518.825
2004-01-08,523.556
2004-01-09,526.38
2004-01-12,524.821
2004-01-13,524.801
2004-01-14,525.089
2004-01-15,521.253
2004-01-16,519.979
2004-01-19,521.174
2004-01-20,526.58
2004-01-21,529.64
2004-01-22,533.003
2004-01-23,532.317
2004-01-26,527.083
2004-01-27,529.046
2004-01-28,528.449
2004-01-29,517.435
2004-01-30,517.768
2004-02-02,519.435
2004-02-03,521.497
2004-02-04,516.474
2004-02-05,518.91
2004-02-06,524.94
2004-02-09,528.434
2004-02-10,529.262
2004-02-11,529.706
2004-02-12,535.041
2004-02-13,534.802
2004-02-16,536.178
2004-02-17,541.41
2004-02-18,540.8
2004-02-19,539.856
2004-02-20,532.283
2004-02-23,533.925
2004-02-24,532.124
2004-02-25,529.445
2004-02-26,526.895
2004-02-27,530.266
2004-03-01,537.952
2004-03-02,534.795
2004-03-03,528.262
2004-03-04,531.496
2004-03-05,538.934
2004-03-08,537.155
2004-03-09,536.407
2004-03-10,528.25
2004-03-11,518.685
2004-03-12,516.213
2004-03-15,512.775
2004-03-16,519.633
2004-03-17,523.795
2004-03-18,526.563
2004-03-19,526.088
2004-03-22,519.512
2004-03-23,518.807
2004-03-24,517.456
2004-03-25,522.56
2004-03-26,524.184
2004-03-29,530.113
2004-03-30,531.223
2004-03-31,535.96
2004-04-01,542.592
2004-04-02,542.535
2004-04-05,541.536
2004-04-06,541.66
2004-04-07,545.083
2004-04-08,544.127
2004-04-09,542.16
2004-04-12,543.644
2004-04-13,540.413
2004-04-14,532.072
2004-04-15,529.416
2004-04-16,535.226
2004-04-19,534.298
2004-04-20,535.401
2004-04-21,529.18
2004-04-22,530.552
2004-04-23,532.575
2004-04-26,535.405
2004-04-27,534.395
2004-04-28,526.666
2004-04-29,525.454
2004-04-30,521.387
2004-05-03,522.222
2004-05-04,529.144
2004-05-05,533.133
2004-05-06,523.924
2004-05-07,513.965
2004-05-10,493.98
2004-05-11,496.658
2004-05-12,500.426
2004-05-13,497.286
2004-05-14,495.317
2004-05-17,490.367
2004-05-18,493.916
2004-05-19,507.377
2004-05-20,501.222
2004-05-21,507.718
2004-05-24,508.462
2004-05-25,509.992
2004-05-26,514.638
2004-05-27,522.969
2004-05-28,522.08
2004-05-31,522.81
2004-06-01,521.834
2004-06-02,523.453
2004-06-03,520.27
2004-06-04,523.231
2004-06-07,533.184
2004-06-08,533.578
2004-06-09,528.055
2004-06-10,529.714
2004-06-11,526.026
2004-06-14,521.834
2004-06-15,524.292
2004-06-16,527.886
2004-06-17,529.786
2004-06-18,531.894
2004-06-21,533.03
2004-06-22,528.939
2004-06-23,530.286
2004-06-24,538.045
2004-06-25,536.258
2004-06-28,541.28
2004-06-29,536.902
2004-06-30,536.378
2004-07-01,536.757
2004-07-02,536.759
2004-07-05,533.231
2004-07-06,531.039
2004-07-07,533.537
2004-07-08,534.349
2004-07-09,535.744
2004-07-12,536.647
2004-07-13,534.067
2004-07-14,533.292
2004-07-15,528.598
2004-07-16,533.037
2004-07-19,531.759
2004-07-20,529.117
2004-07-21,527.301
2004-07-22,523.001
2004-07-23,517.3
2004-07-26,514.269
2004-07-27,511.803
2004-07-28,513.14
2004-07-29,516.787
2004-07-30,519.247
2004-08-02,519.242
2004-08-03,520.757
2004-08-04,515.823
2004-08-05,515.734
2004-08-06,515.149
2004-08-09,510.938
2004-08-10,514.506
2004-08-11,510.464
2004-08-12,509.627
2004-08-13,510.581
2004-08-16,512.331
2004-08-17,513.511
2004-08-18,513.705
2004-08-19,519.028
2004-08-20,517.993
2004-08-23,519.13
2004-08-24,516.494
2004-08-25,517.743
2004-08-26,520.634
2004-08-27,522.672
2004-08-30,521.454
2004-08-31,521.483
2004-09-01,525.585
2004-09-02,526.616
2004-09-03,523.285
2004-09-06,527.54
2004-09-07,528.783
2004-09-08,530.033
2004-09-09,527.37
2004-09-10,532.338
2004-09-13,534.432
2004-09-14,535.944
2004-09-15,528.866
2004-09-16,530.59
2004-09-17,531.895
2004-09-20,530.807
2004-09-21,535.66
2004-09-22,532.829
2004-09-23,532.759
2004-09-24,530.971
2004-09-27,528.627
2004-09-28,530.53
2004-09-29,532.581
2004-09-30,536.431
2004-10-01,543.047
2004-10-04,544.415
2004-10-05,546.628
2004-10-06,547.391
2004-10-07,546.282
2004-10-08,550.247
2004-10-11,549.642
2004-10-12,542.505
2004-10-13,541.092
2004-10-14,541.758
2004-10-15,543.932
2004-10-18,542.955
2004-10-19,547.694
2004-10-20,546.116
2004-10-21,548.493
2004-10-22,549.456
2004-10-25,547.377
2004-10-26,548.605
2004-10-27,553.428
2004-10-28,557.007
2004-10-29,555.506
2004-11-01,558.244
2004-11-02,562.008
2004-11-03,567.328
2004-11-04,569.961
2004-11-05,574.85
2004-11-08,574.678
2004-11-09,572.97
2004-11-10,572.707
2004-11-11,574.941
2004-11-12,580.607
2004-11-15,582.913
2004-11-16,581.81
2004-11-17,587.797
2004-11-18,585.538
2004-11-19,586.862
2004-11-22,582.202
2004-11-23,584.143
2004-11-24,587.536
2004-11-25,593.879
2004-11-26,593.334
2004-11-29,595.324
2004-11-30,592.491
2004-12-01,595.802
2004-12-02,598.229
2004-12-03,601.512
2004-12-06,600.421
2004-12-07,599.691
2004-12-08,591.072
2004-12-09,586.242
2004-12-10,585.323
2004-12-13,592.059
2004-12-14,592.905
2004-12-15,599.856
2004-12-16,596.647
2004-12-17,594.411
2004-12-20,601.816
2004-12-21,599.941
2004-12-22,603.497
2004-12-23,607.721
2004-12-24,611.471
2004-12-27,614.375
2004-12-28,614.806
2004-12-29,612.782
2004-12-30,617.611
2004-12-31,617.975
2005-01-03,615.155
2005-01-04,609.044
2005-01-05,604.565
2005-01-06,601.918
2005-01-07,600.599
2005-01-10,603.016
2005-01-11,604.343
2005-01-12,607.261
2005-01-13,605.204
2005-01-14,603.636
2005-01-17,606.279
2005-01-18,603.539
2005-01-19,604.681
2005-01-20,598.102
2005-01-21,599.299
2005-01-24,601.871
2005-01-25,599.723
2005-01-26,606.78
2005-01-27,606.69
2005-01-28,603.685
2005-01-31,608.239
2005-02-01,609.831
2005-02-02,613.155
2005-02-03,609.148
2005-02-04,613.57
2005-02-07,612.46
2005-02-08,609.4
2005-02-09,610.117
2005-02-10,614.956
2005-02-11,618.124
2005-02-14,623.596
2005-02-15,625.416
2005-02-16,622.364
2005-02-17,625.497
2005-02-18,626.663
2005-02-21,626.955
2005-02-22,629.647
2005-02-23,623.733
2005-02-24,623.807
2005-02-25,630.252
2005-02-28,634.785
2005-03-01,634.658
2005-03-02,632.667
2005-03-03,633.615
2005-03-04,642.183
2005-03-07,639.957
2005-03-08,644.089
2005-03-09,643.461
2005-03-10,639.988
2005-03-11,643.362
2005-03-14,638.18
2005-03-15,640.022
2005-03-16,640.141
2005-03-17,637.494
2005-03-18,636.086
2005-03-21,631.262
2005-03-22,632.642
2005-03-23,621.134
2005-03-24,620.158
2005-03-25,620.764
2005-03-28,618.101
2005-03-29,616.481
2005-03-30,616.659
2005-03-31,621.004
2005-04-01,622.138
2005-04-04,614.159
2005-04-05,618.598
2005-04-06,620.982
2005-04-07,624.592
2005-04-08,624.017
2005-04-11,626.397
2005-04-12,620.815
2005-04-13,623.678
2005-04-14,616.745
2005-04-15,612.141
2005-04-18,602.34
2005-04-19,609.377
2005-04-20,609.568
2005-04-21,609.354
2005-04-22,614.353
2005-04-25,613.526
2005-04-26,610.619
2005-04-27,605.204
2005-04-28,603.068
2005-04-29,605.191
2005-05-02,604.602
2005-05-03,607.1
2005-05-04,612.766
2005-05-05,614.705
2005-05-06,615.677
2005-05-09,613.187
2005-05-10,611.724
2005-05-11,608.11
2005-05-12,605.068
2005-05-13,600.947
2005-05-16,596.677
2005-05-17,596.233
2005-05-18,601.144
2005-05-19,605.199
2005-05-20,602.282
2005-05-23,607.456
2005-05-24,607.967
2005-05-25,606.145
2005-05-26,606.334
2005-05-27,608.55
2005-05-30,610.242
2005-05-31,606.163
2005-06-01,609.21
2005-06-02,610.047
2005-06-03,610.417
2005-06-06,610.856
2005-06-07,614.467
2005-06-08,616.787
2005-06-09,610.01
2005-06-10,610.665
2005-06-13,608.109
2005-06-14,609.547
2005-06-15,612.016
2005-06-16,614.697
2005-06-17,622.154
2005-06-20,618.693
2005-06-21,621.248
2005-06-22,622.094
2005-06-23,620.827
2005-06-24,617.909
2005-06-27,615.254
2005-06-28,616.656
2005-06-29,617.493
2005-06-30,616.722
2005-07-01,613.639
2005-07-04,613.344
2005-07-05,612.252
2005-07-06,615.641
2005-07-07,608.558
2005-07-08,613.488
2005-07-11,622.213
2005-07-12,627.044
2005-07-13,623.98
2005-07-14,626.745
2005-07-15,623.82
2005-07-18,624.363
2005-07-19,622.058
2005-07-20,622.306
2005-07-21,630.866
2005-07-22,630.709
2005-07-25,629.8
2005-07-26,627.24
2005-07-27,630.421
2005-07-28,634.155
2005-07-29,637.226
2005-08-01,640.832
2005-08-02,646.018
2005-08-03,649.891
2005-08-04,647.9
2005-08-05,641.862
2005-08-08,646.658
2005-08-09,649.194
2005-08-10,659.254
2005-08-11,663.784
2005-08-12,663.779
2005-08-15,661.181
2005-08-16,659.418
2005-08-17,656.338
2005-08-18,648.331
2005-08-19,651.039
2005-08-22,658.87
2005-08-23,655.353
2005-08-24,655.026
2005-08-25,653.598
2005-08-26,653.429
2005-08-29,649.145
2005-08-30,647.392
2005-08-31,655.244
2005-09-01,667.978
2005-09-02,671.333
2005-09-05,674.195
2005-09-06,675.256
2005-09-07,675.511
2005-09-08,672.524
2005-09-09,678.456
2005-09-12,675.535
2005-09-13,671.717
2005-09-14,675.573
2005-09-15,673.626
2005-09-16,675.51
2005-09-19,675.037
2005-09-20,678.946
2005-09-21,677.916
2005-09-22,672.148
2005-09-23,670.002
2005-09-26,677.418
2005-09-27,673.506
2005-09-28,679.963
2005-09-29,683.201
2005-09-30,684.764
2005-10-03,681.501
2005-10-04,683.97
2005-10-05,676.827
2005-10-06,671.514
2005-10-07,669.297
2005-10-10,667.754
2005-10-11,669.978
2005-10-12,667.955
2005-10-13,658.207
2005-10-14,663.605
2005-10-17,661.295
2005-10-18,654.595
2005-10-19,648.2
2005-10-20,649.732
2005-10-21,648.665
2005-10-24,651.741
2005-10-25,658.413
2005-10-26,659.79
2005-10-27,658.912
2005-10-28,655.834
2005-10-31,663.659
2005-11-01,667.271
2005-11-02,672.205
2005-11-03,676.694
2005-11-04,670.116
2005-11-07,671.254
