Date,NORWAY SMALL GROWTH Small Cap
2008-09-30,550.25
2008-10-31,401.907
2008-11-28,369.763
2008-12-31,356.509
2009-01-30,355.779
2009-02-27,342.407
2009-03-31,384.895
2009-04-30,437.677
2009-05-29,552.582
2009-06-30,552.493
2009-07-31,594.43
2009-08-31,611.15
2009-09-30,677.418
2009-10-30,718.559
2009-11-30,748.152
2009-12-31,787.713
2010-01-29,805.599
2010-02-26,806.533
2010-03-31,866.723
2010-04-30,884.966
2010-05-31,702.425
2010-06-30,646.379
2010-07-30,734.413
2010-08-31,711.846
2010-09-30,829.249
2010-10-29,898.796
2010-11-30,853.766
2010-12-31,1045.499
2011-01-31,1062.661
2011-02-28,1111.592
2011-03-31,1131.814
2011-04-29,1165.344
2011-05-31,1154.256
2011-06-30,1105.811
2011-07-29,1085.758
2011-08-31,971.747
2011-09-30,762.148
2011-10-31,908.878
2011-11-30,854.719
2011-12-30,840.431
2012-01-31,961.803
2012-02-29,1111.014
2012-03-30,1088.973
2012-04-30,1092.957
2012-05-31,923.473
2012-06-29,1020.989
2012-07-31,1035.201
2012-08-31,1100.934
2012-09-28,1179.186
2012-10-31,1154.271
2012-11-30,1160.384
2012-12-31,1202.053
2013-01-31,1266.412
2013-02-28,1323.332
2013-03-29,1294.174
2013-04-30,1304.266
2013-05-31,1326.363
2013-06-28,1248.876
2013-07-31,1348.892
2013-08-30,1278.565
2013-09-30,1339.758
2013-10-31,1450.478
2013-11-29,1517.621
2013-12-31,1548.516
2014-01-31,1432.485
2014-02-28,1599.275
2014-03-31,1558.761
2014-04-30,1518.886
2014-05-30,1561.107
2014-06-30,1523.974
2014-07-31,1445.677
2014-08-29,1478.167
2014-09-30,1435.095
2014-10-31,1308.049
2014-11-28,1347.106
2014-12-31,1292.465
2015-01-30,1287.987
2015-02-27,1205.239
2015-03-31,1129.666
2015-04-30,1294.965
2015-05-29,1251.39
2015-06-30,1225.55
2015-07-31,1233.317
2015-08-31,1149.569
2015-09-30,1121.599
2015-10-30,1125.642
2015-11-30,1177.647
2015-12-31,1172.826
2016-01-29,1077.54
2016-02-29,1156.865
2016-03-31,1243.914
2016-04-29,1345.322
2016-05-31,1328.993
2016-06-30,1280.361
2016-07-29,1324.649
2016-08-31,1319.622
2016-09-30,1409.565
2016-10-31,1389.877
2016-11-30,1355.734
2016-12-30,1375.718
2017-01-31,1414.491
2017-02-28,1376.628
2017-03-31,1283.484
2017-04-28,1368.157
2017-05-31,1375.305
2017-06-30,1329.899
2017-07-31,1453.619
2017-08-31,1486.146
2017-09-29,1525.113
2017-10-31,1535.417
2017-11-30,1455.644
2017-12-29,1516.744
2018-01-31,1584.105
2018-02-28,1578.248
2018-03-30,1546.655
2018-04-30,1653.486
2018-05-31,1620.965
2018-06-29,1614.91
2018-07-31,1648.059
2018-08-31,1588.794
2018-09-28,1648.738
2018-10-31,1478.301
2018-11-30,1371.275
2018-12-31,1200.719
2019-01-31,1306.768
2019-02-28,1308.458
2019-03-29,1334.313
2019-04-30,1356.994
2019-05-31,1303.309
2019-06-28,1320.664
2019-07-31,1294.159
2019-08-30,1244.592
2019-09-30,1256.122
2019-10-31,1288.581
2019-11-29,1326.861
2019-12-31,1458.246
2020-01-31,1377.769
2020-02-28,1249.767
2020-03-31,975.282
2020-04-30,1089.805
2020-05-29,1252.342
2020-06-30,1298.086
2020-07-31,1488.354
2020-08-31,1700.452
2020-09-30,1592.498
2020-10-30,1494.725
2020-11-30,1817.768
2020-12-31,2101.491
2021-01-29,2086.396
2021-02-26,2008.792
2021-03-31,2089.79
2021-04-30,2205.345
2021-05-31,2213.321
2021-06-30,2135.643
2021-07-30,2115.774
2021-08-31,2177.481
2021-09-30,2033.54
2021-10-29,2234.774
2021-11-30,2115.447
2021-12-31,2157.424
2022-01-31,1836.338
2022-02-28,1862.918
2022-03-31,1923.465
2022-04-29,1747.625
2022-05-31,1687.292
2022-06-30,1422.824
2022-07-29,1677.433
2022-08-31,1570.055
2022-09-30,1219.167
2022-10-31,1321.899
2022-11-30,1483.664
2022-12-30,1457.261
2023-01-31,1518.521
2023-02-28,1551.427
2023-03-31,1518.994
2023-04-28,1462.099
2023-05-31,1419.57
2023-06-30,1459.018
2023-07-31,1563.449
2023-08-31,1420.462
2023-09-29,1368.408
2023-10-31,1222.969
2023-11-30,1332.941
2023-12-29,1480.318
2024-01-31,1397.535
2024-02-29,1408.173
2024-03-29,1481.568
2024-04-30,1469.957
2024-05-31,1665.642
2024-06-28,1625.175
2024-07-31,1630.674
2024-08-30,1619.302
2024-09-30,1563.34
2024-10-31,1504.021
2024-11-29,1496.913
2024-12-31,1419.166
2025-01-31,1490.694
2025-02-28,1448.178
2025-03-31,1453.002
2025-04-30,1491.099
2025-05-30,1610.234
2025-06-30,1696.979
2025-07-31,1752.6
2025-08-29,1835.301
