Date,NORWAY SMALL GROWTH Small Cap
2002-04-02,383.816
2002-04-03,383.208
2002-04-04,373.871
2002-04-05,380.36
2002-04-08,372.795
2002-04-09,378.247
2002-04-10,375.819
2002-04-11,381.234
2002-04-12,380.061
2002-04-15,379.177
2002-04-16,380.936
2002-04-17,383.24
2002-04-18,386.752
2002-04-19,386.5
2002-04-22,382.308
2002-04-23,380.398
2002-04-24,378.012
2002-04-25,371.409
2002-04-26,370.703
2002-04-29,367.64
2002-04-30,363.399
2002-05-01,365.639
2002-05-02,370.431
2002-05-03,375.051
2002-05-06,372.711
2002-05-07,367.03
2002-05-08,372.237
2002-05-09,372.894
2002-05-10,374.398
2002-05-13,369.434
2002-05-14,377.188
2002-05-15,376.735
2002-05-16,377.987
2002-05-17,382.027
2002-05-20,383.152
2002-05-21,380.352
2002-05-22,380.052
2002-05-23,376.403
2002-05-24,370.353
2002-05-27,370.184
2002-05-28,368.872
2002-05-29,360.547
2002-05-30,354.498
2002-05-31,354.735
2002-06-03,357.481
2002-06-04,345.965
2002-06-05,349.35
2002-06-06,352.55
2002-06-07,341.618
2002-06-10,340.435
2002-06-11,350.331
2002-06-12,345.387
2002-06-13,346.507
2002-06-14,337.201
2002-06-17,346.473
2002-06-18,352.679
2002-06-19,350.657
2002-06-20,338.232
2002-06-21,334.662
2002-06-24,324.475
2002-06-25,330.275
2002-06-26,314.771
2002-06-27,334.098
2002-06-28,331.766
2002-07-01,338.246
2002-07-02,338.132
2002-07-03,329.121
2002-07-04,329.349
2002-07-05,337.605
2002-07-08,350.643
2002-07-09,354.425
2002-07-10,346.104
2002-07-11,346.767
2002-07-12,346.965
2002-07-15,347.593
2002-07-16,347.993
2002-07-17,359.007
2002-07-18,355.328
2002-07-19,344.297
2002-07-22,328.996
2002-07-23,312.015
2002-07-24,293.211
2002-07-25,305.846
2002-07-26,305.975
2002-07-29,309.031
2002-07-30,319.312
2002-07-31,320.022
2002-08-01,315.091
2002-08-02,314.662
2002-08-05,305.851
2002-08-06,294.539
2002-08-07,301.376
2002-08-08,303.194
2002-08-09,304.447
2002-08-12,296.506
2002-08-13,295.2
2002-08-14,294.486
2002-08-15,297.092
2002-08-16,298.854
2002-08-19,292.7
2002-08-20,300.083
2002-08-21,301.44
2002-08-22,302.758
2002-08-23,298.565
2002-08-26,297.542
2002-08-27,300.18
2002-08-28,296.024
2002-08-29,294.484
2002-08-30,287.887
2002-09-02,280.422
2002-09-03,272.439
2002-09-04,264.643
2002-09-05,257.452
2002-09-06,261.546
2002-09-09,253.397
2002-09-10,253.968
2002-09-11,256.943
2002-09-12,254.874
2002-09-13,250.001
2002-09-16,244.011
2002-09-17,245.52
2002-09-18,241.552
2002-09-19,235.262
2002-09-20,238.908
2002-09-23,231.172
2002-09-24,224.862
2002-09-25,226.57
2002-09-26,234.603
2002-09-27,227.418
2002-09-30,222.988
2002-10-01,226.792
2002-10-02,227.123
2002-10-03,229.884
2002-10-04,226.207
2002-10-07,218.787
2002-10-08,218.947
2002-10-09,221.083
2002-10-10,222.712
2002-10-11,237.198
2002-10-14,240.373
2002-10-15,256.992
2002-10-16,254.842
2002-10-17,254.034
2002-10-18,245.645
2002-10-21,248.444
2002-10-22,247.712
2002-10-23,248.028
2002-10-24,248.259
2002-10-25,246.391
2002-10-28,246.779
2002-10-29,240.941
2002-10-30,243.632
2002-10-31,251.297
2002-11-01,252.25
2002-11-04,263.119
2002-11-05,262.265
2002-11-06,262.472
2002-11-07,260.901
2002-11-08,258.744
2002-11-11,257.097
2002-11-12,255.776
2002-11-13,256.85
2002-11-14,255.623
2002-11-15,257.527
2002-11-18,262.238
2002-11-19,259.274
2002-11-20,257.306
2002-11-21,265.305
2002-11-22,270.011
2002-11-25,265.056
2002-11-26,271.375
2002-11-27,270.989
2002-11-28,279.217
2002-11-29,290.502
2002-12-02,289.451
2002-12-03,278.558
2002-12-04,276.086
2002-12-05,262.475
2002-12-06,215.809
2002-12-09,216.906
2002-12-10,219.279
2002-12-11,223.249
2002-12-12,220.53
2002-12-13,217.3
2002-12-16,213.612
2002-12-17,216.372
2002-12-18,211.828
2002-12-19,211.948
2002-12-20,210.436
2002-12-23,206.78
2002-12-24,207.727
2002-12-25,207.727
2002-12-26,207.951
2002-12-27,202.509
2002-12-30,202.765
2002-12-31,203.7
2003-01-01,203.7
2003-01-02,207.33
2003-01-03,208.011
2003-01-06,202.272
2003-01-07,210.411
2003-01-08,206.995
2003-01-09,214.675
2003-01-10,217.008
2003-01-13,225.707
2003-01-14,230.411
2003-01-15,231.745
2003-01-16,233.879
2003-01-17,231.149
2003-01-20,229.53
2003-01-21,226.119
2003-01-22,222.282
2003-01-23,225.771
2003-01-24,229.781
2003-01-27,192.426
2003-01-28,190.916
2003-01-29,186.539
2003-01-30,188.791
2003-01-31,190.149
2003-02-03,190.556
2003-02-04,187.157
2003-02-05,186.638
2003-02-06,183.138
2003-02-07,181.118
2003-02-10,178.244
2003-02-11,179.567
2003-02-12,178.305
2003-02-13,173.875
2003-02-14,174.067
2003-02-17,180.185
2003-02-18,181.248
2003-02-19,175.751
2003-02-20,174.126
2003-02-21,174.146
2003-02-24,169.223
2003-02-25,160.149
2003-02-26,159.543
2003-02-27,155.794
2003-02-28,161.802
2003-03-03,167.376
2003-03-04,164.531
2003-03-05,164.911
2003-03-06,159.761
2003-03-07,154.052
2003-03-10,154.073
2003-03-11,156.338
2003-03-12,157.405
2003-03-13,157.568
2003-03-14,158.855
2003-03-17,154.744
2003-03-18,159.293
2003-03-19,163.13
2003-03-20,163.756
2003-03-21,167.482
2003-03-24,149.667
2003-03-25,151.308
2003-03-26,150.523
2003-03-27,149.649
2003-03-28,148.736
2003-03-31,150.583
2003-04-01,151.107
2003-04-02,157.555
2003-04-03,156.841
2003-04-04,158.374
2003-04-07,165.099
2003-04-08,166.432
2003-04-09,166.563
2003-04-10,166.263
2003-04-11,166.913
2003-04-14,169.047
2003-04-15,170.53
2003-04-16,176.769
2003-04-17,177.121
2003-04-18,177.121
2003-04-21,177.089
2003-04-22,175.995
2003-04-23,178.424
2003-04-24,178.345
2003-04-25,180.148
2003-04-28,181.788
2003-04-29,187.171
2003-04-30,184.542
2003-05-01,185.703
2003-05-02,183.157
2003-05-05,186.898
2003-05-06,191.185
2003-05-07,191.515
2003-05-08,192.469
2003-05-09,197.064
2003-05-12,196.972
2003-05-13,198.105
2003-05-14,201.963
2003-05-15,205.091
2003-05-16,208.205
2003-05-19,202.674
2003-05-20,201.9
2003-05-21,199.321
2003-05-22,200.056
2003-05-23,205.002
2003-05-26,204.736
2003-05-27,199.819
2003-05-28,199.5
2003-05-29,200.92
2003-05-30,199.718
2003-06-02,204.837
2003-06-03,200.985
2003-06-04,197.283
2003-06-05,200.318
2003-06-06,203.235
2003-06-09,203.614
2003-06-10,200.845
2003-06-11,201.544
2003-06-12,204.591
2003-06-13,204.213
2003-06-16,203.949
2003-06-17,206.607
2003-06-18,203.5
2003-06-19,205.494
2003-06-20,202.017
2003-06-23,200.062
2003-06-24,199.178
2003-06-25,197.42
2003-06-26,195.183
2003-06-27,198.327
2003-06-30,198.615
2003-07-01,200.265
2003-07-02,200.978
2003-07-03,201.358
2003-07-04,201.437
2003-07-07,199.728
2003-07-08,199.871
2003-07-09,199.902
2003-07-10,200.713
2003-07-11,205.512
2003-07-14,209.471
2003-07-15,207.105
2003-07-16,205.906
2003-07-17,204.046
2003-07-18,204.8
2003-07-21,207.368
2003-07-22,206.185
2003-07-23,209.469
2003-07-24,213.193
2003-07-25,217.603
2003-07-28,220.295
2003-07-29,220.653
2003-07-30,219.825
2003-07-31,220.468
2003-08-01,222.94
2003-08-04,223.492
2003-08-05,223.528
2003-08-06,223.067
2003-08-07,222.288
2003-08-08,228.314
2003-08-11,227.252
2003-08-12,225.767
2003-08-13,227.013
2003-08-14,226.155
2003-08-15,228.438
2003-08-18,227.263
2003-08-19,225.32
2003-08-20,224.231
2003-08-21,225.673
2003-08-22,226.889
2003-08-25,222.812
2003-08-26,219.722
2003-08-27,220.023
2003-08-28,224.616
2003-08-29,236.394
2003-09-01,245.409
2003-09-02,239.99
2003-09-03,242.546
2003-09-04,243.733
2003-09-05,242.761
2003-09-08,242.627
2003-09-09,243.815
2003-09-10,238.528
2003-09-11,236.657
2003-09-12,237.214
2003-09-15,238.157
2003-09-16,238.206
2003-09-17,243.383
2003-09-18,239.336
2003-09-19,237.695
2003-09-22,231.589
2003-09-23,235.935
2003-09-24,237.117
2003-09-25,230.849
2003-09-26,224.673
2003-09-29,229.746
2003-09-30,223.711
2003-10-01,229.47
2003-10-02,231.523
2003-10-03,236.684
2003-10-06,238.003
2003-10-07,236.862
2003-10-08,241.321
2003-10-09,241.93
2003-10-10,243.94
2003-10-13,244.051
2003-10-14,241.659
2003-10-15,245.043
2003-10-16,245.482
2003-10-17,243.655
2003-10-20,240.809
2003-10-21,241.557
2003-10-22,242.559
2003-10-23,239.922
2003-10-24,243.627
2003-10-27,246.575
2003-10-28,247.419
2003-10-29,252.394
2003-10-30,254.456
2003-10-31,251.726
2003-11-03,248.524
2003-11-04,249.728
2003-11-05,247.497
2003-11-06,248.811
2003-11-07,252.623
2003-11-10,250.826
2003-11-11,249.293
2003-11-12,253.969
2003-11-13,255.646
2003-11-14,261.214
2003-11-17,256.116
2003-11-18,255.983
2003-11-19,252.611
2003-11-20,253.867
2003-11-21,254.423
2003-11-24,254.238
2003-11-25,254.578
2003-11-26,258.325
2003-11-27,257.083
2003-11-28,259.283
2003-12-01,261.045
2003-12-02,263.477
2003-12-03,263.54
2003-12-04,263.557
2003-12-05,265.547
2003-12-08,265.218
2003-12-09,268.83
2003-12-10,267.76
2003-12-11,268.723
2003-12-12,271.096
2003-12-15,273.019
2003-12-16,271.021
2003-12-17,270.885
2003-12-18,268.557
2003-12-19,268.391
2003-12-22,268.57
2003-12-23,269.332
2003-12-24,268.607
2003-12-25,268.607
2003-12-26,268.228
2003-12-29,270.454
2003-12-30,271.819
2003-12-31,274.493
2004-01-01,274.493
2004-01-02,279.234
2004-01-05,281.886
2004-01-06,283.049
2004-01-07,282.721
2004-01-08,286.347
2004-01-09,291.889
2004-01-12,298.609
2004-01-13,306.581
2004-01-14,308.684
2004-01-15,303.747
2004-01-16,300.787
2004-01-19,302.536
2004-01-20,307.338
2004-01-21,307.486
2004-01-22,313.124
2004-01-23,305.76
2004-01-26,305.635
2004-01-27,307.64
2004-01-28,298.811
2004-01-29,295.616
2004-01-30,299.508
2004-02-02,299.156
2004-02-03,298.2
2004-02-04,297.336
2004-02-05,298.596
2004-02-06,299.921
2004-02-09,306.294
2004-02-10,302.491
2004-02-11,304.878
2004-02-12,310.691
2004-02-13,309.349
2004-02-16,307.888
2004-02-17,316.619
2004-02-18,320.012
2004-02-19,316.717
2004-02-20,314.228
2004-02-23,315.433
2004-02-24,308.965
2004-02-25,309.849
2004-02-26,311.032
2004-02-27,318.669
2004-03-01,322.493
2004-03-02,321.938
2004-03-03,318.109
2004-03-04,317.265
2004-03-05,322.087
2004-03-08,326.475
2004-03-09,325.397
2004-03-10,314.365
2004-03-11,301.135
2004-03-12,304.124
2004-03-15,294.733
2004-03-16,298.699
2004-03-17,296.128
2004-03-18,295.59
2004-03-19,295.264
2004-03-22,284.319
2004-03-23,289.869
2004-03-24,287.934
2004-03-25,288.514
2004-03-26,287.814
2004-03-29,290.796
2004-03-30,285.43
2004-03-31,293.33
2004-04-01,294.88
2004-04-02,294.222
2004-04-05,294.441
2004-04-06,291.088
2004-04-07,297.821
2004-04-08,296.57
2004-04-09,296.57
2004-04-12,294.035
2004-04-13,292.1
2004-04-14,289.716
2004-04-15,291.354
2004-04-16,293.153
2004-04-19,288.451
2004-04-20,286.254
2004-04-21,283.378
2004-04-22,284.903
2004-04-23,283.208
2004-04-26,283.62
2004-04-27,285.93
2004-04-28,278.988
2004-04-29,273.857
2004-04-30,271.589
2004-05-03,268.841
2004-05-04,271.248
2004-05-05,271.893
2004-05-06,266.485
2004-05-07,259.415
2004-05-10,246.44
2004-05-11,245.742
2004-05-12,248.97
2004-05-13,247.998
2004-05-14,246.045
2004-05-17,247.079
2004-05-18,248.153
2004-05-19,257.355
2004-05-20,255.702
2004-05-21,256.979
2004-05-24,259.363
2004-05-25,259.032
2004-05-26,262.907
2004-05-27,265.49
2004-05-28,263.994
2004-05-31,263.994
2004-06-01,266.876
2004-06-02,268.691
2004-06-03,267.85
2004-06-04,266.968
2004-06-07,270.901
2004-06-08,270.028
2004-06-09,267.711
2004-06-10,264.043
2004-06-11,262.727
2004-06-14,263.786
2004-06-15,266.821
2004-06-16,269.94
2004-06-17,272.869
2004-06-18,277.596
2004-06-21,276.856
2004-06-22,275.003
2004-06-23,274.827
2004-06-24,279.935
2004-06-25,283.476
2004-06-28,284.081
2004-06-29,283.44
2004-06-30,283.982
2004-07-01,285.496
2004-07-02,282.876
2004-07-05,282.918
2004-07-06,285.826
2004-07-07,285.368
2004-07-08,280.854
2004-07-09,280.017
2004-07-12,278.79
2004-07-13,276.519
2004-07-14,272.741
2004-07-15,271.355
2004-07-16,274.052
2004-07-19,271.654
2004-07-20,270.855
2004-07-21,273.759
2004-07-22,269.457
2004-07-23,265.195
2004-07-26,263.263
2004-07-27,263.096
2004-07-28,265.244
2004-07-29,267.586
2004-07-30,267.001
2004-08-02,267.825
2004-08-03,269.893
2004-08-04,270.73
2004-08-05,268.773
2004-08-06,266.388
2004-08-09,263.933
2004-08-10,265.377
2004-08-11,258.9
2004-08-12,259.671
2004-08-13,266.543
2004-08-16,271.731
2004-08-17,271.828
2004-08-18,270.402
2004-08-19,275.644
2004-08-20,275.234
2004-08-23,275.709
2004-08-24,274.469
2004-08-25,273.0
2004-08-26,274.271
2004-08-27,273.337
2004-08-30,274.354
2004-08-31,273.219
2004-09-01,277.44
2004-09-02,282.985
2004-09-03,281.105
2004-09-06,280.441
2004-09-07,279.207
2004-09-08,279.577
2004-09-09,282.179
2004-09-10,285.058
2004-09-13,284.529
2004-09-14,285.148
2004-09-15,284.439
2004-09-16,287.933
2004-09-17,288.821
2004-09-20,288.055
2004-09-21,292.071
2004-09-22,291.29
2004-09-23,293.505
2004-09-24,295.899
2004-09-27,298.445
2004-09-28,299.051
2004-09-29,300.747
2004-09-30,303.992
2004-10-01,307.876
2004-10-04,311.768
2004-10-05,310.525
2004-10-06,310.3
2004-10-07,318.455
2004-10-08,318.645
2004-10-11,314.732
2004-10-12,308.619
2004-10-13,309.629
2004-10-14,302.096
2004-10-15,305.909
2004-10-18,307.068
2004-10-19,305.923
2004-10-20,303.445
2004-10-21,310.962
2004-10-22,316.49
2004-10-25,311.992
2004-10-26,308.604
2004-10-27,310.337
2004-10-28,308.094
2004-10-29,309.49
2004-11-01,317.599
2004-11-02,315.73
2004-11-03,322.698
2004-11-04,321.543
2004-11-05,328.176
2004-11-08,329.736
2004-11-09,327.082
2004-11-10,327.491
2004-11-11,329.869
2004-11-12,333.269
2004-11-15,334.434
2004-11-16,335.382
2004-11-17,336.428
2004-11-18,337.189
2004-11-19,348.055
2004-11-22,346.869
2004-11-23,350.892
2004-11-24,352.647
2004-11-25,361.56
2004-11-26,362.513
2004-11-29,365.112
2004-11-30,365.199
2004-12-01,373.202
2004-12-02,364.589
2004-12-03,363.562
2004-12-06,368.43
2004-12-07,370.584
2004-12-08,362.401
2004-12-09,360.144
2004-12-10,363.108
2004-12-13,363.983
2004-12-14,370.412
2004-12-15,376.996
2004-12-16,374.65
2004-12-17,370.452
2004-12-20,374.597
2004-12-21,376.669
2004-12-22,377.742
2004-12-23,382.439
2004-12-24,383.198
2004-12-27,385.931
2004-12-28,384.016
2004-12-29,385.259
2004-12-30,388.494
2004-12-31,388.471
2005-01-03,392.816
2005-01-04,383.332
2005-01-05,377.659
2005-01-06,375.29
2005-01-07,375.323
2005-01-10,378.335
2005-01-11,379.337
2005-01-12,380.684
2005-01-13,384.007
2005-01-14,384.176
2005-01-17,390.804
2005-01-18,389.301
2005-01-19,390.234
2005-01-20,378.841
2005-01-21,381.93
2005-01-24,381.941
2005-01-25,384.634
2005-01-26,388.73
2005-01-27,387.425
2005-01-28,388.04
2005-01-31,385.12
2005-02-01,391.53
2005-02-02,392.986
2005-02-03,394.357
2005-02-04,401.497
2005-02-07,400.349
2005-02-08,390.453
2005-02-09,392.52
2005-02-10,394.232
2005-02-11,391.348
2005-02-14,399.191
2005-02-15,403.343
2005-02-16,397.967
2005-02-17,397.658
2005-02-18,397.267
2005-02-21,398.698
2005-02-22,398.196
2005-02-23,399.958
2005-02-24,405.035
2005-02-25,406.192
2005-02-28,405.203
2005-03-01,403.485
2005-03-02,399.207
2005-03-03,403.254
2005-03-04,410.437
2005-03-07,413.092
2005-03-08,416.588
2005-03-09,415.387
2005-03-10,414.174
2005-03-11,415.286
2005-03-14,408.484
2005-03-15,407.881
2005-03-16,405.628
2005-03-17,407.009
2005-03-18,408.835
2005-03-21,402.472
2005-03-22,400.892
2005-03-23,389.825
2005-03-24,387.273
2005-03-25,387.273
2005-03-28,384.254
2005-03-29,383.28
2005-03-30,383.31
2005-03-31,390.292
2005-04-01,392.042
2005-04-04,392.483
2005-04-05,394.988
2005-04-06,395.139
2005-04-07,403.457
2005-04-08,400.639
2005-04-11,402.391
2005-04-12,402.531
2005-04-13,401.415
2005-04-14,393.206
2005-04-15,388.08
2005-04-18,375.245
2005-04-19,379.776
2005-04-20,382.781
2005-04-21,384.949
2005-04-22,388.532
2005-04-25,385.462
2005-04-26,382.492
2005-04-27,370.897
2005-04-28,363.247
2005-04-29,363.338
2005-05-02,363.602
2005-05-03,367.224
2005-05-04,365.174
2005-05-05,364.789
2005-05-06,372.926
2005-05-09,377.4
2005-05-10,376.248
2005-05-11,376.956
2005-05-12,373.047
2005-05-13,367.139
2005-05-16,366.177
2005-05-17,366.326
2005-05-18,369.396
2005-05-19,374.641
2005-05-20,374.27
2005-05-23,374.948
2005-05-24,380.18
2005-05-25,381.012
2005-05-26,390.607
2005-05-27,392.553
2005-05-30,391.276
2005-05-31,390.585
2005-06-01,393.952
2005-06-02,396.079
2005-06-03,397.464
2005-06-06,401.565
2005-06-07,403.099
2005-06-08,406.95
2005-06-09,404.136
2005-06-10,410.783
2005-06-13,407.801
2005-06-14,409.658
2005-06-15,411.591
2005-06-16,414.709
2005-06-17,420.528
2005-06-20,422.238
2005-06-21,423.355
2005-06-22,422.201
2005-06-23,418.964
2005-06-24,422.289
2005-06-27,419.247
2005-06-28,422.854
2005-06-29,423.082
2005-06-30,422.805
2005-07-01,422.879
2005-07-04,429.876
2005-07-05,430.293
2005-07-06,437.647
2005-07-07,433.003
2005-07-08,443.958
2005-07-11,446.338
2005-07-12,447.943
2005-07-13,451.719
2005-07-14,455.358
2005-07-15,445.529
2005-07-18,442.835
2005-07-19,436.551
2005-07-20,443.349
2005-07-21,444.178
2005-07-22,451.303
2005-07-25,461.028
2005-07-26,460.926
2005-07-27,464.044
2005-07-28,467.355
2005-07-29,483.224
2005-08-01,490.868
2005-08-02,499.168
2005-08-03,504.783
2005-08-04,500.895
2005-08-05,498.989
2005-08-08,504.5
2005-08-09,512.085
2005-08-10,519.624
2005-08-11,533.745
2005-08-12,539.156
2005-08-15,530.58
2005-08-16,515.645
2005-08-17,507.13
2005-08-18,499.173
2005-08-19,504.075
2005-08-22,517.639
2005-08-23,514.31
2005-08-24,511.053
2005-08-25,517.022
2005-08-26,526.057
2005-08-29,532.253
2005-08-30,534.112
2005-08-31,547.284
2005-09-01,566.147
2005-09-02,562.871
2005-09-05,550.685
2005-09-06,554.029
2005-09-07,550.943
2005-09-08,544.76
2005-09-09,544.887
2005-09-12,540.433
2005-09-13,534.037
2005-09-14,537.489
2005-09-15,547.356
2005-09-16,554.199
2005-09-19,558.711
2005-09-20,566.641
2005-09-21,569.426
2005-09-22,564.919
2005-09-23,554.651
2005-09-26,548.59
2005-09-27,548.484
2005-09-28,549.903
2005-09-29,559.852
2005-09-30,563.164
2005-10-03,561.247
2005-10-04,562.462
2005-10-05,548.987
2005-10-06,524.369
2005-10-07,522.077
2005-10-10,521.375
2005-10-11,524.913
2005-10-12,525.684
2005-10-13,484.608
2005-10-14,481.276
2005-10-17,493.529
2005-10-18,464.714
2005-10-19,447.015
2005-10-20,466.111
2005-10-21,458.45
2005-10-24,477.501
2005-10-25,488.433
2005-10-26,499.822
2005-10-27,487.208
2005-10-28,477.122
2005-10-31,489.789
2005-11-01,481.651
2005-11-02,489.667
2005-11-03,505.91
2005-11-04,500.533
2005-11-07,494.973
2005-11-08,485.046
2005-11-09,487.488
