Date,BELGIUM SMID GROWTH SMID (Small+Mid Cap)
2009-09-30,589.784
2009-10-30,596.085
2009-11-30,622.1
2009-12-31,603.983
2010-01-29,604.958
2010-02-26,589.618
2010-03-31,632.112
2010-04-30,626.511
2010-05-31,546.254
2010-06-30,542.42
2010-07-30,602.139
2010-08-31,602.254
2010-09-30,690.383
2010-10-29,750.59
2010-11-30,695.997
2010-12-31,773.207
2011-01-31,748.897
2011-02-28,771.616
2011-03-31,795.131
2011-04-29,871.099
2011-05-31,817.959
2011-06-30,757.906
2011-07-29,710.506
2011-08-31,688.571
2011-09-30,571.587
2011-10-31,619.877
2011-11-30,581.138
2011-12-30,568.551
2012-01-31,610.94
2012-02-29,643.544
2012-03-30,668.246
2012-04-30,667.137
2012-05-31,615.251
2012-06-29,638.943
2012-07-31,639.031
2012-08-31,658.149
2012-09-28,711.438
2012-10-31,724.431
2012-11-30,726.656
2012-12-31,764.539
2013-01-31,780.569
2013-02-28,776.943
2013-03-29,760.997
2013-04-30,778.672
2013-05-31,776.027
2013-06-28,730.583
2013-07-31,777.172
2013-08-30,792.024
2013-09-30,847.613
2013-10-31,898.116
2013-11-29,897.647
2013-12-31,942.532
2014-01-31,898.428
2014-02-28,990.641
2014-03-31,1001.018
2014-04-30,1011.254
2014-05-30,1000.319
2014-06-30,999.413
2014-07-31,995.532
2014-08-29,1009.683
2014-09-30,956.233
2014-10-31,876.697
2014-11-28,888.611
2014-12-31,880.114
2015-01-30,884.215
2015-02-27,918.605
2015-03-31,885.88
2015-04-30,940.097
2015-05-29,946.797
2015-06-30,941.999
2015-07-31,989.143
2015-08-31,936.87
2015-09-30,894.276
2015-10-30,966.425
2015-11-30,962.117
2015-12-31,994.723
2016-01-29,919.661
2016-02-29,899.202
2016-03-31,942.316
2016-04-29,927.775
2016-05-31,963.816
2016-06-30,924.992
2016-07-29,973.262
2016-08-31,959.975
2016-09-30,1018.618
2016-10-31,986.429
2016-11-30,954.04
2016-12-30,982.745
2017-01-31,988.42
2017-02-28,998.637
2017-03-31,1078.674
2017-04-28,1111.08
2017-05-31,1183.474
2017-06-30,1163.225
2017-07-31,1231.082
2017-08-31,1209.589
2017-09-29,1266.228
2017-10-31,1306.293
2017-11-30,1320.471
2017-12-29,1338.737
2018-01-31,1525.392
2018-02-28,1497.239
2018-03-30,1411.708
2018-04-30,1407.101
2018-05-31,1385.715
2018-06-29,1355.311
2018-07-31,1415.598
2018-08-31,1382.832
2018-09-28,1363.875
2018-10-31,1208.285
2018-11-30,1182.198
2018-12-31,1115.957
2019-01-31,1204.882
2019-02-28,1224.596
2019-03-29,1240.273
2019-04-30,1270.985
2019-05-31,1148.754
2019-06-28,1184.136
2019-07-31,1219.135
2019-08-30,1206.816
2019-09-30,1226.805
2019-10-31,1323.674
2019-11-29,1358.233
2019-12-31,1436.347
2020-01-31,1439.585
2020-02-28,1306.485
2020-03-31,1204.568
2020-04-30,1343.594
2020-05-29,1418.176
2020-06-30,1414.153
2020-07-31,1427.442
2020-08-31,1406.685
2020-09-30,1395.34
2020-10-30,1277.742
2020-11-30,1456.033
2020-12-31,1476.87
2021-01-29,1537.858
2021-02-26,1583.972
2021-03-31,1458.495
2021-04-30,1551.145
2021-05-31,1566.808
2021-06-30,1584.978
2021-07-30,1635.455
2021-08-31,1705.952
2021-09-30,1551.271
2021-10-29,1588.715
2021-11-30,1499.94
2021-12-31,1561.877
2022-01-31,1401.295
2022-02-28,1432.944
2022-03-31,1480.985
2022-04-29,1367.779
2022-05-31,1363.176
2022-06-30,1263.153
2022-07-29,1318.167
2022-08-31,1256.74
2022-09-30,1125.788
2022-10-31,1211.765
2022-11-30,1283.5
2022-12-30,1328.461
2023-01-31,1356.834
2023-02-28,1361.601
2023-03-31,1348.681
2023-04-28,1357.113
2023-05-31,1254.438
2023-06-30,1282.69
2023-07-31,1319.341
2023-08-31,1242.172
2023-09-29,1178.088
2023-10-31,1105.155
2023-11-30,1258.909
2023-12-29,1366.029
2024-01-31,1321.849
2024-02-29,1307.561
2024-03-29,1361.995
2024-04-30,1339.479
2024-05-31,1406.798
2024-06-28,1351.21
2024-07-31,1426.189
2024-08-30,1514.867
2024-09-30,1498.982
2024-10-31,1402.8
2024-11-29,1356.298
2024-12-31,1296.601
2025-01-31,1296.996
2025-02-28,1244.365
2025-03-31,1253.389
2025-04-30,1368.158
2025-05-30,1439.086
2025-06-30,1459.282
