Date,SWITZERLAND Standard (Large+Mid Cap)
2002-07-31,4112.068
2002-08-01,4055.919
2002-08-02,4015.085
2002-08-05,3874.711
2002-08-06,3986.353
2002-08-07,3953.828
2002-08-08,4087.121
2002-08-09,4160.991
2002-08-12,4117.135
2002-08-13,4174.169
2002-08-14,4191.972
2002-08-15,4274.917
2002-08-16,4263.986
2002-08-19,4330.143
2002-08-20,4200.78
2002-08-21,4308.217
2002-08-22,4287.789
2002-08-23,4271.073
2002-08-26,4221.993
2002-08-27,4312.942
2002-08-28,4137.863
2002-08-29,4050.907
2002-08-30,4106.56
2002-09-02,4016.459
2002-09-03,3938.326
2002-09-04,3968.447
2002-09-05,3971.447
2002-09-06,4063.42
2002-09-09,3996.238
2002-09-10,4027.672
2002-09-11,4100.392
2002-09-12,3984.024
2002-09-13,3907.122
2002-09-16,3869.994
2002-09-17,3812.512
2002-09-18,3788.584
2002-09-19,3749.243
2002-09-20,3757.889
2002-09-23,3625.023
2002-09-24,3619.954
2002-09-25,3671.888
2002-09-26,3851.186
2002-09-27,3854.603
2002-09-30,3838.026
2002-10-01,3766.065
2002-10-02,3864.25
2002-10-03,3832.525
2002-10-04,3724.285
2002-10-07,3638.872
2002-10-08,3561.302
2002-10-09,3546.269
2002-10-10,3617.068
2002-10-11,3797.097
2002-10-14,3771.619
2002-10-15,3949.181
2002-10-16,3895.906
2002-10-17,3902.89
2002-10-18,3879.204
2002-10-21,3849.912
2002-10-22,3842.322
2002-10-23,3759.925
2002-10-24,3850.488
2002-10-25,3901.63
2002-10-28,3892.579
2002-10-29,3788.364
2002-10-30,3885.741
2002-10-31,3968.278
2002-11-01,3947.12
2002-11-04,4041.229
2002-11-05,4073.545
2002-11-06,4037.548
2002-11-07,3993.489
2002-11-08,3965.894
2002-11-11,3917.493
2002-11-12,3968.964
2002-11-13,3939.057
2002-11-14,4006.033
2002-11-15,4084.951
2002-11-18,4087.93
2002-11-19,4075.904
2002-11-20,4065.282
2002-11-21,4128.325
2002-11-22,4130.686
2002-11-25,4091.386
2002-11-26,4053.733
2002-11-27,4103.612
2002-11-28,4096.924
2002-11-29,4067.543
2002-12-02,4090.76
2002-12-03,4000.046
2002-12-04,4014.05
2002-12-05,3969.212
2002-12-06,3985.624
2002-12-09,3926.024
2002-12-10,3968.857
2002-12-11,3962.37
2002-12-12,3960.575
2002-12-13,3966.544
2002-12-16,4030.395
2002-12-17,4049.447
2002-12-18,3975.268
2002-12-19,3961.538
2002-12-20,3961.066
2002-12-23,3941.825
2002-12-24,3969.395
2002-12-25,3969.395
2002-12-26,3975.747
2002-12-27,3870.274
2002-12-30,3934.159
2002-12-31,3962.327
2003-01-01,3962.327
2003-01-02,3910.012
2003-01-03,4142.065
2003-01-06,4178.496
2003-01-07,4136.201
2003-01-08,4105.954
2003-01-09,4123.041
2003-01-10,4134.828
2003-01-13,4171.524
2003-01-14,4244.927
2003-01-15,4156.022
2003-01-16,4125.763
2003-01-17,4103.721
2003-01-20,4042.148
2003-01-21,4019.901
2003-01-22,3919.751
2003-01-23,3940.587
2003-01-24,3908.938
2003-01-27,3768.04
2003-01-28,3761.458
2003-01-29,3795.992
2003-01-30,3819.822
2003-01-31,3826.958
2003-02-03,3868.93
2003-02-04,3817.375
2003-02-05,3831.599
2003-02-06,3725.337
2003-02-07,3693.339
2003-02-10,3620.759
2003-02-11,3682.08
2003-02-12,3600.674
2003-02-13,3633.311
2003-02-14,3714.437
2003-02-17,3778.562
2003-02-18,3716.713
2003-02-19,3640.271
2003-02-20,3674.601
2003-02-21,3688.174
2003-02-24,3634.15
2003-02-25,3571.164
2003-02-26,3547.515
2003-02-27,3553.371
2003-02-28,3624.311
2003-03-03,3687.227
2003-03-04,3586.045
2003-03-05,3538.473
2003-03-06,3521.291
2003-03-07,3481.558
2003-03-10,3363.543
2003-03-11,3350.886
2003-03-12,3300.937
2003-03-13,3360.503
2003-03-14,3513.983
2003-03-17,3586.008
2003-03-18,3591.017
2003-03-19,3659.327
2003-03-20,3689.646
2003-03-21,3794.006
2003-03-24,3650.11
2003-03-25,3693.215
2003-03-26,3665.535
2003-03-27,3628.872
2003-03-28,3658.09
2003-03-31,3609.931
2003-04-01,3645.707
2003-04-02,3707.311
2003-04-03,3733.589
2003-04-04,3773.92
2003-04-07,3833.509
2003-04-08,3826.958
2003-04-09,3858.117
2003-04-10,3802.238
2003-04-11,3831.916
2003-04-14,3885.548
2003-04-15,3965.462
2003-04-16,3946.048
2003-04-17,3953.696
2003-04-18,3953.696
2003-04-21,3915.149
2003-04-22,3972.752
2003-04-23,4008.868
2003-04-24,3986.299
2003-04-25,3953.526
2003-04-28,4008.573
2003-04-29,3973.216
2003-04-30,4036.014
2003-05-01,4083.433
2003-05-02,4045.766
2003-05-05,4110.437
2003-05-06,4188.612
2003-05-07,4200.325
2003-05-08,4138.294
2003-05-09,4141.162
2003-05-12,4117.872
2003-05-13,4158.129
2003-05-14,4168.912
2003-05-15,4178.171
2003-05-16,4234.719
2003-05-19,4178.942
2003-05-20,4193.905
2003-05-21,4161.359
2003-05-22,4253.966
2003-05-23,4274.654
2003-05-26,4252.008
2003-05-27,4292.568
2003-05-28,4331.132
2003-05-29,4357.12
2003-05-30,4287.146
2003-06-02,4397.709
2003-06-03,4332.01
2003-06-04,4347.848
2003-06-05,4353.808
2003-06-06,4350.529
2003-06-09,4394.35
2003-06-10,4368.342
2003-06-11,4457.548
2003-06-12,4471.444
2003-06-13,4413.641
2003-06-16,4540.634
2003-06-17,4572.414
2003-06-18,4546.265
2003-06-19,4467.024
2003-06-20,4477.744
2003-06-23,4373.585
2003-06-24,4373.719
2003-06-25,4383.466
2003-06-26,4337.337
2003-06-27,4316.771
2003-06-30,4282.892
2003-07-01,4234.123
2003-07-02,4284.465
2003-07-03,4328.592
2003-07-04,4318.995
2003-07-07,4344.813
2003-07-08,4309.768
2003-07-09,4297.31
2003-07-10,4284.63
2003-07-11,4310.353
2003-07-14,4363.842
2003-07-15,4325.059
2003-07-16,4314.293
2003-07-17,4292.302
2003-07-18,4310.005
2003-07-21,4324.664
2003-07-22,4314.438
2003-07-23,4373.87
2003-07-24,4440.528
2003-07-25,4444.571
2003-07-28,4470.433
2003-07-29,4469.589
2003-07-30,4458.648
2003-07-31,4451.61
2003-08-01,4450.461
2003-08-04,4448.906
2003-08-05,4500.891
2003-08-06,4463.18
2003-08-07,4451.614
2003-08-08,4439.844
2003-08-11,4429.974
2003-08-12,4448.996
2003-08-13,4433.769
2003-08-14,4458.429
2003-08-15,4515.005
2003-08-18,4481.291
2003-08-19,4469.8
2003-08-20,4474.257
2003-08-21,4463.366
2003-08-22,4453.689
2003-08-25,4410.601
2003-08-26,4406.177
2003-08-27,4423.915
2003-08-28,4441.049
2003-08-29,4410.973
2003-09-01,4488.501
2003-09-02,4422.748
2003-09-03,4496.923
2003-09-04,4515.862
2003-09-05,4583.052
2003-09-08,4630.355
2003-09-09,4609.912
2003-09-10,4605.528
2003-09-11,4611.21
2003-09-12,4636.512
2003-09-15,4658.173
2003-09-16,4648.522
2003-09-17,4699.368
2003-09-18,4708.734
2003-09-19,4732.82
2003-09-22,4673.05
2003-09-23,4635.852
2003-09-24,4644.995
2003-09-25,4626.334
2003-09-26,4594.27
2003-09-29,4601.871
2003-09-30,4603.111
2003-10-01,4638.186
2003-10-02,4644.296
2003-10-03,4709.544
2003-10-06,4685.955
2003-10-07,4698.736
2003-10-08,4727.774
2003-10-09,4763.152
2003-10-10,4779.025
2003-10-13,4787.339
2003-10-14,4786.284
2003-10-15,4763.949
2003-10-16,4794.771
2003-10-17,4740.974
2003-10-20,4772.845
2003-10-21,4770.445
2003-10-22,4739.705
2003-10-23,4706.345
2003-10-24,4725.306
2003-10-27,4730.783
2003-10-28,4706.638
2003-10-29,4706.94
2003-10-30,4749.562
2003-10-31,4705.327
2003-11-03,4719.918
2003-11-04,4657.545
2003-11-05,4596.937
2003-11-06,4603.181
2003-11-07,4670.803
2003-11-10,4621.742
2003-11-11,4662.686
2003-11-12,4711.923
2003-11-13,4778.227
2003-11-14,4863.167
2003-11-17,4814.756
2003-11-18,4838.477
2003-11-19,4809.963
2003-11-20,4822.998
2003-11-21,4843.059
2003-11-24,4845.757
2003-11-25,4857.182
2003-11-26,4915.665
2003-11-27,4925.44
2003-11-28,4956.298
2003-12-01,4989.758
2003-12-02,5041.693
2003-12-03,5091.401
2003-12-04,5057.869
2003-12-05,5053.363
2003-12-08,5098.405
2003-12-09,5118.856
2003-12-10,5094.794
2003-12-11,5094.094
2003-12-12,5143.6
2003-12-15,5173.755
2003-12-16,5155.004
2003-12-17,5148.41
2003-12-18,5200.119
2003-12-19,5184.526
2003-12-22,5184.185
2003-12-23,5200.574
2003-12-24,5234.735
2003-12-25,5234.735
2003-12-26,5224.69
2003-12-29,5251.938
2003-12-30,5314.614
2003-12-31,5349.206
2004-01-01,5349.206
2004-01-02,5337.984
2004-01-05,5453.324
2004-01-06,5486.044
2004-01-07,5447.718
2004-01-08,5485.501
2004-01-09,5506.586
2004-01-12,5428.937
2004-01-13,5477.583
2004-01-14,5500.313
2004-01-15,5456.981
2004-01-16,5415.563
2004-01-19,5406.133
2004-01-20,5461.547
2004-01-21,5511.081
2004-01-22,5580.436
2004-01-23,5620.086
2004-01-26,5555.514
2004-01-27,5605.025
2004-01-28,5605.858
2004-01-29,5505.994
2004-01-30,5488.946
2004-02-02,5536.964
2004-02-03,5542.154
2004-02-04,5557.097
2004-02-05,5579.946
2004-02-06,5684.281
2004-02-09,5717.187
2004-02-10,5735.804
2004-02-11,5716.753
2004-02-12,5738.296
2004-02-13,5711.883
2004-02-16,5729.378
2004-02-17,5760.399
2004-02-18,5720.774
2004-02-19,5691.721
2004-02-20,5625.832
2004-02-23,5642.25
2004-02-24,5632.332
2004-02-25,5580.875
2004-02-26,5515.105
2004-02-27,5524.895
2004-03-01,5566.718
2004-03-02,5536.665
2004-03-03,5468.349
2004-03-04,5550.534
2004-03-05,5619.145
2004-03-08,5568.411
2004-03-09,5576.759
2004-03-10,5526.407
2004-03-11,5405.028
2004-03-12,5377.942
2004-03-15,5332.579
2004-03-16,5392.549
2004-03-17,5375.639
2004-03-18,5405.603
2004-03-19,5400.127
2004-03-22,5287.018
2004-03-23,5303.218
2004-03-24,5259.599
2004-03-25,5323.662
2004-03-26,5278.438
2004-03-29,5329.083
2004-03-30,5338.508
2004-03-31,5388.0
2004-04-01,5505.577
2004-04-02,5447.089
2004-04-05,5410.825
2004-04-06,5401.62
2004-04-07,5490.751
2004-04-08,5501.074
2004-04-09,5501.074
2004-04-12,5493.577
2004-04-13,5416.641
2004-04-14,5398.108
2004-04-15,5418.996
2004-04-16,5472.749
2004-04-19,5495.707
2004-04-20,5456.153
2004-04-21,5412.702
2004-04-22,5401.089
2004-04-23,5407.778
2004-04-26,5482.355
2004-04-27,5526.358
2004-04-28,5446.17
2004-04-29,5492.752
2004-04-30,5478.0
2004-05-03,5508.593
2004-05-04,5589.388
2004-05-05,5669.795
2004-05-06,5587.478
2004-05-07,5514.881
2004-05-10,5336.693
2004-05-11,5392.182
2004-05-12,5371.279
2004-05-13,5405.548
2004-05-14,5385.323
2004-05-17,5386.33
2004-05-18,5406.853
2004-05-19,5507.563
2004-05-20,5454.131
2004-05-21,5437.699
2004-05-24,5439.457
2004-05-25,5475.487
2004-05-26,5486.658
2004-05-27,5619.274
2004-05-28,5523.691
2004-05-31,5523.691
2004-06-01,5496.174
2004-06-02,5574.942
2004-06-03,5592.142
2004-06-04,5620.775
2004-06-07,5706.423
2004-06-08,5692.378
2004-06-09,5615.535
2004-06-10,5610.093
2004-06-11,5562.411
2004-06-14,5530.812
2004-06-15,5555.568
2004-06-16,5547.476
2004-06-17,5596.781
2004-06-18,5642.714
2004-06-21,5640.228
2004-06-22,5573.639
2004-06-23,5557.739
2004-06-24,5628.354
2004-06-25,5593.825
2004-06-28,5634.974
2004-06-29,5549.789
2004-06-30,5525.822
2004-07-01,5534.104
2004-07-02,5606.662
2004-07-05,5565.944
2004-07-06,5530.936
2004-07-07,5561.303
2004-07-08,5616.776
2004-07-09,5576.109
2004-07-12,5572.509
2004-07-13,5513.132
2004-07-14,5564.525
2004-07-15,5469.285
2004-07-16,5496.374
2004-07-19,5445.942
2004-07-20,5473.564
2004-07-21,5455.956
2004-07-22,5411.225
2004-07-23,5344.067
2004-07-26,5313.176
2004-07-27,5317.77
2004-07-28,5321.757
2004-07-29,5365.927
2004-07-30,5338.066
2004-08-02,5338.071
2004-08-03,5392.385
2004-08-04,5332.191
2004-08-05,5323.393
2004-08-06,5311.921
2004-08-09,5259.688
2004-08-10,5307.501
2004-08-11,5236.342
2004-08-12,5246.699
2004-08-13,5278.892
2004-08-16,5313.927
2004-08-17,5319.877
2004-08-18,5250.322
2004-08-19,5311.321
2004-08-20,5276.438
2004-08-23,5268.138
2004-08-24,5228.823
2004-08-25,5214.316
2004-08-26,5262.841
2004-08-27,5264.612
2004-08-30,5256.951
2004-08-31,5274.172
2004-09-01,5338.298
2004-09-02,5323.717
2004-09-03,5332.961
2004-09-06,5376.067
2004-09-07,5391.027
2004-09-08,5398.388
2004-09-09,5377.423
2004-09-10,5443.273
2004-09-13,5455.481
2004-09-14,5436.391
2004-09-15,5375.443
2004-09-16,5357.96
2004-09-17,5378.66
2004-09-20,5369.518
2004-09-21,5480.97
2004-09-22,5437.93
2004-09-23,5400.29
2004-09-24,5366.104
2004-09-27,5337.926
2004-09-28,5388.713
2004-09-29,5420.158
2004-09-30,5407.524
2004-10-01,5462.258
2004-10-04,5457.663
2004-10-05,5469.956
2004-10-06,5465.277
2004-10-07,5405.156
2004-10-08,5441.772
2004-10-11,5402.836
2004-10-12,5330.342
2004-10-13,5352.237
2004-10-14,5355.474
2004-10-15,5368.188
2004-10-18,5385.803
2004-10-19,5439.563
2004-10-20,5437.942
2004-10-21,5466.241
2004-10-22,5466.372
2004-10-25,5464.743
2004-10-26,5482.797
2004-10-27,5528.914
2004-10-28,5569.586
2004-10-29,5508.957
2004-11-01,5564.683
2004-11-02,5605.456
2004-11-03,5716.569
2004-11-04,5774.759
2004-11-05,5852.789
2004-11-08,5860.542
2004-11-09,5816.031
2004-11-10,5867.034
2004-11-11,5919.248
2004-11-12,5961.174
2004-11-15,5941.168
2004-11-16,5939.279
2004-11-17,6016.292
2004-11-18,5992.738
2004-11-19,5971.802
2004-11-22,5908.903
2004-11-23,5896.247
2004-11-24,5912.159
2004-11-25,6004.171
2004-11-26,6001.824
2004-11-29,5978.453
2004-11-30,5913.999
2004-12-01,5950.672
2004-12-02,5967.989
2004-12-03,6012.921
2004-12-06,5987.286
2004-12-07,6026.057
2004-12-08,5936.472
2004-12-09,5936.338
2004-12-10,5934.048
2004-12-13,6014.262
2004-12-14,6037.339
2004-12-15,6103.817
2004-12-16,6030.973
2004-12-17,5961.569
2004-12-20,6087.355
2004-12-21,6038.007
2004-12-22,6094.305
2004-12-23,6151.5
2004-12-24,6160.39
2004-12-27,6186.116
2004-12-28,6182.514
2004-12-29,6190.004
2004-12-30,6204.404
2004-12-31,6183.943
2005-01-03,6206.642
2005-01-04,6112.931
2005-01-05,6052.84
2005-01-06,6026.526
2005-01-07,5960.315
2005-01-10,5988.69
2005-01-11,5988.339
2005-01-12,6011.821
2005-01-13,5986.371
2005-01-14,5979.571
2005-01-17,6017.198
2005-01-18,5970.93
2005-01-19,6001.155
2005-01-20,5932.417
2005-01-21,5946.091
2005-01-24,5989.708
2005-01-25,5951.968
2005-01-26,6013.565
2005-01-27,6009.084
2005-01-28,5963.767
2005-01-31,5992.659
2005-02-01,5986.825
2005-02-02,5998.738
2005-02-03,5964.249
2005-02-04,5989.557
2005-02-07,5959.793
2005-02-08,5945.075
2005-02-09,5948.513
2005-02-10,6009.176
2005-02-11,6052.825
2005-02-14,6096.906
2005-02-15,6118.068
2005-02-16,6086.281
2005-02-17,6138.205
2005-02-18,6168.431
2005-02-21,6200.301
2005-02-22,6282.617
2005-02-23,6216.637
2005-02-24,6229.121
2005-02-25,6273.786
2005-02-28,6331.521
2005-03-01,6335.297
2005-03-02,6320.469
2005-03-03,6302.134
2005-03-04,6393.107
2005-03-07,6347.665
2005-03-08,6406.395
2005-03-09,6377.249
2005-03-10,6399.454
2005-03-11,6446.95
2005-03-14,6383.546
2005-03-15,6406.998
2005-03-16,6417.426
2005-03-17,6375.63
2005-03-18,6280.233
2005-03-21,6238.232
2005-03-22,6249.396
2005-03-23,6159.136
2005-03-24,6148.06
2005-03-25,6148.06
2005-03-28,6111.613
2005-03-29,6146.609
2005-03-30,6168.018
2005-03-31,6180.347
2005-04-01,6168.583
2005-04-04,6049.568
2005-04-05,6111.092
2005-04-06,6172.5
2005-04-07,6223.609
2005-04-08,6199.079
2005-04-11,6249.582
2005-04-12,6183.028
2005-04-13,6212.618
2005-04-14,6166.07
2005-04-15,6224.893
2005-04-18,6191.749
2005-04-19,6262.066
2005-04-20,6249.121
2005-04-21,6253.816
2005-04-22,6271.69
2005-04-25,6212.18
2005-04-26,6222.857
2005-04-27,6152.306
2005-04-28,6146.53
2005-04-29,6177.341
2005-05-02,6180.91
2005-05-03,6208.455
2005-05-04,6316.469
2005-05-05,6282.411
2005-05-06,6281.951
2005-05-09,6250.162
2005-05-10,6192.778
2005-05-11,6173.283
2005-05-12,6154.006
2005-05-13,6117.656
2005-05-16,6106.657
2005-05-17,6121.784
2005-05-18,6172.26
2005-05-19,6180.921
2005-05-20,6129.865
2005-05-23,6171.224
2005-05-24,6218.456
2005-05-25,6245.236
2005-05-26,6247.318
2005-05-27,6273.645
2005-05-30,6251.154
2005-05-31,6186.503
2005-06-01,6239.624
2005-06-02,6264.636
2005-06-03,6244.656
2005-06-06,6237.778
2005-06-07,6287.786
2005-06-08,6305.274
2005-06-09,6246.869
2005-06-10,6194.904
2005-06-13,6170.504
2005-06-14,6173.516
