Date,SWITZERLAND IMI VALUE IMI (Large+Mid+Small Cap)
2002-06-28,385.878
2002-07-01,386.62
2002-07-02,376.199
2002-07-03,362.555
2002-07-04,367.821
2002-07-05,379.179
2002-07-08,381.226
2002-07-09,380.43
2002-07-10,365.154
2002-07-11,346.44
2002-07-12,354.227
2002-07-15,340.532
2002-07-16,339.964
2002-07-17,349.035
2002-07-18,351.276
2002-07-19,335.761
2002-07-22,306.907
2002-07-23,293.644
2002-07-24,284.115
2002-07-25,306.094
2002-07-26,308.614
2002-07-29,322.405
2002-07-30,321.132
2002-07-31,316.973
2002-08-01,306.409
2002-08-02,298.183
2002-08-05,285.937
2002-08-06,294.968
2002-08-07,290.243
2002-08-08,298.953
2002-08-09,306.295
2002-08-12,303.877
2002-08-13,309.575
2002-08-14,309.247
2002-08-15,317.422
2002-08-16,320.405
2002-08-19,330.166
2002-08-20,326.553
2002-08-21,336.291
2002-08-22,341.625
2002-08-23,338.133
2002-08-26,335.172
2002-08-27,344.839
2002-08-28,329.059
2002-08-29,323.38
2002-08-30,324.835
2002-09-02,318.132
2002-09-03,309.745
2002-09-04,308.768
2002-09-05,308.076
2002-09-06,316.11
2002-09-09,311.048
2002-09-10,313.659
2002-09-11,321.945
2002-09-12,311.64
2002-09-13,302.799
2002-09-16,302.897
2002-09-17,298.703
2002-09-18,287.995
2002-09-19,283.124
2002-09-20,282.261
2002-09-23,269.644
2002-09-24,271.886
2002-09-25,275.452
2002-09-26,288.982
2002-09-27,292.578
2002-09-30,288.694
2002-10-01,281.334
2002-10-02,287.135
2002-10-03,278.752
2002-10-04,261.159
2002-10-07,248.403
2002-10-08,243.834
2002-10-09,247.566
2002-10-10,256.4
2002-10-11,275.102
2002-10-14,273.409
2002-10-15,295.526
2002-10-16,293.384
2002-10-17,298.554
2002-10-18,299.397
2002-10-21,299.446
2002-10-22,296.123
2002-10-23,287.74
2002-10-24,297.834
2002-10-25,301.619
2002-10-28,305.752
2002-10-29,294.094
2002-10-30,306.767
2002-10-31,315.328
2002-11-01,315.195
2002-11-04,327.705
2002-11-05,330.868
2002-11-06,323.312
2002-11-07,319.969
2002-11-08,316.92
2002-11-11,309.357
2002-11-12,313.5
2002-11-13,311.758
2002-11-14,319.005
2002-11-15,325.079
2002-11-18,325.792
2002-11-19,326.149
2002-11-20,326.334
2002-11-21,337.357
2002-11-22,343.148
2002-11-25,340.077
2002-11-26,332.172
2002-11-27,339.306
2002-11-28,342.371
2002-11-29,342.895
2002-12-02,345.075
2002-12-03,336.943
2002-12-04,334.591
2002-12-05,332.501
2002-12-06,333.264
2002-12-09,326.659
2002-12-10,332.107
2002-12-11,335.076
2002-12-12,333.212
2002-12-13,330.852
2002-12-16,337.495
2002-12-17,336.574
2002-12-18,331.323
2002-12-19,325.595
2002-12-20,327.278
2002-12-23,325.82
2002-12-24,328.099
2002-12-25,328.099
2002-12-26,328.624
2002-12-27,317.181
2002-12-30,322.565
2002-12-31,324.875
2003-01-01,324.875
2003-01-02,320.586
2003-01-03,339.941
2003-01-06,344.086
2003-01-07,341.562
2003-01-08,335.763
2003-01-09,340.601
2003-01-10,345.571
2003-01-13,349.252
2003-01-14,357.162
2003-01-15,352.248
2003-01-16,348.142
2003-01-17,344.449
2003-01-20,340.344
2003-01-21,335.341
2003-01-22,323.169
2003-01-23,323.81
2003-01-24,319.834
2003-01-27,307.615
2003-01-28,306.815
2003-01-29,306.018
2003-01-30,307.257
2003-01-31,305.163
2003-02-03,311.0
2003-02-04,306.522
2003-02-05,308.5
2003-02-06,299.814
2003-02-07,293.59
2003-02-10,285.957
2003-02-11,293.642
2003-02-12,290.496
2003-02-13,292.373
2003-02-14,299.524
2003-02-17,308.367
2003-02-18,302.483
2003-02-19,296.639
2003-02-20,298.846
2003-02-21,296.894
2003-02-24,290.177
2003-02-25,281.419
2003-02-26,271.156
2003-02-27,278.311
2003-02-28,284.0
2003-03-03,287.922
2003-03-04,278.741
2003-03-05,273.972
2003-03-06,273.438
2003-03-07,267.722
2003-03-10,254.666
2003-03-11,256.439
2003-03-12,248.058
2003-03-13,256.486
2003-03-14,272.92
2003-03-17,280.504
2003-03-18,281.552
2003-03-19,285.362
2003-03-20,282.229
2003-03-21,292.632
2003-03-24,282.55
2003-03-25,283.364
2003-03-26,282.925
2003-03-27,281.269
2003-03-28,286.045
2003-03-31,283.295
2003-04-01,285.299
2003-04-02,291.434
2003-04-03,295.034
2003-04-04,299.169
2003-04-07,308.836
2003-04-08,304.834
2003-04-09,305.645
2003-04-10,304.507
2003-04-11,308.079
2003-04-14,314.503
2003-04-15,321.795
2003-04-16,321.561
2003-04-17,323.275
2003-04-18,323.275
2003-04-21,320.124
2003-04-22,327.67
2003-04-23,333.326
2003-04-24,328.722
2003-04-25,321.932
2003-04-28,326.23
2003-04-29,324.744
2003-04-30,329.661
2003-05-01,333.534
2003-05-02,330.484
2003-05-05,334.982
2003-05-06,345.505
2003-05-07,349.085
2003-05-08,342.308
2003-05-09,339.914
2003-05-12,339.966
2003-05-13,344.879
2003-05-14,347.002
2003-05-15,350.556
2003-05-16,358.142
2003-05-19,350.63
2003-05-20,349.049
2003-05-21,342.731
2003-05-22,355.129
2003-05-23,357.797
2003-05-26,356.707
2003-05-27,359.685
2003-05-28,363.873
2003-05-29,366.056
2003-05-30,364.346
2003-06-02,374.648
2003-06-03,369.273
2003-06-04,374.881
2003-06-05,376.324
2003-06-06,375.621
2003-06-09,379.404
2003-06-10,377.478
2003-06-11,388.96
2003-06-12,392.585
2003-06-13,385.626
2003-06-16,392.065
2003-06-17,395.549
2003-06-18,390.503
2003-06-19,383.634
2003-06-20,384.387
2003-06-23,375.19
2003-06-24,373.729
2003-06-25,376.747
2003-06-26,368.1
2003-06-27,369.675
2003-06-30,366.111
2003-07-01,364.976
2003-07-02,369.117
2003-07-03,372.086
2003-07-04,371.305
2003-07-07,375.298
2003-07-08,375.473
2003-07-09,372.562
2003-07-10,369.701
2003-07-11,371.764
2003-07-14,377.538
2003-07-15,375.343
2003-07-16,377.086
2003-07-17,374.851
2003-07-18,378.485
2003-07-21,379.125
2003-07-22,377.001
2003-07-23,377.142
2003-07-24,382.758
2003-07-25,383.911
2003-07-28,387.68
2003-07-29,387.87
2003-07-30,386.31
2003-07-31,388.231
2003-08-01,391.421
2003-08-04,389.795
2003-08-05,394.678
2003-08-06,390.314
2003-08-07,388.132
2003-08-08,388.619
2003-08-11,387.281
2003-08-12,390.276
2003-08-13,388.4
2003-08-14,389.989
2003-08-15,394.918
2003-08-18,394.254
2003-08-19,396.972
2003-08-20,392.268
2003-08-21,391.078
2003-08-22,390.283
2003-08-25,385.836
2003-08-26,385.587
2003-08-27,387.932
2003-08-28,391.035
2003-08-29,390.032
2003-09-01,394.906
2003-09-02,391.763
2003-09-03,400.442
2003-09-04,400.449
2003-09-05,404.196
2003-09-08,407.808
2003-09-09,406.519
2003-09-10,403.352
2003-09-11,402.611
2003-09-12,404.417
2003-09-15,405.019
2003-09-16,403.602
2003-09-17,409.996
2003-09-18,411.109
2003-09-19,412.956
2003-09-22,409.472
2003-09-23,404.762
2003-09-24,405.06
2003-09-25,401.392
2003-09-26,398.862
2003-09-29,400.553
2003-09-30,400.85
2003-10-01,404.166
2003-10-02,406.079
2003-10-03,412.726
2003-10-06,413.02
2003-10-07,414.873
2003-10-08,417.839
2003-10-09,420.81
2003-10-10,422.024
2003-10-13,422.604
2003-10-14,423.654
2003-10-15,423.2
2003-10-16,423.554
2003-10-17,419.192
2003-10-20,422.154
2003-10-21,421.701
2003-10-22,419.71
2003-10-23,419.109
2003-10-24,420.106
2003-10-27,420.879
2003-10-28,422.235
2003-10-29,422.626
2003-10-30,428.067
2003-10-31,423.788
2003-11-03,423.765
2003-11-04,421.396
2003-11-05,416.233
2003-11-06,414.914
2003-11-07,421.702
2003-11-10,419.039
2003-11-11,422.291
2003-11-12,425.901
2003-11-13,430.602
2003-11-14,435.765
2003-11-17,430.597
2003-11-18,434.52
2003-11-19,428.553
2003-11-20,426.736
2003-11-21,429.118
2003-11-24,430.009
2003-11-25,433.505
2003-11-26,438.393
2003-11-27,438.953
2003-11-28,441.226
2003-12-01,447.32
2003-12-02,456.156
2003-12-03,462.259
2003-12-04,459.902
2003-12-05,459.565
2003-12-08,463.31
2003-12-09,461.96
2003-12-10,458.662
2003-12-11,457.774
2003-12-12,463.936
2003-12-15,467.848
2003-12-16,464.398
2003-12-17,460.374
2003-12-18,462.359
2003-12-19,462.304
2003-12-22,463.553
2003-12-23,466.002
2003-12-24,469.063
2003-12-25,469.063
2003-12-26,468.163
2003-12-29,471.338
2003-12-30,478.027
2003-12-31,481.138
2004-01-01,481.138
2004-01-02,480.129
2004-01-05,489.095
2004-01-06,490.848
2004-01-07,487.329
2004-01-08,491.616
2004-01-09,492.831
2004-01-12,488.801
2004-01-13,494.668
2004-01-14,497.413
2004-01-15,496.559
2004-01-16,493.15
2004-01-19,493.098
2004-01-20,496.787
2004-01-21,499.958
2004-01-22,505.567
2004-01-23,512.425
2004-01-26,505.493
2004-01-27,512.208
2004-01-28,511.764
2004-01-29,498.254
2004-01-30,499.834
2004-02-02,502.205
2004-02-03,504.688
2004-02-04,501.209
2004-02-05,502.966
2004-02-06,513.632
2004-02-09,517.749
2004-02-10,517.926
2004-02-11,517.767
2004-02-12,514.683
2004-02-13,507.202
2004-02-16,513.946
2004-02-17,518.307
2004-02-18,516.748
2004-02-19,520.752
2004-02-20,516.551
2004-02-23,517.377
2004-02-24,513.608
2004-02-25,506.73
2004-02-26,501.321
2004-02-27,502.794
2004-03-01,505.26
2004-03-02,502.551
2004-03-03,497.769
2004-03-04,511.611
2004-03-05,521.115
2004-03-08,514.353
2004-03-09,511.663
2004-03-10,502.398
2004-03-11,490.793
2004-03-12,488.469
2004-03-15,481.462
2004-03-16,489.212
2004-03-17,490.776
2004-03-18,490.97
2004-03-19,485.751
2004-03-22,477.627
2004-03-23,478.945
2004-03-24,471.828
2004-03-25,482.257
2004-03-26,476.972
2004-03-29,482.919
2004-03-30,479.272
2004-03-31,484.646
2004-04-01,495.99
2004-04-02,493.465
2004-04-05,489.542
2004-04-06,489.003
2004-04-07,497.064
2004-04-08,493.425
2004-04-09,493.425
2004-04-12,492.753
2004-04-13,486.112
2004-04-14,480.66
2004-04-15,477.534
2004-04-16,481.287
2004-04-19,478.992
2004-04-20,478.362
2004-04-21,471.436
2004-04-22,471.45
2004-04-23,471.055
2004-04-26,472.192
2004-04-27,481.447
2004-04-28,475.252
2004-04-29,476.57
2004-04-30,478.825
2004-05-03,480.808
2004-05-04,485.824
2004-05-05,491.326
2004-05-06,483.531
2004-05-07,476.242
2004-05-10,462.348
2004-05-11,467.607
2004-05-12,463.567
2004-05-13,464.637
2004-05-14,461.72
2004-05-17,456.965
2004-05-18,458.067
2004-05-19,468.945
2004-05-20,464.396
2004-05-21,466.443
2004-05-24,467.468
2004-05-25,470.825
2004-05-26,469.949
2004-05-27,482.725
2004-05-28,475.147
2004-05-31,475.147
2004-06-01,473.19
2004-06-02,478.274
2004-06-03,479.473
2004-06-04,483.926
2004-06-07,494.878
2004-06-08,494.116
2004-06-09,484.779
2004-06-10,486.654
2004-06-11,482.515
2004-06-14,481.068
2004-06-15,483.003
2004-06-16,481.25
2004-06-17,487.127
2004-06-18,489.453
2004-06-21,488.789
2004-06-22,482.808
2004-06-23,480.42
2004-06-24,490.57
2004-06-25,490.431
2004-06-28,498.8
2004-06-29,491.13
2004-06-30,491.303
2004-07-01,489.874
2004-07-02,494.212
2004-07-05,490.983
2004-07-06,485.029
2004-07-07,487.646
2004-07-08,489.409
2004-07-09,488.537
2004-07-12,487.742
2004-07-13,481.625
2004-07-14,482.104
2004-07-15,471.09
2004-07-16,475.212
2004-07-19,470.795
2004-07-20,461.761
2004-07-21,458.572
2004-07-22,453.558
2004-07-23,444.794
2004-07-26,444.972
2004-07-27,447.137
2004-07-28,450.005
2004-07-29,456.02
2004-07-30,450.859
2004-08-02,450.225
2004-08-03,454.591
2004-08-04,443.423
2004-08-05,441.63
2004-08-06,442.226
2004-08-09,437.636
2004-08-10,442.359
2004-08-11,434.431
2004-08-12,431.018
2004-08-13,434.593
2004-08-16,437.737
2004-08-17,441.139
2004-08-18,439.405
2004-08-19,444.304
2004-08-20,442.345
2004-08-23,443.166
2004-08-24,442.301
2004-08-25,440.346
2004-08-26,443.71
2004-08-27,441.904
2004-08-30,441.037
2004-08-31,442.215
2004-09-01,442.544
2004-09-02,442.447
2004-09-03,445.716
2004-09-06,449.316
2004-09-07,451.59
2004-09-08,453.541
2004-09-09,451.629
2004-09-10,457.823
2004-09-13,459.425
2004-09-14,457.502
2004-09-15,454.536
2004-09-16,453.039
2004-09-17,452.081
2004-09-20,450.13
2004-09-21,459.173
2004-09-22,455.724
2004-09-23,452.014
2004-09-24,446.775
2004-09-27,443.184
2004-09-28,447.563
2004-09-29,450.543
2004-09-30,452.184
2004-10-01,457.849
2004-10-04,459.067
2004-10-05,463.92
2004-10-06,465.068
2004-10-07,465.703
2004-10-08,468.724
2004-10-11,464.419
2004-10-12,457.91
2004-10-13,461.27
2004-10-14,462.084
2004-10-15,458.654
2004-10-18,456.63
2004-10-19,457.608
2004-10-20,458.26
2004-10-21,460.669
2004-10-22,462.226
2004-10-25,464.225
2004-10-26,466.733
2004-10-27,471.737
2004-10-28,476.268
2004-10-29,471.963
2004-11-01,476.176
2004-11-02,477.819
2004-11-03,484.743
2004-11-04,491.451
2004-11-05,500.819
2004-11-08,504.761
2004-11-09,504.389
2004-11-10,505.599
2004-11-11,512.251
2004-11-12,515.951
2004-11-15,513.432
2004-11-16,513.571
2004-11-17,522.121
2004-11-18,520.104
2004-11-19,524.444
2004-11-22,517.857
2004-11-23,518.184
2004-11-24,521.384
2004-11-25,530.893
2004-11-26,530.936
2004-11-29,525.576
2004-11-30,522.656
2004-12-01,525.386
2004-12-02,526.147
2004-12-03,535.192
2004-12-06,533.39
2004-12-07,541.616
2004-12-08,534.725
2004-12-09,531.579
2004-12-10,531.223
2004-12-13,537.002
2004-12-14,541.245
2004-12-15,549.506
2004-12-16,544.063
2004-12-17,537.716
2004-12-20,546.643
2004-12-21,543.457
2004-12-22,549.579
2004-12-23,556.088
2004-12-24,556.892
2004-12-27,557.243
2004-12-28,554.375
2004-12-29,554.594
2004-12-30,556.333
2004-12-31,554.499
2005-01-03,558.373
2005-01-04,552.888
2005-01-05,550.458
2005-01-06,549.184
2005-01-07,543.584
2005-01-10,546.807
2005-01-11,546.854
2005-01-12,545.504
2005-01-13,540.838
2005-01-14,540.106
2005-01-17,546.408
2005-01-18,542.689
2005-01-19,545.841
2005-01-20,541.692
2005-01-21,542.8
2005-01-24,544.107
2005-01-25,541.21
2005-01-26,546.183
2005-01-27,546.777
2005-01-28,544.116
2005-01-31,548.678
2005-02-01,548.676
2005-02-02,552.916
2005-02-03,549.038
2005-02-04,554.28
2005-02-07,552.957
2005-02-08,550.772
2005-02-09,549.596
2005-02-10,554.275
2005-02-11,559.078
2005-02-14,564.757
2005-02-15,569.834
2005-02-16,564.314
2005-02-17,578.026
2005-02-18,579.844
2005-02-21,574.395
2005-02-22,580.332
2005-02-23,578.714
2005-02-24,579.014
2005-02-25,584.208
2005-02-28,591.314
2005-03-01,592.527
2005-03-02,589.594
2005-03-03,589.663
2005-03-04,598.891
2005-03-07,595.849
2005-03-08,601.982
2005-03-09,600.895
2005-03-10,603.957
2005-03-11,608.043
2005-03-14,603.649
2005-03-15,602.43
2005-03-16,602.223
2005-03-17,595.138
2005-03-18,587.14
2005-03-21,580.352
2005-03-22,583.224
2005-03-23,572.856
2005-03-24,572.597
2005-03-25,572.597
2005-03-28,569.203
2005-03-29,570.54
2005-03-30,572.05
2005-03-31,574.842
2005-04-01,574.892
2005-04-04,562.932
2005-04-05,566.857
2005-04-06,572.098
2005-04-07,580.708
2005-04-08,577.784
2005-04-11,584.271
2005-04-12,576.069
2005-04-13,581.921
2005-04-14,573.883
2005-04-15,571.639
2005-04-18,568.295
2005-04-19,568.968
2005-04-20,566.061
2005-04-21,564.702
2005-04-22,565.683
2005-04-25,561.663
2005-04-26,560.412
2005-04-27,552.59
2005-04-28,550.996
2005-04-29,551.403
2005-05-02,550.912
2005-05-03,551.209
2005-05-04,560.377
2005-05-05,557.356
2005-05-06,555.813
2005-05-09,553.859
2005-05-10,544.474
2005-05-11,540.479
2005-05-12,538.446
2005-05-13,534.527
2005-05-16,533.566
2005-05-17,535.418
2005-05-18,541.77
2005-05-19,542.598
2005-05-20,538.005
2005-05-23,540.044
2005-05-24,540.006
2005-05-25,539.458
2005-05-26,539.663
2005-05-27,541.346
2005-05-30,541.763
2005-05-31,537.561
2005-06-01,539.817
2005-06-02,541.088
2005-06-03,538.451
2005-06-06,536.75
2005-06-07,542.227
2005-06-08,544.138
2005-06-09,538.135
2005-06-10,534.136
2005-06-13,530.677
2005-06-14,532.294
2005-06-15,535.837
2005-06-16,536.372
2005-06-17,542.712
2005-06-20,534.776
2005-06-21,539.541
2005-06-22,540.795
2005-06-23,537.04
2005-06-24,532.495
2005-06-27,532.308
2005-06-28,529.734
2005-06-29,532.997
2005-06-30,532.16
2005-07-01,528.14
2005-07-04,526.726
2005-07-05,524.584
2005-07-06,529.092
2005-07-07,526.253
2005-07-08,529.261
2005-07-11,540.9
2005-07-12,544.585
2005-07-13,545.033
2005-07-14,550.436
2005-07-15,547.98
2005-07-18,548.38
2005-07-19,546.528
2005-07-20,547.953
2005-07-21,552.623
2005-07-22,552.637
2005-07-25,550.27
2005-07-26,549.81
2005-07-27,554.695
2005-07-28,561.98
2005-07-29,563.209
2005-08-01,566.991
2005-08-02,571.93
2005-08-03,573.67
2005-08-04,571.814
2005-08-05,568.998
2005-08-08,572.798
2005-08-09,573.305
2005-08-10,583.531
2005-08-11,587.677
2005-08-12,585.792
2005-08-15,583.856
2005-08-16,580.143
2005-08-17,578.612
2005-08-18,568.799
2005-08-19,569.634
2005-08-22,572.242
2005-08-23,566.634
2005-08-24,567.867
2005-08-25,567.283
2005-08-26,569.824
2005-08-29,567.486
2005-08-30,562.527
2005-08-31,572.484
2005-09-01,584.418
2005-09-02,587.223
2005-09-05,585.439
2005-09-06,590.61
2005-09-07,597.962
2005-09-08,594.661
2005-09-09,595.505
2005-09-12,590.955
2005-09-13,586.685
2005-09-14,591.732
2005-09-15,587.911
2005-09-16,590.426
2005-09-19,587.308
2005-09-20,590.083
2005-09-21,585.591
2005-09-22,575.654
2005-09-23,575.465
2005-09-26,580.759
2005-09-27,580.354
2005-09-28,586.63
2005-09-29,581.7
2005-09-30,586.815
2005-10-03,586.484
2005-10-04,592.944
2005-10-05,593.658
2005-10-06,595.22
2005-10-07,591.485
2005-10-10,589.124
2005-10-11,586.299
2005-10-12,584.873
2005-10-13,575.576
2005-10-14,583.617
2005-10-17,580.771
2005-10-18,574.01
2005-10-19,565.27
2005-10-20,571.784
2005-10-21,574.663
2005-10-24,576.858
2005-10-25,583.925
2005-10-26,585.94
2005-10-27,585.493
2005-10-28,579.457
2005-10-31,583.87
2005-11-01,589.61
2005-11-02,599.082
2005-11-03,604.737
2005-11-04,594.749
2005-11-07,596.563
