Date,NETHERLANDS VALUE Standard (Large+Mid Cap)
2022-01-31,24747.23
2022-02-28,22252.871
2022-03-31,21529.896
2022-04-29,20178.997
2022-05-31,21077.694
2022-06-30,18815.688
2022-07-29,18968.252
2022-08-31,18032.03
2022-09-30,17094.497
2022-10-31,18611.242
2022-11-30,20818.997
2022-12-30,20920.671
2023-01-31,23108.945
2023-02-28,22927.008
2023-03-31,21966.842
2023-04-28,23015.558
2023-05-31,21890.807
2023-06-30,23650.851
2023-07-31,24437.996
2023-08-31,23959.192
2023-09-29,22420.971
2023-10-31,21792.688
2023-11-30,23382.626
2023-12-29,24812.491
2024-01-31,24517.129
2024-02-29,24501.282
2024-03-29,26212.245
2024-04-30,26973.163
2024-05-31,28398.913
2024-06-28,27618.615
2024-07-31,28954.857
2024-08-30,30200.968
2024-09-30,30967.159
2024-10-31,29013.263
2024-11-29,28283.58
2024-12-31,27277.078
2025-01-31,28461.307
2025-02-28,30061.635
2025-03-31,31421.07
2025-04-30,33192.237
2025-05-30,35491.768
2025-06-30,36400.979
2025-07-31,36479.557
2025-08-29,38318.255
2025-09-30,39704.275
2025-10-31,38943.372
2025-11-28,39655.713
