Date,ISRAEL SMID CAP SMID (Small+Mid Cap)
2007-02-28,882.31
2007-03-30,897.233
2007-04-30,971.541
2007-05-31,1000.0
2007-06-29,952.745
2007-07-31,929.224
2007-08-31,922.983
2007-09-28,988.762
2007-10-31,1057.03
2007-11-30,1009.026
2007-12-31,1012.551
2008-01-31,938.392
2008-02-29,932.938
2008-03-31,885.735
2008-04-30,930.683
2008-05-30,1005.661
2008-06-30,897.469
2008-07-31,833.262
2008-08-29,803.99
2008-09-30,730.047
2008-10-31,560.528
2008-11-28,475.622
2008-12-31,472.396
2009-01-30,489.058
2009-02-27,471.958
2009-03-31,532.657
2009-04-30,617.999
2009-05-29,700.684
2009-06-30,718.837
2009-07-31,839.087
2009-08-31,840.159
2009-09-30,878.443
2009-10-30,916.679
2009-11-30,935.985
2009-12-31,988.627
2010-01-29,1016.981
2010-02-26,1017.079
2010-03-31,1081.005
2010-04-30,1027.452
2010-05-31,883.223
2010-06-30,856.229
2010-07-30,928.977
2010-08-31,925.245
2010-09-30,1040.555
2010-10-29,1102.403
2010-11-30,1065.054
2010-12-31,1181.153
2011-01-31,1088.918
2011-02-28,1102.809
2011-03-31,1184.734
2011-04-29,1197.946
2011-05-31,1124.632
2011-06-30,1080.511
2011-07-29,1069.9
2011-08-31,901.473
2011-09-30,832.114
2011-10-31,931.798
2011-11-30,844.358
2011-12-30,816.096
2012-01-31,866.875
2012-02-29,815.502
2012-03-30,873.962
2012-04-30,895.615
2012-05-31,788.999
2012-06-29,747.597
2012-07-31,750.217
2012-08-31,769.792
2012-09-28,841.461
2012-10-31,872.984
2012-11-30,926.842
2012-12-31,918.21
2013-01-31,920.25
2013-02-28,957.992
2013-03-29,994.069
2013-04-30,996.778
2013-05-31,1003.841
2013-06-28,980.006
2013-07-31,1039.592
2013-08-30,1008.332
2013-09-30,1117.79
2013-10-31,1122.315
2013-11-29,1152.103
2013-12-31,1182.13
2014-01-31,1118.389
2014-02-28,1168.49
2014-03-31,1207.371
2014-04-30,1203.603
2014-05-30,1200.244
2014-06-30,1201.39
2014-07-31,1190.117
2014-08-29,1163.286
2014-09-30,1167.704
2014-10-31,1076.98
2014-11-28,1076.671
2014-12-31,1051.413
2015-01-30,1026.512
2015-02-27,1082.958
2015-03-31,1141.853
2015-04-30,1193.588
2015-05-29,1173.493
2015-06-30,1200.646
2015-07-31,1247.132
2015-08-31,1147.509
2015-09-30,1122.931
2015-10-30,1192.368
2015-11-30,1181.43
2015-12-31,1150.18
2016-01-29,1089.926
2016-02-29,1108.055
2016-03-31,1177.791
2016-04-29,1201.164
2016-05-31,1186.699
2016-06-30,1157.614
2016-07-29,1220.641
2016-08-31,1249.637
2016-09-30,1245.661
2016-10-31,1223.61
2016-11-30,1277.615
2016-12-30,1290.385
2017-01-31,1342.099
2017-02-28,1411.819
2017-03-31,1430.147
2017-04-28,1469.645
2017-05-31,1536.436
2017-06-30,1544.382
2017-07-31,1527.071
2017-08-31,1552.914
2017-09-29,1596.644
2017-10-31,1642.588
2017-11-30,1664.351
2017-12-29,1700.59
2018-01-31,1773.644
2018-02-28,1720.702
2018-03-30,1664.599
2018-04-30,1654.458
2018-05-31,1722.145
2018-06-29,1675.861
2018-07-31,1721.14
2018-08-31,1884.825
2018-09-28,1885.383
2018-10-31,1759.262
2018-11-30,1815.801
2018-12-31,1707.718
2019-01-31,1841.148
2019-02-28,1928.528
2019-03-29,1924.901
2019-04-30,2070.062
2019-05-31,2071.107
2019-06-28,2140.158
2019-07-31,2268.741
2019-08-30,2190.439
2019-09-30,2233.539
2019-10-31,2261.372
2019-11-29,2352.938
2019-12-31,2358.138
2020-01-31,2430.945
2020-02-28,2254.046
2020-03-31,1807.686
2020-04-30,2052.578
2020-05-29,2181.474
2020-06-30,2127.537
2020-07-31,2293.708
2020-08-31,2438.261
2020-09-30,2253.612
2020-10-30,2297.529
2020-11-30,2597.092
2020-12-31,2835.965
2021-01-29,2840.624
2021-02-26,2799.446
2021-03-31,2848.902
2021-04-30,3055.47
2021-05-31,3137.925
2021-06-30,3187.114
2021-07-30,3255.056
2021-08-31,3423.375
2021-09-30,3444.47
2021-10-29,3708.491
2021-11-30,3748.338
2021-12-31,3934.36
2022-01-31,3705.796
2022-02-28,3727.25
2022-03-31,3794.643
2022-04-29,3546.051
2022-05-31,3283.731
2022-06-30,2989.514
2022-07-29,3238.038
2022-08-31,3448.85
2022-09-30,2959.998
2022-10-31,3129.008
2022-11-30,3084.999
2022-12-30,2866.999
2023-01-31,2985.517
2023-02-28,2736.632
2023-03-31,2731.716
2023-04-28,2719.67
2023-05-31,2664.437
2023-06-30,2744.627
2023-07-31,2974.594
2023-08-31,2860.458
2023-09-29,2819.289
2023-10-31,2378.162
2023-11-30,2802.81
2023-12-29,3034.238
2024-01-31,3049.495
2024-02-29,3314.42
2024-03-29,3329.654
2024-04-30,3113.522
2024-05-31,3234.88
2024-06-28,3184.916
2024-07-31,3256.766
2024-08-30,3517.662
2024-09-30,3534.215
2024-10-31,3623.768
2024-11-29,3920.846
2024-12-31,4122.052
2025-01-31,4283.605
2025-02-28,4231.339
2025-03-31,3924.25
2025-04-30,4186.722
2025-05-30,4559.069
2025-06-30,5151.912
2025-07-31,5088.927
2025-08-29,5249.735
2025-09-30,5541.343
2025-10-31,5697.179
2025-11-28,5771.878
2025-12-31,6220.032
2026-01-30,6821.441
