Date,NEW ZEALAND IMI VALUE IMI (Large+Mid+Small Cap)
2011-01-31,796.364
2011-02-28,769.319
2011-03-31,787.11
2011-04-29,858.458
2011-05-31,906.968
2011-06-30,886.857
2011-07-29,949.949
2011-08-31,935.925
2011-09-30,855.61
2011-10-31,901.526
2011-11-30,871.313
2011-12-30,877.989
2012-01-31,960.577
2012-02-29,986.748
2012-03-30,1054.104
2012-04-30,1068.444
2012-05-31,956.187
2012-06-29,981.952
2012-07-31,1039.184
2012-08-31,1059.342
2012-09-28,1139.508
2012-10-31,1157.399
2012-11-30,1190.994
2012-12-31,1220.327
2013-01-31,1340.359
2013-02-28,1312.342
2013-03-29,1318.175
2013-04-30,1400.531
2013-05-31,1243.859
2013-06-28,1176.031
2013-07-31,1231.554
2013-08-30,1226.625
2013-09-30,1373.418
2013-10-31,1407.874
2013-11-29,1322.384
2013-12-31,1343.688
2014-01-31,1328.176
2014-02-28,1428.5
2014-03-31,1514.079
2014-04-30,1590.772
2014-05-30,1554.192
2014-06-30,1588.886
2014-07-31,1567.816
2014-08-29,1569.401
2014-09-30,1510.188
2014-10-31,1582.742
2014-11-28,1606.143
2014-12-31,1623.837
2015-01-30,1593.863
2015-02-27,1673.607
2015-03-31,1634.252
2015-04-30,1634.246
2015-05-29,1520.096
2015-06-30,1408.658
2015-07-31,1422.667
2015-08-31,1329.263
2015-09-30,1312.088
2015-10-30,1495.426
2015-11-30,1476.025
2015-12-31,1544.784
2016-01-29,1432.359
2016-02-29,1467.691
2016-03-31,1694.028
2016-04-29,1758.069
2016-05-31,1726.741
2016-06-30,1774.589
2016-07-29,1909.902
2016-08-31,1967.636
2016-09-30,1963.992
2016-10-31,1844.067
2016-11-30,1814.383
2016-12-30,1769.552
2017-01-31,1893.275
2017-02-28,1870.952
2017-03-31,1821.726
2017-04-28,1839.54
2017-05-31,1922.518
2017-06-30,2038.443
2017-07-31,2088.528
2017-08-31,2009.296
2017-09-29,2018.454
2017-10-31,1904.65
2017-11-30,1895.378
2017-12-29,2019.191
2018-01-31,2084.875
2018-02-28,1896.516
2018-03-30,1909.591
2018-04-30,1927.235
2018-05-31,1986.026
2018-06-29,1966.728
2018-07-31,1999.327
2018-08-31,1966.138
2018-09-28,2027.203
2018-10-31,1898.795
2018-11-30,2046.079
2018-12-31,1993.518
2019-01-31,2075.449
2019-02-28,2037.06
2019-03-29,2192.914
2019-04-30,2136.008
2019-05-31,2155.341
2019-06-28,2375.207
2019-07-31,2305.596
2019-08-30,2291.188
2019-09-30,2339.287
2019-10-31,2298.587
2019-11-29,2328.013
2019-12-31,2448.791
2020-01-31,2434.246
2020-02-28,2151.88
2020-03-31,1597.455
2020-04-30,1859.964
2020-05-29,1898.88
2020-06-30,2024.7
2020-07-31,2129.549
2020-08-31,2217.9
2020-09-30,2249.761
2020-10-30,2287.964
2020-11-30,2699.092
2020-12-31,2954.92
2021-01-29,2985.549
2021-02-26,2837.886
2021-03-31,2798.207
2021-04-30,2857.585
2021-05-31,2873.314
2021-06-30,2808.091
2021-07-30,2772.601
2021-08-31,2888.77
2021-09-30,2822.713
2021-10-29,2886.293
2021-11-30,2609.694
2021-12-31,2692.66
2022-01-31,2363.344
2022-02-28,2514.816
2022-03-31,2638.322
2022-04-29,2471.793
2022-05-31,2370.474
2022-06-30,2227.565
2022-07-29,2378.869
2022-08-31,2399.051
2022-09-30,2117.76
2022-10-31,2216.415
2022-11-30,2347.58
2022-12-30,2409.985
2023-01-31,2521.283
2023-02-28,2396.596
2023-03-31,2449.836
2023-04-28,2456.499
2023-05-31,2409.244
2023-06-30,2465.613
2023-07-31,2534.75
2023-08-31,2331.102
2023-09-29,2325.144
2023-10-31,2170.754
2023-11-30,2400.209
2023-12-29,2565.698
2024-01-31,2473.276
2024-02-29,2331.16
2024-03-29,2295.027
2024-04-30,2183.71
2024-05-31,2158.654
2024-06-28,2089.678
2024-07-31,2101.666
2024-08-30,2133.698
2024-09-30,2099.395
2024-10-31,1984.609
2024-11-29,2040.729
2024-12-31,1953.759
2025-01-31,1940.552
2025-02-28,1803.507
2025-03-31,1777.568
2025-04-30,1773.105
2025-05-30,1814.049
2025-06-30,1898.027
2025-07-31,1846.129
2025-08-29,1870.997
2025-09-30,1886.417
2025-10-31,1925.388
2025-11-28,1896.692
