Date,NEW ZEALAND IMI VALUE IMI (Large+Mid+Small Cap)
2001-06-14,309.94
2001-06-15,310.955
2001-06-18,308.543
2001-06-19,306.428
2001-06-20,302.189
2001-06-21,302.71
2001-06-22,306.091
2001-06-25,304.131
2001-06-26,306.258
2001-06-27,305.806
2001-06-28,304.448
2001-06-29,301.128
2001-07-02,302.008
2001-07-03,303.787
2001-07-04,302.76
2001-07-05,301.513
2001-07-06,298.243
2001-07-09,297.565
2001-07-10,302.798
2001-07-11,299.888
2001-07-12,299.918
2001-07-13,301.811
2001-07-16,299.833
2001-07-17,299.419
2001-07-18,301.935
2001-07-19,304.841
2001-07-20,301.902
2001-07-23,303.02
2001-07-24,305.039
2001-07-25,308.374
2001-07-26,312.605
2001-07-27,311.322
2001-07-30,312.824
2001-07-31,313.636
2001-08-01,315.296
2001-08-02,315.645
2001-08-03,313.625
2001-08-06,309.513
2001-08-07,308.177
2001-08-08,309.348
2001-08-09,313.264
2001-08-10,315.536
2001-08-13,316.356
2001-08-14,316.479
2001-08-15,318.449
2001-08-16,319.159
2001-08-17,323.525
2001-08-20,318.716
2001-08-21,319.501
2001-08-22,321.655
2001-08-23,321.036
2001-08-24,324.589
2001-08-27,326.574
2001-08-28,323.484
2001-08-29,327.27
2001-08-30,324.899
2001-08-31,319.134
2001-09-03,315.534
2001-09-04,314.291
2001-09-05,312.689
2001-09-06,309.598
2001-09-07,305.833
2001-09-10,297.627
2001-09-11,299.87
2001-09-12,279.482
2001-09-13,282.281
2001-09-14,276.886
2001-09-17,253.612
2001-09-18,258.908
2001-09-19,260.22
2001-09-20,258.458
2001-09-21,252.506
2001-09-24,248.018
2001-09-25,256.209
2001-09-26,257.925
2001-09-27,254.799
2001-09-28,261.439
2001-10-01,257.562
2001-10-02,263.932
2001-10-03,269.854
2001-10-04,270.449
2001-10-05,272.626
2001-10-08,270.826
2001-10-09,267.853
2001-10-10,268.197
2001-10-11,269.13
2001-10-12,272.839
2001-10-15,275.693
2001-10-16,277.511
2001-10-17,279.288
2001-10-18,273.89
2001-10-19,269.801
2001-10-22,270.061
2001-10-23,272.826
2001-10-24,273.007
2001-10-25,275.11
2001-10-26,274.513
2001-10-29,278.996
2001-10-30,276.383
2001-10-31,278.113
2001-11-01,279.462
2001-11-02,280.853
2001-11-05,283.296
2001-11-06,287.925
2001-11-07,284.84
2001-11-08,281.764
2001-11-09,278.657
2001-11-12,282.34
2001-11-13,290.252
2001-11-14,291.39
2001-11-15,287.962
2001-11-16,290.154
2001-11-19,290.747
2001-11-20,294.798
2001-11-21,289.528
2001-11-22,287.231
2001-11-23,283.924
2001-11-26,285.604
2001-11-27,292.958
2001-11-28,296.56
2001-11-29,298.986
2001-11-30,298.105
2001-12-03,291.539
2001-12-04,287.95
2001-12-05,294.583
2001-12-06,300.757
2001-12-07,299.891
2001-12-10,296.933
2001-12-11,300.367
2001-12-12,302.482
2001-12-13,302.901
2001-12-14,298.233
2001-12-17,296.387
2001-12-18,291.933
2001-12-19,294.013
2001-12-20,289.389
2001-12-21,291.681
2001-12-24,293.153
2001-12-25,293.153
2001-12-26,293.365
2001-12-27,293.765
2001-12-28,296.97
2001-12-31,298.17
2002-01-01,298.17
2002-01-02,301.177
2002-01-03,306.677
2002-01-04,309.949
2002-01-07,314.333
2002-01-08,314.605
2002-01-09,313.878
2002-01-10,318.104
2002-01-11,316.902
2002-01-14,312.158
2002-01-15,312.792
2002-01-16,309.299
2002-01-17,308.059
2002-01-18,313.195
2002-01-21,317.045
2002-01-22,319.987
2002-01-23,318.564
2002-01-24,319.094
2002-01-25,319.303
2002-01-28,317.471
2002-01-29,320.185
2002-01-30,313.299
2002-01-31,313.748
2002-02-01,316.325
2002-02-04,317.998
2002-02-05,316.022
2002-02-06,316.287
2002-02-07,311.156
2002-02-08,311.023
2002-02-11,312.375
2002-02-12,311.948
2002-02-13,311.769
2002-02-14,313.611
2002-02-15,313.433
2002-02-18,314.365
2002-02-19,314.932
2002-02-20,313.706
2002-02-21,309.728
2002-02-22,312.052
2002-02-25,311.579
2002-02-26,313.261
2002-02-27,311.943
2002-02-28,313.459
2002-03-01,314.474
2002-03-04,314.581
2002-03-05,316.455
2002-03-06,312.283
2002-03-07,319.886
2002-03-08,318.245
2002-03-11,318.009
2002-03-12,321.783
2002-03-13,316.96
2002-03-14,316.931
2002-03-15,321.502
2002-03-18,319.402
2002-03-19,316.804
2002-03-20,325.338
2002-03-21,321.629
2002-03-22,320.471
2002-03-25,321.212
2002-03-26,321.656
2002-03-27,319.539
2002-03-28,322.643
2002-03-29,322.643
2002-04-01,324.109
2002-04-02,324.586
2002-04-03,320.917
2002-04-04,320.973
2002-04-05,321.212
2002-04-08,317.292
2002-04-09,318.319
2002-04-10,318.476
2002-04-11,323.431
2002-04-12,321.003
2002-04-15,320.429
2002-04-16,319.401
2002-04-17,325.199
2002-04-18,326.475
2002-04-19,324.043
2002-04-22,325.04
2002-04-23,324.529
2002-04-24,323.227
2002-04-25,325.902
2002-04-26,325.794
2002-04-29,324.959
2002-04-30,323.709
2002-05-01,328.852
2002-05-02,325.383
2002-05-03,326.092
2002-05-06,324.94
2002-05-07,325.717
2002-05-08,327.276
2002-05-09,326.741
2002-05-10,330.208
2002-05-13,330.755
2002-05-14,333.372
2002-05-15,340.91
2002-05-16,340.243
2002-05-17,346.378
2002-05-20,347.718
2002-05-21,348.299
2002-05-22,353.804
2002-05-23,357.692
2002-05-24,356.333
2002-05-27,356.915
2002-05-28,360.664
2002-05-29,365.4
2002-05-30,369.547
2002-05-31,368.966
2002-06-03,374.205
2002-06-04,378.387
2002-06-05,372.001
2002-06-06,377.222
2002-06-07,378.18
2002-06-10,377.513
2002-06-11,377.317
2002-06-12,376.834
2002-06-13,377.244
2002-06-14,372.697
2002-06-17,374.865
2002-06-18,380.6
2002-06-19,380.596
2002-06-20,381.02
2002-06-21,380.644
2002-06-24,372.932
2002-06-25,368.329
2002-06-26,358.546
2002-06-27,362.98
2002-06-28,360.165
2002-07-01,360.588
2002-07-02,362.501
2002-07-03,361.204
2002-07-04,355.122
2002-07-05,360.207
2002-07-08,367.561
2002-07-09,366.781
2002-07-10,367.389
2002-07-11,355.73
2002-07-12,360.576
2002-07-15,357.102
2002-07-16,357.932
2002-07-17,351.205
2002-07-18,355.159
2002-07-19,358.719
2002-07-22,346.444
2002-07-23,342.125
2002-07-24,326.768
2002-07-25,330.763
2002-07-26,322.867
2002-07-29,331.436
2002-07-30,337.139
2002-07-31,331.866
2002-08-01,329.86
2002-08-02,327.419
2002-08-05,327.97
2002-08-06,320.497
2002-08-07,326.981
2002-08-08,329.065
2002-08-09,334.585
2002-08-12,338.895
2002-08-13,337.956
2002-08-14,337.164
2002-08-15,339.314
2002-08-16,339.421
2002-08-19,340.841
2002-08-20,341.395
2002-08-21,337.511
2002-08-22,341.214
2002-08-23,342.383
2002-08-26,342.726
2002-08-27,346.572
2002-08-28,346.673
2002-08-29,345.787
2002-08-30,345.514
2002-09-02,348.495
2002-09-03,350.798
2002-09-04,344.878
2002-09-05,343.778
2002-09-06,341.784
2002-09-09,340.904
2002-09-10,341.232
2002-09-11,344.856
2002-09-12,350.389
2002-09-13,347.676
2002-09-16,344.561
2002-09-17,345.212
2002-09-18,343.839
2002-09-19,345.318
2002-09-20,342.156
2002-09-23,338.531
2002-09-24,336.37
2002-09-25,335.138
2002-09-26,339.302
2002-09-27,338.09
2002-09-30,340.43
2002-10-01,341.981
2002-10-02,347.078
2002-10-03,347.632
2002-10-04,345.901
2002-10-07,349.817
2002-10-08,349.428
2002-10-09,351.333
2002-10-10,347.026
2002-10-11,351.485
2002-10-14,353.025
2002-10-15,352.315
2002-10-16,350.77
2002-10-17,352.211
2002-10-18,355.477
2002-10-21,358.691
2002-10-22,363.446
2002-10-23,364.56
2002-10-24,362.111
2002-10-25,361.219
2002-10-28,362.853
2002-10-29,358.909
2002-10-30,358.185
2002-10-31,363.191
2002-11-01,370.555
2002-11-04,371.642
2002-11-05,354.635
2002-11-06,359.627
2002-11-07,356.156
2002-11-08,356.992
2002-11-11,353.577
2002-11-12,355.239
2002-11-13,359.344
2002-11-14,361.724
2002-11-15,360.505
2002-11-18,360.836
2002-11-19,358.59
2002-11-20,357.68
2002-11-21,358.008
2002-11-22,358.689
2002-11-25,354.991
2002-11-26,353.935
2002-11-27,350.723
2002-11-28,355.842
2002-11-29,359.125
2002-12-02,358.044
2002-12-03,354.263
2002-12-04,353.041
2002-12-05,356.378
2002-12-06,355.926
2002-12-09,355.026
2002-12-10,354.344
2002-12-11,353.21
2002-12-12,354.133
2002-12-13,359.388
2002-12-16,357.194
2002-12-17,362.792
2002-12-18,362.936
2002-12-19,367.707
2002-12-20,366.253
2002-12-23,370.043
2002-12-24,371.55
2002-12-25,371.55
2002-12-26,371.946
2002-12-27,370.834
2002-12-30,373.211
2002-12-31,374.439
2003-01-01,374.439
2003-01-02,374.868
2003-01-03,377.218
2003-01-06,391.401
2003-01-07,393.586
2003-01-08,389.615
2003-01-09,389.83
2003-01-10,396.602
2003-01-13,398.646
2003-01-14,398.616
2003-01-15,401.693
2003-01-16,403.169
2003-01-17,407.899
2003-01-20,403.957
2003-01-21,399.044
2003-01-22,396.844
2003-01-23,402.011
2003-01-24,406.666
2003-01-27,405.279
2003-01-28,400.019
2003-01-29,402.603
2003-01-30,396.655
2003-01-31,393.626
2003-02-03,393.938
2003-02-04,403.718
2003-02-05,402.308
2003-02-06,402.418
2003-02-07,398.969
2003-02-10,405.057
2003-02-11,403.504
2003-02-12,400.558
2003-02-13,398.949
2003-02-14,397.063
2003-02-17,402.454
2003-02-18,400.527
2003-02-19,403.012
2003-02-20,402.468
2003-02-21,401.565
2003-02-24,402.487
2003-02-25,395.229
2003-02-26,395.328
2003-02-27,393.605
2003-02-28,390.706
2003-03-03,394.93
2003-03-04,400.683
2003-03-05,405.881
2003-03-06,405.039
2003-03-07,401.988
2003-03-10,402.543
2003-03-11,395.166
2003-03-12,389.663
2003-03-13,382.125
2003-03-14,388.953
2003-03-17,387.422
2003-03-18,390.124
2003-03-19,387.357
2003-03-20,389.94
2003-03-21,389.363
2003-03-24,393.573
2003-03-25,391.146
2003-03-26,389.706
2003-03-27,393.63
2003-03-28,395.372
2003-03-31,401.927
2003-04-01,398.884
2003-04-02,400.667
2003-04-03,397.783
2003-04-04,395.243
2003-04-07,396.212
2003-04-08,398.162
2003-04-09,399.063
2003-04-10,393.649
2003-04-11,394.682
2003-04-14,399.668
2003-04-15,405.441
2003-04-16,403.732
2003-04-17,402.246
2003-04-18,402.246
2003-04-21,400.947
2003-04-22,403.354
2003-04-23,404.223
2003-04-24,404.34
2003-04-25,402.955
2003-04-28,401.122
2003-04-29,406.097
2003-04-30,412.803
2003-05-01,412.639
2003-05-02,407.251
2003-05-05,412.84
2003-05-06,419.888
2003-05-07,414.933
2003-05-08,419.465
2003-05-09,422.167
2003-05-12,427.708
2003-05-13,428.031
2003-05-14,430.335
2003-05-15,431.184
2003-05-16,436.44
2003-05-19,438.958
2003-05-20,437.58
2003-05-21,435.935
2003-05-22,440.57
2003-05-23,440.443
2003-05-26,442.603
2003-05-27,445.428
2003-05-28,440.039
2003-05-29,446.641
2003-05-30,450.589
2003-06-02,452.969
2003-06-03,449.938
2003-06-04,449.39
2003-06-05,452.977
2003-06-06,452.605
2003-06-09,451.779
2003-06-10,450.819
2003-06-11,451.551
2003-06-12,452.376
2003-06-13,453.562
2003-06-16,456.066
2003-06-17,462.323
2003-06-18,463.189
2003-06-19,464.688
2003-06-20,468.002
2003-06-23,467.345
2003-06-24,463.599
2003-06-25,465.381
2003-06-26,461.095
2003-06-27,459.922
2003-06-30,471.284
2003-07-01,474.198
2003-07-02,474.8
2003-07-03,477.458
2003-07-04,474.064
2003-07-07,475.276
2003-07-08,469.229
2003-07-09,456.671
2003-07-10,458.692
2003-07-11,461.168
2003-07-14,461.499
2003-07-15,456.154
2003-07-16,452.094
2003-07-17,450.756
2003-07-18,443.118
2003-07-21,452.229
2003-07-22,451.387
2003-07-23,459.018
2003-07-24,470.079
2003-07-25,471.837
2003-07-28,472.947
2003-07-29,471.019
2003-07-30,462.358
2003-07-31,459.944
2003-08-01,468.565
2003-08-04,467.152
2003-08-05,467.878
2003-08-06,469.144
2003-08-07,469.091
2003-08-08,475.161
2003-08-11,479.445
2003-08-12,477.848
2003-08-13,477.895
2003-08-14,475.706
2003-08-15,473.677
2003-08-18,475.335
2003-08-19,475.558
2003-08-20,473.318
2003-08-21,465.636
2003-08-22,462.728
2003-08-25,462.642
2003-08-26,460.731
2003-08-27,455.196
2003-08-28,455.792
2003-08-29,465.535
2003-09-01,461.977
2003-09-02,454.428
2003-09-03,456.833
2003-09-04,455.065
2003-09-05,464.222
2003-09-08,465.364
2003-09-09,470.462
2003-09-10,468.551
2003-09-11,466.824
2003-09-12,464.218
2003-09-15,470.88
2003-09-16,467.692
2003-09-17,470.995
2003-09-18,472.126
2003-09-19,479.978
2003-09-22,488.317
2003-09-23,486.627
2003-09-24,487.689
2003-09-25,487.312
2003-09-26,482.715
2003-09-29,481.062
2003-09-30,489.076
2003-10-01,490.153
2003-10-02,491.613
2003-10-03,491.139
2003-10-06,489.953
2003-10-07,493.073
2003-10-08,492.776
2003-10-09,497.802
2003-10-10,494.998
2003-10-13,493.197
2003-10-14,486.132
2003-10-15,487.506
2003-10-16,490.843
2003-10-17,494.619
2003-10-20,494.366
2003-10-21,498.22
2003-10-22,499.745
2003-10-23,499.128
2003-10-24,500.274
2003-10-27,500.889
2003-10-28,503.26
2003-10-29,506.715
2003-10-30,504.304
2003-10-31,504.271
2003-11-03,505.226
2003-11-04,506.995
2003-11-05,510.479
2003-11-06,502.839
2003-11-07,504.234
2003-11-10,509.037
2003-11-11,518.711
2003-11-12,516.973
2003-11-13,522.041
2003-11-14,520.164
2003-11-17,518.418
2003-11-18,525.13
2003-11-19,530.207
2003-11-20,536.751
2003-11-21,531.942
2003-11-24,529.611
2003-11-25,529.173
2003-11-26,536.408
2003-11-27,532.937
2003-11-28,534.881
2003-12-01,542.099
2003-12-02,544.917
2003-12-03,542.717
2003-12-04,541.573
2003-12-05,538.467
2003-12-08,538.804
2003-12-09,541.849
2003-12-10,542.07
2003-12-11,536.682
2003-12-12,543.466
2003-12-15,548.423
2003-12-16,547.356
2003-12-17,543.438
2003-12-18,545.453
2003-12-19,544.067
2003-12-22,547.134
2003-12-23,549.539
2003-12-24,560.166
2003-12-25,560.166
2003-12-26,560.729
2003-12-29,561.104
2003-12-30,568.974
2003-12-31,574.269
2004-01-01,574.269
2004-01-02,575.668
2004-01-05,587.151
2004-01-06,594.469
2004-01-07,594.556
2004-01-08,590.148
2004-01-09,598.896
2004-01-12,602.983
2004-01-13,598.676
2004-01-14,591.583
2004-01-15,595.724
2004-01-16,593.279
2004-01-19,588.313
2004-01-20,602.148
2004-01-21,605.317
2004-01-22,604.306
2004-01-23,607.105
2004-01-26,604.907
2004-01-27,615.602
2004-01-28,616.44
2004-01-29,598.748
2004-01-30,598.075
2004-02-02,596.461
2004-02-03,601.559
2004-02-04,598.418
2004-02-05,606.482
2004-02-06,608.859
2004-02-09,619.396
2004-02-10,623.123
2004-02-11,615.595
2004-02-12,615.958
2004-02-13,624.352
2004-02-16,624.648
2004-02-17,623.671
2004-02-18,628.813
2004-02-19,622.955
2004-02-20,610.18
2004-02-23,604.867
2004-02-24,609.621
2004-02-25,614.084
2004-02-26,613.279
2004-02-27,618.778
2004-03-01,620.608
2004-03-02,622.09
2004-03-03,608.202
2004-03-04,608.366
2004-03-05,614.912
2004-03-08,614.298
2004-03-09,625.123
2004-03-10,610.781
2004-03-11,596.688
2004-03-12,598.43
2004-03-15,592.73
2004-03-16,601.83
2004-03-17,598.732
2004-03-18,609.497
2004-03-19,608.161
2004-03-22,615.669
2004-03-23,617.075
2004-03-24,610.95
2004-03-25,608.536
2004-03-26,615.215
2004-03-29,618.177
2004-03-30,626.996
2004-03-31,633.439
2004-04-01,635.479
2004-04-02,627.16
2004-04-05,618.174
2004-04-06,629.997
2004-04-07,633.991
2004-04-08,630.658
2004-04-09,630.658
2004-04-12,634.106
2004-04-13,623.25
2004-04-14,605.535
2004-04-15,613.107
2004-04-16,615.066
2004-04-19,621.133
2004-04-20,612.939
2004-04-21,606.72
2004-04-22,600.777
2004-04-23,598.863
2004-04-26,599.068
2004-04-27,601.455
2004-04-28,595.158
2004-04-29,589.797
2004-04-30,594.387
2004-05-03,589.395
2004-05-04,598.08
2004-05-05,598.226
2004-05-06,595.658
2004-05-07,576.423
2004-05-10,560.638
2004-05-11,556.349
2004-05-12,563.856
2004-05-13,555.289
2004-05-14,556.631
2004-05-17,563.522
2004-05-18,556.966
2004-05-19,574.044
2004-05-20,566.928
2004-05-21,571.884
2004-05-24,571.949
2004-05-25,570.362
2004-05-26,571.221
2004-05-27,590.646
2004-05-28,582.795
2004-05-31,583.134
2004-06-01,585.089
2004-06-02,580.571
2004-06-03,580.436
2004-06-04,577.361
2004-06-07,586.122
2004-06-08,585.889
2004-06-09,575.934
2004-06-10,588.996
2004-06-11,589.614
2004-06-14,588.837
2004-06-15,587.139
2004-06-16,588.736
2004-06-17,585.352
2004-06-18,590.411
2004-06-21,591.584
2004-06-22,596.155
2004-06-23,599.549
2004-06-24,606.963
2004-06-25,613.615
2004-06-28,615.423
2004-06-29,606.113
2004-06-30,617.518
2004-07-01,621.068
2004-07-02,627.651
2004-07-05,626.384
2004-07-06,632.584
2004-07-07,641.696
2004-07-08,641.362
2004-07-09,641.052
2004-07-12,644.61
2004-07-13,639.87
2004-07-14,635.04
2004-07-15,632.573
2004-07-16,645.343
2004-07-19,644.938
2004-07-20,650.713
2004-07-21,636.997
2004-07-22,644.832
2004-07-23,630.731
2004-07-26,632.08
2004-07-27,632.239
2004-07-28,631.995
2004-07-29,638.535
2004-07-30,642.414
2004-08-02,645.609
2004-08-03,654.261
2004-08-04,655.823
2004-08-05,655.79
2004-08-06,655.506
2004-08-09,655.196
2004-08-10,657.364
2004-08-11,657.56
2004-08-12,664.93
2004-08-13,671.635
2004-08-16,670.558
2004-08-17,668.879
2004-08-18,663.313
2004-08-19,669.741
2004-08-20,669.363
2004-08-23,663.918
2004-08-24,650.522
2004-08-25,647.032
2004-08-26,645.5
2004-08-27,648.229
2004-08-30,645.568
2004-08-31,649.237
2004-09-01,649.529
2004-09-02,637.537
2004-09-03,634.374
2004-09-06,637.197
2004-09-07,637.89
2004-09-08,641.455
2004-09-09,648.979
2004-09-10,659.25
2004-09-13,650.097
2004-09-14,658.505
2004-09-15,654.145
2004-09-16,658.925
2004-09-17,660.93
2004-09-20,666.192
2004-09-21,673.163
2004-09-22,674.863
2004-09-23,677.27
2004-09-24,679.3
2004-09-27,680.125
2004-09-28,685.536
2004-09-29,685.319
2004-09-30,694.08
2004-10-01,695.501
2004-10-04,693.72
2004-10-05,699.747
2004-10-06,700.982
2004-10-07,702.093
2004-10-08,710.572
2004-10-11,712.861
2004-10-12,709.045
2004-10-13,702.037
2004-10-14,708.771
2004-10-15,704.383
2004-10-18,701.158
2004-10-19,696.126
2004-10-20,699.646
2004-10-21,703.473
2004-10-22,701.52
2004-10-25,708.897
2004-10-26,697.898
2004-10-27,699.812
2004-10-28,690.6
2004-10-29,691.219
2004-11-01,693.746
2004-11-02,700.29
2004-11-03,704.333
2004-11-04,712.003
2004-11-05,706.832
2004-11-08,710.326
2004-11-09,715.818
2004-11-10,710.181
2004-11-11,715.674
2004-11-12,723.773
2004-11-15,729.822
2004-11-16,727.021
2004-11-17,732.803
2004-11-18,732.986
2004-11-19,746.846
2004-11-22,747.745
2004-11-23,746.054
2004-11-24,748.523
2004-11-25,759.977
2004-11-26,762.338
2004-11-29,765.002
2004-11-30,766.31
2004-12-01,770.358
2004-12-02,774.379
2004-12-03,772.87
2004-12-06,774.136
2004-12-07,765.033
2004-12-08,745.883
2004-12-09,746.57
2004-12-10,744.59
2004-12-13,751.394
2004-12-14,748.338
2004-12-15,755.538
2004-12-16,750.142
2004-12-17,749.938
2004-12-20,751.989
2004-12-21,743.934
2004-12-22,752.361
2004-12-23,755.284
2004-12-24,760.674
2004-12-27,763.219
2004-12-28,765.606
2004-12-29,765.864
2004-12-30,771.256
2004-12-31,781.825
2005-01-03,772.57
2005-01-04,763.478
2005-01-05,768.688
2005-01-06,760.51
2005-01-07,760.776
2005-01-10,755.305
2005-01-11,762.109
2005-01-12,766.697
2005-01-13,767.609
2005-01-14,756.654
2005-01-17,753.174
2005-01-18,757.441
2005-01-19,760.029
2005-01-20,757.306
2005-01-21,769.488
2005-01-24,772.448
2005-01-25,773.935
2005-01-26,787.81
2005-01-27,779.537
2005-01-28,779.712
2005-01-31,775.019
2005-02-01,774.499
2005-02-02,773.523
2005-02-03,770.16
2005-02-04,781.735
2005-02-07,779.633
2005-02-08,772.129
2005-02-09,783.852
2005-02-10,791.673
2005-02-11,791.598
2005-02-14,802.699
2005-02-15,797.067
2005-02-16,792.075
2005-02-17,797.939
2005-02-18,796.716
2005-02-21,806.799
2005-02-22,807.16
2005-02-23,801.091
2005-02-24,802.181
2005-02-25,803.201
2005-02-28,820.238
2005-03-01,815.681
2005-03-02,815.781
2005-03-03,817.752
2005-03-04,828.232
2005-03-07,830.917
2005-03-08,841.362
2005-03-09,836.689
2005-03-10,826.144
2005-03-11,815.101
2005-03-14,811.503
2005-03-15,819.653
2005-03-16,824.91
2005-03-17,817.083
2005-03-18,814.417
2005-03-21,810.104
2005-03-22,810.893
2005-03-23,787.163
2005-03-24,770.096
2005-03-25,770.096
2005-03-28,762.883
2005-03-29,761.634
2005-03-30,756.714
2005-03-31,756.969
2005-04-01,750.508
2005-04-04,742.956
2005-04-05,749.178
2005-04-06,757.174
2005-04-07,760.368
2005-04-08,759.693
2005-04-11,763.048
2005-04-12,761.21
2005-04-13,763.061
2005-04-14,758.147
2005-04-15,746.86
2005-04-18,734.002
2005-04-19,741.65
2005-04-20,746.117
2005-04-21,747.641
2005-04-22,750.323
2005-04-25,746.736
2005-04-26,743.568
2005-04-27,745.583
2005-04-28,749.928
2005-04-29,758.218
2005-05-02,759.477
2005-05-03,759.603
2005-05-04,762.093
2005-05-05,754.856
2005-05-06,747.36
2005-05-09,739.798
2005-05-10,743.85
2005-05-11,743.972
2005-05-12,737.077
2005-05-13,731.833
2005-05-16,724.304
2005-05-17,727.088
2005-05-18,730.772
2005-05-19,735.728
2005-05-20,733.784
2005-05-23,744.838
2005-05-24,749.167
2005-05-25,751.429
2005-05-26,742.128
2005-05-27,752.97
2005-05-30,753.984
2005-05-31,742.119
2005-06-01,729.718
2005-06-02,737.406
2005-06-03,746.525
2005-06-06,753.915
2005-06-07,758.573
2005-06-08,764.376
2005-06-09,759.35
2005-06-10,749.191
2005-06-13,743.944
2005-06-14,756.552
2005-06-15,763.251
2005-06-16,774.713
2005-06-17,780.541
2005-06-20,774.541
2005-06-21,777.32
2005-06-22,774.423
2005-06-23,761.971
2005-06-24,751.581
2005-06-27,760.271
2005-06-28,760.105
2005-06-29,764.833
2005-06-30,771.191
2005-07-01,753.118
2005-07-04,750.359
2005-07-05,748.741
2005-07-06,750.485
2005-07-07,744.528
2005-07-08,743.3
2005-07-11,751.922
2005-07-12,765.183
2005-07-13,756.873
2005-07-14,765.041
2005-07-15,764.141
2005-07-18,769.854
2005-07-19,757.834
2005-07-20,758.938
2005-07-21,769.581
2005-07-22,776.602
2005-07-25,775.833
2005-07-26,782.096
2005-07-27,783.959
2005-07-28,783.221
2005-07-29,789.446
2005-08-01,794.775
2005-08-02,792.209
2005-08-03,796.03
2005-08-04,799.324
2005-08-05,796.055
2005-08-08,793.655
2005-08-09,790.662
2005-08-10,791.671
2005-08-11,799.488
2005-08-12,805.088
2005-08-15,801.688
2005-08-16,802.752
2005-08-17,811.34
2005-08-18,804.996
2005-08-19,800.651
2005-08-22,811.466
2005-08-23,810.213
2005-08-24,807.967
2005-08-25,809.128
2005-08-26,802.624
2005-08-29,796.527
2005-08-30,794.921
2005-08-31,801.376
2005-09-01,818.854
2005-09-02,820.789
2005-09-05,821.954
2005-09-06,817.017
2005-09-07,814.677
2005-09-08,817.301
2005-09-09,821.041
2005-09-12,810.817
2005-09-13,809.561
2005-09-14,826.496
2005-09-15,823.59
2005-09-16,827.884
2005-09-19,819.978
2005-09-20,814.775
2005-09-21,821.025
2005-09-22,810.46
2005-09-23,800.099
2005-09-26,796.019
2005-09-27,794.568
2005-09-28,803.006
2005-09-29,804.462
2005-09-30,811.506
2005-10-03,809.125
2005-10-04,814.188
2005-10-05,809.308
2005-10-06,805.401
2005-10-07,803.959
2005-10-10,807.824
2005-10-11,804.996
2005-10-12,819.741
2005-10-13,798.389
2005-10-14,802.144
2005-10-17,805.61
2005-10-18,802.273
2005-10-19,799.013
2005-10-20,795.229
2005-10-21,784.367
2005-10-24,784.87
2005-10-25,796.247
2005-10-26,802.0
2005-10-27,798.787
2005-10-28,792.663
2005-10-31,792.91
2005-11-01,787.715
2005-11-02,775.866
2005-11-03,784.152
2005-11-04,778.67
2005-11-07,774.864
