Date,DENMARK SMID VALUE SMID (Small+Mid Cap)
2008-09-30,546.965
2008-10-31,402.99
2008-11-28,371.712
2008-12-31,375.013
2009-01-30,364.245
2009-02-27,323.477
2009-03-31,309.538
2009-04-30,364.316
2009-05-29,427.887
2009-06-30,409.205
2009-07-31,468.002
2009-08-31,493.618
2009-09-30,540.341
2009-10-30,531.979
2009-11-30,519.939
2009-12-31,542.246
2010-01-29,552.526
2010-02-26,533.178
2010-03-31,576.016
2010-04-30,573.159
2010-05-31,472.247
2010-06-30,468.547
2010-07-30,524.595
2010-08-31,498.916
2010-09-30,587.976
2010-10-29,603.198
2010-11-30,551.012
2010-12-31,629.998
2011-01-31,700.483
2011-02-28,690.648
2011-03-31,701.754
2011-04-29,754.132
2011-05-31,726.452
2011-06-30,659.923
2011-07-29,657.626
2011-08-31,525.734
2011-09-30,473.886
2011-10-31,502.284
2011-11-30,468.503
2011-12-30,420.022
2012-01-31,491.52
2012-02-29,558.263
2012-03-30,532.525
2012-04-30,528.242
2012-05-31,464.104
2012-06-29,476.945
2012-07-31,464.311
2012-08-31,509.168
2012-09-28,539.073
2012-10-31,524.565
2012-11-30,518.626
2012-12-31,536.605
2013-01-31,590.644
2013-02-28,610.637
2013-03-29,640.135
2013-04-30,686.959
2013-05-31,741.898
2013-06-28,726.696
2013-07-31,842.675
2013-08-30,833.165
2013-09-30,936.654
2013-10-31,1004.926
2013-11-29,1016.332
2013-12-31,1057.9
2014-01-31,1032.844
2014-02-28,1111.407
2014-03-31,1055.236
2014-04-30,1079.101
2014-05-30,1123.456
2014-06-30,1152.387
2014-07-31,1119.531
2014-08-29,1072.15
2014-09-30,1003.406
2014-10-31,1003.246
2014-11-28,1022.459
2014-12-31,995.533
2015-01-30,955.128
2015-02-27,1008.767
2015-03-31,981.582
2015-04-30,1043.242
2015-05-29,1052.414
2015-06-30,1066.348
2015-07-31,1081.127
2015-08-31,1023.479
2015-09-30,951.714
2015-10-30,907.243
2015-11-30,905.771
2015-12-31,898.825
2016-01-29,825.773
2016-02-29,820.612
2016-03-31,900.871
2016-04-29,884.183
2016-05-31,882.872
2016-06-30,823.394
2016-07-29,883.263
2016-08-31,954.253
2016-09-30,966.645
2016-10-31,946.807
2016-11-30,900.731
2016-12-30,939.655
2017-01-31,994.045
2017-02-28,1002.482
2017-03-31,1023.017
2017-04-28,1085.476
2017-05-31,1125.394
2017-06-30,1152.77
2017-07-31,1222.44
2017-08-31,1210.812
2017-09-29,1223.843
2017-10-31,1210.293
2017-11-30,1184.399
2017-12-29,1224.456
2018-01-31,1259.316
2018-02-28,1303.934
2018-03-30,1286.638
2018-04-30,1299.681
2018-05-31,1227.897
2018-06-29,1218.361
2018-07-31,1286.72
2018-08-31,1194.89
2018-09-28,1167.171
2018-10-31,1037.875
2018-11-30,1018.813
2018-12-31,964.798
2019-01-31,1008.342
2019-02-28,1041.867
2019-03-29,1010.853
2019-04-30,1067.767
2019-05-31,997.236
2019-06-28,1015.508
2019-07-31,976.025
2019-08-30,916.935
2019-09-30,967.597
2019-10-31,1022.425
2019-11-29,999.37
2019-12-31,1081.901
2020-01-31,1059.711
2020-02-28,922.821
2020-03-31,697.31
2020-04-30,792.15
2020-05-29,865.019
2020-06-30,890.629
2020-07-31,989.451
2020-08-31,1005.975
2020-09-30,936.551
2020-10-30,916.589
2020-11-30,1126.428
2020-12-31,1172.209
2021-01-29,1170.709
2021-02-26,1256.663
2021-03-31,1295.389
2021-04-30,1325.611
2021-05-31,1350.423
2021-06-30,1340.323
2021-07-30,1342.535
2021-08-31,1319.808
2021-09-30,1269.841
2021-10-29,1323.852
2021-11-30,1268.5
2021-12-31,1336.374
2022-01-31,1364.13
2022-02-28,1268.649
2022-03-31,1314.766
2022-04-29,1281.628
2022-05-31,1297.584
2022-06-30,1150.738
2022-07-29,1195.35
2022-08-31,1156.717
2022-09-30,1054.713
2022-10-31,1207.714
2022-11-30,1338.48
2022-12-30,1431.352
2023-01-31,1554.871
2023-02-28,1688.088
2023-03-31,1596.907
2023-04-28,1632.552
2023-05-31,1525.51
2023-06-30,1692.133
2023-07-31,1708.351
2023-08-31,1636.07
2023-09-29,1646.98
2023-10-31,1596.033
2023-11-30,1736.099
2023-12-29,1791.163
2024-01-31,1815.743
2024-02-29,1910.596
2024-03-29,1940.831
2024-04-30,1912.328
2024-05-31,2045.09
2024-06-28,2046.921
2024-07-31,2119.997
2024-08-30,2138.415
2024-09-30,2132.303
2024-10-31,2025.589
2024-11-29,1980.055
2024-12-31,1970.971
2025-01-31,2031.7
2025-02-28,2179.902
2025-03-31,2202.93
2025-04-30,2299.933
2025-05-30,2492.038
