Date,FRANCE MID GROWTH Mid Cap
2016-12-30,1063.064
2017-01-31,1101.491
2017-02-28,1116.313
2017-03-31,1184.09
2017-04-28,1259.277
2017-05-31,1340.847
2017-06-30,1317.5
2017-07-31,1360.827
2017-08-31,1378.837
2017-09-29,1450.023
2017-10-31,1468.738
2017-11-30,1475.273
2017-12-29,1482.692
2018-01-31,1586.638
2018-02-28,1478.22
2018-03-30,1465.383
2018-04-30,1495.727
2018-05-31,1466.126
2018-06-29,1451.019
2018-07-31,1472.016
2018-08-31,1437.034
2018-09-28,1411.85
2018-10-31,1253.226
2018-11-30,1206.516
2018-12-31,1131.072
2019-01-31,1211.23
2019-02-28,1273.553
2019-03-29,1265.021
2019-04-30,1344.034
2019-05-31,1261.269
2019-06-28,1371.758
2019-07-31,1371.389
2019-08-30,1337.616
2019-09-30,1334.178
2019-10-31,1390.81
2019-11-29,1427.438
2019-12-31,1465.564
2020-01-31,1458.652
2020-02-28,1364.458
2020-03-31,1110.653
2020-04-30,1220.463
2020-05-29,1282.014
2020-06-30,1368.871
2020-07-31,1461.123
2020-08-31,1538.504
2020-09-30,1465.799
2020-10-30,1395.235
2020-11-30,1613.618
2020-12-31,1658.506
2021-01-29,1644.491
2021-02-26,1627.128
2021-03-31,1629.698
2021-04-30,1706.064
2021-05-31,1756.759
2021-06-30,1764.839
2021-07-30,1803.845
2021-08-31,1850.235
2021-09-30,1734.035
2021-10-29,1776.387
2021-11-30,1709.842
2021-12-31,1805.719
2022-01-31,1604.674
2022-02-28,1580.631
2022-03-31,1602.231
2022-04-29,1522.011
2022-05-31,1510.675
2022-06-30,1355.265
2022-07-29,1451.073
2022-08-31,1339.303
2022-09-30,1185.474
2022-10-31,1303.408
2022-11-30,1372.513
2022-12-30,1368.946
2023-01-31,1489.705
2023-02-28,1483.56
2023-03-31,1482.483
2023-04-28,1520.124
2023-05-31,1417.434
2023-06-30,1490.988
2023-07-31,1497.14
2023-08-31,1420.343
2023-09-29,1322.91
2023-10-31,1188.425
2023-11-30,1298.418
2023-12-29,1381.715
2024-01-31,1375.564
2024-02-29,1316.955
2024-03-29,1369.43
2024-04-30,1306.731
2024-05-31,1346.397
2024-06-28,1229.224
2024-07-31,1294.599
2024-08-30,1343.634
2024-09-30,1349.454
2024-10-31,1229.181
2024-11-29,1212.184
2024-12-31,1226.237
2025-01-31,1263.879
2025-02-28,1250.788
2025-03-31,1258.473
2025-04-30,1368.838
2025-05-30,1410.095
2025-06-30,1428.195
2025-07-31,1362.505
2025-08-29,1361.888
2025-09-30,1320.791
2025-10-31,1341.836
2025-11-28,1317.151
2025-12-31,1344.3
