Date,BELGIUM LARGE CAP Large Cap
2001-08-06,347.741
2001-08-07,348.774
2001-08-08,342.602
2001-08-09,344.166
2001-08-10,346.365
2001-08-13,346.729
2001-08-14,347.906
2001-08-15,352.13
2001-08-16,351.758
2001-08-17,349.03
2001-08-20,347.181
2001-08-21,348.232
2001-08-22,351.292
2001-08-23,351.67
2001-08-24,353.86
2001-08-27,353.46
2001-08-28,352.523
2001-08-29,354.048
2001-08-30,352.571
2001-08-31,353.062
2001-09-03,351.983
2001-09-04,346.912
2001-09-05,347.56
2001-09-06,343.598
2001-09-07,337.28
2001-09-10,330.75
2001-09-11,319.009
2001-09-12,320.272
2001-09-13,321.734
2001-09-14,314.999
2001-09-17,313.794
2001-09-18,315.705
2001-09-19,318.792
2001-09-20,308.209
2001-09-21,291.306
2001-09-24,303.371
2001-09-25,311.769
2001-09-26,311.564
2001-09-27,317.591
2001-09-28,325.313
2001-10-01,323.907
2001-10-02,328.744
2001-10-03,327.883
2001-10-04,331.179
2001-10-05,331.239
2001-10-08,330.428
2001-10-09,330.14
2001-10-10,331.157
2001-10-11,328.966
2001-10-12,325.553
2001-10-15,318.478
2001-10-16,317.039
2001-10-17,316.376
2001-10-18,314.696
2001-10-19,308.936
2001-10-22,310.951
2001-10-23,315.159
2001-10-24,315.343
2001-10-25,313.22
2001-10-26,315.641
2001-10-29,318.381
2001-10-30,315.164
2001-10-31,315.391
2001-11-01,316.114
2001-11-02,320.347
2001-11-05,322.259
2001-11-06,322.491
2001-11-07,327.412
2001-11-08,326.261
2001-11-09,319.411
2001-11-12,315.146
2001-11-13,321.488
2001-11-14,326.657
2001-11-15,325.54
2001-11-16,328.773
2001-11-19,329.146
2001-11-20,326.61
2001-11-21,324.428
2001-11-22,324.268
2001-11-23,321.644
2001-11-26,319.046
2001-11-27,314.833
2001-11-28,313.022
2001-11-29,314.787
2001-11-30,319.14
2001-12-03,313.393
2001-12-04,312.468
2001-12-05,313.669
2001-12-06,316.731
2001-12-07,315.245
2001-12-10,312.937
2001-12-11,312.52
2001-12-12,314.759
2001-12-13,314.597
2001-12-14,317.546
2001-12-17,319.568
2001-12-18,318.201
2001-12-19,319.974
2001-12-20,315.961
2001-12-21,316.98
2001-12-24,317.805
2001-12-25,317.805
2001-12-26,318.076
2001-12-27,330.528
2001-12-28,330.749
2001-12-31,333.975
2002-01-01,333.975
2002-01-02,332.741
2002-01-03,329.835
2002-01-04,323.596
2002-01-07,319.715
2002-01-08,317.851
2002-01-09,318.035
2002-01-10,319.663
2002-01-11,316.992
2002-01-14,313.316
2002-01-15,317.299
2002-01-16,312.505
2002-01-17,320.051
2002-01-18,322.082
2002-01-21,320.911
2002-01-22,320.769
2002-01-23,324.075
2002-01-24,326.945
2002-01-25,322.416
2002-01-28,324.059
2002-01-29,322.056
2002-01-30,311.757
2002-01-31,314.28
2002-02-01,315.284
2002-02-04,317.589
2002-02-05,312.499
2002-02-06,310.817
2002-02-07,313.766
2002-02-08,315.162
2002-02-11,321.542
2002-02-12,320.937
2002-02-13,320.693
2002-02-14,322.723
2002-02-15,320.456
2002-02-18,316.285
2002-02-19,307.218
2002-02-20,304.656
2002-02-21,303.951
2002-02-22,304.683
2002-02-25,306.29
2002-02-26,307.556
2002-02-27,308.645
2002-02-28,311.895
2002-03-01,314.577
2002-03-04,317.973
2002-03-05,316.095
2002-03-06,315.521
2002-03-07,315.6
2002-03-08,313.344
2002-03-11,316.421
2002-03-12,313.705
2002-03-13,312.316
2002-03-14,312.488
2002-03-15,313.292
2002-03-18,315.035
2002-03-19,318.908
2002-03-20,317.856
2002-03-21,318.584
2002-03-22,320.348
2002-03-25,320.263
2002-03-26,321.364
2002-03-27,318.955
2002-03-28,319.255
2002-03-29,319.255
2002-04-01,321.872
2002-04-02,321.361
2002-04-03,324.78
2002-04-04,329.303
2002-04-05,324.51
2002-04-08,320.232
2002-04-09,319.352
2002-04-10,324.037
2002-04-11,326.536
2002-04-12,328.957
2002-04-15,332.115
2002-04-16,338.186
2002-04-17,341.108
2002-04-18,341.836
2002-04-19,344.182
2002-04-22,345.129
2002-04-23,348.917
2002-04-24,348.928
2002-04-25,345.59
2002-04-26,340.216
2002-04-29,337.001
2002-04-30,342.817
2002-05-01,344.757
2002-05-02,341.577
2002-05-03,348.404
2002-05-06,350.722
2002-05-07,343.676
2002-05-08,350.066
2002-05-09,350.987
2002-05-10,351.509
2002-05-13,354.144
2002-05-14,352.249
2002-05-15,351.37
2002-05-16,350.155
2002-05-17,351.336
2002-05-20,348.721
2002-05-21,348.012
2002-05-22,348.904
2002-05-23,350.849
2002-05-24,339.509
2002-05-27,338.719
2002-05-28,341.172
2002-05-29,351.237
2002-05-30,350.165
2002-05-31,350.761
2002-06-03,348.431
2002-06-04,341.087
2002-06-05,335.643
2002-06-06,342.269
2002-06-07,342.441
2002-06-10,342.379
2002-06-11,342.646
2002-06-12,333.848
2002-06-13,324.474
2002-06-14,319.724
2002-06-17,333.011
2002-06-18,330.954
2002-06-19,327.721
2002-06-20,321.73
2002-06-21,325.912
2002-06-24,319.81
2002-06-25,325.462
2002-06-26,329.509
2002-06-27,329.99
2002-06-28,343.419
2002-07-01,341.413
2002-07-02,330.233
2002-07-03,318.33
2002-07-04,327.582
2002-07-05,340.526
2002-07-08,345.078
2002-07-09,342.879
2002-07-10,325.998
2002-07-11,310.068
2002-07-12,311.542
2002-07-15,304.987
2002-07-16,301.308
2002-07-17,305.924
2002-07-18,313.292
2002-07-19,296.58
2002-07-22,275.138
2002-07-23,257.977
2002-07-24,254.93
2002-07-25,272.821
2002-07-26,268.291
2002-07-29,290.122
2002-07-30,294.507
2002-07-31,292.817
2002-08-01,273.773
2002-08-02,269.75
2002-08-05,262.746
2002-08-06,265.213
2002-08-07,271.373
2002-08-08,281.215
2002-08-09,287.24
2002-08-12,284.543
2002-08-13,282.056
2002-08-14,277.555
2002-08-15,288.977
2002-08-16,291.985
2002-08-19,302.438
2002-08-20,293.864
2002-08-21,298.548
2002-08-22,311.134
2002-08-23,309.821
2002-08-26,306.599
2002-08-27,322.225
2002-08-28,307.01
2002-08-29,297.376
2002-08-30,301.238
2002-09-02,298.593
2002-09-03,291.099
2002-09-04,292.855
2002-09-05,288.271
2002-09-06,295.382
2002-09-09,290.36
2002-09-10,296.708
2002-09-11,305.648
2002-09-12,296.866
2002-09-13,288.093
2002-09-16,282.832
2002-09-17,279.501
2002-09-18,263.223
2002-09-19,258.187
2002-09-20,257.468
2002-09-23,243.456
2002-09-24,236.321
2002-09-25,246.634
2002-09-26,259.704
2002-09-27,257.312
2002-09-30,247.95
2002-10-01,251.16
2002-10-02,259.583
2002-10-03,256.326
2002-10-04,246.689
2002-10-07,245.447
2002-10-08,236.918
2002-10-09,235.407
2002-10-10,245.111
2002-10-11,261.381
2002-10-14,264.025
2002-10-15,280.302
2002-10-16,278.288
2002-10-17,279.109
2002-10-18,279.127
2002-10-21,279.044
2002-10-22,283.904
2002-10-23,273.408
2002-10-24,273.995
2002-10-25,272.787
2002-10-28,278.842
2002-10-29,269.722
2002-10-30,275.002
2002-10-31,279.705
2002-11-01,279.458
2002-11-04,287.463
2002-11-05,292.841
2002-11-06,290.434
2002-11-07,286.873
2002-11-08,283.198
2002-11-11,281.559
2002-11-12,280.075
2002-11-13,278.191
2002-11-14,286.27
2002-11-15,289.567
2002-11-18,293.833
2002-11-19,295.846
2002-11-20,293.375
2002-11-21,301.564
2002-11-22,294.378
2002-11-25,292.138
2002-11-26,281.637
2002-11-27,289.41
2002-11-28,288.607
2002-11-29,287.886
2002-12-02,286.206
2002-12-03,280.571
2002-12-04,276.119
2002-12-05,270.291
2002-12-06,276.988
2002-12-09,267.587
2002-12-10,274.172
2002-12-11,278.483
2002-12-12,276.235
2002-12-13,272.009
2002-12-16,282.287
2002-12-17,285.133
2002-12-18,279.417
2002-12-19,275.572
2002-12-20,278.643
2002-12-23,285.654
2002-12-24,287.588
2002-12-25,287.588
2002-12-26,288.313
2002-12-27,280.499
2002-12-30,284.188
2002-12-31,292.096
2003-01-01,292.096
2003-01-02,297.715
2003-01-03,293.761
2003-01-06,296.709
2003-01-07,292.799
2003-01-08,283.951
2003-01-09,288.939
2003-01-10,286.099
2003-01-13,291.8
2003-01-14,292.211
2003-01-15,292.046
2003-01-16,288.374
2003-01-17,283.511
2003-01-20,280.638
2003-01-21,276.013
2003-01-22,269.785
2003-01-23,271.916
2003-01-24,272.272
2003-01-27,263.705
2003-01-28,263.721
2003-01-29,261.183
2003-01-30,264.986
2003-01-31,271.486
2003-02-03,273.707
2003-02-04,268.377
2003-02-05,269.928
2003-02-06,263.2
2003-02-07,259.21
2003-02-10,253.729
2003-02-11,261.978
2003-02-12,255.855
2003-02-13,255.972
2003-02-14,260.986
2003-02-17,265.981
2003-02-18,268.615
2003-02-19,263.746
2003-02-20,261.893
2003-02-21,260.597
2003-02-24,249.896
2003-02-25,241.23
2003-02-26,234.111
2003-02-27,233.581
2003-02-28,240.851
2003-03-03,245.318
2003-03-04,239.575
2003-03-05,236.892
2003-03-06,231.622
2003-03-07,223.945
2003-03-10,216.458
2003-03-11,210.477
2003-03-12,203.665
2003-03-13,226.565
2003-03-14,243.435
2003-03-17,252.487
2003-03-18,240.925
2003-03-19,242.35
2003-03-20,243.996
2003-03-21,252.805
2003-03-24,241.635
2003-03-25,245.877
2003-03-26,248.503
2003-03-27,243.319
2003-03-28,242.529
2003-03-31,237.106
2003-04-01,238.453
2003-04-02,247.832
2003-04-03,252.83
2003-04-04,256.965
2003-04-07,268.216
2003-04-08,262.993
2003-04-09,264.799
2003-04-10,263.429
2003-04-11,264.864
2003-04-14,269.722
2003-04-15,279.147
2003-04-16,280.385
2003-04-17,281.437
2003-04-18,281.437
2003-04-21,280.224
2003-04-22,283.99
2003-04-23,287.876
2003-04-24,278.408
2003-04-25,275.578
2003-04-28,280.806
2003-04-29,277.815
2003-04-30,283.067
2003-05-01,285.667
2003-05-02,283.272
2003-05-05,289.242
2003-05-06,296.545
2003-05-07,296.863
2003-05-08,292.223
2003-05-09,297.498
2003-05-12,301.334
2003-05-13,296.217
2003-05-14,296.665
2003-05-15,296.936
2003-05-16,302.65
2003-05-19,293.875
2003-05-20,297.449
2003-05-21,292.516
2003-05-22,296.314
2003-05-23,298.715
2003-05-26,302.162
2003-05-27,302.195
2003-05-28,299.12
2003-05-29,303.966
2003-05-30,307.506
2003-06-02,312.15
2003-06-03,311.674
2003-06-04,312.417
2003-06-05,316.198
2003-06-06,318.604
2003-06-09,314.743
2003-06-10,317.451
2003-06-11,326.649
2003-06-12,326.723
2003-06-13,323.287
2003-06-16,330.678
2003-06-17,330.046
2003-06-18,328.966
2003-06-19,322.182
2003-06-20,325.411
2003-06-23,318.245
2003-06-24,315.461
2003-06-25,318.816
2003-06-26,313.732
2003-06-27,314.459
2003-06-30,313.881
2003-07-01,308.544
2003-07-02,313.919
2003-07-03,313.167
2003-07-04,308.254
2003-07-07,314.93
2003-07-08,316.845
2003-07-09,314.604
2003-07-10,311.912
2003-07-11,317.308
2003-07-14,320.956
2003-07-15,317.717
2003-07-16,313.802
2003-07-17,314.783
2003-07-18,316.772
2003-07-21,314.539
2003-07-22,317.37
2003-07-23,317.641
2003-07-24,323.5
2003-07-25,321.812
2003-07-28,325.076
2003-07-29,325.272
2003-07-30,324.835
2003-07-31,326.511
2003-08-01,321.553
2003-08-04,323.278
2003-08-05,324.651
2003-08-06,320.552
2003-08-07,324.021
2003-08-08,321.461
2003-08-11,321.936
2003-08-12,323.613
2003-08-13,322.512
2003-08-14,325.741
2003-08-15,329.34
2003-08-18,328.292
2003-08-19,332.535
2003-08-20,329.602
2003-08-21,327.998
2003-08-22,323.011
2003-08-25,323.076
2003-08-26,318.624
2003-08-27,320.735
2003-08-28,315.079
2003-08-29,310.21
2003-09-01,317.155
2003-09-02,312.354
2003-09-03,317.011
2003-09-04,317.1
2003-09-05,319.108
2003-09-08,322.439
2003-09-09,321.564
2003-09-10,317.949
2003-09-11,319.994
2003-09-12,323.11
2003-09-15,325.06
2003-09-16,324.056
2003-09-17,327.383
2003-09-18,327.993
2003-09-19,328.212
2003-09-22,331.848
2003-09-23,329.844
2003-09-24,328.581
2003-09-25,331.004
2003-09-26,327.841
2003-09-29,328.27
2003-09-30,327.659
2003-10-01,334.164
2003-10-02,333.591
2003-10-03,336.153
2003-10-06,337.568
2003-10-07,341.546
2003-10-08,340.917
2003-10-09,341.389
2003-10-10,342.918
2003-10-13,343.292
2003-10-14,342.222
2003-10-15,345.006
2003-10-16,343.982
2003-10-17,341.854
2003-10-20,344.214
2003-10-21,344.126
2003-10-22,343.724
2003-10-23,339.419
2003-10-24,339.13
2003-10-27,340.581
2003-10-28,340.26
2003-10-29,337.68
2003-10-30,339.717
2003-10-31,341.649
2003-11-03,339.099
2003-11-04,338.385
2003-11-05,339.188
2003-11-06,338.533
2003-11-07,342.39
2003-11-10,342.858
2003-11-11,343.097
2003-11-12,345.183
2003-11-13,346.905
2003-11-14,352.464
2003-11-17,346.273
2003-11-18,348.782
2003-11-19,349.276
2003-11-20,346.991
2003-11-21,348.957
2003-11-24,350.402
2003-11-25,349.719
2003-11-26,350.732
2003-11-27,352.366
2003-11-28,354.045
2003-12-01,356.82
2003-12-02,360.384
2003-12-03,363.661
2003-12-04,361.922
2003-12-05,362.605
2003-12-08,361.256
2003-12-09,361.438
2003-12-10,361.167
2003-12-11,358.458
2003-12-12,361.356
2003-12-15,363.122
2003-12-16,363.468
2003-12-17,364.197
2003-12-18,367.225
2003-12-19,366.83
2003-12-22,370.341
2003-12-23,371.467
2003-12-24,371.712
2003-12-25,371.712
2003-12-26,371.563
2003-12-29,375.672
2003-12-30,378.709
2003-12-31,382.714
2004-01-01,382.714
2004-01-02,387.726
2004-01-05,393.814
2004-01-06,398.867
2004-01-07,396.939
2004-01-08,401.878
2004-01-09,404.347
2004-01-12,404.404
2004-01-13,405.966
2004-01-14,407.645
2004-01-15,409.503
2004-01-16,406.478
2004-01-19,404.797
2004-01-20,408.651
2004-01-21,414.424
2004-01-22,417.858
2004-01-23,415.923
2004-01-26,412.824
2004-01-27,414.152
2004-01-28,415.742
2004-01-29,404.77
2004-01-30,406.759
2004-02-02,411.84
2004-02-03,412.997
2004-02-04,410.862
2004-02-05,415.555
2004-02-06,422.207
2004-02-09,423.952
2004-02-10,422.972
2004-02-11,424.184
2004-02-12,431.776
2004-02-13,429.272
2004-02-16,432.738
2004-02-17,437.772
2004-02-18,440.652
2004-02-19,439.266
2004-02-20,432.292
2004-02-23,435.479
2004-02-24,435.706
2004-02-25,431.948
2004-02-26,425.9
2004-02-27,428.428
2004-03-01,428.064
2004-03-02,424.084
2004-03-03,415.434
2004-03-04,422.699
2004-03-05,432.536
2004-03-08,431.199
2004-03-09,425.979
2004-03-10,420.235
2004-03-11,407.508
2004-03-12,410.017
2004-03-15,400.597
2004-03-16,405.842
2004-03-17,408.222
2004-03-18,406.254
2004-03-19,404.249
2004-03-22,395.872
2004-03-23,396.98
2004-03-24,392.085
2004-03-25,395.016
2004-03-26,396.217
2004-03-29,400.447
2004-03-30,400.882
2004-03-31,404.454
2004-04-01,414.143
2004-04-02,412.636
2004-04-05,407.896
2004-04-06,410.702
2004-04-07,413.327
2004-04-08,414.629
2004-04-09,414.629
2004-04-12,413.464
2004-04-13,413.276
2004-04-14,408.455
2004-04-15,408.588
2004-04-16,415.264
2004-04-19,413.453
2004-04-20,412.649
2004-04-21,410.278
2004-04-22,411.222
2004-04-23,410.307
2004-04-26,410.131
2004-04-27,410.339
2004-04-28,404.418
2004-04-29,404.764
2004-04-30,405.519
2004-05-03,408.519
2004-05-04,413.033
2004-05-05,414.404
2004-05-06,405.338
2004-05-07,397.097
2004-05-10,383.644
2004-05-11,388.923
2004-05-12,388.899
2004-05-13,391.419
2004-05-14,391.928
2004-05-17,392.408
2004-05-18,396.68
2004-05-19,403.565
2004-05-20,399.992
2004-05-21,403.866
2004-05-24,404.915
2004-05-25,406.33
2004-05-26,408.861
2004-05-27,418.02
2004-05-28,417.097
2004-05-31,416.871
2004-06-01,414.359
2004-06-02,418.278
2004-06-03,423.69
2004-06-04,425.989
2004-06-07,431.384
2004-06-08,430.344
2004-06-09,423.388
2004-06-10,424.0
2004-06-11,420.317
2004-06-14,420.995
2004-06-15,422.145
2004-06-16,421.45
2004-06-17,424.487
2004-06-18,429.286
2004-06-21,426.862
2004-06-22,424.685
2004-06-23,423.506
2004-06-24,427.766
2004-06-25,424.528
2004-06-28,427.234
2004-06-29,424.72
2004-06-30,427.051
2004-07-01,426.75
2004-07-02,429.369
2004-07-05,425.84
2004-07-06,422.702
2004-07-07,429.664
2004-07-08,429.962
2004-07-09,432.627
2004-07-12,431.592
2004-07-13,432.773
2004-07-14,434.088
2004-07-15,430.14
2004-07-16,433.328
2004-07-19,427.111
2004-07-20,428.902
2004-07-21,427.522
2004-07-22,421.457
2004-07-23,414.917
2004-07-26,413.965
2004-07-27,417.327
2004-07-28,417.106
2004-07-29,425.029
2004-07-30,420.269
2004-08-02,420.996
2004-08-03,424.937
2004-08-04,422.368
2004-08-05,425.411
2004-08-06,426.434
2004-08-09,421.596
2004-08-10,428.683
2004-08-11,422.219
2004-08-12,424.072
2004-08-13,424.815
2004-08-16,428.586
2004-08-17,430.433
2004-08-18,428.562
2004-08-19,432.003
2004-08-20,430.58
2004-08-23,431.254
2004-08-24,428.393
2004-08-25,430.998
2004-08-26,435.083
2004-08-27,435.366
2004-08-30,435.193
2004-08-31,439.359
2004-09-01,445.553
2004-09-02,446.224
2004-09-03,447.599
2004-09-06,449.965
2004-09-07,449.404
2004-09-08,450.962
2004-09-09,450.702
2004-09-10,456.392
2004-09-13,456.079
2004-09-14,457.891
2004-09-15,456.192
2004-09-16,456.975
2004-09-17,461.129
2004-09-20,457.919
2004-09-21,464.465
2004-09-22,460.558
2004-09-23,458.267
2004-09-24,459.719
2004-09-27,460.665
2004-09-28,462.505
2004-09-29,467.504
2004-09-30,471.132
2004-10-01,476.506
2004-10-04,478.846
2004-10-05,481.222
2004-10-06,484.99
2004-10-07,483.36
2004-10-08,486.401
2004-10-11,484.3
2004-10-12,476.899
2004-10-13,480.413
2004-10-14,484.069
2004-10-15,485.121
2004-10-18,489.393
2004-10-19,491.832
2004-10-20,492.666
2004-10-21,493.468
2004-10-22,495.15
2004-10-25,494.26
2004-10-26,493.797
2004-10-27,498.935
2004-10-28,502.356
2004-10-29,502.438
2004-11-01,507.696
2004-11-02,509.75
2004-11-03,515.742
2004-11-04,516.569
2004-11-05,519.485
2004-11-08,518.746
2004-11-09,516.569
2004-11-10,519.819
2004-11-11,522.944
2004-11-12,522.748
2004-11-15,519.425
2004-11-16,516.375
2004-11-17,520.139
2004-11-18,519.472
2004-11-19,527.205
2004-11-22,527.148
2004-11-23,527.898
2004-11-24,532.662
2004-11-25,536.62
2004-11-26,539.161
2004-11-29,536.869
2004-11-30,533.665
2004-12-01,543.075
2004-12-02,544.598
2004-12-03,547.392
2004-12-06,550.015
2004-12-07,552.565
2004-12-08,544.682
2004-12-09,544.032
2004-12-10,544.878
2004-12-13,552.245
2004-12-14,552.165
2004-12-15,558.815
2004-12-16,556.953
2004-12-17,552.259
2004-12-20,559.776
2004-12-21,560.585
2004-12-22,566.169
2004-12-23,570.002
2004-12-24,570.055
2004-12-27,574.853
2004-12-28,572.918
2004-12-29,571.315
2004-12-30,572.153
2004-12-31,569.913
2005-01-03,571.782
2005-01-04,568.309
2005-01-05,563.091
2005-01-06,563.937
2005-01-07,560.605
2005-01-10,564.046
2005-01-11,561.841
2005-01-12,565.22
2005-01-13,560.76
2005-01-14,556.229
2005-01-17,558.776
2005-01-18,554.7
2005-01-19,554.609
2005-01-20,549.487
2005-01-21,554.041
2005-01-24,553.929
2005-01-25,558.44
2005-01-26,563.393
2005-01-27,561.236
2005-01-28,554.08
2005-01-31,557.864
2005-02-01,557.311
2005-02-02,561.039
2005-02-03,562.362
2005-02-04,565.512
2005-02-07,563.639
2005-02-08,561.716
2005-02-09,563.174
2005-02-10,567.6
2005-02-11,574.788
2005-02-14,575.643
2005-02-15,582.784
2005-02-16,580.823
2005-02-17,581.738
2005-02-18,582.148
2005-02-21,575.932
2005-02-22,579.247
2005-02-23,574.184
2005-02-24,572.541
2005-02-25,575.544
2005-02-28,585.002
2005-03-01,583.466
2005-03-02,577.002
2005-03-03,575.917
2005-03-04,587.018
2005-03-07,591.491
2005-03-08,600.504
2005-03-09,599.487
2005-03-10,595.426
2005-03-11,598.878
2005-03-14,592.076
2005-03-15,593.005
2005-03-16,592.726
2005-03-17,591.303
2005-03-18,592.398
2005-03-21,589.644
2005-03-22,588.463
2005-03-23,576.656
2005-03-24,583.493
2005-03-25,583.493
2005-03-28,579.398
2005-03-29,580.856
2005-03-30,583.074
2005-03-31,584.238
2005-04-01,583.777
2005-04-04,574.954
2005-04-05,578.835
2005-04-06,583.65
2005-04-07,587.241
2005-04-08,586.122
2005-04-11,591.814
2005-04-12,585.239
2005-04-13,591.294
2005-04-14,582.12
2005-04-15,583.008
2005-04-18,574.162
2005-04-19,579.911
2005-04-20,575.057
2005-04-21,578.515
2005-04-22,581.309
2005-04-25,580.586
2005-04-26,579.464
2005-04-27,569.951
2005-04-28,564.563
2005-04-29,566.217
2005-05-02,568.106
2005-05-03,571.143
2005-05-04,580.082
2005-05-05,584.158
2005-05-06,580.811
2005-05-09,578.53
2005-05-10,578.236
2005-05-11,574.305
2005-05-12,574.006
2005-05-13,567.489
2005-05-16,565.481
2005-05-17,565.783
2005-05-18,572.353
2005-05-19,575.743
2005-05-20,571.61
2005-05-23,575.581
2005-05-24,575.805
2005-05-25,577.593
2005-05-26,573.409
2005-05-27,579.596
2005-05-30,579.39
2005-05-31,573.472
2005-06-01,573.805
2005-06-02,574.392
2005-06-03,576.268
2005-06-06,572.602
2005-06-07,574.48
2005-06-08,574.876
2005-06-09,575.085
2005-06-10,574.513
2005-06-13,569.863
2005-06-14,572.372
2005-06-15,574.418
2005-06-16,577.63
2005-06-17,581.833
2005-06-20,572.82
2005-06-21,577.567
2005-06-22,581.649
2005-06-23,576.287
2005-06-24,571.22
2005-06-27,566.8
2005-06-28,566.024
2005-06-29,570.988
2005-06-30,575.554
2005-07-01,571.75
2005-07-04,568.54
2005-07-05,566.201
2005-07-06,568.128
2005-07-07,563.822
2005-07-08,566.762
2005-07-11,580.147
2005-07-12,583.516
2005-07-13,581.532
2005-07-14,588.371
2005-07-15,584.241
2005-07-18,582.956
2005-07-19,586.754
2005-07-20,587.404
2005-07-21,597.43
2005-07-22,592.212
2005-07-25,590.437
2005-07-26,590.565
2005-07-27,593.596
2005-07-28,597.696
2005-07-29,600.484
2005-08-01,604.671
2005-08-02,607.881
2005-08-03,617.005
2005-08-04,615.26
2005-08-05,611.598
2005-08-08,614.18
2005-08-09,624.257
2005-08-10,630.824
2005-08-11,631.842
2005-08-12,627.384
2005-08-15,621.084
2005-08-16,619.449
2005-08-17,615.912
2005-08-18,603.899
2005-08-19,606.179
2005-08-22,610.949
2005-08-23,604.179
2005-08-24,603.792
2005-08-25,606.667
2005-08-26,606.254
2005-08-29,604.949
2005-08-30,600.83
2005-08-31,609.821
2005-09-01,616.061
2005-09-02,617.237
2005-09-05,620.345
2005-09-06,622.573
2005-09-07,623.864
2005-09-08,619.022
2005-09-09,621.538
2005-09-12,616.667
2005-09-13,613.042
2005-09-14,616.929
2005-09-15,612.639
2005-09-16,615.547
2005-09-19,613.113
2005-09-20,616.73
2005-09-21,616.472
2005-09-22,613.474
2005-09-23,612.749
2005-09-26,618.13
2005-09-27,612.992
2005-09-28,616.781
2005-09-29,612.727
2005-09-30,615.706
2005-10-03,612.582
2005-10-04,617.315
2005-10-05,616.595
2005-10-06,622.08
2005-10-07,619.409
2005-10-10,615.955
2005-10-11,614.88
2005-10-12,614.347
2005-10-13,605.889
2005-10-14,616.95
2005-10-17,609.952
2005-10-18,604.719
2005-10-19,601.107
2005-10-20,603.354
2005-10-21,602.684
2005-10-24,604.965
2005-10-25,611.879
2005-10-26,610.451
2005-10-27,608.515
2005-10-28,603.616
2005-10-31,604.964
2005-11-01,607.422
2005-11-02,613.281
2005-11-03,615.529
2005-11-04,603.227
2005-11-07,607.4
2005-11-08,606.288
2005-11-09,603.104
