Date,AUSTRALIA LARGE CAP Large Cap
2001-05-22,342.636
2001-05-23,338.941
2001-05-24,336.71
2001-05-25,339.952
2001-05-28,340.712
2001-05-29,336.46
2001-05-30,334.311
2001-05-31,327.487
2001-06-01,329.52
2001-06-04,333.762
2001-06-05,334.121
2001-06-06,338.27
2001-06-07,343.793
2001-06-08,347.762
2001-06-11,347.065
2001-06-12,341.698
2001-06-13,339.736
2001-06-14,343.283
2001-06-15,343.017
2001-06-18,336.554
2001-06-19,333.7
2001-06-20,334.985
2001-06-21,333.577
2001-06-22,336.015
2001-06-25,332.59
2001-06-26,336.323
2001-06-27,331.209
2001-06-28,327.789
2001-06-29,332.645
2001-07-02,329.421
2001-07-03,334.212
2001-07-04,334.274
2001-07-05,324.787
2001-07-06,315.699
2001-07-09,315.888
2001-07-10,319.357
2001-07-11,319.577
2001-07-12,319.09
2001-07-13,320.502
2001-07-16,324.558
2001-07-17,319.414
2001-07-18,323.758
2001-07-19,322.689
2001-07-20,316.563
2001-07-23,316.872
2001-07-24,314.585
2001-07-25,311.321
2001-07-26,307.217
2001-07-27,305.333
2001-07-30,308.649
2001-07-31,311.167
2001-08-01,322.781
2001-08-02,328.864
2001-08-03,327.984
2001-08-06,326.373
2001-08-07,325.939
2001-08-08,325.974
2001-08-09,323.996
2001-08-10,323.014
2001-08-13,321.205
2001-08-14,319.884
2001-08-15,325.92
2001-08-16,322.885
2001-08-17,327.268
2001-08-20,320.876
2001-08-21,324.151
2001-08-22,325.589
2001-08-23,323.308
2001-08-24,325.433
2001-08-27,327.313
2001-08-28,325.922
2001-08-29,324.534
2001-08-30,322.002
2001-08-31,313.408
2001-09-03,314.067
2001-09-04,312.282
2001-09-05,312.108
2001-09-06,309.869
2001-09-07,304.257
2001-09-10,301.72
2001-09-11,306.482
2001-09-12,289.349
2001-09-13,291.338
2001-09-14,290.073
2001-09-17,271.986
2001-09-18,272.326
2001-09-19,274.644
2001-09-20,269.713
2001-09-21,261.147
2001-09-24,262.813
2001-09-25,268.991
2001-09-26,269.003
2001-09-27,268.47
2001-09-28,274.945
2001-10-01,279.74
2001-10-02,284.698
2001-10-03,283.567
2001-10-04,283.767
2001-10-05,295.314
2001-10-08,290.444
2001-10-09,289.434
2001-10-10,286.832
2001-10-11,292.337
2001-10-12,297.012
2001-10-15,301.89
2001-10-16,303.257
2001-10-17,305.264
2001-10-18,298.679
2001-10-19,293.716
2001-10-22,294.405
2001-10-23,298.503
2001-10-24,303.51
2001-10-25,301.303
2001-10-26,300.462
2001-10-29,299.437
2001-10-30,300.176
2001-10-31,298.772
2001-11-01,301.155
2001-11-02,297.456
2001-11-05,297.073
2001-11-06,305.428
2001-11-07,303.464
2001-11-08,304.396
2001-11-09,307.576
2001-11-12,315.351
2001-11-13,313.218
2001-11-14,319.101
2001-11-15,319.909
2001-11-16,319.57
2001-11-19,319.522
2001-11-20,322.014
2001-11-21,318.115
2001-11-22,316.908
2001-11-23,319.483
2001-11-26,322.318
2001-11-27,327.232
2001-11-28,323.28
2001-11-29,319.337
2001-11-30,321.976
2001-12-03,320.378
2001-12-04,317.995
2001-12-05,321.409
2001-12-06,324.767
2001-12-07,325.67
2001-12-10,322.775
2001-12-11,322.012
2001-12-12,321.015
2001-12-13,319.557
2001-12-14,316.148
2001-12-17,316.256
2001-12-18,318.282
2001-12-19,317.004
2001-12-20,313.999
2001-12-21,317.704
2001-12-24,321.022
2001-12-25,321.022
2001-12-26,320.801
2001-12-27,323.082
2001-12-28,324.522
2001-12-31,325.526
2002-01-01,325.526
2002-01-02,328.571
2002-01-03,326.913
2002-01-04,331.77
2002-01-07,333.519
2002-01-08,333.028
2002-01-09,331.976
2002-01-10,330.62
2002-01-11,330.246
2002-01-14,328.197
2002-01-15,327.15
2002-01-16,326.897
2002-01-17,323.281
2002-01-18,323.255
2002-01-21,325.754
2002-01-22,329.531
2002-01-23,330.022
2002-01-24,330.247
2002-01-25,330.403
2002-01-28,329.475
2002-01-29,329.335
2002-01-30,321.702
2002-01-31,324.884
2002-02-01,324.124
2002-02-04,326.891
2002-02-05,324.416
2002-02-06,320.519
2002-02-07,318.723
2002-02-08,325.827
2002-02-11,329.635
2002-02-12,327.638
2002-02-13,325.869
2002-02-14,331.511
2002-02-15,332.343
2002-02-18,332.899
2002-02-19,332.402
2002-02-20,328.575
2002-02-21,326.494
2002-02-22,322.868
2002-02-25,323.214
2002-02-26,325.437
2002-02-27,324.983
2002-02-28,325.213
2002-03-01,326.505
2002-03-04,330.525
2002-03-05,331.6
2002-03-06,334.704
2002-03-07,344.525
2002-03-08,339.845
2002-03-11,338.22
2002-03-12,335.466
2002-03-13,333.907
2002-03-14,335.96
2002-03-15,332.451
2002-03-18,337.618
2002-03-19,338.04
2002-03-20,343.168
2002-03-21,339.993
2002-03-22,339.442
2002-03-25,336.83
2002-03-26,330.833
2002-03-27,333.583
2002-03-28,338.443
2002-03-29,338.443
2002-04-01,339.045
2002-04-02,335.991
2002-04-03,332.71
2002-04-04,332.42
2002-04-05,334.579
2002-04-08,331.988
2002-04-09,329.457
2002-04-10,332.501
2002-04-11,334.023
2002-04-12,332.411
2002-04-15,331.811
2002-04-16,333.954
2002-04-17,339.802
2002-04-18,341.865
2002-04-19,341.788
2002-04-22,342.905
2002-04-23,341.312
2002-04-24,339.675
2002-04-25,341.117
2002-04-26,340.576
2002-04-29,333.901
2002-04-30,333.639
2002-05-01,335.238
2002-05-02,332.297
2002-05-03,334.38
2002-05-06,330.805
2002-05-07,330.044
2002-05-08,332.369
2002-05-09,333.298
2002-05-10,333.397
2002-05-13,331.305
2002-05-14,332.615
2002-05-15,343.614
2002-05-16,344.263
2002-05-17,349.184
2002-05-20,345.819
2002-05-21,345.247
2002-05-22,348.702
2002-05-23,345.955
2002-05-24,347.228
2002-05-27,347.408
2002-05-28,350.962
2002-05-29,352.279
2002-05-30,353.001
2002-05-31,350.845
2002-06-03,354.084
2002-06-04,354.895
2002-06-05,352.577
2002-06-06,354.814
2002-06-07,354.671
2002-06-10,352.321
2002-06-11,350.46
2002-06-12,352.045
2002-06-13,350.666
2002-06-14,342.012
2002-06-17,341.36
2002-06-18,345.714
2002-06-19,343.796
2002-06-20,346.128
2002-06-21,343.942
2002-06-24,341.61
2002-06-25,339.087
2002-06-26,329.709
2002-06-27,334.223
2002-06-28,332.73
2002-07-01,334.612
2002-07-02,334.169
2002-07-03,327.493
2002-07-04,327.499
2002-07-05,330.062
2002-07-08,336.33
2002-07-09,341.815
2002-07-10,336.721
2002-07-11,327.811
2002-07-12,328.3
2002-07-15,328.667
2002-07-16,324.269
2002-07-17,316.474
2002-07-18,320.929
2002-07-19,318.137
2002-07-22,312.658
2002-07-23,309.382
2002-07-24,295.577
2002-07-25,298.429
2002-07-26,290.27
2002-07-29,295.286
2002-07-30,306.165
2002-07-31,306.746
2002-08-01,302.927
2002-08-02,299.335
2002-08-05,290.593
2002-08-06,286.261
2002-08-07,300.516
2002-08-08,300.943
2002-08-09,304.343
2002-08-12,306.996
2002-08-13,306.895
2002-08-14,305.44
2002-08-15,311.677
2002-08-16,312.633
2002-08-19,312.431
2002-08-20,317.269
2002-08-21,314.639
2002-08-22,317.477
2002-08-23,317.749
2002-08-26,316.149
2002-08-27,318.813
2002-08-28,314.753
2002-08-29,314.236
2002-08-30,311.653
2002-09-02,315.117
2002-09-03,313.792
2002-09-04,306.41
2002-09-05,307.229
2002-09-06,307.222
2002-09-09,312.78
2002-09-10,312.538
2002-09-11,317.331
2002-09-12,319.24
2002-09-13,317.067
2002-09-16,315.936
2002-09-17,318.774
2002-09-18,313.688
2002-09-19,312.321
2002-09-20,308.478
2002-09-23,304.168
2002-09-24,303.735
2002-09-25,298.81
2002-09-26,297.958
2002-09-27,299.018
2002-09-30,293.227
2002-10-01,295.994
2002-10-02,299.01
2002-10-03,300.724
2002-10-04,299.935
2002-10-07,295.405
2002-10-08,293.785
2002-10-09,290.362
2002-10-10,286.37
2002-10-11,290.801
2002-10-14,295.286
2002-10-15,300.295
2002-10-16,301.175
2002-10-17,302.644
2002-10-18,306.628
2002-10-21,305.456
2002-10-22,307.373
2002-10-23,310.611
2002-10-24,311.671
2002-10-25,308.085
2002-10-28,314.208
2002-10-29,309.766
2002-10-30,306.342
2002-10-31,314.249
2002-11-01,309.821
2002-11-04,317.362
2002-11-05,317.695
2002-11-06,321.75
2002-11-07,318.681
2002-11-08,315.263
2002-11-11,308.213
2002-11-12,310.405
2002-11-13,308.35
2002-11-14,308.862
2002-11-15,314.852
2002-11-18,315.144
2002-11-19,312.662
2002-11-20,313.991
2002-11-21,316.666
2002-11-22,320.237
2002-11-25,318.746
2002-11-26,316.308
2002-11-27,310.788
2002-11-28,319.31
2002-11-29,320.914
2002-12-02,323.244
2002-12-03,321.713
2002-12-04,316.841
2002-12-05,318.829
2002-12-06,316.385
2002-12-09,316.458
2002-12-10,309.84
2002-12-11,307.413
2002-12-12,313.029
2002-12-13,309.648
2002-12-16,305.817
2002-12-17,312.762
2002-12-18,310.937
2002-12-19,310.272
2002-12-20,310.8
2002-12-23,314.545
2002-12-24,314.398
2002-12-25,314.398
2002-12-26,314.398
2002-12-27,312.101
2002-12-30,308.09
2002-12-31,309.008
2003-01-01,309.008
2003-01-02,311.329
2003-01-03,316.227
2003-01-06,324.349
2003-01-07,323.418
2003-01-08,322.576
2003-01-09,323.449
2003-01-10,326.018
2003-01-13,326.959
2003-01-14,328.332
2003-01-15,328.841
2003-01-16,326.885
2003-01-17,328.68
2003-01-20,327.989
2003-01-21,325.66
2003-01-22,321.623
2003-01-23,324.012
2003-01-24,325.341
2003-01-27,324.159
2003-01-28,315.002
2003-01-29,314.69
2003-01-30,314.677
2003-01-31,313.285
2003-02-03,310.735
2003-02-04,315.455
2003-02-05,312.054
2003-02-06,307.432
2003-02-07,311.162
2003-02-10,310.259
2003-02-11,306.678
2003-02-12,309.114
2003-02-13,304.177
2003-02-14,298.658
2003-02-17,301.883
2003-02-18,302.006
2003-02-19,305.991
2003-02-20,303.064
2003-02-21,303.589
2003-02-24,312.905
2003-02-25,306.57
2003-02-26,310.383
2003-02-27,305.029
2003-02-28,306.759
2003-03-03,313.402
2003-03-04,312.922
2003-03-05,308.509
2003-03-06,308.866
2003-03-07,303.951
2003-03-10,303.95
2003-03-11,295.972
2003-03-12,291.546
2003-03-13,290.683
2003-03-14,299.736
2003-03-17,298.086
2003-03-18,309.824
2003-03-19,310.88
2003-03-20,313.24
2003-03-21,312.174
2003-03-24,312.882
2003-03-25,313.656
2003-03-26,319.881
2003-03-27,321.417
2003-03-28,321.409
2003-03-31,321.923
2003-04-01,322.34
2003-04-02,321.025
2003-04-03,323.841
2003-04-04,326.713
2003-04-07,330.417
2003-04-08,331.501
2003-04-09,328.748
2003-04-10,328.811
2003-04-11,326.745
2003-04-14,325.781
2003-04-15,331.565
2003-04-16,337.485
2003-04-17,335.64
2003-04-18,335.64
2003-04-21,334.849
2003-04-22,342.36
2003-04-23,343.719
2003-04-24,343.816
2003-04-25,342.372
2003-04-28,339.99
2003-04-29,345.997
2003-04-30,346.807
2003-05-01,349.115
2003-05-02,343.984
2003-05-05,345.299
2003-05-06,344.747
2003-05-07,343.664
2003-05-08,345.149
2003-05-09,344.26
2003-05-12,348.971
2003-05-13,349.302
2003-05-14,349.013
2003-05-15,347.039
2003-05-16,349.524
2003-05-19,351.224
2003-05-20,348.366
2003-05-21,349.721
2003-05-22,353.904
2003-05-23,358.686
2003-05-26,359.958
2003-05-27,358.21
2003-05-28,356.09
2003-05-29,357.496
2003-05-30,359.093
2003-06-02,366.856
2003-06-03,365.482
2003-06-04,370.264
2003-06-05,373.134
2003-06-06,371.44
2003-06-09,370.035
2003-06-10,370.468
2003-06-11,376.664
2003-06-12,378.618
2003-06-13,379.477
2003-06-16,379.803
2003-06-17,384.761
2003-06-18,383.549
2003-06-19,382.265
2003-06-20,379.412
2003-06-23,376.993
2003-06-24,373.957
2003-06-25,378.074
2003-06-26,370.317
2003-06-27,372.099
2003-06-30,372.263
2003-07-01,377.759
2003-07-02,377.197
2003-07-03,381.26
2003-07-04,376.783
2003-07-07,377.445
2003-07-08,367.742
2003-07-09,360.36
2003-07-10,363.592
2003-07-11,364.757
2003-07-14,370.081
2003-07-15,366.467
2003-07-16,370.786
2003-07-17,367.139
2003-07-18,362.075
2003-07-21,365.841
2003-07-22,363.525
2003-07-23,369.784
2003-07-24,374.623
2003-07-25,375.114
2003-07-28,378.535
2003-07-29,377.517
2003-07-30,367.986
2003-07-31,368.068
2003-08-01,373.383
2003-08-04,369.247
2003-08-05,368.178
2003-08-06,369.609
2003-08-07,371.942
2003-08-08,374.67
2003-08-11,376.906
2003-08-12,376.38
2003-08-13,378.214
2003-08-14,376.94
2003-08-15,378.672
2003-08-18,378.801
2003-08-19,377.977
2003-08-20,381.232
2003-08-21,377.481
2003-08-22,376.681
2003-08-25,376.062
2003-08-26,372.329
2003-08-27,370.772
2003-08-28,371.538
2003-08-29,375.405
2003-09-01,375.194
2003-09-02,375.19
2003-09-03,372.75
2003-09-04,374.316
2003-09-05,375.41
2003-09-08,379.817
2003-09-09,385.538
2003-09-10,383.102
2003-09-11,380.898
2003-09-12,383.211
2003-09-15,383.512
2003-09-16,382.791
2003-09-17,387.066
2003-09-18,388.933
2003-09-19,389.173
2003-09-22,392.197
2003-09-23,389.003
2003-09-24,391.8
2003-09-25,389.051
2003-09-26,384.888
2003-09-29,384.177
2003-09-30,385.782
2003-10-01,387.259
2003-10-02,393.072
2003-10-03,392.408
2003-10-06,394.514
2003-10-07,398.952
2003-10-08,401.79
2003-10-09,403.858
2003-10-10,403.838
2003-10-13,404.776
2003-10-14,405.493
2003-10-15,405.626
2003-10-16,409.073
2003-10-17,408.988
2003-10-20,407.872
2003-10-21,412.712
2003-10-22,415.86
2003-10-23,407.715
2003-10-24,407.075
2003-10-27,407.816
2003-10-28,407.408
2003-10-29,408.734
2003-10-30,412.322
2003-10-31,413.613
2003-11-03,407.943
2003-11-04,407.388
2003-11-05,410.057
2003-11-06,407.853
2003-11-07,408.484
2003-11-10,410.361
2003-11-11,405.588
2003-11-12,408.244
2003-11-13,412.479
2003-11-14,408.699
2003-11-17,402.601
2003-11-18,407.698
2003-11-19,409.874
2003-11-20,411.392
2003-11-21,409.532
2003-11-24,406.383
2003-11-25,409.97
2003-11-26,412.726
2003-11-27,410.313
2003-11-28,411.014
2003-12-01,410.226
2003-12-02,415.697
2003-12-03,421.366
2003-12-04,423.209
2003-12-05,423.464
2003-12-08,425.536
2003-12-09,423.933
2003-12-10,424.79
2003-12-11,420.414
2003-12-12,427.544
2003-12-15,432.657
2003-12-16,427.918
2003-12-17,428.518
2003-12-18,423.847
2003-12-19,424.721
2003-12-22,427.247
2003-12-23,429.478
2003-12-24,434.754
2003-12-25,434.754
2003-12-26,433.876
2003-12-29,436.539
2003-12-30,442.133
2003-12-31,445.319
2004-01-01,445.319
2004-01-02,448.42
2004-01-05,452.541
2004-01-06,458.636
2004-01-07,455.874
2004-01-08,458.023
2004-01-09,460.388
2004-01-12,460.427
2004-01-13,459.961
2004-01-14,462.115
2004-01-15,456.353
2004-01-16,450.69
2004-01-19,445.839
2004-01-20,453.838
2004-01-21,457.251
2004-01-22,463.05
2004-01-23,463.352
2004-01-26,461.92
2004-01-27,460.21
2004-01-28,455.096
2004-01-29,444.109
2004-01-30,445.973
2004-02-02,444.377
2004-02-03,447.436
2004-02-04,444.051
2004-02-05,446.876
2004-02-06,449.614
2004-02-09,456.219
2004-02-10,457.901
2004-02-11,460.271
2004-02-12,470.502
2004-02-13,472.615
2004-02-16,472.444
2004-02-17,476.848
2004-02-18,476.942
2004-02-19,473.104
2004-02-20,465.459
2004-02-23,462.887
2004-02-24,464.469
2004-02-25,463.105
2004-02-26,462.274
2004-02-27,465.753
2004-03-01,469.39
2004-03-02,467.793
2004-03-03,455.306
2004-03-04,457.936
2004-03-05,468.122
2004-03-08,467.146
2004-03-09,470.685
2004-03-10,459.924
2004-03-11,452.367
2004-03-12,448.824
2004-03-15,451.585
2004-03-16,459.491
2004-03-17,459.119
2004-03-18,465.481
2004-03-19,465.963
2004-03-22,463.154
2004-03-23,460.584
2004-03-24,456.966
2004-03-25,455.123
2004-03-26,460.966
2004-03-29,460.629
2004-03-30,466.674
2004-03-31,471.233
2004-04-01,477.681
2004-04-02,472.069
2004-04-05,470.119
2004-04-06,475.556
2004-04-07,479.998
2004-04-08,477.226
2004-04-09,477.226
2004-04-12,479.667
2004-04-13,469.576
2004-04-14,455.396
2004-04-15,457.266
2004-04-16,458.4
2004-04-19,462.188
2004-04-20,459.557
2004-04-21,455.025
2004-04-22,452.446
2004-04-23,456.576
2004-04-26,456.659
2004-04-27,455.247
2004-04-28,449.111
2004-04-29,441.738
2004-04-30,443.704
2004-05-03,440.197
2004-05-04,448.085
2004-05-05,451.516
2004-05-06,447.59
2004-05-07,434.338
2004-05-10,421.704
2004-05-11,422.251
2004-05-12,426.739
2004-05-13,421.768
2004-05-14,420.025
2004-05-17,417.24
2004-05-18,419.749
2004-05-19,431.077
2004-05-20,425.132
2004-05-21,432.887
2004-05-24,432.132
2004-05-25,434.823
2004-05-26,438.61
2004-05-27,448.138
2004-05-28,445.558
2004-05-31,446.831
2004-06-01,444.23
2004-06-02,439.993
2004-06-03,433.348
2004-06-04,435.488
2004-06-07,445.336
2004-06-08,443.274
2004-06-09,434.914
2004-06-10,438.478
2004-06-11,437.177
2004-06-14,436.956
2004-06-15,433.398
2004-06-16,434.582
2004-06-17,434.096
2004-06-18,440.391
2004-06-21,445.038
2004-06-22,441.156
2004-06-23,442.724
2004-06-24,448.007
2004-06-25,446.108
2004-06-28,447.104
2004-06-29,440.322
2004-06-30,444.825
2004-07-01,449.393
2004-07-02,454.981
2004-07-05,454.255
2004-07-06,457.852
2004-07-07,463.863
2004-07-08,463.946
2004-07-09,463.37
2004-07-12,467.102
2004-07-13,465.22
2004-07-14,458.575
2004-07-15,457.133
2004-07-16,462.87
2004-07-19,463.353
2004-07-20,455.73
2004-07-21,447.842
2004-07-22,445.359
2004-07-23,438.564
2004-07-26,439.582
2004-07-27,435.117
2004-07-28,433.439
2004-07-29,433.611
2004-07-30,439.954
2004-08-02,442.786
2004-08-03,445.369
2004-08-04,443.736
2004-08-05,440.56
2004-08-06,446.766
2004-08-09,445.362
2004-08-10,443.597
2004-08-11,442.827
2004-08-12,439.529
2004-08-13,440.98
2004-08-16,441.155
2004-08-17,440.265
2004-08-18,439.333
2004-08-19,446.611
2004-08-20,448.042
2004-08-23,449.021
2004-08-24,442.164
2004-08-25,439.411
2004-08-26,437.462
2004-08-27,442.454
2004-08-30,439.104
2004-08-31,443.362
2004-09-01,445.348
2004-09-02,441.02
2004-09-03,437.211
2004-09-06,438.331
2004-09-07,440.846
2004-09-08,441.001
2004-09-09,436.537
2004-09-10,445.083
2004-09-13,444.364
2004-09-14,451.207
2004-09-15,446.252
2004-09-16,449.083
2004-09-17,448.507
2004-09-20,451.395
2004-09-21,451.776
2004-09-22,456.709
2004-09-23,461.463
2004-09-24,458.071
2004-09-27,458.191
2004-09-28,461.582
2004-09-29,464.002
2004-09-30,471.469
2004-10-01,470.742
2004-10-04,472.609
2004-10-05,475.587
2004-10-06,475.673
2004-10-07,477.689
2004-10-08,481.201
2004-10-11,483.076
2004-10-12,482.154
2004-10-13,477.932
2004-10-14,482.381
2004-10-15,483.212
2004-10-18,477.619
2004-10-19,479.963
2004-10-20,482.11
2004-10-21,483.484
2004-10-22,483.721
2004-10-25,484.388
2004-10-26,487.865
2004-10-27,494.655
2004-10-28,496.349
2004-10-29,497.545
2004-11-01,499.72
2004-11-02,499.699
2004-11-03,512.09
2004-11-04,511.87
2004-11-05,512.536
2004-11-08,508.546
2004-11-09,509.346
2004-11-10,511.916
2004-11-11,517.306
2004-11-12,521.609
2004-11-15,527.88
2004-11-16,526.875
2004-11-17,532.893
2004-11-18,530.709
2004-11-19,534.832
2004-11-22,530.261
2004-11-23,536.46
2004-11-24,541.272
2004-11-25,548.209
2004-11-26,546.84
2004-11-29,546.682
2004-11-30,541.267
2004-12-01,535.199
2004-12-02,541.09
2004-12-03,541.235
2004-12-06,542.211
2004-12-07,537.431
2004-12-08,518.959
2004-12-09,515.742
2004-12-10,516.789
2004-12-13,522.908
2004-12-14,527.082
2004-12-15,533.771
2004-12-16,531.776
2004-12-17,534.456
2004-12-20,540.015
2004-12-21,542.893
2004-12-22,545.177
2004-12-23,546.718
2004-12-24,552.938
2004-12-27,556.703
2004-12-28,556.99
2004-12-29,553.936
2004-12-30,558.272
2004-12-31,561.857
2005-01-03,556.804
2005-01-04,550.826
2005-01-05,546.609
2005-01-06,541.617
2005-01-07,544.285
2005-01-10,547.717
2005-01-11,550.941
2005-01-12,554.701
2005-01-13,551.139
2005-01-14,545.719
2005-01-17,547.095
2005-01-18,543.585
2005-01-19,546.066
2005-01-20,544.117
2005-01-21,549.485
2005-01-24,551.513
2005-01-25,550.615
2005-01-26,557.672
2005-01-27,566.549
2005-01-28,564.714
2005-01-31,566.13
2005-02-01,566.706
2005-02-02,571.848
2005-02-03,569.112
2005-02-04,573.278
2005-02-07,577.872
2005-02-08,569.78
2005-02-09,571.733
2005-02-10,587.415
2005-02-11,587.127
2005-02-14,586.859
2005-02-15,584.043
2005-02-16,584.117
2005-02-17,591.505
2005-02-18,591.459
2005-02-21,594.339
2005-02-22,595.737
2005-02-23,587.4
2005-02-24,583.444
2005-02-25,589.741
2005-02-28,604.648
2005-03-01,600.288
2005-03-02,597.335
2005-03-03,600.619
2005-03-04,609.232
2005-03-07,612.354
2005-03-08,617.162
2005-03-09,612.783
2005-03-10,607.533
2005-03-11,606.791
2005-03-14,606.985
2005-03-15,607.322
2005-03-16,612.934
2005-03-17,611.413
2005-03-18,612.423
2005-03-21,611.12
2005-03-22,608.634
2005-03-23,587.368
2005-03-24,580.557
2005-03-25,580.557
2005-03-28,578.489
2005-03-29,574.355
2005-03-30,576.996
2005-03-31,578.252
2005-04-01,582.636
2005-04-04,575.809
2005-04-05,577.945
2005-04-06,574.626
2005-04-07,579.53
2005-04-08,585.982
2005-04-11,585.202
2005-04-12,585.482
2005-04-13,587.404
2005-04-14,575.258
2005-04-15,565.785
2005-04-18,553.704
2005-04-19,564.953
2005-04-20,569.548
2005-04-21,571.191
2005-04-22,578.768
2005-04-25,575.773
2005-04-26,574.431
2005-04-27,574.014
2005-04-28,575.716
2005-04-29,573.398
2005-05-02,577.365
2005-05-03,570.638
2005-05-04,567.41
2005-05-05,570.913
2005-05-06,572.53
2005-05-09,571.699
2005-05-10,573.711
2005-05-11,574.858
2005-05-12,573.091
2005-05-13,566.056
2005-05-16,555.342
2005-05-17,554.458
2005-05-18,560.333
2005-05-19,567.275
2005-05-20,564.606
2005-05-23,573.429
2005-05-24,577.864
2005-05-25,576.358
2005-05-26,576.228
2005-05-27,579.925
2005-05-30,583.181
2005-05-31,574.587
2005-06-01,577.249
2005-06-02,585.429
2005-06-03,588.793
2005-06-06,595.332
2005-06-07,599.265
2005-06-08,601.285
2005-06-09,597.784
2005-06-10,595.155
2005-06-13,594.569
2005-06-14,597.51
2005-06-15,601.862
2005-06-16,607.724
2005-06-17,619.597
2005-06-20,615.797
2005-06-21,616.501
2005-06-22,615.907
2005-06-23,609.386
2005-06-24,603.298
2005-06-27,601.312
2005-06-28,605.552
2005-06-29,600.625
2005-06-30,602.816
2005-07-01,593.738
2005-07-04,594.356
2005-07-05,589.122
2005-07-06,587.098
2005-07-07,579.957
2005-07-08,580.934
2005-07-11,588.962
2005-07-12,595.897
2005-07-13,591.884
2005-07-14,598.333
2005-07-15,595.816
2005-07-18,598.448
2005-07-19,592.281
2005-07-20,599.623
2005-07-21,613.882
2005-07-22,620.814
2005-07-25,616.929
2005-07-26,613.165
2005-07-27,611.416
2005-07-28,609.854
2005-07-29,616.22
2005-08-01,615.412
2005-08-02,618.304
2005-08-03,621.534
2005-08-04,624.396
2005-08-05,620.222
2005-08-08,623.653
2005-08-09,620.986
2005-08-10,625.019
2005-08-11,637.957
2005-08-12,639.227
2005-08-15,634.604
2005-08-16,637.332
2005-08-17,631.778
2005-08-18,621.184
2005-08-19,619.808
2005-08-22,628.452
2005-08-23,624.827
2005-08-24,619.15
2005-08-25,618.605
2005-08-26,624.033
2005-08-29,610.764
2005-08-30,613.228
2005-08-31,617.195
2005-09-01,633.196
2005-09-02,631.269
2005-09-05,632.975
2005-09-06,632.819
2005-09-07,638.543
2005-09-08,638.306
2005-09-09,640.673
2005-09-12,638.443
2005-09-13,639.154
2005-09-14,646.311
2005-09-15,641.162
2005-09-16,647.258
2005-09-19,648.182
2005-09-20,655.288
2005-09-21,652.138
2005-09-22,647.223
2005-09-23,641.375
2005-09-26,650.74
2005-09-27,651.534
2005-09-28,653.884
2005-09-29,663.795
2005-09-30,663.493
2005-10-03,661.587
2005-10-04,662.916
2005-10-05,642.261
2005-10-06,630.505
2005-10-07,626.652
2005-10-10,631.64
2005-10-11,620.714
2005-10-12,629.535
2005-10-13,617.477
2005-10-14,618.059
2005-10-17,619.356
2005-10-18,621.687
2005-10-19,613.336
2005-10-20,618.388
2005-10-21,613.397
2005-10-24,612.12
2005-10-25,619.874
2005-10-26,627.014
2005-10-27,629.738
2005-10-28,617.353
2005-10-31,624.904
2005-11-01,625.678
2005-11-02,619.884
2005-11-03,628.785
2005-11-04,622.349
2005-11-07,622.826
2005-11-08,630.525
2005-11-09,626.135
