Date,NETHERLANDS MID GROWTH Mid Cap
2002-03-15,622.997
2002-03-18,640.453
2002-03-19,651.678
2002-03-20,644.881
2002-03-21,629.742
2002-03-22,630.217
2002-03-25,625.777
2002-03-26,626.239
2002-03-27,626.023
2002-03-28,627.018
2002-03-29,627.018
2002-04-01,632.157
2002-04-02,636.621
2002-04-03,635.774
2002-04-04,625.793
2002-04-05,617.377
2002-04-08,611.615
2002-04-09,612.086
2002-04-10,611.275
2002-04-11,610.923
2002-04-12,606.696
2002-04-15,607.87
2002-04-16,623.167
2002-04-17,645.491
2002-04-18,637.745
2002-04-19,637.306
2002-04-22,635.832
2002-04-23,636.521
2002-04-24,636.841
2002-04-25,626.99
2002-04-26,625.645
2002-04-29,624.18
2002-04-30,619.518
2002-05-01,623.024
2002-05-02,612.921
2002-05-03,612.32
2002-05-06,614.856
2002-05-07,617.179
2002-05-08,619.38
2002-05-09,621.846
2002-05-10,626.443
2002-05-13,627.858
2002-05-14,623.722
2002-05-15,639.293
2002-05-16,641.195
2002-05-17,651.245
2002-05-20,650.504
2002-05-21,644.136
2002-05-22,647.651
2002-05-23,641.41
2002-05-24,640.575
2002-05-27,640.319
2002-05-28,641.264
2002-05-29,636.412
2002-05-30,629.385
2002-05-31,634.471
2002-06-03,626.994
2002-06-04,618.221
2002-06-05,619.978
2002-06-06,621.369
2002-06-07,610.305
2002-06-10,611.048
2002-06-11,613.896
2002-06-12,593.168
2002-06-13,591.34
2002-06-14,582.016
2002-06-17,595.313
2002-06-18,599.067
2002-06-19,593.697
2002-06-20,587.89
2002-06-21,576.988
2002-06-24,571.047
2002-06-25,578.394
2002-06-26,582.268
2002-06-27,581.019
2002-06-28,600.579
2002-07-01,602.787
2002-07-02,583.498
2002-07-03,549.909
2002-07-04,559.064
2002-07-05,573.045
2002-07-08,579.679
2002-07-09,575.018
2002-07-10,557.504
2002-07-11,544.167
2002-07-12,546.529
2002-07-15,544.393
2002-07-16,534.508
2002-07-17,547.761
2002-07-18,560.13
2002-07-19,543.192
2002-07-22,517.791
2002-07-23,498.766
2002-07-24,476.513
2002-07-25,483.882
2002-07-26,474.241
2002-07-29,490.647
2002-07-30,497.796
2002-07-31,499.488
2002-08-01,479.824
2002-08-02,460.957
2002-08-05,446.72
2002-08-06,446.311
2002-08-07,442.837
2002-08-08,456.792
2002-08-09,469.429
2002-08-12,465.877
2002-08-13,481.0
2002-08-14,488.776
2002-08-15,499.512
2002-08-16,519.34
2002-08-19,534.351
2002-08-20,525.752
2002-08-21,537.705
2002-08-22,548.4
2002-08-23,534.706
2002-08-26,526.573
2002-08-27,542.248
2002-08-28,525.113
2002-08-29,516.802
2002-08-30,516.69
2002-09-02,510.448
2002-09-03,509.033
2002-09-04,507.428
2002-09-05,497.179
2002-09-06,506.495
2002-09-09,494.609
2002-09-10,499.201
2002-09-11,505.152
2002-09-12,495.805
2002-09-13,486.46
2002-09-16,476.785
2002-09-17,465.453
2002-09-18,456.85
2002-09-19,447.257
2002-09-20,454.895
2002-09-23,442.848
2002-09-24,433.861
2002-09-25,441.188
2002-09-26,453.038
2002-09-27,453.985
2002-09-30,440.504
2002-10-01,443.239
2002-10-02,454.321
2002-10-03,454.099
2002-10-04,447.754
2002-10-07,430.997
2002-10-08,417.695
2002-10-09,419.917
2002-10-10,429.924
2002-10-11,450.27
2002-10-14,452.085
2002-10-15,479.034
2002-10-16,470.897
2002-10-17,490.54
2002-10-18,488.907
2002-10-21,486.99
2002-10-22,483.905
2002-10-23,475.98
2002-10-24,478.839
2002-10-25,471.334
2002-10-28,481.731
2002-10-29,465.141
2002-10-30,466.635
2002-10-31,484.41
2002-11-01,490.414
2002-11-04,506.386
2002-11-05,506.13
2002-11-06,503.305
2002-11-07,499.307
2002-11-08,491.765
2002-11-11,480.685
2002-11-12,483.951
2002-11-13,477.79
2002-11-14,485.389
2002-11-15,483.555
2002-11-18,496.651
2002-11-19,495.709
2002-11-20,489.099
2002-11-21,512.33
2002-11-22,515.858
2002-11-25,511.247
2002-11-26,504.05
2002-11-27,507.986
2002-11-28,518.96
2002-11-29,516.12
2002-12-02,519.987
2002-12-03,502.605
2002-12-04,491.093
2002-12-05,489.394
2002-12-06,487.037
2002-12-09,475.722
2002-12-10,471.229
2002-12-11,473.35
2002-12-12,470.477
2002-12-13,461.869
2002-12-16,474.972
2002-12-17,467.919
2002-12-18,449.963
2002-12-19,452.804
2002-12-20,462.67
2002-12-23,463.153
2002-12-24,460.783
2002-12-25,460.783
2002-12-26,461.945
2002-12-27,456.717
2002-12-30,458.777
2002-12-31,463.08
2003-01-01,463.08
2003-01-02,472.246
2003-01-03,479.182
2003-01-06,480.322
2003-01-07,473.519
2003-01-08,465.218
2003-01-09,465.561
2003-01-10,467.952
2003-01-13,463.319
2003-01-14,475.693
2003-01-15,465.766
2003-01-16,465.908
2003-01-17,454.527
2003-01-20,456.94
2003-01-21,448.342
2003-01-22,448.163
2003-01-23,444.371
2003-01-24,442.35
2003-01-27,433.389
2003-01-28,429.475
2003-01-29,426.037
2003-01-30,431.862
2003-01-31,431.55
2003-02-03,441.809
2003-02-04,431.528
2003-02-05,429.556
2003-02-06,425.742
2003-02-07,417.172
2003-02-10,414.34
2003-02-11,419.13
2003-02-12,403.935
2003-02-13,405.121
2003-02-14,406.584
2003-02-17,411.663
2003-02-18,410.751
2003-02-19,402.432
2003-02-20,408.992
2003-02-21,405.742
2003-02-24,400.042
2003-02-25,382.489
2003-02-26,380.449
2003-02-27,382.718
2003-02-28,394.576
2003-03-03,406.659
2003-03-04,393.0
2003-03-05,392.644
2003-03-06,390.461
2003-03-07,382.714
2003-03-10,380.44
2003-03-11,364.02
2003-03-12,360.816
2003-03-13,380.619
2003-03-14,394.945
2003-03-17,409.788
2003-03-18,411.753
2003-03-19,425.872
2003-03-20,415.117
2003-03-21,429.408
2003-03-24,409.365
2003-03-25,419.212
2003-03-26,414.867
2003-03-27,411.384
2003-03-28,416.884
2003-03-31,399.336
2003-04-01,411.962
2003-04-02,429.202
2003-04-03,426.826
2003-04-04,430.987
2003-04-07,445.046
2003-04-08,431.962
2003-04-09,428.211
2003-04-10,417.496
2003-04-11,418.836
2003-04-14,421.276
2003-04-15,433.029
2003-04-16,435.114
2003-04-17,438.239
2003-04-18,438.239
2003-04-21,436.349
2003-04-22,443.705
2003-04-23,456.248
2003-04-24,453.4
2003-04-25,445.639
2003-04-28,454.282
2003-04-29,455.703
2003-04-30,457.756
2003-05-01,461.96
2003-05-02,449.519
2003-05-05,464.602
2003-05-06,473.545
2003-05-07,464.589
2003-05-08,459.946
2003-05-09,466.391
2003-05-12,463.951
2003-05-13,461.157
2003-05-14,457.681
2003-05-15,459.382
2003-05-16,472.149
2003-05-19,456.8
2003-05-20,458.901
2003-05-21,449.67
2003-05-22,463.986
2003-05-23,459.357
2003-05-26,460.885
2003-05-27,464.421
2003-05-28,470.698
2003-05-29,475.04
2003-05-30,483.399
2003-06-02,490.551
2003-06-03,480.03
2003-06-04,485.271
2003-06-05,493.618
2003-06-06,518.905
2003-06-09,506.158
2003-06-10,505.18
2003-06-11,517.003
2003-06-12,514.367
2003-06-13,509.185
2003-06-16,523.646
2003-06-17,527.609
2003-06-18,515.059
2003-06-19,502.5
2003-06-20,505.782
2003-06-23,492.463
2003-06-24,487.066
2003-06-25,494.939
2003-06-26,484.984
2003-06-27,498.585
2003-06-30,486.559
2003-07-01,485.142
2003-07-02,493.504
2003-07-03,497.401
2003-07-04,492.222
2003-07-07,506.573
2003-07-08,506.697
2003-07-09,501.462
2003-07-10,497.181
2003-07-11,502.044
2003-07-14,504.511
2003-07-15,504.098
2003-07-16,499.887
2003-07-17,488.545
2003-07-18,499.541
2003-07-21,500.857
2003-07-22,509.841
2003-07-23,517.502
2003-07-24,526.567
2003-07-25,525.49
2003-07-28,526.931
2003-07-29,525.337
2003-07-30,528.087
2003-07-31,524.696
2003-08-01,527.53
2003-08-04,528.206
2003-08-05,531.316
2003-08-06,524.462
2003-08-07,524.836
2003-08-08,523.662
2003-08-11,524.414
2003-08-12,524.982
2003-08-13,526.631
2003-08-14,526.972
2003-08-15,524.229
2003-08-18,525.098
2003-08-19,523.803
2003-08-20,528.726
2003-08-21,531.308
2003-08-22,537.769
2003-08-25,534.757
2003-08-26,527.751
2003-08-27,541.91
2003-08-28,549.07
2003-08-29,548.544
2003-09-01,553.085
2003-09-02,545.762
2003-09-03,553.601
2003-09-04,553.618
2003-09-05,563.911
2003-09-08,573.149
2003-09-09,566.148
2003-09-10,551.349
2003-09-11,544.365
2003-09-12,545.801
2003-09-15,549.937
2003-09-16,543.647
2003-09-17,553.986
2003-09-18,551.897
2003-09-19,553.099
2003-09-22,545.705
2003-09-23,544.769
2003-09-24,543.632
2003-09-25,538.449
2003-09-26,529.924
2003-09-29,524.706
2003-09-30,524.074
2003-10-01,534.134
2003-10-02,533.368
2003-10-03,551.144
2003-10-06,547.43
2003-10-07,549.897
2003-10-08,550.984
2003-10-09,559.273
2003-10-10,559.847
2003-10-13,558.785
2003-10-14,554.562
2003-10-15,563.469
2003-10-16,562.536
2003-10-17,564.537
2003-10-20,565.575
2003-10-21,569.761
2003-10-22,565.123
2003-10-23,555.511
2003-10-24,554.571
2003-10-27,557.227
2003-10-28,563.706
2003-10-29,571.552
2003-10-30,575.953
2003-10-31,568.285
2003-11-03,581.186
2003-11-04,574.721
2003-11-05,569.11
2003-11-06,574.036
2003-11-07,578.275
2003-11-10,572.852
2003-11-11,568.391
2003-11-12,579.381
2003-11-13,588.84
2003-11-14,588.616
2003-11-17,575.091
2003-11-18,580.786
2003-11-19,579.247
2003-11-20,573.852
2003-11-21,576.485
2003-11-24,585.969
2003-11-25,591.694
2003-11-26,594.807
2003-11-27,596.18
2003-11-28,594.6
2003-12-01,597.415
2003-12-02,605.734
2003-12-03,612.747
2003-12-04,598.295
2003-12-05,596.897
2003-12-08,595.935
2003-12-09,596.796
2003-12-10,592.226
2003-12-11,591.89
2003-12-12,597.912
2003-12-15,596.31
2003-12-16,597.233
2003-12-17,597.91
2003-12-18,598.651
2003-12-19,597.9
2003-12-22,599.392
2003-12-23,601.611
2003-12-24,608.097
2003-12-25,608.097
2003-12-26,607.853
2003-12-29,613.323
2003-12-30,619.499
2003-12-31,622.743
2004-01-01,622.743
2004-01-02,626.889
2004-01-05,629.396
2004-01-06,626.013
2004-01-07,623.607
2004-01-08,632.977
2004-01-09,647.031
2004-01-12,639.438
2004-01-13,644.647
2004-01-14,642.464
2004-01-15,637.041
2004-01-16,643.649
2004-01-19,640.921
2004-01-20,644.993
2004-01-21,656.434
2004-01-22,660.954
2004-01-23,658.604
2004-01-26,649.644
2004-01-27,654.179
2004-01-28,659.192
2004-01-29,640.834
2004-01-30,640.198
2004-02-02,646.551
2004-02-03,647.134
2004-02-04,634.176
2004-02-05,643.89
2004-02-06,649.608
2004-02-09,655.027
2004-02-10,648.934
2004-02-11,654.738
2004-02-12,659.946
2004-02-13,655.794
2004-02-16,657.263
2004-02-17,665.485
2004-02-18,664.248
2004-02-19,668.965
2004-02-20,662.149
2004-02-23,661.671
2004-02-24,652.872
2004-02-25,653.819
2004-02-26,647.363
2004-02-27,647.955
2004-03-01,654.905
2004-03-02,661.4
2004-03-03,647.414
2004-03-04,651.723
2004-03-05,663.356
2004-03-08,654.603
2004-03-09,643.399
2004-03-10,628.826
2004-03-11,612.095
2004-03-12,617.239
2004-03-15,600.198
2004-03-16,613.85
2004-03-17,617.99
2004-03-18,615.551
2004-03-19,606.631
2004-03-22,595.328
2004-03-23,593.189
2004-03-24,584.132
2004-03-25,600.27
2004-03-26,597.797
2004-03-29,609.715
2004-03-30,609.717
2004-03-31,617.808
2004-04-01,629.515
2004-04-02,630.629
2004-04-05,625.513
2004-04-06,620.615
2004-04-07,630.822
2004-04-08,627.296
2004-04-09,627.296
2004-04-12,625.534
2004-04-13,624.738
2004-04-14,619.699
2004-04-15,618.168
2004-04-16,625.772
2004-04-19,629.092
2004-04-20,624.374
2004-04-21,614.083
2004-04-22,613.19
2004-04-23,612.492
2004-04-26,618.499
2004-04-27,615.35
2004-04-28,605.209
2004-04-29,602.782
2004-04-30,604.712
2004-05-03,607.688
2004-05-04,611.073
2004-05-05,621.706
2004-05-06,606.734
2004-05-07,601.091
2004-05-10,580.146
2004-05-11,582.757
2004-05-12,579.661
2004-05-13,583.857
2004-05-14,577.223
2004-05-17,580.84
2004-05-18,588.412
2004-05-19,603.087
2004-05-20,593.677
2004-05-21,598.76
2004-05-24,598.805
2004-05-25,601.367
2004-05-26,608.203
2004-05-27,631.151
2004-05-28,631.687
2004-05-31,631.056
2004-06-01,621.24
2004-06-02,623.983
2004-06-03,626.487
2004-06-04,630.4
2004-06-07,637.279
2004-06-08,636.102
2004-06-09,628.695
2004-06-10,630.724
2004-06-11,623.644
2004-06-14,618.144
2004-06-15,624.014
2004-06-16,621.929
2004-06-17,619.902
2004-06-18,627.408
2004-06-21,627.593
2004-06-22,621.33
2004-06-23,624.449
2004-06-24,629.5
2004-06-25,628.572
2004-06-28,635.553
2004-06-29,633.051
2004-06-30,633.338
2004-07-01,632.383
2004-07-02,630.896
2004-07-05,625.742
2004-07-06,619.033
2004-07-07,619.085
2004-07-08,623.837
2004-07-09,624.744
2004-07-12,617.499
2004-07-13,614.041
2004-07-14,612.695
2004-07-15,600.345
2004-07-16,606.627
2004-07-19,598.297
2004-07-20,602.118
2004-07-21,603.542
2004-07-22,590.951
2004-07-23,582.821
2004-07-26,576.342
2004-07-27,569.2
2004-07-28,568.157
2004-07-29,579.787
2004-07-30,579.602
2004-08-02,576.966
2004-08-03,578.696
2004-08-04,568.062
2004-08-05,571.302
2004-08-06,564.179
2004-08-09,556.317
2004-08-10,571.382
2004-08-11,561.454
2004-08-12,557.856
2004-08-13,563.564
2004-08-16,567.595
2004-08-17,566.486
2004-08-18,570.518
2004-08-19,573.762
2004-08-20,568.242
2004-08-23,573.188
2004-08-24,567.399
2004-08-25,565.413
2004-08-26,571.743
2004-08-27,573.067
2004-08-30,574.402
2004-08-31,572.509
2004-09-01,575.248
2004-09-02,575.65
2004-09-03,571.733
2004-09-06,580.378
2004-09-07,581.639
2004-09-08,584.436
2004-09-09,580.719
2004-09-10,593.813
2004-09-13,603.944
2004-09-14,604.67
2004-09-15,591.167
2004-09-16,592.272
2004-09-17,594.35
2004-09-20,591.587
2004-09-21,600.841
2004-09-22,598.309
2004-09-23,596.229
2004-09-24,595.184
2004-09-27,588.44
2004-09-28,588.5
2004-09-29,583.473
2004-09-30,584.138
2004-10-01,595.584
2004-10-04,596.3
2004-10-05,600.751
2004-10-06,597.58
2004-10-07,600.652
2004-10-08,602.417
2004-10-11,595.888
2004-10-12,581.563
2004-10-13,584.747
2004-10-14,587.631
2004-10-15,594.451
2004-10-18,588.781
2004-10-19,594.97
2004-10-20,595.768
2004-10-21,600.764
2004-10-22,601.82
2004-10-25,600.971
2004-10-26,600.238
2004-10-27,602.59
2004-10-28,610.687
2004-10-29,609.45
2004-11-01,615.262
2004-11-02,617.435
2004-11-03,621.915
2004-11-04,620.916
2004-11-05,632.835
2004-11-08,638.921
2004-11-09,634.556
2004-11-10,634.501
2004-11-11,639.114
2004-11-12,649.341
2004-11-15,647.542
2004-11-16,645.196
2004-11-17,650.746
2004-11-18,644.601
2004-11-19,645.265
2004-11-22,640.53
2004-11-23,645.702
2004-11-24,647.393
2004-11-25,655.625
2004-11-26,653.45
2004-11-29,657.185
2004-11-30,648.859
2004-12-01,663.059
2004-12-02,660.741
2004-12-03,669.544
2004-12-06,668.738
2004-12-07,670.047
2004-12-08,657.851
2004-12-09,646.567
2004-12-10,647.97
2004-12-13,658.21
2004-12-14,658.981
2004-12-15,664.454
2004-12-16,655.811
2004-12-17,646.633
2004-12-20,654.2
2004-12-21,650.952
2004-12-22,651.847
2004-12-23,657.319
2004-12-24,659.005
2004-12-27,662.275
2004-12-28,662.491
2004-12-29,661.654
2004-12-30,665.187
2004-12-31,665.557
2005-01-03,664.284
2005-01-04,657.176
2005-01-05,651.372
2005-01-06,643.682
2005-01-07,640.468
2005-01-10,644.838
2005-01-11,640.291
2005-01-12,643.982
2005-01-13,642.797
2005-01-14,641.679
2005-01-17,642.023
2005-01-18,637.166
2005-01-19,636.37
2005-01-20,633.92
2005-01-21,634.407
2005-01-24,632.905
2005-01-25,638.336
2005-01-26,646.9
2005-01-27,653.661
2005-01-28,650.635
2005-01-31,660.492
2005-02-01,667.499
2005-02-02,669.581
2005-02-03,662.331
2005-02-04,672.757
2005-02-07,674.688
2005-02-08,667.952
2005-02-09,672.816
2005-02-10,673.41
2005-02-11,674.559
2005-02-14,688.47
2005-02-15,693.873
2005-02-16,689.273
2005-02-17,714.664
2005-02-18,712.189
2005-02-21,709.8
2005-02-22,722.271
2005-02-23,722.258
2005-02-24,716.79
2005-02-25,727.231
2005-02-28,726.321
2005-03-01,726.345
2005-03-02,718.051
2005-03-03,714.222
2005-03-04,722.556
2005-03-07,724.142
2005-03-08,724.189
2005-03-09,722.488
2005-03-10,717.547
2005-03-11,715.153
2005-03-14,711.197
2005-03-15,708.269
2005-03-16,705.814
2005-03-17,704.732
2005-03-18,694.461
2005-03-21,688.438
2005-03-22,698.308
2005-03-23,692.384
2005-03-24,693.63
2005-03-25,693.63
2005-03-28,688.762
2005-03-29,686.533
2005-03-30,686.964
2005-03-31,693.022
2005-04-01,686.661
2005-04-04,674.185
2005-04-05,676.886
2005-04-06,680.45
2005-04-07,681.974
2005-04-08,682.855
2005-04-11,686.949
2005-04-12,678.428
2005-04-13,676.75
2005-04-14,672.655
2005-04-15,669.289
2005-04-18,664.325
2005-04-19,666.877
2005-04-20,670.041
2005-04-21,676.891
2005-04-22,678.591
2005-04-25,675.821
2005-04-26,669.891
2005-04-27,660.87
2005-04-28,653.739
2005-04-29,654.08
2005-05-02,648.338
2005-05-03,648.663
2005-05-04,656.865
2005-05-05,665.831
2005-05-06,664.709
2005-05-09,661.308
2005-05-10,664.175
2005-05-11,661.696
2005-05-12,662.128
2005-05-13,666.464
2005-05-16,667.398
2005-05-17,666.269
2005-05-18,667.749
2005-05-19,664.595
2005-05-20,662.005
2005-05-23,666.425
2005-05-24,664.98
2005-05-25,670.734
2005-05-26,674.873
2005-05-27,673.961
2005-05-30,673.591
2005-05-31,662.044
2005-06-01,665.552
2005-06-02,673.062
2005-06-03,670.11
2005-06-06,663.796
2005-06-07,668.459
2005-06-08,670.551
2005-06-09,662.74
2005-06-10,665.369
2005-06-13,661.705
2005-06-14,660.613
2005-06-15,655.45
2005-06-16,662.938
2005-06-17,674.207
2005-06-20,665.34
2005-06-21,672.162
2005-06-22,677.627
2005-06-23,669.906
2005-06-24,660.698
2005-06-27,655.183
2005-06-28,656.899
2005-06-29,658.232
2005-06-30,657.376
2005-07-01,658.092
2005-07-04,655.993
2005-07-05,653.477
2005-07-06,655.123
2005-07-07,646.827
2005-07-08,654.286
2005-07-11,674.525
2005-07-12,676.746
2005-07-13,675.42
2005-07-14,681.455
2005-07-15,672.377
2005-07-18,669.095
2005-07-19,675.628
2005-07-20,687.305
2005-07-21,694.875
2005-07-22,696.257
2005-07-25,695.036
2005-07-26,689.733
2005-07-27,693.405
2005-07-28,691.7
2005-07-29,693.052
2005-08-01,699.381
2005-08-02,703.396
2005-08-03,699.801
2005-08-04,699.025
2005-08-05,691.014
2005-08-08,697.594
2005-08-09,698.623
2005-08-10,704.803
2005-08-11,709.465
2005-08-12,708.882
2005-08-15,707.587
2005-08-16,700.828
2005-08-17,702.612
2005-08-18,691.93
2005-08-19,695.965
2005-08-22,701.067
2005-08-23,696.016
2005-08-24,691.797
2005-08-25,688.574
2005-08-26,685.832
2005-08-29,689.194
2005-08-30,678.226
2005-08-31,683.119
2005-09-01,694.43
2005-09-02,699.437
2005-09-05,703.102
2005-09-06,706.33
2005-09-07,713.07
2005-09-08,716.127
2005-09-09,721.042
2005-09-12,714.84
2005-09-13,713.018
2005-09-14,713.973
2005-09-15,704.115
2005-09-16,708.115
2005-09-19,703.116
2005-09-20,705.001
2005-09-21,695.523
2005-09-22,682.711
2005-09-23,682.104
2005-09-26,686.089
2005-09-27,679.14
2005-09-28,685.102
2005-09-29,683.338
2005-09-30,690.863
2005-10-03,691.41
2005-10-04,698.093
2005-10-05,690.837
2005-10-06,691.514
2005-10-07,684.753
2005-10-10,680.188
2005-10-11,674.715
2005-10-12,676.349
2005-10-13,668.708
2005-10-14,680.051
2005-10-17,673.367
2005-10-18,663.665
2005-10-19,655.471
2005-10-20,662.598
2005-10-21,667.473
2005-10-24,670.36
2005-10-25,677.014
2005-10-26,677.586
2005-10-27,667.976
2005-10-28,663.067
2005-10-31,668.621
2005-11-01,671.575
2005-11-02,687.545
2005-11-03,699.807
2005-11-04,686.392
2005-11-07,690.345
2005-11-08,689.29
