Date,NETHERLANDS MID GROWTH Mid Cap
2004-09-30,578.221
2004-10-29,603.277
2004-11-30,642.287
2004-12-31,658.816
2005-01-31,653.802
2005-02-28,718.965
2005-03-31,686.003
2005-04-29,648.746
2005-05-31,657.817
2005-06-30,653.227
2005-07-29,688.679
2005-08-31,679.307
2005-09-30,687.059
2005-10-31,664.939
2005-11-30,695.752
2005-12-30,712.506
2006-01-31,781.321
2006-02-28,740.995
2006-03-31,771.538
2006-04-28,800.574
2006-05-31,770.997
2006-06-30,768.159
2006-07-31,777.01
2006-08-31,812.329
2006-09-29,845.106
2006-10-31,857.842
2006-11-30,910.025
2006-12-29,922.953
2007-01-31,932.329
2007-02-28,930.267
2007-03-30,932.651
2007-04-30,1001.79
2007-05-31,1000.0
2007-06-29,1029.961
2007-07-31,1105.976
2007-08-31,1073.513
2007-09-28,1135.317
2007-10-31,1169.675
2007-11-30,1141.488
2007-12-31,1061.764
2008-01-31,915.346
2008-02-29,911.294
2008-03-31,934.381
2008-04-30,1002.116
2008-05-30,1038.352
2008-06-30,893.818
2008-07-31,778.715
2008-08-29,820.753
2008-09-30,646.521
2008-10-31,527.465
2008-11-28,474.96
2008-12-31,512.343
2009-01-30,482.444
2009-02-27,445.473
2009-03-31,501.231
2009-04-30,568.906
2009-05-29,618.068
2009-06-30,614.299
2009-07-31,713.043
2009-08-31,783.123
2009-09-30,841.915
2009-10-30,796.298
2009-11-30,859.016
2009-12-31,925.212
2010-01-29,890.944
2010-02-26,846.458
2010-03-31,954.197
2010-04-30,928.488
2010-05-31,809.642
2010-06-30,777.454
2010-07-30,868.446
2010-08-31,764.791
2010-09-30,905.551
2010-10-29,959.596
2010-11-30,927.95
2010-12-31,1065.249
2011-01-31,1099.562
2011-02-28,1132.822
2011-03-31,1163.079
2011-04-29,1182.812
2011-05-31,1100.259
2011-06-30,1063.365
2011-07-29,1042.382
2011-08-31,868.53
2011-09-30,781.632
2011-10-31,897.291
2011-11-30,852.022
2011-12-30,854.839
2012-01-31,895.777
2012-02-29,1014.06
2012-03-30,1019.654
2012-04-30,1018.943
2012-05-31,854.705
2012-06-29,916.727
2012-07-31,913.903
2012-08-31,937.479
2012-09-28,974.973
2012-10-31,968.956
2012-11-30,941.82
2012-12-31,957.78
2013-01-31,934.493
2013-02-28,905.989
2013-03-29,954.028
2013-04-30,976.41
2013-05-31,996.16
2013-06-28,1011.118
2013-07-31,1088.592
2013-08-30,1108.526
2013-09-30,1130.365
2013-10-31,1175.346
2013-11-29,1199.998
2013-12-31,1208.834
2014-01-31,1191.174
2014-02-28,1237.159
2014-03-31,1233.341
2014-04-30,1204.547
2014-05-30,1226.057
2014-06-30,1207.468
2014-07-31,1127.494
2014-08-29,1156.176
2014-09-30,1104.415
2014-10-31,1096.369
2014-11-28,1174.354
2014-12-31,1159.997
2015-01-30,1164.08
2015-02-27,1243.403
2015-03-31,1237.613
2015-04-30,1344.126
2015-05-29,1296.982
2015-06-30,1329.823
2015-07-31,1409.243
2015-08-31,1305.297
2015-09-30,1212.065
2015-10-30,1251.93
2015-11-30,1269.481
2015-12-31,1252.154
2016-01-29,1185.693
2016-02-29,1228.306
2016-03-31,1334.096
2016-04-29,1290.037
2016-05-31,1288.672
2016-06-30,1235.27
2016-07-29,1277.717
2016-08-31,1326.64
2016-09-30,1314.361
2016-10-31,1243.546
2016-11-30,1202.65
2016-12-30,1226.36
2017-01-31,1253.634
2017-02-28,1301.703
2017-03-31,1315.083
2017-04-28,1346.401
2017-05-31,1407.089
2017-06-30,1377.536
2017-07-31,1383.048
2017-08-31,1394.167
2017-09-29,1444.884
2017-10-31,1486.229
2017-11-30,1577.218
2017-12-29,1571.7
2018-01-31,1632.95
2018-02-28,1560.02
2018-03-30,1541.247
2018-04-30,1611.621
2018-05-31,1577.722
2018-06-29,1570.145
2018-07-31,1679.486
2018-08-31,1682.84
2018-09-28,1632.256
2018-10-31,1528.133
2018-11-30,1609.837
2018-12-31,1590.14
2019-01-31,1690.156
2019-02-28,1738.69
2019-03-29,1782.256
2019-04-30,1805.092
2019-05-31,1788.721
2019-06-28,1861.577
2019-07-31,1846.357
2019-08-30,1890.51
2019-09-30,1907.458
2019-10-31,1926.875
2019-11-29,1893.586
2019-12-31,1897.0
2020-01-31,1901.533
2020-02-28,1732.517
2020-03-31,1636.231
2020-04-30,1822.406
2020-05-29,1940.032
2020-06-30,1936.925
2020-07-31,2018.473
2020-08-31,2039.702
2020-09-30,2001.747
2020-10-30,2061.968
2020-11-30,2109.035
2020-12-31,2297.354
2021-01-29,2319.249
2021-02-26,2038.398
2021-03-31,2081.852
2021-04-30,2235.458
2021-05-31,2214.581
2021-06-30,2283.595
2021-07-30,2365.201
2021-08-31,2515.913
2021-09-30,2381.692
2021-10-29,2593.776
2021-11-30,2453.909
2021-12-31,2450.905
2022-01-31,1929.19
2022-02-28,1828.985
2022-03-31,1942.42
2022-04-29,1709.016
2022-05-31,1681.262
2022-06-30,1456.519
2022-07-29,1686.371
2022-08-31,1567.122
2022-09-30,1382.149
2022-10-31,1423.033
2022-11-30,1628.823
2022-12-30,1565.044
2023-01-31,1915.396
2023-02-28,1945.845
2023-03-31,2169.658
2023-04-28,1991.937
2023-05-31,2230.348
2023-06-30,2188.329
2023-07-31,2441.438
2023-08-31,2343.054
2023-09-29,2067.443
2023-10-31,2027.721
2023-11-30,2585.985
2023-12-29,2730.535
2024-01-31,2731.17
2024-02-29,2898.645
2024-03-29,2880.605
2024-04-30,2761.178
2024-05-31,2966.575
2024-06-28,3059.297
2024-07-31,2798.664
2024-08-30,2889.909
2024-09-30,2985.145
2024-10-31,2703.042
2024-11-29,2639.594
2024-12-31,2761.01
2025-01-31,2704.273
2025-02-28,2621.375
2025-03-31,2434.262
2025-04-30,2583.953
2025-05-30,2753.536
2025-06-30,2966.92
2025-07-31,2649.649
2025-08-29,2741.805
2025-09-30,2725.968
