Date,DENMARK MID VALUE Mid Cap
2007-10-31,918.983
2007-11-30,896.741
2007-12-31,862.865
2008-01-31,808.404
2008-02-29,867.989
2008-03-31,932.645
2008-04-30,891.937
2008-05-30,945.462
2008-06-30,803.735
2008-07-31,848.122
2008-08-29,828.007
2008-09-30,710.957
2008-10-31,600.12
2008-11-28,608.812
2008-12-31,582.856
2009-01-30,551.474
2009-02-27,504.851
2009-03-31,456.116
2009-04-30,507.172
2009-05-29,563.973
2009-06-30,508.264
2009-07-31,539.206
2009-08-31,536.51
2009-09-30,593.806
2009-10-30,560.829
2009-11-30,538.738
2009-12-31,523.186
2010-01-29,537.253
2010-02-26,506.727
2010-03-31,540.796
2010-04-30,486.046
2010-05-31,414.576
2010-06-30,404.022
2010-07-30,463.055
2010-08-31,410.244
2010-09-30,459.33
2010-10-29,383.91
2010-11-30,329.88
2010-12-31,353.606
2011-01-31,414.125
2011-02-28,397.506
2011-03-31,449.197
2011-04-29,493.878
2011-05-31,467.545
2012-05-31,1000.0
2012-06-29,1104.047
2012-07-31,1077.781
2012-08-31,1119.026
2012-09-28,1222.917
2012-10-31,1154.963
2012-11-30,1143.364
2012-12-31,1186.417
2013-01-31,1282.799
2013-02-28,1264.317
2013-03-29,1357.225
2013-04-30,1431.707
2013-05-31,1382.164
2013-06-28,1426.926
2013-07-31,1539.999
2013-08-30,1482.813
2013-09-30,1541.063
2013-10-31,1645.504
2013-11-29,1636.234
2013-12-31,1768.285
2014-01-31,1710.503
2014-02-28,1808.94
2014-03-31,1757.406
2014-04-30,1782.61
2014-05-30,1846.549
2014-06-30,1963.509
2014-07-31,1926.407
2014-08-29,1734.557
2014-09-30,1596.598
2014-10-31,1618.559
2014-11-28,1726.397
2014-12-31,1641.735
2015-01-30,1620.129
2015-02-27,1732.104
2015-03-31,1623.603
2015-04-30,1656.984
2015-05-29,1597.591
2015-06-30,1596.816
2015-07-31,1632.112
2015-08-31,1443.128
2015-09-30,1253.421
2015-10-30,1242.257
2015-11-30,1272.091
2015-12-31,1245.366
2016-01-29,1104.755
2016-02-29,1086.94
2016-03-31,1228.739
2016-04-29,1250.584
2016-05-31,1252.141
2016-06-30,1186.315
2016-07-29,1277.787
2016-08-31,1347.67
2016-09-30,1409.937
2016-10-31,1336.849
2016-11-30,1235.111
2016-12-30,1245.754
2017-01-31,1288.376
2017-02-28,1299.377
2017-03-31,1299.14
2017-04-28,1360.689
2017-05-31,1496.916
2017-06-30,1498.25
2017-07-31,1575.817
2017-08-31,1557.477
2017-09-29,1542.711
2017-10-31,1574.573
2017-11-30,1618.927
2017-12-29,1644.358
2018-01-31,1720.436
2018-02-28,1946.456
2018-03-30,1971.612
2018-04-30,2020.17
2018-05-31,1956.338
2018-06-29,1996.129
2018-07-31,2104.284
2018-08-31,2116.517
2018-09-28,2140.424
2018-10-31,2100.464
2018-11-30,2161.596
2018-12-31,2181.275
2019-01-31,2242.274
2019-02-28,2394.111
2019-03-29,2409.56
2019-04-30,2701.877
2019-05-31,2744.695
2019-06-28,2639.086
2019-07-31,2869.503
2019-08-30,3260.335
2019-09-30,3065.969
2019-10-31,3757.731
2019-11-29,3082.221
2019-12-31,3222.165
2020-01-31,3257.517
2020-02-28,2386.651
2020-03-31,1844.473
2020-04-30,2001.791
2020-05-29,2229.891
2020-06-30,2401.509
2020-07-31,2894.32
2020-08-31,2874.821
2020-09-30,2575.622
2020-10-30,2588.922
2020-11-30,3234.055
2020-12-31,3313.826
2021-01-29,3404.351
2021-02-26,3610.481
2021-03-31,3660.394
2021-04-30,3670.831
2021-05-31,3643.519
2021-06-30,3589.271
2021-07-30,3602.362
2021-08-31,3517.816
2021-09-30,3405.266
2021-10-29,3481.434
2021-11-30,3436.464
2021-12-31,3590.638
2022-01-31,3752.64
2022-02-28,3434.519
2022-03-31,3554.006
2022-04-29,3411.331
2022-05-31,3442.556
2022-06-30,3065.621
2022-07-29,3057.9
2022-08-31,2978.754
2022-09-30,2757.656
2022-10-31,3369.293
2022-11-30,3653.307
2022-12-30,3886.665
2023-01-31,4293.562
2023-02-28,4714.386
2023-03-31,4411.705
2023-04-28,4477.083
2023-05-31,4158.846
2023-06-30,4923.51
2023-07-31,5040.6
2023-08-31,4771.872
2023-09-29,4889.826
2023-10-31,4850.499
2023-11-30,5435.146
2023-12-29,5592.778
2024-01-31,5605.051
2024-02-29,5984.773
2024-03-29,6171.561
2024-04-30,6020.766
2024-05-31,6473.238
2024-06-28,6463.186
2024-07-31,6799.398
2024-08-30,6897.034
2024-09-30,6928.497
2024-10-31,6722.725
2024-11-29,6544.599
2024-12-31,6448.136
2025-01-31,6689.176
2025-02-28,7327.594
2025-03-31,7495.2
2025-04-30,7842.957
2025-05-30,8550.232
2025-06-30,8909.316
2025-07-31,8790.423
