Date,DENMARK MID VALUE Mid Cap
2007-10-31,916.49
2007-11-30,894.308
2007-12-31,860.524
2008-01-31,806.211
2008-02-29,865.634
2008-03-31,930.115
2008-04-30,885.392
2008-05-30,938.524
2008-06-30,797.838
2008-07-31,841.898
2008-08-29,818.649
2008-09-30,702.922
2008-10-31,593.337
2008-11-28,601.931
2008-12-31,576.268
2009-01-30,545.241
2009-02-27,499.145
2009-03-31,450.961
2009-04-30,500.041
2009-05-29,556.043
2009-06-30,501.118
2009-07-31,531.624
2009-08-31,528.966
2009-09-30,585.456
2009-10-30,552.943
2009-11-30,531.163
2009-12-31,515.83
2010-01-29,529.699
2010-02-26,499.602
2010-03-31,533.192
2010-04-30,475.112
2010-05-31,405.249
2010-06-30,394.933
2010-07-30,452.638
2010-08-31,401.015
2010-09-30,448.997
2010-10-29,375.273
2010-11-30,322.459
2010-12-31,345.651
2011-01-31,404.809
2011-02-28,388.563
2011-03-31,439.092
2011-04-29,481.127
2011-05-31,455.474
2012-05-31,1000.0
2012-06-29,1104.047
2012-07-31,1077.781
2012-08-31,1102.52
2012-09-28,1204.878
2012-10-31,1137.926
2012-11-30,1126.499
2012-12-31,1168.917
2013-01-31,1263.877
2013-02-28,1245.667
2013-03-29,1319.537
2013-04-30,1391.951
2013-05-31,1343.783
2013-06-28,1387.302
2013-07-31,1497.236
2013-08-30,1429.454
2013-09-30,1485.607
2013-10-31,1586.29
2013-11-29,1577.353
2013-12-31,1704.653
2014-01-31,1648.949
2014-02-28,1743.844
2014-03-31,1674.887
2014-04-30,1698.907
2014-05-30,1759.844
2014-06-30,1871.312
2014-07-31,1835.953
2014-08-29,1642.79
2014-09-30,1512.131
2014-10-31,1532.929
2014-11-28,1635.062
2014-12-31,1554.879
2015-01-30,1534.416
2015-02-27,1640.467
2015-03-31,1527.923
2015-04-30,1559.337
2015-05-29,1503.443
2015-06-30,1502.714
2015-07-31,1533.855
2015-08-31,1350.706
2015-09-30,1173.148
2015-10-30,1162.7
2015-11-30,1190.622
2015-12-31,1165.61
2016-01-29,1034.004
2016-02-29,1017.329
2016-03-31,1146.891
2016-04-29,1167.281
2016-05-31,1168.734
2016-06-30,1107.294
2016-07-29,1190.447
2016-08-31,1255.553
2016-09-30,1313.564
2016-10-31,1245.472
2016-11-30,1150.688
2016-12-30,1160.604
2017-01-31,1200.312
2017-02-28,1210.561
2017-03-31,1198.449
2017-04-28,1253.817
2017-05-31,1379.345
2017-06-30,1380.573
2017-07-31,1450.521
2017-08-31,1433.64
2017-09-29,1420.048
2017-10-31,1447.876
2017-11-30,1488.66
2017-12-29,1512.045
2018-01-31,1582.002
2018-02-28,1789.835
2018-03-30,1807.974
2018-04-30,1846.638
2018-05-31,1788.289
2018-06-29,1824.662
2018-07-31,1918.042
2018-08-31,1929.193
2018-09-28,1950.984
2018-10-31,1908.999
2018-11-30,1964.558
2018-12-31,1982.443
2019-01-31,2032.508
2019-02-28,2170.141
2019-03-29,2184.145
2019-04-30,2443.467
2019-05-31,2482.189
2019-06-28,2386.681
2019-07-31,2595.061
2019-08-30,2924.47
2019-09-30,2750.126
2019-10-31,3370.626
2019-11-29,2764.704
2019-12-31,2890.232
2020-01-31,2921.942
2020-02-28,2140.789
2020-03-31,1654.464
2020-04-30,1795.576
2020-05-29,2000.178
2020-06-30,2154.117
2020-07-31,2596.16
2020-08-31,2578.67
2020-09-30,2310.293
2020-10-30,2322.223
2020-11-30,2900.897
2020-12-31,2972.451
2021-01-29,3051.526
2021-02-26,3236.293
2021-03-31,3271.744
2021-04-30,3278.723
2021-05-31,3254.328
2021-06-30,3205.874
2021-07-30,3215.103
2021-08-31,3139.646
2021-09-30,3039.196
2021-10-29,3104.654
2021-11-30,3064.551
2021-12-31,3202.039
2022-01-31,3344.356
2022-02-28,3060.846
2022-03-31,3159.733
2022-04-29,3030.026
2022-05-31,3057.761
2022-06-30,2722.958
2022-07-29,2713.966
2022-08-31,2643.722
2022-09-30,2447.492
2022-10-31,2987.887
2022-11-30,3239.75
2022-12-30,3446.693
2023-01-31,3807.529
2023-02-28,4180.715
2023-03-31,3901.048
2023-04-28,3958.859
2023-05-31,3677.457
2023-06-30,4353.611
2023-07-31,4413.422
2023-08-31,4178.131
2023-09-29,4281.408
2023-10-31,4246.975
2023-11-30,4758.877
2023-12-29,4896.895
2024-01-31,4903.372
2024-02-29,5235.558
2024-03-29,5363.915
2024-04-30,5225.566
2024-05-31,5618.277
2024-06-28,5609.553
2024-07-31,5864.658
2024-08-30,5948.872
2024-09-30,5976.01
2024-10-31,5793.117
2024-11-29,5639.622
2024-12-31,5525.202
2025-01-31,5727.006
2025-02-28,6273.594
2025-03-31,6354.368
2025-04-30,6643.089
2025-05-30,7242.16
