Date,AUSTRIA VALUE Standard (Large+Mid Cap)
1995-02-28,717.495
1995-03-31,718.062
1995-04-28,707.339
1995-05-31,729.945
1995-06-30,723.3
1995-07-31,728.863
1995-08-31,687.212
1995-09-29,683.918
1995-10-31,651.446
1995-11-30,631.474
1995-12-29,656.1
1996-01-31,706.15
1996-02-29,708.896
1996-03-29,716.398
1996-04-30,729.396
1996-05-31,762.104
1996-06-28,737.639
1996-07-31,712.013
1996-08-30,719.886
1996-09-30,711.144
1996-10-31,727.019
1996-11-29,740.68
1996-12-31,759.552
1997-01-31,730.057
1997-02-28,738.117
1997-03-31,749.346
1997-04-30,723.849
1997-05-30,737.534
1997-06-30,702.11
1997-07-31,741.299
1997-08-29,719.626
1997-09-30,739.491
1997-10-31,777.826
1997-11-28,735.068
1997-12-31,822.588
1998-01-30,895.21
1998-02-27,991.353
1998-03-31,1025.703
1998-04-30,1131.103
1998-05-29,1276.989
1998-06-30,1160.852
1998-07-31,1126.576
1998-08-31,853.383
1998-09-30,723.738
1998-10-30,863.396
1998-11-30,826.756
1998-12-31,840.072
1999-01-29,754.247
1999-02-26,839.989
1999-03-31,871.475
1999-04-30,922.928
1999-05-31,788.269
1999-06-30,808.741
1999-07-30,806.435
1999-08-31,834.1
1999-09-30,777.966
1999-10-29,786.304
1999-11-30,790.404
1999-12-31,839.367
2000-01-31,759.447
2000-02-29,694.991
2000-03-31,739.928
2000-04-28,715.828
2000-05-31,744.603
2000-06-30,769.84
2000-07-31,794.768
2000-08-31,769.507
2000-09-29,774.129
2000-10-31,754.828
2000-11-30,714.435
2000-12-29,767.716
2001-01-31,801.026
2001-02-28,820.927
2001-03-30,770.861
2001-04-30,797.719
2001-05-31,805.479
2001-06-29,780.736
2001-07-31,833.4
2001-08-31,837.528
2001-09-28,724.865
2001-10-31,709.323
2001-11-30,741.236
2001-12-31,742.389
2002-01-31,751.453
2002-02-28,780.575
2002-03-29,806.417
2002-04-30,856.625
2002-05-31,898.52
2002-06-28,930.749
2002-07-31,801.13
2002-08-30,830.086
2002-09-30,787.7
2002-10-31,841.695
2002-11-29,822.404
2002-12-31,879.235
2003-01-31,905.809
2003-02-28,923.525
2003-03-31,938.552
2003-04-30,1042.699
2003-05-30,1074.789
2003-06-30,1125.255
2003-07-31,1128.769
2003-08-29,1138.278
2003-09-30,1219.911
2003-10-31,1323.884
2003-11-28,1409.441
2003-12-31,1514.384
2004-01-30,1653.314
2004-02-27,1640.031
2004-03-31,1734.318
2004-04-30,1724.195
2004-05-31,1738.977
2004-06-30,1840.83
2004-07-30,1896.153
2004-08-31,1955.438
2004-09-30,2086.475
2004-10-29,2180.489
2004-11-30,2498.87
2004-12-31,2713.689
2005-01-31,2684.176
2005-02-28,2965.348
2005-03-31,2772.561
2005-04-29,2615.243
2005-05-31,2822.663
2005-06-30,3109.639
2005-07-29,3250.895
2005-08-31,3462.338
2005-09-30,3632.531
2005-10-31,3400.672
2005-11-30,3512.48
2005-12-30,3684.55
2006-01-31,4289.759
2006-02-28,4032.488
2006-03-31,4374.134
2006-04-28,4590.945
2006-05-31,4218.712
2006-06-30,4238.115
2006-07-31,4328.547
2006-08-31,4209.161
2006-09-29,4263.635
2006-10-31,4524.418
2006-11-30,4694.985
2006-12-29,5034.172
2007-01-31,5056.705
2007-02-28,5108.759
2007-03-30,5506.465
2007-04-30,5758.902
2007-05-31,5803.37
2007-06-29,5683.758
2007-07-31,5230.3
2007-08-31,4914.169
2007-09-28,4870.129
2007-10-31,5196.466
2007-11-30,4880.303
2007-12-31,5106.66
2008-01-31,4541.816
2008-02-29,4768.221
2008-03-31,4525.827
2008-04-30,4990.126
2008-05-30,5298.1
2008-06-30,4686.933
2008-07-31,4260.516
2008-08-29,4011.529
2008-09-30,2670.787
2008-10-31,1662.17
2008-11-28,1245.966
2008-12-31,1308.958
2009-01-30,1188.399
2009-02-27,989.522
2009-03-31,1220.499
2009-04-30,1324.891
2009-05-29,1665.653
2009-06-30,1637.569
2009-07-31,1810.626
2009-08-31,2057.847
2009-09-30,2201.233
2009-10-30,2087.87
2009-11-30,2122.597
2009-12-31,2021.545
2010-01-29,1949.387
2010-02-26,1886.456
2010-03-31,2046.634
2010-04-30,2029.061
2010-05-31,1683.168
2010-06-30,1552.489
2010-07-30,1835.238
2010-08-31,1713.325
2010-09-30,1930.199
2010-10-29,2056.727
2010-11-30,1815.286
2010-12-31,2107.983
2011-01-31,2198.338
2011-02-28,2242.686
2011-03-31,2253.837
2011-04-29,2304.905
2011-05-31,2191.462
2011-06-30,2193.418
2011-07-29,2060.968
2011-08-31,1912.393
2011-09-30,1537.988
2011-10-31,1718.389
2011-11-30,1604.603
2011-12-30,1594.017
2012-01-31,1758.358
2012-02-29,1909.965
2012-03-30,1848.729
2012-04-30,1772.289
2012-05-31,1451.155
2012-06-29,1618.245
2012-07-31,1604.134
2012-08-31,1648.724
2012-09-28,1744.678
2012-10-31,1855.019
2012-11-30,1964.315
2012-12-31,2089.234
2013-01-31,2185.073
2013-02-28,2106.006
2013-03-29,1992.311
2013-04-30,2129.623
2013-05-31,2139.293
2013-06-28,2041.514
2013-07-31,2178.917
2013-08-30,2261.172
2013-09-30,2466.421
2013-10-31,2493.903
2013-11-29,2582.924
2013-12-31,2506.19
2014-01-31,2419.03
2014-02-28,2451.472
2014-03-31,2367.634
2014-04-30,2393.429
2014-05-30,2369.51
2014-06-30,2439.578
2014-07-31,2209.802
2014-08-29,2137.516
2014-09-30,1906.243
2014-10-31,1897.696
2014-11-28,1869.097
2014-12-31,1651.368
2015-01-30,1479.665
2015-02-27,1745.558
2015-03-31,1653.555
2015-04-30,1870.54
2015-05-29,1726.82
2015-06-30,1692.62
2015-07-31,1722.824
2015-08-31,1549.754
2015-09-30,1467.146
2015-10-30,1619.498
2015-11-30,1586.641
2015-12-31,1576.653
2016-01-29,1413.338
2016-02-29,1381.169
2016-03-31,1525.862
2016-04-29,1597.868
2016-05-31,1502.544
2016-06-30,1382.422
2016-07-29,1495.281
2016-08-31,1539.875
2016-09-30,1616.587
2016-10-31,1710.164
2016-11-30,1677.611
2016-12-30,1774.501
2017-01-31,1849.654
2017-02-28,1859.421
2017-03-31,1942.677
2017-04-28,2139.345
2017-05-31,2335.635
2017-06-30,2376.882
2017-07-31,2613.698
2017-08-31,2701.848
2017-09-29,2739.605
2017-10-31,2811.968
2017-11-30,2896.744
2017-12-29,2921.906
2018-01-31,3213.928
2018-02-28,3046.399
2018-03-30,2963.26
2018-04-30,2994.621
2018-05-31,2772.638
2018-06-29,2602.428
2018-07-31,2727.622
2018-08-31,2492.439
2018-09-28,2590.164
2018-10-31,2361.477
2018-11-30,2204.042
2018-12-31,1903.551
2019-01-31,2062.788
2019-02-28,2126.026
2019-03-29,2080.542
2019-04-30,2201.077
2019-05-31,1957.983
2019-06-28,2083.954
2019-07-31,2048.228
2019-08-30,1903.77
2019-09-30,1970.917
2019-10-31,2120.191
2019-11-29,2104.419
2019-12-31,2187.587
2020-01-31,2022.396
2020-02-28,1803.154
2020-03-31,1211.656
2020-04-30,1376.96
2020-05-29,1413.938
2020-06-30,1469.67
2020-07-31,1417.162
2020-08-31,1517.86
2020-09-30,1347.4
2020-10-30,1296.878
2020-11-30,1761.186
2020-12-31,1943.022
2021-01-29,1968.808
2021-02-26,2156.092
2021-03-31,2248.833
2021-04-30,2294.634
2021-05-31,2590.888
2021-06-30,2453.944
2021-07-30,2488.284
2021-08-31,2554.174
2021-09-30,2804.315
2021-10-29,2819.842
2021-11-30,2764.842
2021-12-31,2932.736
2022-01-31,2924.987
2022-02-28,2258.325
2022-03-31,2213.012
2022-04-29,2096.592
2022-05-31,2310.058
2022-06-30,1863.066
2022-07-29,1814.553
2022-08-31,1670.634
2022-09-30,1558.777
2022-10-31,1847.895
2022-11-30,2200.558
2022-12-30,2243.543
2023-01-31,2507.36
2023-02-28,2603.675
2023-03-31,2295.256
2023-04-28,2438.472
2023-05-31,2256.484
2023-06-30,2449.384
2023-07-31,2584.688
2023-08-31,2474.511
2023-09-29,2436.144
2023-10-31,2370.84
2023-11-30,2578.151
2023-12-29,2643.962
2024-01-31,2749.821
2024-02-29,2568.247
2024-03-29,2807.472
2024-04-30,2885.45
2024-05-31,3112.013
2024-06-28,2979.23
2024-07-31,3121.798
2024-08-30,3247.265
2024-09-30,3261.123
2024-10-31,3215.418
2024-11-29,3124.113
2024-12-31,3398.595
2025-01-31,3451.887
2025-02-28,3736.854
2025-03-31,3950.302
2025-04-30,3907.126
2025-05-30,4590.437
2025-06-30,4884.462
