Date,AUSTRIA VALUE Standard (Large+Mid Cap)
2003-01-16,907.599
2003-01-17,903.598
2003-01-20,901.433
2003-01-21,903.603
2003-01-22,904.318
2003-01-23,921.786
2003-01-24,941.124
2003-01-27,928.32
2003-01-28,927.37
2003-01-29,921.628
2003-01-30,899.685
2003-01-31,905.809
2003-02-03,918.79
2003-02-04,929.022
2003-02-05,915.117
2003-02-06,915.626
2003-02-07,914.432
2003-02-10,905.036
2003-02-11,901.888
2003-02-12,900.339
2003-02-13,917.046
2003-02-14,913.177
2003-02-17,911.612
2003-02-18,904.032
2003-02-19,924.159
2003-02-20,921.876
2003-02-21,927.555
2003-02-24,915.521
2003-02-25,905.234
2003-02-26,909.002
2003-02-27,908.692
2003-02-28,923.525
2003-03-03,933.911
2003-03-04,936.073
2003-03-05,947.854
2003-03-06,957.694
2003-03-07,969.448
2003-03-10,948.632
2003-03-11,943.519
2003-03-12,922.732
2003-03-13,914.709
2003-03-14,914.306
2003-03-17,910.303
2003-03-18,908.388
2003-03-19,904.627
2003-03-20,910.63
2003-03-21,910.919
2003-03-24,918.873
2003-03-25,918.347
2003-03-26,925.961
2003-03-27,927.1
2003-03-28,920.865
2003-03-31,938.552
2003-04-01,949.891
2003-04-02,955.726
2003-04-03,949.703
2003-04-04,948.836
2003-04-07,948.4
2003-04-08,951.526
2003-04-09,952.752
2003-04-10,969.781
2003-04-11,956.924
2003-04-14,968.945
2003-04-15,965.651
2003-04-16,950.857
2003-04-17,945.227
2003-04-18,945.227
2003-04-21,941.152
2003-04-22,958.162
2003-04-23,973.809
2003-04-24,993.736
2003-04-25,984.932
2003-04-28,1001.534
2003-04-29,1012.959
2003-04-30,1042.699
2003-05-01,1052.275
2003-05-02,1053.641
2003-05-05,1085.571
2003-05-06,1107.841
2003-05-07,1122.821
2003-05-08,1122.999
2003-05-09,1123.974
2003-05-12,1142.837
2003-05-13,1129.39
2003-05-14,1131.06
2003-05-15,1123.608
2003-05-16,1124.916
2003-05-19,1130.832
2003-05-20,1152.614
2003-05-21,1138.505
2003-05-22,1130.651
2003-05-23,1127.218
2003-05-26,1130.975
2003-05-27,1119.712
2003-05-28,1098.53
2003-05-29,1106.671
2003-05-30,1074.789
2003-06-02,1108.982
2003-06-03,1120.508
2003-06-04,1123.994
2003-06-05,1142.331
2003-06-06,1145.555
2003-06-09,1151.774
2003-06-10,1153.507
2003-06-11,1162.14
2003-06-12,1135.222
2003-06-13,1147.086
2003-06-16,1148.157
2003-06-17,1146.829
2003-06-18,1141.568
2003-06-19,1140.934
2003-06-20,1142.537
2003-06-23,1136.432
2003-06-24,1128.348
2003-06-25,1131.072
2003-06-26,1115.57
2003-06-27,1119.253
2003-06-30,1125.255
2003-07-01,1135.035
2003-07-02,1139.173
2003-07-03,1139.737
2003-07-04,1139.978
2003-07-07,1124.01
2003-07-08,1112.747
2003-07-09,1115.153
2003-07-10,1122.091
2003-07-11,1127.449
2003-07-14,1153.106
2003-07-15,1138.868
2003-07-16,1145.339
2003-07-17,1137.021
2003-07-18,1145.834
2003-07-21,1143.582
2003-07-22,1131.641
2003-07-23,1155.461
2003-07-24,1162.913
2003-07-25,1170.933
2003-07-28,1164.776
2003-07-29,1161.147
2003-07-30,1147.489
2003-07-31,1128.769
2003-08-01,1128.426
2003-08-04,1131.997
2003-08-05,1132.917
2003-08-06,1128.504
2003-08-07,1137.903
2003-08-08,1132.928
2003-08-11,1132.45
2003-08-12,1135.739
2003-08-13,1140.017
2003-08-14,1144.732
2003-08-15,1143.919
2003-08-18,1138.197
2003-08-19,1149.004
2003-08-20,1158.789
2003-08-21,1145.24
2003-08-22,1127.646
2003-08-25,1133.534
2003-08-26,1126.797
2003-08-27,1127.608
2003-08-28,1130.748
2003-08-29,1138.278
2003-09-01,1141.358
2003-09-02,1151.792
2003-09-03,1166.774
2003-09-04,1165.415
2003-09-05,1175.964
2003-09-08,1198.447
2003-09-09,1201.554
2003-09-10,1204.086
2003-09-11,1216.434
2003-09-12,1223.128
2003-09-15,1207.3
2003-09-16,1197.931
2003-09-17,1193.445
2003-09-18,1192.251
2003-09-19,1209.983
2003-09-22,1204.946
2003-09-23,1205.814
2003-09-24,1197.69
2003-09-25,1191.492
2003-09-26,1190.661
2003-09-29,1204.23
2003-09-30,1219.911
2003-10-01,1222.287
2003-10-02,1231.03
2003-10-03,1229.542
2003-10-06,1226.676
2003-10-07,1234.39
2003-10-08,1250.847
2003-10-09,1251.276
2003-10-10,1269.333
2003-10-13,1265.975
2003-10-14,1280.473
2003-10-15,1286.631
2003-10-16,1309.07
2003-10-17,1296.943
2003-10-20,1297.192
2003-10-21,1287.029
2003-10-22,1286.362
2003-10-23,1278.451
2003-10-24,1289.187
2003-10-27,1285.198
2003-10-28,1280.882
2003-10-29,1307.946
2003-10-30,1326.712
2003-10-31,1323.884
2003-11-03,1323.603
2003-11-04,1337.899
2003-11-05,1321.883
2003-11-06,1314.384
2003-11-07,1315.67
2003-11-10,1322.664
2003-11-11,1311.187
2003-11-12,1326.101
2003-11-13,1349.805
2003-11-14,1363.279
2003-11-17,1356.242
2003-11-18,1373.47
2003-11-19,1375.056
2003-11-20,1361.594
2003-11-21,1364.511
2003-11-24,1373.389
2003-11-25,1373.364
2003-11-26,1376.48
2003-11-27,1389.969
2003-11-28,1409.441
2003-12-01,1432.906
2003-12-02,1442.811
2003-12-03,1454.535
2003-12-04,1438.827
2003-12-05,1452.11
2003-12-08,1461.26
2003-12-09,1473.212
2003-12-10,1456.984
2003-12-11,1447.558
2003-12-12,1462.492
2003-12-15,1474.078
2003-12-16,1463.928
2003-12-17,1465.364
2003-12-18,1472.529
2003-12-19,1472.14
2003-12-22,1487.955
2003-12-23,1487.259
2003-12-24,1491.45
2003-12-25,1491.45
2003-12-26,1490.851
2003-12-29,1494.019
2003-12-30,1504.419
2003-12-31,1514.384
2004-01-01,1514.384
2004-01-02,1537.756
2004-01-05,1571.063
2004-01-06,1580.486
2004-01-07,1575.801
2004-01-08,1612.371
2004-01-09,1631.899
2004-01-12,1623.46
2004-01-13,1633.287
2004-01-14,1645.566
2004-01-15,1663.433
2004-01-16,1646.839
2004-01-19,1642.749
2004-01-20,1654.251
2004-01-21,1671.983
2004-01-22,1695.114
2004-01-23,1673.59
2004-01-26,1670.4
2004-01-27,1690.654
2004-01-28,1692.173
2004-01-29,1645.176
2004-01-30,1653.314
2004-02-02,1686.586
2004-02-03,1691.858
2004-02-04,1697.16
2004-02-05,1695.329
2004-02-06,1699.803
2004-02-09,1695.759
2004-02-10,1706.532
2004-02-11,1711.653
2004-02-12,1722.74
2004-02-13,1726.833
2004-02-16,1721.064
2004-02-17,1712.125
2004-02-18,1714.896
2004-02-19,1709.267
2004-02-20,1685.379
2004-02-23,1681.889
2004-02-24,1667.649
2004-02-25,1658.637
2004-02-26,1662.276
2004-02-27,1640.031
2004-03-01,1662.513
2004-03-02,1664.402
2004-03-03,1654.73
2004-03-04,1690.734
2004-03-05,1727.514
2004-03-08,1739.502
2004-03-09,1720.883
2004-03-10,1689.406
2004-03-11,1667.453
2004-03-12,1654.2
2004-03-15,1643.678
2004-03-16,1664.497
2004-03-17,1658.558
2004-03-18,1683.762
2004-03-19,1690.312
2004-03-22,1652.129
2004-03-23,1644.16
2004-03-24,1661.14
2004-03-25,1681.857
2004-03-26,1677.433
2004-03-29,1704.849
2004-03-30,1715.621
2004-03-31,1734.318
2004-04-01,1766.465
2004-04-02,1759.446
2004-04-05,1744.66
2004-04-06,1759.586
2004-04-07,1776.016
2004-04-08,1786.814
2004-04-09,1786.814
2004-04-12,1781.795
2004-04-13,1781.35
2004-04-14,1771.83
2004-04-15,1779.975
2004-04-16,1801.054
2004-04-19,1792.077
2004-04-20,1781.602
2004-04-21,1764.869
2004-04-22,1741.493
2004-04-23,1724.055
2004-04-26,1747.238
2004-04-27,1772.531
2004-04-28,1761.223
2004-04-29,1725.785
2004-04-30,1724.195
2004-05-03,1739.064
2004-05-04,1786.371
2004-05-05,1792.735
2004-05-06,1767.627
2004-05-07,1720.92
2004-05-10,1660.305
2004-05-11,1658.813
2004-05-12,1637.559
2004-05-13,1632.483
2004-05-14,1606.441
2004-05-17,1585.991
2004-05-18,1605.769
2004-05-19,1668.96
2004-05-20,1654.12
2004-05-21,1679.587
2004-05-24,1697.598
2004-05-25,1712.775
2004-05-26,1721.564
2004-05-27,1754.569
2004-05-28,1738.977
2004-05-31,1738.977
2004-06-01,1696.871
2004-06-02,1717.426
2004-06-03,1725.017
2004-06-04,1747.821
2004-06-07,1772.796
2004-06-08,1766.631
2004-06-09,1727.77
2004-06-10,1727.913
2004-06-11,1724.223
2004-06-14,1735.408
2004-06-15,1742.935
2004-06-16,1769.511
2004-06-17,1789.933
2004-06-18,1820.001
2004-06-21,1806.705
2004-06-22,1771.029
2004-06-23,1793.865
2004-06-24,1817.944
2004-06-25,1817.769
2004-06-28,1836.33
2004-06-29,1832.908
2004-06-30,1840.83
2004-07-01,1840.066
2004-07-02,1880.575
2004-07-05,1868.213
2004-07-06,1851.404
2004-07-07,1879.058
2004-07-08,1888.987
2004-07-09,1919.961
2004-07-12,1922.006
2004-07-13,1924.262
2004-07-14,1915.481
2004-07-15,1911.331
2004-07-16,1929.895
2004-07-19,1925.338
2004-07-20,1928.635
2004-07-21,1899.127
2004-07-22,1870.531
2004-07-23,1864.275
2004-07-26,1873.364
2004-07-27,1881.892
2004-07-28,1904.688
2004-07-29,1899.972
2004-07-30,1896.153
2004-08-02,1891.001
2004-08-03,1915.267
2004-08-04,1911.858
2004-08-05,1920.3
2004-08-06,1907.119
2004-08-09,1892.083
2004-08-10,1920.247
2004-08-11,1895.819
2004-08-12,1917.28
2004-08-13,1934.701
2004-08-16,1933.709
2004-08-17,1928.382
2004-08-18,1922.883
2004-08-19,1940.599
2004-08-20,1935.177
2004-08-23,1919.374
2004-08-24,1900.641
2004-08-25,1910.839
2004-08-26,1919.164
2004-08-27,1931.407
2004-08-30,1926.21
2004-08-31,1955.438
2004-09-01,1963.64
2004-09-02,1977.852
2004-09-03,1967.385
2004-09-06,1971.025
2004-09-07,1961.938
2004-09-08,1976.66
2004-09-09,1979.171
2004-09-10,2004.693
2004-09-13,1984.821
2004-09-14,2003.504
2004-09-15,1969.303
2004-09-16,1972.173
2004-09-17,1992.819
2004-09-20,2002.028
2004-09-21,2055.759
2004-09-22,2040.588
2004-09-23,2050.974
2004-09-24,2039.665
2004-09-27,2063.591
2004-09-28,2047.587
2004-09-29,2067.871
2004-09-30,2086.475
2004-10-01,2118.118
2004-10-04,2107.941
2004-10-05,2139.884
2004-10-06,2167.762
2004-10-07,2176.434
2004-10-08,2197.105
2004-10-11,2182.077
2004-10-12,2146.586
2004-10-13,2110.835
2004-10-14,2131.08
2004-10-15,2145.75
2004-10-18,2163.733
2004-10-19,2166.025
2004-10-20,2159.489
2004-10-21,2182.09
2004-10-22,2191.038
2004-10-25,2181.498
2004-10-26,2181.327
2004-10-27,2188.054
2004-10-28,2207.009
2004-10-29,2180.489
2004-11-01,2184.689
2004-11-02,2235.889
2004-11-03,2260.155
2004-11-04,2319.158
2004-11-05,2332.499
2004-11-08,2340.389
2004-11-09,2327.498
2004-11-10,2345.612
2004-11-11,2357.532
2004-11-12,2344.297
2004-11-15,2322.194
2004-11-16,2334.444
2004-11-17,2383.599
2004-11-18,2395.442
2004-11-19,2438.453
2004-11-22,2433.718
2004-11-23,2452.177
2004-11-24,2468.559
2004-11-25,2503.801
2004-11-26,2505.144
2004-11-29,2518.634
2004-11-30,2498.87
2004-12-01,2531.137
2004-12-02,2519.486
2004-12-03,2571.572
2004-12-06,2604.873
2004-12-07,2607.795
2004-12-08,2576.624
2004-12-09,2541.494
2004-12-10,2538.314
2004-12-13,2575.369
2004-12-14,2595.599
2004-12-15,2613.816
2004-12-16,2615.477
2004-12-17,2594.487
2004-12-20,2644.009
2004-12-21,2642.627
2004-12-22,2652.571
2004-12-23,2680.235
2004-12-24,2687.182
2004-12-27,2703.733
2004-12-28,2716.201
2004-12-29,2719.671
2004-12-30,2721.176
2004-12-31,2713.689
2005-01-03,2706.392
2005-01-04,2693.877
2005-01-05,2662.338
2005-01-06,2641.383
2005-01-07,2646.976
2005-01-10,2638.476
2005-01-11,2620.829
2005-01-12,2611.095
2005-01-13,2593.824
2005-01-14,2583.517
2005-01-17,2589.08
2005-01-18,2591.25
2005-01-19,2584.412
2005-01-20,2563.936
2005-01-21,2561.479
2005-01-24,2589.143
2005-01-25,2631.81
2005-01-26,2667.722
2005-01-27,2686.252
2005-01-28,2669.03
2005-01-31,2684.176
2005-02-01,2693.037
2005-02-02,2686.622
2005-02-03,2666.812
2005-02-04,2705.111
2005-02-07,2702.688
2005-02-08,2694.914
2005-02-09,2681.251
2005-02-10,2712.861
2005-02-11,2731.678
2005-02-14,2765.421
2005-02-15,2797.46
2005-02-16,2829.264
2005-02-17,2847.729
2005-02-18,2882.409
2005-02-21,2864.992
2005-02-22,2861.705
2005-02-23,2812.192
2005-02-24,2860.346
2005-02-25,2923.707
2005-02-28,2965.348
2005-03-01,2930.607
2005-03-02,2889.646
2005-03-03,2924.107
2005-03-04,2997.006
2005-03-07,3028.554
2005-03-08,3055.378
2005-03-09,3030.094
2005-03-10,2992.516
2005-03-11,2989.659
2005-03-14,3016.752
2005-03-15,2980.506
2005-03-16,2959.017
2005-03-17,2900.007
2005-03-18,2851.326
2005-03-21,2808.966
2005-03-22,2831.219
2005-03-23,2766.799
2005-03-24,2751.465
2005-03-25,2751.465
2005-03-28,2732.155
2005-03-29,2755.067
2005-03-30,2773.725
2005-03-31,2772.561
2005-04-01,2834.223
2005-04-04,2809.431
2005-04-05,2831.804
2005-04-06,2827.699
2005-04-07,2860.64
2005-04-08,2833.873
2005-04-11,2833.31
2005-04-12,2821.448
2005-04-13,2841.437
2005-04-14,2793.196
2005-04-15,2763.35
2005-04-18,2682.355
2005-04-19,2668.119
2005-04-20,2682.896
2005-04-21,2710.571
2005-04-22,2723.094
2005-04-25,2716.791
2005-04-26,2714.665
2005-04-27,2655.166
2005-04-28,2627.084
2005-04-29,2615.243
2005-05-02,2621.525
2005-05-03,2621.581
2005-05-04,2634.627
2005-05-05,2631.475
2005-05-06,2586.122
2005-05-09,2624.36
2005-05-10,2662.947
2005-05-11,2658.77
2005-05-12,2631.023
2005-05-13,2596.91
2005-05-16,2591.776
2005-05-17,2573.369
2005-05-18,2617.581
2005-05-19,2660.671
2005-05-20,2680.693
2005-05-23,2701.531
2005-05-24,2720.816
2005-05-25,2771.69
2005-05-26,2755.845
2005-05-27,2853.739
2005-05-30,2862.233
2005-05-31,2822.663
2005-06-01,2843.481
2005-06-02,2851.815
2005-06-03,2831.252
2005-06-06,2831.882
2005-06-07,2834.076
2005-06-08,2874.886
2005-06-09,2869.906
2005-06-10,2902.257
2005-06-13,2880.381
2005-06-14,2898.295
2005-06-15,2944.328
2005-06-16,2965.54
2005-06-17,3051.448
2005-06-20,3036.127
2005-06-21,3036.008
2005-06-22,3010.651
2005-06-23,3009.108
2005-06-24,3016.146
2005-06-27,3060.88
2005-06-28,3063.52
2005-06-29,3065.901
2005-06-30,3109.639
2005-07-01,3112.921
2005-07-04,3074.271
2005-07-05,3114.624
2005-07-06,3114.178
2005-07-07,3111.703
2005-07-08,3132.013
2005-07-11,3141.067
2005-07-12,3164.851
2005-07-13,3159.817
2005-07-14,3177.024
2005-07-15,3110.266
2005-07-18,3122.861
2005-07-19,3127.121
2005-07-20,3113.781
2005-07-21,3122.234
2005-07-22,3116.726
2005-07-25,3137.498
2005-07-26,3147.373
2005-07-27,3177.135
2005-07-28,3237.406
2005-07-29,3250.895
2005-08-01,3291.631
2005-08-02,3292.646
2005-08-03,3345.121
2005-08-04,3341.763
2005-08-05,3310.49
2005-08-08,3312.147
2005-08-09,3371.43
2005-08-10,3426.247
2005-08-11,3430.169
2005-08-12,3425.136
2005-08-15,3406.815
2005-08-16,3375.098
2005-08-17,3316.269
2005-08-18,3214.537
2005-08-19,3241.077
2005-08-22,3308.029
2005-08-23,3308.343
