Date,AUSTRIA VALUE Standard (Large+Mid Cap)
1982-08-31,108.772
1982-09-30,107.615
1982-10-29,106.239
1982-11-30,111.135
1982-12-31,128.761
1983-01-31,120.291
1983-02-28,122.155
1983-03-31,130.95
1983-04-29,143.523
1983-05-31,136.394
1983-06-30,131.334
1983-07-29,125.434
1983-08-31,122.458
1983-09-30,126.353
1983-10-31,125.071
1983-11-30,122.384
1983-12-30,128.076
1984-01-31,120.095
1984-02-29,130.576
1984-03-30,132.118
1984-04-30,123.629
1984-05-31,120.48
1984-06-29,117.549
1984-07-31,112.222
1984-08-31,113.117
1984-09-28,113.857
1984-10-31,115.652
1984-11-30,118.038
1984-12-31,120.03
1985-01-31,121.811
1985-02-28,128.682
1985-03-29,146.807
1985-04-30,158.402
1985-05-31,172.845
1985-06-28,169.193
1985-07-31,169.703
1985-08-30,172.862
1985-09-30,174.459
1985-10-31,171.771
1985-11-29,206.322
1985-12-31,222.03
1986-01-31,234.051
1986-02-28,245.888
1986-03-31,241.403
1986-04-30,290.58
1986-05-30,255.067
1986-06-30,266.708
1986-07-31,276.782
1986-08-29,292.777
1986-09-30,295.789
1986-10-31,285.417
1986-11-28,297.854
1986-12-31,299.246
1987-01-30,295.845
1987-02-27,293.167
1987-03-31,289.698
1987-04-30,289.774
1987-05-29,278.03
1987-06-30,274.85
1987-07-31,312.993
1987-08-31,315.82
1987-09-30,324.817
1987-10-30,309.077
1987-11-30,322.982
1987-12-31,356.592
1988-01-29,312.592
1988-02-29,308.639
1988-03-31,325.286
1988-04-29,324.571
1988-05-31,310.724
1988-06-30,301.24
1988-07-29,306.6
1988-08-31,310.02
1988-09-30,307.601
1988-10-31,335.365
1988-11-30,344.371
1988-12-30,340.07
1989-01-31,324.87
1989-02-28,337.135
1989-03-31,374.984
1989-04-28,411.371
1989-05-31,388.161
1989-06-30,392.599
1989-07-31,420.343
1989-08-31,510.973
1989-09-29,558.211
1989-10-31,520.749
1989-11-30,517.763
1989-12-29,641.554
1990-01-31,809.747
1990-02-28,1079.411
1990-03-30,1133.139
1990-04-30,989.318
1990-05-31,953.771
1990-06-29,1043.612
1990-07-31,1140.043
1990-08-31,938.209
1990-09-28,703.873
1990-10-31,754.412
1990-11-30,733.584
1990-12-31,738.231
1991-01-31,703.366
1991-02-28,834.246
1991-03-29,737.445
1991-04-30,759.12
1991-05-31,761.501
1991-06-28,681.864
1991-07-31,681.449
1991-08-30,687.383
1991-09-30,719.139
1991-10-31,625.533
1991-11-29,655.388
1991-12-31,667.879
1992-01-31,686.87
1992-02-28,734.564
1992-03-31,682.647
1992-04-30,638.302
1992-05-29,671.844
1992-06-30,670.448
1992-07-31,573.604
1992-08-31,582.978
1992-09-30,608.226
1992-10-30,558.566
1992-11-30,519.863
1992-12-31,505.235
1993-01-29,517.65
1993-02-26,566.854
1993-03-31,547.288
1993-04-30,554.812
1993-05-31,572.365
1993-06-30,597.925
1993-07-30,641.355
1993-08-31,727.515
1993-09-30,710.63
1993-10-29,755.216
1993-11-30,705.668
1993-12-31,741.369
1994-01-31,794.918
1994-02-28,767.692
1994-03-31,751.232
1994-04-29,759.7
1994-05-31,743.987
1994-06-30,788.166
1994-07-29,788.604
1994-08-31,825.311
1994-09-30,776.119
1994-10-31,786.005
1994-11-30,752.724
1994-12-30,762.745
1995-01-31,746.375
1995-02-28,800.222
1995-03-31,801.085
1995-04-28,789.345
1995-05-31,814.79
1995-06-30,807.612
1995-07-31,814.056
1995-08-31,767.759
1995-09-29,764.332
1995-10-31,728.305
1995-11-30,706.219
1995-12-29,734.003
1996-01-31,790.245
1996-02-29,793.604
1996-03-29,802.262
1996-04-30,817.058
1996-05-31,853.942
1996-06-28,826.794
1996-07-31,798.354
1996-08-30,807.438
1996-09-30,797.893
1996-10-31,815.967
1996-11-29,831.554
1996-12-31,852.996
1997-01-31,820.119
1997-02-28,829.422
1997-03-31,842.271
1997-04-30,813.866
1997-05-30,829.53
1997-06-30,789.965
1997-07-31,834.356
1997-08-29,810.268
1997-09-30,832.957
1997-10-31,876.47
1997-11-28,828.633
1997-12-31,927.631
1998-01-30,1009.86
1998-02-27,1118.652
1998-03-31,1157.801
1998-04-30,1277.212
1998-05-29,1442.388
1998-06-30,1311.646
1998-07-31,1273.359
1998-08-31,965.017
1998-09-30,818.888
1998-10-30,977.386
1998-11-30,936.38
1998-12-31,951.938
1999-01-29,855.146
1999-02-26,952.806
1999-03-31,989.001
1999-04-30,1047.887
1999-05-31,895.478
1999-06-30,919.212
1999-07-30,917.089
1999-08-31,949.041
1999-09-30,885.639
1999-10-29,895.594
1999-11-30,900.708
1999-12-31,956.948
2000-01-31,866.266
2000-02-29,793.171
2000-03-31,844.882
2000-04-28,817.765
2000-05-31,851.055
2000-06-30,880.344
2000-07-31,909.285
2000-08-31,880.797
2000-09-29,886.551
2000-10-31,864.893
2000-11-30,819.069
2000-12-29,880.658
2001-01-31,918.868
2001-02-28,941.696
2001-03-30,884.265
2001-04-30,915.074
2001-05-31,931.359
2001-06-29,903.024
2001-07-31,964.065
2001-08-31,968.841
2001-09-28,838.514
2001-10-31,820.534
2001-11-30,857.452
2001-12-31,858.785
2002-01-31,869.27
2002-02-28,902.958
2002-03-29,932.851
2002-04-30,992.605
2002-05-31,1044.805
2002-06-28,1082.281
2002-07-31,932.812
2002-08-30,966.527
2002-09-30,917.175
2002-10-31,980.045
2002-11-29,957.583
2002-12-31,1023.755
2003-01-31,1054.696
2003-02-28,1075.324
2003-03-31,1092.821
2003-04-30,1215.974
2003-05-30,1260.663
2003-06-30,1319.856
2003-07-31,1325.536
2003-08-29,1336.703
2003-09-30,1432.566
2003-10-31,1554.664
2003-11-28,1655.136
2003-12-31,1778.372
2004-01-30,1941.52
2004-02-27,1925.922
2004-03-31,2036.645
2004-04-30,2025.993
2004-05-31,2053.15
2004-06-30,2173.405
2004-07-30,2241.079
2004-08-31,2311.149
2004-09-30,2466.022
2004-10-29,2577.138
2004-11-30,2953.435
2004-12-31,3207.331
2005-01-31,3172.45
2005-02-28,3504.77
2005-03-31,3276.913
2005-04-29,3092.225
2005-05-31,3353.175
2005-06-30,3694.088
2005-07-29,3864.28
2005-08-31,4115.618
2005-09-30,4317.924
2005-10-31,4042.317
2005-11-30,4175.22
2005-12-30,4379.758
2006-01-31,5099.159
2006-02-28,4793.345
2006-03-31,5199.454
2006-04-28,5463.825
2006-05-31,5037.993
2006-06-30,5061.164
2006-07-31,5172.647
2006-08-31,5029.979
2006-09-29,5095.076
2006-10-31,5406.715
2006-11-30,5610.544
2006-12-29,6015.875
2007-01-31,6042.801
2007-02-28,6105.006
2007-03-30,6580.268
2007-04-30,6881.932
2007-05-31,6954.221
2007-06-29,6814.802
2007-07-31,6271.108
2007-08-31,5892.068
2007-09-28,5839.263
2007-10-31,6238.632
2007-11-30,5859.061
2007-12-31,6130.815
2008-01-31,5452.69
2008-02-29,5724.502
2008-03-31,5433.495
2008-04-30,5990.91
2008-05-30,6387.051
2008-06-30,5650.267
2008-07-31,5140.63
2008-08-29,4840.209
2008-09-30,3222.504
2008-10-31,2010.49
2008-11-28,1503.864
2008-12-31,1579.893
2009-01-30,1434.381
2009-02-27,1194.339
2009-03-31,1473.125
2009-04-30,1599.125
2009-05-29,2028.854
2009-06-30,1996.345
2009-07-31,2211.868
2009-08-31,2513.874
2009-09-30,2689.035
2009-10-30,2551.293
2009-11-30,2593.727
2009-12-31,2470.246
2010-01-29,2382.072
2010-02-26,2305.173
2010-03-31,2500.904
2010-04-30,2479.43
2010-05-31,2067.774
2010-06-30,1907.235
2010-07-30,2255.35
2010-08-31,2105.529
2010-09-30,2372.049
2010-10-29,2527.541
2010-11-30,2230.83
2010-12-31,2590.53
2011-01-31,2701.569
2011-02-28,2756.069
2011-03-31,2769.772
2011-04-29,2832.53
2011-05-31,2715.78
2011-06-30,2720.916
2011-07-29,2556.614
2011-08-31,2372.308
2011-09-30,1907.861
2011-10-31,2131.647
2011-11-30,1990.497
2011-12-30,1977.365
2012-01-31,2181.228
2012-02-29,2369.295
2012-03-30,2293.332
2012-04-30,2198.509
2012-05-31,1810.499
2012-06-29,2020.609
2012-07-31,2005.701
2012-08-31,2061.453
2012-09-28,2181.428
2012-10-31,2324.048
2012-11-30,2460.979
2012-12-31,2617.483
2013-01-31,2737.555
2013-02-28,2638.496
2013-03-29,2496.053
2013-04-30,2669.23
2013-05-31,2690.43
2013-06-28,2567.956
2013-07-31,2748.579
2013-08-30,2852.339
2013-09-30,3111.249
2013-10-31,3153.182
2013-11-29,3265.736
2013-12-31,3168.718
2014-01-31,3058.516
2014-02-28,3099.535
2014-03-31,2993.533
2014-04-30,3026.147
2014-05-30,3004.99
2014-06-30,3102.221
2014-07-31,2814.704
2014-08-29,2722.632
2014-09-30,2428.05
2014-10-31,2417.164
2014-11-28,2380.737
2014-12-31,2103.407
2015-01-30,1884.703
2015-02-27,2223.38
2015-03-31,2106.192
2015-04-30,2382.575
2015-05-29,2207.158
2015-06-30,2163.444
2015-07-31,2208.849
2015-08-31,1986.955
2015-09-30,1881.041
2015-10-30,2076.374
2015-11-30,2034.248
2015-12-31,2021.442
2016-01-29,1812.053
2016-02-29,1770.809
2016-03-31,1956.322
2016-04-29,2048.642
2016-05-31,1931.464
2016-06-30,1777.052
2016-07-29,1926.27
2016-08-31,1983.718
2016-09-30,2082.54
2016-10-31,2203.09
2016-11-30,2161.154
2016-12-30,2285.97
2017-01-31,2382.785
2017-02-28,2395.367
2017-03-31,2502.62
2017-04-28,2755.974
2017-05-31,3015.302
2017-06-30,3068.551
2017-07-31,3378.82
2017-08-31,3492.774
2017-09-29,3541.583
2017-10-31,3635.131
2017-11-30,3744.724
2017-12-29,3777.25
2018-01-31,4154.758
2018-02-28,3938.187
2018-03-30,3830.711
2018-04-30,3871.253
2018-05-31,3593.543
2018-06-29,3375.218
2018-07-31,3549.48
2018-08-31,3243.434
2018-09-28,3370.604
2018-10-31,3073.012
2018-11-30,2868.14
2018-12-31,2477.109
2019-01-31,2684.325
2019-02-28,2766.617
2019-03-29,2707.429
2019-04-30,2864.282
2019-05-31,2558.06
2019-06-28,2727.298
2019-07-31,2684.696
2019-08-30,2495.349
2019-09-30,2583.36
2019-10-31,2779.021
2019-11-29,2758.348
2019-12-31,2867.359
2020-01-31,2650.836
2020-02-28,2363.467
2020-03-31,1588.167
2020-04-30,1804.838
2020-05-29,1853.306
2020-06-30,1926.357
2020-07-31,1858.325
2020-08-31,1990.37
2020-09-30,1766.846
2020-10-30,1709.593
2020-11-30,2321.661
2020-12-31,2561.364
2021-01-29,2595.357
2021-02-26,2842.241
2021-03-31,2964.495
2021-04-30,3027.634
2021-05-31,3418.523
2021-06-30,3249.876
2021-07-30,3295.354
2021-08-31,3382.615
2021-09-30,3713.889
2021-10-29,3734.452
2021-11-30,3665.916
2021-12-31,3888.528
2022-01-31,3878.253
2022-02-28,2994.322
2022-03-31,2934.242
2022-04-29,2779.881
2022-05-31,3073.54
2022-06-30,2490.328
2022-07-29,2431.237
2022-08-31,2238.407
2022-09-30,2088.534
2022-10-31,2475.911
2022-11-30,2948.428
2022-12-30,3006.021
2023-01-31,3359.497
2023-02-28,3488.545
2023-03-31,3075.309
2023-04-28,3267.197
2023-05-31,3049.783
2023-06-30,3342.981
2023-07-31,3535.649
2023-08-31,3384.935
2023-09-29,3332.452
2023-10-31,3243.122
2023-11-30,3526.707
2023-12-29,3616.731
2024-01-31,3761.538
2024-02-29,3513.16
2024-03-29,3840.401
2024-04-30,3947.068
2024-05-31,4298.801
2024-06-28,4149.904
2024-07-31,4352.204
2024-08-30,4527.121
2024-09-30,4546.441
2024-10-31,4482.723
2024-11-29,4355.431
2024-12-31,4738.096
2025-01-31,4812.393
2025-02-28,5209.675
2025-03-31,5507.249
2025-04-30,5447.056
2025-05-30,6455.506
2025-06-30,6915.19
2025-07-31,7280.656
2025-08-29,7583.685
2025-09-30,7694.646
2025-10-31,8100.563
2025-11-28,8477.653
2025-12-31,9229.885
2026-01-30,9968.666
