Date,SINGAPORE LARGE VALUE Large Cap
2001-08-16,314.036
2001-08-17,310.379
2001-08-20,306.883
2001-08-21,309.511
2001-08-22,311.35
2001-08-23,313.13
2001-08-24,311.132
2001-08-27,315.633
2001-08-28,314.532
2001-08-29,316.95
2001-08-30,317.054
2001-08-31,324.435
2001-09-03,323.218
2001-09-04,324.392
2001-09-05,321.768
2001-09-06,312.983
2001-09-07,302.745
2001-09-10,300.118
2001-09-11,305.278
2001-09-12,290.508
2001-09-13,290.513
2001-09-14,282.719
2001-09-17,266.65
2001-09-18,264.836
2001-09-19,268.209
2001-09-20,263.972
2001-09-21,250.739
2001-09-24,258.037
2001-09-25,252.25
2001-09-26,249.093
2001-09-27,254.561
2001-09-28,255.407
2001-10-01,258.749
2001-10-02,261.358
2001-10-03,265.287
2001-10-04,280.58
2001-10-05,278.512
2001-10-08,264.727
2001-10-09,268.998
2001-10-10,267.136
2001-10-11,274.919
2001-10-12,276.622
2001-10-15,278.466
2001-10-16,282.964
2001-10-17,283.263
2001-10-18,274.228
2001-10-19,268.722
2001-10-22,269.352
2001-10-23,271.055
2001-10-24,278.803
2001-10-25,276.241
2001-10-26,276.989
2001-10-29,271.413
2001-10-30,271.032
2001-10-31,266.98
2001-11-01,262.5
2001-11-02,261.528
2001-11-05,260.513
2001-11-06,259.121
2001-11-07,257.246
2001-11-08,258.64
2001-11-09,261.935
2001-11-12,265.314
2001-11-13,262.314
2001-11-14,262.314
2001-11-15,273.783
2001-11-16,271.651
2001-11-19,277.336
2001-11-20,276.544
2001-11-21,281.186
2001-11-22,278.146
2001-11-23,280.058
2001-11-26,286.134
2001-11-27,292.896
2001-11-28,286.162
2001-11-29,280.184
2001-11-30,287.697
2001-12-03,293.629
2001-12-04,304.199
2001-12-05,318.53
2001-12-06,328.585
2001-12-07,335.605
2001-12-10,331.222
2001-12-11,325.156
2001-12-12,325.003
2001-12-13,317.431
2001-12-14,310.521
2001-12-17,310.25
2001-12-18,319.295
2001-12-19,320.313
2001-12-20,318.139
2001-12-21,316.292
2001-12-24,315.44
2001-12-25,315.44
2001-12-26,316.399
2001-12-27,322.759
2001-12-28,328.043
2001-12-31,327.448
2002-01-01,327.448
2002-01-02,327.206
2002-01-03,334.822
2002-01-04,340.294
2002-01-07,347.993
2002-01-08,350.549
2002-01-09,346.23
2002-01-10,350.82
2002-01-11,350.252
2002-01-14,357.994
2002-01-15,350.457
2002-01-16,344.655
2002-01-17,339.297
2002-01-18,340.887
2002-01-21,344.068
2002-01-22,341.542
2002-01-23,343.659
2002-01-24,341.751
2002-01-25,359.807
2002-01-28,370.592
2002-01-29,369.078
2002-01-30,365.401
2002-01-31,374.411
2002-02-01,376.898
2002-02-04,373.699
2002-02-05,363.109
2002-02-06,369.097
2002-02-07,363.284
2002-02-08,368.62
2002-02-11,369.641
2002-02-12,369.964
2002-02-13,370.086
2002-02-14,381.006
2002-02-15,379.492
2002-02-18,375.422
2002-02-19,372.047
2002-02-20,366.254
2002-02-21,365.663
2002-02-22,354.402
2002-02-25,348.377
2002-02-26,352.634
2002-02-27,357.75
2002-02-28,359.762
2002-03-01,358.9
2002-03-04,381.96
2002-03-05,386.354
2002-03-06,381.836
2002-03-07,381.248
2002-03-08,383.17
2002-03-11,384.979
2002-03-12,378.725
2002-03-13,379.136
2002-03-14,378.409
2002-03-15,378.157
2002-03-18,379.042
2002-03-19,387.774
2002-03-20,385.297
2002-03-21,387.051
2002-03-22,385.978
2002-03-25,386.56
2002-03-26,382.667
2002-03-27,384.153
2002-03-28,387.781
2002-03-29,387.781
2002-04-01,381.042
2002-04-02,382.526
2002-04-03,378.329
2002-04-04,375.661
2002-04-05,376.631
2002-04-08,373.572
2002-04-09,371.908
2002-04-10,364.031
2002-04-11,366.637
2002-04-12,371.164
2002-04-15,374.411
2002-04-16,377.11
2002-04-17,378.345
2002-04-18,373.636
2002-04-19,370.473
2002-04-22,371.836
2002-04-23,374.912
2002-04-24,373.909
2002-04-25,377.593
2002-04-26,379.058
2002-04-29,373.534
2002-04-30,375.967
2002-05-01,376.372
2002-05-02,377.803
2002-05-03,382.263
2002-05-06,377.107
2002-05-07,375.329
2002-05-08,377.812
2002-05-09,379.533
2002-05-10,381.6
2002-05-13,382.372
2002-05-14,383.109
2002-05-15,385.196
2002-05-16,385.118
2002-05-17,388.579
2002-05-20,387.957
2002-05-21,390.257
2002-05-22,391.005
2002-05-23,384.462
2002-05-24,386.435
2002-05-27,386.715
2002-05-28,384.635
2002-05-29,378.356
2002-05-30,379.362
2002-05-31,376.426
2002-06-03,372.435
2002-06-04,363.294
2002-06-05,361.058
2002-06-06,359.986
2002-06-07,362.615
2002-06-10,369.349
2002-06-11,366.138
2002-06-12,363.854
2002-06-13,362.501
2002-06-14,351.314
2002-06-17,347.731
2002-06-18,347.643
2002-06-19,340.175
2002-06-20,344.501
2002-06-21,337.861
2002-06-24,334.793
2002-06-25,333.309
2002-06-26,328.679
2002-06-27,326.095
2002-06-28,331.952
2002-07-01,330.491
2002-07-02,331.63
2002-07-03,342.281
2002-07-04,347.68
2002-07-05,359.0
2002-07-08,356.671
2002-07-09,361.742
2002-07-10,357.701
2002-07-11,354.232
2002-07-12,354.462
2002-07-15,356.427
2002-07-16,349.277
2002-07-17,350.94
2002-07-18,349.931
2002-07-19,347.254
2002-07-22,344.507
2002-07-23,346.999
2002-07-24,340.478
2002-07-25,338.553
2002-07-26,330.387
2002-07-29,330.398
2002-07-30,332.952
2002-07-31,331.595
2002-08-01,334.024
2002-08-02,334.749
2002-08-05,329.159
2002-08-06,325.492
2002-08-07,335.186
2002-08-08,335.646
2002-08-09,336.226
2002-08-12,341.169
2002-08-13,354.692
2002-08-14,354.529
2002-08-15,360.084
2002-08-16,355.527
2002-08-19,363.01
2002-08-20,359.909
2002-08-21,360.01
2002-08-22,359.501
2002-08-23,353.68
2002-08-26,348.601
2002-08-27,348.927
2002-08-28,348.512
2002-08-29,341.391
2002-08-30,343.528
2002-09-02,337.272
2002-09-03,339.58
2002-09-04,338.03
2002-09-05,338.545
2002-09-06,339.117
2002-09-09,334.282
2002-09-10,339.964
2002-09-11,339.864
2002-09-12,337.297
2002-09-13,337.14
2002-09-16,340.287
2002-09-17,344.128
2002-09-18,337.7
2002-09-19,341.682
2002-09-20,337.157
2002-09-23,333.669
2002-09-24,321.418
2002-09-25,307.62
2002-09-26,314.296
2002-09-27,319.183
2002-09-30,314.871
2002-10-01,314.105
2002-10-02,312.297
2002-10-03,310.24
2002-10-04,317.511
2002-10-07,321.93
2002-10-08,327.546
2002-10-09,318.365
2002-10-10,313.532
2002-10-11,316.289
2002-10-14,321.035
2002-10-15,334.448
2002-10-16,336.994
2002-10-17,345.692
2002-10-18,340.197
2002-10-21,343.301
2002-10-22,344.59
2002-10-23,341.056
2002-10-24,340.711
2002-10-25,349.773
2002-10-28,350.303
2002-10-29,342.478
2002-10-30,344.562
2002-10-31,348.309
2002-11-01,337.065
2002-11-04,337.381
2002-11-05,336.303
2002-11-06,336.14
2002-11-07,328.822
2002-11-08,331.18
2002-11-11,324.473
2002-11-12,325.97
2002-11-13,322.526
2002-11-14,319.952
2002-11-15,327.378
2002-11-18,319.286
2002-11-19,320.094
2002-11-20,315.901
2002-11-21,319.911
2002-11-22,326.801
2002-11-25,324.663
2002-11-26,318.289
2002-11-27,317.688
2002-11-28,318.939
2002-11-29,313.919
2002-12-02,316.42
2002-12-03,313.323
2002-12-04,309.485
2002-12-05,310.803
2002-12-06,312.289
2002-12-09,304.499
2002-12-10,311.017
2002-12-11,314.266
2002-12-12,316.835
2002-12-13,315.683
2002-12-16,315.106
2002-12-17,309.834
2002-12-18,307.575
2002-12-19,312.855
2002-12-20,306.75
2002-12-23,307.765
2002-12-24,308.714
2002-12-25,308.714
2002-12-26,306.983
2002-12-27,310.05
2002-12-30,307.752
2002-12-31,312.355
2003-01-01,312.355
2003-01-02,307.865
2003-01-03,305.101
2003-01-06,304.529
2003-01-07,300.081
2003-01-08,305.239
2003-01-09,307.396
2003-01-10,308.768
2003-01-13,319.348
2003-01-14,327.846
2003-01-15,322.349
2003-01-16,320.921
2003-01-17,316.62
2003-01-20,318.0
2003-01-21,318.352
2003-01-22,318.164
2003-01-23,317.631
2003-01-24,317.184
2003-01-27,310.052
2003-01-28,313.646
2003-01-29,301.985
2003-01-30,298.966
2003-01-31,293.956
2003-02-03,293.492
2003-02-04,294.447
2003-02-05,294.43
2003-02-06,293.307
2003-02-07,291.948
2003-02-10,289.878
2003-02-11,294.235
2003-02-12,293.382
2003-02-13,285.679
2003-02-14,289.481
2003-02-17,294.992
2003-02-18,294.256
2003-02-19,300.843
2003-02-20,303.381
2003-02-21,304.968
2003-02-24,301.161
2003-02-25,294.475
2003-02-26,292.874
2003-02-27,289.211
2003-02-28,287.549
2003-03-03,287.86
2003-03-04,285.044
2003-03-05,285.511
2003-03-06,276.605
2003-03-07,271.225
2003-03-10,267.918
2003-03-11,268.042
2003-03-12,270.804
2003-03-13,270.175
2003-03-14,275.547
2003-03-17,271.667
2003-03-18,280.789
2003-03-19,282.255
2003-03-20,287.212
2003-03-21,291.619
2003-03-24,285.858
2003-03-25,290.056
2003-03-26,291.077
2003-03-27,289.347
2003-03-28,291.92
2003-03-31,280.495
2003-04-01,285.609
2003-04-02,293.916
2003-04-03,290.904
2003-04-04,293.186
2003-04-07,296.346
2003-04-08,290.974
2003-04-09,284.747
2003-04-10,286.05
2003-04-11,287.964
2003-04-14,286.484
2003-04-15,288.703
2003-04-16,287.205
2003-04-17,285.724
2003-04-18,285.724
2003-04-21,282.774
2003-04-22,283.252
2003-04-23,280.839
2003-04-24,274.323
2003-04-25,269.898
2003-04-28,274.7
2003-04-29,286.764
2003-04-30,285.369
2003-05-01,286.531
2003-05-02,290.993
2003-05-05,300.192
2003-05-06,299.441
2003-05-07,295.618
2003-05-08,298.874
2003-05-09,294.919
2003-05-12,301.292
2003-05-13,299.504
2003-05-14,299.34
2003-05-15,301.667
2003-05-16,301.464
2003-05-19,299.136
2003-05-20,299.694
2003-05-21,295.401
2003-05-22,301.275
2003-05-23,304.093
2003-05-26,308.825
2003-05-27,305.356
2003-05-28,306.832
2003-05-29,310.22
2003-05-30,312.712
2003-06-02,322.656
2003-06-03,321.242
2003-06-04,328.691
2003-06-05,334.646
2003-06-06,337.144
2003-06-09,337.138
2003-06-10,333.296
2003-06-11,336.407
2003-06-12,342.924
2003-06-13,344.586
2003-06-16,340.167
2003-06-17,350.717
2003-06-18,348.566
2003-06-19,359.389
2003-06-20,355.762
2003-06-23,346.817
2003-06-24,338.767
2003-06-25,335.995
2003-06-26,332.43
2003-06-27,336.688
2003-06-30,324.912
2003-07-01,326.453
2003-07-02,331.835
2003-07-03,330.223
2003-07-04,332.959
2003-07-07,335.901
2003-07-08,336.003
2003-07-09,339.487
2003-07-10,338.682
2003-07-11,346.383
2003-07-14,353.808
2003-07-15,361.003
2003-07-16,361.621
2003-07-17,361.638
2003-07-18,359.303
2003-07-21,361.152
2003-07-22,352.825
2003-07-23,357.422
2003-07-24,355.844
2003-07-25,357.725
2003-07-28,362.755
2003-07-29,360.457
2003-07-30,357.541
2003-07-31,352.907
2003-08-01,354.897
2003-08-04,347.747
2003-08-05,338.746
2003-08-06,337.955
2003-08-07,348.072
2003-08-08,347.285
2003-08-11,350.444
2003-08-12,353.726
2003-08-13,367.523
2003-08-14,374.151
2003-08-15,370.884
2003-08-18,377.436
2003-08-19,376.642
2003-08-20,378.681
2003-08-21,388.843
2003-08-22,389.295
2003-08-25,388.5
2003-08-26,376.958
2003-08-27,373.974
2003-08-28,373.261
2003-08-29,374.979
2003-09-01,378.019
2003-09-02,374.405
2003-09-03,374.745
2003-09-04,376.748
2003-09-05,378.813
2003-09-08,382.977
2003-09-09,372.458
2003-09-10,367.229
2003-09-11,376.43
2003-09-12,373.277
2003-09-15,367.532
2003-09-16,370.993
2003-09-17,374.764
2003-09-18,374.833
2003-09-19,371.918
2003-09-22,370.746
2003-09-23,372.621
2003-09-24,383.999
2003-09-25,383.62
2003-09-26,382.663
2003-09-29,382.545
2003-09-30,385.786
2003-10-01,387.59
2003-10-02,393.333
2003-10-03,402.569
2003-10-06,415.078
2003-10-07,418.272
2003-10-08,423.825
2003-10-09,425.018
2003-10-10,424.799
2003-10-13,423.817
2003-10-14,413.921
2003-10-15,414.582
2003-10-16,414.669
2003-10-17,422.898
2003-10-20,425.356
2003-10-21,428.873
2003-10-22,425.815
2003-10-23,414.005
2003-10-24,414.433
2003-10-27,406.615
2003-10-28,411.931
2003-10-29,411.288
2003-10-30,410.421
2003-10-31,411.017
2003-11-03,421.295
2003-11-04,433.531
2003-11-05,427.393
2003-11-06,426.757
2003-11-07,426.15
2003-11-10,419.042
2003-11-11,410.232
2003-11-12,417.575
2003-11-13,427.762
2003-11-14,428.668
2003-11-17,414.705
2003-11-18,418.109
2003-11-19,409.514
2003-11-20,401.407
2003-11-21,399.238
2003-11-24,400.389
2003-11-25,400.389
2003-11-26,409.027
2003-11-27,409.893
2003-11-28,412.928
2003-12-01,418.223
2003-12-02,418.968
2003-12-03,418.11
2003-12-04,415.509
2003-12-05,416.342
2003-12-08,414.324
2003-12-09,416.534
2003-12-10,415.774
2003-12-11,416.008
2003-12-12,418.294
2003-12-15,424.653
2003-12-16,420.881
2003-12-17,415.994
2003-12-18,416.374
2003-12-19,413.438
2003-12-22,417.679
2003-12-23,419.285
2003-12-24,419.413
2003-12-25,419.413
2003-12-26,419.193
2003-12-29,422.162
2003-12-30,428.074
2003-12-31,430.599
2004-01-01,430.599
2004-01-02,436.637
2004-01-05,445.847
2004-01-06,441.378
2004-01-07,435.425
2004-01-08,437.785
2004-01-09,442.347
2004-01-12,435.435
2004-01-13,435.3
2004-01-14,435.551
2004-01-15,427.135
2004-01-16,425.588
2004-01-19,427.788
2004-01-20,435.815
2004-01-21,443.479
2004-01-22,445.262
2004-01-23,444.579
2004-01-26,447.482
2004-01-27,450.186
2004-01-28,441.719
2004-01-29,435.223
2004-01-30,443.517
2004-02-02,443.819
2004-02-03,448.536
2004-02-04,447.251
2004-02-05,446.309
2004-02-06,457.088
2004-02-09,471.075
2004-02-10,474.264
2004-02-11,476.72
2004-02-12,468.053
2004-02-13,473.277
2004-02-16,469.993
2004-02-17,476.921
2004-02-18,477.984
2004-02-19,476.698
2004-02-20,475.137
2004-02-23,471.663
2004-02-24,472.738
2004-02-25,469.372
2004-02-26,471.038
2004-02-27,475.778
2004-03-01,477.527
2004-03-02,475.521
2004-03-03,469.177
2004-03-04,474.559
2004-03-05,475.242
2004-03-08,475.239
2004-03-09,478.66
2004-03-10,472.261
2004-03-11,467.155
2004-03-12,459.807
2004-03-15,460.031
2004-03-16,456.113
2004-03-17,459.005
2004-03-18,463.97
2004-03-19,462.807
2004-03-22,459.203
2004-03-23,460.006
2004-03-24,461.335
2004-03-25,461.13
2004-03-26,460.631
2004-03-29,461.061
2004-03-30,466.025
2004-03-31,471.234
2004-04-01,476.105
2004-04-02,478.349
2004-04-05,479.121
2004-04-06,475.106
2004-04-07,474.829
2004-04-08,477.704
2004-04-09,477.704
2004-04-12,480.286
2004-04-13,475.82
2004-04-14,466.341
2004-04-15,462.139
2004-04-16,466.19
2004-04-19,462.039
2004-04-20,465.385
2004-04-21,464.873
2004-04-22,470.119
2004-04-23,471.655
2004-04-26,468.648
2004-04-27,468.582
2004-04-28,469.194
2004-04-29,455.778
2004-04-30,464.635
2004-05-03,465.058
2004-05-04,472.687
2004-05-05,482.871
2004-05-06,476.168
2004-05-07,466.168
2004-05-10,453.604
2004-05-11,457.891
2004-05-12,457.705
2004-05-13,447.535
2004-05-14,433.545
2004-05-17,420.072
2004-05-18,424.93
2004-05-19,442.781
2004-05-20,436.037
2004-05-21,443.874
2004-05-24,447.126
2004-05-25,442.249
2004-05-26,442.739
2004-05-27,445.91
2004-05-28,445.745
2004-05-31,448.688
2004-06-01,449.888
2004-06-02,448.846
2004-06-03,442.805
2004-06-04,444.443
2004-06-07,452.475
2004-06-08,453.464
2004-06-09,449.373
2004-06-10,454.438
2004-06-11,451.276
2004-06-14,446.448
2004-06-15,449.062
2004-06-16,452.604
2004-06-17,447.983
2004-06-18,444.597
2004-06-21,439.925
2004-06-22,440.386
2004-06-23,441.566
2004-06-24,446.628
2004-06-25,449.258
2004-06-28,451.56
2004-06-29,454.848
2004-06-30,456.773
2004-07-01,460.062
2004-07-02,456.832
2004-07-05,460.433
2004-07-06,463.601
2004-07-07,464.791
2004-07-08,460.633
2004-07-09,461.183
2004-07-12,465.487
2004-07-13,465.985
2004-07-14,467.89
2004-07-15,465.205
2004-07-16,468.454
2004-07-19,474.006
2004-07-20,466.951
2004-07-21,465.007
2004-07-22,463.898
2004-07-23,458.141
2004-07-26,460.68
2004-07-27,460.572
2004-07-28,462.113
2004-07-29,469.693
2004-07-30,467.355
2004-08-02,465.723
2004-08-03,469.128
2004-08-04,463.339
2004-08-05,471.322
2004-08-06,469.004
2004-08-09,469.155
2004-08-10,461.915
2004-08-11,459.751
2004-08-12,461.4
2004-08-13,458.521
2004-08-16,460.526
2004-08-17,463.077
2004-08-18,467.924
2004-08-19,470.843
2004-08-20,467.247
2004-08-23,466.156
2004-08-24,468.8
2004-08-25,473.34
2004-08-26,473.944
2004-08-27,474.2
2004-08-30,471.71
2004-08-31,475.067
2004-09-01,480.084
2004-09-02,485.536
2004-09-03,479.985
2004-09-06,477.061
2004-09-07,487.981
2004-09-08,488.225
2004-09-09,486.843
2004-09-10,490.542
2004-09-13,495.062
2004-09-14,499.342
2004-09-15,503.377
2004-09-16,501.925
2004-09-17,501.236
2004-09-20,494.373
2004-09-21,496.921
2004-09-22,496.229
2004-09-23,495.83
2004-09-24,493.654
2004-09-27,494.668
2004-09-28,488.736
2004-09-29,490.398
2004-09-30,495.53
2004-10-01,491.381
2004-10-04,495.192
2004-10-05,496.175
2004-10-06,498.051
2004-10-07,493.851
2004-10-08,496.45
2004-10-11,493.622
2004-10-12,484.706
2004-10-13,484.467
2004-10-14,480.834
2004-10-15,482.979
2004-10-18,481.433
2004-10-19,486.168
2004-10-20,483.369
2004-10-21,487.368
2004-10-22,483.828
2004-10-25,483.36
2004-10-26,486.415
2004-10-27,486.474
2004-10-28,493.657
2004-10-29,493.338
2004-11-01,495.964
2004-11-02,497.327
2004-11-03,504.752
2004-11-04,504.323
2004-11-05,508.243
2004-11-08,506.03
2004-11-09,505.573
2004-11-10,507.009
2004-11-11,507.651
2004-11-12,503.15
2004-11-15,503.074
2004-11-16,502.376
2004-11-17,503.959
2004-11-18,499.76
2004-11-19,503.997
2004-11-22,501.239
2004-11-23,500.343
2004-11-24,501.54
2004-11-25,504.106
2004-11-26,502.101
2004-11-29,507.913
2004-11-30,503.099
2004-12-01,506.596
2004-12-02,511.457
2004-12-03,512.56
2004-12-06,505.479
2004-12-07,503.823
2004-12-08,500.348
2004-12-09,491.546
2004-12-10,494.006
2004-12-13,497.603
2004-12-14,502.296
2004-12-15,508.208
2004-12-16,507.068
2004-12-17,511.113
2004-12-20,511.415
2004-12-21,512.511
2004-12-22,513.907
2004-12-23,513.627
2004-12-24,513.031
2004-12-27,508.691
2004-12-28,512.281
2004-12-29,512.097
2004-12-30,512.451
2004-12-31,514.118
2005-01-03,511.119
2005-01-04,509.375
2005-01-05,509.51
2005-01-06,510.806
2005-01-07,510.926
2005-01-10,515.096
2005-01-11,515.925
2005-01-12,515.315
2005-01-13,517.455
2005-01-14,508.323
2005-01-17,512.915
2005-01-18,511.762
2005-01-19,517.341
2005-01-20,511.795
2005-01-21,511.983
2005-01-24,510.757
2005-01-25,510.059
2005-01-26,516.631
2005-01-27,511.683
2005-01-28,515.013
2005-01-31,514.917
2005-02-01,507.352
2005-02-02,513.208
2005-02-03,513.801
2005-02-04,517.616
2005-02-07,515.526
2005-02-08,521.001
2005-02-09,520.827
2005-02-10,520.449
2005-02-11,525.402
2005-02-14,533.645
2005-02-15,530.544
2005-02-16,523.894
2005-02-17,530.111
2005-02-18,527.752
2005-02-21,524.236
2005-02-22,521.09
2005-02-23,518.025
2005-02-24,518.209
2005-02-25,508.235
2005-02-28,507.586
2005-03-01,509.167
2005-03-02,514.493
2005-03-03,515.252
2005-03-04,514.868
2005-03-07,517.048
2005-03-08,520.535
2005-03-09,525.886
2005-03-10,521.631
2005-03-11,520.822
2005-03-14,516.2
2005-03-15,518.131
2005-03-16,516.617
2005-03-17,514.379
2005-03-18,514.255
2005-03-21,514.817
2005-03-22,519.996
2005-03-23,512.578
2005-03-24,511.693
2005-03-25,511.693
2005-03-28,507.641
2005-03-29,506.536
2005-03-30,506.389
2005-03-31,512.023
2005-04-01,509.413
2005-04-04,509.48
2005-04-05,510.104
2005-04-06,511.567
2005-04-07,514.938
2005-04-08,514.32
2005-04-11,516.04
2005-04-12,515.998
2005-04-13,516.478
2005-04-14,510.159
2005-04-15,509.48
2005-04-18,499.996
2005-04-19,506.17
2005-04-20,506.526
2005-04-21,508.203
2005-04-22,506.119
2005-04-25,507.346
2005-04-26,509.089
2005-04-27,505.754
2005-04-28,504.191
2005-04-29,503.269
2005-05-02,502.194
2005-05-03,505.063
2005-05-04,507.065
2005-05-05,511.863
2005-05-06,511.817
2005-05-09,515.548
2005-05-10,512.416
2005-05-11,516.324
2005-05-12,512.424
2005-05-13,512.963
2005-05-16,513.029
2005-05-17,512.145
2005-05-18,514.263
2005-05-19,515.048
2005-05-20,515.876
2005-05-23,516.824
2005-05-24,514.802
2005-05-25,510.505
2005-05-26,505.661
2005-05-27,504.663
2005-05-30,510.812
2005-05-31,503.375
2005-06-01,504.074
2005-06-02,509.008
2005-06-03,511.154
2005-06-06,512.328
2005-06-07,513.181
2005-06-08,511.036
2005-06-09,508.288
2005-06-10,512.751
2005-06-13,509.928
2005-06-14,509.07
2005-06-15,514.04
2005-06-16,508.422
2005-06-17,515.147
2005-06-20,507.278
2005-06-21,506.89
2005-06-22,505.915
2005-06-23,511.143
2005-06-24,507.815
2005-06-27,503.723
2005-06-28,498.629
2005-06-29,497.505
2005-06-30,500.799
2005-07-01,498.335
2005-07-04,501.375
2005-07-05,498.808
2005-07-06,500.014
2005-07-07,491.898
2005-07-08,492.897
2005-07-11,500.148
2005-07-12,503.566
2005-07-13,502.417
2005-07-14,509.475
2005-07-15,515.102
2005-07-18,513.919
2005-07-19,531.184
2005-07-20,536.472
2005-07-21,544.028
2005-07-22,547.671
2005-07-25,538.946
2005-07-26,540.15
2005-07-27,542.762
2005-07-28,546.499
2005-07-29,556.224
2005-08-01,559.297
2005-08-02,563.082
2005-08-03,559.587
2005-08-04,557.25
2005-08-05,556.682
2005-08-08,557.354
2005-08-09,556.697
2005-08-10,554.51
2005-08-11,547.792
2005-08-12,545.868
2005-08-15,538.054
2005-08-16,546.174
2005-08-17,537.072
2005-08-18,536.663
2005-08-19,534.601
2005-08-22,539.332
2005-08-23,537.262
2005-08-24,534.231
2005-08-25,534.051
2005-08-26,537.949
2005-08-29,532.127
2005-08-30,530.864
2005-08-31,533.666
2005-09-01,538.624
2005-09-02,540.932
2005-09-05,543.156
2005-09-06,538.885
2005-09-07,540.737
2005-09-08,543.441
2005-09-09,544.58
2005-09-12,548.838
2005-09-13,540.555
2005-09-14,542.866
2005-09-15,543.713
2005-09-16,538.304
2005-09-19,539.44
2005-09-20,541.772
2005-09-21,539.166
2005-09-22,534.647
2005-09-23,534.067
2005-09-26,537.181
2005-09-27,533.297
2005-09-28,532.121
2005-09-29,531.872
2005-09-30,532.221
2005-10-03,528.992
2005-10-04,532.689
2005-10-05,535.868
2005-10-06,531.397
2005-10-07,533.186
2005-10-10,543.834
2005-10-11,551.792
2005-10-12,544.468
2005-10-13,546.781
2005-10-14,543.913
2005-10-17,539.098
2005-10-18,536.902
2005-10-19,520.956
2005-10-20,524.36
2005-10-21,527.319
2005-10-24,521.202
2005-10-25,524.083
2005-10-26,522.485
2005-10-27,516.605
2005-10-28,514.324
2005-10-31,518.631
2005-11-01,518.6
2005-11-02,529.632
2005-11-03,528.96
2005-11-04,527.425
2005-11-07,524.006
2005-11-08,529.557
2005-11-09,532.456
