Date,SINGAPORE LARGE VALUE Large Cap
2010-09-14,1026.49
2010-09-15,1029.157
2010-09-16,1028.972
2010-09-17,1027.825
2010-09-20,1025.129
2010-09-21,1028.9
2010-09-22,1034.919
2010-09-23,1034.559
2010-09-24,1046.982
2010-09-27,1053.02
2010-09-28,1052.504
2010-09-29,1062.332
2010-09-30,1054.0
2010-10-01,1067.464
2010-10-04,1072.926
2010-10-05,1077.875
2010-10-06,1081.555
2010-10-07,1072.173
2010-10-08,1072.873
2010-10-11,1072.305
2010-10-12,1066.302
2010-10-13,1088.466
2010-10-14,1087.178
2010-10-15,1094.421
2010-10-18,1086.211
2010-10-19,1079.101
2010-10-20,1073.811
2010-10-21,1075.271
2010-10-22,1073.617
2010-10-25,1088.836
2010-10-26,1077.246
2010-10-27,1055.161
2010-10-28,1064.311
2010-10-29,1066.331
2010-11-01,1081.0
2010-11-02,1086.172
2010-11-03,1087.03
2010-11-04,1103.983
2010-11-05,1100.722
2010-11-08,1118.058
2010-11-09,1125.909
2010-11-10,1112.746
2010-11-11,1128.221
2010-11-12,1107.699
2010-11-15,1094.494
2010-11-16,1085.027
2010-11-17,1085.777
2010-11-18,1091.076
2010-11-19,1082.812
2010-11-22,1080.038
2010-11-23,1052.529
2010-11-24,1056.438
2010-11-25,1064.761
2010-11-26,1055.943
2010-11-29,1054.855
2010-11-30,1064.56
2010-12-01,1078.157
2010-12-02,1081.876
2010-12-03,1074.691
2010-12-06,1072.97
2010-12-07,1076.166
2010-12-08,1066.348
2010-12-09,1072.806
2010-12-10,1072.03
2010-12-13,1071.525
2010-12-14,1073.669
2010-12-15,1053.749
2010-12-16,1055.075
2010-12-17,1068.098
2010-12-20,1060.43
2010-12-21,1065.772
2010-12-22,1069.051
2010-12-23,1066.437
2010-12-24,1073.849
2010-12-27,1077.053
2010-12-28,1087.401
2010-12-29,1097.122
2010-12-30,1102.779
2010-12-31,1097.847
2011-01-03,1109.404
2011-01-04,1106.35
2011-01-05,1111.129
2011-01-06,1125.188
2011-01-07,1126.5
2011-01-10,1111.223
2011-01-11,1117.521
2011-01-12,1123.721
2011-01-13,1130.98
2011-01-14,1121.385
2011-01-17,1119.507
2011-01-18,1127.452
2011-01-19,1129.57
2011-01-20,1111.846
2011-01-21,1116.411
2011-01-24,1117.63
2011-01-25,1118.877
2011-01-26,1139.22
2011-01-27,1136.239
2011-01-28,1139.695
2011-01-31,1128.062
2011-02-01,1130.877
2011-02-02,1139.638
2011-02-03,1136.467
2011-02-04,1137.091
2011-02-07,1135.607
2011-02-08,1135.126
2011-02-09,1118.473
2011-02-10,1098.868
2011-02-11,1088.358
2011-02-14,1096.809
2011-02-15,1095.162
2011-02-16,1091.813
2011-02-17,1086.036
2011-02-18,1087.019
2011-02-21,1075.323
2011-02-22,1060.512
2011-02-23,1060.343
2011-02-24,1049.172
2011-02-25,1070.946
2011-02-28,1063.82
2011-03-01,1080.87
2011-03-02,1065.486
2011-03-03,1065.482
2011-03-04,1073.65
2011-03-07,1080.126
2011-03-08,1096.507
2011-03-09,1094.204
2011-03-10,1085.733
2011-03-11,1079.447
2011-03-14,1079.034
2011-03-15,1043.306
2011-03-16,1045.578
2011-03-17,1037.197
2011-03-18,1039.608
2011-03-21,1064.223
2011-03-22,1073.176
2011-03-23,1072.502
2011-03-24,1079.725
2011-03-25,1084.36
2011-03-28,1083.521
2011-03-29,1085.427
2011-03-30,1097.939
2011-03-31,1107.274
2011-04-01,1111.65
2011-04-04,1117.487
2011-04-05,1114.504
2011-04-06,1122.609
2011-04-07,1128.451
2011-04-08,1134.647
2011-04-11,1125.567
2011-04-12,1115.342
2011-04-13,1131.367
2011-04-14,1137.709
2011-04-15,1139.292
2011-04-18,1127.46
2011-04-19,1125.672
2011-04-20,1145.044
2011-04-21,1162.514
2011-04-22,1162.514
2011-04-25,1161.282
2011-04-26,1161.385
2011-04-27,1162.52
2011-04-28,1168.409
2011-04-29,1170.684
2011-05-02,1170.78
2011-05-03,1159.027
2011-05-04,1144.198
2011-05-05,1137.058
2011-05-06,1133.286
2011-05-09,1142.069
2011-05-10,1155.887
2011-05-11,1165.304
2011-05-12,1140.4
2011-05-13,1156.251
2011-05-16,1143.312
2011-05-17,1141.801
2011-05-18,1159.669
2011-05-19,1170.283
2011-05-20,1166.409
2011-05-23,1132.548
2011-05-24,1139.95
2011-05-25,1138.647
2011-05-26,1143.409
2011-05-27,1159.141
2011-05-30,1159.038
2011-05-31,1168.593
2011-06-01,1176.727
2011-06-02,1170.007
2011-06-03,1168.658
2011-06-06,1157.532
2011-06-07,1160.783
2011-06-08,1152.084
2011-06-09,1151.334
2011-06-10,1139.978
2011-06-13,1128.914
2011-06-14,1135.933
2011-06-15,1127.583
2011-06-16,1106.004
2011-06-17,1107.507
2011-06-20,1112.552
2011-06-21,1132.232
2011-06-22,1131.089
2011-06-23,1127.959
2011-06-24,1135.358
2011-06-27,1120.569
2011-06-28,1123.82
2011-06-29,1140.601
2011-06-30,1163.124
2011-07-01,1171.353
2011-07-04,1180.188
2011-07-05,1173.435
2011-07-06,1159.484
2011-07-07,1172.608
2011-07-08,1184.225
2011-07-11,1169.043
2011-07-12,1157.871
2011-07-13,1176.009
2011-07-14,1176.292
2011-07-15,1180.142
2011-07-18,1176.846
2011-07-19,1187.638
2011-07-20,1201.303
2011-07-21,1211.699
2011-07-22,1224.049
2011-07-25,1221.483
2011-07-26,1234.032
2011-07-27,1240.876
2011-07-28,1235.808
2011-07-29,1240.812
2011-08-01,1254.367
2011-08-02,1239.529
2011-08-03,1212.427
2011-08-04,1194.881
2011-08-05,1154.038
2011-08-08,1116.977
2011-08-09,1118.584
2011-08-10,1102.086
2011-08-11,1111.511
2011-08-12,1127.482
2011-08-15,1148.288
2011-08-16,1137.135
2011-08-17,1136.682
2011-08-18,1115.928
2011-08-19,1098.186
2011-08-22,1092.051
2011-08-23,1111.14
2011-08-24,1086.053
2011-08-25,1091.9
2011-08-26,1094.874
2011-08-29,1108.504
2011-08-30,1106.941
2011-08-31,1132.47
2011-09-01,1126.729
2011-09-02,1121.636
2011-09-05,1093.945
2011-09-06,1091.093
2011-09-07,1119.108
2011-09-08,1120.619
2011-09-09,1086.872
2011-09-12,1048.045
2011-09-13,1039.051
2011-09-14,1034.942
2011-09-15,1057.831
2011-09-16,1065.925
2011-09-19,1031.75
2011-09-20,1041.699
2011-09-21,1031.976
2011-09-22,987.405
2011-09-23,998.15
2011-09-26,981.565
2011-09-27,1026.475
2011-09-28,1007.79
2011-09-29,1009.999
2011-09-30,994.119
2011-10-03,975.084
2011-10-04,938.22
2011-10-05,946.067
2011-10-06,973.364
2011-10-07,984.06
2011-10-10,1004.055
2011-10-11,1017.777
2011-10-12,1041.92
2011-10-13,1020.938
2011-10-14,1034.388
2011-10-17,1036.963
2011-10-18,1014.264
2011-10-19,1020.697
2011-10-20,1003.498
2011-10-21,1009.929
2011-10-24,1032.625
2011-10-25,1037.457
2011-10-26,1028.07
2011-10-27,1075.436
2011-10-28,1095.576
2011-10-31,1063.637
2011-11-01,1012.512
2011-11-02,1038.221
2011-11-03,1028.38
2011-11-04,1040.412
2011-11-07,1036.569
2011-11-08,1034.814
2011-11-09,1023.993
2011-11-10,1007.075
2011-11-11,1014.696
2011-11-14,1032.849
2011-11-15,1020.972
2011-11-16,1018.013
2011-11-17,1009.629
2011-11-18,988.604
2011-11-21,969.439
2011-11-22,970.699
2011-11-23,950.598
2011-11-24,946.345
2011-11-25,931.626
2011-11-28,963.515
2011-11-29,964.189
2011-11-30,979.998
2011-12-01,1004.937
2011-12-02,1010.668
2011-12-05,1011.496
2011-12-06,993.997
2011-12-07,1003.747
2011-12-08,968.002
2011-12-09,958.566
2011-12-12,959.205
2011-12-13,955.847
2011-12-14,947.977
2011-12-15,930.759
2011-12-16,945.802
2011-12-19,922.754
2011-12-20,925.793
2011-12-21,954.704
2011-12-22,947.279
2011-12-23,950.824
2011-12-26,950.824
2011-12-27,950.573
2011-12-28,943.737
2011-12-29,945.309
2011-12-30,936.855
2012-01-02,936.855
2012-01-03,962.225
2012-01-04,967.704
2012-01-05,960.297
2012-01-06,957.479
2012-01-09,946.306
2012-01-10,965.274
2012-01-11,975.035
2012-01-12,984.425
2012-01-13,1009.31
2012-01-16,994.604
2012-01-17,1024.668
2012-01-18,1018.625
2012-01-19,1032.355
2012-01-20,1041.348
2012-01-23,1047.309
2012-01-24,1044.299
2012-01-25,1063.271
2012-01-26,1078.458
2012-01-27,1090.755
2012-01-30,1078.691
2012-01-31,1090.588
2012-02-01,1095.013
2012-02-02,1093.896
2012-02-03,1101.558
2012-02-06,1097.904
2012-02-07,1108.472
2012-02-08,1115.62
2012-02-09,1116.638
2012-02-10,1099.498
2012-02-13,1111.08
2012-02-14,1102.254
2012-02-15,1113.715
2012-02-16,1101.016
2012-02-17,1117.798
2012-02-20,1140.043
2012-02-21,1144.08
2012-02-22,1145.16
2012-02-23,1143.179
2012-02-24,1144.034
2012-02-27,1132.425
2012-02-28,1145.514
2012-02-29,1155.205
2012-03-01,1149.381
2012-03-02,1152.944
2012-03-05,1142.7
2012-03-06,1112.642
2012-03-07,1104.273
2012-03-08,1140.687
2012-03-09,1132.167
2012-03-12,1125.049
2012-03-13,1140.074
2012-03-14,1146.865
2012-03-15,1150.059
2012-03-16,1155.189
2012-03-19,1146.902
2012-03-20,1145.386
2012-03-21,1147.134
2012-03-22,1134.873
2012-03-23,1137.002
2012-03-26,1134.054
2012-03-27,1160.157
2012-03-28,1157.157
2012-03-29,1143.821
2012-03-30,1149.392
2012-04-02,1151.234
2012-04-03,1151.475
2012-04-04,1128.02
2012-04-05,1121.392
2012-04-06,1121.392
2012-04-09,1107.939
2012-04-10,1113.969
2012-04-11,1107.516
2012-04-12,1122.524
2012-04-13,1132.188
2012-04-16,1126.367
2012-04-17,1128.26
2012-04-18,1132.754
2012-04-19,1137.756
2012-04-20,1138.827
2012-04-23,1125.137
2012-04-24,1135.157
2012-04-25,1145.294
2012-04-26,1148.9
2012-04-27,1165.285
2012-04-30,1170.869
2012-05-01,1172.338
2012-05-02,1177.988
2012-05-03,1173.943
2012-05-04,1165.566
2012-05-07,1142.584
2012-05-08,1147.334
2012-05-09,1136.685
2012-05-10,1151.56
2012-05-11,1147.307
2012-05-14,1126.081
2012-05-15,1132.658
2012-05-16,1107.83
2012-05-17,1105.642
2012-05-18,1077.103
2012-05-21,1077.141
2012-05-22,1090.441
2012-05-23,1062.326
2012-05-24,1071.507
2012-05-25,1067.673
2012-05-28,1073.234
2012-05-29,1078.581
2012-05-30,1064.746
2012-05-31,1068.761
2012-06-01,1049.025
2012-06-04,1039.072
2012-06-05,1044.679
2012-06-06,1065.148
2012-06-07,1073.031
2012-06-08,1056.63
2012-06-11,1077.317
2012-06-12,1084.056
2012-06-13,1086.855
2012-06-14,1078.162
2012-06-15,1107.486
2012-06-18,1110.149
2012-06-19,1122.722
2012-06-20,1126.5
2012-06-21,1112.545
2012-06-22,1108.114
2012-06-25,1101.53
2012-06-26,1098.052
2012-06-27,1117.739
2012-06-28,1114.406
2012-06-29,1138.259
2012-07-02,1144.754
2012-07-03,1169.395
2012-07-04,1164.341
2012-07-05,1173.285
2012-07-06,1171.831
2012-07-09,1153.278
2012-07-10,1171.44
2012-07-11,1185.404
2012-07-12,1169.542
2012-07-13,1183.222
2012-07-16,1189.911
2012-07-17,1193.61
2012-07-18,1200.438
2012-07-19,1216.208
2012-07-20,1211.557
2012-07-23,1190.058
2012-07-24,1198.572
2012-07-25,1198.834
2012-07-26,1219.383
2012-07-27,1218.739
2012-07-30,1233.785
2012-07-31,1237.538
2012-08-01,1241.344
2012-08-02,1230.565
2012-08-03,1242.135
2012-08-06,1250.65
2012-08-07,1245.421
2012-08-08,1243.029
2012-08-09,1242.887
2012-08-10,1233.695
2012-08-13,1239.239
2012-08-14,1246.939
2012-08-15,1240.964
2012-08-16,1240.532
2012-08-17,1233.584
2012-08-20,1234.425
2012-08-21,1239.799
2012-08-22,1232.905
2012-08-23,1237.588
2012-08-24,1227.106
2012-08-27,1226.06
2012-08-28,1222.805
2012-08-29,1225.292
2012-08-30,1211.108
2012-08-31,1218.154
2012-09-03,1216.195
2012-09-04,1211.259
2012-09-05,1203.931
2012-09-06,1209.174
2012-09-07,1225.901
2012-09-10,1232.952
2012-09-11,1239.813
2012-09-12,1248.343
2012-09-13,1246.521
2012-09-14,1270.388
2012-09-17,1270.1
2012-09-18,1259.184
2012-09-19,1262.236
2012-09-20,1256.872
2012-09-21,1265.805
2012-09-24,1251.917
2012-09-25,1260.077
2012-09-26,1239.923
2012-09-27,1251.822
2012-09-28,1252.008
2012-10-01,1251.33
2012-10-02,1252.615
2012-10-03,1246.553
2012-10-04,1261.467
2012-10-05,1270.2
2012-10-08,1248.798
2012-10-09,1245.641
2012-10-10,1234.668
2012-10-11,1235.035
2012-10-12,1240.664
2012-10-15,1240.357
2012-10-16,1242.562
2012-10-17,1252.112
2012-10-18,1256.043
2012-10-19,1244.294
2012-10-22,1241.438
2012-10-23,1234.209
2012-10-24,1231.286
2012-10-25,1237.776
2012-10-26,1237.057
2012-10-29,1222.822
2012-10-30,1230.14
2012-10-31,1225.856
2012-11-01,1219.215
2012-11-02,1224.516
2012-11-05,1221.31
2012-11-06,1222.763
2012-11-07,1238.464
2012-11-08,1225.206
2012-11-09,1225.455
2012-11-12,1226.393
2012-11-13,1227.199
2012-11-14,1217.031
2012-11-15,1197.925
2012-11-16,1189.861
2012-11-19,1195.419
2012-11-20,1199.657
2012-11-21,1195.351
2012-11-22,1208.6
2012-11-23,1213.411
2012-11-26,1217.686
2012-11-27,1228.982
2012-11-28,1238.527
2012-11-29,1248.723
2012-11-30,1258.917
2012-12-03,1257.331
2012-12-04,1264.831
2012-12-05,1271.436
2012-12-06,1271.578
2012-12-07,1290.611
2012-12-10,1288.524
2012-12-11,1290.5
2012-12-12,1299.513
2012-12-13,1299.804
2012-12-14,1305.225
2012-12-17,1300.659
2012-12-18,1301.817
2012-12-19,1297.783
2012-12-20,1306.031
2012-12-21,1300.931
2012-12-24,1302.531
2012-12-25,1302.531
2012-12-26,1302.807
2012-12-27,1300.569
2012-12-28,1306.284
2012-12-31,1297.474
2013-01-01,1297.474
2013-01-02,1306.6
2013-01-03,1313.682
2013-01-04,1305.265
2013-01-07,1295.099
2013-01-08,1284.369
2013-01-09,1294.96
2013-01-10,1310.903
2013-01-11,1305.717
2013-01-14,1290.113
2013-01-15,1286.853
2013-01-16,1300.037
2013-01-17,1298.022
2013-01-18,1297.996
2013-01-21,1298.755
2013-01-22,1295.519
2013-01-23,1296.292
2013-01-24,1306.23
2013-01-25,1299.336
2013-01-28,1297.018
2013-01-29,1302.388
2013-01-30,1311.131
2013-01-31,1309.338
2013-02-01,1312.28
2013-02-04,1318.463
2013-02-05,1314.047
2013-02-06,1313.241
2013-02-07,1311.925
2013-02-08,1319.765
2013-02-11,1316.198
2013-02-12,1317.15
2013-02-13,1330.732
2013-02-14,1319.962
2013-02-15,1315.535
2013-02-18,1318.581
2013-02-19,1329.216
2013-02-20,1339.505
2013-02-21,1324.355
2013-02-22,1326.54
2013-02-25,1323.167
2013-02-26,1310.643
2013-02-27,1310.387
2013-02-28,1309.986
2013-03-01,1306.848
2013-03-04,1291.861
2013-03-05,1300.687
2013-03-06,1311.006
2013-03-07,1316.55
2013-03-08,1306.523
2013-03-11,1308.926
2013-03-12,1324.893
2013-03-13,1319.706
2013-03-14,1325.305
2013-03-15,1325.552
2013-03-18,1312.413
2013-03-19,1314.349
2013-03-20,1302.731
2013-03-21,1324.104
2013-03-22,1315.633
2013-03-25,1330.902
2013-03-26,1340.949
2013-03-27,1351.117
2013-03-28,1353.968
2013-03-29,1353.968
2013-04-01,1345.444
2013-04-02,1353.643
2013-04-03,1358.716
2013-04-04,1355.778
2013-04-05,1350.742
2013-04-08,1340.31
2013-04-09,1351.909
2013-04-10,1349.856
2013-04-11,1353.918
2013-04-12,1345.669
2013-04-15,1340.163
2013-04-16,1346.863
2013-04-17,1349.46
2013-04-18,1365.526
2013-04-19,1363.396
2013-04-22,1356.951
2013-04-23,1345.713
2013-04-24,1369.545
2013-04-25,1389.427
2013-04-26,1396.483
2013-04-29,1418.531
2013-04-30,1438.805
2013-05-01,1437.033
2013-05-02,1458.933
2013-05-03,1442.423
2013-05-06,1454.899
2013-05-07,1448.795
2013-05-08,1470.488
2013-05-09,1482.009
2013-05-10,1476.311
2013-05-13,1470.286
2013-05-14,1475.041
2013-05-15,1468.867
2013-05-16,1463.251
2013-05-17,1460.155
2013-05-20,1469.926
2013-05-21,1446.476
2013-05-22,1448.13
2013-05-23,1425.155
2013-05-24,1426.011
2013-05-27,1430.976
2013-05-28,1419.244
2013-05-29,1402.622
2013-05-30,1392.983
2013-05-31,1385.728
2013-06-03,1387.108
2013-06-04,1389.815
2013-06-05,1371.819
2013-06-06,1350.055
2013-06-07,1351.141
2013-06-10,1336.13
2013-06-11,1344.239
2013-06-12,1334.985
2013-06-13,1328.909
2013-06-14,1341.174
2013-06-17,1339.947
2013-06-18,1353.042
2013-06-19,1350.085
2013-06-20,1288.139
2013-06-21,1285.745
2013-06-24,1260.52
2013-06-25,1290.115
2013-06-26,1291.259
2013-06-27,1306.605
2013-06-28,1314.316
2013-07-01,1304.644
2013-07-02,1318.155
2013-07-03,1294.137
2013-07-04,1303.259
2013-07-05,1305.112
2013-07-08,1297.206
2013-07-09,1308.481
2013-07-10,1330.713
2013-07-11,1379.929
2013-07-12,1365.868
2013-07-15,1366.423
2013-07-16,1370.241
2013-07-17,1359.985
2013-07-18,1362.163
2013-07-19,1362.517
2013-07-22,1384.45
2013-07-23,1389.281
2013-07-24,1396.822
2013-07-25,1383.778
2013-07-26,1391.722
2013-07-29,1391.789
2013-07-30,1390.314
2013-07-31,1376.632
2013-08-01,1396.274
2013-08-02,1412.42
2013-08-05,1411.02
2013-08-06,1398.754
2013-08-07,1404.224
2013-08-08,1412.431
2013-08-09,1414.512
2013-08-12,1409.267
2013-08-13,1407.181
2013-08-14,1406.674
2013-08-15,1391.859
2013-08-16,1386.053
2013-08-19,1374.565
2013-08-20,1353.287
2013-08-21,1336.039
2013-08-22,1318.437
2013-08-23,1323.031
2013-08-26,1322.448
2013-08-27,1300.123
2013-08-28,1298.103
2013-08-29,1310.168
2013-08-30,1301.897
2013-09-02,1319.132
2013-09-03,1310.549
2013-09-04,1296.454
2013-09-05,1303.822
2013-09-06,1312.414
2013-09-09,1338.05
2013-09-10,1345.128
2013-09-11,1345.654
2013-09-12,1353.77
2013-09-13,1351.318
2013-09-16,1382.892
2013-09-17,1387.71
2013-09-18,1391.467
2013-09-19,1422.965
2013-09-20,1417.404
2013-09-23,1409.582
2013-09-24,1405.51
2013-09-25,1407.92
2013-09-26,1400.198
2013-09-27,1405.213
2013-09-30,1386.279
2013-10-01,1397.412
2013-10-02,1388.737
2013-10-03,1389.101
2013-10-04,1394.606
2013-10-07,1389.147
2013-10-08,1393.335
2013-10-09,1392.296
2013-10-10,1396.638
2013-10-11,1398.988
2013-10-14,1398.282
2013-10-15,1399.93
2013-10-16,1399.957
2013-10-17,1407.455
2013-10-18,1411.161
2013-10-21,1407.301
2013-10-22,1427.282
2013-10-23,1421.882
2013-10-24,1431.923
2013-10-25,1422.675
2013-10-28,1421.093
2013-10-29,1425.67
2013-10-30,1443.682
2013-10-31,1425.333
2013-11-01,1415.563
2013-11-04,1419.219
2013-11-05,1422.635
2013-11-06,1430.437
2013-11-07,1429.677
2013-11-08,1421.052
2013-11-11,1425.682
2013-11-12,1422.463
2013-11-13,1417.94
2013-11-14,1429.312
2013-11-15,1429.827
2013-11-18,1428.359
2013-11-19,1423.441
2013-11-20,1423.281
2013-11-21,1414.262
2013-11-22,1415.66
2013-11-25,1415.146
2013-11-26,1414.304
2013-11-27,1415.514
2013-11-28,1421.334
2013-11-29,1419.5
2013-12-02,1415.541
2013-12-03,1414.298
2013-12-04,1401.91
2013-12-05,1388.331
2013-12-06,1385.795
2013-12-09,1388.502
2013-12-10,1375.367
2013-12-11,1360.293
2013-12-12,1362.23
2013-12-13,1357.647
2013-12-16,1353.003
2013-12-17,1356.212
2013-12-18,1347.247
2013-12-19,1347.365
2013-12-20,1365.535
2013-12-23,1375.165
2013-12-24,1378.505
2013-12-25,1378.505
2013-12-26,1381.292
2013-12-27,1394.014
2013-12-30,1391.236
2013-12-31,1404.849
2014-01-01,1404.849
2014-01-02,1400.009
2014-01-03,1384.274
2014-01-06,1377.68
2014-01-07,1372.988
2014-01-08,1390.125
2014-01-09,1385.101
2014-01-10,1389.23
2014-01-13,1385.143
2014-01-14,1374.892
2014-01-15,1371.748
2014-01-16,1374.208
2014-01-17,1373.405
2014-01-20,1366.603
2014-01-21,1364.845
2014-01-22,1361.132
2014-01-23,1345.556
2014-01-24,1333.413
2014-01-27,1328.104
2014-01-28,1338.097
2014-01-29,1328.724
2014-01-30,1321.787
2014-01-31,1318.46
2014-02-03,1314.117
2014-02-04,1304.554
2014-02-05,1302.008
2014-02-06,1314.826
2014-02-07,1321.817
2014-02-10,1319.703
2014-02-11,1327.807
2014-02-12,1329.676
2014-02-13,1334.345
2014-02-14,1340.842
2014-02-17,1353.696
2014-02-18,1350.889
2014-02-19,1354.164
2014-02-20,1350.781
2014-02-21,1354.631
2014-02-24,1357.953
2014-02-25,1360.901
2014-02-26,1348.539
2014-02-27,1347.805
2014-02-28,1346.257
2014-03-03,1333.29
2014-03-04,1338.693
2014-03-05,1331.666
2014-03-06,1349.712
2014-03-07,1343.286
2014-03-10,1336.428
2014-03-11,1339.365
2014-03-12,1321.727
2014-03-13,1315.965
2014-03-14,1310.26
2014-03-17,1321.83
2014-03-18,1319.955
2014-03-19,1313.125
2014-03-20,1294.683
2014-03-21,1314.497
2014-03-24,1331.729
2014-03-25,1333.762
2014-03-26,1349.83
2014-03-27,1356.3
2014-03-28,1363.118
2014-03-31,1371.354
2014-04-01,1375.021
2014-04-02,1374.09
2014-04-03,1380.446
2014-04-04,1384.896
2014-04-07,1377.465
2014-04-08,1390.238
2014-04-09,1397.384
2014-04-10,1406.581
2014-04-11,1400.987
2014-04-14,1403.61
2014-04-15,1409.874
2014-04-16,1417.826
2014-04-17,1414.251
2014-04-18,1414.251
2014-04-21,1409.614
2014-04-22,1414.8
2014-04-23,1403.846
2014-04-24,1413.243
2014-04-25,1408.565
2014-04-28,1402.791
2014-04-29,1405.749
2014-04-30,1419.999
2014-05-01,1423.117
2014-05-02,1425.401
2014-05-05,1426.492
2014-05-06,1430.41
2014-05-07,1426.615
2014-05-08,1438.257
2014-05-09,1442.924
2014-05-12,1426.87
2014-05-13,1425.844
2014-05-14,1443.178
2014-05-15,1447.778
2014-05-16,1444.779
2014-05-19,1446.403
2014-05-20,1446.029
2014-05-21,1450.097
2014-05-22,1449.363
2014-05-23,1449.736
2014-05-26,1453.094
2014-05-27,1442.419
2014-05-28,1438.288
2014-05-29,1455.41
2014-05-30,1453.768
2014-06-02,1451.368
2014-06-03,1448.038
2014-06-04,1450.376
2014-06-05,1447.571
2014-06-06,1457.313
2014-06-09,1459.584
2014-06-10,1459.197
2014-06-11,1459.449
2014-06-12,1460.93
2014-06-13,1461.088
2014-06-16,1460.134
2014-06-17,1447.856
2014-06-18,1452.82
2014-06-19,1449.197
2014-06-20,1438.412
2014-06-23,1441.671
2014-06-24,1445.811
2014-06-25,1448.1
2014-06-26,1452.282
2014-06-27,1453.202
2014-06-30,1448.116
2014-07-01,1442.366
2014-07-02,1448.193
2014-07-03,1450.6
2014-07-04,1451.798
2014-07-07,1455.518
2014-07-08,1454.511
2014-07-09,1453.972
2014-07-10,1449.008
2014-07-11,1460.961
2014-07-14,1465.62
2014-07-15,1468.201
2014-07-16,1475.135
2014-07-17,1481.673
2014-07-18,1481.589
2014-07-21,1482.94
2014-07-22,1486.893
2014-07-23,1503.687
2014-07-24,1507.842
2014-07-25,1508.139
2014-07-28,1507.107
2014-07-29,1510.622
2014-07-30,1512.269
2014-07-31,1525.692
2014-08-01,1516.145
2014-08-04,1504.207
2014-08-05,1516.813
2014-08-06,1523.026
2014-08-07,1519.573
2014-08-08,1503.377
2014-08-11,1521.329
2014-08-12,1515.384
2014-08-13,1520.662
2014-08-14,1518.402
2014-08-15,1523.253
2014-08-18,1524.226
2014-08-19,1526.917
2014-08-20,1524.491
2014-08-21,1530.669
2014-08-22,1527.219
2014-08-25,1532.929
2014-08-26,1531.774
2014-08-27,1539.729
2014-08-28,1532.497
2014-08-29,1533.146
2014-09-01,1521.566
2014-09-02,1521.31
2014-09-03,1528.49
2014-09-04,1518.178
2014-09-05,1520.171
2014-09-08,1517.758
2014-09-09,1510.514
2014-09-10,1507.435
2014-09-11,1508.331
2014-09-12,1510.815
2014-09-15,1494.343
2014-09-16,1477.912
2014-09-17,1487.662
2014-09-18,1481.138
2014-09-19,1489.058
2014-09-22,1477.641
2014-09-23,1485.067
2014-09-24,1488.905
2014-09-25,1479.483
2014-09-26,1481.6
2014-09-29,1481.7
2014-09-30,1476.294
2014-10-01,1472.46
2014-10-02,1468.143
2014-10-03,1462.742
2014-10-06,1467.377
2014-10-07,1461.871
2014-10-08,1456.298
2014-10-09,1479.691
2014-10-10,1456.379
2014-10-13,1447.124
2014-10-14,1439.209
2014-10-15,1441.492
2014-10-16,1417.044
2014-10-17,1416.647
2014-10-20,1431.057
2014-10-21,1440.252
2014-10-22,1439.572
2014-10-23,1454.082
2014-10-24,1445.249
2014-10-27,1444.262
2014-10-28,1440.302
2014-10-29,1446.276
2014-10-30,1437.506
2014-10-31,1445.893
2014-11-03,1452.734
2014-11-04,1454.507
2014-11-05,1456.061
2014-11-06,1459.431
2014-11-07,1463.615
2014-11-10,1475.9
2014-11-11,1466.525
2014-11-12,1471.856
2014-11-13,1482.699
2014-11-14,1480.893
2014-11-17,1471.044
2014-11-18,1483.661
2014-11-19,1485.495
2014-11-20,1477.159
2014-11-21,1493.623
2014-11-24,1477.186
2014-11-25,1483.178
2014-11-26,1493.367
2014-11-27,1490.147
2014-11-28,1480.338
2014-12-01,1446.586
2014-12-02,1459.52
2014-12-03,1442.002
2014-12-04,1438.053
2014-12-05,1438.613
2014-12-08,1425.674
2014-12-09,1454.504
2014-12-10,1463.28
2014-12-11,1463.322
2014-12-12,1469.463
2014-12-15,1459.343
2014-12-16,1430.948
2014-12-17,1435.632
2014-12-18,1431.597
2014-12-19,1447.656
2014-12-22,1469.478
2014-12-23,1464.872
2014-12-24,1471.659
2014-12-25,1471.659
2014-12-26,1471.538
2014-12-29,1480.933
2014-12-30,1480.391
2014-12-31,1471.173
2015-01-01,1471.173
2015-01-02,1466.824
2015-01-05,1443.5
2015-01-06,1422.087
2015-01-07,1417.061
2015-01-08,1452.166
2015-01-09,1445.631
2015-01-12,1443.099
2015-01-13,1440.093
2015-01-14,1435.953
2015-01-15,1444.244
2015-01-16,1433.002
2015-01-19,1427.264
2015-01-20,1434.117
2015-01-21,1444.042
2015-01-22,1445.929
2015-01-23,1445.237
2015-01-26,1448.791
2015-01-27,1452.009
2015-01-28,1449.263
2015-01-29,1453.828
2015-01-30,1449.03
2015-02-02,1461.982
2015-02-03,1460.007
2015-02-04,1468.186
2015-02-05,1461.82
2015-02-06,1468.875
2015-02-09,1458.903
2015-02-10,1458.192
2015-02-11,1455.601
2015-02-12,1457.514
2015-02-13,1460.579
2015-02-16,1471.087
2015-02-17,1467.571
2015-02-18,1472.745
2015-02-19,1474.1
2015-02-20,1473.395
2015-02-23,1461.381
2015-02-24,1480.958
2015-02-25,1488.821
2015-02-26,1482.352
2015-02-27,1462.376
2015-03-02,1453.226
2015-03-03,1453.251
2015-03-04,1445.524
2015-03-05,1432.206
