Date,DENMARK LARGE GROWTH Large Cap
2001-05-03,406.729
2001-05-04,394.533
2001-05-07,399.287
2001-05-08,408.043
2001-05-09,400.936
2001-05-10,401.887
2001-05-11,398.679
2001-05-14,391.812
2001-05-15,397.423
2001-05-16,403.771
2001-05-17,410.01
2001-05-18,415.342
2001-05-21,404.409
2001-05-22,410.955
2001-05-23,411.656
2001-05-24,410.136
2001-05-25,405.504
2001-05-28,404.745
2001-05-29,400.694
2001-05-30,400.852
2001-05-31,399.357
2001-06-01,405.113
2001-06-04,405.675
2001-06-05,405.83
2001-06-06,404.562
2001-06-07,401.937
2001-06-08,401.593
2001-06-11,399.11
2001-06-12,405.065
2001-06-13,413.44
2001-06-14,409.523
2001-06-15,401.501
2001-06-18,409.554
2001-06-19,408.0
2001-06-20,411.153
2001-06-21,404.576
2001-06-22,403.422
2001-06-25,401.283
2001-06-26,398.055
2001-06-27,394.588
2001-06-28,391.799
2001-06-29,390.423
2001-07-02,393.16
2001-07-03,402.99
2001-07-04,412.119
2001-07-05,409.391
2001-07-06,412.449
2001-07-09,418.614
2001-07-10,424.051
2001-07-11,423.674
2001-07-12,414.015
2001-07-13,411.703
2001-07-16,407.068
2001-07-17,408.116
2001-07-18,416.281
2001-07-19,425.916
2001-07-20,419.821
2001-07-23,415.278
2001-07-24,420.099
2001-07-25,412.342
2001-07-26,412.336
2001-07-27,419.071
2001-07-30,426.258
2001-07-31,429.484
2001-08-01,429.921
2001-08-02,433.291
2001-08-03,427.985
2001-08-06,426.809
2001-08-07,420.81
2001-08-08,417.579
2001-08-09,418.438
2001-08-10,424.911
2001-08-13,428.159
2001-08-14,423.334
2001-08-15,432.402
2001-08-16,428.626
2001-08-17,432.944
2001-08-20,429.534
2001-08-21,427.874
2001-08-22,424.814
2001-08-23,423.932
2001-08-24,427.483
2001-08-27,425.718
2001-08-28,407.952
2001-08-29,398.895
2001-08-30,391.702
2001-08-31,402.279
2001-09-03,394.71
2001-09-04,383.286
2001-09-05,385.753
2001-09-06,395.057
2001-09-07,398.55
2001-09-10,386.261
2001-09-11,385.033
2001-09-12,387.548
2001-09-13,395.979
2001-09-14,383.748
2001-09-17,378.591
2001-09-18,366.945
2001-09-19,372.126
2001-09-20,356.539
2001-09-21,342.801
2001-09-24,344.802
2001-09-25,337.238
2001-09-26,343.372
2001-09-27,342.774
2001-09-28,346.546
2001-10-01,336.389
2001-10-02,350.089
2001-10-03,352.798
2001-10-04,357.441
2001-10-05,364.773
2001-10-08,355.076
2001-10-09,361.628
2001-10-10,370.163
2001-10-11,377.801
2001-10-12,369.876
2001-10-15,365.786
2001-10-16,360.731
2001-10-17,359.083
2001-10-18,360.608
2001-10-19,355.805
2001-10-22,356.167
2001-10-23,354.492
2001-10-24,364.301
2001-10-25,365.198
2001-10-26,380.578
2001-10-29,372.047
2001-10-30,366.635
2001-10-31,372.721
2001-11-01,376.385
2001-11-02,376.887
2001-11-05,379.174
2001-11-06,375.339
2001-11-07,364.241
2001-11-08,357.826
2001-11-09,347.252
2001-11-12,338.518
2001-11-13,334.542
2001-11-14,343.521
2001-11-15,342.197
2001-11-16,339.126
2001-11-19,332.736
2001-11-20,343.753
2001-11-21,342.866
2001-11-22,348.588
2001-11-23,344.274
2001-11-26,333.874
2001-11-27,336.731
2001-11-28,341.981
2001-11-29,344.436
2001-11-30,363.598
2001-12-03,359.567
2001-12-04,363.366
2001-12-05,364.903
2001-12-06,364.988
2001-12-07,364.602
2001-12-10,357.474
2001-12-11,359.938
2001-12-12,360.578
2001-12-13,358.753
2001-12-14,354.758
2001-12-17,348.224
2001-12-18,355.351
2001-12-19,352.382
2001-12-20,354.281
2001-12-21,354.737
2001-12-24,351.291
2001-12-25,351.291
2001-12-26,351.584
2001-12-27,366.475
2001-12-28,369.783
2001-12-31,373.403
2002-01-01,373.403
2002-01-02,379.632
2002-01-03,383.384
2002-01-04,378.601
2002-01-07,380.123
2002-01-08,373.616
2002-01-09,378.593
2002-01-10,375.221
2002-01-11,368.302
2002-01-14,367.201
2002-01-15,363.311
2002-01-16,357.95
2002-01-17,362.434
2002-01-18,361.154
2002-01-21,361.9
2002-01-22,363.641
2002-01-23,361.662
2002-01-24,364.239
2002-01-25,357.891
2002-01-28,356.042
2002-01-29,355.259
2002-01-30,355.517
2002-01-31,366.077
2002-02-01,370.234
2002-02-04,370.097
2002-02-05,367.122
2002-02-06,363.719
2002-02-07,362.792
2002-02-08,362.496
2002-02-11,367.273
2002-02-12,367.397
2002-02-13,368.482
2002-02-14,373.905
2002-02-15,373.827
2002-02-18,366.937
2002-02-19,367.568
2002-02-20,370.758
2002-02-21,369.281
2002-02-22,367.708
2002-02-25,375.712
2002-02-26,376.237
2002-02-27,381.584
2002-02-28,377.654
2002-03-01,377.981
2002-03-04,385.441
2002-03-05,388.776
2002-03-06,387.519
2002-03-07,387.871
2002-03-08,392.923
2002-03-11,390.146
2002-03-12,382.952
2002-03-13,383.024
2002-03-14,385.757
2002-03-15,385.782
2002-03-18,391.795
2002-03-19,392.516
2002-03-20,389.925
2002-03-21,388.178
2002-03-22,387.829
2002-03-25,389.442
2002-03-26,380.419
2002-03-27,377.964
2002-03-28,377.78
2002-03-29,377.78
2002-04-01,380.891
2002-04-02,383.384
2002-04-03,383.792
2002-04-04,382.68
2002-04-05,383.346
2002-04-08,376.899
2002-04-09,379.655
2002-04-10,354.225
2002-04-11,343.442
2002-04-12,342.096
2002-04-15,338.509
2002-04-16,339.391
2002-04-17,345.756
2002-04-18,341.27
2002-04-19,337.294
2002-04-22,336.729
2002-04-23,327.898
2002-04-24,324.696
2002-04-25,327.526
2002-04-26,327.524
2002-04-29,321.502
2002-04-30,329.766
2002-05-01,336.149
2002-05-02,345.167
2002-05-03,347.453
2002-05-06,350.333
2002-05-07,347.65
2002-05-08,348.853
2002-05-09,348.776
2002-05-10,349.208
2002-05-13,343.132
2002-05-14,340.097
2002-05-15,339.47
2002-05-16,337.601
2002-05-17,348.751
2002-05-20,348.868
2002-05-21,343.973
2002-05-22,338.061
2002-05-23,332.848
2002-05-24,327.455
2002-05-27,324.709
2002-05-28,325.271
2002-05-29,324.366
2002-05-30,328.978
2002-05-31,328.485
2002-06-03,328.414
2002-06-04,328.273
2002-06-05,326.213
2002-06-06,334.101
2002-06-07,315.391
2002-06-10,314.649
2002-06-11,313.226
2002-06-12,317.006
2002-06-13,316.447
2002-06-14,312.856
2002-06-17,316.449
2002-06-18,316.775
2002-06-19,313.656
2002-06-20,312.535
2002-06-21,312.675
2002-06-24,313.714
2002-06-25,313.468
2002-06-26,316.682
2002-06-27,329.445
2002-06-28,342.747
2002-07-01,334.581
2002-07-02,329.973
2002-07-03,320.786
2002-07-04,334.938
2002-07-05,333.275
2002-07-08,335.752
2002-07-09,330.625
2002-07-10,324.369
2002-07-11,305.265
2002-07-12,303.798
2002-07-15,307.665
2002-07-16,298.528
2002-07-17,303.211
2002-07-18,308.164
2002-07-19,303.136
2002-07-22,262.579
2002-07-23,242.027
2002-07-24,239.666
2002-07-25,248.343
2002-07-26,238.661
2002-07-29,242.802
2002-07-30,248.81
2002-07-31,250.324
2002-08-01,255.064
2002-08-02,256.448
2002-08-05,244.502
2002-08-06,276.15
2002-08-07,277.782
2002-08-08,274.686
2002-08-09,284.994
2002-08-12,290.929
2002-08-13,292.818
2002-08-14,297.011
2002-08-15,294.466
2002-08-16,293.195
2002-08-19,298.464
2002-08-20,306.016
2002-08-21,304.76
2002-08-22,306.374
2002-08-23,308.598
2002-08-26,303.134
2002-08-27,307.597
2002-08-28,315.534
2002-08-29,314.209
2002-08-30,314.894
2002-09-02,322.56
2002-09-03,314.288
2002-09-04,312.928
2002-09-05,312.023
2002-09-06,309.947
2002-09-09,307.454
2002-09-10,308.243
2002-09-11,317.008
2002-09-12,307.363
2002-09-13,306.305
2002-09-16,306.43
2002-09-17,304.569
2002-09-18,295.933
2002-09-19,289.529
2002-09-20,288.012
2002-09-23,288.366
2002-09-24,277.093
2002-09-25,273.853
2002-09-26,270.739
2002-09-27,283.382
2002-09-30,279.756
2002-10-01,261.634
2002-10-02,271.921
2002-10-03,268.892
2002-10-04,273.645
2002-10-07,280.345
2002-10-08,266.758
2002-10-09,269.397
2002-10-10,269.753
2002-10-11,281.638
2002-10-14,282.055
2002-10-15,291.601
2002-10-16,296.439
2002-10-17,292.515
2002-10-18,299.472
2002-10-21,299.085
2002-10-22,296.381
2002-10-23,284.493
2002-10-24,278.935
2002-10-25,292.436
2002-10-28,309.073
2002-10-29,294.646
2002-10-30,286.386
2002-10-31,283.631
2002-11-01,295.406
2002-11-04,296.128
2002-11-05,301.454
2002-11-06,302.839
2002-11-07,306.842
2002-11-08,307.484
2002-11-11,307.35
2002-11-12,302.892
2002-11-13,304.09
2002-11-14,300.233
2002-11-15,296.62
2002-11-18,303.094
2002-11-19,303.348
2002-11-20,303.423
2002-11-21,306.459
2002-11-22,314.316
2002-11-25,309.063
2002-11-26,307.937
2002-11-27,312.794
2002-11-28,309.945
2002-11-29,312.365
2002-12-02,318.971
2002-12-03,311.113
2002-12-04,307.168
2002-12-05,300.519
2002-12-06,300.641
2002-12-09,301.879
2002-12-10,297.595
2002-12-11,300.209
2002-12-12,305.048
2002-12-13,301.373
2002-12-16,302.791
2002-12-17,306.375
2002-12-18,300.146
2002-12-19,295.431
2002-12-20,287.441
2002-12-23,287.354
2002-12-24,288.559
2002-12-25,288.559
2002-12-26,289.274
2002-12-27,293.311
2002-12-30,291.825
2002-12-31,292.908
2003-01-01,292.908
2003-01-02,293.826
2003-01-03,299.982
2003-01-06,310.406
2003-01-07,301.747
2003-01-08,299.162
2003-01-09,308.169
2003-01-10,305.406
2003-01-13,298.826
2003-01-14,298.392
2003-01-15,294.654
2003-01-16,289.963
2003-01-17,290.659
2003-01-20,294.004
2003-01-21,294.924
2003-01-22,281.669
2003-01-23,265.405
2003-01-24,269.674
2003-01-27,264.177
2003-01-28,263.734
2003-01-29,263.762
2003-01-30,269.849
2003-01-31,277.303
2003-02-03,264.861
2003-02-04,260.062
2003-02-05,258.448
2003-02-06,284.417
2003-02-07,287.142
2003-02-10,281.357
2003-02-11,284.161
2003-02-12,284.038
2003-02-13,290.268
2003-02-14,293.762
2003-02-17,288.541
2003-02-18,285.026
2003-02-19,289.403
2003-02-20,291.552
2003-02-21,286.883
2003-02-24,293.937
2003-02-25,293.541
2003-02-26,292.37
2003-02-27,291.919
2003-02-28,291.243
2003-03-03,298.258
2003-03-04,296.993
2003-03-05,304.947
2003-03-06,310.256
2003-03-07,312.044
2003-03-10,315.445
2003-03-11,316.195
2003-03-12,311.437
2003-03-13,321.651
2003-03-14,318.751
2003-03-17,315.208
2003-03-18,319.274
2003-03-19,332.445
2003-03-20,333.302
2003-03-21,338.163
2003-03-24,337.571
2003-03-25,339.345
2003-03-26,344.863
2003-03-27,340.305
2003-03-28,342.887
2003-03-31,339.608
2003-04-01,333.948
2003-04-02,341.081
2003-04-03,341.581
2003-04-04,350.795
2003-04-07,358.774
2003-04-08,348.305
2003-04-09,354.261
2003-04-10,357.798
2003-04-11,357.066
2003-04-14,358.994
2003-04-15,363.518
2003-04-16,361.079
2003-04-17,362.813
2003-04-18,362.813
2003-04-21,361.261
2003-04-22,349.474
2003-04-23,351.297
2003-04-24,366.69
2003-04-25,365.151
2003-04-28,362.155
2003-04-29,357.581
2003-04-30,372.95
2003-05-01,377.955
2003-05-02,373.367
2003-05-05,375.278
2003-05-06,376.656
2003-05-07,380.179
2003-05-08,372.347
2003-05-09,370.366
2003-05-12,377.853
2003-05-13,388.068
2003-05-14,384.914
2003-05-15,384.755
2003-05-16,387.276
2003-05-19,385.67
2003-05-20,387.797
2003-05-21,387.666
2003-05-22,395.25
2003-05-23,391.431
2003-05-26,388.374
2003-05-27,381.124
2003-05-28,372.823
2003-05-29,375.585
2003-05-30,359.61
2003-06-02,363.351
2003-06-03,363.539
2003-06-04,371.58
2003-06-05,376.985
2003-06-06,378.311
2003-06-09,380.351
2003-06-10,377.609
2003-06-11,381.646
2003-06-12,392.5
2003-06-13,396.821
2003-06-16,396.668
2003-06-17,385.197
2003-06-18,385.186
2003-06-19,378.177
2003-06-20,379.774
2003-06-23,377.369
2003-06-24,373.132
2003-06-25,372.022
2003-06-26,365.216
2003-06-27,370.115
2003-06-30,368.169
2003-07-01,368.462
2003-07-02,370.672
2003-07-03,370.411
2003-07-04,371.431
2003-07-07,364.39
2003-07-08,358.776
2003-07-09,360.479
2003-07-10,359.232
2003-07-11,357.978
2003-07-14,359.595
2003-07-15,358.555
2003-07-16,361.094
2003-07-17,357.772
2003-07-18,362.863
2003-07-21,365.533
2003-07-22,359.174
2003-07-23,367.987
2003-07-24,376.987
2003-07-25,378.007
2003-07-28,370.718
2003-07-29,367.992
2003-07-30,363.609
2003-07-31,358.857
2003-08-01,356.284
2003-08-04,356.636
2003-08-05,358.287
2003-08-06,375.579
2003-08-07,381.745
2003-08-08,384.548
2003-08-11,387.204
2003-08-12,386.846
2003-08-13,395.079
2003-08-14,397.402
2003-08-15,401.312
2003-08-18,399.242
2003-08-19,407.71
2003-08-20,413.987
2003-08-21,403.12
2003-08-22,392.244
2003-08-25,393.393
2003-08-26,400.333
2003-08-27,404.669
2003-08-28,404.987
2003-08-29,406.267
2003-09-01,407.3
2003-09-02,415.948
2003-09-03,423.553
2003-09-04,422.006
2003-09-05,421.39
2003-09-08,421.945
2003-09-09,426.795
2003-09-10,428.062
2003-09-11,428.991
2003-09-12,434.827
2003-09-15,432.882
2003-09-16,424.663
2003-09-17,427.355
2003-09-18,433.615
2003-09-19,427.636
2003-09-22,427.052
2003-09-23,431.23
2003-09-24,433.52
2003-09-25,435.384
2003-09-26,431.523
2003-09-29,427.259
2003-09-30,425.632
2003-10-01,438.351
2003-10-02,437.387
2003-10-03,440.643
2003-10-06,446.654
2003-10-07,448.16
2003-10-08,450.686
2003-10-09,450.459
2003-10-10,451.277
2003-10-13,460.126
2003-10-14,467.002
2003-10-15,469.167
2003-10-16,473.722
2003-10-17,470.171
2003-10-20,467.687
2003-10-21,469.483
2003-10-22,456.33
2003-10-23,458.818
2003-10-24,464.019
2003-10-27,467.058
2003-10-28,466.97
2003-10-29,466.823
2003-10-30,460.867
2003-10-31,451.746
2003-11-03,455.721
2003-11-04,456.21
2003-11-05,448.829
2003-11-06,440.053
2003-11-07,448.322
2003-11-10,443.604
2003-11-11,431.226
2003-11-12,436.434
2003-11-13,444.019
2003-11-14,449.658
2003-11-17,440.539
2003-11-18,448.127
2003-11-19,446.767
2003-11-20,446.455
2003-11-21,446.253
2003-11-24,440.739
2003-11-25,439.12
2003-11-26,440.326
2003-11-27,439.0
2003-11-28,438.74
2003-12-01,445.589
2003-12-02,454.612
2003-12-03,450.646
2003-12-04,441.071
2003-12-05,437.862
2003-12-08,430.672
2003-12-09,438.431
2003-12-10,435.027
2003-12-11,431.26
2003-12-12,438.871
2003-12-15,441.871
2003-12-16,435.965
2003-12-17,430.8
2003-12-18,427.99
2003-12-19,449.952
2003-12-22,447.003
2003-12-23,447.175
2003-12-24,448.391
2003-12-25,448.391
2003-12-26,448.237
2003-12-29,448.385
2003-12-30,450.075
2003-12-31,452.954
2004-01-01,452.954
2004-01-02,471.527
2004-01-05,478.026
2004-01-06,478.592
2004-01-07,483.972
2004-01-08,484.057
2004-01-09,486.037
2004-01-12,485.687
2004-01-13,489.036
2004-01-14,487.736
2004-01-15,484.18
2004-01-16,479.603
2004-01-19,484.441
2004-01-20,481.32
2004-01-21,476.906
2004-01-22,493.922
2004-01-23,494.639
2004-01-26,488.808
2004-01-27,494.005
2004-01-28,490.467
2004-01-29,480.4
2004-01-30,473.858
2004-02-02,479.896
2004-02-03,482.786
2004-02-04,483.408
2004-02-05,499.606
2004-02-06,515.719
2004-02-09,520.347
2004-02-10,523.279
2004-02-11,523.406
2004-02-12,535.773
2004-02-13,537.095
2004-02-16,533.245
2004-02-17,526.784
2004-02-18,531.032
2004-02-19,528.385
2004-02-20,519.71
2004-02-23,515.437
2004-02-24,518.469
2004-02-25,526.05
2004-02-26,519.843
2004-02-27,523.517
2004-03-01,529.179
2004-03-02,526.472
2004-03-03,514.207
2004-03-04,526.08
2004-03-05,531.09
2004-03-08,529.165
2004-03-09,530.436
2004-03-10,511.833
2004-03-11,501.604
2004-03-12,498.466
2004-03-15,495.295
2004-03-16,508.275
2004-03-17,504.356
2004-03-18,511.065
2004-03-19,509.276
2004-03-22,500.064
2004-03-23,498.024
2004-03-24,498.339
2004-03-25,507.378
2004-03-26,472.141
2004-03-29,474.377
2004-03-30,478.254
2004-03-31,481.393
2004-04-01,480.491
2004-04-02,487.712
2004-04-05,484.627
2004-04-06,483.411
2004-04-07,494.144
2004-04-08,491.545
2004-04-09,491.545
2004-04-12,490.13
2004-04-13,480.528
2004-04-14,474.309
2004-04-15,474.415
2004-04-16,473.409
2004-04-19,471.246
2004-04-20,471.722
2004-04-21,471.655
2004-04-22,470.464
2004-04-23,480.542
2004-04-26,473.427
2004-04-27,470.566
2004-04-28,450.956
2004-04-29,458.934
2004-04-30,456.782
2004-05-03,456.78
2004-05-04,462.972
2004-05-05,471.18
2004-05-06,460.093
2004-05-07,453.702
2004-05-10,440.61
2004-05-11,446.201
2004-05-12,443.464
2004-05-13,446.465
2004-05-14,440.681
2004-05-17,436.635
2004-05-18,441.89
2004-05-19,450.651
2004-05-20,446.663
2004-05-21,449.068
2004-05-24,444.288
2004-05-25,443.497
2004-05-26,441.491
2004-05-27,451.606
2004-05-28,457.215
2004-05-31,457.215
2004-06-01,455.515
2004-06-02,470.14
2004-06-03,465.28
2004-06-04,474.253
2004-06-07,479.262
2004-06-08,478.09
2004-06-09,467.533
2004-06-10,469.988
2004-06-11,468.871
2004-06-14,463.539
2004-06-15,470.082
2004-06-16,467.737
2004-06-17,471.891
2004-06-18,476.467
2004-06-21,474.53
2004-06-22,487.823
2004-06-23,485.5
2004-06-24,491.034
2004-06-25,488.837
2004-06-28,486.515
2004-06-29,486.499
2004-06-30,497.047
2004-07-01,502.27
2004-07-02,514.403
2004-07-05,510.959
2004-07-06,512.95
2004-07-07,509.967
2004-07-08,508.44
2004-07-09,505.838
2004-07-12,508.76
2004-07-13,505.925
2004-07-14,508.585
2004-07-15,510.914
2004-07-16,517.158
2004-07-19,515.205
2004-07-20,510.793
2004-07-21,505.324
2004-07-22,496.941
2004-07-23,488.356
2004-07-26,487.139
2004-07-27,486.129
2004-07-28,484.898
2004-07-29,490.672
2004-07-30,498.065
2004-08-02,493.793
2004-08-03,503.399
2004-08-04,500.939
2004-08-05,504.08
2004-08-06,506.113
2004-08-09,500.788
2004-08-10,510.509
2004-08-11,508.028
2004-08-12,513.813
2004-08-13,517.133
2004-08-16,518.803
2004-08-17,518.626
2004-08-18,515.785
2004-08-19,519.549
2004-08-20,516.012
2004-08-23,513.276
2004-08-24,503.671
2004-08-25,503.606
2004-08-26,504.987
2004-08-27,508.435
2004-08-30,505.423
2004-08-31,502.335
2004-09-01,508.065
2004-09-02,514.443
2004-09-03,508.23
2004-09-06,513.411
2004-09-07,509.587
2004-09-08,512.958
2004-09-09,516.455
2004-09-10,524.3
2004-09-13,522.799
2004-09-14,524.531
2004-09-15,514.6
2004-09-16,516.962
2004-09-17,517.552
2004-09-20,518.322
2004-09-21,527.923
2004-09-22,524.331
2004-09-23,526.013
2004-09-24,529.544
2004-09-27,529.586
2004-09-28,531.101
2004-09-29,540.878
2004-09-30,543.528
2004-10-01,543.706
2004-10-04,541.814
2004-10-05,545.213
2004-10-06,540.663
2004-10-07,538.662
2004-10-08,541.974
2004-10-11,541.11
2004-10-12,539.136
2004-10-13,538.445
2004-10-14,542.979
2004-10-15,542.429
2004-10-18,537.975
2004-10-19,540.755
2004-10-20,534.059
2004-10-21,532.718
2004-10-22,539.926
2004-10-25,537.008
2004-10-26,528.935
2004-10-27,526.966
2004-10-28,517.264
2004-10-29,508.889
2004-11-01,517.035
2004-11-02,519.569
2004-11-03,525.101
2004-11-04,533.321
2004-11-05,543.185
2004-11-08,543.179
2004-11-09,539.55
2004-11-10,539.39
2004-11-11,543.303
2004-11-12,540.205
2004-11-15,539.738
2004-11-16,538.373
2004-11-17,546.638
2004-11-18,545.675
2004-11-19,549.543
2004-11-22,546.814
2004-11-23,552.329
2004-11-24,560.671
2004-11-25,559.803
2004-11-26,558.081
2004-11-29,560.383
2004-11-30,557.34
2004-12-01,563.254
2004-12-02,564.261
2004-12-03,564.029
2004-12-06,566.099
2004-12-07,562.988
2004-12-08,550.428
2004-12-09,540.41
2004-12-10,536.152
2004-12-13,547.31
2004-12-14,545.503
2004-12-15,554.625
2004-12-16,545.238
2004-12-17,541.715
2004-12-20,548.746
2004-12-21,557.639
2004-12-22,561.1
2004-12-23,565.524
2004-12-24,566.861
2004-12-27,568.915
2004-12-28,564.522
2004-12-29,566.141
2004-12-30,568.704
2004-12-31,567.192
2005-01-03,562.139
2005-01-04,548.405
2005-01-05,542.428
2005-01-06,549.758
2005-01-07,551.834
2005-01-10,551.746
2005-01-11,546.198
2005-01-12,548.118
2005-01-13,549.207
2005-01-14,546.956
2005-01-17,547.428
2005-01-18,542.745
2005-01-19,542.624
2005-01-20,533.262
2005-01-21,534.724
2005-01-24,538.003
2005-01-25,536.974
2005-01-26,542.243
2005-01-27,542.085
2005-01-28,552.062
2005-01-31,558.16
2005-02-01,560.345
2005-02-02,562.403
2005-02-03,561.549
2005-02-04,563.158
2005-02-07,562.056
2005-02-08,565.672
2005-02-09,569.49
2005-02-10,576.375
2005-02-11,579.2
2005-02-14,582.589
2005-02-15,591.635
2005-02-16,588.91
2005-02-17,594.186
2005-02-18,594.807
2005-02-21,600.097
2005-02-22,614.543
2005-02-23,606.417
2005-02-24,614.502
2005-02-25,614.885
2005-02-28,613.89
2005-03-01,621.599
2005-03-02,620.374
2005-03-03,627.896
2005-03-04,640.398
2005-03-07,647.693
2005-03-08,642.881
2005-03-09,638.845
2005-03-10,632.838
2005-03-11,637.65
2005-03-14,633.979
2005-03-15,642.171
2005-03-16,645.95
2005-03-17,642.221
2005-03-18,640.218
2005-03-21,638.856
2005-03-22,640.763
2005-03-23,625.722
2005-03-24,623.484
2005-03-25,623.484
2005-03-28,619.114
2005-03-29,616.518
2005-03-30,610.207
2005-03-31,615.032
2005-04-01,617.134
2005-04-04,616.972
2005-04-05,625.4
2005-04-06,636.219
2005-04-07,641.193
2005-04-08,639.845
2005-04-11,643.999
2005-04-12,641.324
2005-04-13,646.352
2005-04-14,639.977
2005-04-15,630.567
2005-04-18,628.296
2005-04-19,631.523
2005-04-20,642.536
2005-04-21,647.051
2005-04-22,645.659
2005-04-25,646.887
2005-04-26,646.889
2005-04-27,629.772
2005-04-28,591.294
2005-04-29,573.357
2005-05-02,572.257
2005-05-03,580.28
2005-05-04,590.916
2005-05-05,590.166
2005-05-06,590.24
2005-05-09,588.192
2005-05-10,608.086
2005-05-11,609.205
2005-05-12,599.667
2005-05-13,590.835
2005-05-16,589.668
2005-05-17,589.17
2005-05-18,594.834
2005-05-19,586.612
2005-05-20,580.458
2005-05-23,580.473
2005-05-24,588.0
2005-05-25,587.686
2005-05-26,590.32
2005-05-27,594.618
2005-05-30,593.034
2005-05-31,588.828
2005-06-01,591.221
2005-06-02,585.395
2005-06-03,585.448
2005-06-06,585.233
2005-06-07,585.204
2005-06-08,588.537
2005-06-09,582.558
2005-06-10,586.395
2005-06-13,591.417
2005-06-14,588.426
2005-06-15,588.205
2005-06-16,588.82
2005-06-17,606.374
2005-06-20,607.843
2005-06-21,612.975
2005-06-22,619.258
2005-06-23,613.557
2005-06-24,608.237
2005-06-27,603.186
2005-06-28,601.375
2005-06-29,611.685
2005-06-30,606.925
2005-07-01,603.365
2005-07-04,596.105
2005-07-05,603.058
2005-07-06,604.936
2005-07-07,599.068
2005-07-08,607.394
2005-07-11,613.647
2005-07-12,617.25
2005-07-13,616.198
2005-07-14,613.25
2005-07-15,607.934
2005-07-18,608.592
2005-07-19,607.256
2005-07-20,601.406
2005-07-21,602.133
2005-07-22,608.319
2005-07-25,608.433
2005-07-26,604.599
2005-07-27,607.141
2005-07-28,612.838
2005-07-29,619.077
2005-08-01,623.156
2005-08-02,626.191
2005-08-03,645.138
2005-08-04,651.912
2005-08-05,663.866
2005-08-08,676.307
2005-08-09,697.825
2005-08-10,692.633
2005-08-11,685.524
2005-08-12,685.158
2005-08-15,684.778
2005-08-16,682.534
2005-08-17,678.66
2005-08-18,674.431
2005-08-19,683.874
2005-08-22,678.24
2005-08-23,665.361
2005-08-24,659.555
2005-08-25,657.619
2005-08-26,649.476
2005-08-29,643.743
2005-08-30,652.018
2005-08-31,654.539
2005-09-01,672.054
2005-09-02,680.355
2005-09-05,681.112
2005-09-06,682.318
2005-09-07,672.362
2005-09-08,665.805
2005-09-09,668.179
2005-09-12,665.553
2005-09-13,671.062
2005-09-14,669.074
2005-09-15,665.995
2005-09-16,668.951
2005-09-19,664.259
2005-09-20,646.536
2005-09-21,649.34
2005-09-22,639.879
2005-09-23,637.083
2005-09-26,626.864
2005-09-27,624.59
2005-09-28,629.823
2005-09-29,626.867
2005-09-30,626.693
2005-10-03,616.42
2005-10-04,610.28
2005-10-05,607.142
2005-10-06,610.558
2005-10-07,623.315
2005-10-10,627.876
2005-10-11,628.29
2005-10-12,617.215
2005-10-13,595.309
2005-10-14,601.008
2005-10-17,605.955
2005-10-18,590.129
2005-10-19,573.735
2005-10-20,575.041
2005-10-21,566.869
2005-10-24,576.733
2005-10-25,580.681
2005-10-26,581.474
2005-10-27,577.491
2005-10-28,580.33
2005-10-31,588.211
2005-11-01,605.991
2005-11-02,606.54
2005-11-03,614.171
2005-11-04,600.008
2005-11-07,607.397
2005-11-08,603.556
2005-11-09,603.543
