Date,DENMARK LARGE GROWTH Large Cap
2015-04-30,2184.641
2015-05-29,2150.819
2015-06-30,2092.284
2015-07-31,2254.708
2015-08-31,2118.348
2015-09-30,2062.841
2015-10-30,2050.114
2015-11-30,2118.068
2015-12-31,2217.53
2016-01-29,2119.913
2016-02-29,2021.118
2016-03-31,2153.578
2016-04-29,2199.274
2016-05-31,2201.518
2016-06-30,2121.119
2016-07-29,2257.464
2016-08-31,1907.318
2016-09-30,1728.386
2016-10-31,1499.896
2016-11-30,1418.785
2016-12-30,1519.836
2017-01-31,1529.939
2017-02-28,1513.2
2017-03-31,1520.772
2017-04-28,1698.145
2017-05-31,1842.279
2017-06-30,1853.594
2017-07-31,1878.392
2017-08-31,2027.761
2017-09-29,2004.205
2017-10-31,2085.465
2017-11-30,2117.823
2017-12-29,2172.393
2018-01-31,2277.565
2018-02-28,2139.254
2018-03-30,2081.87
2018-04-30,2035.418
2018-05-31,2026.411
2018-06-29,1985.845
2018-07-31,2138.409
2018-08-31,2144.154
2018-09-28,2059.989
2018-10-31,1890.581
2018-11-30,2009.152
2018-12-31,1975.69
2019-01-31,2033.999
2019-02-28,2141.383
2019-03-29,2314.246
2019-04-30,2203.244
2019-05-31,2151.208
2019-06-28,2323.769
2019-07-31,2267.931
2019-08-30,2413.279
2019-09-30,2396.384
2019-10-31,2476.872
2019-11-29,2551.108
2019-12-31,2669.03
2020-01-31,2759.951
2020-02-28,2619.804
2020-03-31,2688.674
2020-04-30,2863.983
2020-05-29,2982.77
2020-06-30,3026.426
2020-07-31,3239.072
2020-08-31,3339.107
2020-09-30,3405.312
2020-10-30,3270.603
2020-11-30,3492.272
2020-12-31,3755.067
2021-01-29,3603.831
2021-02-26,3591.684
2021-03-31,3629.026
2021-04-30,3844.805
2021-05-31,4024.656
2021-06-30,4123.371
2021-07-30,4371.401
2021-08-31,4651.233
2021-09-30,4455.899
2021-10-29,4838.501
2021-11-30,4557.941
2021-12-31,4786.683
2022-01-31,4200.532
2022-02-28,4359.971
2022-03-31,4631.276
2022-04-29,4509.179
2022-05-31,4345.157
2022-06-30,4166.653
2022-07-29,4525.395
2022-08-31,4180.466
2022-09-30,3732.541
2022-10-31,4053.841
2022-11-30,4575.874
2022-12-30,4927.663
2023-01-31,5002.698
2023-02-28,5131.142
2023-03-31,5638.675
2023-04-28,5873.288
2023-05-31,5656.341
2023-06-30,5715.215
2023-07-31,5735.327
2023-08-31,6168.099
2023-09-29,6000.032
2023-10-31,6013.642
2023-11-30,6454.875
2023-12-29,6669.439
2024-01-31,7064.591
2024-02-29,7333.917
2024-03-29,7825.135
2024-04-30,7787.855
2024-05-31,8118.927
2024-06-28,8466.021
2024-07-31,8044.747
2024-08-30,8399.823
2024-09-30,7411.985
2024-10-31,6978.614
2024-11-29,6704.867
2024-12-31,5651.322
2025-01-31,5522.184
2025-02-28,5827.6
2025-03-31,4742.053
2025-04-30,4762.035
2025-05-30,4982.35
2025-06-30,5004.086
2025-07-31,3823.38
2025-08-29,4264.016
