Date,WORLD LARGE VALUE Large Cap
2002-09-18,431.839
2002-09-19,423.408
2002-09-20,422.412
2002-09-23,416.201
2002-09-24,408.372
2002-09-25,413.679
2002-09-26,425.717
2002-09-27,417.835
2002-09-30,409.915
2002-10-01,420.768
2002-10-02,416.496
2002-10-03,411.315
2002-10-04,402.11
2002-10-07,394.904
2002-10-08,394.537
2002-10-09,387.438
2002-10-10,398.396
2002-10-11,413.927
2002-10-14,414.199
2002-10-15,434.24
2002-10-16,429.138
2002-10-17,437.465
2002-10-18,437.812
2002-10-21,442.848
2002-10-22,438.377
2002-10-23,436.1
2002-10-24,435.697
2002-10-25,438.736
2002-10-28,440.304
2002-10-29,430.979
2002-10-30,437.954
2002-10-31,438.427
2002-11-01,443.052
2002-11-04,448.902
2002-11-05,454.06
2002-11-06,453.6
2002-11-07,445.726
2002-11-08,443.746
2002-11-11,436.464
2002-11-12,437.825
2002-11-13,434.513
2002-11-14,441.045
2002-11-15,446.112
2002-11-18,445.002
2002-11-19,444.869
2002-11-20,448.14
2002-11-21,458.504
2002-11-22,458.232
2002-11-25,458.122
2002-11-26,449.257
2002-11-27,459.383
2002-11-28,462.221
2002-11-29,461.488
2002-12-02,460.251
2002-12-03,453.824
2002-12-04,451.249
2002-12-05,446.438
2002-12-06,449.526
2002-12-09,440.686
2002-12-10,444.966
2002-12-11,446.366
2002-12-12,444.157
2002-12-13,440.724
2002-12-16,451.418
2002-12-17,448.897
2002-12-18,441.899
2002-12-19,439.799
2002-12-20,445.555
2002-12-23,446.244
2002-12-24,445.293
2002-12-25,445.149
2002-12-26,445.837
2002-12-27,437.878
2002-12-30,440.965
2002-12-31,442.419
2003-01-01,442.419
2003-01-02,453.928
2003-01-03,454.839
2003-01-06,465.563
2003-01-07,459.989
2003-01-08,452.954
2003-01-09,459.619
2003-01-10,460.472
2003-01-13,460.913
2003-01-14,463.575
2003-01-15,458.427
2003-01-16,457.606
2003-01-17,452.981
2003-01-20,450.553
2003-01-21,443.729
2003-01-22,437.728
2003-01-23,439.382
2003-01-24,431.022
2003-01-27,422.068
2003-01-28,425.553
2003-01-29,427.792
2003-01-30,423.688
2003-01-31,427.868
2003-02-03,433.031
2003-02-04,427.168
2003-02-05,427.815
2003-02-06,422.515
2003-02-07,418.948
2003-02-10,419.021
2003-02-11,418.321
2003-02-12,413.656
2003-02-13,413.951
2003-02-14,420.521
2003-02-17,422.594
2003-02-18,427.652
2003-02-19,423.838
2003-02-20,420.592
2003-02-21,424.46
2003-02-24,418.006
2003-02-25,415.607
2003-02-26,411.913
2003-02-27,416.011
2003-02-28,418.55
2003-03-03,419.022
2003-03-04,413.512
2003-03-05,415.813
2003-03-06,410.707
2003-03-07,410.449
2003-03-10,400.297
2003-03-11,397.311
2003-03-12,392.846
2003-03-13,404.983
2003-03-14,410.064
2003-03-17,420.404
2003-03-18,420.931
2003-03-19,425.368
2003-03-20,425.881
2003-03-21,434.76
2003-03-24,423.019
2003-03-25,426.782
2003-03-26,426.271
2003-03-27,423.936
2003-03-28,422.242
2003-03-31,413.444
2003-04-01,419.622
2003-04-02,428.161
2003-04-03,426.601
2003-04-04,429.154
2003-04-07,433.6
2003-04-08,431.515
2003-04-09,427.715
2003-04-10,428.717
2003-04-11,427.533
2003-04-14,433.984
2003-04-15,438.842
2003-04-16,433.987
2003-04-17,439.039
2003-04-18,439.085
2003-04-21,437.797
2003-04-22,446.478
2003-04-23,452.014
2003-04-24,448.235
2003-04-25,441.701
2003-04-28,449.098
2003-04-29,449.531
2003-04-30,452.935
2003-05-01,453.154
2003-05-02,457.972
2003-05-05,457.305
2003-05-06,462.747
2003-05-07,460.784
2003-05-08,455.397
2003-05-09,460.35
2003-05-12,465.234
2003-05-13,464.574
2003-05-14,464.717
2003-05-15,467.622
2003-05-16,468.296
2003-05-19,458.938
2003-05-20,459.299
2003-05-21,460.744
2003-05-22,465.135
2003-05-23,467.871
2003-05-26,468.353
2003-05-27,473.693
2003-05-28,475.021
2003-05-29,475.248
2003-05-30,479.051
2003-06-02,484.686
2003-06-03,484.913
2003-06-04,490.799
2003-06-05,493.898
2003-06-06,495.36
2003-06-09,490.328
2003-06-10,493.07
2003-06-11,500.879
2003-06-12,502.891
2003-06-13,499.158
2003-06-16,507.637
2003-06-17,508.972
2003-06-18,507.603
2003-06-19,499.985
2003-06-20,501.743
2003-06-23,495.199
2003-06-24,494.352
2003-06-25,492.801
2003-06-26,493.346
2003-06-27,490.734
2003-06-30,488.804
2003-07-01,490.671
2003-07-02,496.418
2003-07-03,495.943
2003-07-04,494.864
2003-07-07,501.992
2003-07-08,501.405
2003-07-09,498.974
2003-07-10,492.816
2003-07-11,495.787
2003-07-14,499.915
2003-07-15,496.24
2003-07-16,491.837
2003-07-17,486.786
2003-07-18,492.001
2003-07-21,487.351
2003-07-22,490.851
2003-07-23,491.008
2003-07-24,492.492
2003-07-25,497.504
2003-07-28,498.802
2003-07-29,495.416
2003-07-30,492.767
2003-07-31,493.96
2003-08-01,489.336
2003-08-04,489.857
2003-08-05,486.038
2003-08-06,485.8
2003-08-07,488.995
2003-08-08,491.155
2003-08-11,493.544
2003-08-12,496.974
2003-08-13,496.087
2003-08-14,500.96
2003-08-15,501.143
2003-08-18,504.058
2003-08-19,503.923
2003-08-20,504.049
2003-08-21,504.595
2003-08-22,498.965
2003-08-25,498.042
2003-08-26,496.877
2003-08-27,497.733
2003-08-28,499.766
2003-08-29,501.297
2003-09-01,503.803
2003-09-02,507.873
2003-09-03,511.726
2003-09-04,512.236
2003-09-05,510.906
2003-09-08,515.435
2003-09-09,513.151
2003-09-10,508.655
2003-09-11,509.011
2003-09-12,511.024
2003-09-15,510.033
2003-09-16,515.484
2003-09-17,516.535
2003-09-18,523.091
2003-09-19,521.693
2003-09-22,516.699
2003-09-23,516.904
2003-09-24,512.552
2003-09-25,509.433
2003-09-26,505.801
2003-09-29,507.415
2003-09-30,503.996
2003-10-01,515.33
2003-10-02,517.769
2003-10-03,522.623
2003-10-06,524.468
2003-10-07,526.906
2003-10-08,524.15
2003-10-09,527.935
2003-10-10,529.024
2003-10-13,532.006
2003-10-14,533.33
2003-10-15,532.739
2003-10-16,534.297
2003-10-17,530.479
2003-10-20,531.979
2003-10-21,531.661
2003-10-22,525.286
2003-10-23,522.51
2003-10-24,522.502
2003-10-27,523.738
2003-10-28,528.658
2003-10-29,530.982
2003-10-30,531.304
2003-10-31,530.653
2003-11-03,532.951
2003-11-04,533.666
2003-11-05,531.412
2003-11-06,530.995
2003-11-07,533.077
2003-11-10,531.349
2003-11-11,528.956
2003-11-12,533.601
2003-11-13,535.675
2003-11-14,534.476
2003-11-17,528.304
2003-11-18,527.7
2003-11-19,528.346
2003-11-20,526.93
2003-11-21,527.845
2003-11-24,531.949
2003-11-25,534.172
2003-11-26,537.589
2003-11-27,538.408
2003-11-28,538.236
2003-12-01,544.838
2003-12-02,546.334
2003-12-03,548.181
2003-12-04,549.199
2003-12-05,547.668
2003-12-08,550.371
2003-12-09,550.548
2003-12-10,548.757
2003-12-11,552.351
2003-12-12,555.904
2003-12-15,556.712
2003-12-16,558.616
2003-12-17,559.736
2003-12-18,564.858
2003-12-19,567.04
2003-12-22,569.813
2003-12-23,571.289
2003-12-24,571.365
2003-12-25,571.32
2003-12-26,571.923
2003-12-29,577.45
2003-12-30,579.707
2003-12-31,582.409
2004-01-01,582.409
2004-01-02,583.941
2004-01-05,591.421
2004-01-06,592.02
2004-01-07,589.441
2004-01-08,592.654
2004-01-09,589.227
2004-01-12,589.989
2004-01-13,588.211
2004-01-14,590.969
2004-01-15,590.532
2004-01-16,591.558
2004-01-19,591.979
2004-01-20,594.323
2004-01-21,600.058
2004-01-22,600.25
2004-01-23,598.183
2004-01-26,599.432
2004-01-27,597.47
2004-01-28,594.063
2004-01-29,590.073
2004-01-30,587.762
2004-02-02,589.682
2004-02-03,589.717
2004-02-04,585.101
2004-02-05,586.958
2004-02-06,592.446
2004-02-09,593.713
2004-02-10,595.23
2004-02-11,600.424
2004-02-12,600.982
2004-02-13,599.112
2004-02-16,600.073
2004-02-17,605.596
2004-02-18,603.382
2004-02-19,603.023
2004-02-20,598.293
2004-02-23,600.1
2004-02-24,597.844
2004-02-25,597.546
2004-02-26,596.786
2004-02-27,598.314
2004-03-01,604.687
2004-03-02,601.793
2004-03-03,599.466
2004-03-04,601.915
2004-03-05,606.753
2004-03-08,603.883
2004-03-09,601.729
2004-03-10,593.025
2004-03-11,582.505
2004-03-12,584.418
2004-03-15,578.259
2004-03-16,583.842
2004-03-17,589.769
2004-03-18,590.634
2004-03-19,586.49
2004-03-22,578.304
2004-03-23,577.681
2004-03-24,575.228
2004-03-25,581.733
2004-03-26,582.671
2004-03-29,589.695
2004-03-30,591.954
2004-03-31,593.358
2004-04-01,598.181
2004-04-02,599.601
2004-04-05,602.188
2004-04-06,603.4
2004-04-07,602.053
2004-04-08,601.421
2004-04-09,600.757
2004-04-12,602.871
2004-04-13,596.532
2004-04-14,591.052
2004-04-15,590.261
2004-04-16,596.073
2004-04-19,594.822
2004-04-20,590.95
2004-04-21,589.075
2004-04-22,594.368
2004-04-23,594.191
2004-04-26,594.726
2004-04-27,595.602
2004-04-28,588.075
2004-04-29,585.432
2004-04-30,582.725
2004-05-03,586.769
2004-05-04,591.0
2004-05-05,593.072
2004-05-06,586.534
2004-05-07,575.65
2004-05-10,562.445
2004-05-11,565.938
2004-05-12,569.156
2004-05-13,567.894
2004-05-14,567.912
2004-05-17,562.494
2004-05-18,565.524
2004-05-19,571.243
2004-05-20,568.389
2004-05-21,572.973
2004-05-24,573.984
2004-05-25,579.818
2004-05-26,582.293
2004-05-27,587.612
2004-05-28,585.99
2004-05-31,586.695
2004-06-01,586.354
2004-06-02,588.978
2004-06-03,585.808
2004-06-04,588.708
2004-06-07,598.689
2004-06-08,598.746
2004-06-09,592.792
2004-06-10,596.297
2004-06-11,594.152
2004-06-14,588.812
2004-06-15,592.388
2004-06-16,595.52
2004-06-17,596.665
2004-06-18,599.359
2004-06-21,598.396
2004-06-22,596.795
2004-06-23,600.452
2004-06-24,603.82
2004-06-25,599.585
2004-06-28,602.544
2004-06-29,600.778
2004-06-30,601.051
2004-07-01,598.36
2004-07-02,597.596
2004-07-05,596.446
2004-07-06,594.177
2004-07-07,595.684
2004-07-08,594.638
2004-07-09,597.062
2004-07-12,598.434
2004-07-13,597.627
2004-07-14,596.748
2004-07-15,592.457
2004-07-16,594.149
2004-07-19,594.075
2004-07-20,594.101
2004-07-21,589.556
2004-07-22,587.672
2004-07-23,583.408
2004-07-26,582.032
2004-07-27,584.371
2004-07-28,586.452
2004-07-29,590.815
2004-07-30,591.825
2004-08-02,593.414
2004-08-03,593.688
2004-08-04,590.817
2004-08-05,585.906
2004-08-06,581.274
2004-08-09,580.3
2004-08-10,585.611
2004-08-11,583.755
2004-08-12,579.564
2004-08-13,580.281
2004-08-16,585.916
2004-08-17,586.088
2004-08-18,589.813
2004-08-19,591.023
2004-08-20,593.232
2004-08-23,592.135
2004-08-24,591.493
2004-08-25,594.68
2004-08-26,596.612
2004-08-27,598.595
2004-08-30,596.014
2004-08-31,598.068
2004-09-01,600.547
2004-09-02,604.624
2004-09-03,603.047
2004-09-06,604.941
2004-09-07,608.404
2004-09-08,607.455
2004-09-09,606.592
2004-09-10,609.907
2004-09-13,610.728
2004-09-14,612.066
2004-09-15,606.649
2004-09-16,609.297
2004-09-17,612.097
2004-09-20,609.353
2004-09-21,614.925
2004-09-22,608.516
2004-09-23,605.421
2004-09-24,606.007
2004-09-27,602.927
2004-09-28,606.415
2004-09-29,607.385
2004-09-30,607.682
2004-10-01,616.57
2004-10-04,618.004
2004-10-05,619.57
2004-10-06,622.892
2004-10-07,619.972
2004-10-08,620.46
2004-10-11,620.914
2004-10-12,616.694
2004-10-13,612.54
2004-10-14,610.117
2004-10-15,612.566
2004-10-18,612.574
2004-10-19,610.384
2004-10-20,608.777
2004-10-21,609.954
2004-10-22,608.449
2004-10-25,606.795
2004-10-26,612.62
2004-10-27,618.361
2004-10-28,621.328
2004-10-29,621.544
2004-11-01,623.846
2004-11-02,624.673
2004-11-03,631.061
2004-11-04,639.012
2004-11-05,641.9
2004-11-08,641.589
2004-11-09,640.315
2004-11-10,640.478
2004-11-11,644.821
2004-11-12,650.52
2004-11-15,650.103
2004-11-16,647.185
2004-11-17,652.09
2004-11-18,650.986
2004-11-19,648.573
2004-11-22,648.179
2004-11-23,649.4
2004-11-24,651.646
2004-11-25,655.208
2004-11-26,655.543
2004-11-29,654.631
2004-11-30,652.75
2004-12-01,659.612
2004-12-02,659.055
2004-12-03,660.259
2004-12-06,659.265
2004-12-07,655.511
2004-12-08,652.952
2004-12-09,651.905
2004-12-10,652.043
2004-12-13,659.553
2004-12-14,660.892
2004-12-15,665.863
2004-12-16,663.342
2004-12-17,657.908
2004-12-20,662.392
2004-12-21,664.609
2004-12-22,668.42
2004-12-23,671.074
2004-12-24,672.999
2004-12-27,672.482
2004-12-28,674.564
2004-12-29,673.215
2004-12-30,675.164
2004-12-31,674.576
2005-01-03,669.987
2005-01-04,664.216
2005-01-05,660.972
2005-01-06,661.851
2005-01-07,659.658
2005-01-10,661.84
2005-01-11,659.594
2005-01-12,661.74
2005-01-13,657.736
2005-01-14,658.656
2005-01-17,659.408
2005-01-18,662.453
2005-01-19,659.251
2005-01-20,653.961
2005-01-21,652.625
2005-01-24,654.253
2005-01-25,654.516
2005-01-26,659.148
2005-01-27,658.916
2005-01-28,655.69
2005-01-31,661.245
2005-02-01,665.58
2005-02-02,668.24
2005-02-03,665.257
2005-02-04,672.195
2005-02-07,671.761
2005-02-08,670.762
2005-02-09,668.787
2005-02-10,673.575
2005-02-11,677.456
2005-02-14,680.752
2005-02-15,682.474
2005-02-16,681.351
2005-02-17,680.433
2005-02-18,682.231
2005-02-21,681.949
2005-02-22,677.784
2005-02-23,677.318
2005-02-24,680.151
2005-02-25,687.808
2005-02-28,687.483
2005-03-01,688.284
2005-03-02,687.852
2005-03-03,688.306
2005-03-04,697.3
2005-03-07,696.084
2005-03-08,696.971
2005-03-09,691.617
2005-03-10,690.115
2005-03-11,689.686
2005-03-14,689.862
2005-03-15,688.425
2005-03-16,684.804
2005-03-17,683.857
2005-03-18,683.85
2005-03-21,678.855
2005-03-22,675.032
2005-03-23,668.824
2005-03-24,667.884
2005-03-25,668.246
2005-03-28,668.136
2005-03-29,665.612
2005-03-30,670.307
2005-03-31,672.655
2005-04-01,671.196
2005-04-04,667.75
2005-04-05,671.223
2005-04-06,674.272
2005-04-07,678.233
2005-04-08,674.351
2005-04-11,675.902
2005-04-12,675.304
2005-04-13,672.751
2005-04-14,666.225
2005-04-15,658.112
2005-04-18,654.764
2005-04-19,659.672
2005-04-20,654.034
2005-04-21,659.701
2005-04-22,661.407
2005-04-25,664.359
2005-04-26,660.202
2005-04-27,659.118
2005-04-28,654.021
2005-04-29,660.121
2005-05-02,660.953
2005-05-03,661.518
2005-05-04,669.001
2005-05-05,669.421
2005-05-06,668.624
2005-05-09,669.221
2005-05-10,664.214
2005-05-11,663.232
2005-05-12,657.497
2005-05-13,652.56
2005-05-16,653.55
2005-05-17,656.173
2005-05-18,662.825
2005-05-19,666.945
2005-05-20,664.407
2005-05-23,668.522
2005-05-24,668.597
2005-05-25,667.041
2005-05-26,668.73
2005-05-27,670.028
2005-05-30,670.845
2005-05-31,665.3
2005-06-01,670.549
2005-06-02,670.811
2005-06-03,668.429
2005-06-06,668.846
2005-06-07,671.05
2005-06-08,671.732
2005-06-09,670.202
2005-06-10,670.749
2005-06-13,670.01
2005-06-14,671.701
2005-06-15,674.05
2005-06-16,677.13
2005-06-17,683.561
2005-06-20,680.941
2005-06-21,680.903
2005-06-22,681.995
2005-06-23,677.725
2005-06-24,673.934
2005-06-27,672.686
2005-06-28,675.697
2005-06-29,675.951
2005-06-30,672.723
2005-07-01,672.773
2005-07-04,672.618
2005-07-05,675.037
2005-07-06,673.094
2005-07-07,669.895
2005-07-08,676.094
2005-07-11,682.464
2005-07-12,685.396
2005-07-13,684.891
2005-07-14,687.474
2005-07-15,686.358
2005-07-18,683.249
2005-07-19,683.565
2005-07-20,684.768
2005-07-21,686.278
2005-07-22,688.749
2005-07-25,687.265
2005-07-26,686.569
2005-07-27,689.4
2005-07-28,692.753
2005-07-29,690.524
2005-08-01,692.143
2005-08-02,696.818
2005-08-03,698.385
2005-08-04,694.138
2005-08-05,687.883
2005-08-08,689.569
2005-08-09,693.591
2005-08-10,699.334
2005-08-11,704.353
2005-08-12,702.24
2005-08-15,701.755
2005-08-16,696.856
2005-08-17,695.334
2005-08-18,690.916
2005-08-19,693.027
2005-08-22,697.409
2005-08-23,694.044
2005-08-24,691.533
2005-08-25,691.339
2005-08-26,688.241
2005-08-29,688.328
2005-08-30,686.675
2005-08-31,694.722
2005-09-01,701.624
2005-09-02,701.956
2005-09-05,704.107
2005-09-06,709.185
2005-09-07,709.924
2005-09-08,707.495
2005-09-09,713.397
2005-09-12,710.82
2005-09-13,706.146
2005-09-14,707.912
2005-09-15,707.432
2005-09-16,712.817
2005-09-19,710.506
2005-09-20,710.548
2005-09-21,706.414
2005-09-22,704.508
2005-09-23,703.309
2005-09-26,708.268
2005-09-27,706.529
2005-09-28,710.854
2005-09-29,715.666
2005-09-30,714.482
2005-10-03,712.209
2005-10-04,708.581
2005-10-05,699.81
2005-10-06,696.827
2005-10-07,697.291
2005-10-10,693.196
2005-10-11,694.24
2005-10-12,690.84
2005-10-13,685.227
2005-10-14,691.179
2005-10-17,691.283
2005-10-18,683.383
2005-10-19,685.344
2005-10-20,678.857
2005-10-21,679.192
2005-10-24,687.052
2005-10-25,690.152
2005-10-26,689.868
2005-10-27,686.77
2005-10-28,691.273
2005-10-31,696.569
2005-11-01,697.151
2005-11-02,702.903
2005-11-03,706.695
2005-11-04,702.39
2005-11-07,703.589
2005-11-08,703.081
2005-11-09,702.872
