Date,WORLD LARGE VALUE Large Cap
2006-02-28,760.329
2006-03-31,774.47
2006-04-28,804.599
2006-05-31,784.077
2006-06-30,786.171
2006-07-31,805.81
2006-08-31,824.951
2006-09-29,836.187
2006-10-31,867.339
2006-11-30,887.137
2006-12-29,915.946
2007-01-31,920.28
2007-02-28,913.538
2007-03-30,929.343
2007-04-30,972.369
2007-05-31,1000.0
2007-06-29,990.908
2007-07-31,959.066
2007-08-31,956.067
2007-09-28,997.593
2007-10-31,1020.099
2007-11-30,973.747
2007-12-31,958.14
2008-01-31,892.297
2008-02-29,872.455
2008-03-31,865.847
2008-04-30,912.114
2008-05-30,908.932
2008-06-30,824.57
2008-07-31,811.294
2008-08-29,802.038
2008-09-30,722.75
2008-10-31,593.233
2008-11-28,561.634
2008-12-31,575.654
2009-01-30,508.765
2009-02-27,446.646
2009-03-31,482.928
2009-04-30,547.677
2009-05-29,601.724
2009-06-30,594.912
2009-07-31,648.299
2009-08-31,686.424
2009-09-30,708.561
2009-10-30,691.316
2009-11-30,720.51
2009-12-31,725.953
2010-01-29,699.824
2010-02-26,704.328
2010-03-31,747.721
2010-04-30,744.407
2010-05-31,673.097
2010-06-30,648.438
2010-07-30,703.974
2010-08-31,677.146
2010-09-30,731.021
2010-10-29,754.502
2010-11-30,729.031
2010-12-31,786.855
2011-01-31,815.328
2011-02-28,848.565
2011-03-31,835.674
2011-04-29,871.469
2011-05-31,849.375
2011-06-30,837.518
2011-07-29,812.422
2011-08-31,752.956
2011-09-30,696.648
2011-10-31,764.018
2011-11-30,743.399
2011-12-30,752.514
2012-01-31,782.043
2012-02-29,818.697
2012-03-30,826.905
2012-04-30,813.366
2012-05-31,745.349
2012-06-29,793.313
2012-07-31,802.03
2012-08-31,820.381
2012-09-28,846.352
2012-10-31,847.887
2012-11-30,851.172
2012-12-31,873.373
2013-01-31,925.394
2013-02-28,921.828
2013-03-29,940.072
2013-04-30,976.778
2013-05-31,979.469
2013-06-28,957.68
2013-07-31,1006.88
2013-08-30,980.989
2013-09-30,1024.862
2013-10-31,1070.765
2013-11-29,1090.638
2013-12-31,1110.859
2014-01-31,1068.681
2014-02-28,1117.973
2014-03-31,1133.462
2014-04-30,1154.13
2014-05-30,1169.658
2014-06-30,1191.266
2014-07-31,1174.463
2014-08-29,1194.186
2014-09-30,1163.004
2014-10-31,1162.94
2014-11-28,1176.127
2014-12-31,1156.414
2015-01-30,1119.161
2015-02-27,1181.308
2015-03-31,1154.918
2015-04-30,1193.786
2015-05-29,1192.57
2015-06-30,1160.249
2015-07-31,1171.48
2015-08-31,1095.041
2015-09-30,1053.54
2015-10-30,1136.468
2015-11-30,1127.758
2015-12-31,1107.474
2016-01-29,1045.446
2016-02-29,1037.062
2016-03-31,1106.257
2016-04-29,1133.215
2016-05-31,1138.347
2016-06-30,1126.563
2016-07-29,1166.56
2016-08-31,1179.166
2016-09-30,1180.868
2016-10-31,1174.436
2016-11-30,1206.601
2016-12-30,1250.651
2017-01-31,1264.764
2017-02-28,1295.315
2017-03-31,1303.435
2017-04-28,1309.349
2017-05-31,1321.525
2017-06-30,1340.458
2017-07-31,1370.63
2017-08-31,1360.122
2017-09-29,1403.649
2017-10-31,1418.218
2017-11-30,1447.641
2017-12-29,1468.318
2018-01-31,1533.441
2018-02-28,1455.05
2018-03-30,1421.352
2018-04-30,1440.474
2018-05-31,1422.218
2018-06-29,1421.609
2018-07-31,1477.51
2018-08-31,1469.262
2018-09-28,1486.576
2018-10-31,1411.088
2018-11-30,1436.289
2018-12-31,1326.025
2019-01-31,1416.981
2019-02-28,1454.781
2019-03-29,1460.363
2019-04-30,1503.489
2019-05-31,1411.19
2019-06-28,1501.712
2019-07-31,1499.261
2019-08-30,1453.934
2019-09-30,1509.833
2019-10-31,1541.624
2019-11-29,1575.474
2019-12-31,1624.832
2020-01-31,1577.633
2020-02-28,1428.528
2020-03-31,1206.363
2020-04-30,1308.474
2020-05-29,1344.692
2020-06-30,1351.77
2020-07-31,1384.726
2020-08-31,1448.164
2020-09-30,1401.364
2020-10-30,1357.393
2020-11-30,1559.443
2020-12-31,1612.447
2021-01-29,1592.778
2021-02-26,1664.995
2021-03-31,1765.758
2021-04-30,1819.201
2021-05-31,1876.686
2021-06-30,1853.383
2021-07-30,1865.303
2021-08-31,1893.625
2021-09-30,1839.631
2021-10-29,1927.037
2021-11-30,1854.69
2021-12-31,1980.746
2022-01-31,1966.024
2022-02-28,1929.954
2022-03-31,1980.187
2022-04-29,1885.36
2022-05-31,1931.035
2022-06-30,1769.486
2022-07-29,1843.26
2022-08-31,1786.797
2022-09-30,1643.852
2022-10-31,1809.234
2022-11-30,1941.745
2022-12-30,1896.582
2023-01-31,1972.83
2023-02-28,1916.036
2023-03-31,1915.476
2023-04-28,1956.082
2023-05-31,1870.576
2023-06-30,1980.573
2023-07-31,2053.9
2023-08-31,2001.0
2023-09-29,1951.03
2023-10-31,1890.537
2023-11-30,2025.215
2023-12-29,2127.724
2024-01-31,2141.482
2024-02-29,2194.568
2024-03-29,2297.629
2024-04-30,2222.299
2024-05-31,2294.054
2024-06-28,2284.054
2024-07-31,2389.153
2024-08-30,2459.294
2024-09-30,2500.03
2024-10-31,2449.918
2024-11-29,2538.538
2024-12-31,2396.981
2025-01-31,2512.135
2025-02-28,2567.656
2025-03-31,2543.18
2025-04-30,2503.814
2025-05-30,2575.691
2025-06-30,2675.769
2025-07-31,2684.527
2025-08-29,2781.197
2025-09-30,2837.582
