Date,HONG KONG SMID CAP SMID (Small+Mid Cap)
2005-08-31,581.949
2005-09-30,595.744
2005-10-31,554.581
2005-11-30,589.978
2005-12-30,606.715
2006-01-31,647.978
2006-02-28,669.876
2006-03-31,717.466
2006-04-28,753.603
2006-05-31,716.842
2006-06-30,718.487
2006-07-31,725.981
2006-08-31,750.947
2006-09-29,764.495
2006-10-31,775.248
2006-11-30,830.772
2006-12-29,855.591
2007-01-31,907.547
2007-02-28,910.022
2007-03-30,925.159
2007-04-30,955.37
2007-05-31,1000.0
2007-06-29,1010.221
2007-07-31,1067.467
2007-08-31,1036.236
2007-09-28,1119.38
2007-10-31,1210.27
2007-11-30,1119.168
2007-12-31,1117.63
2008-01-31,951.768
2008-02-29,979.545
2008-03-31,900.374
2008-04-30,960.564
2008-05-30,967.204
2008-06-30,851.253
2008-07-31,790.416
2008-08-29,738.417
2008-09-30,584.158
2008-10-31,413.702
2008-11-28,412.475
2008-12-31,466.044
2009-01-30,462.512
2009-02-27,449.637
2009-03-31,469.059
2009-04-30,552.639
2009-05-29,696.345
2009-06-30,693.719
2009-07-31,793.275
2009-08-31,743.159
2009-09-30,793.63
2009-10-30,836.165
2009-11-30,846.288
2009-12-31,867.754
2010-01-29,819.235
2010-02-26,845.357
2010-03-31,909.802
2010-04-30,915.765
2010-05-31,823.284
2010-06-30,851.336
2010-07-30,912.71
2010-08-31,917.722
2010-09-30,1025.478
2010-10-29,1051.878
2010-11-30,1080.555
2010-12-31,1116.661
2011-01-31,1123.422
2011-02-28,1057.331
2011-03-31,1081.359
2011-04-29,1134.684
2011-05-31,1141.731
2011-06-30,1089.808
2011-07-29,1091.247
2011-08-31,1002.642
2011-09-30,803.86
2011-10-31,911.111
2011-11-30,851.008
2011-12-30,852.465
2012-01-31,924.394
2012-02-29,1032.432
2012-03-30,996.746
2012-04-30,1015.779
2012-05-31,918.544
2012-06-29,928.438
2012-07-31,959.421
2012-08-31,976.043
2012-09-28,1052.091
2012-10-31,1071.719
2012-11-30,1135.277
2012-12-31,1141.743
2013-01-31,1232.456
2013-02-28,1241.34
2013-03-29,1217.749
2013-04-30,1241.236
2013-05-31,1258.352
2013-06-28,1169.883
2013-07-31,1176.346
2013-08-30,1181.554
2013-09-30,1243.27
2013-10-31,1261.926
2013-11-29,1278.364
2013-12-31,1288.676
2014-01-31,1215.935
2014-02-28,1250.415
2014-03-31,1226.157
2014-04-30,1238.781
2014-05-30,1260.526
2014-06-30,1281.215
2014-07-31,1324.909
2014-08-29,1327.364
2014-09-30,1252.393
2014-10-31,1288.163
2014-11-28,1315.791
2014-12-31,1271.413
2015-01-30,1305.373
2015-02-27,1296.411
2015-03-31,1275.947
2015-04-30,1393.842
2015-05-29,1393.561
2015-06-30,1310.004
2015-07-31,1236.673
2015-08-31,1093.299
2015-09-30,1083.057
2015-10-30,1164.455
2015-11-30,1141.348
2015-12-31,1133.673
2016-01-29,1008.236
2016-02-29,1028.116
2016-03-31,1112.335
2016-04-29,1119.256
2016-05-31,1109.973
2016-06-30,1113.924
2016-07-29,1177.819
2016-08-31,1185.41
2016-09-30,1217.97
2016-10-31,1204.644
2016-11-30,1211.498
2016-12-30,1146.569
2017-01-31,1205.959
2017-02-28,1238.071
2017-03-31,1270.519
2017-04-28,1301.911
2017-05-31,1342.7
2017-06-30,1336.794
2017-07-31,1336.523
2017-08-31,1366.786
2017-09-29,1402.938
2017-10-31,1437.144
2017-11-30,1465.935
2017-12-29,1501.116
2018-01-31,1550.126
2018-02-28,1491.826
2018-03-30,1422.977
2018-04-30,1461.366
2018-05-31,1459.532
2018-06-29,1370.704
2018-07-31,1369.732
2018-08-31,1312.774
2018-09-28,1290.485
2018-10-31,1152.347
2018-11-30,1230.48
2018-12-31,1215.892
2019-01-31,1313.437
2019-02-28,1376.052
2019-03-29,1387.605
2019-04-30,1387.806
2019-05-31,1285.291
2019-06-28,1342.987
2019-07-31,1309.592
2019-08-30,1217.959
2019-09-30,1216.709
2019-10-31,1264.29
2019-11-29,1248.698
2019-12-31,1284.583
2020-01-31,1211.318
2020-02-28,1201.6
2020-03-31,1019.65
2020-04-30,1124.316
2020-05-29,1078.85
2020-06-30,1194.987
2020-07-31,1217.087
2020-08-31,1324.62
2020-09-30,1306.485
2020-10-30,1300.465
2020-11-30,1391.188
2020-12-31,1422.031
2021-01-29,1452.696
2021-02-26,1587.107
2021-03-31,1593.397
2021-04-30,1648.91
2021-05-31,1634.85
2021-06-30,1666.548
2021-07-30,1541.142
2021-08-31,1527.367
2021-09-30,1402.994
2021-10-29,1425.266
2021-11-30,1353.379
2021-12-31,1345.578
2022-01-31,1346.596
2022-02-28,1340.195
2022-03-31,1296.644
2022-04-29,1264.132
2022-05-31,1291.266
2022-06-30,1274.78
2022-07-29,1240.283
2022-08-31,1224.051
2022-09-30,1088.143
2022-10-31,941.069
2022-11-30,1143.861
2022-12-30,1232.382
2023-01-31,1306.509
2023-02-28,1239.426
2023-03-31,1246.972
2023-04-28,1243.764
2023-05-31,1140.025
2023-06-30,1159.721
2023-07-31,1211.275
2023-08-31,1123.159
2023-09-29,1086.434
2023-10-31,1044.925
2023-11-30,1065.119
2023-12-29,1145.577
2024-01-31,1046.116
2024-02-29,1106.402
2024-03-29,1078.934
2024-04-30,1111.385
2024-05-31,1130.485
2024-06-28,1092.215
2024-07-31,1091.709
2024-08-30,1162.164
2024-09-30,1267.953
2024-10-31,1230.445
2024-11-29,1219.453
2024-12-31,1222.39
2025-01-31,1185.148
2025-02-28,1220.918
2025-03-31,1235.378
2025-04-30,1240.159
2025-05-30,1312.986
