Date,ISRAEL IMI IMI (Large+Mid+Small Cap)
2002-11-29,401.596
2002-12-31,362.03
2003-01-31,358.678
2003-02-28,362.399
2003-03-31,390.66
2003-04-30,449.44
2003-05-30,499.366
2003-06-30,546.852
2003-07-31,520.222
2003-08-29,527.259
2003-09-30,525.681
2003-10-31,554.155
2003-11-28,587.181
2003-12-31,584.795
2004-01-30,625.254
2004-02-27,646.348
2004-03-31,640.344
2004-04-30,638.354
2004-05-31,639.819
2004-06-30,677.625
2004-07-30,595.588
2004-08-31,564.161
2004-09-30,559.502
2004-10-29,570.385
2004-11-30,621.454
2004-12-31,674.142
2005-01-31,668.756
2005-02-28,689.05
2005-03-31,687.185
2005-04-29,688.147
2005-05-31,724.932
2005-06-30,666.283
2005-07-29,702.655
2005-08-31,716.567
2005-09-30,747.494
2005-10-31,768.214
2005-11-30,810.297
2005-12-30,845.197
2006-01-31,848.346
2006-02-28,828.029
2006-03-31,820.232
2006-04-28,857.242
2006-05-31,804.677
2006-06-30,733.825
2006-07-31,747.513
2006-08-31,778.199
2006-09-29,785.179
2006-10-31,813.289
2006-11-30,832.526
2006-12-29,819.167
2007-01-31,863.187
2007-02-28,877.442
2007-03-30,904.077
2007-04-30,969.016
2007-05-31,1000.0
2007-06-29,986.414
2007-07-31,1000.72
2007-08-31,986.943
2007-09-28,1058.611
2007-10-31,1106.996
2007-11-30,1078.056
2007-12-31,1114.895
2008-01-31,1065.288
2008-02-29,1114.493
2008-03-31,1050.086
2008-04-30,1139.003
2008-05-30,1201.223
2008-06-30,1156.844
2008-07-31,1075.43
2008-08-29,1063.275
2008-09-30,973.886
2008-10-31,787.208
2008-11-28,722.422
2008-12-31,745.292
2009-01-30,732.161
2009-02-27,778.339
2009-03-31,790.86
2009-04-30,833.088
2009-05-29,916.704
2009-06-30,934.939
2009-07-31,1051.399
2009-08-31,1036.011
2009-09-30,1042.611
2009-10-30,1068.013
2009-11-30,1125.259
2009-12-31,1187.718
2010-01-29,1199.781
2010-02-26,1222.91
2010-03-31,1314.353
2010-04-30,1226.129
2010-05-31,1084.568
2010-06-30,1067.991
2010-07-30,1067.626
2010-08-31,1091.526
2010-09-30,1202.974
2010-10-29,1211.757
2010-11-30,1184.595
2010-12-31,1276.415
2011-01-31,1234.972
2011-02-28,1210.691
2011-03-31,1248.418
2011-04-29,1220.333
2011-05-31,1227.712
2011-06-30,1172.119
2011-07-29,1150.151
2011-08-31,995.579
2011-09-30,873.458
2011-10-31,985.922
2011-11-30,913.268
2011-12-30,904.546
2012-01-31,984.428
2012-02-29,959.161
2012-03-30,984.325
2012-04-30,1003.433
2012-05-31,883.612
2012-06-29,854.149
2012-07-31,888.761
2012-08-31,878.696
2012-09-28,928.285
2012-10-31,949.607
2012-11-30,975.276
2012-12-31,931.85
2013-01-31,937.002
2013-02-28,960.674
2013-03-29,999.128
2013-04-30,993.136
2013-05-31,983.93
2013-06-28,968.195
2013-07-31,997.361
2013-08-30,968.466
2013-09-30,1014.867
2013-10-31,1018.942
2013-11-29,1072.535
2013-12-31,1078.543
2014-01-31,1098.769
2014-02-28,1173.611
2014-03-31,1232.741
2014-04-30,1209.404
2014-05-30,1217.43
2014-06-30,1248.483
2014-07-31,1254.544
2014-08-29,1220.725
2014-09-30,1238.376
2014-10-31,1207.63
2014-11-28,1226.512
2014-12-31,1217.497
2015-01-30,1202.391
2015-02-27,1216.848
2015-03-31,1325.336
2015-04-30,1328.867
2015-05-29,1322.905
2015-06-30,1318.107
2015-07-31,1467.904
2015-08-31,1355.573
2015-09-30,1246.545
2015-10-30,1331.167
2015-11-30,1323.753
2015-12-31,1344.217
2016-01-29,1247.946
2016-02-29,1224.85
2016-03-31,1238.706
2016-04-29,1271.815
2016-05-31,1222.311
2016-06-30,1200.079
2016-07-29,1275.66
2016-08-31,1249.552
2016-09-30,1211.106
2016-10-31,1142.673
2016-11-30,1117.067
2016-12-30,1115.967
2017-01-31,1141.215
2017-02-28,1195.563
2017-03-31,1209.833
2017-04-28,1225.823
2017-05-31,1232.75
2017-06-30,1284.613
2017-07-31,1263.758
2017-08-31,1135.967
2017-09-29,1179.086
2017-10-31,1169.393
2017-11-30,1172.048
2017-12-29,1231.575
2018-01-31,1284.128
2018-02-28,1239.864
2018-03-30,1186.619
2018-04-30,1185.537
2018-05-31,1257.465
2018-06-29,1262.302
2018-07-31,1302.929
2018-08-31,1382.089
2018-09-28,1369.95
2018-10-31,1278.574
2018-11-30,1325.146
2018-12-31,1187.014
2019-01-31,1317.646
2019-02-28,1335.963
2019-03-29,1323.041
2019-04-30,1380.526
2019-05-31,1287.507
2019-06-28,1340.252
2019-07-31,1374.804
2019-08-30,1313.056
2019-09-30,1343.937
2019-10-31,1380.889
2019-11-29,1453.149
2019-12-31,1441.726
2020-01-31,1486.191
2020-02-28,1392.062
2020-03-31,1140.437
2020-04-30,1271.423
2020-05-29,1343.689
2020-06-30,1311.581
2020-07-31,1399.982
2020-08-31,1448.663
2020-09-30,1338.705
2020-10-30,1353.359
2020-11-30,1511.837
2020-12-31,1631.519
2021-01-29,1649.442
2021-02-26,1656.401
2021-03-31,1649.776
2021-04-30,1757.078
2021-05-31,1757.953
2021-06-30,1789.216
2021-07-30,1832.673
2021-08-31,1861.747
2021-09-30,1847.414
2021-10-29,1955.622
2021-11-30,1940.208
2021-12-31,2033.743
2022-01-31,1917.548
2022-02-28,1929.975
2022-03-31,1946.675
2022-04-29,1815.515
2022-05-31,1694.744
2022-06-30,1548.497
2022-07-29,1664.313
2022-08-31,1759.917
2022-09-30,1519.583
2022-10-31,1612.792
2022-11-30,1590.159
2022-12-30,1487.35
2023-01-31,1550.2
2023-02-28,1437.78
2023-03-31,1445.694
2023-04-28,1422.24
2023-05-31,1389.854
2023-06-30,1426.635
2023-07-31,1540.554
2023-08-31,1479.387
2023-09-29,1458.352
2023-10-31,1247.233
2023-11-30,1459.963
2023-12-29,1575.461
2024-01-31,1587.634
2024-02-29,1715.679
2024-03-29,1724.579
2024-04-30,1608.342
2024-05-31,1666.273
2024-06-28,1652.295
2024-07-31,1700.813
2024-08-30,1831.042
2024-09-30,1838.309
2024-10-31,1866.257
2024-11-29,2013.942
2024-12-31,2112.245
2025-01-31,2213.108
2025-02-28,2189.668
2025-03-31,2045.589
2025-04-30,2163.992
2025-05-30,2347.286
2025-06-30,2624.092
2025-07-31,2567.598
2025-08-29,2647.283
2025-09-30,2794.893
2025-10-31,2860.983
2025-11-28,2888.573
2025-12-31,3099.893
