Date,ISRAEL IMI IMI (Large+Mid+Small Cap)
2004-01-05,606.322
2004-01-06,611.967
2004-01-07,605.001
2004-01-08,612.994
2004-01-09,614.513
2004-01-12,615.381
2004-01-13,620.501
2004-01-14,619.642
2004-01-15,622.923
2004-01-16,630.518
2004-01-19,636.108
2004-01-20,642.88
2004-01-21,625.794
2004-01-22,621.344
2004-01-23,622.356
2004-01-26,635.574
2004-01-27,635.797
2004-01-28,631.36
2004-01-29,625.345
2004-01-30,625.254
2004-02-02,627.208
2004-02-03,628.364
2004-02-04,628.003
2004-02-05,637.084
2004-02-06,644.434
2004-02-09,655.742
2004-02-10,654.559
2004-02-11,657.797
2004-02-12,660.732
2004-02-13,660.949
2004-02-16,664.812
2004-02-17,670.283
2004-02-18,657.27
2004-02-19,659.403
2004-02-20,656.406
2004-02-23,648.621
2004-02-24,643.554
2004-02-25,648.482
2004-02-26,646.18
2004-02-27,646.348
2004-03-01,657.793
2004-03-02,661.05
2004-03-03,651.001
2004-03-04,653.118
2004-03-05,653.568
2004-03-08,653.086
2004-03-09,647.238
2004-03-10,642.339
2004-03-11,630.417
2004-03-12,631.819
2004-03-15,636.732
2004-03-16,637.073
2004-03-17,641.416
2004-03-18,642.866
2004-03-19,642.224
2004-03-22,628.885
2004-03-23,626.955
2004-03-24,620.831
2004-03-25,627.003
2004-03-26,627.391
2004-03-29,632.728
2004-03-30,632.236
2004-03-31,640.344
2004-04-01,642.919
2004-04-02,644.983
2004-04-05,653.031
2004-04-06,651.175
2004-04-07,653.83
2004-04-08,656.818
2004-04-09,656.861
2004-04-12,657.333
2004-04-13,654.268
2004-04-14,639.666
2004-04-15,642.834
2004-04-16,638.063
2004-04-19,650.975
2004-04-20,656.448
2004-04-21,659.449
2004-04-22,661.255
2004-04-23,664.197
2004-04-26,659.487
2004-04-27,660.101
2004-04-28,659.917
2004-04-29,644.939
2004-04-30,638.354
2004-05-03,626.347
2004-05-04,636.347
2004-05-05,636.946
2004-05-06,632.484
2004-05-07,632.357
2004-05-10,611.855
2004-05-11,620.397
2004-05-12,621.43
2004-05-13,622.705
2004-05-14,620.157
2004-05-17,617.684
2004-05-18,621.083
2004-05-19,631.045
2004-05-20,623.901
2004-05-21,625.814
2004-05-24,635.037
2004-05-25,638.051
2004-05-26,638.675
2004-05-27,643.408
2004-05-28,641.81
2004-05-31,639.819
2004-06-01,645.143
2004-06-02,649.726
2004-06-03,647.481
2004-06-04,646.878
2004-06-07,656.969
2004-06-08,658.249
2004-06-09,655.784
2004-06-10,656.126
2004-06-11,655.527
2004-06-14,652.628
2004-06-15,655.265
2004-06-16,663.539
2004-06-17,666.165
2004-06-18,665.787
2004-06-21,672.984
2004-06-22,673.648
2004-06-23,674.573
2004-06-24,676.042
2004-06-25,677.175
2004-06-28,672.862
2004-06-29,674.323
2004-06-30,677.625
2004-07-01,675.371
2004-07-02,674.592
2004-07-05,671.657
2004-07-06,663.631
2004-07-07,665.259
2004-07-08,662.411
2004-07-09,663.977
2004-07-12,656.322
2004-07-13,649.477
2004-07-14,646.558
2004-07-15,642.407
2004-07-16,641.335
2004-07-19,633.309
2004-07-20,639.511
2004-07-21,639.703
2004-07-22,629.617
2004-07-23,625.77
2004-07-26,609.929
2004-07-27,611.324
2004-07-28,588.115
2004-07-29,594.948
2004-07-30,595.588
2004-08-02,592.209
2004-08-03,583.48
2004-08-04,577.82
2004-08-05,584.831
2004-08-06,583.584
2004-08-09,569.259
2004-08-10,564.582
2004-08-11,546.264
2004-08-12,540.067
2004-08-13,539.775
2004-08-16,542.562
2004-08-17,556.749
2004-08-18,556.225
2004-08-19,563.789
2004-08-20,564.773
2004-08-23,564.87
2004-08-24,568.252
2004-08-25,568.845
2004-08-26,572.649
2004-08-27,572.909
2004-08-30,570.297
2004-08-31,564.161
2004-09-01,556.899
2004-09-02,555.46
2004-09-03,551.814
2004-09-06,557.107
2004-09-07,564.216
2004-09-08,569.917
2004-09-09,571.636
2004-09-10,576.036
2004-09-13,578.725
2004-09-14,580.177
2004-09-15,577.971
2004-09-16,578.879
2004-09-17,579.046
2004-09-20,584.167
2004-09-21,584.161
2004-09-22,579.728
2004-09-23,563.127
2004-09-24,561.299
2004-09-27,562.799
2004-09-28,558.663
2004-09-29,558.683
2004-09-30,559.502
2004-10-01,565.864
2004-10-04,578.96
2004-10-05,575.392
2004-10-06,576.021
2004-10-07,574.447
2004-10-08,572.773
2004-10-11,560.644
2004-10-12,552.605
2004-10-13,554.166
2004-10-14,550.851
2004-10-15,549.576
2004-10-18,551.189
2004-10-19,553.364
2004-10-20,555.609
2004-10-21,563.323
2004-10-22,560.899
2004-10-25,560.81
2004-10-26,565.523
2004-10-27,569.108
2004-10-28,568.137
2004-10-29,570.385
2004-11-01,581.069
2004-11-02,567.21
2004-11-03,573.017
2004-11-04,577.516
2004-11-05,580.673
2004-11-08,579.274
2004-11-09,583.891
2004-11-10,586.219
2004-11-11,596.209
2004-11-12,599.556
2004-11-15,615.345
2004-11-16,618.95
2004-11-17,624.547
2004-11-18,629.316
2004-11-19,628.435
2004-11-22,620.456
2004-11-23,620.142
2004-11-24,622.181
2004-11-25,627.369
2004-11-26,627.66
2004-11-29,622.311
2004-11-30,621.454
2004-12-01,625.972
2004-12-02,630.698
2004-12-03,632.026
2004-12-06,646.587
2004-12-07,649.278
2004-12-08,645.529
2004-12-09,646.202
2004-12-10,645.578
2004-12-13,659.669
2004-12-14,664.691
2004-12-15,665.05
2004-12-16,661.596
2004-12-17,660.902
2004-12-20,663.578
2004-12-21,658.591
2004-12-22,660.48
2004-12-23,663.077
2004-12-24,665.438
2004-12-27,669.82
2004-12-28,665.978
2004-12-29,665.654
2004-12-30,670.575
2004-12-31,674.142
2005-01-03,675.234
2005-01-04,661.864
2005-01-05,646.823
2005-01-06,649.692
2005-01-07,650.871
2005-01-10,662.162
2005-01-11,664.138
2005-01-12,668.213
2005-01-13,664.067
2005-01-14,663.976
2005-01-17,653.787
2005-01-18,653.886
2005-01-19,660.027
2005-01-20,661.318
2005-01-21,662.099
2005-01-24,657.687
2005-01-25,649.864
2005-01-26,654.848
2005-01-27,651.016
2005-01-28,649.995
2005-01-31,668.756
2005-02-01,669.932
2005-02-02,677.615
2005-02-03,684.382
2005-02-04,689.489
2005-02-07,685.089
2005-02-08,684.786
2005-02-09,679.165
2005-02-10,675.755
2005-02-11,677.669
2005-02-14,688.231
2005-02-15,671.826
2005-02-16,671.51
2005-02-17,669.161
2005-02-18,670.123
2005-02-21,660.904
2005-02-22,654.421
2005-02-23,657.754
2005-02-24,661.129
2005-02-25,661.192
2005-02-28,689.05
2005-03-01,690.996
2005-03-02,686.796
2005-03-03,690.516
2005-03-04,691.738
2005-03-07,695.501
2005-03-08,701.22
2005-03-09,699.22
2005-03-10,702.113
2005-03-11,702.947
2005-03-14,705.493
2005-03-15,697.89
2005-03-16,689.732
2005-03-17,691.525
2005-03-18,690.74
2005-03-21,689.047
2005-03-22,686.11
2005-03-23,672.453
2005-03-24,672.92
2005-03-25,673.228
2005-03-28,684.962
2005-03-29,681.239
2005-03-30,676.793
2005-03-31,687.185
2005-04-01,687.597
2005-04-04,680.333
2005-04-05,689.736
2005-04-06,695.259
2005-04-07,700.519
2005-04-08,698.286
2005-04-11,704.241
2005-04-12,703.938
2005-04-13,702.641
2005-04-14,700.497
2005-04-15,696.619
2005-04-18,692.906
2005-04-19,698.015
2005-04-20,694.285
2005-04-21,698.904
2005-04-22,698.201
2005-04-25,696.271
2005-04-26,691.145
2005-04-27,686.345
2005-04-28,685.84
2005-04-29,688.147
2005-05-02,694.996
2005-05-03,687.154
2005-05-04,698.754
2005-05-05,705.748
2005-05-06,705.555
2005-05-09,712.085
2005-05-10,715.305
2005-05-11,715.507
2005-05-12,714.007
2005-05-13,714.005
2005-05-16,719.979
2005-05-17,721.755
2005-05-18,723.927
2005-05-19,725.753
2005-05-20,724.142
2005-05-23,717.131
2005-05-24,719.268
2005-05-25,726.092
2005-05-26,731.054
2005-05-27,729.807
2005-05-30,729.303
2005-05-31,724.932
2005-06-01,725.42
2005-06-02,731.739
2005-06-03,730.298
2005-06-06,713.577
2005-06-07,715.577
2005-06-08,720.378
2005-06-09,715.516
2005-06-10,714.413
2005-06-13,712.515
2005-06-14,708.707
2005-06-15,705.308
2005-06-16,701.558
2005-06-17,702.706
2005-06-20,682.537
2005-06-21,688.135
2005-06-22,687.399
2005-06-23,676.995
2005-06-24,674.355
2005-06-27,663.011
2005-06-28,668.016
2005-06-29,670.852
2005-06-30,666.283
2005-07-01,666.23
2005-07-04,664.646
2005-07-05,659.443
2005-07-06,664.444
2005-07-07,654.404
2005-07-08,655.302
2005-07-11,677.61
2005-07-12,678.058
2005-07-13,675.435
2005-07-14,676.289
2005-07-15,674.418
2005-07-18,667.732
2005-07-19,678.201
2005-07-20,688.573
2005-07-21,692.054
2005-07-22,691.984
2005-07-25,708.231
2005-07-26,701.006
2005-07-27,702.906
2005-07-28,703.033
2005-07-29,702.655
2005-08-01,698.049
2005-08-02,716.102
2005-08-03,715.438
2005-08-04,716.098
2005-08-05,716.849
2005-08-08,710.207
2005-08-09,703.774
2005-08-10,710.004
2005-08-11,708.628
2005-08-12,707.302
2005-08-15,716.397
2005-08-16,713.351
2005-08-17,724.267
2005-08-18,732.953
2005-08-19,732.553
2005-08-22,729.923
2005-08-23,723.62
2005-08-24,716.234
2005-08-25,712.733
2005-08-26,710.555
2005-08-29,709.795
2005-08-30,715.552
2005-08-31,716.567
2005-09-01,727.83
2005-09-02,728.667
2005-09-05,735.18
2005-09-06,744.761
2005-09-07,739.708
2005-09-08,740.18
2005-09-09,741.497
2005-09-12,742.304
2005-09-13,742.99
2005-09-14,745.605
2005-09-15,742.945
2005-09-16,743.246
2005-09-19,738.15
2005-09-20,739.522
2005-09-21,732.266
2005-09-22,727.295
2005-09-23,726.009
2005-09-26,730.463
2005-09-27,736.028
2005-09-28,740.044
2005-09-29,744.09
2005-09-30,747.494
2005-10-03,748.809
2005-10-04,748.834
2005-10-05,746.337
2005-10-06,747.684
2005-10-07,746.408
2005-10-10,751.713
2005-10-11,743.342
2005-10-12,737.064
2005-10-13,735.468
2005-10-14,738.92
2005-10-17,736.583
2005-10-18,736.479
2005-10-19,733.541
2005-10-20,749.762
2005-10-21,754.608
2005-10-24,765.69
2005-10-25,767.978
2005-10-26,773.02
2005-10-27,767.067
2005-10-28,765.243
2005-10-31,768.214
2005-11-01,777.359
2005-11-02,775.227
2005-11-03,778.345
2005-11-04,778.685
2005-11-07,776.128
2005-11-08,772.914
