Date,FINLAND LARGE GROWTH Large Cap
2004-08-31,397.521
2004-09-30,467.911
2004-10-29,522.916
2004-11-30,553.127
2004-12-31,537.041
2005-01-31,520.796
2005-02-28,554.224
2005-03-31,528.518
2005-04-29,555.703
2005-05-31,588.459
2005-06-30,585.856
2005-07-29,558.933
2005-08-31,544.871
2005-09-30,587.228
2005-10-31,580.869
2005-11-30,597.291
2005-12-30,636.748
2006-01-31,638.535
2006-02-28,654.018
2006-03-31,737.831
2006-04-28,811.628
2006-05-31,766.168
2006-06-30,728.475
2006-07-31,707.462
2006-08-31,747.093
2006-09-29,708.13
2006-10-31,708.484
2006-11-30,718.76
2006-12-29,728.67
2007-01-31,778.826
2007-02-28,777.566
2007-03-30,818.733
2007-04-30,909.065
2007-05-31,1000.0
2007-06-29,1026.328
2007-07-31,1058.23
2007-08-31,1203.249
2007-09-28,1384.551
2007-10-31,1444.955
2007-11-30,1461.741
2007-12-31,1420.468
2008-01-31,1318.653
2008-02-29,1339.704
2008-03-31,1168.884
2008-04-30,1136.889
2008-05-30,1106.941
2008-06-30,962.75
2008-07-31,1054.068
2008-08-29,964.461
2008-09-30,703.713
2008-10-31,589.8
2008-11-28,531.46
2008-12-31,580.024
2009-01-30,472.27
2009-02-27,374.987
2009-03-31,454.08
2009-04-30,569.671
2009-05-29,615.606
2009-06-30,590.08
2009-07-31,548.056
2009-08-31,584.436
2009-09-30,616.235
2009-10-30,543.122
2009-11-30,556.97
2009-12-31,573.362
2010-01-29,572.429
2010-02-26,570.362
2010-03-31,623.971
2010-04-30,610.297
2010-11-30,1000.0
2010-12-31,1077.165
2011-01-31,1102.992
2011-02-28,1127.749
2011-03-31,1193.237
2011-04-29,1310.022
2011-05-31,1297.084
2011-06-30,1292.919
2011-07-29,1194.807
2011-08-31,1222.026
2011-09-30,988.549
2011-10-31,1146.515
2011-11-30,1156.67
2011-12-30,1075.012
2012-01-31,1113.948
2012-02-29,1243.173
2012-03-30,1203.017
2012-04-30,1226.328
2012-05-31,1070.583
2012-06-29,1140.83
2012-07-31,1095.093
2012-08-31,1135.919
2012-09-28,1212.773
2012-10-31,1256.888
2012-11-30,1276.687
2012-12-31,1253.717
2013-01-31,1405.31
2013-02-28,1420.714
2013-03-29,1380.818
2013-04-30,1549.42
2013-05-31,1548.082
2013-06-28,1390.919
2013-07-31,1301.02
2013-08-30,1430.628
2013-09-30,1564.747
2013-10-31,1547.681
2013-11-29,1629.064
2013-12-31,1618.782
2014-01-31,1424.91
2014-02-28,1536.731
2014-03-31,1521.119
2014-04-30,1539.128
2014-05-30,1587.69
2014-06-30,1590.999
2014-07-31,1647.741
2014-08-29,1721.829
2014-09-30,1710.98
2014-10-31,1717.172
2014-11-28,1754.43
2014-12-31,1692.214
2015-01-30,1653.264
2015-02-27,1731.232
2015-03-31,1647.295
2015-04-30,1507.171
2015-05-29,1590.719
2015-06-30,1501.346
2015-07-31,1567.705
2015-08-31,1411.494
2015-09-30,1471.214
2015-10-30,1631.242
2015-11-30,1590.595
2015-12-31,1581.376
2016-01-29,1574.563
2016-02-29,1414.372
2016-03-31,1443.229
2016-04-29,1408.717
2016-05-31,1395.637
2016-06-30,1352.427
2016-07-29,1494.64
2016-08-31,1480.736
2016-09-30,1498.078
2016-10-31,1356.469
2016-11-30,1301.081
2016-12-30,1325.099
2017-01-31,1336.332
2017-02-28,1325.24
2017-03-31,1348.872
2017-04-28,1403.368
2017-05-31,1519.816
2017-06-30,1556.535
2017-07-31,1589.862
2017-08-31,1660.405
2017-09-29,1622.794
2017-10-31,1658.725
2017-11-30,1579.733
2017-12-29,1535.83
2018-01-31,1607.927
2018-02-28,1770.79
2018-03-30,1678.187
2018-04-30,1777.805
2018-05-31,1767.775
2018-06-29,1822.848
2018-07-31,1957.711
2018-08-31,1935.102
2018-09-28,1911.424
2018-10-31,1743.053
2018-11-30,1771.784
2018-12-31,1735.397
2019-01-31,1781.225
2019-02-28,1832.529
2019-03-29,1867.571
2019-04-30,2004.835
2019-05-31,1994.366
2019-06-28,2094.991
2019-07-31,2063.979
2019-08-30,2017.586
2019-09-30,2054.331
2019-10-31,2262.367
2019-11-29,2203.768
2019-12-31,2294.801
2020-01-31,2393.55
2020-02-28,2249.175
2020-03-31,1981.507
2020-04-30,2184.968
2020-05-29,2440.099
2020-06-30,2523.498
2020-07-31,2855.079
2020-08-31,3069.816
2020-09-30,2845.912
2020-10-30,2624.433
2020-11-30,3121.638
2020-12-31,3154.46
2021-01-29,3343.636
2021-02-26,3062.418
2021-03-31,2867.302
2021-04-30,3169.54
2021-05-31,3341.309
2021-06-30,3265.898
2021-07-30,3331.982
2021-08-31,3390.67
2021-09-30,3075.588
2021-10-29,3096.751
2021-11-30,2823.821
2021-12-31,3064.546
2022-01-31,2782.358
2022-02-28,2517.292
2022-03-31,2697.283
2022-04-29,2514.322
2022-05-31,2594.406
2022-06-30,2461.33
2022-07-29,2741.907
2022-08-31,2624.622
2022-09-30,2348.323
2022-10-31,2385.845
2022-11-30,2725.625
2022-12-30,2550.395
2023-01-31,2654.896
2023-02-28,2664.512
2023-03-31,2761.38
2023-04-28,2784.577
2023-05-31,2240.213
2023-06-30,2295.508
2023-07-31,2226.558
2023-08-31,2112.095
2023-09-29,1987.256
2023-10-31,1987.213
2023-11-30,2171.85
2023-12-29,2434.39
2024-01-31,2435.187
2024-02-29,2387.974
2024-03-29,2364.303
2024-04-30,2485.1
2024-05-31,2577.639
2024-11-29,1015.703
2024-12-31,953.984
2025-01-31,1018.846
2025-02-28,1104.907
2025-03-31,1112.649
2025-04-30,1255.192
2025-05-30,1261.356
2025-06-30,1328.977
