Date,UNITED KINGDOM SMALL VALUE Small Cap
2001-08-02,282.043
2001-08-03,281.292
2001-08-06,278.765
2001-08-07,277.409
2001-08-08,276.374
2001-08-09,275.421
2001-08-10,277.291
2001-08-13,277.073
2001-08-14,278.738
2001-08-15,282.9
2001-08-16,284.012
2001-08-17,284.228
2001-08-20,285.214
2001-08-21,287.772
2001-08-22,289.695
2001-08-23,287.481
2001-08-24,288.25
2001-08-27,287.553
2001-08-28,288.753
2001-08-29,289.235
2001-08-30,287.776
2001-08-31,286.727
2001-09-03,285.759
2001-09-04,284.615
2001-09-05,284.392
2001-09-06,280.998
2001-09-07,280.44
2001-09-10,274.331
2001-09-11,270.088
2001-09-12,263.142
2001-09-13,265.79
2001-09-14,263.853
2001-09-17,259.057
2001-09-18,253.223
2001-09-19,251.186
2001-09-20,240.699
2001-09-21,229.062
2001-09-24,234.361
2001-09-25,236.582
2001-09-26,239.67
2001-09-27,239.019
2001-09-28,239.633
2001-10-01,241.234
2001-10-02,239.108
2001-10-03,240.378
2001-10-04,244.517
2001-10-05,246.355
2001-10-08,242.395
2001-10-09,242.573
2001-10-10,242.017
2001-10-11,246.484
2001-10-12,248.266
2001-10-15,247.368
2001-10-16,248.99
2001-10-17,252.527
2001-10-18,249.93
2001-10-19,247.916
2001-10-22,245.071
2001-10-23,245.288
2001-10-24,245.798
2001-10-25,247.785
2001-10-26,248.273
2001-10-29,250.897
2001-10-30,247.986
2001-10-31,248.234
2001-11-01,249.666
2001-11-02,250.662
2001-11-05,251.351
2001-11-06,253.59
2001-11-07,255.269
2001-11-08,257.687
2001-11-09,259.83
2001-11-12,257.822
2001-11-13,258.49
2001-11-14,262.17
2001-11-15,263.183
2001-11-16,262.851
2001-11-19,263.72
2001-11-20,263.98
2001-11-21,262.874
2001-11-22,263.828
2001-11-23,263.28
2001-11-26,265.403
2001-11-27,264.628
2001-11-28,265.102
2001-11-29,263.859
2001-11-30,265.226
2001-12-03,263.654
2001-12-04,263.738
2001-12-05,265.308
2001-12-06,270.815
2001-12-07,272.711
2001-12-10,272.709
2001-12-11,272.108
2001-12-12,272.861
2001-12-13,271.613
2001-12-14,271.948
2001-12-17,273.198
2001-12-18,273.374
2001-12-19,271.447
2001-12-20,270.561
2001-12-21,268.791
2001-12-24,269.488
2001-12-25,269.483
2001-12-26,271.06
2001-12-27,272.576
2001-12-28,272.543
2001-12-31,276.639
2002-01-01,276.65
2002-01-02,275.552
2002-01-03,277.62
2002-01-04,280.538
2002-01-07,281.088
2002-01-08,280.904
2002-01-09,278.63
2002-01-10,278.565
2002-01-11,278.598
2002-01-14,279.104
2002-01-15,277.762
2002-01-16,274.175
2002-01-17,273.938
2002-01-18,273.916
2002-01-21,274.426
2002-01-22,273.449
2002-01-23,271.65
2002-01-24,271.691
2002-01-25,268.667
2002-01-28,267.7
2002-01-29,267.184
2002-01-30,264.392
2002-01-31,265.567
2002-02-01,267.022
2002-02-04,267.328
2002-02-05,266.169
2002-02-06,265.238
2002-02-07,265.18
2002-02-08,267.378
2002-02-11,269.225
2002-02-12,271.63
2002-02-13,271.532
2002-02-14,271.392
2002-02-15,272.732
2002-02-18,272.243
2002-02-19,270.715
2002-02-20,269.056
2002-02-21,269.114
2002-02-22,269.007
2002-02-25,269.515
2002-02-26,270.856
2002-02-27,271.904
2002-02-28,271.787
2002-03-01,273.33
2002-03-04,277.44
2002-03-05,278.63
2002-03-06,278.942
2002-03-07,282.195
2002-03-08,282.972
2002-03-11,283.46
2002-03-12,280.41
2002-03-13,281.0
2002-03-14,282.7
2002-03-15,282.731
2002-03-18,283.836
2002-03-19,284.159
2002-03-20,285.617
2002-03-21,286.365
2002-03-22,286.784
2002-03-25,287.006
2002-03-26,285.829
2002-03-27,285.749
2002-03-28,286.848
2002-03-29,286.881
2002-04-01,290.498
2002-04-02,292.126
2002-04-03,291.583
2002-04-04,292.028
2002-04-05,292.818
2002-04-08,291.201
2002-04-09,291.999
2002-04-10,293.307
2002-04-11,294.463
2002-04-12,294.063
2002-04-15,294.867
2002-04-16,296.148
2002-04-17,298.246
2002-04-18,300.425
2002-04-19,301.412
2002-04-22,303.097
2002-04-23,303.072
2002-04-24,304.003
2002-04-25,303.941
2002-04-26,304.103
2002-04-29,305.151
2002-04-30,305.531
2002-05-01,307.675
2002-05-02,309.971
2002-05-03,311.765
2002-05-06,312.14
2002-05-07,310.19
2002-05-08,310.596
2002-05-09,309.745
2002-05-10,310.409
2002-05-13,309.876
2002-05-14,307.797
2002-05-15,309.942
2002-05-16,309.607
2002-05-17,311.548
2002-05-20,312.032
2002-05-21,311.093
2002-05-22,310.843
2002-05-23,308.253
2002-05-24,309.501
2002-05-27,309.994
2002-05-28,309.323
2002-05-29,307.705
2002-05-30,308.034
2002-05-31,307.98
2002-06-03,307.801
2002-06-04,308.171
2002-06-05,304.972
2002-06-06,306.375
2002-06-07,304.964
2002-06-10,304.949
2002-06-11,306.354
2002-06-12,305.682
2002-06-13,303.31
2002-06-14,295.447
2002-06-17,297.736
2002-06-18,297.928
2002-06-19,293.889
2002-06-20,292.336
2002-06-21,293.696
2002-06-24,293.454
2002-06-25,294.325
2002-06-26,293.516
2002-06-27,293.951
2002-06-28,296.037
2002-07-01,297.068
2002-07-02,292.911
2002-07-03,286.979
2002-07-04,287.894
2002-07-05,290.145
2002-07-08,294.173
2002-07-09,293.178
2002-07-10,288.668
2002-07-11,280.707
2002-07-12,280.267
2002-07-15,275.394
2002-07-16,271.052
2002-07-17,271.321
2002-07-18,275.732
2002-07-19,273.642
2002-07-22,267.478
2002-07-23,261.938
2002-07-24,257.619
2002-07-25,260.993
2002-07-26,258.459
2002-07-29,262.403
2002-07-30,265.658
2002-07-31,266.349
2002-08-01,261.666
2002-08-02,263.057
2002-08-05,258.128
2002-08-06,253.029
2002-08-07,255.334
2002-08-08,257.599
2002-08-09,258.338
2002-08-12,258.926
2002-08-13,260.672
2002-08-14,261.804
2002-08-15,263.081
2002-08-16,265.062
2002-08-19,266.805
2002-08-20,265.916
2002-08-21,269.162
2002-08-22,270.801
2002-08-23,270.416
2002-08-26,271.0
2002-08-27,274.23
2002-08-28,271.045
2002-08-29,269.707
2002-08-30,269.72
2002-09-02,269.898
2002-09-03,269.01
2002-09-04,266.663
2002-09-05,264.101
2002-09-06,265.187
2002-09-09,263.924
2002-09-10,265.354
2002-09-11,266.232
2002-09-12,265.286
2002-09-13,263.487
2002-09-16,260.715
2002-09-17,258.314
2002-09-18,255.576
2002-09-19,252.929
2002-09-20,252.854
2002-09-23,249.782
2002-09-24,243.751
2002-09-25,246.764
2002-09-26,249.04
2002-09-27,249.627
2002-09-30,246.154
2002-10-01,245.284
2002-10-02,245.516
2002-10-03,244.968
2002-10-04,242.629
2002-10-07,241.404
2002-10-08,238.996
2002-10-09,238.061
2002-10-10,235.657
2002-10-11,241.096
2002-10-14,238.627
2002-10-15,244.757
2002-10-16,244.804
2002-10-17,245.892
2002-10-18,245.416
2002-10-21,246.198
2002-10-22,247.008
2002-10-23,246.75
2002-10-24,247.411
2002-10-25,247.78
2002-10-28,249.309
2002-10-29,247.325
2002-10-30,247.612
2002-10-31,251.011
2002-11-01,250.648
2002-11-04,253.053
2002-11-05,253.548
2002-11-06,255.07
2002-11-07,259.285
2002-11-08,259.699
2002-11-11,257.785
2002-11-12,258.497
2002-11-13,256.485
2002-11-14,254.56
2002-11-15,255.743
2002-11-18,258.726
2002-11-19,258.633
2002-11-20,254.829
2002-11-21,258.3
2002-11-22,259.09
2002-11-25,254.678
2002-11-26,252.048
2002-11-27,252.091
2002-11-28,257.59
2002-11-29,257.764
2002-12-02,257.896
2002-12-03,257.479
2002-12-04,256.774
2002-12-05,255.766
2002-12-06,255.493
2002-12-09,254.241
2002-12-10,252.273
2002-12-11,253.101
2002-12-12,249.01
2002-12-13,248.904
2002-12-16,250.126
2002-12-17,249.466
2002-12-18,248.779
2002-12-19,249.462
2002-12-20,250.419
2002-12-23,249.355
2002-12-24,249.834
2002-12-25,249.834
2002-12-26,249.787
2002-12-27,249.823
2002-12-30,252.6
2002-12-31,254.368
2003-01-01,254.356
2003-01-02,254.138
2003-01-03,256.214
2003-01-06,256.017
2003-01-07,254.673
2003-01-08,251.922
2003-01-09,253.741
2003-01-10,255.99
2003-01-13,255.421
2003-01-14,255.189
2003-01-15,253.471
2003-01-16,254.701
2003-01-17,254.992
2003-01-20,253.078
2003-01-21,252.814
2003-01-22,251.616
2003-01-23,251.095
2003-01-24,250.472
2003-01-27,243.35
2003-01-28,241.767
2003-01-29,238.913
2003-01-30,241.639
2003-01-31,241.464
2003-02-03,244.019
2003-02-04,243.778
2003-02-05,245.943
2003-02-06,243.555
2003-02-07,242.991
2003-02-10,242.575
2003-02-11,241.796
2003-02-12,238.67
2003-02-13,238.727
2003-02-14,236.558
2003-02-17,237.882
2003-02-18,236.731
2003-02-19,237.799
2003-02-20,237.138
2003-02-21,236.73
2003-02-24,237.247
2003-02-25,231.684
2003-02-26,232.355
2003-02-27,231.991
2003-02-28,233.999
2003-03-03,237.021
2003-03-04,235.529
2003-03-05,235.936
2003-03-06,235.993
2003-03-07,232.134
2003-03-10,230.436
2003-03-11,227.914
2003-03-12,225.917
2003-03-13,227.531
2003-03-14,227.911
2003-03-17,229.659
2003-03-18,232.744
2003-03-19,233.375
2003-03-20,234.56
2003-03-21,237.244
2003-03-24,235.146
2003-03-25,233.396
2003-03-26,235.344
2003-03-27,233.328
2003-03-28,232.82
2003-03-31,231.495
2003-04-01,230.318
2003-04-02,233.343
2003-04-03,233.848
2003-04-04,233.958
2003-04-07,237.892
2003-04-08,236.949
2003-04-09,237.771
2003-04-10,241.615
2003-04-11,242.543
2003-04-14,244.49
2003-04-15,246.412
2003-04-16,249.38
2003-04-17,250.912
2003-04-18,250.912
2003-04-21,248.604
2003-04-22,252.162
2003-04-23,258.052
2003-04-24,258.512
2003-04-25,255.777
2003-04-28,256.778
2003-04-29,258.915
2003-04-30,263.018
2003-05-01,264.343
2003-05-02,266.233
2003-05-05,266.805
2003-05-06,273.367
2003-05-07,273.678
2003-05-08,271.618
2003-05-09,273.243
2003-05-12,277.804
2003-05-13,280.14
2003-05-14,283.13
2003-05-15,287.233
2003-05-16,291.93
2003-05-19,289.73
2003-05-20,290.333
2003-05-21,288.966
2003-05-22,289.448
2003-05-23,290.318
2003-05-26,290.507
2003-05-27,290.341
2003-05-28,294.403
2003-05-29,299.295
2003-05-30,298.722
2003-06-02,301.58
2003-06-03,299.17
2003-06-04,301.617
2003-06-05,308.942
2003-06-06,317.24
2003-06-09,311.654
2003-06-10,309.114
2003-06-11,313.891
2003-06-12,316.817
2003-06-13,316.242
2003-06-16,319.176
2003-06-17,323.515
2003-06-18,321.18
2003-06-19,318.719
2003-06-20,316.33
2003-06-23,314.656
2003-06-24,309.828
2003-06-25,312.389
2003-06-26,309.342
2003-06-27,307.844
2003-06-30,308.305
2003-07-01,308.602
2003-07-02,310.846
2003-07-03,313.897
2003-07-04,313.269
2003-07-07,313.423
2003-07-08,314.95
2003-07-09,314.825
2003-07-10,314.988
2003-07-11,314.732
2003-07-14,317.114
2003-07-15,314.008
2003-07-16,311.46
2003-07-17,309.438
2003-07-18,309.13
2003-07-21,311.768
2003-07-22,313.014
2003-07-23,315.95
2003-07-24,318.838
2003-07-25,321.591
2003-07-28,323.655
2003-07-29,324.496
2003-07-30,324.155
2003-07-31,323.87
2003-08-01,324.926
2003-08-04,325.163
2003-08-05,325.189
2003-08-06,323.454
2003-08-07,325.147
2003-08-08,324.55
2003-08-11,324.53
2003-08-12,325.947
2003-08-13,330.052
2003-08-14,330.7
2003-08-15,333.464
2003-08-18,333.709
2003-08-19,334.453
2003-08-20,334.434
2003-08-21,334.361
2003-08-22,333.759
2003-08-25,334.084
2003-08-26,331.37
2003-08-27,332.223
2003-08-28,332.278
2003-08-29,333.8
2003-09-01,334.868
2003-09-02,337.521
2003-09-03,340.774
2003-09-04,339.484
2003-09-05,340.221
2003-09-08,341.782
2003-09-09,341.405
2003-09-10,338.037
2003-09-11,337.448
2003-09-12,340.288
2003-09-15,339.873
2003-09-16,337.754
2003-09-17,341.901
2003-09-18,345.217
2003-09-19,348.031
2003-09-22,348.716
2003-09-23,348.392
2003-09-24,349.527
2003-09-25,347.886
2003-09-26,344.182
2003-09-29,345.009
2003-09-30,342.706
2003-10-01,346.047
2003-10-02,349.325
2003-10-03,352.225
2003-10-06,355.593
2003-10-07,355.109
2003-10-08,356.316
2003-10-09,359.929
2003-10-10,362.672
2003-10-13,365.28
2003-10-14,366.219
2003-10-15,369.936
2003-10-16,371.862
2003-10-17,369.741
2003-10-20,370.452
2003-10-21,371.263
2003-10-22,366.314
2003-10-23,361.337
2003-10-24,362.948
2003-10-27,363.745
2003-10-28,364.951
2003-10-29,366.62
2003-10-30,366.214
2003-10-31,366.159
2003-11-03,365.347
2003-11-04,365.732
2003-11-05,365.519
2003-11-06,364.174
2003-11-07,366.88
2003-11-10,366.504
2003-11-11,362.651
2003-11-12,367.189
2003-11-13,368.552
2003-11-14,368.654
2003-11-17,365.399
2003-11-18,367.653
2003-11-19,366.434
2003-11-20,364.324
2003-11-21,364.035
2003-11-24,364.336
2003-11-25,365.023
2003-11-26,368.588
2003-11-27,369.354
2003-11-28,371.267
2003-12-01,374.433
2003-12-02,377.778
2003-12-03,377.926
2003-12-04,376.825
2003-12-05,375.991
2003-12-08,376.693
2003-12-09,379.26
2003-12-10,376.616
2003-12-11,374.932
2003-12-12,376.286
2003-12-15,377.693
2003-12-16,375.909
2003-12-17,378.059
2003-12-18,380.959
2003-12-19,382.469
2003-12-22,382.639
2003-12-23,386.011
2003-12-24,388.32
2003-12-25,388.321
2003-12-26,388.749
2003-12-29,389.164
2003-12-30,393.317
2003-12-31,395.62
2004-01-01,395.641
2004-01-02,396.956
2004-01-05,401.705
2004-01-06,405.064
2004-01-07,405.363
2004-01-08,410.513
2004-01-09,415.491
2004-01-12,415.952
2004-01-13,417.714
2004-01-14,418.58
2004-01-15,416.06
2004-01-16,415.574
2004-01-19,414.128
2004-01-20,420.796
2004-01-21,424.47
2004-01-22,424.85
2004-01-23,420.94
2004-01-26,417.535
2004-01-27,418.564
2004-01-28,419.919
2004-01-29,412.741
2004-01-30,417.663
2004-02-02,419.68
2004-02-03,423.292
2004-02-04,419.485
2004-02-05,424.181
2004-02-06,428.781
2004-02-09,433.495
2004-02-10,434.411
2004-02-11,436.633
2004-02-12,444.867
2004-02-13,445.587
2004-02-16,446.706
2004-02-17,451.075
2004-02-18,453.294
2004-02-19,451.381
2004-02-20,447.666
2004-02-23,447.303
2004-02-24,450.093
2004-02-25,447.627
2004-02-26,442.962
2004-02-27,443.558
2004-03-01,450.64
2004-03-02,447.74
2004-03-03,439.888
2004-03-04,440.189
2004-03-05,447.62
2004-03-08,448.88
2004-03-09,445.882
2004-03-10,434.176
2004-03-11,425.327
2004-03-12,428.328
2004-03-15,424.354
2004-03-16,428.809
2004-03-17,431.433
2004-03-18,435.453
2004-03-19,438.698
2004-03-22,435.347
2004-03-23,435.505
2004-03-24,433.95
2004-03-25,433.079
2004-03-26,431.146
2004-03-29,435.987
2004-03-30,439.523
2004-03-31,443.029
2004-04-01,449.354
2004-04-02,445.511
2004-04-05,441.233
2004-04-06,445.16
2004-04-07,448.939
2004-04-08,448.697
2004-04-09,448.697
2004-04-12,448.698
2004-04-13,444.447
2004-04-14,431.302
2004-04-15,429.54
2004-04-16,434.081
2004-04-19,438.777
2004-04-20,438.24
2004-04-21,431.12
2004-04-22,431.195
2004-04-23,434.495
2004-04-26,439.136
2004-04-27,439.522
2004-04-28,432.864
2004-04-29,430.087
2004-04-30,426.504
2004-05-03,426.819
2004-05-04,433.366
2004-05-05,431.883
2004-05-06,430.242
2004-05-07,424.281
2004-05-10,410.952
2004-05-11,409.673
2004-05-12,412.765
2004-05-13,412.239
2004-05-14,409.779
2004-05-17,406.204
2004-05-18,409.595
2004-05-19,417.624
2004-05-20,411.663
2004-05-21,416.622
2004-05-24,416.888
2004-05-25,421.079
2004-05-26,425.915
2004-05-27,430.367
2004-05-28,431.902
2004-05-31,431.903
2004-06-01,431.542
2004-06-02,434.739
2004-06-03,434.399
2004-06-04,436.912
2004-06-07,438.816
2004-06-08,440.13
2004-06-09,439.41
2004-06-10,440.152
2004-06-11,436.961
2004-06-14,432.67
2004-06-15,433.079
2004-06-16,437.238
2004-06-17,439.942
2004-06-18,440.936
2004-06-21,441.041
2004-06-22,438.202
2004-06-23,438.707
2004-06-24,437.667
2004-06-25,440.873
2004-06-28,444.918
2004-06-29,440.775
2004-06-30,443.44
2004-07-01,442.664
2004-07-02,444.188
2004-07-05,442.247
2004-07-06,442.281
2004-07-07,444.791
2004-07-08,444.047
2004-07-09,442.86
2004-07-12,444.982
2004-07-13,444.727
2004-07-14,442.256
2004-07-15,439.99
2004-07-16,446.687
2004-07-19,445.975
2004-07-20,441.649
2004-07-21,438.88
2004-07-22,437.369
2004-07-23,432.907
2004-07-26,432.174
2004-07-27,430.471
2004-07-28,430.751
2004-07-29,431.989
2004-07-30,432.673
2004-08-02,435.096
2004-08-03,435.577
2004-08-04,431.349
2004-08-05,432.308
2004-08-06,433.551
2004-08-09,428.519
2004-08-10,431.14
2004-08-11,428.311
2004-08-12,428.195
2004-08-13,431.839
2004-08-16,432.857
2004-08-17,431.265
2004-08-18,431.139
2004-08-19,435.696
2004-08-20,433.078
2004-08-23,436.115
2004-08-24,432.801
2004-08-25,433.812
2004-08-26,435.042
2004-08-27,435.995
2004-08-30,435.876
2004-08-31,437.716
2004-09-01,437.923
2004-09-02,438.552
2004-09-03,436.52
2004-09-06,440.196
2004-09-07,438.195
2004-09-08,442.807
2004-09-09,442.419
2004-09-10,448.001
2004-09-13,447.88
2004-09-14,447.295
2004-09-15,441.369
2004-09-16,445.585
2004-09-17,447.748
2004-09-20,445.168
2004-09-21,447.272
2004-09-22,447.67
2004-09-23,444.095
2004-09-24,446.91
2004-09-27,448.955
2004-09-28,451.924
2004-09-29,452.225
2004-09-30,454.135
2004-10-01,454.266
2004-10-04,454.57
2004-10-05,453.987
2004-10-06,452.405
2004-10-07,453.04
2004-10-08,456.563
2004-10-11,457.126
2004-10-12,451.662
2004-10-13,449.299
2004-10-14,450.214
2004-10-15,453.906
2004-10-18,451.274
2004-10-19,454.44
2004-10-20,453.519
2004-10-21,457.293
2004-10-22,457.685
2004-10-25,458.295
2004-10-26,460.697
2004-10-27,463.229
2004-10-28,461.705
2004-10-29,461.612
2004-11-01,464.315
2004-11-02,468.361
2004-11-03,473.622
2004-11-04,474.296
2004-11-05,478.746
2004-11-08,479.437
2004-11-09,478.709
2004-11-10,478.572
2004-11-11,479.658
2004-11-12,484.701
2004-11-15,485.539
2004-11-16,484.197
2004-11-17,487.764
2004-11-18,486.928
2004-11-19,488.65
2004-11-22,485.165
2004-11-23,490.897
2004-11-24,493.776
2004-11-25,496.981
2004-11-26,498.499
2004-11-29,498.624
2004-11-30,503.108
2004-12-01,509.342
2004-12-02,511.287
2004-12-03,518.147
2004-12-06,516.981
2004-12-07,520.477
2004-12-08,517.169
2004-12-09,514.07
2004-12-10,515.896
2004-12-13,521.911
2004-12-14,521.29
2004-12-15,531.642
2004-12-16,530.908
2004-12-17,529.134
2004-12-20,534.809
2004-12-21,530.125
2004-12-22,529.199
2004-12-23,533.196
2004-12-24,534.628
2004-12-27,536.709
2004-12-28,535.391
2004-12-29,533.853
2004-12-30,537.436
2004-12-31,537.531
2005-01-03,532.861
2005-01-04,531.941
2005-01-05,528.106
2005-01-06,525.213
2005-01-07,526.017
2005-01-10,526.771
2005-01-11,526.862
2005-01-12,535.308
2005-01-13,534.85
2005-01-14,534.111
2005-01-17,532.389
2005-01-18,532.929
2005-01-19,538.203
2005-01-20,537.642
2005-01-21,536.895
2005-01-24,537.826
2005-01-25,536.605
2005-01-26,541.973
2005-01-27,543.003
2005-01-28,541.617
2005-01-31,548.179
2005-02-01,550.706
2005-02-02,555.505
2005-02-03,555.022
2005-02-04,560.657
2005-02-07,555.585
2005-02-08,557.133
2005-02-09,557.033
2005-02-10,560.763
2005-02-11,561.658
2005-02-14,567.083
2005-02-15,565.575
2005-02-16,558.955
2005-02-17,562.534
2005-02-18,563.734
2005-02-21,559.264
2005-02-22,559.158
2005-02-23,557.342
2005-02-24,557.762
2005-02-25,564.829
2005-02-28,568.2
2005-03-01,569.185
2005-03-02,565.129
2005-03-03,565.006
2005-03-04,572.975
2005-03-07,568.978
2005-03-08,572.763
2005-03-09,568.608
2005-03-10,567.135
2005-03-11,571.196
2005-03-14,566.547
2005-03-15,567.687
2005-03-16,569.688
2005-03-17,567.647
2005-03-18,566.962
2005-03-21,561.748
2005-03-22,559.6
2005-03-23,545.553
2005-03-24,548.274
2005-03-25,548.274
2005-03-28,547.028
2005-03-29,548.383
2005-03-30,548.954
2005-03-31,554.553
2005-04-01,558.007
2005-04-04,549.669
2005-04-05,555.225
2005-04-06,558.536
2005-04-07,559.333
2005-04-08,560.463
2005-04-11,563.852
2005-04-12,561.84
2005-04-13,566.225
2005-04-14,556.163
2005-04-15,553.508
2005-04-18,545.9
2005-04-19,554.355
2005-04-20,553.11
2005-04-21,551.046
2005-04-22,554.951
2005-04-25,553.256
2005-04-26,546.06
2005-04-27,539.37
2005-04-28,533.98
2005-04-29,534.141
2005-05-02,529.429
2005-05-03,532.378
2005-05-04,532.074
2005-05-05,536.527
2005-05-06,531.677
2005-05-09,528.828
2005-05-10,526.195
2005-05-11,522.34
2005-05-12,523.641
2005-05-13,520.443
2005-05-16,515.437
2005-05-17,519.287
2005-05-18,519.745
2005-05-19,525.485
2005-05-20,521.872
2005-05-23,527.738
2005-05-24,527.914
2005-05-25,530.754
2005-05-26,532.442
2005-05-27,534.787
2005-05-30,534.915
2005-05-31,535.139
2005-06-01,535.297
2005-06-02,537.436
2005-06-03,539.828
2005-06-06,539.174
2005-06-07,544.964
2005-06-08,547.634
2005-06-09,540.525
2005-06-10,541.702
2005-06-13,540.845
2005-06-14,541.342
2005-06-15,543.304
2005-06-16,547.723
2005-06-17,550.187
2005-06-20,549.13
2005-06-21,547.355
2005-06-22,551.131
2005-06-23,552.37
2005-06-24,549.053
2005-06-27,545.65
2005-06-28,545.537
2005-06-29,542.752
2005-06-30,542.586
2005-07-01,541.675
2005-07-04,537.899
2005-07-05,533.435
2005-07-06,540.959
2005-07-07,527.944
2005-07-08,534.25
2005-07-11,543.767
2005-07-12,547.208
2005-07-13,541.769
2005-07-14,540.406
2005-07-15,536.312
2005-07-18,532.922
2005-07-19,526.74
2005-07-20,526.154
2005-07-21,532.486
2005-07-22,533.363
2005-07-25,533.311
2005-07-26,532.765
2005-07-27,537.821
2005-07-28,541.763
2005-07-29,546.632
2005-08-01,550.38
2005-08-02,551.479
2005-08-03,556.47
2005-08-04,556.386
2005-08-05,554.117
2005-08-08,557.15
2005-08-09,557.017
2005-08-10,564.03
2005-08-11,563.864
2005-08-12,565.957
2005-08-15,563.776
2005-08-16,564.196
2005-08-17,562.504
2005-08-18,555.275
2005-08-19,557.456
2005-08-22,561.763
2005-08-23,562.904
2005-08-24,563.578
2005-08-25,563.53
2005-08-26,566.508
2005-08-29,564.675
2005-08-30,560.325
2005-08-31,566.418
2005-09-01,579.109
2005-09-02,583.522
2005-09-05,584.267
2005-09-06,584.269
2005-09-07,587.289
2005-09-08,584.107
2005-09-09,587.152
2005-09-12,584.27
2005-09-13,580.798
2005-09-14,584.712
2005-09-15,577.857
2005-09-16,578.938
2005-09-19,581.521
2005-09-20,580.962
2005-09-21,577.706
2005-09-22,570.224
2005-09-23,568.099
2005-09-26,568.705
2005-09-27,566.05
2005-09-28,567.641
2005-09-29,566.326
2005-09-30,571.237
2005-10-03,568.184
2005-10-04,570.603
2005-10-05,565.125
2005-10-06,561.616
2005-10-07,554.874
2005-10-10,553.148
2005-10-11,554.652
2005-10-12,553.898
2005-10-13,543.452
2005-10-14,549.255
2005-10-17,544.959
2005-10-18,542.846
2005-10-19,535.215
2005-10-20,540.684
2005-10-21,538.167
2005-10-24,543.404
2005-10-25,546.905
2005-10-26,551.929
2005-10-27,546.686
2005-10-28,542.512
2005-10-31,555.161
2005-11-01,557.121
2005-11-02,568.129
2005-11-03,574.64
2005-11-04,565.343
2005-11-07,567.294
2005-11-08,566.862
