Date,EM (EMERGING MARKETS) SMALL GROWTH Small Cap
2001-05-17,303.702
2001-05-18,303.519
2001-05-21,302.146
2001-05-22,302.689
2001-05-23,305.738
2001-05-24,307.767
2001-05-25,307.505
2001-05-28,306.53
2001-05-29,306.26
2001-05-30,304.875
2001-05-31,305.556
2001-06-01,303.255
2001-06-04,303.103
2001-06-05,302.334
2001-06-06,304.833
2001-06-07,305.046
2001-06-08,308.954
2001-06-11,307.632
2001-06-12,307.931
2001-06-13,307.808
2001-06-14,306.19
2001-06-15,305.757
2001-06-18,301.122
2001-06-19,299.487
2001-06-20,298.036
2001-06-21,298.899
2001-06-22,298.893
2001-06-25,298.966
2001-06-26,296.789
2001-06-27,296.919
2001-06-28,295.021
2001-06-29,297.916
2001-07-02,296.313
2001-07-03,294.211
2001-07-04,291.129
2001-07-05,289.546
2001-07-06,286.632
2001-07-09,284.401
2001-07-10,282.444
2001-07-11,276.393
2001-07-12,280.778
2001-07-13,278.218
2001-07-16,277.041
2001-07-17,277.098
2001-07-18,276.749
2001-07-19,276.523
2001-07-20,276.391
2001-07-23,274.115
2001-07-24,272.896
2001-07-25,271.147
2001-07-26,274.619
2001-07-27,275.764
2001-07-30,276.717
2001-07-31,275.836
2001-08-01,277.255
2001-08-02,278.628
2001-08-03,280.539
2001-08-06,278.457
2001-08-07,277.768
2001-08-08,278.119
2001-08-09,277.475
2001-08-10,278.302
2001-08-13,278.435
2001-08-14,280.513
2001-08-15,281.6
2001-08-16,282.221
2001-08-17,281.979
2001-08-20,280.98
2001-08-21,281.49
2001-08-22,281.59
2001-08-23,281.149
2001-08-24,280.652
2001-08-27,282.232
2001-08-28,280.914
2001-08-29,280.509
2001-08-30,279.058
2001-08-31,276.736
2001-09-03,275.222
2001-09-04,276.048
2001-09-05,274.141
2001-09-06,273.166
2001-09-07,272.141
2001-09-10,270.552
2001-09-11,265.813
2001-09-12,259.934
2001-09-13,253.462
2001-09-14,244.075
2001-09-17,234.142
2001-09-18,236.822
2001-09-19,240.742
2001-09-20,236.853
2001-09-21,231.759
2001-09-24,234.032
2001-09-25,233.251
2001-09-26,234.415
2001-09-27,235.453
2001-09-28,238.414
2001-10-01,236.674
2001-10-02,234.829
2001-10-03,233.675
2001-10-04,236.28
2001-10-05,236.326
2001-10-08,232.544
2001-10-09,236.347
2001-10-10,237.053
2001-10-11,241.371
2001-10-12,241.654
2001-10-15,241.986
2001-10-16,243.123
2001-10-17,245.096
2001-10-18,243.831
2001-10-19,244.245
2001-10-22,245.687
2001-10-23,247.041
2001-10-24,249.003
2001-10-25,249.099
2001-10-26,250.298
2001-10-29,250.232
2001-10-30,246.846
2001-10-31,247.811
2001-11-01,249.068
2001-11-02,250.251
2001-11-05,253.142
2001-11-06,254.227
2001-11-07,254.376
2001-11-08,256.219
2001-11-09,255.83
2001-11-12,257.704
2001-11-13,257.94
2001-11-14,260.786
2001-11-15,263.34
2001-11-16,264.233
2001-11-19,268.48
2001-11-20,266.822
2001-11-21,268.377
2001-11-22,269.262
2001-11-23,272.455
2001-11-26,276.765
2001-11-27,276.481
2001-11-28,272.584
2001-11-29,272.556
2001-11-30,274.914
2001-12-03,278.54
2001-12-04,280.858
2001-12-05,283.215
2001-12-06,287.065
2001-12-07,288.61
2001-12-10,290.46
2001-12-11,290.3
2001-12-12,294.995
2001-12-13,288.715
2001-12-14,289.299
2001-12-17,288.042
2001-12-18,284.003
2001-12-19,281.263
2001-12-20,281.698
2001-12-21,279.724
2001-12-24,281.218
2001-12-25,284.621
2001-12-26,286.298
2001-12-27,286.007
2001-12-28,289.104
2001-12-31,291.905
2002-01-01,291.876
2002-01-02,294.05
2002-01-03,296.58
2002-01-04,300.107
2002-01-07,303.8
2002-01-08,303.077
2002-01-09,305.542
2002-01-10,305.011
2002-01-11,301.45
2002-01-14,299.68
2002-01-15,298.684
2002-01-16,296.745
2002-01-17,298.303
2002-01-18,298.828
2002-01-21,301.647
2002-01-22,302.209
2002-01-23,304.34
2002-01-24,305.348
2002-01-25,308.28
2002-01-28,310.616
2002-01-29,308.624
2002-01-30,307.029
2002-01-31,309.12
2002-02-01,308.471
2002-02-04,305.589
2002-02-05,305.565
2002-02-06,307.687
2002-02-07,305.192
2002-02-08,304.892
2002-02-11,305.252
2002-02-12,305.838
2002-02-13,306.938
2002-02-14,310.352
2002-02-15,310.122
2002-02-18,311.245
2002-02-19,309.243
2002-02-20,307.119
2002-02-21,306.4
2002-02-22,304.654
2002-02-25,302.919
2002-02-26,303.481
2002-02-27,308.585
2002-02-28,308.309
2002-03-01,310.146
2002-03-04,317.129
2002-03-05,317.859
2002-03-06,320.98
2002-03-07,321.319
2002-03-08,321.77
2002-03-11,324.479
2002-03-12,323.258
2002-03-13,323.104
2002-03-14,324.836
2002-03-15,324.838
2002-03-18,325.267
2002-03-19,324.934
2002-03-20,327.256
2002-03-21,328.84
2002-03-22,331.872
2002-03-25,330.8
2002-03-26,330.732
2002-03-27,330.426
2002-03-28,331.224
2002-03-29,331.035
2002-04-01,330.261
2002-04-02,332.654
2002-04-03,332.718
2002-04-04,333.12
2002-04-05,335.695
2002-04-08,335.009
2002-04-09,333.331
2002-04-10,334.582
2002-04-11,336.178
2002-04-12,337.567
2002-04-15,339.563
2002-04-16,340.694
2002-04-17,344.38
2002-04-18,344.204
2002-04-19,344.109
2002-04-22,342.269
2002-04-23,340.304
2002-04-24,338.646
2002-04-25,335.345
2002-04-26,336.369
2002-04-29,332.423
2002-04-30,331.374
2002-05-01,330.947
2002-05-02,329.629
2002-05-03,330.438
2002-05-06,327.026
2002-05-07,327.578
2002-05-08,329.417
2002-05-09,328.702
2002-05-10,328.262
2002-05-13,326.474
2002-05-14,326.888
2002-05-15,329.897
2002-05-16,328.437
2002-05-17,329.553
2002-05-20,325.45
2002-05-21,320.657
2002-05-22,322.094
2002-05-23,320.527
2002-05-24,324.927
2002-05-27,325.561
2002-05-28,323.761
2002-05-29,322.458
2002-05-30,322.582
2002-05-31,321.126
2002-06-03,318.315
2002-06-04,318.556
2002-06-05,318.166
2002-06-06,318.223
2002-06-07,313.462
2002-06-10,316.526
2002-06-11,314.95
2002-06-12,314.52
2002-06-13,316.598
2002-06-14,313.88
2002-06-17,313.078
2002-06-18,312.936
2002-06-19,304.21
2002-06-20,303.045
2002-06-21,301.536
2002-06-24,298.053
2002-06-25,294.65
2002-06-26,283.197
2002-06-27,286.859
2002-06-28,294.854
2002-07-01,292.119
2002-07-02,289.966
2002-07-03,292.319
2002-07-04,296.474
2002-07-05,301.698
2002-07-08,303.794
2002-07-09,306.326
2002-07-10,304.667
2002-07-11,300.37
2002-07-12,307.217
2002-07-15,306.411
2002-07-16,303.433
2002-07-17,304.297
2002-07-18,304.773
2002-07-19,301.935
2002-07-22,292.937
2002-07-23,295.897
2002-07-24,288.84
2002-07-25,289.767
2002-07-26,282.109
2002-07-29,283.666
2002-07-30,288.257
2002-07-31,286.962
2002-08-01,285.275
2002-08-02,286.008
2002-08-05,275.242
2002-08-06,271.674
2002-08-07,277.219
2002-08-08,278.696
2002-08-09,279.803
2002-08-12,279.202
2002-08-13,278.218
2002-08-14,282.289
2002-08-15,282.669
2002-08-16,285.665
2002-08-19,286.488
2002-08-20,287.438
2002-08-21,288.457
2002-08-22,290.188
2002-08-23,288.48
2002-08-26,288.225
2002-08-27,287.976
2002-08-28,285.343
2002-08-29,285.072
2002-08-30,286.062
2002-09-02,283.589
2002-09-03,280.488
2002-09-04,278.982
2002-09-05,277.769
2002-09-06,276.413
2002-09-09,275.414
2002-09-10,279.301
2002-09-11,281.373
2002-09-12,282.442
2002-09-13,279.131
2002-09-16,274.089
2002-09-17,278.852
2002-09-18,273.446
2002-09-19,272.094
2002-09-20,269.911
2002-09-23,263.708
2002-09-24,259.802
2002-09-25,256.041
2002-09-26,256.943
2002-09-27,256.859
2002-09-30,253.539
2002-10-01,255.031
2002-10-02,254.852
2002-10-03,252.996
2002-10-04,251.997
2002-10-07,245.808
2002-10-08,246.916
2002-10-09,243.623
2002-10-10,240.795
2002-10-11,240.369
2002-10-14,241.566
2002-10-15,248.996
2002-10-16,251.591
2002-10-17,255.736
2002-10-18,261.621
2002-10-21,262.422
2002-10-22,260.18
2002-10-23,266.194
2002-10-24,265.663
2002-10-25,264.73
2002-10-28,266.955
2002-10-29,264.354
2002-10-30,263.167
2002-10-31,266.206
2002-11-01,264.427
2002-11-04,268.885
2002-11-05,269.163
2002-11-06,272.455
2002-11-07,273.785
2002-11-08,274.635
2002-11-11,271.297
2002-11-12,269.805
2002-11-13,269.072
2002-11-14,269.112
2002-11-15,272.011
2002-11-18,272.72
2002-11-19,271.735
2002-11-20,270.272
2002-11-21,271.596
2002-11-22,274.835
2002-11-25,277.273
2002-11-26,276.926
2002-11-27,277.862
2002-11-28,279.479
2002-11-29,281.742
2002-12-02,284.007
2002-12-03,286.62
2002-12-04,283.689
2002-12-05,283.657
2002-12-06,283.831
2002-12-09,283.78
2002-12-10,282.593
2002-12-11,282.046
2002-12-12,283.225
2002-12-13,282.285
2002-12-16,281.618
2002-12-17,280.976
2002-12-18,279.706
2002-12-19,280.462
2002-12-20,281.193
2002-12-23,277.222
2002-12-24,275.405
2002-12-25,274.601
2002-12-26,274.934
2002-12-27,274.609
2002-12-30,271.23
2002-12-31,272.279
2003-01-01,272.185
2003-01-02,274.4
2003-01-03,278.234
2003-01-06,280.568
2003-01-07,278.845
2003-01-08,279.615
2003-01-09,280.628
2003-01-10,281.365
2003-01-13,285.056
2003-01-14,285.488
2003-01-15,285.926
2003-01-16,284.499
2003-01-17,281.446
2003-01-20,280.545
2003-01-21,279.342
2003-01-22,277.734
2003-01-23,279.456
2003-01-24,275.216
2003-01-27,271.061
2003-01-28,272.504
2003-01-29,272.411
2003-01-30,273.587
2003-01-31,274.68
2003-02-03,275.004
2003-02-04,275.675
2003-02-05,275.564
2003-02-06,272.934
2003-02-07,270.648
2003-02-10,268.463
2003-02-11,268.558
2003-02-12,269.841
2003-02-13,267.297
2003-02-14,266.435
2003-02-17,271.945
2003-02-18,272.104
2003-02-19,270.427
2003-02-20,271.886
2003-02-21,272.332
2003-02-24,272.791
2003-02-25,269.064
2003-02-26,268.787
2003-02-27,268.48
2003-02-28,267.617
2003-03-03,268.35
2003-03-04,266.629
2003-03-05,262.443
2003-03-06,258.281
2003-03-07,255.157
2003-03-10,251.282
2003-03-11,249.588
2003-03-12,251.543
2003-03-13,252.353
2003-03-14,255.058
2003-03-17,249.213
2003-03-18,255.147
2003-03-19,255.504
2003-03-20,259.461
2003-03-21,260.098
2003-03-24,258.015
2003-03-25,256.412
2003-03-26,258.023
2003-03-27,258.249
2003-03-28,258.42
2003-03-31,254.772
2003-04-01,256.2
2003-04-02,257.263
2003-04-03,258.667
2003-04-04,262.199
2003-04-07,266.536
2003-04-08,266.086
2003-04-09,265.901
2003-04-10,267.637
2003-04-11,268.347
2003-04-14,269.595
2003-04-15,272.908
2003-04-16,275.752
2003-04-17,276.747
2003-04-18,280.195
2003-04-21,281.262
2003-04-22,277.345
2003-04-23,276.448
2003-04-24,272.863
2003-04-25,267.56
2003-04-28,267.461
2003-04-29,272.727
2003-04-30,272.694
2003-05-01,272.944
2003-05-02,273.983
2003-05-05,277.049
2003-05-06,277.502
2003-05-07,280.535
2003-05-08,279.389
2003-05-09,281.22
2003-05-12,282.859
2003-05-13,282.707
2003-05-14,282.647
2003-05-15,282.421
2003-05-16,282.661
2003-05-19,279.932
2003-05-20,281.032
2003-05-21,281.905
2003-05-22,283.646
2003-05-23,288.969
2003-05-26,293.181
2003-05-27,292.557
2003-05-28,293.559
2003-05-29,295.056
2003-05-30,296.687
2003-06-02,300.094
2003-06-03,298.637
2003-06-04,300.009
2003-06-05,302.04
2003-06-06,302.272
2003-06-09,304.142
2003-06-10,304.001
2003-06-11,305.497
2003-06-12,308.426
2003-06-13,310.873
2003-06-16,312.994
2003-06-17,315.514
2003-06-18,314.811
2003-06-19,316.246
2003-06-20,315.144
2003-06-23,310.958
2003-06-24,310.214
2003-06-25,312.655
2003-06-26,311.22
2003-06-27,312.937
2003-06-30,313.746
2003-07-01,317.871
2003-07-02,322.485
2003-07-03,323.548
2003-07-04,326.676
2003-07-07,330.77
2003-07-08,330.633
2003-07-09,330.974
2003-07-10,329.617
2003-07-11,329.518
2003-07-14,335.496
2003-07-15,334.3
2003-07-16,333.967
2003-07-17,330.072
2003-07-18,327.957
2003-07-21,325.889
2003-07-22,326.008
2003-07-23,327.565
2003-07-24,330.584
2003-07-25,333.593
2003-07-28,337.26
2003-07-29,335.673
2003-07-30,334.729
2003-07-31,334.889
2003-08-01,335.883
2003-08-04,335.535
2003-08-05,332.474
2003-08-06,331.387
2003-08-07,334.342
2003-08-08,333.56
2003-08-11,333.819
2003-08-12,335.158
2003-08-13,339.686
2003-08-14,341.708
2003-08-15,342.955
2003-08-18,345.321
2003-08-19,344.159
2003-08-20,344.117
2003-08-21,346.867
2003-08-22,347.201
2003-08-25,346.591
2003-08-26,346.232
2003-08-27,346.443
2003-08-28,344.743
2003-08-29,349.219
2003-09-01,351.284
2003-09-02,352.627
2003-09-03,353.432
2003-09-04,351.844
2003-09-05,352.23
2003-09-08,351.682
2003-09-09,351.006
2003-09-10,349.982
2003-09-11,350.995
2003-09-12,352.365
2003-09-15,351.758
2003-09-16,353.624
2003-09-17,355.266
2003-09-18,355.111
2003-09-19,355.599
2003-09-22,351.802
2003-09-23,353.977
2003-09-24,355.687
2003-09-25,352.984
2003-09-26,350.268
2003-09-29,349.373
2003-09-30,350.902
2003-10-01,352.146
2003-10-02,356.946
2003-10-03,359.195
2003-10-06,361.646
2003-10-07,362.181
2003-10-08,363.073
2003-10-09,366.707
2003-10-10,369.636
2003-10-13,370.191
2003-10-14,368.001
2003-10-15,368.439
2003-10-16,371.227
2003-10-17,369.441
2003-10-20,370.074
2003-10-21,368.517
2003-10-22,368.909
2003-10-23,363.335
2003-10-24,364.003
2003-10-27,364.071
2003-10-28,367.408
2003-10-29,368.009
2003-10-30,370.093
2003-10-31,370.546
2003-11-03,375.207
2003-11-04,376.106
2003-11-05,376.629
2003-11-06,374.78
2003-11-07,377.481
2003-11-10,377.231
2003-11-11,375.335
2003-11-12,377.993
2003-11-13,382.147
2003-11-14,383.623
2003-11-17,379.302
2003-11-18,379.457
2003-11-19,374.093
2003-11-20,372.466
2003-11-21,372.418
2003-11-24,369.096
2003-11-25,371.62
2003-11-26,375.654
2003-11-27,375.145
2003-11-28,379.731
2003-12-01,387.03
2003-12-02,389.779
2003-12-03,392.346
2003-12-04,392.523
2003-12-05,391.299
2003-12-08,390.58
2003-12-09,393.682
2003-12-10,391.476
2003-12-11,392.863
2003-12-12,395.668
2003-12-15,398.412
2003-12-16,396.05
2003-12-17,394.177
2003-12-18,394.42
2003-12-19,393.398
2003-12-22,393.179
2003-12-23,394.576
2003-12-24,395.304
2003-12-25,394.838
2003-12-26,396.002
2003-12-29,399.121
2003-12-30,403.404
2003-12-31,404.422
2004-01-01,404.731
2004-01-02,410.19
2004-01-05,417.501
2004-01-06,415.296
2004-01-07,415.871
2004-01-08,418.469
2004-01-09,422.375
2004-01-12,421.919
2004-01-13,422.246
2004-01-14,420.549
2004-01-15,416.489
2004-01-16,417.526
2004-01-19,418.035
2004-01-20,420.629
2004-01-21,417.983
2004-01-22,417.241
2004-01-23,418.718
2004-01-26,419.282
2004-01-27,421.31
2004-01-28,420.603
2004-01-29,413.484
2004-01-30,414.013
2004-02-02,414.019
2004-02-03,414.039
2004-02-04,413.623
2004-02-05,413.145
2004-02-06,415.643
2004-02-09,420.763
2004-02-10,422.439
2004-02-11,424.082
2004-02-12,427.307
2004-02-13,429.851
2004-02-16,430.068
2004-02-17,432.66
2004-02-18,434.508
2004-02-19,430.994
2004-02-20,428.884
2004-02-23,427.944
2004-02-24,425.588
2004-02-25,425.357
2004-02-26,425.487
2004-02-27,427.616
2004-03-01,431.421
2004-03-02,432.815
2004-03-03,429.258
2004-03-04,431.831
2004-03-05,436.168
2004-03-08,435.28
2004-03-09,435.593
2004-03-10,430.934
2004-03-11,426.939
2004-03-12,423.732
2004-03-15,422.873
2004-03-16,421.984
2004-03-17,424.839
2004-03-18,429.574
2004-03-19,431.226
2004-03-22,422.698
2004-03-23,418.705
2004-03-24,418.974
2004-03-25,416.444
2004-03-26,418.367
2004-03-29,425.005
2004-03-30,427.105
2004-03-31,431.212
2004-04-01,435.796
2004-04-02,437.254
2004-04-05,441.954
2004-04-06,443.15
2004-04-07,443.32
2004-04-08,443.562
2004-04-09,442.472
2004-04-12,444.555
2004-04-13,441.609
2004-04-14,437.771
2004-04-15,434.627
2004-04-16,436.887
2004-04-19,436.747
2004-04-20,436.071
2004-04-21,431.736
2004-04-22,429.262
2004-04-23,432.558
2004-04-26,431.086
2004-04-27,427.925
2004-04-28,421.744
2004-04-29,410.005
2004-04-30,403.704
2004-05-03,399.961
2004-05-04,405.669
2004-05-05,402.806
2004-05-06,396.801
2004-05-07,391.892
2004-05-10,372.504
2004-05-11,374.621
2004-05-12,380.447
2004-05-13,375.577
2004-05-14,369.693
2004-05-17,354.824
2004-05-18,357.632
2004-05-19,370.606
2004-05-20,365.904
2004-05-21,372.08
2004-05-24,375.492
2004-05-25,375.35
2004-05-26,377.795
2004-05-27,383.214
2004-05-28,385.986
2004-05-31,383.025
2004-06-01,383.234
2004-06-02,382.368
2004-06-03,375.291
2004-06-04,376.03
2004-06-07,383.198
2004-06-08,382.641
2004-06-09,381.084
2004-06-10,379.612
2004-06-11,374.53
2004-06-14,366.778
2004-06-15,368.981
2004-06-16,368.656
2004-06-17,368.042
2004-06-18,366.319
2004-06-21,364.928
2004-06-22,364.454
2004-06-23,366.084
2004-06-24,371.691
2004-06-25,373.852
2004-06-28,374.192
2004-06-29,375.295
2004-06-30,379.345
2004-07-01,380.153
2004-07-02,379.378
2004-07-05,378.143
2004-07-06,376.949
2004-07-07,378.699
2004-07-08,376.49
2004-07-09,378.18
2004-07-12,378.777
2004-07-13,377.619
2004-07-14,374.991
2004-07-15,373.4
2004-07-16,375.55
2004-07-19,375.931
2004-07-20,371.501
2004-07-21,371.536
2004-07-22,369.189
2004-07-23,367.385
2004-07-26,364.761
2004-07-27,363.945
2004-07-28,364.28
2004-07-29,363.336
2004-07-30,365.619
2004-08-02,362.449
2004-08-03,361.889
2004-08-04,360.358
2004-08-05,363.635
2004-08-06,363.711
2004-08-09,364.648
2004-08-10,364.637
2004-08-11,361.238
2004-08-12,360.336
2004-08-13,361.428
2004-08-16,360.747
2004-08-17,362.201
2004-08-18,364.285
2004-08-19,368.219
2004-08-20,370.386
2004-08-23,369.911
2004-08-24,370.818
2004-08-25,372.556
2004-08-26,376.026
2004-08-27,375.639
2004-08-30,376.617
2004-08-31,378.811
2004-09-01,383.619
2004-09-02,386.773
2004-09-03,385.202
2004-09-06,385.416
2004-09-07,386.268
2004-09-08,387.046
2004-09-09,388.375
2004-09-10,390.859
2004-09-13,393.418
2004-09-14,395.122
2004-09-15,395.641
2004-09-16,399.31
2004-09-17,399.277
2004-09-20,401.109
2004-09-21,402.506
2004-09-22,399.906
2004-09-23,400.183
2004-09-24,400.364
2004-09-27,399.095
2004-09-28,399.871
2004-09-29,399.916
2004-09-30,402.101
2004-10-01,406.878
2004-10-04,413.813
2004-10-05,413.229
2004-10-06,412.916
2004-10-07,412.532
2004-10-08,414.286
2004-10-11,414.894
2004-10-12,409.389
2004-10-13,407.402
2004-10-14,404.705
2004-10-15,405.218
2004-10-18,405.115
2004-10-19,407.847
2004-10-20,403.996
2004-10-21,405.661
2004-10-22,406.934
2004-10-25,403.882
2004-10-26,403.007
2004-10-27,406.308
2004-10-28,409.713
2004-10-29,410.467
2004-11-01,411.116
2004-11-02,414.309
2004-11-03,420.593
2004-11-04,422.732
2004-11-05,424.874
2004-11-08,422.838
2004-11-09,423.391
2004-11-10,425.981
2004-11-11,427.198
2004-11-12,432.074
2004-11-15,434.599
2004-11-16,434.758
2004-11-17,440.769
2004-11-18,440.066
2004-11-19,440.253
2004-11-22,437.683
2004-11-23,439.706
2004-11-24,442.51
2004-11-25,443.626
2004-11-26,444.873
2004-11-29,446.477
2004-11-30,448.994
2004-12-01,450.986
2004-12-02,453.108
2004-12-03,452.513
2004-12-06,454.896
2004-12-07,453.138
2004-12-08,448.91
2004-12-09,446.011
2004-12-10,443.563
2004-12-13,447.043
2004-12-14,449.178
2004-12-15,453.771
2004-12-16,455.269
2004-12-17,455.745
2004-12-20,459.396
2004-12-21,460.193
2004-12-22,461.207
2004-12-23,463.51
2004-12-24,464.502
2004-12-27,464.858
2004-12-28,466.285
2004-12-29,469.138
2004-12-30,473.213
2004-12-31,476.525
2005-01-03,476.036
2005-01-04,468.833
2005-01-05,463.263
2005-01-06,457.906
2005-01-07,460.146
2005-01-10,461.336
2005-01-11,463.293
2005-01-12,461.322
2005-01-13,463.758
2005-01-14,464.068
2005-01-17,466.374
2005-01-18,464.075
2005-01-19,465.393
2005-01-20,461.598
2005-01-21,462.559
2005-01-24,464.444
2005-01-25,463.136
2005-01-26,467.279
2005-01-27,468.83
2005-01-28,472.036
2005-01-31,477.224
2005-02-01,475.383
2005-02-02,477.535
2005-02-03,479.182
2005-02-04,481.269
2005-02-07,483.573
2005-02-08,481.673
2005-02-09,482.312
2005-02-10,482.191
2005-02-11,485.502
2005-02-14,491.421
2005-02-15,493.624
2005-02-16,495.254
2005-02-17,496.916
2005-02-18,500.391
2005-02-21,502.501
2005-02-22,504.791
2005-02-23,506.091
2005-02-24,509.359
2005-02-25,509.743
2005-02-28,513.587
2005-03-01,513.838
2005-03-02,513.554
2005-03-03,515.856
2005-03-04,518.216
2005-03-07,519.281
2005-03-08,518.694
2005-03-09,520.992
2005-03-10,519.296
2005-03-11,521.636
2005-03-14,516.257
2005-03-15,505.699
2005-03-16,504.776
2005-03-17,501.619
2005-03-18,500.958
2005-03-21,497.802
2005-03-22,494.298
2005-03-23,487.172
2005-03-24,484.788
2005-03-25,487.449
2005-03-28,486.088
2005-03-29,477.822
2005-03-30,479.654
2005-03-31,486.243
2005-04-01,491.739
2005-04-04,487.603
2005-04-05,487.017
2005-04-06,488.963
2005-04-07,490.069
2005-04-08,490.933
2005-04-11,489.157
2005-04-12,486.851
2005-04-13,489.924
2005-04-14,482.692
2005-04-15,477.151
2005-04-18,467.05
2005-04-19,473.615
2005-04-20,473.122
2005-04-21,474.339
2005-04-22,476.071
2005-04-25,476.216
2005-04-26,476.725
2005-04-27,473.248
2005-04-28,469.327
2005-04-29,469.273
2005-05-02,469.844
2005-05-03,470.146
2005-05-04,475.879
2005-05-05,480.306
2005-05-06,482.727
2005-05-09,481.631
2005-05-10,478.924
2005-05-11,476.315
2005-05-12,474.234
2005-05-13,472.788
2005-05-16,469.766
2005-05-17,469.079
2005-05-18,471.999
2005-05-19,476.545
2005-05-20,474.649
2005-05-23,474.119
2005-05-24,475.189
2005-05-25,473.234
2005-05-26,474.721
2005-05-27,480.319
2005-05-30,481.476
2005-05-31,481.735
2005-06-01,481.052
2005-06-02,484.473
2005-06-03,489.148
2005-06-06,489.737
2005-06-07,490.869
2005-06-08,493.026
2005-06-09,491.065
2005-06-10,493.112
2005-06-13,491.458
2005-06-14,490.424
2005-06-15,494.585
2005-06-16,497.119
2005-06-17,499.469
2005-06-20,497.907
2005-06-21,498.087
2005-06-22,501.75
2005-06-23,501.914
2005-06-24,500.995
2005-06-27,498.356
2005-06-28,497.106
2005-06-29,497.837
2005-06-30,497.771
2005-07-01,499.233
2005-07-04,498.288
2005-07-05,495.743
2005-07-06,497.845
2005-07-07,494.97
2005-07-08,496.049
2005-07-11,503.836
2005-07-12,509.64
2005-07-13,510.713
2005-07-14,515.562
2005-07-15,513.654
2005-07-18,514.781
2005-07-19,516.038
2005-07-20,516.749
2005-07-21,518.763
2005-07-22,519.951
2005-07-25,521.306
2005-07-26,518.177
2005-07-27,520.044
2005-07-28,525.354
2005-07-29,525.297
2005-08-01,526.018
2005-08-02,527.627
2005-08-03,531.485
2005-08-04,533.309
2005-08-05,532.187
2005-08-08,531.325
2005-08-09,533.892
2005-08-10,536.906
2005-08-11,537.657
2005-08-12,536.199
2005-08-15,532.695
2005-08-16,530.871
2005-08-17,531.355
2005-08-18,526.532
2005-08-19,524.228
2005-08-22,530.848
2005-08-23,529.861
2005-08-24,526.527
2005-08-25,527.747
2005-08-26,527.194
2005-08-29,521.417
2005-08-30,521.231
2005-08-31,523.257
2005-09-01,529.089
2005-09-02,531.277
2005-09-05,532.828
2005-09-06,533.251
2005-09-07,535.903
2005-09-08,536.848
2005-09-09,538.925
2005-09-12,540.064
2005-09-13,538.472
2005-09-14,539.952
2005-09-15,540.197
2005-09-16,541.067
2005-09-19,540.944
2005-09-20,544.892
2005-09-21,545.146
2005-09-22,543.217
2005-09-23,539.949
2005-09-26,542.897
2005-09-27,544.306
2005-09-28,546.734
2005-09-29,552.89
2005-09-30,556.947
2005-10-03,558.128
2005-10-04,561.784
2005-10-05,556.531
2005-10-06,548.625
2005-10-07,549.204
2005-10-10,552.94
2005-10-11,554.491
2005-10-12,548.244
2005-10-13,540.213
2005-10-14,537.933
2005-10-17,533.55
2005-10-18,532.478
2005-10-19,521.778
2005-10-20,522.762
2005-10-21,526.243
2005-10-24,527.203
2005-10-25,525.836
2005-10-26,523.944
2005-10-27,519.45
2005-10-28,516.428
2005-10-31,524.201
2005-11-01,529.355
2005-11-02,536.632
2005-11-03,538.979
2005-11-04,538.184
2005-11-07,537.633
