Date,EM (EMERGING MARKETS) SMALL GROWTH Small Cap
2012-04-30,946.222
2012-05-31,866.274
2012-06-29,889.169
2012-07-31,891.539
2012-08-31,917.008
2012-09-28,970.889
2012-10-31,958.029
2012-11-30,974.951
2012-12-31,1017.132
2013-01-31,1042.789
2013-02-28,1061.881
2013-03-29,1073.372
2013-04-30,1095.848
2013-05-31,1091.703
2013-06-28,995.295
2013-07-31,1002.051
2013-08-30,962.909
2013-09-30,1031.757
2013-10-31,1072.262
2013-11-29,1053.949
2013-12-31,1043.933
2014-01-31,1025.713
2014-02-28,1070.313
2014-03-31,1090.483
2014-04-30,1092.211
2014-05-30,1123.172
2014-06-30,1143.661
2014-07-31,1144.088
2014-08-29,1176.679
2014-09-30,1130.769
2014-10-31,1107.854
2014-11-28,1087.69
2014-12-31,1057.734
2015-01-30,1080.625
2015-02-27,1109.334
2015-03-31,1110.688
2015-04-30,1203.599
2015-05-29,1213.419
2015-06-30,1165.381
2015-07-31,1078.516
2015-08-31,978.391
2015-09-30,972.732
2015-10-30,1027.293
2015-11-30,1008.573
2015-12-31,1007.349
2016-01-29,932.479
2016-02-29,913.953
2016-03-31,995.585
2016-04-29,1004.868
2016-05-31,975.019
2016-06-30,992.123
2016-07-29,1024.015
2016-08-31,1037.85
2016-09-30,1053.335
2016-10-31,1024.021
2016-11-30,967.465
2016-12-30,962.173
2017-01-31,995.413
2017-02-28,1040.514
2017-03-31,1067.951
2017-04-28,1083.638
2017-05-31,1091.344
2017-06-30,1096.442
2017-07-31,1128.787
2017-08-31,1149.486
2017-09-29,1148.988
2017-10-31,1193.437
2017-11-30,1220.165
2017-12-29,1263.327
2018-01-31,1330.631
2018-02-28,1283.091
2018-03-30,1276.931
2018-04-30,1264.486
2018-05-31,1244.673
2018-06-29,1166.895
2018-07-31,1174.545
2018-08-31,1150.498
2018-09-28,1105.107
2018-10-31,972.703
2018-11-30,1034.064
2018-12-31,1011.072
2019-01-31,1061.625
2019-02-28,1076.92
2019-03-29,1083.778
2019-04-30,1086.729
2019-05-31,1031.658
2019-06-28,1069.662
2019-07-31,1060.587
2019-08-30,1011.453
2019-09-30,1032.637
2019-10-31,1080.116
2019-11-29,1067.462
2019-12-31,1132.596
2020-01-31,1098.068
2020-02-28,1025.297
2020-03-31,802.336
2020-04-30,921.739
2020-05-29,949.812
2020-06-30,1039.577
2020-07-31,1158.387
2020-08-31,1206.644
2020-09-30,1180.791
2020-10-30,1161.755
2020-11-30,1316.847
2020-12-31,1422.078
2021-01-29,1436.823
2021-02-26,1519.362
2021-03-31,1530.445
2021-04-30,1616.462
2021-05-31,1654.169
2021-06-30,1706.973
2021-07-30,1686.193
2021-08-31,1700.404
2021-09-30,1664.842
2021-10-29,1675.741
2021-11-30,1643.553
2021-12-31,1712.327
2022-01-31,1600.725
2022-02-28,1554.676
2022-03-31,1594.166
2022-04-29,1492.334
2022-05-31,1468.284
2022-06-30,1303.944
2022-07-29,1339.14
2022-08-31,1375.572
2022-09-30,1230.689
2022-10-31,1219.283
2022-11-30,1338.909
2022-12-30,1314.182
2023-01-31,1402.014
2023-02-28,1373.363
2023-03-31,1394.237
2023-04-28,1393.004
2023-05-31,1408.072
2023-06-30,1479.559
2023-07-31,1573.939
2023-08-31,1554.819
2023-09-29,1509.901
2023-10-31,1425.519
2023-11-30,1569.831
2023-12-29,1626.772
2024-01-31,1581.803
2024-02-29,1636.266
2024-03-29,1640.013
2024-04-30,1658.873
2024-05-31,1667.59
2024-06-28,1728.397
2024-07-31,1712.338
2024-08-30,1747.148
2024-09-30,1814.742
2024-10-31,1744.111
2024-11-29,1701.235
2024-12-31,1698.538
2025-01-31,1645.612
2025-02-28,1591.498
2025-03-31,1572.438
2025-04-30,1620.012
2025-05-30,1760.67
2025-06-30,1876.328
2025-07-31,1892.466
2025-08-29,1960.278
2025-09-30,1991.075
2025-10-31,2034.392
2025-11-28,2001.38
2025-12-31,2008.984
2026-01-30,2151.43
