Date,SPAIN SMID GROWTH SMID (Small+Mid Cap)
2002-08-09,203.311
2002-08-12,202.598
2002-08-13,203.764
2002-08-14,203.81
2002-08-15,202.292
2002-08-16,205.154
2002-08-19,205.785
2002-08-20,202.513
2002-08-21,204.375
2002-08-22,205.561
2002-08-23,203.65
2002-08-26,203.821
2002-08-27,206.743
2002-08-28,203.26
2002-08-29,202.086
2002-08-30,202.615
2002-09-02,203.197
2002-09-03,202.449
2002-09-04,203.9
2002-09-05,201.001
2002-09-06,203.285
2002-09-09,200.975
2002-09-10,200.803
2002-09-11,202.915
2002-09-12,201.209
2002-09-13,198.825
2002-09-16,196.806
2002-09-17,196.896
2002-09-18,195.567
2002-09-19,195.714
2002-09-20,196.014
2002-09-23,192.08
2002-09-24,185.992
2002-09-25,185.951
2002-09-26,187.614
2002-09-27,188.032
2002-09-30,189.11
2002-10-01,187.974
2002-10-02,190.907
2002-10-03,191.201
2002-10-04,189.447
2002-10-07,188.546
2002-10-08,187.964
2002-10-09,186.488
2002-10-10,186.592
2002-10-11,190.73
2002-10-14,191.445
2002-10-15,193.22
2002-10-16,192.853
2002-10-17,193.504
2002-10-18,192.864
2002-10-21,192.859
2002-10-22,192.234
2002-10-23,189.9
2002-10-24,190.766
2002-10-25,193.235
2002-10-28,194.74
2002-10-29,192.594
2002-10-30,192.019
2002-10-31,194.111
2002-11-01,195.317
2002-11-04,198.22
2002-11-05,198.576
2002-11-06,198.318
2002-11-07,198.623
2002-11-08,199.172
2002-11-11,197.89
2002-11-12,201.98
2002-11-13,202.3
2002-11-14,202.962
2002-11-15,202.302
2002-11-18,204.476
2002-11-19,204.832
2002-11-20,201.686
2002-11-21,204.168
2002-11-22,203.791
2002-11-25,202.289
2002-11-26,202.019
2002-11-27,206.076
2002-11-28,207.467
2002-11-29,206.57
2002-12-02,205.813
2002-12-03,204.531
2002-12-04,206.63
2002-12-05,206.095
2002-12-06,207.609
2002-12-09,206.663
2002-12-10,207.384
2002-12-11,207.365
2002-12-12,206.721
2002-12-13,206.079
2002-12-16,207.74
2002-12-17,209.396
2002-12-18,206.45
2002-12-19,208.451
2002-12-20,208.036
2002-12-23,207.335
2002-12-24,208.193
2002-12-25,208.193
2002-12-26,208.718
2002-12-27,207.415
2002-12-30,206.264
2002-12-31,207.074
2003-01-01,207.074
2003-01-02,210.236
2003-01-03,212.238
2003-01-06,213.542
2003-01-07,212.594
2003-01-08,211.946
2003-01-09,214.857
2003-01-10,214.592
2003-01-13,215.696
2003-01-14,218.365
2003-01-15,216.918
2003-01-16,218.786
2003-01-17,219.395
2003-01-20,218.387
2003-01-21,217.143
2003-01-22,216.084
2003-01-23,219.512
2003-01-24,220.405
2003-01-27,215.138
2003-01-28,214.855
2003-01-29,213.898
2003-01-30,212.261
2003-01-31,212.088
2003-02-03,213.243
2003-02-04,213.948
2003-02-05,214.997
2003-02-06,213.314
2003-02-07,211.909
2003-02-10,211.125
2003-02-11,211.767
2003-02-12,211.031
2003-02-13,213.56
2003-02-14,215.205
2003-02-17,215.782
2003-02-18,216.417
2003-02-19,216.096
2003-02-20,217.071
2003-02-21,218.159
2003-02-24,216.617
2003-02-25,214.158
2003-02-26,213.647
2003-02-27,213.937
2003-02-28,216.794
2003-03-03,219.143
2003-03-04,217.165
2003-03-05,220.451
2003-03-06,219.477
2003-03-07,218.873
2003-03-10,214.761
2003-03-11,214.963
2003-03-12,211.861
2003-03-13,211.747
2003-03-14,213.498
2003-03-17,214.715
2003-03-18,214.266
2003-03-19,215.295
2003-03-20,214.77
2003-03-21,216.6
2003-03-24,214.147
2003-03-25,216.016
2003-03-26,216.818
2003-03-27,216.274
2003-03-28,217.496
2003-03-31,219.01
2003-04-01,220.957
2003-04-02,223.217
2003-04-03,222.843
2003-04-04,222.596
2003-04-07,223.361
2003-04-08,224.168
2003-04-09,226.175
2003-04-10,228.711
2003-04-11,227.999
2003-04-14,230.416
2003-04-15,231.093
2003-04-16,231.431
2003-04-17,232.876
2003-04-18,232.876
2003-04-21,231.872
2003-04-22,234.104
2003-04-23,235.301
2003-04-24,235.079
2003-04-25,234.254
2003-04-28,235.888
2003-04-29,235.282
2003-04-30,237.956
2003-05-01,240.142
2003-05-02,239.624
2003-05-05,241.678
2003-05-06,245.55
2003-05-07,245.934
2003-05-08,246.854
2003-05-09,248.621
2003-05-12,249.009
2003-05-13,248.224
2003-05-14,247.539
2003-05-15,247.51
2003-05-16,250.224
2003-05-19,249.826
2003-05-20,250.542
2003-05-21,250.789
2003-05-22,253.751
2003-05-23,256.619
2003-05-26,259.476
2003-05-27,259.577
2003-05-28,258.67
2003-05-29,261.38
2003-05-30,261.842
2003-06-02,261.291
2003-06-03,258.789
2003-06-04,261.744
2003-06-05,264.384
2003-06-06,261.957
2003-06-09,263.166
2003-06-10,261.72
2003-06-11,264.952
2003-06-12,263.585
2003-06-13,265.117
2003-06-16,269.019
2003-06-17,267.111
2003-06-18,264.013
2003-06-19,263.009
2003-06-20,266.783
2003-06-23,260.766
2003-06-24,260.393
2003-06-25,263.516
2003-06-26,260.938
2003-06-27,259.632
2003-06-30,259.0
2003-07-01,261.326
2003-07-02,260.457
2003-07-03,258.798
2003-07-04,258.327
2003-07-07,257.688
2003-07-08,256.583
2003-07-09,256.431
2003-07-10,256.051
2003-07-11,257.856
2003-07-14,259.212
2003-07-15,257.474
2003-07-16,256.523
2003-07-17,257.221
2003-07-18,256.456
2003-07-21,257.659
2003-07-22,259.911
2003-07-23,262.181
2003-07-24,264.761
2003-07-25,263.202
2003-07-28,263.486
2003-07-29,261.822
2003-07-30,259.32
2003-07-31,258.313
2003-08-01,257.468
2003-08-04,258.403
2003-08-05,258.919
2003-08-06,258.328
2003-08-07,259.103
2003-08-08,257.551
2003-08-11,258.194
2003-08-12,258.238
2003-08-13,257.457
2003-08-14,257.883
2003-08-15,257.7
2003-08-18,254.721
2003-08-19,253.608
2003-08-20,255.078
2003-08-21,251.959
2003-08-22,250.145
2003-08-25,250.35
2003-08-26,249.551
2003-08-27,249.768
2003-08-28,250.718
2003-08-29,251.666
2003-09-01,253.08
2003-09-02,250.968
2003-09-03,253.36
2003-09-04,254.862
2003-09-05,257.282
2003-09-08,259.692
2003-09-09,260.087
2003-09-10,258.699
2003-09-11,259.024
2003-09-12,260.487
2003-09-15,261.065
2003-09-16,260.07
2003-09-17,262.67
2003-09-18,263.438
2003-09-19,265.33
2003-09-22,264.558
2003-09-23,265.955
2003-09-24,265.142
2003-09-25,266.774
2003-09-26,265.6
2003-09-29,265.751
2003-09-30,266.171
2003-10-01,268.278
2003-10-02,268.078
2003-10-03,268.622
2003-10-06,269.48
2003-10-07,272.966
2003-10-08,273.461
2003-10-09,272.985
2003-10-10,274.404
2003-10-13,272.981
2003-10-14,273.43
2003-10-15,273.258
2003-10-16,274.448
2003-10-17,272.084
2003-10-20,273.515
2003-10-21,273.338
2003-10-22,274.039
2003-10-23,273.756
2003-10-24,274.088
2003-10-27,273.787
2003-10-28,273.439
2003-10-29,273.09
2003-10-30,274.996
2003-10-31,273.877
2003-11-03,271.833
2003-11-04,272.877
2003-11-05,271.611
2003-11-06,270.891
2003-11-07,272.886
2003-11-10,274.236
2003-11-11,274.265
2003-11-12,278.19
2003-11-13,279.436
2003-11-14,281.465
2003-11-17,279.637
2003-11-18,282.089
2003-11-19,282.455
2003-11-20,282.091
2003-11-21,283.427
2003-11-24,281.991
2003-11-25,283.343
2003-11-26,285.136
2003-11-27,285.14
2003-11-28,287.248
2003-12-01,289.269
2003-12-02,292.253
2003-12-03,291.916
2003-12-04,290.363
2003-12-05,292.321
2003-12-08,294.163
2003-12-09,295.481
2003-12-10,295.478
2003-12-11,294.313
2003-12-12,297.239
2003-12-15,298.312
2003-12-16,299.622
2003-12-17,301.872
2003-12-18,302.918
2003-12-19,303.926
2003-12-22,305.226
2003-12-23,307.07
2003-12-24,307.936
2003-12-25,307.936
2003-12-26,307.812
2003-12-29,310.039
2003-12-30,309.792
2003-12-31,311.844
2004-01-01,311.844
2004-01-02,316.99
2004-01-05,319.32
2004-01-06,321.235
2004-01-07,317.965
2004-01-08,319.986
2004-01-09,322.749
2004-01-12,324.558
2004-01-13,324.621
2004-01-14,324.433
2004-01-15,322.857
2004-01-16,319.36
2004-01-19,320.898
2004-01-20,325.32
2004-01-21,326.918
2004-01-22,329.205
2004-01-23,329.435
2004-01-26,324.932
2004-01-27,326.44
2004-01-28,326.477
2004-01-29,320.858
2004-01-30,320.188
2004-02-02,324.439
2004-02-03,328.319
2004-02-04,326.889
2004-02-05,329.265
2004-02-06,332.393
2004-02-09,332.852
2004-02-10,334.319
2004-02-11,335.301
2004-02-12,343.631
2004-02-13,343.042
2004-02-16,344.87
2004-02-17,348.35
2004-02-18,348.506
2004-02-19,344.806
2004-02-20,340.519
2004-02-23,341.39
2004-02-24,343.546
2004-02-25,338.968
2004-02-26,335.94
2004-02-27,339.269
2004-03-01,342.295
2004-03-02,341.177
2004-03-03,336.241
2004-03-04,338.39
2004-03-05,345.578
2004-03-08,345.754
2004-03-09,344.287
2004-03-10,339.367
2004-03-11,333.636
2004-03-12,329.814
2004-03-15,320.034
2004-03-16,325.753
2004-03-17,324.408
2004-03-18,326.945
2004-03-19,328.17
2004-03-22,324.822
2004-03-23,321.491
2004-03-24,319.609
2004-03-25,322.542
2004-03-26,320.597
2004-03-29,325.227
2004-03-30,325.464
2004-03-31,330.635
2004-04-01,336.867
2004-04-02,335.698
2004-04-05,331.847
2004-04-06,331.349
2004-04-07,332.862
2004-04-08,333.84
2004-04-09,333.84
2004-04-12,332.902
2004-04-13,330.877
2004-04-14,328.216
2004-04-15,329.656
2004-04-16,334.723
2004-04-19,332.877
2004-04-20,330.451
2004-04-21,326.643
2004-04-22,327.817
2004-04-23,328.283
2004-04-26,330.176
2004-04-27,330.656
2004-04-28,324.944
2004-04-29,325.237
2004-04-30,324.918
2004-05-03,326.658
2004-05-04,329.643
2004-05-05,333.088
2004-05-06,329.47
2004-05-07,323.003
2004-05-10,314.206
2004-05-11,315.137
2004-05-12,317.341
2004-05-13,317.234
2004-05-14,316.617
2004-05-17,315.95
2004-05-18,315.866
2004-05-19,321.727
2004-05-20,317.13
2004-05-21,320.433
2004-05-24,321.131
2004-05-25,324.477
2004-05-26,326.211
2004-05-27,331.408
2004-05-28,329.586
2004-05-31,330.921
2004-06-01,327.948
2004-06-02,332.6
2004-06-03,331.325
2004-06-04,334.036
2004-06-07,338.793
2004-06-08,338.308
2004-06-09,332.837
2004-06-10,331.578
2004-06-11,327.81
2004-06-14,327.824
2004-06-15,328.282
2004-06-16,327.345
2004-06-17,329.628
2004-06-18,332.58
2004-06-21,333.084
2004-06-22,331.434
2004-06-23,334.033
2004-06-24,337.085
2004-06-25,336.427
2004-06-28,339.945
2004-06-29,336.992
2004-06-30,336.28
2004-07-01,339.29
2004-07-02,341.418
2004-07-05,340.918
2004-07-06,340.61
2004-07-07,343.026
2004-07-08,344.229
2004-07-09,344.281
2004-07-12,347.098
2004-07-13,345.112
2004-07-14,345.484
2004-07-15,344.225
2004-07-16,348.439
2004-07-19,346.56
2004-07-20,345.481
2004-07-21,342.317
2004-07-22,340.641
2004-07-23,334.884
2004-07-26,334.011
2004-07-27,333.709
2004-07-28,331.532
2004-07-29,335.727
2004-07-30,335.88
2004-08-02,334.173
2004-08-03,336.87
2004-08-04,334.272
2004-08-05,334.784
2004-08-06,335.73
2004-08-09,335.013
2004-08-10,337.259
2004-08-11,333.425
2004-08-12,334.657
2004-08-13,336.919
2004-08-16,336.674
2004-08-17,339.937
2004-08-18,339.01
2004-08-19,342.752
2004-08-20,340.728
2004-08-23,340.43
2004-08-24,337.995
2004-08-25,337.324
2004-08-26,338.609
2004-08-27,337.794
2004-08-30,338.47
2004-08-31,341.822
2004-09-01,344.598
2004-09-02,346.399
2004-09-03,347.054
2004-09-06,349.823
2004-09-07,349.161
2004-09-08,351.656
2004-09-09,351.581
2004-09-10,355.797
2004-09-13,356.411
2004-09-14,356.083
2004-09-15,351.963
2004-09-16,352.41
2004-09-17,353.268
2004-09-20,353.023
2004-09-21,356.957
2004-09-22,355.307
2004-09-23,355.819
2004-09-24,355.082
2004-09-27,354.397
2004-09-28,356.637
2004-09-29,359.651
2004-09-30,362.125
2004-10-01,367.074
2004-10-04,365.151
2004-10-05,365.606
2004-10-06,366.413
2004-10-07,364.158
2004-10-08,368.132
2004-10-11,366.282
2004-10-12,364.137
2004-10-13,363.077
2004-10-14,363.849
2004-10-15,366.245
2004-10-18,367.625
2004-10-19,369.281
2004-10-20,370.907
2004-10-21,372.422
2004-10-22,374.254
2004-10-25,374.47
2004-10-26,374.992
2004-10-27,378.678
2004-10-28,380.595
2004-10-29,378.452
2004-11-01,379.181
2004-11-02,378.624
2004-11-03,382.076
2004-11-04,384.704
2004-11-05,386.787
2004-11-08,389.542
2004-11-09,390.143
2004-11-10,391.513
2004-11-11,392.417
2004-11-12,394.476
2004-11-15,391.54
2004-11-16,391.16
2004-11-17,396.428
2004-11-18,395.241
2004-11-19,398.043
2004-11-22,397.124
2004-11-23,398.98
2004-11-24,404.068
2004-11-25,409.985
2004-11-26,410.685
2004-11-29,410.58
2004-11-30,409.295
2004-12-01,413.208
2004-12-02,413.692
2004-12-03,417.977
2004-12-06,419.728
2004-12-07,418.962
2004-12-08,413.954
2004-12-09,414.883
2004-12-10,414.963
2004-12-13,419.782
2004-12-14,421.393
2004-12-15,425.725
2004-12-16,424.115
2004-12-17,423.845
2004-12-20,431.826
2004-12-21,430.053
2004-12-22,433.4
2004-12-23,437.006
2004-12-24,438.138
2004-12-27,440.59
2004-12-28,440.125
2004-12-29,440.352
2004-12-30,443.177
2004-12-31,441.957
2005-01-03,440.731
2005-01-04,437.958
2005-01-05,434.101
2005-01-06,430.684
2005-01-07,429.294
2005-01-10,432.985
2005-01-11,433.857
2005-01-12,440.206
2005-01-13,440.8
2005-01-14,439.309
2005-01-17,441.8
2005-01-18,441.482
2005-01-19,444.109
2005-01-20,439.81
2005-01-21,441.588
2005-01-24,442.151
2005-01-25,442.989
2005-01-26,448.412
2005-01-27,450.127
2005-01-28,450.91
2005-01-31,456.119
2005-02-01,459.972
2005-02-02,463.679
2005-02-03,461.6
2005-02-04,465.65
2005-02-07,461.214
2005-02-08,458.793
2005-02-09,459.244
2005-02-10,463.27
2005-02-11,466.562
2005-02-14,471.176
2005-02-15,473.251
2005-02-16,473.824
2005-02-17,478.343
2005-02-18,476.001
2005-02-21,467.791
2005-02-22,468.804
2005-02-23,470.844
2005-02-24,471.981
2005-02-25,475.022
2005-02-28,478.673
2005-03-01,479.546
2005-03-02,475.95
2005-03-03,474.507
2005-03-04,483.748
2005-03-07,481.403
2005-03-08,484.933
2005-03-09,482.364
2005-03-10,477.06
2005-03-11,479.737
2005-03-14,476.096
2005-03-15,475.539
2005-03-16,477.999
2005-03-17,477.571
2005-03-18,475.368
2005-03-21,474.159
2005-03-22,477.532
2005-03-23,469.75
2005-03-24,470.567
2005-03-25,470.567
2005-03-28,467.264
2005-03-29,469.131
2005-03-30,470.88
2005-03-31,470.688
2005-04-01,473.185
2005-04-04,466.088
2005-04-05,469.682
2005-04-06,472.229
2005-04-07,477.545
2005-04-08,474.855
2005-04-11,477.816
2005-04-12,473.193
2005-04-13,476.67
2005-04-14,472.666
2005-04-15,468.28
2005-04-18,465.098
2005-04-19,469.365
2005-04-20,470.709
2005-04-21,472.238
2005-04-22,473.728
2005-04-25,471.016
2005-04-26,469.718
2005-04-27,463.87
2005-04-28,461.936
2005-04-29,461.407
2005-05-02,466.913
2005-05-03,470.209
2005-05-04,473.326
2005-05-05,474.277
2005-05-06,473.47
2005-05-09,473.301
2005-05-10,476.004
2005-05-11,473.814
2005-05-12,475.107
2005-05-13,472.232
2005-05-16,470.88
2005-05-17,470.476
2005-05-18,477.172
2005-05-19,477.869
2005-05-20,476.407
2005-05-23,479.136
2005-05-24,480.387
2005-05-25,481.95
2005-05-26,483.778
2005-05-27,482.933
2005-05-30,485.198
2005-05-31,482.403
2005-06-01,484.876
2005-06-02,485.545
2005-06-03,484.127
2005-06-06,484.863
2005-06-07,490.461
2005-06-08,490.841
2005-06-09,487.668
2005-06-10,488.881
2005-06-13,486.619
2005-06-14,488.309
2005-06-15,485.38
2005-06-16,487.791
2005-06-17,495.71
2005-06-20,490.608
2005-06-21,495.53
2005-06-22,497.99
2005-06-23,497.921
2005-06-24,495.455
2005-06-27,494.796
2005-06-28,496.605
2005-06-29,501.524
2005-06-30,504.969
2005-07-01,503.405
2005-07-04,500.709
2005-07-05,500.853
2005-07-06,502.656
2005-07-07,496.643
2005-07-08,502.508
2005-07-11,514.025
2005-07-12,520.204
2005-07-13,518.424
2005-07-14,517.812
2005-07-15,513.157
2005-07-18,514.113
2005-07-19,512.553
2005-07-20,514.145
2005-07-21,517.641
2005-07-22,518.95
2005-07-25,515.716
2005-07-26,515.006
2005-07-27,515.726
2005-07-28,518.008
2005-07-29,519.609
2005-08-01,521.868
2005-08-02,524.397
2005-08-03,529.049
2005-08-04,531.46
2005-08-05,530.901
2005-08-08,536.342
2005-08-09,535.972
2005-08-10,542.955
2005-08-11,542.626
2005-08-12,539.28
2005-08-15,537.559
2005-08-16,535.269
2005-08-17,530.462
2005-08-18,522.189
2005-08-19,524.277
2005-08-22,529.645
2005-08-23,526.059
2005-08-24,529.577
2005-08-25,527.6
2005-08-26,527.479
2005-08-29,524.989
2005-08-30,523.694
2005-08-31,532.505
2005-09-01,549.02
2005-09-02,554.031
2005-09-05,557.139
2005-09-06,557.475
2005-09-07,561.05
2005-09-08,562.068
2005-09-09,565.289
2005-09-12,559.334
2005-09-13,555.353
2005-09-14,558.847
2005-09-15,558.866
2005-09-16,565.799
2005-09-19,565.422
2005-09-20,569.365
2005-09-21,569.666
2005-09-22,565.034
2005-09-23,562.332
2005-09-26,558.311
2005-09-27,557.176
2005-09-28,562.475
2005-09-29,561.343
2005-09-30,565.954
2005-10-03,562.677
2005-10-04,564.561
2005-10-05,563.371
2005-10-06,564.896
2005-10-07,562.504
2005-10-10,564.86
2005-10-11,566.557
2005-10-12,564.537
2005-10-13,547.045
2005-10-14,552.091
2005-10-17,546.769
2005-10-18,537.536
2005-10-19,528.666
2005-10-20,528.445
2005-10-21,528.013
2005-10-24,537.224
2005-10-25,545.772
2005-10-26,544.112
2005-10-27,540.484
2005-10-28,539.874
2005-10-31,543.288
2005-11-01,544.955
2005-11-02,546.787
2005-11-03,547.854
2005-11-04,537.807
2005-11-07,537.91
2005-11-08,535.679
