Date,NETHERLANDS IMI IMI (Large+Mid+Small Cap)
2015-11-30,1057.355
2015-12-31,1031.492
2016-01-29,1000.371
2016-02-29,986.454
2016-03-31,1065.112
2016-04-29,1066.193
2016-05-31,1076.355
2016-06-30,1007.158
2016-07-29,1056.176
2016-08-31,1086.313
2016-09-30,1100.382
2016-10-31,1075.137
2016-11-30,1038.637
2016-12-30,1078.741
2017-01-31,1099.525
2017-02-28,1136.545
2017-03-31,1198.682
2017-04-28,1252.082
2017-05-31,1314.898
2017-06-30,1296.938
2017-07-31,1383.931
2017-08-31,1380.732
2017-09-29,1418.16
2017-10-31,1431.941
2017-11-30,1424.945
2017-12-29,1439.809
2018-01-31,1530.335
2018-02-28,1453.513
2018-03-30,1451.295
2018-04-30,1469.204
2018-05-31,1423.582
2018-06-29,1421.53
2018-07-31,1474.807
2018-08-31,1446.767
2018-09-28,1400.785
2018-10-31,1291.151
2018-11-30,1317.992
2018-12-31,1237.003
2019-01-31,1327.067
2019-02-28,1390.626
2019-03-29,1401.906
2019-04-30,1484.533
2019-05-31,1391.502
2019-06-28,1487.745
2019-07-31,1498.656
2019-08-30,1477.219
2019-09-30,1515.203
2019-10-31,1538.529
2019-11-29,1574.918
2019-12-31,1634.129
2020-01-31,1588.579
2020-02-28,1463.486
2020-03-31,1281.058
2020-04-30,1396.58
2020-05-29,1494.437
2020-06-30,1605.167
2020-07-31,1675.077
2020-08-31,1728.589
2020-09-30,1706.151
2020-10-30,1663.457
2020-11-30,1908.738
2020-12-31,2035.383
2021-01-29,2086.768
2021-02-26,2169.223
2021-03-31,2275.259
2021-04-30,2390.424
2021-05-31,2453.67
2021-06-30,2434.492
2021-07-30,2539.664
2021-08-31,2710.827
2021-09-30,2516.511
2021-10-29,2674.307
2021-11-30,2523.863
2021-12-31,2604.253
2022-01-31,2321.568
2022-02-28,2212.418
2022-03-31,2182.99
2022-04-29,1965.694
2022-05-31,1980.611
2022-06-30,1766.376
2022-07-29,1941.999
2022-08-31,1749.989
2022-09-30,1575.199
2022-10-31,1670.306
2022-11-30,1953.48
2022-12-30,1906.993
2023-01-31,2180.566
2023-02-28,2115.393
2023-03-31,2213.335
2023-04-28,2190.287
2023-05-31,2204.329
2023-06-30,2303.317
2023-07-31,2371.329
2023-08-31,2173.261
2023-09-29,1999.696
2023-10-31,1968.639
2023-11-30,2233.423
2023-12-29,2390.727
2024-01-31,2524.286
2024-02-29,2649.841
2024-03-29,2746.148
2024-04-30,2642.274
2024-05-31,2796.23
2024-06-28,2870.888
2024-07-31,2739.605
2024-08-30,2792.413
2024-09-30,2754.835
2024-10-31,2452.486
2024-11-29,2433.484
2024-12-31,2415.068
2025-01-31,2536.287
2025-02-28,2532.141
2025-03-31,2464.984
2025-04-30,2577.617
2025-05-30,2805.38
2025-06-30,2919.19
2025-07-31,2747.16
2025-08-29,2831.034
2025-09-30,3184.846
2025-10-31,3269.141
2025-11-28,3214.535
2025-12-31,3297.91
2026-01-30,3781.508
