Date,WORLD ex USA SMID VALUE SMID (Small+Mid Cap)
2010-09-17,762.537
2010-09-20,769.592
2010-09-21,771.454
2010-09-22,776.837
2010-09-23,772.959
2010-09-24,781.306
2010-09-27,784.688
2010-09-28,787.472
2010-09-29,792.651
2010-09-30,789.848
2010-10-01,792.811
2010-10-04,787.568
2010-10-05,801.633
2010-10-06,811.385
2010-10-07,815.361
2010-10-08,814.064
2010-10-11,815.694
2010-10-12,808.126
2010-10-13,820.538
2010-10-14,828.257
2010-10-15,821.192
2010-10-18,821.721
2010-10-19,810.289
2010-10-20,817.799
2010-10-21,820.2
2010-10-22,818.074
2010-10-25,825.117
2010-10-26,818.576
2010-10-27,807.693
2010-10-28,813.424
2010-10-29,816.226
2010-11-01,817.2
2010-11-02,821.812
2010-11-03,819.412
2010-11-04,838.967
2010-11-05,837.649
2010-11-08,836.127
2010-11-09,838.871
2010-11-10,824.681
2010-11-11,822.701
2010-11-12,817.555
2010-11-15,816.643
2010-11-16,801.522
2010-11-17,803.629
2010-11-18,815.421
2010-11-19,816.353
2010-11-22,814.721
2010-11-23,802.123
2010-11-24,804.081
2010-11-25,806.684
2010-11-26,796.037
2010-11-29,787.666
2010-11-30,782.657
2010-12-01,795.069
2010-12-02,813.544
2010-12-03,825.573
2010-12-06,825.812
2010-12-07,831.452
2010-12-08,826.299
2010-12-09,828.656
2010-12-10,830.241
2010-12-13,841.87
2010-12-14,844.819
2010-12-15,841.043
2010-12-16,835.58
2010-12-17,833.892
2010-12-20,833.746
2010-12-21,842.028
2010-12-22,843.075
2010-12-23,845.158
2010-12-24,845.622
2010-12-27,844.356
2010-12-28,848.143
2010-12-29,854.737
2010-12-30,854.89
2010-12-31,861.68
2011-01-03,862.345
2011-01-04,866.307
2011-01-05,857.436
2011-01-06,857.886
2011-01-07,857.916
2011-01-10,852.239
2011-01-11,857.758
2011-01-12,869.64
2011-01-13,879.877
2011-01-14,878.269
2011-01-17,877.791
2011-01-18,885.342
2011-01-19,887.977
2011-01-20,870.792
2011-01-21,875.326
2011-01-24,881.461
2011-01-25,880.228
2011-01-26,886.0
2011-01-27,888.253
2011-01-28,881.175
2011-01-31,880.596
2011-02-01,895.214
2011-02-02,898.134
2011-02-03,893.078
2011-02-04,895.682
2011-02-07,901.658
2011-02-08,906.685
2011-02-09,902.434
2011-02-10,893.282
2011-02-11,892.953
2011-02-14,896.811
2011-02-15,896.83
2011-02-16,900.223
2011-02-17,907.832
2011-02-18,911.778
2011-02-21,905.906
2011-02-22,897.329
2011-02-23,891.703
2011-02-24,886.47
2011-02-25,896.186
2011-02-28,906.407
2011-03-01,907.832
2011-03-02,901.432
2011-03-03,904.294
2011-03-04,909.487
2011-03-07,906.064
2011-03-08,899.654
2011-03-09,902.208
2011-03-10,883.059
2011-03-11,878.502
2011-03-14,864.312
2011-03-15,828.119
2011-03-16,835.022
2011-03-17,850.887
2011-03-18,861.167
2011-03-21,873.852
2011-03-22,884.456
2011-03-23,881.152
2011-03-24,889.275
2011-03-25,887.867
2011-03-28,885.35
2011-03-29,882.983
2011-03-30,892.732
2011-03-31,894.261
2011-04-01,895.486
2011-04-04,900.207
2011-04-05,896.176
2011-04-06,899.802
2011-04-07,894.895
2011-04-08,905.727
2011-04-11,903.828
2011-04-12,891.631
2011-04-13,896.869
2011-04-14,897.338
2011-04-15,895.465
2011-04-18,880.725
2011-04-19,886.313
2011-04-20,903.625
2011-04-21,913.838
2011-04-22,913.652
2011-04-25,910.926
2011-04-26,915.266
2011-04-27,915.161
2011-04-28,930.857
2011-04-29,933.538
2011-05-02,939.406
2011-05-03,931.523
2011-05-04,925.15
2011-05-05,914.72
2011-05-06,917.097
2011-05-09,909.035
2011-05-10,918.412
2011-05-11,917.422
2011-05-12,906.399
2011-05-13,903.567
2011-05-16,897.911
2011-05-17,889.063
2011-05-18,896.673
2011-05-19,898.328
2011-05-20,895.919
2011-05-23,878.641
2011-05-24,880.398
2011-05-25,880.966
2011-05-26,886.325
2011-05-27,896.98
2011-05-30,898.147
2011-05-31,908.252
2011-06-01,907.08
2011-06-02,896.669
2011-06-03,897.79
2011-06-06,892.904
2011-06-07,895.871
2011-06-08,885.476
2011-06-09,885.334
2011-06-10,873.914
2011-06-13,872.264
2011-06-14,883.881
2011-06-15,872.162
2011-06-16,855.353
2011-06-17,860.496
2011-06-20,855.654
2011-06-21,869.2
2011-06-22,873.456
2011-06-23,853.579
2011-06-24,854.466
2011-06-27,852.037
2011-06-28,859.762
2011-06-29,875.67
2011-06-30,890.016
2011-07-01,895.035
2011-07-04,903.161
2011-07-05,900.97
2011-07-06,894.839
2011-07-07,898.839
2011-07-08,893.885
2011-07-11,872.644
2011-07-12,868.64
2011-07-13,882.264
2011-07-14,874.857
2011-07-15,872.885
2011-07-18,859.026
2011-07-19,870.13
2011-07-20,879.779
2011-07-21,893.423
2011-07-22,900.282
2011-07-25,894.394
2011-07-26,898.088
2011-07-27,885.576
2011-07-28,878.21
2011-07-29,876.547
2011-08-01,870.63
2011-08-02,853.246
2011-08-03,839.668
2011-08-04,807.681
2011-08-05,787.613
2011-08-08,755.355
2011-08-09,762.838
2011-08-10,760.99
2011-08-11,772.889
2011-08-12,786.43
2011-08-15,802.624
2011-08-16,797.484
2011-08-17,803.434
2011-08-18,772.092
2011-08-19,762.728
2011-08-22,758.889
2011-08-23,766.05
2011-08-24,770.252
2011-08-25,767.773
2011-08-26,768.469
2011-08-29,786.129
2011-08-30,792.396
2011-08-31,805.685
2011-09-01,803.418
2011-09-02,789.647
2011-09-05,765.774
2011-09-06,752.726
2011-09-07,769.729
2011-09-08,772.822
2011-09-09,751.228
2011-09-12,730.998
2011-09-13,738.097
2011-09-14,738.356
2011-09-15,755.811
2011-09-16,764.621
2011-09-19,748.724
2011-09-20,751.229
2011-09-21,744.188
2011-09-22,709.947
2011-09-23,708.704
2011-09-26,705.147
2011-09-27,733.528
2011-09-28,733.794
2011-09-29,736.641
2011-09-30,724.226
2011-10-03,707.426
2011-10-04,689.124
2011-10-05,698.327
2011-10-06,718.574
2011-10-07,727.14
2011-10-10,738.499
2011-10-11,744.246
2011-10-12,758.066
2011-10-13,753.409
2011-10-14,759.54
2011-10-17,758.742
2011-10-18,750.313
2011-10-19,756.104
2011-10-20,743.168
2011-10-21,760.662
2011-10-24,773.854
2011-10-25,768.07
2011-10-26,765.532
2011-10-27,798.292
2011-10-28,800.848
2011-10-31,776.816
2011-11-01,746.317
2011-11-02,750.625
2011-11-03,757.72
2011-11-04,759.818
2011-11-07,757.381
2011-11-08,758.933
2011-11-09,746.989
2011-11-10,738.538
2011-11-11,755.015
2011-11-14,749.536
2011-11-15,740.642
2011-11-16,736.004
2011-11-17,729.637
2011-11-18,723.983
2011-11-21,706.766
2011-11-22,704.53
2011-11-23,690.831
2011-11-24,688.051
2011-11-25,685.32
2011-11-28,704.101
2011-11-29,713.811
2011-11-30,735.509
2011-12-01,734.861
2011-12-02,740.849
2011-12-05,750.432
2011-12-06,740.524
2011-12-07,744.649
2011-12-08,731.743
2011-12-09,732.596
2011-12-12,721.496
2011-12-13,715.398
2011-12-14,699.387
2011-12-15,701.645
2011-12-16,705.122
2011-12-19,697.829
2011-12-20,713.119
2011-12-21,713.284
2011-12-22,716.32
2011-12-23,720.278
2011-12-26,720.957
2011-12-27,722.081
2011-12-28,713.885
2011-12-29,715.864
2011-12-30,726.334
2012-01-02,730.222
2012-01-03,743.4
2012-01-04,742.245
2012-01-05,729.684
2012-01-06,725.661
2012-01-09,724.173
2012-01-10,734.139
2012-01-11,733.936
2012-01-12,737.643
2012-01-13,735.168
2012-01-16,737.136
2012-01-17,746.413
2012-01-18,752.012
2012-01-19,763.242
2012-01-20,769.216
2012-01-23,779.178
2012-01-24,770.044
2012-01-25,772.772
2012-01-26,787.309
2012-01-27,785.242
2012-01-30,777.456
2012-01-31,782.276
2012-02-01,796.526
2012-02-02,800.335
2012-02-03,803.417
2012-02-06,804.826
2012-02-07,807.741
2012-02-08,812.404
2012-02-09,814.627
2012-02-10,801.658
2012-02-13,807.436
2012-02-14,800.099
2012-02-15,804.661
2012-02-16,800.637
2012-02-17,811.659
2012-02-20,822.683
2012-02-21,819.834
2012-02-22,816.135
2012-02-23,819.29
2012-02-24,827.114
2012-02-27,823.643
2012-02-28,826.686
2012-02-29,826.744
2012-03-01,826.431
2012-03-02,825.565
2012-03-05,819.242
2012-03-06,800.154
2012-03-07,802.991
2012-03-08,818.296
2012-03-09,818.769
2012-03-12,815.714
2012-03-13,824.422
2012-03-14,822.938
2012-03-15,828.242
2012-03-16,834.976
2012-03-19,837.692
2012-03-20,829.146
2012-03-21,824.804
2012-03-22,820.04
2012-03-23,823.265
2012-03-26,830.25
2012-03-27,833.97
2012-03-28,827.177
2012-03-29,820.2
2012-03-30,825.393
2012-04-02,828.823
2012-04-03,825.16
2012-04-04,802.189
2012-04-05,799.784
2012-04-06,798.578
2012-04-09,796.368
2012-04-10,785.565
2012-04-11,788.782
2012-04-12,800.45
2012-04-13,793.61
2012-04-16,788.034
2012-04-17,798.881
2012-04-18,799.308
2012-04-19,794.841
2012-04-20,798.131
2012-04-23,784.466
2012-04-24,790.007
2012-04-25,797.237
2012-04-26,800.286
2012-04-27,806.866
2012-04-30,805.808
2012-05-01,804.828
2012-05-02,802.538
2012-05-03,799.094
2012-05-04,787.987
2012-05-07,779.712
2012-05-08,772.673
2012-05-09,763.078
2012-05-10,769.99
2012-05-11,767.282
2012-05-14,752.752
2012-05-15,741.622
2012-05-16,730.898
2012-05-17,729.832
2012-05-18,717.78
2012-05-21,721.752
2012-05-22,733.318
2012-05-23,716.807
2012-05-24,718.254
2012-05-25,715.127
2012-05-28,717.222
2012-05-29,723.588
2012-05-30,710.477
2012-05-31,708.643
2012-06-01,695.734
2012-06-04,691.236
2012-06-05,696.88
2012-06-06,711.711
2012-06-07,721.074
2012-06-08,711.361
2012-06-11,714.137
2012-06-12,710.364
2012-06-13,711.035
2012-06-14,711.376
2012-06-15,721.515
2012-06-18,725.679
2012-06-19,734.918
2012-06-20,742.508
2012-06-21,734.405
2012-06-22,727.296
2012-06-25,717.255
2012-06-26,713.334
2012-06-27,720.717
2012-06-28,721.823
2012-06-29,747.222
2012-07-02,751.525
2012-07-03,758.502
2012-07-04,758.339
2012-07-05,751.891
2012-07-06,743.56
2012-07-09,738.058
2012-07-10,737.753
2012-07-11,735.512
2012-07-12,725.554
2012-07-13,735.791
2012-07-16,739.254
2012-07-17,737.218
2012-07-18,740.572
2012-07-19,751.11
2012-07-20,739.707
2012-07-23,720.381
2012-07-24,717.566
2012-07-25,715.815
2012-07-26,735.311
2012-07-27,745.42
2012-07-30,751.922
2012-07-31,751.437
2012-08-01,748.472
2012-08-02,737.936
2012-08-03,748.584
2012-08-06,758.232
2012-08-07,764.033
2012-08-08,764.281
2012-08-09,766.263
2012-08-10,766.029
2012-08-13,763.971
2012-08-14,766.781
2012-08-15,765.146
2012-08-16,773.155
2012-08-17,777.956
2012-08-20,777.45
2012-08-21,785.471
2012-08-22,779.249
2012-08-23,783.047
2012-08-24,777.232
2012-08-27,777.603
2012-08-28,774.183
2012-08-29,773.443
2012-08-30,765.671
2012-08-31,770.686
2012-09-03,771.779
2012-09-04,767.329
2012-09-05,765.818
2012-09-06,777.148
2012-09-07,795.692
2012-09-10,795.755
2012-09-11,799.148
2012-09-12,807.383
2012-09-13,808.18
2012-09-14,827.788
2012-09-17,823.237
2012-09-18,818.082
2012-09-19,821.498
2012-09-20,813.736
2012-09-21,818.89
2012-09-24,812.647
2012-09-25,817.612
2012-09-26,802.482
2012-09-27,807.319
2012-09-28,802.761
2012-10-01,807.071
2012-10-02,807.793
2012-10-03,802.726
2012-10-04,811.026
2012-10-05,819.185
2012-10-08,811.926
2012-10-09,804.961
2012-10-10,798.169
2012-10-11,801.2
2012-10-12,802.648
2012-10-15,803.766
2012-10-16,815.164
2012-10-17,826.241
2012-10-18,828.444
2012-10-19,822.195
2012-10-22,820.653
2012-10-23,808.885
2012-10-24,809.013
2012-10-25,813.19
2012-10-26,809.567
2012-10-29,804.915
2012-10-30,808.627
2012-10-31,810.22
2012-11-01,815.612
2012-11-02,815.217
2012-11-05,810.235
2012-11-06,812.778
2012-11-07,806.947
2012-11-08,799.857
2012-11-09,795.643
2012-11-12,792.228
2012-11-13,790.39
2012-11-14,786.286
2012-11-15,783.623
2012-11-16,779.937
2012-11-19,797.057
2012-11-20,796.308
2012-11-21,798.45
2012-11-22,808.506
2012-11-23,815.049
2012-11-26,815.502
2012-11-27,815.533
2012-11-28,813.621
2012-11-29,824.569
2012-11-30,825.262
2012-12-03,828.138
2012-12-04,829.716
2012-12-05,830.765
2012-12-06,834.288
2012-12-07,834.983
2012-12-10,835.315
2012-12-11,839.875
2012-12-12,844.332
2012-12-13,846.084
2012-12-14,848.449
2012-12-17,853.246
2012-12-18,860.367
2012-12-19,870.67
2012-12-20,871.436
2012-12-21,864.854
2012-12-24,863.041
2012-12-25,864.093
2012-12-26,866.355
2012-12-27,869.337
2012-12-28,867.97
2012-12-31,867.705
2013-01-01,867.991
2013-01-02,882.104
2013-01-03,880.783
2013-01-04,884.655
2013-01-07,886.345
2013-01-08,882.703
2013-01-09,886.485
2013-01-10,896.08
2013-01-11,900.115
2013-01-14,898.494
2013-01-15,900.489
2013-01-16,893.946
2013-01-17,897.336
2013-01-18,899.601
2013-01-21,902.535
2013-01-22,904.501
2013-01-23,899.172
2013-01-24,901.095
2013-01-25,907.083
2013-01-28,905.768
2013-01-29,909.115
2013-01-30,911.124
2013-01-31,910.449
2013-02-01,915.23
2013-02-04,905.89
2013-02-05,900.384
2013-02-06,908.597
2013-02-07,906.117
2013-02-08,910.358
2013-02-11,905.191
2013-02-12,913.825
2013-02-13,912.784
2013-02-14,910.145
2013-02-15,904.927
2013-02-18,908.342
2013-02-19,916.28
2013-02-20,917.233
2013-02-21,902.567
2013-02-22,905.203
2013-02-25,908.401
2013-02-26,898.001
2013-02-27,903.727
2013-02-28,911.982
2013-03-01,905.595
2013-03-04,904.81
2013-03-05,913.802
2013-03-06,917.395
2013-03-07,916.969
2013-03-08,916.842
2013-03-11,922.027
2013-03-12,920.151
2013-03-13,915.775
2013-03-14,923.636
2013-03-15,934.88
2013-03-18,924.525
2013-03-19,922.451
2013-03-20,924.723
2013-03-21,927.93
2013-03-22,927.02
2013-03-25,924.113
2013-03-26,924.55
2013-03-27,922.525
2013-03-28,924.841
2013-03-29,925.392
2013-04-01,916.931
2013-04-02,917.67
2013-04-03,918.23
2013-04-04,908.963
2013-04-05,911.097
2013-04-08,915.38
2013-04-09,921.713
2013-04-10,936.726
2013-04-11,946.116
2013-04-12,945.723
2013-04-15,935.54
2013-04-16,930.636
2013-04-17,925.397
2013-04-18,920.287
2013-04-19,923.735
2013-04-22,930.004
2013-04-23,940.639
2013-04-24,950.57
2013-04-25,960.779
2013-04-26,961.151
2013-04-29,965.771
2013-04-30,975.394
2013-05-01,972.695
2013-05-02,965.648
2013-05-03,971.529
2013-05-06,969.836
2013-05-07,981.693
2013-05-08,992.468
2013-05-09,986.77
2013-05-10,979.944
2013-05-13,981.446
2013-05-14,980.727
2013-05-15,980.268
2013-05-16,984.288
2013-05-17,982.496
2013-05-20,994.411
2013-05-21,996.591
2013-05-22,991.49
2013-05-23,961.816
2013-05-24,965.442
2013-05-27,958.78
2013-05-28,960.12
2013-05-29,963.717
2013-05-30,957.25
2013-05-31,950.061
2013-06-03,944.796
2013-06-04,950.012
2013-06-05,935.321
2013-06-06,928.582
2013-06-07,933.572
2013-06-10,938.328
2013-06-11,934.296
2013-06-12,936.152
2013-06-13,927.592
2013-06-14,936.917
2013-06-17,948.747
2013-06-18,947.508
2013-06-19,953.669
2013-06-20,912.097
2013-06-21,905.62
2013-06-24,890.013
2013-06-25,894.115
2013-06-26,898.672
2013-06-27,907.551
2013-06-28,913.809
2013-07-01,922.181
2013-07-02,926.685
2013-07-03,921.944
2013-07-04,929.461
2013-07-05,924.232
2013-07-08,928.208
2013-07-09,935.882
2013-07-10,941.828
2013-07-11,959.251
2013-07-12,958.963
2013-07-15,959.931
2013-07-16,965.872
2013-07-17,965.442
2013-07-18,971.05
2013-07-19,971.453
2013-07-22,980.835
2013-07-23,983.31
2013-07-24,983.251
2013-07-25,979.729
2013-07-26,977.436
2013-07-29,967.91
2013-07-30,972.618
2013-07-31,967.662
2013-08-01,977.573
2013-08-02,988.514
2013-08-05,988.317
2013-08-06,992.987
2013-08-07,986.952
2013-08-08,996.542
2013-08-09,999.36
2013-08-12,997.599
2013-08-13,997.793
2013-08-14,1005.124
2013-08-15,994.472
2013-08-16,999.495
2013-08-19,997.118
2013-08-20,990.145
2013-08-21,982.578
2013-08-22,982.728
2013-08-23,992.625
2013-08-26,989.136
2013-08-27,979.793
2013-08-28,969.051
2013-08-29,967.193
2013-08-30,959.762
2013-09-02,970.159
2013-09-03,975.305
2013-09-04,979.543
2013-09-05,979.667
2013-09-06,986.183
2013-09-09,998.269
2013-09-10,1010.199
2013-09-11,1016.054
2013-09-12,1016.69
2013-09-13,1015.158
2013-09-16,1026.923
2013-09-17,1023.605
2013-09-18,1028.384
2013-09-19,1046.475
2013-09-20,1038.919
2013-09-23,1037.814
2013-09-24,1038.898
2013-09-25,1038.434
2013-09-26,1040.281
2013-09-27,1043.813
2013-09-30,1037.862
2013-10-01,1041.841
2013-10-02,1040.373
2013-10-03,1038.239
2013-10-04,1037.103
2013-10-07,1029.608
2013-10-08,1029.017
2013-10-09,1026.803
2013-10-10,1036.547
2013-10-11,1045.658
2013-10-14,1048.945
2013-10-15,1051.017
2013-10-16,1051.486
2013-10-17,1067.625
2013-10-18,1076.237
2013-10-21,1080.497
2013-10-22,1086.002
2013-10-23,1079.73
2013-10-24,1084.093
2013-10-25,1077.516
2013-10-28,1077.511
2013-10-29,1076.463
2013-10-30,1079.836
2013-10-31,1074.292
2013-11-01,1061.791
2013-11-04,1066.254
2013-11-05,1063.585
2013-11-06,1071.893
2013-11-07,1060.984
2013-11-08,1055.39
2013-11-11,1060.644
2013-11-12,1060.478
2013-11-13,1054.056
2013-11-14,1062.336
2013-11-15,1069.483
2013-11-18,1074.694
2013-11-19,1069.09
2013-11-20,1063.958
2013-11-21,1060.192
2013-11-22,1063.994
2013-11-25,1066.263
2013-11-26,1065.631
2013-11-27,1065.557
2013-11-28,1069.539
2013-11-29,1070.689
2013-12-02,1063.158
2013-12-03,1057.092
2013-12-04,1047.526
2013-12-05,1044.944
2013-12-06,1048.022
2013-12-09,1053.457
2013-12-10,1056.696
2013-12-11,1051.136
2013-12-12,1038.936
2013-12-13,1037.7
2013-12-16,1042.039
2013-12-17,1041.919
2013-12-18,1048.017
2013-12-19,1052.699
2013-12-20,1059.357
2013-12-23,1067.42
2013-12-24,1067.514
2013-12-25,1067.344
2013-12-26,1072.315
2013-12-27,1082.069
2013-12-30,1088.946
2013-12-31,1090.552
2014-01-01,1090.606
2014-01-02,1083.878
2014-01-03,1087.379
2014-01-06,1087.53
2014-01-07,1086.708
2014-01-08,1091.834
2014-01-09,1089.1
2014-01-10,1101.089
2014-01-13,1106.052
2014-01-14,1099.77
2014-01-15,1104.226
2014-01-16,1104.914
2014-01-17,1109.214
2014-01-20,1108.394
2014-01-21,1106.245
2014-01-22,1107.179
2014-01-23,1103.262
2014-01-24,1087.43
2014-01-27,1073.213
2014-01-28,1076.946
2014-01-29,1084.035
2014-01-30,1073.006
2014-01-31,1069.899
2014-02-03,1059.549
2014-02-04,1045.066
2014-02-05,1051.075
2014-02-06,1064.395
2014-02-07,1076.173
2014-02-10,1081.431
2014-02-11,1091.091
2014-02-12,1095.902
2014-02-13,1094.602
2014-02-14,1098.809
2014-02-17,1106.709
2014-02-18,1112.241
2014-02-19,1112.795
2014-02-20,1105.378
2014-02-21,1114.106
2014-02-24,1117.821
2014-02-25,1123.342
2014-02-26,1116.023
2014-02-27,1115.801
2014-02-28,1126.683
2014-03-03,1109.704
2014-03-04,1120.835
2014-03-05,1125.719
2014-03-06,1134.264
2014-03-07,1130.903
2014-03-10,1125.0
2014-03-11,1125.391
2014-03-12,1115.173
2014-03-13,1115.339
2014-03-14,1101.145
2014-03-17,1108.193
2014-03-18,1116.663
2014-03-19,1113.483
2014-03-20,1094.99
2014-03-21,1095.435
2014-03-24,1093.334
2014-03-25,1100.83
2014-03-26,1107.931
2014-03-27,1111.919
2014-03-28,1115.954
2014-03-31,1125.09
2014-04-01,1129.993
2014-04-02,1131.875
2014-04-03,1130.05
2014-04-04,1135.223
2014-04-07,1128.659
2014-04-08,1124.996
2014-04-09,1129.398
2014-04-10,1130.18
2014-04-11,1116.489
2014-04-14,1107.798
2014-04-15,1102.854
2014-04-16,1116.516
2014-04-17,1123.894
2014-04-18,1125.556
2014-04-21,1122.867
2014-04-22,1129.571
2014-04-23,1131.021
2014-04-24,1133.17
2014-04-25,1131.023
2014-04-28,1126.554
2014-04-29,1133.315
2014-04-30,1136.026
2014-05-01,1140.045
2014-05-02,1142.695
2014-05-05,1141.831
2014-05-06,1148.141
2014-05-07,1137.31
2014-05-08,1143.259
2014-05-09,1137.098
2014-05-12,1140.52
2014-05-13,1142.188
2014-05-14,1143.306
2014-05-15,1132.556
2014-05-16,1123.806
2014-05-19,1124.164
2014-05-20,1123.501
2014-05-21,1125.086
2014-05-22,1132.135
2014-05-23,1136.407
2014-05-26,1144.922
2014-05-27,1145.523
2014-05-28,1147.771
2014-05-29,1150.524
2014-05-30,1151.675
2014-06-02,1155.473
2014-06-03,1151.311
2014-06-04,1151.683
2014-06-05,1155.115
2014-06-06,1165.627
2014-06-09,1167.024
2014-06-10,1165.151
2014-06-11,1164.433
2014-06-12,1167.123
2014-06-13,1162.246
2014-06-16,1159.353
2014-06-17,1158.073
2014-06-18,1162.318
2014-06-19,1174.837
2014-06-20,1169.886
2014-06-23,1169.75
2014-06-24,1165.04
2014-06-25,1161.379
2014-06-26,1166.648
2014-06-27,1167.883
2014-06-30,1175.136
2014-07-01,1180.499
2014-07-02,1183.292
2014-07-03,1186.091
2014-07-04,1185.735
2014-07-07,1179.669
2014-07-08,1170.734
2014-07-09,1168.817
2014-07-10,1158.818
2014-07-11,1157.691
2014-07-14,1164.719
2014-07-15,1159.272
2014-07-16,1167.633
2014-07-17,1163.198
2014-07-18,1161.364
2014-07-21,1159.158
2014-07-22,1166.43
2014-07-23,1170.351
2014-07-24,1169.904
2014-07-25,1167.258
2014-07-28,1165.77
2014-07-29,1165.477
2014-07-30,1158.119
2014-07-31,1149.536
2014-08-01,1139.905
2014-08-04,1137.43
2014-08-05,1130.264
2014-08-06,1121.137
2014-08-07,1118.203
2014-08-08,1110.505
2014-08-11,1124.787
2014-08-12,1125.846
2014-08-13,1129.266
2014-08-14,1133.538
2014-08-15,1134.056
2014-08-18,1140.174
2014-08-19,1144.047
2014-08-20,1141.05
2014-08-21,1145.518
2014-08-22,1140.847
2014-08-25,1144.708
2014-08-26,1148.599
2014-08-27,1153.176
2014-08-28,1146.168
2014-08-29,1146.897
2014-09-01,1146.281
2014-09-02,1143.274
2014-09-03,1149.166
2014-09-04,1145.641
2014-09-05,1142.711
2014-09-08,1135.145
2014-09-09,1127.126
2014-09-10,1124.332
2014-09-11,1124.203
2014-09-12,1121.638
2014-09-15,1116.557
2014-09-16,1111.417
2014-09-17,1113.939
2014-09-18,1115.268
2014-09-19,1112.988
2014-09-22,1106.008
2014-09-23,1100.245
2014-09-24,1097.915
2014-09-25,1093.797
2014-09-26,1088.325
2014-09-29,1084.758
2014-09-30,1081.624
2014-10-01,1072.943
2014-10-02,1057.453
2014-10-03,1052.065
2014-10-06,1060.516
2014-10-07,1055.291
2014-10-08,1048.302
2014-10-09,1044.19
2014-10-10,1024.401
2014-10-13,1024.387
2014-10-14,1019.648
2014-10-15,1012.697
2014-10-16,1008.283
2014-10-17,1018.16
2014-10-20,1027.761
2014-10-21,1037.363
2014-10-22,1044.022
2014-10-23,1042.751
2014-10-24,1044.316
2014-10-27,1045.561
2014-10-28,1054.416
2014-10-29,1059.503
2014-10-30,1052.42
2014-10-31,1059.196
2014-11-03,1048.944
2014-11-04,1053.36
2014-11-05,1053.709
2014-11-06,1047.577
2014-11-07,1048.703
2014-11-10,1056.677
2014-11-11,1057.857
2014-11-12,1057.662
2014-11-13,1057.048
2014-11-14,1059.969
2014-11-17,1054.933
2014-11-18,1066.766
2014-11-19,1062.021
2014-11-20,1060.72
2014-11-21,1068.671
2014-11-24,1068.103
2014-11-25,1074.411
2014-11-26,1077.591
2014-11-27,1070.461
2014-11-28,1066.482
2014-12-01,1064.476
2014-12-02,1063.951
2014-12-03,1066.592
2014-12-04,1064.964
2014-12-05,1061.994
2014-12-08,1057.444
2014-12-09,1055.699
2014-12-10,1047.236
2014-12-11,1040.876
2014-12-12,1033.051
2014-12-15,1016.702
2014-12-16,1025.355
2014-12-17,1025.108
2014-12-18,1038.485
2014-12-19,1047.792
2014-12-22,1050.224
2014-12-23,1049.618
2014-12-24,1054.037
2014-12-25,1052.776
2014-12-26,1054.15
2014-12-29,1054.748
2014-12-30,1052.059
2014-12-31,1051.413
2015-01-01,1051.45
2015-01-02,1047.455
2015-01-05,1033.172
2015-01-06,1022.327
2015-01-07,1016.098
2015-01-08,1029.427
2015-01-09,1032.903
2015-01-12,1030.946
2015-01-13,1034.767
2015-01-14,1029.535
2015-01-15,1035.881
2015-01-16,1032.302
2015-01-19,1042.755
2015-01-20,1044.078
2015-01-21,1047.153
2015-01-22,1047.868
2015-01-23,1049.374
2015-01-26,1052.452
2015-01-27,1062.297
2015-01-28,1061.368
2015-01-29,1053.288
2015-01-30,1053.182
2015-02-02,1058.466
2015-02-03,1067.462
2015-02-04,1071.649
2015-02-05,1080.021
2015-02-06,1074.771
2015-02-09,1070.522
2015-02-10,1071.948
2015-02-11,1064.807
2015-02-12,1082.803
2015-02-13,1090.242
2015-02-16,1093.865
2015-02-17,1093.491
2015-02-18,1102.187
2015-02-19,1106.219
2015-02-20,1107.393
2015-02-23,1109.68
2015-02-24,1111.261
2015-02-25,1117.661
2015-02-26,1114.374
2015-02-27,1116.833
2015-03-02,1112.945
2015-03-03,1110.732
2015-03-04,1102.326
2015-03-05,1105.961
2015-03-06,1095.102
2015-03-09,1086.982
2015-03-10,1071.176
2015-03-11,1069.319
2015-03-12,1077.542
2015-03-13,1073.783
2015-03-16,1080.361
2015-03-17,1077.383
2015-03-18,1085.214
2015-03-19,1088.648
2015-03-20,1107.273
2015-03-23,1117.782
2015-03-24,1120.895
2015-03-25,1122.078
2015-03-26,1106.6
2015-03-27,1102.356
2015-03-30,1100.594
2015-03-31,1093.453
2015-04-01,1094.88
2015-04-02,1107.495
2015-04-03,1108.585
2015-04-06,1120.712
2015-04-07,1121.547
2015-04-08,1123.938
2015-04-09,1123.984
2015-04-10,1126.766
2015-04-13,1121.516
2015-04-14,1135.629
2015-04-15,1133.676
2015-04-16,1142.378
2015-04-17,1134.291
2015-04-20,1132.222
2015-04-21,1137.221
2015-04-22,1134.894
2015-04-23,1139.122
2015-04-24,1148.37
2015-04-27,1156.337
2015-04-28,1156.823
2015-04-29,1154.112
2015-04-30,1147.23
2015-05-01,1140.398
2015-05-04,1142.829
2015-05-05,1137.954
2015-05-06,1141.147
2015-05-07,1131.2
2015-05-08,1149.005
2015-05-11,1154.131
2015-05-12,1154.386
2015-05-13,1166.353
2015-05-14,1168.689
2015-05-15,1176.509
2015-05-18,1173.56
2015-05-19,1166.205
2015-05-20,1165.315
2015-05-21,1169.337
2015-05-22,1163.151
2015-05-25,1163.856
2015-05-26,1147.105
2015-05-27,1147.078
2015-05-28,1145.226
2015-05-29,1141.057
2015-06-01,1138.396
2015-06-02,1148.359
