Date,WORLD ex USA SMID VALUE SMID (Small+Mid Cap)
2002-02-12,286.798
2002-02-13,287.415
2002-02-14,288.658
2002-02-15,289.079
2002-02-18,288.573
2002-02-19,285.682
2002-02-20,284.601
2002-02-21,286.69
2002-02-22,287.281
2002-02-25,286.792
2002-02-26,287.202
2002-02-27,289.537
2002-02-28,290.863
2002-03-01,293.554
2002-03-04,300.419
2002-03-05,299.612
2002-03-06,301.6
2002-03-07,307.686
2002-03-08,307.532
2002-03-11,309.139
2002-03-12,305.936
2002-03-13,304.556
2002-03-14,306.609
2002-03-15,308.407
2002-03-18,307.662
2002-03-19,309.712
2002-03-20,309.705
2002-03-21,308.868
2002-03-22,307.484
2002-03-25,306.348
2002-03-26,306.128
2002-03-27,307.166
2002-03-28,307.812
2002-03-29,306.583
2002-04-01,307.284
2002-04-02,307.846
2002-04-03,309.041
2002-04-04,309.799
2002-04-05,310.559
2002-04-08,308.817
2002-04-09,308.23
2002-04-10,310.909
2002-04-11,310.093
2002-04-12,308.973
2002-04-15,309.959
2002-04-16,312.423
2002-04-17,315.332
2002-04-18,316.916
2002-04-19,317.201
2002-04-22,318.03
2002-04-23,318.005
2002-04-24,318.335
2002-04-25,318.98
2002-04-26,318.336
2002-04-29,318.437
2002-04-30,318.314
2002-05-01,320.678
2002-05-02,321.238
2002-05-03,323.755
2002-05-06,323.654
2002-05-07,320.763
2002-05-08,322.006
2002-05-09,322.141
2002-05-10,323.265
2002-05-13,322.973
2002-05-14,321.119
2002-05-15,324.035
2002-05-16,325.985
2002-05-17,330.089
2002-05-20,330.713
2002-05-21,331.64
2002-05-22,333.33
2002-05-23,332.236
2002-05-24,333.176
2002-05-27,332.912
2002-05-28,334.695
2002-05-29,334.007
2002-05-30,334.586
2002-05-31,334.22
2002-06-03,335.397
2002-06-04,333.616
2002-06-05,331.649
2002-06-06,332.019
2002-06-07,329.919
2002-06-10,329.776
2002-06-11,330.268
2002-06-12,328.374
2002-06-13,325.481
2002-06-14,319.454
2002-06-17,319.638
2002-06-18,320.913
2002-06-19,318.839
2002-06-20,318.351
2002-06-21,318.917
2002-06-24,318.249
2002-06-25,318.442
2002-06-26,317.934
2002-06-27,318.699
2002-06-28,324.039
2002-07-01,325.164
2002-07-02,321.733
2002-07-03,318.539
2002-07-04,318.81
2002-07-05,322.131
2002-07-08,325.675
2002-07-09,327.63
2002-07-10,322.612
2002-07-11,316.374
2002-07-12,315.727
2002-07-15,311.272
2002-07-16,309.1
2002-07-17,311.0
2002-07-18,314.486
2002-07-19,310.535
2002-07-22,302.621
2002-07-23,296.118
2002-07-24,292.068
2002-07-25,295.967
2002-07-26,290.284
2002-07-29,294.874
2002-07-30,298.258
2002-07-31,298.303
2002-08-01,293.642
2002-08-02,293.422
2002-08-05,288.501
2002-08-06,284.226
2002-08-07,286.542
2002-08-08,288.998
2002-08-09,292.84
2002-08-12,291.611
2002-08-13,292.486
2002-08-14,294.649
2002-08-15,296.574
2002-08-16,297.397
2002-08-19,297.21
2002-08-20,296.164
2002-08-21,299.355
2002-08-22,301.304
2002-08-23,299.954
2002-08-26,301.253
2002-08-27,303.832
2002-08-28,299.787
2002-08-29,297.131
2002-08-30,297.862
2002-09-02,296.766
2002-09-03,293.081
2002-09-04,290.469
2002-09-05,288.978
2002-09-06,289.679
2002-09-09,288.86
2002-09-10,290.3
2002-09-11,291.433
2002-09-12,289.686
2002-09-13,287.007
2002-09-16,284.57
2002-09-17,284.752
2002-09-18,281.372
2002-09-19,281.15
2002-09-20,279.679
2002-09-23,275.08
2002-09-24,270.837
2002-09-25,271.517
2002-09-26,275.53
2002-09-27,276.755
2002-09-30,274.054
2002-10-01,271.538
2002-10-02,271.349
2002-10-03,269.559
2002-10-04,267.467
2002-10-07,261.819
2002-10-08,260.036
2002-10-09,257.757
2002-10-10,258.232
2002-10-11,265.659
2002-10-14,264.368
2002-10-15,271.755
2002-10-16,271.397
2002-10-17,273.757
2002-10-18,273.625
2002-10-21,274.93
2002-10-22,272.881
2002-10-23,271.141
2002-10-24,272.538
2002-10-25,272.894
2002-10-28,275.672
2002-10-29,272.4
2002-10-30,274.075
2002-10-31,277.153
2002-11-01,277.112
2002-11-04,281.165
2002-11-05,283.752
2002-11-06,282.641
2002-11-07,283.677
2002-11-08,282.751
2002-11-11,279.056
2002-11-12,280.367
2002-11-13,277.067
2002-11-14,276.52
2002-11-15,278.152
2002-11-18,278.425
2002-11-19,276.413
2002-11-20,275.461
2002-11-21,280.432
2002-11-22,281.607
2002-11-25,281.131
2002-11-26,278.575
2002-11-27,280.99
2002-11-28,285.157
2002-11-29,286.559
2002-12-02,285.791
2002-12-03,283.603
2002-12-04,282.154
2002-12-05,280.737
2002-12-06,280.72
2002-12-09,278.141
2002-12-10,278.516
2002-12-11,279.548
2002-12-12,279.018
2002-12-13,278.93
2002-12-16,279.168
2002-12-17,279.571
2002-12-18,276.136
2002-12-19,276.744
2002-12-20,278.176
2002-12-23,278.023
2002-12-24,278.936
2002-12-25,278.918
2002-12-26,280.44
2002-12-27,279.84
2002-12-30,282.414
2002-12-31,284.002
2003-01-01,284.002
2003-01-02,285.653
2003-01-03,287.297
2003-01-06,290.788
2003-01-07,287.824
2003-01-08,283.656
2003-01-09,286.125
2003-01-10,288.279
2003-01-13,289.157
2003-01-14,291.29
2003-01-15,290.657
2003-01-16,291.564
2003-01-17,291.04
2003-01-20,289.87
2003-01-21,288.881
2003-01-22,286.543
2003-01-23,287.507
2003-01-24,287.509
2003-01-27,281.418
2003-01-28,280.049
2003-01-29,277.593
2003-01-30,278.151
2003-01-31,277.623
2003-02-03,280.629
2003-02-04,280.563
2003-02-05,281.835
2003-02-06,279.673
2003-02-07,278.459
2003-02-10,276.456
2003-02-11,277.295
2003-02-12,276.621
2003-02-13,276.937
2003-02-14,277.363
2003-02-17,279.707
2003-02-18,280.696
2003-02-19,280.374
2003-02-20,280.192
2003-02-21,279.515
2003-02-24,278.569
2003-02-25,272.547
2003-02-26,272.361
2003-02-27,272.167
2003-02-28,274.816
2003-03-03,276.957
2003-03-04,275.753
2003-03-05,275.659
2003-03-06,274.255
2003-03-07,270.648
2003-03-10,267.919
2003-03-11,266.363
2003-03-12,262.759
2003-03-13,265.318
2003-03-14,267.191
2003-03-17,268.459
2003-03-18,270.158
2003-03-19,270.935
2003-03-20,272.364
2003-03-21,274.219
2003-03-24,274.104
2003-03-25,274.24
2003-03-26,275.745
2003-03-27,275.094
2003-03-28,274.288
2003-03-31,271.976
2003-04-01,272.393
2003-04-02,274.881
2003-04-03,274.802
2003-04-04,275.95
2003-04-07,280.52
2003-04-08,278.924
2003-04-09,279.139
2003-04-10,280.814
2003-04-11,280.108
2003-04-14,281.104
2003-04-15,284.293
2003-04-16,285.711
2003-04-17,287.583
2003-04-18,287.763
2003-04-21,287.0
2003-04-22,289.114
2003-04-23,292.046
2003-04-24,291.926
2003-04-25,289.522
2003-04-28,291.618
2003-04-29,293.444
2003-04-30,298.902
2003-05-01,301.297
2003-05-02,301.917
2003-05-05,304.808
2003-05-06,310.037
2003-05-07,310.35
2003-05-08,308.382
2003-05-09,310.601
2003-05-12,313.083
2003-05-13,313.384
2003-05-14,315.199
2003-05-15,315.419
2003-05-16,318.03
2003-05-19,314.818
2003-05-20,314.897
2003-05-21,313.756
2003-05-22,315.413
2003-05-23,317.513
2003-05-26,318.557
2003-05-27,317.789
2003-05-28,318.721
2003-05-29,321.824
2003-05-30,321.64
2003-06-02,325.322
2003-06-03,324.011
2003-06-04,326.241
2003-06-05,331.749
2003-06-06,333.873
2003-06-09,333.228
2003-06-10,332.164
2003-06-11,336.355
2003-06-12,337.51
2003-06-13,337.485
2003-06-16,340.11
2003-06-17,342.538
2003-06-18,340.711
2003-06-19,338.199
2003-06-20,338.354
2003-06-23,336.055
2003-06-24,332.012
2003-06-25,335.532
2003-06-26,331.943
2003-06-27,333.669
2003-06-30,333.341
2003-07-01,334.809
2003-07-02,338.932
2003-07-03,340.887
2003-07-04,340.22
2003-07-07,343.127
2003-07-08,342.016
2003-07-09,342.334
2003-07-10,341.763
2003-07-11,341.235
2003-07-14,344.776
2003-07-15,342.455
2003-07-16,340.218
2003-07-17,336.154
2003-07-18,337.104
2003-07-21,338.67
2003-07-22,337.938
2003-07-23,341.573
2003-07-24,344.944
2003-07-25,346.085
2003-07-28,348.11
2003-07-29,348.205
2003-07-30,345.588
2003-07-31,344.535
2003-08-01,346.277
2003-08-04,345.677
2003-08-05,345.366
2003-08-06,343.002
2003-08-07,344.581
2003-08-08,344.471
2003-08-11,346.035
2003-08-12,347.38
2003-08-13,350.312
2003-08-14,352.362
2003-08-15,352.821
2003-08-18,354.425
2003-08-19,355.638
2003-08-20,358.768
2003-08-21,359.394
2003-08-22,358.384
2003-08-25,358.134
2003-08-26,355.896
2003-08-27,356.395
2003-08-28,357.084
2003-08-29,360.055
2003-09-01,364.224
2003-09-02,363.521
2003-09-03,366.572
2003-09-04,366.473
2003-09-05,368.025
2003-09-08,370.136
2003-09-09,371.36
2003-09-10,368.712
2003-09-11,367.942
2003-09-12,371.146
2003-09-15,372.041
2003-09-16,373.617
2003-09-17,376.323
2003-09-18,379.255
2003-09-19,382.26
2003-09-22,382.054
2003-09-23,381.953
2003-09-24,381.861
2003-09-25,378.658
2003-09-26,376.096
2003-09-29,376.678
2003-09-30,376.05
2003-10-01,381.322
2003-10-02,385.706
2003-10-03,389.571
2003-10-06,390.997
2003-10-07,392.911
2003-10-08,393.16
2003-10-09,395.249
2003-10-10,398.407
2003-10-13,398.903
2003-10-14,399.758
2003-10-15,401.643
2003-10-16,403.949
2003-10-17,402.42
2003-10-20,403.032
2003-10-21,403.745
2003-10-22,401.319
2003-10-23,393.468
2003-10-24,395.105
2003-10-27,398.051
2003-10-28,399.55
2003-10-29,402.676
2003-10-30,404.739
2003-10-31,401.729
2003-11-03,400.119
2003-11-04,404.249
2003-11-05,403.145
2003-11-06,400.022
2003-11-07,404.187
2003-11-10,404.747
2003-11-11,399.574
2003-11-12,402.022
2003-11-13,405.621
2003-11-14,406.357
2003-11-17,397.683
2003-11-18,399.738
2003-11-19,398.012
2003-11-20,398.129
2003-11-21,399.31
2003-11-24,398.692
2003-11-25,401.607
2003-11-26,406.445
2003-11-27,407.001
2003-11-28,407.07
2003-12-01,411.401
2003-12-02,414.866
2003-12-03,416.728
2003-12-04,416.242
2003-12-05,417.082
2003-12-08,417.093
2003-12-09,418.218
2003-12-10,415.164
2003-12-11,413.621
2003-12-12,417.542
2003-12-15,420.244
2003-12-16,418.426
2003-12-17,418.088
2003-12-18,419.209
2003-12-19,419.696
2003-12-22,421.127
2003-12-23,423.145
2003-12-24,424.93
2003-12-25,424.996
2003-12-26,425.809
2003-12-29,428.283
2003-12-30,432.418
2003-12-31,434.631
2004-01-01,434.635
2004-01-02,437.054
2004-01-05,443.436
2004-01-06,445.027
2004-01-07,443.899
2004-01-08,446.694
2004-01-09,449.659
2004-01-12,449.196
2004-01-13,450.023
2004-01-14,450.636
2004-01-15,447.827
2004-01-16,446.14
2004-01-19,446.676
2004-01-20,451.425
2004-01-21,453.926
2004-01-22,457.221
2004-01-23,455.896
2004-01-26,452.665
2004-01-27,454.697
2004-01-28,453.454
2004-01-29,444.641
2004-01-30,447.242
2004-02-02,449.206
2004-02-03,451.172
2004-02-04,447.55
2004-02-05,449.617
2004-02-06,454.424
2004-02-09,456.665
2004-02-10,458.041
2004-02-11,458.79
2004-02-12,464.866
2004-02-13,465.204
2004-02-16,467.06
2004-02-17,470.568
2004-02-18,471.47
2004-02-19,469.11
2004-02-20,463.027
2004-02-23,464.854
2004-02-24,464.426
2004-02-25,462.03
2004-02-26,459.371
2004-02-27,463.031
2004-03-01,470.113
2004-03-02,466.979
2004-03-03,462.212
2004-03-04,464.282
2004-03-05,470.623
2004-03-08,469.788
2004-03-09,469.787
2004-03-10,462.496
2004-03-11,455.653
2004-03-12,454.099
2004-03-15,452.507
2004-03-16,458.087
2004-03-17,462.378
2004-03-18,466.605
2004-03-19,466.039
2004-03-22,461.856
2004-03-23,461.635
2004-03-24,461.955
2004-03-25,465.987
2004-03-26,466.657
2004-03-29,470.945
2004-03-30,471.621
2004-03-31,478.243
2004-04-01,483.721
2004-04-02,481.881
2004-04-05,479.488
2004-04-06,480.053
2004-04-07,483.818
2004-04-08,483.004
2004-04-09,481.383
2004-04-12,483.106
2004-04-13,480.392
2004-04-14,472.603
2004-04-15,468.889
2004-04-16,474.191
2004-04-19,472.892
2004-04-20,474.442
2004-04-21,469.384
2004-04-22,470.175
2004-04-23,471.957
2004-04-26,475.041
2004-04-27,473.804
2004-04-28,469.248
2004-04-29,467.202
2004-04-30,463.125
2004-05-03,463.125
2004-05-04,468.424
2004-05-05,471.207
2004-05-06,463.159
2004-05-07,453.654
2004-05-10,434.208
2004-05-11,436.433
2004-05-12,441.295
2004-05-13,437.427
2004-05-14,436.0
2004-05-17,430.359
2004-05-18,433.858
2004-05-19,446.355
2004-05-20,442.875
2004-05-21,449.585
2004-05-24,449.885
2004-05-25,451.662
2004-05-26,456.383
2004-05-27,462.816
2004-05-28,464.681
2004-05-31,464.935
2004-06-01,465.109
2004-06-02,466.517
2004-06-03,462.931
2004-06-04,465.97
2004-06-07,473.937
2004-06-08,474.379
2004-06-09,471.507
2004-06-10,473.512
2004-06-11,470.174
2004-06-14,467.693
2004-06-15,468.491
2004-06-16,471.595
2004-06-17,473.73
2004-06-18,475.321
2004-06-21,477.342
2004-06-22,475.532
2004-06-23,476.564
2004-06-24,482.383
2004-06-25,481.532
2004-06-28,486.592
2004-06-29,484.006
2004-06-30,485.49
2004-07-01,486.228
2004-07-02,486.406
2004-07-05,482.381
2004-07-06,480.909
2004-07-07,483.491
2004-07-08,483.368
2004-07-09,485.14
2004-07-12,487.15
2004-07-13,484.946
2004-07-14,483.376
2004-07-15,480.866
2004-07-16,486.385
2004-07-19,486.166
2004-07-20,482.763
2004-07-21,480.466
2004-07-22,477.905
2004-07-23,473.2
2004-07-26,471.312
2004-07-27,467.599
2004-07-28,468.446
2004-07-29,469.321
2004-07-30,472.636
2004-08-02,473.316
2004-08-03,474.363
2004-08-04,469.885
2004-08-05,470.753
2004-08-06,471.937
2004-08-09,467.156
2004-08-10,469.805
2004-08-11,467.353
2004-08-12,467.22
2004-08-13,467.921
2004-08-16,468.162
2004-08-17,469.003
2004-08-18,469.432
2004-08-19,474.691
2004-08-20,474.056
2004-08-23,474.82
2004-08-24,472.288
2004-08-25,473.449
2004-08-26,475.405
2004-08-27,476.867
2004-08-30,475.932
2004-08-31,477.087
2004-09-01,480.295
2004-09-02,481.138
2004-09-03,477.245
2004-09-06,481.462
2004-09-07,482.681
2004-09-08,484.353
2004-09-09,481.965
2004-09-10,486.374
2004-09-13,487.188
2004-09-14,489.184
2004-09-15,482.778
2004-09-16,484.349
2004-09-17,484.714
2004-09-20,483.905
2004-09-21,486.811
2004-09-22,485.317
2004-09-23,485.743
2004-09-24,484.267
2004-09-27,483.26
2004-09-28,484.427
2004-09-29,487.443
2004-09-30,491.852
2004-10-01,496.086
2004-10-04,496.676
2004-10-05,498.503
2004-10-06,498.718
2004-10-07,498.664
2004-10-08,503.08
2004-10-11,503.217
2004-10-12,497.569
2004-10-13,495.846
2004-10-14,495.619
2004-10-15,497.728
2004-10-18,496.784
2004-10-19,500.852
2004-10-20,499.698
2004-10-21,501.637
2004-10-22,503.28
2004-10-25,502.964
2004-10-26,503.344
2004-10-27,506.031
2004-10-28,507.697
2004-10-29,507.2
2004-11-01,508.98
2004-11-02,512.202
2004-11-03,516.772
2004-11-04,519.397
2004-11-05,524.327
2004-11-08,524.383
2004-11-09,524.139
2004-11-10,524.496
2004-11-11,525.251
2004-11-12,530.174
2004-11-15,532.621
2004-11-16,532.491
2004-11-17,537.397
2004-11-18,535.86
2004-11-19,538.79
2004-11-22,534.89
2004-11-23,537.326
2004-11-24,541.355
2004-11-25,546.633
2004-11-26,546.662
2004-11-29,548.995
2004-11-30,547.934
2004-12-01,549.518
2004-12-02,552.432
2004-12-03,555.79
2004-12-06,555.539
2004-12-07,554.742
2004-12-08,546.265
2004-12-09,542.021
2004-12-10,541.158
2004-12-13,546.423
2004-12-14,547.386
2004-12-15,555.486
2004-12-16,552.704
2004-12-17,552.968
2004-12-20,559.595
2004-12-21,558.871
2004-12-22,561.315
2004-12-23,564.948
2004-12-24,568.488
2004-12-27,571.437
2004-12-28,571.553
2004-12-29,570.248
2004-12-30,575.368
2004-12-31,576.44
2005-01-03,573.981
2005-01-04,569.362
2005-01-05,565.754
2005-01-06,562.772
2005-01-07,563.025
2005-01-10,565.577
2005-01-11,568.607
2005-01-12,573.865
2005-01-13,572.666
2005-01-14,571.871
2005-01-17,574.888
2005-01-18,572.677
2005-01-19,575.047
2005-01-20,569.822
2005-01-21,571.557
2005-01-24,573.551
2005-01-25,571.689
2005-01-26,578.661
2005-01-27,578.218
2005-01-28,576.269
2005-01-31,581.224
2005-02-01,581.675
2005-02-02,586.684
2005-02-03,584.019
2005-02-04,587.627
2005-02-07,586.193
2005-02-08,582.921
2005-02-09,583.687
2005-02-10,586.909
2005-02-11,588.883
2005-02-14,594.371
2005-02-15,595.812
2005-02-16,591.994
2005-02-17,596.042
2005-02-18,596.649
2005-02-21,595.318
2005-02-22,596.99
2005-02-23,591.67
2005-02-24,593.167
2005-02-25,598.534
2005-02-28,604.591
2005-03-01,604.472
2005-03-02,601.892
2005-03-03,602.786
2005-03-04,610.356
2005-03-07,609.23
2005-03-08,613.467
2005-03-09,613.761
2005-03-10,611.376
2005-03-11,615.267
2005-03-14,610.61
2005-03-15,611.502
2005-03-16,612.87
2005-03-17,609.577
2005-03-18,608.582
2005-03-21,604.646
2005-03-22,606.135
2005-03-23,594.593
2005-03-24,594.116
2005-03-25,594.475
2005-03-28,591.833
2005-03-29,588.09
2005-03-30,587.682
2005-03-31,594.011
2005-04-01,595.704
2005-04-04,588.382
2005-04-05,591.694
2005-04-06,593.803
2005-04-07,596.192
2005-04-08,596.297
2005-04-11,598.629
2005-04-12,594.41
2005-04-13,597.552
2005-04-14,588.743
2005-04-15,583.988
2005-04-18,573.024
2005-04-19,581.246
2005-04-20,582.576
2005-04-21,580.387
2005-04-22,586.731
2005-04-25,585.755
2005-04-26,582.897
2005-04-27,577.38
2005-04-28,574.167
2005-04-29,576.857
2005-05-02,576.14
2005-05-03,577.361
2005-05-04,580.825
2005-05-05,582.053
2005-05-06,582.654
2005-05-09,581.38
2005-05-10,580.632
2005-05-11,578.613
2005-05-12,575.045
2005-05-13,570.465
2005-05-16,565.984
2005-05-17,564.567
2005-05-18,567.869
2005-05-19,572.302
2005-05-20,569.907
2005-05-23,575.259
2005-05-24,575.144
2005-05-25,573.278
2005-05-26,573.72
2005-05-27,576.096
2005-05-30,578.247
2005-05-31,577.788
2005-06-01,579.17
2005-06-02,579.8
2005-06-03,581.663
2005-06-06,583.004
2005-06-07,585.13
2005-06-08,587.846
2005-06-09,581.407
2005-06-10,582.713
2005-06-13,580.61
2005-06-14,582.499
2005-06-15,585.508
2005-06-16,588.596
2005-06-17,594.651
2005-06-20,591.946
2005-06-21,593.436
2005-06-22,593.775
2005-06-23,592.721
2005-06-24,590.218
2005-06-27,587.516
2005-06-28,588.383
2005-06-29,588.842
2005-06-30,588.636
2005-07-01,585.486
2005-07-04,584.482
2005-07-05,583.117
2005-07-06,586.31
2005-07-07,580.084
2005-07-08,583.616
2005-07-11,591.739
2005-07-12,596.955
2005-07-13,593.391
2005-07-14,594.446
2005-07-15,591.74
2005-07-18,592.797
2005-07-19,590.216
2005-07-20,590.756
2005-07-21,600.306
2005-07-22,600.24
2005-07-25,598.784
2005-07-26,596.713
2005-07-27,600.292
2005-07-28,603.253
2005-07-29,606.617
2005-08-01,610.307
2005-08-02,613.724
2005-08-03,617.562
2005-08-04,616.621
2005-08-05,610.25
2005-08-08,613.506
2005-08-09,615.226
2005-08-10,624.572
2005-08-11,628.952
2005-08-12,629.192
2005-08-15,627.514
2005-08-16,627.891
2005-08-17,625.156
2005-08-18,617.306
2005-08-19,617.665
2005-08-22,626.19
2005-08-23,624.83
2005-08-24,623.983
2005-08-25,623.498
2005-08-26,625.368
2005-08-29,620.435
2005-08-30,618.368
2005-08-31,625.013
2005-09-01,636.847
2005-09-02,640.968
2005-09-05,642.897
2005-09-06,642.735
2005-09-07,643.351
2005-09-08,640.598
2005-09-09,646.3
2005-09-12,644.674
2005-09-13,642.133
2005-09-14,645.553
2005-09-15,643.595
2005-09-16,644.572
2005-09-19,643.768
2005-09-20,647.53
2005-09-21,647.334
2005-09-22,642.347
2005-09-23,639.604
2005-09-26,645.006
2005-09-27,641.603
2005-09-28,646.181
2005-09-29,649.98
2005-09-30,651.321
2005-10-03,646.974
2005-10-04,649.619
2005-10-05,643.795
2005-10-06,638.207
2005-10-07,636.192
2005-10-10,635.033
2005-10-11,636.996
2005-10-12,636.147
2005-10-13,626.089
2005-10-14,629.524
2005-10-17,627.261
2005-10-18,621.161
2005-10-19,614.103
2005-10-20,617.008
2005-10-21,615.131
2005-10-24,618.392
2005-10-25,625.977
2005-10-26,627.932
2005-10-27,627.958
2005-10-28,624.785
2005-10-31,631.979
2005-11-01,635.397
2005-11-02,639.182
2005-11-03,642.276
2005-11-04,636.401
2005-11-07,637.681
