Date,WORLD ex USA SMID VALUE SMID (Small+Mid Cap)
2003-04-30,298.902
2003-05-30,321.64
2003-06-30,333.341
2003-07-31,344.535
2003-08-29,360.055
2003-09-30,376.05
2003-10-31,401.729
2003-11-28,407.07
2003-12-31,434.631
2004-01-30,447.242
2004-02-27,463.031
2004-03-31,478.243
2004-04-30,463.125
2004-05-31,464.935
2004-06-30,485.49
2004-07-30,472.636
2004-08-31,477.087
2004-09-30,491.852
2004-10-29,507.2
2004-11-30,547.934
2004-12-31,576.44
2005-01-31,581.224
2005-02-28,604.591
2005-03-31,594.011
2005-04-29,576.857
2005-05-31,577.788
2005-06-30,588.636
2005-07-29,606.617
2005-08-31,625.013
2005-09-30,651.321
2005-10-31,631.979
2005-11-30,651.073
2005-12-30,687.893
2006-01-31,735.009
2006-02-28,738.095
2006-03-31,766.044
2006-04-28,800.273
2006-05-31,770.593
2006-06-30,763.345
2006-07-31,763.89
2006-08-31,786.439
2006-09-29,793.353
2006-10-31,825.179
2006-11-30,857.258
2006-12-29,884.057
2007-01-31,898.147
2007-02-28,915.676
2007-03-30,944.401
2007-04-30,983.529
2007-05-31,1000.0
2007-06-29,984.666
2007-07-31,969.578
2007-08-31,940.597
2007-09-28,960.862
2007-10-31,996.66
2007-11-30,927.163
2007-12-31,897.563
2008-01-31,834.492
2008-02-29,855.654
2008-03-31,852.463
2008-04-30,872.894
2008-05-30,884.321
2008-06-30,797.413
2008-07-31,764.681
2008-08-29,746.991
2008-09-30,636.313
2008-10-31,492.835
2008-11-28,478.649
2008-12-31,507.441
2009-01-30,469.272
2009-02-27,417.046
2009-03-31,450.761
2009-04-30,527.572
2009-05-29,596.707
2009-06-30,598.996
2009-07-31,655.493
2009-08-31,706.513
2009-09-30,741.562
2009-10-30,722.524
2009-11-30,725.963
2009-12-31,734.686
2010-01-29,720.114
2010-02-26,716.967
2010-03-31,767.293
2010-04-30,773.922
2010-05-31,684.379
2010-06-30,677.499
2010-07-30,739.291
2010-08-31,715.707
2010-09-30,789.848
2010-10-29,816.226
2010-11-30,782.657
2010-12-31,861.68
2011-01-31,880.596
2011-02-28,906.407
2011-03-31,894.261
2011-04-29,933.538
2011-05-31,908.252
2011-06-30,890.016
2011-07-29,876.547
2011-08-31,805.685
2011-09-30,724.226
2011-10-31,776.816
2011-11-30,735.509
2011-12-30,726.334
2012-01-31,782.276
2012-02-29,826.744
2012-03-30,825.393
2012-04-30,805.808
2012-05-31,708.643
2012-06-29,747.222
2012-07-31,751.437
2012-08-31,770.686
2012-09-28,802.761
2012-10-31,810.22
2012-11-30,825.262
2012-12-31,867.705
2013-01-31,910.449
2013-02-28,911.982
2013-03-29,925.392
2013-04-30,975.394
2013-05-31,950.061
2013-06-28,913.809
2013-07-31,967.662
2013-08-30,959.762
2013-09-30,1037.862
2013-10-31,1074.292
2013-11-29,1070.689
2013-12-31,1090.552
2014-01-31,1069.899
2014-02-28,1126.683
2014-03-31,1125.09
2014-04-30,1136.026
2014-05-30,1151.675
2014-06-30,1175.136
2014-07-31,1149.536
2014-08-29,1146.897
2014-09-30,1081.624
2014-10-31,1059.196
2014-11-28,1066.482
2014-12-31,1051.413
2015-01-30,1053.182
2015-02-27,1116.833
2015-03-31,1093.453
2015-04-30,1147.23
2015-05-29,1141.057
2015-06-30,1111.912
2015-07-31,1108.966
2015-08-31,1048.754
2015-09-30,1008.325
2015-10-30,1076.074
2015-11-30,1053.152
2015-12-31,1039.903
2016-01-29,965.568
2016-02-29,969.157
2016-03-31,1050.912
2016-04-29,1096.678
2016-05-31,1075.008
2016-06-30,1022.611
2016-07-29,1088.1
2016-08-31,1092.425
2016-09-30,1116.569
2016-10-31,1097.348
2016-11-30,1085.153
2016-12-30,1123.321
2017-01-31,1160.87
2017-02-28,1178.273
2017-03-31,1197.876
2017-04-28,1233.176
2017-05-31,1264.79
2017-06-30,1274.444
2017-07-31,1320.91
2017-08-31,1325.439
2017-09-29,1355.073
2017-10-31,1368.365
2017-11-30,1383.831
2017-12-29,1423.048
2018-01-31,1481.123
2018-02-28,1416.584
2018-03-30,1393.649
2018-04-30,1432.499
2018-05-31,1399.184
2018-06-29,1367.41
2018-07-31,1387.968
2018-08-31,1367.383
2018-09-28,1373.056
2018-10-31,1264.001
2018-11-30,1255.955
2018-12-31,1182.739
2019-01-31,1283.142
2019-02-28,1303.797
2019-03-29,1296.171
2019-04-30,1322.311
2019-05-31,1244.304
2019-06-28,1304.58
2019-07-31,1283.454
2019-08-30,1250.632
2019-09-30,1303.131
2019-10-31,1361.15
2019-11-29,1376.026
2019-12-31,1432.576
2020-01-31,1380.183
2020-02-28,1244.898
2020-03-31,980.172
2020-04-30,1069.219
2020-05-29,1109.308
2020-06-30,1130.463
2020-07-31,1146.914
2020-08-31,1235.819
2020-09-30,1200.042
2020-10-30,1161.612
2020-11-30,1361.313
2020-12-31,1439.512
2021-01-29,1439.963
2021-02-26,1501.146
2021-03-31,1547.458
2021-04-30,1588.831
2021-05-31,1632.148
2021-06-30,1591.024
2021-07-30,1599.916
2021-08-31,1630.721
2021-09-30,1585.971
2021-10-29,1608.711
2021-11-30,1516.873
2021-12-31,1597.028
2022-01-31,1557.429
2022-02-28,1554.566
2022-03-31,1555.322
2022-04-29,1471.912
2022-05-31,1480.782
2022-06-30,1323.26
2022-07-29,1384.027
2022-08-31,1334.36
2022-09-30,1185.558
2022-10-31,1245.042
2022-11-30,1365.952
2022-12-30,1386.633
2023-01-31,1501.553
2023-02-28,1475.732
2023-03-31,1460.414
2023-04-28,1499.668
2023-05-31,1419.403
2023-06-30,1470.682
2023-07-31,1555.457
2023-08-31,1507.065
2023-09-29,1465.779
2023-10-31,1391.025
2023-11-30,1508.1
2023-12-29,1602.519
2024-01-31,1590.061
2024-02-29,1576.43
2024-03-29,1649.322
2024-04-30,1619.62
2024-05-31,1687.239
2024-06-28,1626.608
2024-07-31,1715.608
2024-08-30,1754.403
2024-09-30,1795.404
2024-10-31,1696.485
2024-11-29,1704.209
2024-12-31,1661.041
2025-01-31,1715.854
2025-02-28,1746.352
2025-03-31,1775.577
2025-04-30,1866.177
2025-05-30,1960.042
2025-06-30,2030.555
2025-07-31,2029.781
2025-08-29,2140.823
2025-09-30,2176.474
2025-10-31,2174.113
2025-11-28,2236.795
2025-12-31,2300.5
2026-01-30,2422.242
