Date,WORLD ex USA SMID VALUE SMID (Small+Mid Cap)
2018-06-29,1449.438
2018-07-31,1471.52
2018-08-31,1449.981
2018-09-28,1456.843
2018-10-31,1341.314
2018-11-30,1333.127
2018-12-31,1255.899
2019-01-31,1362.668
2019-02-28,1384.843
2019-03-29,1378.181
2019-04-30,1406.938
2019-05-31,1325.855
2019-06-28,1390.876
2019-07-31,1368.653
2019-08-30,1333.958
2019-09-30,1390.816
2019-10-31,1452.909
2019-11-29,1469.391
2019-12-31,1530.217
2020-01-31,1474.451
2020-02-28,1330.182
2020-03-31,1048.542
2020-04-30,1144.7
2020-05-29,1188.383
2020-06-30,1211.806
2020-07-31,1229.741
2020-08-31,1325.4
2020-09-30,1287.854
2020-10-30,1246.779
2020-11-30,1461.469
2020-12-31,1545.967
2021-01-29,1546.597
2021-02-26,1612.572
2021-03-31,1663.923
2021-04-30,1709.496
2021-05-31,1757.517
2021-06-30,1714.205
2021-07-30,1724.174
2021-08-31,1757.889
2021-09-30,1710.795
2021-10-29,1735.582
2021-11-30,1636.941
2021-12-31,1724.112
2022-01-31,1681.56
2022-02-28,1678.793
2022-03-31,1681.647
2022-04-29,1592.98
2022-05-31,1604.438
2022-06-30,1434.791
2022-07-29,1501.048
2022-08-31,1447.706
2022-09-30,1287.521
2022-10-31,1352.293
2022-11-30,1484.022
2022-12-30,1507.122
2023-01-31,1632.241
2023-02-28,1604.504
2023-03-31,1589.924
2023-04-28,1634.122
2023-05-31,1548.874
2023-06-30,1606.072
2023-07-31,1699.262
2023-08-31,1647.002
2023-09-29,1603.143
2023-10-31,1521.674
2023-11-30,1650.192
2023-12-29,1754.167
2024-01-31,1740.775
2024-02-29,1726.287
2024-03-29,1808.06
2024-04-30,1777.195
2024-05-31,1853.972
2024-06-28,1788.657
2024-07-31,1887.113
2024-08-30,1930.502
2024-09-30,1977.064
2024-10-31,1868.607
2024-11-29,1877.77
2024-12-31,1831.47
2025-01-31,1892.194
2025-02-28,1926.257
2025-03-31,1961.124
2025-04-30,2062.984
2025-05-30,2170.291
2025-06-30,2249.795
2025-07-31,2249.585
