Date,ITALY SMALL GROWTH Small Cap
2002-04-19,413.137
2002-04-22,412.408
2002-04-23,412.675
2002-04-24,415.523
2002-04-25,417.582
2002-04-26,419.493
2002-04-29,418.674
2002-04-30,416.692
2002-05-01,419.05
2002-05-02,415.853
2002-05-03,418.609
2002-05-06,419.034
2002-05-07,413.22
2002-05-08,415.243
2002-05-09,415.232
2002-05-10,417.501
2002-05-13,418.314
2002-05-14,417.944
2002-05-15,421.091
2002-05-16,423.99
2002-05-17,430.157
2002-05-20,429.709
2002-05-21,427.793
2002-05-22,428.011
2002-05-23,423.793
2002-05-24,422.976
2002-05-27,420.615
2002-05-28,425.47
2002-05-29,426.432
2002-05-30,423.874
2002-05-31,426.731
2002-06-03,425.001
2002-06-04,418.813
2002-06-05,418.193
2002-06-06,417.843
2002-06-07,412.515
2002-06-10,413.521
2002-06-11,420.59
2002-06-12,416.625
2002-06-13,409.613
2002-06-14,402.144
2002-06-17,407.228
2002-06-18,410.413
2002-06-19,408.564
2002-06-20,404.988
2002-06-21,404.092
2002-06-24,398.98
2002-06-25,399.144
2002-06-26,398.692
2002-06-27,399.623
2002-06-28,408.142
2002-07-01,410.949
2002-07-02,402.648
2002-07-03,395.269
2002-07-04,395.55
2002-07-05,401.277
2002-07-08,405.306
2002-07-09,409.039
2002-07-10,401.431
2002-07-11,394.324
2002-07-12,390.748
2002-07-15,387.435
2002-07-16,383.537
2002-07-17,386.945
2002-07-18,389.304
2002-07-19,383.433
2002-07-22,372.349
2002-07-23,358.043
2002-07-24,349.675
2002-07-25,354.484
2002-07-26,351.977
2002-07-29,358.066
2002-07-30,363.794
2002-07-31,364.604
2002-08-01,361.293
2002-08-02,360.179
2002-08-05,353.416
2002-08-06,351.675
2002-08-07,352.329
2002-08-08,358.083
2002-08-09,362.61
2002-08-12,362.743
2002-08-13,363.082
2002-08-14,362.926
2002-08-15,360.223
2002-08-16,367.699
2002-08-19,370.046
2002-08-20,369.58
2002-08-21,373.215
2002-08-22,374.955
2002-08-23,374.307
2002-08-26,374.667
2002-08-27,380.92
2002-08-28,375.324
2002-08-29,370.271
2002-08-30,370.109
2002-09-02,369.321
2002-09-03,364.768
2002-09-04,364.009
2002-09-05,360.242
2002-09-06,359.841
2002-09-09,355.164
2002-09-10,357.099
2002-09-11,359.098
2002-09-12,356.245
2002-09-13,350.791
2002-09-16,348.404
2002-09-17,345.655
2002-09-18,340.782
2002-09-19,338.044
2002-09-20,336.983
2002-09-23,326.157
2002-09-24,319.558
2002-09-25,321.041
2002-09-26,323.597
2002-09-27,323.226
2002-09-30,319.341
2002-10-01,318.01
2002-10-02,319.761
2002-10-03,317.167
2002-10-04,309.448
2002-10-07,305.604
2002-10-08,298.952
2002-10-09,297.573
2002-10-10,297.427
2002-10-11,306.396
2002-10-14,308.217
2002-10-15,318.349
2002-10-16,316.823
2002-10-17,323.442
2002-10-18,325.968
2002-10-21,330.212
2002-10-22,330.167
2002-10-23,325.566
2002-10-24,330.364
2002-10-25,330.858
2002-10-28,334.619
2002-10-29,328.198
2002-10-30,333.725
2002-10-31,340.846
2002-11-01,345.254
2002-11-04,353.953
2002-11-05,355.181
2002-11-06,352.017
2002-11-07,345.441
2002-11-08,345.616
2002-11-11,341.505
2002-11-12,341.842
2002-11-13,340.981
2002-11-14,344.239
2002-11-15,344.904
2002-11-18,347.538
2002-11-19,348.767
2002-11-20,347.449
2002-11-21,351.737
2002-11-22,351.389
2002-11-25,350.411
2002-11-26,350.669
2002-11-27,356.543
2002-11-28,362.889
2002-11-29,363.454
2002-12-02,363.883
2002-12-03,359.82
2002-12-04,362.572
2002-12-05,357.127
2002-12-06,356.379
2002-12-09,353.226
2002-12-10,356.231
2002-12-11,357.336
2002-12-12,357.153
2002-12-13,356.809
2002-12-16,360.048
2002-12-17,363.025
2002-12-18,358.281
2002-12-19,355.231
2002-12-20,358.855
2002-12-23,357.728
2002-12-24,359.232
2002-12-25,359.232
2002-12-26,360.138
2002-12-27,360.174
2002-12-30,362.899
2002-12-31,364.322
2003-01-01,364.322
2003-01-02,365.355
2003-01-03,370.702
2003-01-06,372.405
2003-01-07,369.196
2003-01-08,364.826
2003-01-09,371.577
2003-01-10,373.464
2003-01-13,372.724
2003-01-14,374.119
2003-01-15,371.711
2003-01-16,373.426
2003-01-17,370.686
2003-01-20,369.701
2003-01-21,369.428
2003-01-22,364.903
2003-01-23,365.848
2003-01-24,365.233
2003-01-27,363.064
2003-01-28,361.047
2003-01-29,362.179
2003-01-30,359.444
2003-01-31,361.853
2003-02-03,362.606
2003-02-04,361.597
2003-02-05,360.895
2003-02-06,359.256
2003-02-07,356.986
2003-02-10,353.317
2003-02-11,354.854
2003-02-12,354.353
2003-02-13,359.232
2003-02-14,357.974
2003-02-17,360.724
2003-02-18,361.429
2003-02-19,362.064
2003-02-20,364.384
2003-02-21,365.857
2003-02-24,365.101
2003-02-25,360.229
2003-02-26,357.526
2003-02-27,357.34
2003-02-28,362.262
2003-03-03,365.582
2003-03-04,364.226
2003-03-05,364.898
2003-03-06,360.363
2003-03-07,359.933
2003-03-10,358.413
2003-03-11,356.216
2003-03-12,349.315
2003-03-13,348.853
2003-03-14,353.015
2003-03-17,352.085
2003-03-18,351.199
2003-03-19,351.96
2003-03-20,350.27
2003-03-21,355.115
2003-03-24,353.661
2003-03-25,356.732
2003-03-26,358.219
2003-03-27,357.459
2003-03-28,360.512
2003-03-31,359.359
2003-04-01,360.761
2003-04-02,362.356
2003-04-03,363.633
2003-04-04,362.038
2003-04-07,366.528
2003-04-08,367.589
2003-04-09,368.294
2003-04-10,371.525
2003-04-11,372.317
2003-04-14,373.479
2003-04-15,376.194
2003-04-16,376.466
2003-04-17,379.513
2003-04-18,379.513
2003-04-21,377.877
2003-04-22,382.353
2003-04-23,384.034
2003-04-24,386.931
2003-04-25,385.96
2003-04-28,388.547
2003-04-29,392.421
2003-04-30,398.357
2003-05-01,402.016
2003-05-02,400.336
2003-05-05,402.474
2003-05-06,406.685
2003-05-07,406.851
2003-05-08,405.77
2003-05-09,407.19
2003-05-12,410.37
2003-05-13,410.182
2003-05-14,410.652
2003-05-15,412.573
2003-05-16,415.445
2003-05-19,414.806
2003-05-20,412.408
2003-05-21,408.659
2003-05-22,413.627
2003-05-23,418.894
2003-05-26,421.088
2003-05-27,422.476
2003-05-28,421.892
2003-05-29,427.975
2003-05-30,426.192
2003-06-02,430.083
2003-06-03,429.14
2003-06-04,431.476
2003-06-05,436.026
2003-06-06,437.167
2003-06-09,435.74
2003-06-10,435.536
2003-06-11,441.896
2003-06-12,441.028
2003-06-13,441.362
2003-06-16,446.125
2003-06-17,446.393
2003-06-18,443.082
2003-06-19,440.199
2003-06-20,440.164
2003-06-23,433.78
2003-06-24,433.459
2003-06-25,436.529
2003-06-26,431.315
2003-06-27,432.281
2003-06-30,431.602
2003-07-01,431.851
2003-07-02,432.852
2003-07-03,432.808
2003-07-04,432.944
2003-07-07,432.952
2003-07-08,432.312
2003-07-09,434.12
2003-07-10,432.254
2003-07-11,431.723
2003-07-14,435.16
2003-07-15,434.018
2003-07-16,434.107
2003-07-17,431.437
2003-07-18,433.915
2003-07-21,436.915
2003-07-22,439.754
2003-07-23,442.448
2003-07-24,445.534
2003-07-25,447.201
2003-07-28,449.042
2003-07-29,447.318
2003-07-30,444.75
2003-07-31,438.076
2003-08-01,436.894
2003-08-04,439.311
2003-08-05,439.031
2003-08-06,437.795
2003-08-07,441.105
2003-08-08,438.615
2003-08-11,439.979
2003-08-12,440.944
2003-08-13,440.306
2003-08-14,441.784
2003-08-15,441.47
2003-08-18,441.581
2003-08-19,439.629
2003-08-20,442.205
2003-08-21,439.308
2003-08-22,436.111
2003-08-25,435.116
2003-08-26,434.598
2003-08-27,435.864
2003-08-28,438.905
2003-08-29,442.281
2003-09-01,444.398
2003-09-02,441.401
2003-09-03,445.341
2003-09-04,448.492
2003-09-05,452.674
2003-09-08,456.327
2003-09-09,456.851
2003-09-10,455.336
2003-09-11,454.742
2003-09-12,460.616
2003-09-15,461.307
2003-09-16,459.52
2003-09-17,460.786
2003-09-18,464.502
2003-09-19,468.259
2003-09-22,468.0
2003-09-23,469.991
2003-09-24,471.282
2003-09-25,471.972
2003-09-26,466.836
2003-09-29,468.468
2003-09-30,468.863
2003-10-01,474.39
2003-10-02,475.834
2003-10-03,477.708
2003-10-06,478.407
2003-10-07,480.993
2003-10-08,483.49
2003-10-09,483.101
2003-10-10,485.153
2003-10-13,484.491
2003-10-14,485.655
2003-10-15,485.886
2003-10-16,486.426
2003-10-17,481.38
2003-10-20,482.688
2003-10-21,484.451
2003-10-22,484.774
2003-10-23,482.836
2003-10-24,485.054
2003-10-27,484.572
2003-10-28,483.645
2003-10-29,485.319
2003-10-30,487.261
2003-10-31,485.794
2003-11-03,482.839
2003-11-04,485.199
2003-11-05,482.061
2003-11-06,481.361
2003-11-07,485.461
2003-11-10,487.861
2003-11-11,484.93
2003-11-12,491.103
2003-11-13,495.532
2003-11-14,497.239
2003-11-17,491.953
2003-11-18,498.533
2003-11-19,497.667
2003-11-20,495.449
2003-11-21,496.418
2003-11-24,495.189
2003-11-25,499.423
2003-11-26,503.916
2003-11-27,507.838
2003-11-28,515.103
2003-12-01,525.942
2003-12-02,530.599
2003-12-03,530.416
2003-12-04,530.71
2003-12-05,528.602
2003-12-08,531.046
2003-12-09,528.598
2003-12-10,525.784
2003-12-11,522.614
2003-12-12,526.207
2003-12-15,529.625
2003-12-16,529.171
2003-12-17,532.367
2003-12-18,532.879
2003-12-19,524.4
2003-12-22,518.114
2003-12-23,518.695
2003-12-24,520.157
2003-12-25,520.157
2003-12-26,519.948
2003-12-29,522.14
2003-12-30,527.692
2003-12-31,531.187
2004-01-01,531.187
2004-01-02,536.583
2004-01-05,542.092
2004-01-06,545.662
2004-01-07,537.367
2004-01-08,540.223
2004-01-09,544.352
2004-01-12,541.721
2004-01-13,537.561
2004-01-14,536.847
2004-01-15,530.925
2004-01-16,520.402
2004-01-19,524.783
2004-01-20,531.417
2004-01-21,532.882
2004-01-22,535.205
2004-01-23,534.998
2004-01-26,528.61
2004-01-27,532.307
2004-01-28,530.679
2004-01-29,518.595
2004-01-30,518.596
2004-02-02,518.441
2004-02-03,520.443
2004-02-04,519.289
2004-02-05,522.059
2004-02-06,527.077
2004-02-09,530.003
2004-02-10,530.904
2004-02-11,530.771
2004-02-12,538.341
2004-02-13,534.238
2004-02-16,534.913
2004-02-17,539.2
2004-02-18,542.274
2004-02-19,534.501
2004-02-20,528.781
2004-02-23,529.854
2004-02-24,534.129
2004-02-25,532.593
2004-02-26,526.805
2004-02-27,529.37
2004-03-01,535.149
2004-03-02,528.084
2004-03-03,522.549
2004-03-04,525.294
2004-03-05,536.748
2004-03-08,534.817
2004-03-09,535.87
2004-03-10,525.767
2004-03-11,518.774
2004-03-12,516.488
2004-03-15,507.675
2004-03-16,514.944
2004-03-17,512.688
2004-03-18,517.441
2004-03-19,516.527
2004-03-22,509.871
2004-03-23,506.236
2004-03-24,503.01
2004-03-25,506.333
2004-03-26,500.31
2004-03-29,508.872
2004-03-30,510.708
2004-03-31,519.174
2004-04-01,525.026
2004-04-02,519.078
2004-04-05,515.681
2004-04-06,516.21
2004-04-07,516.825
2004-04-08,518.61
2004-04-09,518.61
2004-04-12,517.153
2004-04-13,512.409
2004-04-14,511.259
2004-04-15,511.271
2004-04-16,515.068
2004-04-19,516.313
2004-04-20,512.804
2004-04-21,508.296
2004-04-22,508.851
2004-04-23,509.058
2004-04-26,512.803
2004-04-27,516.622
2004-04-28,511.07
2004-04-29,511.988
2004-04-30,513.8
2004-05-03,514.152
2004-05-04,517.182
2004-05-05,520.56
2004-05-06,512.098
2004-05-07,502.712
2004-05-10,493.529
2004-05-11,494.848
2004-05-12,494.086
2004-05-13,495.15
2004-05-14,491.951
2004-05-17,493.223
2004-05-18,493.305
2004-05-19,501.54
2004-05-20,496.558
2004-05-21,498.662
2004-05-24,500.249
2004-05-25,507.353
2004-05-26,510.031
2004-05-27,520.253
2004-05-28,520.258
2004-05-31,518.619
2004-06-01,516.581
2004-06-02,520.934
2004-06-03,518.182
2004-06-04,521.202
2004-06-07,528.395
2004-06-08,527.684
2004-06-09,516.879
2004-06-10,517.323
2004-06-11,513.338
2004-06-14,513.988
2004-06-15,515.775
2004-06-16,515.063
2004-06-17,515.197
2004-06-18,517.326
2004-06-21,518.681
2004-06-22,519.153
2004-06-23,521.458
2004-06-24,528.058
2004-06-25,528.144
2004-06-28,534.286
2004-06-29,529.966
2004-06-30,532.279
2004-07-01,532.302
2004-07-02,535.305
2004-07-05,532.657
2004-07-06,528.302
2004-07-07,532.708
2004-07-08,532.977
2004-07-09,534.281
2004-07-12,532.217
2004-07-13,529.148
2004-07-14,527.768
2004-07-15,524.652
2004-07-16,528.033
2004-07-19,524.314
2004-07-20,522.694
2004-07-21,520.197
2004-07-22,517.632
2004-07-23,511.185
2004-07-26,509.762
2004-07-27,507.371
2004-07-28,507.903
2004-07-29,514.202
2004-07-30,514.641
2004-08-02,513.125
2004-08-03,515.918
2004-08-04,510.37
2004-08-05,506.267
2004-08-06,507.697
2004-08-09,504.811
2004-08-10,508.869
2004-08-11,499.752
2004-08-12,499.728
2004-08-13,503.684
2004-08-16,508.982
2004-08-17,511.016
2004-08-18,508.757
2004-08-19,513.864
2004-08-20,512.455
2004-08-23,512.129
2004-08-24,510.672
2004-08-25,509.491
2004-08-26,511.047
2004-08-27,510.722
2004-08-30,510.97
2004-08-31,514.174
2004-09-01,518.74
2004-09-02,519.756
2004-09-03,515.421
2004-09-06,517.232
2004-09-07,516.425
2004-09-08,519.585
2004-09-09,518.801
2004-09-10,526.573
2004-09-13,526.846
2004-09-14,527.284
2004-09-15,523.943
2004-09-16,524.888
2004-09-17,526.55
2004-09-20,524.434
2004-09-21,532.387
2004-09-22,531.343
2004-09-23,534.545
2004-09-24,532.023
2004-09-27,528.934
2004-09-28,531.346
2004-09-29,534.298
2004-09-30,535.772
2004-10-01,539.442
2004-10-04,537.616
2004-10-05,539.731
2004-10-06,540.91
2004-10-07,542.415
2004-10-08,550.542
2004-10-11,548.578
2004-10-12,541.392
2004-10-13,541.082
2004-10-14,543.974
2004-10-15,546.519
2004-10-18,548.834
2004-10-19,552.417
2004-10-20,554.012
2004-10-21,555.19
2004-10-22,556.162
2004-10-25,558.494
2004-10-26,560.918
2004-10-27,566.013
2004-10-28,566.851
2004-10-29,567.064
2004-11-01,572.343
2004-11-02,569.27
2004-11-03,573.783
2004-11-04,576.717
2004-11-05,580.436
2004-11-08,582.824
2004-11-09,582.277
2004-11-10,583.415
2004-11-11,584.843
2004-11-12,585.208
2004-11-15,587.204
2004-11-16,584.368
2004-11-17,592.225
2004-11-18,591.76
2004-11-19,593.557
2004-11-22,591.798
2004-11-23,593.13
2004-11-24,594.524
2004-11-25,599.912
2004-11-26,600.553
2004-11-29,602.793
2004-11-30,601.249
2004-12-01,602.429
2004-12-02,602.076
2004-12-03,605.928
2004-12-06,609.827
2004-12-07,613.66
2004-12-08,604.711
2004-12-09,600.065
2004-12-10,600.356
2004-12-13,606.534
2004-12-14,605.877
2004-12-15,616.597
2004-12-16,609.872
2004-12-17,607.85
2004-12-20,619.888
2004-12-21,618.201
2004-12-22,620.739
2004-12-23,627.138
2004-12-24,628.764
2004-12-27,634.265
2004-12-28,636.256
2004-12-29,635.189
2004-12-30,639.173
2004-12-31,637.414
2005-01-03,634.761
2005-01-04,631.669
2005-01-05,628.737
2005-01-06,627.086
2005-01-07,626.247
2005-01-10,628.795
2005-01-11,623.171
2005-01-12,627.391
2005-01-13,630.2
2005-01-14,628.695
2005-01-17,627.902
2005-01-18,626.87
2005-01-19,631.971
2005-01-20,629.088
2005-01-21,633.846
2005-01-24,633.017
2005-01-25,633.726
2005-01-26,637.976
2005-01-27,634.282
2005-01-28,630.176
2005-01-31,635.925
2005-02-01,640.065
2005-02-02,643.592
2005-02-03,639.921
2005-02-04,642.306
2005-02-07,642.052
2005-02-08,642.489
2005-02-09,645.695
2005-02-10,652.146
2005-02-11,654.036
2005-02-14,659.064
2005-02-15,661.752
2005-02-16,660.107
2005-02-17,664.627
2005-02-18,660.363
2005-02-21,646.981
2005-02-22,650.268
2005-02-23,648.437
2005-02-24,649.293
2005-02-25,654.991
2005-02-28,660.868
2005-03-01,658.45
2005-03-02,650.659
2005-03-03,650.195
2005-03-04,660.078
2005-03-07,657.802
2005-03-08,662.595
2005-03-09,662.665
2005-03-10,660.897
2005-03-11,665.344
2005-03-14,658.275
2005-03-15,657.092
2005-03-16,655.763
2005-03-17,653.016
2005-03-18,656.027
2005-03-21,651.682
2005-03-22,656.004
2005-03-23,642.544
2005-03-24,642.202
2005-03-25,642.202
2005-03-28,637.695
2005-03-29,636.894
2005-03-30,638.373
2005-03-31,644.94
2005-04-01,646.973
2005-04-04,637.341
2005-04-05,641.309
2005-04-06,645.731
2005-04-07,650.708
2005-04-08,651.284
2005-04-11,658.87
2005-04-12,652.387
2005-04-13,655.815
2005-04-14,648.829
2005-04-15,638.995
2005-04-18,635.383
2005-04-19,639.485
2005-04-20,639.403
2005-04-21,643.521
2005-04-22,645.758
2005-04-25,642.608
2005-04-26,640.795
2005-04-27,630.61
2005-04-28,625.072
2005-04-29,630.613
2005-05-02,626.921
2005-05-03,625.597
2005-05-04,632.803
2005-05-05,637.775
2005-05-06,631.497
2005-05-09,639.266
2005-05-10,636.467
2005-05-11,637.722
2005-05-12,639.253
2005-05-13,640.57
2005-05-16,641.547
2005-05-17,637.153
2005-05-18,642.345
2005-05-19,642.239
2005-05-20,638.516
2005-05-23,642.698
2005-05-24,639.018
2005-05-25,640.786
2005-05-26,640.415
2005-05-27,640.682
2005-05-30,636.827
2005-05-31,632.387
2005-06-01,630.888
2005-06-02,633.973
2005-06-03,633.184
2005-06-06,632.31
2005-06-07,634.212
2005-06-08,638.122
2005-06-09,632.678
2005-06-10,629.541
2005-06-13,626.432
2005-06-14,625.841
2005-06-15,628.018
2005-06-16,630.128
2005-06-17,636.853
2005-06-20,630.717
2005-06-21,632.965
2005-06-22,632.305
2005-06-23,629.44
2005-06-24,628.25
2005-06-27,626.66
2005-06-28,628.024
2005-06-29,631.437
2005-06-30,636.499
2005-07-01,632.078
2005-07-04,629.522
2005-07-05,629.004
2005-07-06,632.253
2005-07-07,624.541
2005-07-08,631.743
2005-07-11,644.81
2005-07-12,652.211
2005-07-13,650.118
2005-07-14,650.841
2005-07-15,647.637
2005-07-18,647.682
2005-07-19,650.014
2005-07-20,651.566
2005-07-21,658.784
2005-07-22,660.548
2005-07-25,658.778
2005-07-26,659.165
2005-07-27,665.075
2005-07-28,667.319
2005-07-29,671.506
2005-08-01,674.762
2005-08-02,675.568
2005-08-03,680.198
2005-08-04,678.96
2005-08-05,678.388
2005-08-08,682.219
2005-08-09,681.84
2005-08-10,684.965
2005-08-11,684.841
2005-08-12,682.161
2005-08-15,678.512
2005-08-16,677.152
2005-08-17,671.989
2005-08-18,664.822
2005-08-19,666.903
2005-08-22,675.791
2005-08-23,672.433
2005-08-24,675.181
2005-08-25,672.631
2005-08-26,670.55
2005-08-29,667.587
2005-08-30,664.812
2005-08-31,673.351
2005-09-01,684.675
2005-09-02,689.409
2005-09-05,694.243
2005-09-06,696.343
2005-09-07,695.121
2005-09-08,693.958
2005-09-09,699.254
2005-09-12,693.729
2005-09-13,688.387
2005-09-14,693.698
2005-09-15,690.15
2005-09-16,696.756
2005-09-19,690.888
2005-09-20,694.963
2005-09-21,693.935
2005-09-22,682.638
2005-09-23,682.925
2005-09-26,686.495
2005-09-27,679.746
2005-09-28,682.452
2005-09-29,679.415
2005-09-30,684.878
2005-10-03,677.539
2005-10-04,678.855
2005-10-05,674.608
2005-10-06,680.517
2005-10-07,678.053
2005-10-10,673.251
2005-10-11,667.213
2005-10-12,664.788
2005-10-13,650.413
2005-10-14,659.753
2005-10-17,657.11
2005-10-18,648.678
2005-10-19,638.959
2005-10-20,639.845
2005-10-21,640.492
2005-10-24,645.894
2005-10-25,651.344
2005-10-26,649.383
2005-10-27,642.836
2005-10-28,638.081
2005-10-31,639.491
2005-11-01,641.319
2005-11-02,648.359
2005-11-03,651.142
2005-11-04,641.009
2005-11-07,642.544
2005-11-08,639.132
2005-11-09,639.182
