Date,BELGIUM MID GROWTH Mid Cap
2010-02-26,528.13
2010-03-31,563.061
2010-04-30,574.794
2010-05-31,503.722
2010-06-30,508.578
2010-07-30,556.391
2010-08-31,567.038
2010-09-30,656.046
2010-10-29,708.328
2010-11-30,673.219
2010-12-31,745.243
2011-01-31,711.046
2011-02-28,719.113
2011-03-31,739.114
2011-04-29,828.476
2011-05-31,779.341
2011-06-30,696.451
2011-07-29,646.884
2011-08-31,635.426
2011-09-30,509.878
2011-10-31,552.925
2011-11-30,521.699
2011-12-30,503.861
2012-01-31,547.252
2012-02-29,574.403
2012-03-30,597.628
2012-04-30,600.547
2012-05-31,555.766
2012-06-29,578.06
2012-07-31,572.292
2012-08-31,588.002
2012-09-28,629.733
2012-10-31,639.775
2012-11-30,641.197
2012-12-31,679.377
2013-01-31,687.588
2013-02-28,680.444
2013-03-29,668.063
2013-04-30,685.323
2013-05-31,692.816
2013-06-28,650.167
2013-07-31,692.702
2013-08-30,715.316
2013-09-30,768.299
2013-10-31,815.11
2013-11-29,812.309
2013-12-31,856.916
2014-01-31,804.407
2014-02-28,884.785
2014-03-31,888.811
2014-04-30,897.815
2014-05-30,894.714
2014-06-30,906.874
2014-07-31,908.112
2014-08-29,925.128
2014-09-30,877.032
2014-10-31,799.461
2014-11-28,804.65
2014-12-31,790.409
2015-01-30,801.799
2015-02-27,828.843
2015-03-31,790.51
2015-04-30,831.433
2015-05-29,804.414
2015-06-30,802.767
2015-07-31,831.754
2015-08-31,784.973
2015-09-30,762.994
2015-10-30,834.957
2015-11-30,838.981
2015-12-31,849.197
2016-01-29,791.511
2016-02-29,769.54
2016-03-31,813.566
2016-04-29,809.306
2016-05-31,816.438
2016-06-30,791.108
2016-07-29,848.066
2016-08-31,843.307
2016-09-30,896.767
2016-10-31,884.128
2016-11-30,856.403
2016-12-30,847.861
2017-01-31,828.999
2017-02-28,815.04
2017-03-31,864.113
2017-04-28,891.854
2017-05-31,982.946
2017-06-30,979.135
2017-07-31,1094.821
2017-08-31,1064.664
2017-09-29,1098.585
2017-10-31,1154.112
2017-11-30,1191.306
2017-12-29,1197.843
2018-01-31,1325.657
2018-02-28,1348.783
2018-03-30,1277.76
2018-04-30,1303.288
2018-05-31,1271.372
2018-06-29,1254.521
2018-07-31,1313.716
2018-08-31,1293.863
2018-09-28,1292.242
2018-10-31,1135.645
2018-11-30,1097.527
2018-12-31,1036.04
2019-01-31,1101.022
2019-02-28,1117.898
2019-03-29,1128.845
2019-04-30,1124.57
2019-05-31,950.747
2019-06-28,923.702
2019-07-31,870.939
2019-08-30,875.519
2019-09-30,973.295
2019-10-31,1036.371
2019-11-29,1054.169
2019-12-31,1139.906
2020-01-31,1146.776
2020-02-28,1033.55
2020-03-31,945.4
2020-04-30,1112.491
2020-05-29,1087.393
2020-06-30,1074.626
2020-07-31,1070.409
2020-08-31,997.914
2020-09-30,988.839
2020-10-30,913.033
2020-11-30,1039.369
2020-12-31,1053.237
2021-01-29,1101.936
2021-02-26,1135.863
2021-03-31,1022.884
2021-04-30,1099.48
2021-05-31,1096.848
2021-06-30,1136.986
2021-07-30,1184.514
2021-08-31,1237.481
2021-09-30,1120.4
2021-10-29,1127.521
2021-11-30,1057.512
2021-12-31,1078.137
2022-01-31,926.607
2022-02-28,985.113
2022-03-31,1022.347
2022-04-29,935.399
2022-05-31,958.571
2022-06-30,901.403
2022-07-29,940.083
2022-08-31,891.301
2022-09-30,806.048
2022-10-31,882.782
2022-11-30,934.612
2022-12-30,959.145
2023-01-31,969.039
2023-02-28,949.494
2023-03-31,932.931
2023-04-28,932.575
2023-05-31,834.558
2023-06-30,871.943
2023-07-31,855.913
2023-08-31,801.244
2023-09-29,778.221
2023-10-31,710.491
2023-11-30,823.341
2023-12-29,910.066
2024-01-31,902.132
2024-02-29,897.543
2024-03-29,961.829
2024-04-30,952.493
2024-05-31,981.941
2024-06-28,956.864
2024-07-31,1027.181
2024-08-30,1127.477
2024-09-30,1104.924
2024-10-31,1069.8
2024-11-29,1023.743
2024-12-31,981.672
2025-01-31,953.134
2025-02-28,872.627
2025-03-31,878.141
2025-04-30,987.364
2025-05-30,1040.519
2025-06-30,1029.463
2025-07-31,936.965
