Date,SWITZERLAND SMID VALUE SMID (Small+Mid Cap)
2002-06-07,389.66
2002-06-10,390.775
2002-06-11,391.198
2002-06-12,388.006
2002-06-13,385.17
2002-06-14,380.969
2002-06-17,382.283
2002-06-18,383.428
2002-06-19,383.78
2002-06-20,381.781
2002-06-21,381.663
2002-06-24,377.818
2002-06-25,384.615
2002-06-26,382.793
2002-06-27,383.169
2002-06-28,393.296
2002-07-01,390.444
2002-07-02,385.194
2002-07-03,382.186
2002-07-04,383.95
2002-07-05,386.03
2002-07-08,390.71
2002-07-09,390.216
2002-07-10,381.696
2002-07-11,372.401
2002-07-12,371.279
2002-07-15,365.117
2002-07-16,361.214
2002-07-17,363.761
2002-07-18,365.758
2002-07-19,359.921
2002-07-22,343.049
2002-07-23,332.577
2002-07-24,321.864
2002-07-25,333.962
2002-07-26,333.874
2002-07-29,340.049
2002-07-30,341.499
2002-07-31,338.193
2002-08-01,336.794
2002-08-02,332.72
2002-08-05,322.176
2002-08-06,321.48
2002-08-07,319.724
2002-08-08,323.118
2002-08-09,328.029
2002-08-12,327.829
2002-08-13,329.618
2002-08-14,332.248
2002-08-15,336.437
2002-08-16,337.588
2002-08-19,339.325
2002-08-20,335.305
2002-08-21,340.398
2002-08-22,344.625
2002-08-23,346.072
2002-08-26,346.0
2002-08-27,348.802
2002-08-28,341.303
2002-08-29,334.468
2002-08-30,334.248
2002-09-02,330.813
2002-09-03,330.222
2002-09-04,330.153
2002-09-05,327.06
2002-09-06,330.457
2002-09-09,325.11
2002-09-10,323.774
2002-09-11,325.222
2002-09-12,321.745
2002-09-13,315.729
2002-09-16,311.024
2002-09-17,306.726
2002-09-18,302.378
2002-09-19,298.739
2002-09-20,301.769
2002-09-23,294.834
2002-09-24,288.541
2002-09-25,289.045
2002-09-26,297.697
2002-09-27,300.921
2002-09-30,303.996
2002-10-01,296.647
2002-10-02,297.024
2002-10-03,296.627
2002-10-04,290.787
2002-10-07,284.193
2002-10-08,282.838
2002-10-09,281.05
2002-10-10,280.514
2002-10-11,289.959
2002-10-14,290.363
2002-10-15,298.238
2002-10-16,298.78
2002-10-17,300.544
2002-10-18,301.69
2002-10-21,300.14
2002-10-22,296.335
2002-10-23,292.995
2002-10-24,295.304
2002-10-25,294.984
2002-10-28,298.361
2002-10-29,294.553
2002-10-30,298.354
2002-10-31,303.792
2002-11-01,304.978
2002-11-04,309.303
2002-11-05,312.713
2002-11-06,312.6
2002-11-07,314.011
2002-11-08,312.932
2002-11-11,309.212
2002-11-12,309.678
2002-11-13,308.569
2002-11-14,309.721
2002-11-15,313.389
2002-11-18,314.019
2002-11-19,314.421
2002-11-20,310.2
2002-11-21,312.464
2002-11-22,315.435
2002-11-25,313.206
2002-11-26,308.744
2002-11-27,311.18
2002-11-28,314.436
2002-11-29,316.212
2002-12-02,321.235
2002-12-03,316.016
2002-12-04,314.112
2002-12-05,314.017
2002-12-06,315.949
2002-12-09,312.511
2002-12-10,314.398
2002-12-11,315.565
2002-12-12,317.402
2002-12-13,314.861
2002-12-16,315.438
2002-12-17,318.41
2002-12-18,316.394
2002-12-19,313.799
2002-12-20,314.967
2002-12-23,314.634
2002-12-24,316.835
2002-12-25,316.835
2002-12-26,317.342
2002-12-27,313.653
2002-12-30,315.436
2002-12-31,317.695
2003-01-01,317.695
2003-01-02,313.5
2003-01-03,321.427
2003-01-06,326.589
2003-01-07,323.904
2003-01-08,319.662
2003-01-09,321.256
2003-01-10,325.508
2003-01-13,326.911
2003-01-14,330.407
2003-01-15,327.969
2003-01-16,327.472
2003-01-17,326.882
2003-01-20,325.588
2003-01-21,323.725
2003-01-22,316.065
2003-01-23,313.615
2003-01-24,311.225
2003-01-27,299.845
2003-01-28,298.417
2003-01-29,295.206
2003-01-30,293.596
2003-01-31,296.655
2003-02-03,297.932
2003-02-04,301.784
2003-02-05,299.99
2003-02-06,296.048
2003-02-07,292.732
2003-02-10,289.089
2003-02-11,289.915
2003-02-12,286.162
2003-02-13,288.187
2003-02-14,289.911
2003-02-17,290.619
2003-02-18,290.426
2003-02-19,290.669
2003-02-20,289.74
2003-02-21,289.932
2003-02-24,285.351
2003-02-25,279.672
2003-02-26,275.709
2003-02-27,274.137
2003-02-28,279.619
2003-03-03,283.741
2003-03-04,280.677
2003-03-05,276.309
2003-03-06,273.28
2003-03-07,270.26
2003-03-10,266.119
2003-03-11,264.62
2003-03-12,261.776
2003-03-13,261.791
2003-03-14,264.893
2003-03-17,265.755
2003-03-18,271.464
2003-03-19,274.473
2003-03-20,276.364
2003-03-21,280.365
2003-03-24,277.003
2003-03-25,277.338
2003-03-26,277.669
2003-03-27,276.37
2003-03-28,278.679
2003-03-31,280.668
2003-04-01,279.158
2003-04-02,280.535
2003-04-03,281.257
2003-04-04,284.114
2003-04-07,290.939
2003-04-08,289.355
2003-04-09,291.122
2003-04-10,292.353
2003-04-11,292.131
2003-04-14,293.64
2003-04-15,296.959
2003-04-16,298.964
2003-04-17,301.061
2003-04-18,301.061
2003-04-21,298.126
2003-04-22,302.28
2003-04-23,303.545
2003-04-24,305.377
2003-04-25,302.835
2003-04-28,305.337
2003-04-29,305.321
2003-04-30,309.967
2003-05-01,313.609
2003-05-02,311.966
2003-05-05,318.344
2003-05-06,324.667
2003-05-07,325.765
2003-05-08,323.694
2003-05-09,321.557
2003-05-12,321.72
2003-05-13,321.928
2003-05-14,325.628
2003-05-15,325.997
2003-05-16,328.967
2003-05-19,326.065
2003-05-20,325.916
2003-05-21,322.658
2003-05-22,327.487
2003-05-23,334.022
2003-05-26,335.31
2003-05-27,337.372
2003-05-28,337.182
2003-05-29,339.205
2003-05-30,337.986
2003-06-02,346.128
2003-06-03,342.985
2003-06-04,348.447
2003-06-05,352.76
2003-06-06,352.496
2003-06-09,356.046
2003-06-10,355.092
2003-06-11,363.707
2003-06-12,363.098
2003-06-13,361.149
2003-06-16,363.941
2003-06-17,365.902
2003-06-18,359.007
2003-06-19,354.225
2003-06-20,354.239
2003-06-23,348.543
2003-06-24,342.557
2003-06-25,344.109
2003-06-26,337.668
2003-06-27,337.616
2003-06-30,336.383
2003-07-01,336.183
2003-07-02,336.832
2003-07-03,338.329
2003-07-04,336.588
2003-07-07,340.817
2003-07-08,342.882
2003-07-09,340.784
2003-07-10,340.035
2003-07-11,342.247
2003-07-14,347.238
2003-07-15,344.27
2003-07-16,344.153
2003-07-17,343.061
2003-07-18,346.005
2003-07-21,348.117
2003-07-22,346.745
2003-07-23,348.418
2003-07-24,351.354
2003-07-25,353.73
2003-07-28,353.516
2003-07-29,354.733
2003-07-30,355.916
2003-07-31,361.355
2003-08-01,368.835
2003-08-04,366.864
2003-08-05,375.476
2003-08-06,372.435
2003-08-07,370.407
2003-08-08,368.314
2003-08-11,364.686
2003-08-12,364.621
2003-08-13,365.059
2003-08-14,366.768
2003-08-15,370.743
2003-08-18,369.81
2003-08-19,374.607
2003-08-20,373.617
2003-08-21,372.201
2003-08-22,375.108
2003-08-25,373.466
2003-08-26,373.749
2003-08-27,374.74
2003-08-28,381.526
2003-08-29,382.975
2003-09-01,386.444
2003-09-02,380.896
2003-09-03,389.267
2003-09-04,389.124
2003-09-05,392.758
2003-09-08,396.502
2003-09-09,393.782
2003-09-10,391.839
2003-09-11,391.714
2003-09-12,393.919
2003-09-15,398.368
2003-09-16,397.276
2003-09-17,401.424
2003-09-18,403.149
2003-09-19,406.501
2003-09-22,407.097
2003-09-23,402.517
2003-09-24,401.094
2003-09-25,398.942
2003-09-26,395.43
2003-09-29,398.081
2003-09-30,398.734
2003-10-01,401.91
2003-10-02,402.625
2003-10-03,405.154
2003-10-06,405.724
2003-10-07,407.805
2003-10-08,411.768
2003-10-09,412.927
2003-10-10,416.834
2003-10-13,413.552
2003-10-14,416.122
2003-10-15,415.681
2003-10-16,415.45
2003-10-17,411.422
2003-10-20,412.996
2003-10-21,411.528
2003-10-22,411.855
2003-10-23,413.04
2003-10-24,412.484
2003-10-27,411.693
2003-10-28,412.86
2003-10-29,415.416
2003-10-30,421.111
2003-10-31,418.203
2003-11-03,416.228
2003-11-04,415.168
2003-11-05,410.892
2003-11-06,409.065
2003-11-07,415.839
2003-11-10,413.96
2003-11-11,414.853
2003-11-12,418.63
2003-11-13,422.62
2003-11-14,426.963
2003-11-17,423.252
2003-11-18,425.493
2003-11-19,422.913
2003-11-20,422.666
2003-11-21,425.469
2003-11-24,422.451
2003-11-25,425.64
2003-11-26,432.642
2003-11-27,433.145
2003-11-28,436.88
2003-12-01,438.779
2003-12-02,443.293
2003-12-03,445.097
2003-12-04,445.147
2003-12-05,446.481
2003-12-08,452.255
2003-12-09,450.923
2003-12-10,447.367
2003-12-11,444.543
2003-12-12,448.672
2003-12-15,449.18
2003-12-16,449.182
2003-12-17,451.695
2003-12-18,452.756
2003-12-19,450.33
2003-12-22,451.661
2003-12-23,452.236
2003-12-24,455.207
2003-12-25,455.207
2003-12-26,454.333
2003-12-29,457.232
2003-12-30,462.465
2003-12-31,465.475
2004-01-01,465.475
2004-01-02,464.498
2004-01-05,475.059
2004-01-06,474.855
2004-01-07,474.263
2004-01-08,478.572
2004-01-09,481.531
2004-01-12,479.231
2004-01-13,485.434
2004-01-14,486.648
2004-01-15,482.56
2004-01-16,478.625
2004-01-19,479.325
2004-01-20,484.501
2004-01-21,486.648
2004-01-22,491.091
2004-01-23,491.729
2004-01-26,486.705
2004-01-27,488.284
2004-01-28,488.836
2004-01-29,479.244
2004-01-30,482.789
2004-02-02,484.267
2004-02-03,487.655
2004-02-04,484.59
2004-02-05,489.68
2004-02-06,495.775
2004-02-09,497.174
2004-02-10,498.153
2004-02-11,496.653
2004-02-12,501.852
2004-02-13,500.834
2004-02-16,501.651
2004-02-17,501.7
2004-02-18,500.444
2004-02-19,495.601
2004-02-20,492.549
2004-02-23,491.695
2004-02-24,491.976
2004-02-25,484.924
2004-02-26,479.956
2004-02-27,482.118
2004-03-01,484.496
2004-03-02,478.913
2004-03-03,475.613
2004-03-04,481.847
2004-03-05,492.489
2004-03-08,488.596
2004-03-09,486.79
2004-03-10,480.17
2004-03-11,471.639
2004-03-12,468.282
2004-03-15,464.885
2004-03-16,467.177
2004-03-17,468.087
2004-03-18,472.126
2004-03-19,468.694
2004-03-22,461.731
2004-03-23,460.989
2004-03-24,457.462
2004-03-25,463.269
2004-03-26,462.459
2004-03-29,462.938
2004-03-30,457.581
2004-03-31,464.142
2004-04-01,466.562
2004-04-02,459.776
2004-04-05,457.437
2004-04-06,458.682
2004-04-07,466.563
2004-04-08,466.252
2004-04-09,466.252
2004-04-12,465.617
2004-04-13,458.065
2004-04-14,455.751
2004-04-15,453.604
2004-04-16,457.415
2004-04-19,457.188
2004-04-20,454.028
2004-04-21,448.906
2004-04-22,449.871
2004-04-23,451.229
2004-04-26,455.134
2004-04-27,457.068
2004-04-28,453.648
2004-04-29,455.59
2004-04-30,453.694
2004-05-03,454.616
2004-05-04,459.953
2004-05-05,462.052
2004-05-06,455.844
2004-05-07,449.617
2004-05-10,438.8
2004-05-11,440.312
2004-05-12,441.862
2004-05-13,441.124
2004-05-14,443.099
2004-05-17,441.602
2004-05-18,439.932
2004-05-19,449.754
2004-05-20,445.39
2004-05-21,449.472
2004-05-24,449.313
2004-05-25,454.635
2004-05-26,453.584
2004-05-27,465.557
2004-05-28,464.984
2004-05-31,464.984
2004-06-01,464.297
2004-06-02,472.405
2004-06-03,471.718
2004-06-04,473.606
2004-06-07,479.275
2004-06-08,479.202
2004-06-09,473.644
2004-06-10,474.917
2004-06-11,472.29
2004-06-14,471.197
2004-06-15,471.807
2004-06-16,470.145
2004-06-17,477.994
2004-06-18,482.369
2004-06-21,483.037
2004-06-22,479.697
2004-06-23,479.904
2004-06-24,486.156
2004-06-25,483.022
2004-06-28,487.542
2004-06-29,480.763
2004-06-30,481.327
2004-07-01,478.541
2004-07-02,487.235
2004-07-05,483.088
2004-07-06,478.165
2004-07-07,478.206
2004-07-08,481.222
2004-07-09,478.884
2004-07-12,477.335
2004-07-13,471.353
2004-07-14,470.694
2004-07-15,466.107
2004-07-16,470.218
2004-07-19,466.563
2004-07-20,453.027
2004-07-21,449.1
2004-07-22,447.332
2004-07-23,440.822
2004-07-26,438.208
2004-07-27,436.717
2004-07-28,438.313
2004-07-29,442.329
2004-07-30,438.295
2004-08-02,438.874
2004-08-03,441.113
2004-08-04,437.748
2004-08-05,434.252
2004-08-06,433.519
2004-08-09,427.604
2004-08-10,431.472
2004-08-11,423.749
2004-08-12,421.652
2004-08-13,426.192
2004-08-16,426.363
2004-08-17,426.664
2004-08-18,426.899
2004-08-19,432.426
2004-08-20,431.048
2004-08-23,429.702
2004-08-24,428.54
2004-08-25,427.571
2004-08-26,428.246
2004-08-27,426.301
2004-08-30,426.715
2004-08-31,427.596
2004-09-01,430.172
2004-09-02,429.476
2004-09-03,428.661
2004-09-06,430.738
2004-09-07,432.11
2004-09-08,432.152
2004-09-09,431.29
2004-09-10,438.254
2004-09-13,436.573
2004-09-14,437.062
2004-09-15,433.57
2004-09-16,433.113
2004-09-17,436.615
2004-09-20,433.269
2004-09-21,438.79
2004-09-22,437.096
2004-09-23,435.349
2004-09-24,433.414
2004-09-27,431.168
2004-09-28,432.695
2004-09-29,435.347
2004-09-30,439.079
2004-10-01,441.723
2004-10-04,440.795
2004-10-05,444.961
2004-10-06,446.051
2004-10-07,446.379
2004-10-08,449.968
2004-10-11,446.164
2004-10-12,441.745
2004-10-13,441.909
2004-10-14,444.844
2004-10-15,447.78
2004-10-18,446.029
2004-10-19,447.534
2004-10-20,448.358
2004-10-21,450.955
2004-10-22,453.222
2004-10-25,456.281
2004-10-26,457.497
2004-10-27,460.373
2004-10-28,462.092
2004-10-29,460.31
2004-11-01,460.994
2004-11-02,461.318
2004-11-03,467.295
2004-11-04,471.026
2004-11-05,475.021
2004-11-08,476.697
2004-11-09,478.678
2004-11-10,482.536
2004-11-11,486.974
2004-11-12,490.545
2004-11-15,487.885
2004-11-16,488.347
2004-11-17,494.371
2004-11-18,494.297
2004-11-19,496.5
2004-11-22,493.034
2004-11-23,495.558
2004-11-24,499.6
2004-11-25,506.519
2004-11-26,505.465
2004-11-29,504.401
2004-11-30,504.566
2004-12-01,505.024
2004-12-02,506.363
2004-12-03,512.44
2004-12-06,512.771
2004-12-07,512.628
2004-12-08,504.338
2004-12-09,504.122
2004-12-10,504.805
2004-12-13,510.024
2004-12-14,509.842
2004-12-15,518.059
2004-12-16,513.111
2004-12-17,509.681
2004-12-20,517.787
2004-12-21,513.727
2004-12-22,514.805
2004-12-23,519.434
2004-12-24,520.185
2004-12-27,522.873
2004-12-28,521.435
2004-12-29,523.439
2004-12-30,525.464
2004-12-31,523.733
2005-01-03,522.756
2005-01-04,519.096
2005-01-05,517.095
2005-01-06,515.564
2005-01-07,513.302
2005-01-10,517.342
2005-01-11,519.452
2005-01-12,523.054
2005-01-13,521.238
2005-01-14,520.986
2005-01-17,528.246
2005-01-18,527.086
2005-01-19,531.478
2005-01-20,526.802
2005-01-21,527.374
2005-01-24,530.257
2005-01-25,527.583
2005-01-26,533.552
2005-01-27,534.699
2005-01-28,533.466
2005-01-31,539.104
2005-02-01,537.244
2005-02-02,540.466
2005-02-03,538.291
2005-02-04,540.867
2005-02-07,537.876
2005-02-08,536.149
2005-02-09,536.81
2005-02-10,542.586
2005-02-11,545.991
2005-02-14,549.887
2005-02-15,552.45
2005-02-16,551.758
2005-02-17,558.174
2005-02-18,560.467
2005-02-21,559.471
2005-02-22,562.673
2005-02-23,559.366
2005-02-24,558.586
2005-02-25,563.17
2005-02-28,569.532
2005-03-01,567.482
2005-03-02,563.235
2005-03-03,564.413
2005-03-04,570.888
2005-03-07,567.288
2005-03-08,576.032
2005-03-09,577.28
2005-03-10,581.06
2005-03-11,586.032
2005-03-14,581.936
2005-03-15,580.323
2005-03-16,583.246
2005-03-17,577.84
2005-03-18,571.128
2005-03-21,564.303
2005-03-22,564.547
2005-03-23,553.424
2005-03-24,553.843
2005-03-25,553.843
2005-03-28,550.559
2005-03-29,549.972
2005-03-30,553.953
2005-03-31,559.053
2005-04-01,561.229
2005-04-04,552.943
2005-04-05,554.813
2005-04-06,559.416
2005-04-07,564.891
2005-04-08,562.682
2005-04-11,567.442
2005-04-12,559.997
2005-04-13,564.39
2005-04-14,557.927
2005-04-15,557.582
2005-04-18,551.841
2005-04-19,555.433
2005-04-20,557.194
2005-04-21,556.234
2005-04-22,556.397
2005-04-25,551.85
2005-04-26,550.182
2005-04-27,541.58
2005-04-28,537.504
2005-04-29,537.213
2005-05-02,537.153
2005-05-03,537.723
2005-05-04,541.475
2005-05-05,538.555
2005-05-06,538.056
2005-05-09,537.792
2005-05-10,530.723
2005-05-11,527.732
2005-05-12,527.103
2005-05-13,522.735
2005-05-16,521.795
2005-05-17,521.437
2005-05-18,525.102
2005-05-19,526.996
2005-05-20,522.803
2005-05-23,524.33
2005-05-24,525.525
2005-05-25,525.156
2005-05-26,524.783
2005-05-27,527.003
2005-05-30,525.164
2005-05-31,520.929
2005-06-01,522.354
2005-06-02,524.864
2005-06-03,523.488
2005-06-06,522.695
2005-06-07,525.395
2005-06-08,526.843
2005-06-09,520.94
2005-06-10,518.637
2005-06-13,516.74
2005-06-14,517.809
2005-06-15,522.031
2005-06-16,523.187
2005-06-17,529.058
2005-06-20,521.774
2005-06-21,525.184
2005-06-22,524.203
2005-06-23,522.912
2005-06-24,519.05
2005-06-27,517.93
2005-06-28,516.386
2005-06-29,518.452
2005-06-30,517.258
2005-07-01,513.534
2005-07-04,511.429
2005-07-05,511.713
2005-07-06,514.189
2005-07-07,514.313
2005-07-08,517.086
2005-07-11,527.264
2005-07-12,532.774
2005-07-13,532.452
2005-07-14,535.686
2005-07-15,533.029
2005-07-18,535.467
2005-07-19,533.004
2005-07-20,533.901
2005-07-21,539.654
2005-07-22,540.592
2005-07-25,536.523
2005-07-26,536.017
2005-07-27,538.803
2005-07-28,542.682
2005-07-29,545.806
2005-08-01,551.255
2005-08-02,553.986
2005-08-03,560.643
2005-08-04,565.071
2005-08-05,561.027
2005-08-08,564.496
2005-08-09,565.45
2005-08-10,569.47
2005-08-11,571.405
2005-08-12,570.583
2005-08-15,568.147
2005-08-16,568.018
2005-08-17,565.587
2005-08-18,557.171
2005-08-19,557.19
2005-08-22,560.794
2005-08-23,557.284
2005-08-24,557.756
2005-08-25,556.379
2005-08-26,559.06
2005-08-29,555.78
2005-08-30,553.064
2005-08-31,559.328
2005-09-01,573.215
2005-09-02,581.555
2005-09-05,576.635
2005-09-06,578.819
2005-09-07,583.22
2005-09-08,583.494
2005-09-09,585.176
2005-09-12,583.171
2005-09-13,580.752
2005-09-14,583.409
2005-09-15,578.985
2005-09-16,578.038
2005-09-19,574.8
2005-09-20,578.867
2005-09-21,578.695
2005-09-22,570.102
2005-09-23,565.623
2005-09-26,566.793
2005-09-27,564.123
2005-09-28,568.613
2005-09-29,566.958
2005-09-30,577.435
2005-10-03,571.336
2005-10-04,575.048
2005-10-05,578.299
2005-10-06,581.112
2005-10-07,575.266
2005-10-10,574.298
2005-10-11,574.486
2005-10-12,574.991
2005-10-13,563.797
2005-10-14,570.936
2005-10-17,567.286
2005-10-18,560.594
2005-10-19,552.756
2005-10-20,556.299
2005-10-21,555.364
2005-10-24,558.283
2005-10-25,563.919
2005-10-26,563.228
2005-10-27,560.645
2005-10-28,557.792
2005-10-31,559.076
2005-11-01,561.445
2005-11-02,570.352
2005-11-03,571.106
2005-11-04,561.219
2005-11-07,562.085
