Date,HONG KONG SMALL VALUE Small Cap
2002-03-05,269.028
2002-03-06,269.505
2002-03-07,271.994
2002-03-08,272.258
2002-03-11,276.162
2002-03-12,275.286
2002-03-13,273.269
2002-03-14,273.729
2002-03-15,272.004
2002-03-18,271.632
2002-03-19,271.143
2002-03-20,270.869
2002-03-21,269.575
2002-03-22,269.23
2002-03-25,269.909
2002-03-26,268.657
2002-03-27,273.502
2002-03-28,271.864
2002-03-29,271.864
2002-04-01,271.868
2002-04-02,271.324
2002-04-03,271.307
2002-04-04,271.054
2002-04-05,271.189
2002-04-08,271.995
2002-04-09,272.907
2002-04-10,271.717
2002-04-11,272.429
2002-04-12,271.421
2002-04-15,272.517
2002-04-16,274.125
2002-04-17,276.345
2002-04-18,278.289
2002-04-19,279.114
2002-04-22,280.106
2002-04-23,282.322
2002-04-24,283.224
2002-04-25,281.951
2002-04-26,282.481
2002-04-29,283.91
2002-04-30,286.091
2002-05-01,286.098
2002-05-02,297.019
2002-05-03,299.217
2002-05-06,300.456
2002-05-07,301.495
2002-05-08,301.862
2002-05-09,300.83
2002-05-10,299.952
2002-05-13,301.319
2002-05-14,300.415
2002-05-15,301.281
2002-05-16,300.474
2002-05-17,304.134
2002-05-20,303.844
2002-05-21,303.252
2002-05-22,303.437
2002-05-23,300.465
2002-05-24,301.326
2002-05-27,301.037
2002-05-28,300.771
2002-05-29,299.807
2002-05-30,298.343
2002-05-31,298.739
2002-06-03,300.798
2002-06-04,299.909
2002-06-05,303.422
2002-06-06,303.628
2002-06-07,301.966
2002-06-10,304.489
2002-06-11,303.55
2002-06-12,302.229
2002-06-13,303.411
2002-06-14,299.666
2002-06-17,296.079
2002-06-18,293.817
2002-06-19,288.035
2002-06-20,289.593
2002-06-21,286.768
2002-06-24,289.335
2002-06-25,288.27
2002-06-26,283.176
2002-06-27,287.333
2002-06-28,288.068
2002-07-01,288.074
2002-07-02,287.533
2002-07-03,289.487
2002-07-04,293.511
2002-07-05,294.09
2002-07-08,293.492
2002-07-09,292.299
2002-07-10,290.757
2002-07-11,285.666
2002-07-12,287.338
2002-07-15,286.718
2002-07-16,282.167
2002-07-17,278.301
2002-07-18,276.414
2002-07-19,272.484
2002-07-22,265.933
2002-07-23,271.351
2002-07-24,265.525
2002-07-25,263.289
2002-07-26,258.532
2002-07-29,260.294
2002-07-30,265.395
2002-07-31,265.629
2002-08-01,263.81
2002-08-02,260.894
2002-08-05,256.776
2002-08-06,250.659
2002-08-07,257.194
2002-08-08,256.283
2002-08-09,257.153
2002-08-12,254.678
2002-08-13,257.43
2002-08-14,253.442
2002-08-15,256.398
2002-08-16,259.889
2002-08-19,259.946
2002-08-20,261.831
2002-08-21,263.965
2002-08-22,265.894
2002-08-23,264.558
2002-08-26,263.647
2002-08-27,261.112
2002-08-28,260.183
2002-08-29,258.563
2002-08-30,259.136
2002-09-02,256.796
2002-09-03,255.073
2002-09-04,255.432
2002-09-05,253.513
2002-09-06,253.401
2002-09-09,254.258
2002-09-10,256.929
2002-09-11,257.329
2002-09-12,257.836
2002-09-13,252.756
2002-09-16,246.77
2002-09-17,251.376
2002-09-18,246.513
2002-09-19,246.907
2002-09-20,244.816
2002-09-23,242.375
2002-09-24,238.264
2002-09-25,236.825
2002-09-26,241.418
2002-09-27,242.007
2002-09-30,235.62
2002-10-01,235.626
2002-10-02,235.629
2002-10-03,234.465
2002-10-04,236.474
2002-10-07,232.809
2002-10-08,231.74
2002-10-09,230.943
2002-10-10,226.195
2002-10-11,227.887
2002-10-14,227.888
2002-10-15,233.633
2002-10-16,237.435
2002-10-17,241.974
2002-10-18,241.943
2002-10-21,240.475
2002-10-22,241.364
2002-10-23,248.892
2002-10-24,248.694
2002-10-25,248.547
2002-10-28,250.923
2002-10-29,245.873
2002-10-30,245.238
2002-10-31,243.352
2002-11-01,242.761
2002-11-04,247.384
2002-11-05,245.429
2002-11-06,248.333
2002-11-07,249.358
2002-11-08,249.463
2002-11-11,244.538
2002-11-12,244.492
2002-11-13,244.295
2002-11-14,248.139
2002-11-15,253.532
2002-11-18,250.8
2002-11-19,251.898
2002-11-20,251.119
2002-11-21,251.646
2002-11-22,253.409
2002-11-25,254.3
2002-11-26,252.38
2002-11-27,251.005
2002-11-28,253.814
2002-11-29,252.55
2002-12-02,255.712
2002-12-03,256.949
2002-12-04,255.625
2002-12-05,256.014
2002-12-06,255.151
2002-12-09,254.082
2002-12-10,254.959
2002-12-11,252.553
2002-12-12,253.601
2002-12-13,253.598
2002-12-16,253.168
2002-12-17,254.072
2002-12-18,249.724
2002-12-19,249.343
2002-12-20,250.649
2002-12-23,250.869
2002-12-24,251.504
2002-12-25,251.504
2002-12-26,251.507
2002-12-27,248.132
2002-12-30,244.471
2002-12-31,244.5
2003-01-01,244.5
2003-01-02,246.528
2003-01-03,250.584
2003-01-06,251.459
2003-01-07,251.855
2003-01-08,252.975
2003-01-09,252.939
2003-01-10,255.632
2003-01-13,259.133
2003-01-14,259.988
2003-01-15,261.31
2003-01-16,259.673
2003-01-17,257.98
2003-01-20,256.672
2003-01-21,258.074
2003-01-22,257.705
2003-01-23,257.61
2003-01-24,256.31
2003-01-27,251.602
2003-01-28,252.203
2003-01-29,251.907
2003-01-30,252.44
2003-01-31,252.443
2003-02-03,252.44
2003-02-04,254.852
2003-02-05,254.607
2003-02-06,253.986
2003-02-07,256.131
2003-02-10,257.237
2003-02-11,257.485
2003-02-12,260.723
2003-02-13,257.988
2003-02-14,257.311
2003-02-17,262.434
2003-02-18,263.599
2003-02-19,264.677
2003-02-20,263.022
2003-02-21,260.201
2003-02-24,261.539
2003-02-25,260.191
2003-02-26,259.666
2003-02-27,259.471
2003-02-28,258.996
2003-03-03,261.822
2003-03-04,260.185
2003-03-05,261.012
2003-03-06,257.132
2003-03-07,255.475
2003-03-10,251.206
2003-03-11,252.752
2003-03-12,256.492
2003-03-13,254.236
2003-03-14,256.625
2003-03-17,253.921
2003-03-18,257.294
2003-03-19,261.058
2003-03-20,260.565
2003-03-21,258.47
2003-03-24,257.593
2003-03-25,256.834
2003-03-26,254.686
2003-03-27,249.768
2003-03-28,249.655
2003-03-31,243.462
2003-04-01,239.494
2003-04-02,240.851
2003-04-03,242.178
2003-04-04,244.992
2003-04-07,246.257
2003-04-08,241.677
2003-04-09,235.723
2003-04-10,233.864
2003-04-11,236.493
2003-04-14,232.63
2003-04-15,234.238
2003-04-16,234.062
2003-04-17,232.679
2003-04-18,232.679
2003-04-21,232.676
2003-04-22,232.735
2003-04-23,229.792
2003-04-24,226.156
2003-04-25,225.473
2003-04-28,228.248
2003-04-29,236.547
2003-04-30,237.641
2003-05-01,237.644
2003-05-02,241.071
2003-05-05,245.45
2003-05-06,245.888
2003-05-07,246.746
2003-05-08,246.746
2003-05-09,247.894
2003-05-12,248.313
2003-05-13,250.943
2003-05-14,249.611
2003-05-15,250.405
2003-05-16,250.33
2003-05-19,251.938
2003-05-20,252.511
2003-05-21,253.398
2003-05-22,255.776
2003-05-23,257.325
2003-05-26,262.14
2003-05-27,262.933
2003-05-28,263.841
2003-05-29,262.913
2003-05-30,264.252
2003-06-02,267.709
2003-06-03,268.378
2003-06-04,268.371
2003-06-05,267.538
2003-06-06,266.83
2003-06-09,270.513
2003-06-10,272.955
2003-06-11,275.22
2003-06-12,275.659
2003-06-13,277.035
2003-06-16,276.894
2003-06-17,278.81
2003-06-18,277.413
2003-06-19,279.381
2003-06-20,277.242
2003-06-23,273.462
2003-06-24,271.742
2003-06-25,272.353
2003-06-26,274.436
2003-06-27,275.138
2003-06-30,274.451
2003-07-01,274.44
2003-07-02,279.439
2003-07-03,279.906
2003-07-04,280.189
2003-07-07,285.775
2003-07-08,284.701
2003-07-09,285.799
2003-07-10,285.44
2003-07-11,285.73
2003-07-14,290.861
2003-07-15,287.874
2003-07-16,288.836
2003-07-17,286.914
2003-07-18,287.138
2003-07-21,289.457
2003-07-22,287.928
2003-07-23,286.751
2003-07-24,290.525
2003-07-25,290.98
2003-07-28,296.692
2003-07-29,299.728
2003-07-30,297.811
2003-07-31,299.522
2003-08-01,307.468
2003-08-04,312.222
2003-08-05,307.263
2003-08-06,301.267
2003-08-07,301.285
2003-08-08,304.737
2003-08-11,310.487
2003-08-12,315.783
2003-08-13,319.44
2003-08-14,323.057
2003-08-15,323.524
2003-08-18,328.422
2003-08-19,328.67
2003-08-20,329.486
2003-08-21,339.795
2003-08-22,347.914
2003-08-25,344.549
2003-08-26,341.548
2003-08-27,343.384
2003-08-28,345.967
2003-08-29,351.995
2003-09-01,362.089
2003-09-02,363.066
2003-09-03,380.139
2003-09-04,375.955
2003-09-05,374.44
2003-09-08,375.664
2003-09-09,366.124
2003-09-10,358.347
2003-09-11,369.595
2003-09-12,369.59
2003-09-15,374.75
2003-09-16,376.276
2003-09-17,377.76
2003-09-18,375.56
2003-09-19,375.042
2003-09-22,371.798
2003-09-23,376.237
2003-09-24,393.746
2003-09-25,393.593
2003-09-26,394.353
2003-09-29,391.049
2003-09-30,394.325
2003-10-01,394.624
2003-10-02,408.614
2003-10-03,415.404
2003-10-06,418.972
2003-10-07,409.016
2003-10-08,403.155
2003-10-09,406.241
2003-10-10,407.763
2003-10-13,413.538
2003-10-14,410.256
2003-10-15,416.351
2003-10-16,414.924
2003-10-17,416.038
2003-10-20,416.848
2003-10-21,428.003
2003-10-22,423.07
2003-10-23,404.804
2003-10-24,406.57
2003-10-27,408.981
2003-10-28,418.52
2003-10-29,418.528
2003-10-30,414.216
2003-10-31,411.534
2003-11-03,411.788
2003-11-04,410.695
2003-11-05,410.755
2003-11-06,401.937
2003-11-07,407.34
2003-11-10,403.653
2003-11-11,398.533
2003-11-12,397.6
2003-11-13,406.284
2003-11-14,406.659
2003-11-17,402.315
2003-11-18,403.694
2003-11-19,397.887
2003-11-20,396.007
2003-11-21,394.985
2003-11-24,392.969
2003-11-25,397.361
2003-11-26,400.893
2003-11-27,401.858
2003-11-28,408.129
2003-12-01,417.404
2003-12-02,419.466
2003-12-03,420.041
2003-12-04,419.995
2003-12-05,421.766
2003-12-08,418.827
2003-12-09,423.161
2003-12-10,422.621
2003-12-11,426.071
2003-12-12,429.075
2003-12-15,424.956
2003-12-16,418.51
2003-12-17,415.823
2003-12-18,417.813
2003-12-19,421.295
2003-12-22,422.533
2003-12-23,421.604
2003-12-24,424.622
2003-12-25,424.622
2003-12-26,424.598
2003-12-29,423.129
2003-12-30,425.699
2003-12-31,429.576
2004-01-01,429.576
2004-01-02,435.978
2004-01-05,452.665
2004-01-06,460.257
2004-01-07,459.904
2004-01-08,461.487
2004-01-09,470.634
2004-01-12,479.567
2004-01-13,476.735
2004-01-14,482.216
2004-01-15,484.424
2004-01-16,482.198
2004-01-19,486.187
2004-01-20,508.61
2004-01-21,517.52
2004-01-22,517.56
2004-01-23,517.573
2004-01-26,521.657
2004-01-27,514.991
2004-01-28,498.081
2004-01-29,497.338
2004-01-30,500.458
2004-02-02,488.372
2004-02-03,497.545
2004-02-04,497.335
2004-02-05,493.683
2004-02-06,505.204
2004-02-09,517.64
2004-02-10,514.719
2004-02-11,514.82
2004-02-12,512.13
2004-02-13,511.187
2004-02-16,512.59
2004-02-17,513.409
2004-02-18,513.789
2004-02-19,512.496
2004-02-20,511.049
2004-02-23,510.38
2004-02-24,508.194
2004-02-25,502.865
2004-02-26,506.087
2004-02-27,514.534
2004-03-01,516.443
2004-03-02,516.7
2004-03-03,508.996
2004-03-04,509.766
2004-03-05,511.257
2004-03-08,515.682
2004-03-09,514.294
2004-03-10,508.364
2004-03-11,499.513
2004-03-12,496.309
2004-03-15,498.232
2004-03-16,494.423
2004-03-17,502.697
2004-03-18,501.693
2004-03-19,504.256
2004-03-22,498.821
2004-03-23,499.181
2004-03-24,503.173
2004-03-25,496.398
2004-03-26,495.842
2004-03-29,486.477
2004-03-30,489.583
2004-03-31,491.353
2004-04-01,496.077
2004-04-02,504.113
2004-04-05,504.025
2004-04-06,514.426
2004-04-07,514.455
2004-04-08,512.552
2004-04-09,512.552
2004-04-12,512.536
2004-04-13,513.373
2004-04-14,496.931
2004-04-15,488.365
2004-04-16,490.128
2004-04-19,485.586
2004-04-20,478.63
2004-04-21,468.615
2004-04-22,464.913
2004-04-23,480.838
2004-04-26,472.644
2004-04-27,474.814
2004-04-28,473.773
2004-04-29,459.928
2004-04-30,456.805
2004-05-03,456.807
2004-05-04,466.252
2004-05-05,460.201
2004-05-06,458.796
2004-05-07,450.161
2004-05-10,425.011
2004-05-11,425.648
2004-05-12,431.409
2004-05-13,419.641
2004-05-14,397.422
2004-05-17,372.764
2004-05-18,384.355
2004-05-19,408.448
2004-05-20,408.071
2004-05-21,423.206
2004-05-24,429.164
2004-05-25,429.987
2004-05-26,429.96
2004-05-27,442.35
2004-05-28,445.721
2004-05-31,445.808
2004-06-01,445.412
2004-06-02,447.468
2004-06-03,438.693
2004-06-04,440.148
2004-06-07,446.197
2004-06-08,447.184
2004-06-09,446.934
2004-06-10,445.245
2004-06-11,445.984
2004-06-14,437.116
2004-06-15,434.919
2004-06-16,434.113
2004-06-17,429.324
2004-06-18,423.35
2004-06-21,422.474
2004-06-22,422.458
2004-06-23,425.301
2004-06-24,433.254
2004-06-25,436.995
2004-06-28,440.785
2004-06-29,442.427
2004-06-30,449.588
2004-07-01,449.597
2004-07-02,453.992
2004-07-05,457.674
2004-07-06,466.968
2004-07-07,471.604
2004-07-08,467.278
2004-07-09,467.588
2004-07-12,464.509
2004-07-13,461.567
2004-07-14,455.867
2004-07-15,456.132
2004-07-16,457.849
2004-07-19,463.55
2004-07-20,462.497
2004-07-21,470.288
2004-07-22,468.432
2004-07-23,469.992
2004-07-26,467.58
2004-07-27,466.78
2004-07-28,471.451
2004-07-29,467.006
2004-07-30,466.942
2004-08-02,465.074
2004-08-03,464.678
2004-08-04,464.03
2004-08-05,472.321
2004-08-06,472.525
2004-08-09,468.839
2004-08-10,468.573
2004-08-11,466.017
2004-08-12,463.731
2004-08-13,460.195
2004-08-16,453.58
2004-08-17,455.932
2004-08-18,456.368
2004-08-19,462.738
2004-08-20,461.046
2004-08-23,463.413
2004-08-24,470.359
2004-08-25,476.591
2004-08-26,479.499
2004-08-27,476.692
2004-08-30,476.729
2004-08-31,479.501
2004-09-01,487.729
2004-09-02,489.209
2004-09-03,487.055
2004-09-06,495.849
2004-09-07,497.51
2004-09-08,494.354
2004-09-09,490.823
2004-09-10,492.284
2004-09-13,496.251
2004-09-14,497.776
2004-09-15,497.529
2004-09-16,502.196
2004-09-17,501.942
2004-09-20,500.214
2004-09-21,501.747
2004-09-22,499.042
2004-09-23,496.441
2004-09-24,491.097
2004-09-27,488.756
2004-09-28,488.673
2004-09-29,488.707
2004-09-30,495.445
2004-10-01,495.493
2004-10-04,503.037
2004-10-05,505.63
2004-10-06,505.111
2004-10-07,507.153
2004-10-08,505.74
2004-10-11,503.354
2004-10-12,504.637
2004-10-13,499.865
2004-10-14,499.066
2004-10-15,502.542
2004-10-18,501.887
2004-10-19,504.327
2004-10-20,500.942
2004-10-21,496.831
2004-10-22,496.739
2004-10-25,490.127
2004-10-26,492.63
2004-10-27,497.951
2004-10-28,505.941
2004-10-29,502.715
2004-11-01,502.977
2004-11-02,509.644
2004-11-03,522.166
2004-11-04,524.258
2004-11-05,530.586
2004-11-08,530.178
2004-11-09,533.18
2004-11-10,535.464
2004-11-11,534.303
2004-11-12,540.214
2004-11-15,541.748
2004-11-16,536.723
2004-11-17,540.287
2004-11-18,545.693
2004-11-19,543.715
2004-11-22,543.235
2004-11-23,551.304
2004-11-24,554.97
2004-11-25,554.728
2004-11-26,552.935
2004-11-29,555.747
2004-11-30,557.436
2004-12-01,553.496
2004-12-02,561.754
2004-12-03,559.279
2004-12-06,561.833
2004-12-07,560.03
2004-12-08,551.561
2004-12-09,550.772
2004-12-10,547.519
2004-12-13,543.713
2004-12-14,548.525
2004-12-15,549.422
2004-12-16,550.791
2004-12-17,553.731
2004-12-20,562.48
2004-12-21,561.094
2004-12-22,560.588
2004-12-23,563.298
2004-12-24,564.306
2004-12-27,564.396
2004-12-28,567.606
2004-12-29,568.248
2004-12-30,569.461
2004-12-31,573.73
2005-01-03,574.224
2005-01-04,572.64
2005-01-05,556.525
2005-01-06,559.267
2005-01-07,549.93
2005-01-10,546.318
2005-01-11,543.525
2005-01-12,542.76
2005-01-13,549.402
2005-01-14,545.167
2005-01-17,549.258
2005-01-18,552.07
2005-01-19,551.815
2005-01-20,549.827
2005-01-21,547.101
2005-01-24,541.716
2005-01-25,545.674
2005-01-26,549.541
2005-01-27,549.688
2005-01-28,553.495
2005-01-31,557.176
2005-02-01,553.889
2005-02-02,556.055
2005-02-03,557.31
2005-02-04,558.682
2005-02-07,567.577
2005-02-08,569.03
2005-02-09,569.03
2005-02-10,569.03
2005-02-11,569.012
2005-02-14,571.535
2005-02-15,571.461
2005-02-16,576.516
2005-02-17,574.89
2005-02-18,576.846
2005-02-21,579.807
2005-02-22,577.682
2005-02-23,577.895
2005-02-24,583.241
2005-02-25,587.783
2005-02-28,586.243
2005-03-01,585.82
2005-03-02,581.915
2005-03-03,582.789
2005-03-04,579.029
2005-03-07,583.12
2005-03-08,586.96
2005-03-09,591.67
2005-03-10,589.681
2005-03-11,589.024
2005-03-14,587.57
2005-03-15,581.443
2005-03-16,586.851
2005-03-17,585.368
2005-03-18,589.929
2005-03-21,587.975
2005-03-22,582.539
2005-03-23,574.516
2005-03-24,571.764
2005-03-25,571.764
2005-03-28,571.764
2005-03-29,567.862
2005-03-30,567.281
2005-03-31,569.706
2005-04-01,568.442
2005-04-04,573.583
2005-04-05,573.561
2005-04-06,576.343
2005-04-07,578.923
2005-04-08,580.678
2005-04-11,579.81
2005-04-12,577.704
2005-04-13,582.279
2005-04-14,582.642
2005-04-15,579.177
2005-04-18,569.62
2005-04-19,577.609
2005-04-20,574.591
2005-04-21,574.595
2005-04-22,576.912
2005-04-25,577.087
2005-04-26,582.365
2005-04-27,581.522
2005-04-28,582.006
2005-04-29,582.898
2005-05-02,582.823
2005-05-03,584.566
2005-05-04,587.769
2005-05-05,592.69
2005-05-06,590.161
2005-05-09,590.674
2005-05-10,590.312
2005-05-11,585.398
2005-05-12,585.175
2005-05-13,585.045
2005-05-16,584.97
2005-05-17,578.566
2005-05-18,574.71
2005-05-19,572.977
2005-05-20,577.923
2005-05-23,578.027
2005-05-24,578.661
2005-05-25,574.99
2005-05-26,575.559
2005-05-27,582.465
2005-05-30,586.021
2005-05-31,587.672
2005-06-01,585.222
2005-06-02,585.426
2005-06-03,586.281
2005-06-06,587.435
2005-06-07,588.315
2005-06-08,589.673
2005-06-09,587.069
2005-06-10,586.719
2005-06-13,585.764
2005-06-14,588.547
2005-06-15,586.893
2005-06-16,586.843
2005-06-17,587.181
2005-06-20,586.459
2005-06-21,587.806
2005-06-22,593.128
2005-06-23,597.817
2005-06-24,601.353
2005-06-27,601.125
2005-06-28,601.422
2005-06-29,602.34
2005-06-30,602.626
2005-07-01,602.692
2005-07-04,599.108
2005-07-05,597.62
2005-07-06,598.975
2005-07-07,593.277
2005-07-08,590.453
2005-07-11,596.02
2005-07-12,598.279
2005-07-13,601.907
2005-07-14,605.138
2005-07-15,608.98
2005-07-18,611.466
2005-07-19,617.744
2005-07-20,623.977
2005-07-21,620.702
2005-07-22,629.36
2005-07-25,629.941
2005-07-26,626.093
2005-07-27,630.581
2005-07-28,632.389
2005-07-29,637.819
2005-08-01,637.746
2005-08-02,643.854
2005-08-03,647.047
2005-08-04,648.116
2005-08-05,645.045
2005-08-08,643.278
2005-08-09,638.665
2005-08-10,642.365
2005-08-11,641.756
2005-08-12,637.007
2005-08-15,636.37
2005-08-16,636.791
2005-08-17,636.265
2005-08-18,626.646
2005-08-19,627.03
2005-08-22,630.293
2005-08-23,624.984
2005-08-24,623.007
2005-08-25,623.856
2005-08-26,628.414
2005-08-29,626.518
2005-08-30,627.799
2005-08-31,624.184
2005-09-01,634.943
2005-09-02,639.18
2005-09-05,638.327
2005-09-06,637.781
2005-09-07,637.219
2005-09-08,630.587
2005-09-09,627.939
2005-09-12,632.142
2005-09-13,627.926
2005-09-14,627.809
2005-09-15,625.319
2005-09-16,623.775
2005-09-19,623.703
2005-09-20,626.742
2005-09-21,622.206
2005-09-22,621.418
2005-09-23,619.604
2005-09-26,616.264
2005-09-27,613.99
2005-09-28,614.24
2005-09-29,618.806
2005-09-30,620.711
2005-10-03,624.64
2005-10-04,625.538
2005-10-05,618.93
2005-10-06,607.613
2005-10-07,605.409
2005-10-10,606.412
2005-10-11,606.314
2005-10-12,600.171
2005-10-13,602.781
2005-10-14,596.362
2005-10-17,596.559
2005-10-18,596.221
2005-10-19,586.434
2005-10-20,586.894
2005-10-21,586.853
2005-10-24,583.628
2005-10-25,579.622
2005-10-26,572.278
2005-10-27,569.787
2005-10-28,570.415
2005-10-31,573.756
2005-11-01,584.429
2005-11-02,587.481
2005-11-03,591.067
2005-11-04,591.472
2005-11-07,583.489
2005-11-08,579.244
2005-11-09,579.754
