Date,UNITED KINGDOM IMI IMI (Large+Mid+Small Cap)
2008-01-31,891.959
2008-02-29,898.687
2008-03-31,879.981
2008-04-30,932.772
2008-05-30,928.666
2008-06-30,869.949
2008-07-31,834.373
2008-08-29,807.963
2008-09-30,685.199
2008-10-31,549.705
2008-11-28,513.039
2008-12-31,498.432
2009-01-30,469.727
2009-02-27,433.253
2009-03-31,450.187
2009-04-30,511.173
2009-05-29,580.326
2009-06-30,574.142
2009-07-31,627.311
2009-08-31,664.749
2009-09-30,682.92
2009-10-30,690.845
2009-11-30,707.907
2009-12-31,726.42
2010-01-29,694.804
2010-02-26,682.35
2010-03-31,725.167
2010-04-30,721.197
2010-05-31,641.734
2010-06-30,629.38
2010-07-30,705.704
2010-08-31,691.105
2010-09-30,754.663
2010-10-29,784.697
2010-11-30,746.731
2010-12-31,803.877
2011-01-31,818.814
2011-02-28,852.529
2011-03-31,832.445
2011-04-29,893.339
2011-05-31,874.793
2011-06-30,849.09
2011-07-29,849.316
2011-08-31,784.28
2011-09-30,713.776
2011-10-31,798.921
2011-11-30,776.246
2011-12-30,773.984
2012-01-31,806.572
2012-02-29,852.2
2012-03-30,843.519
2012-04-30,854.756
2012-05-31,755.797
2012-06-29,807.459
2012-07-31,817.487
2012-08-31,846.765
2012-09-28,869.496
2012-10-31,876.429
2012-11-30,887.476
2012-12-31,908.369
2013-01-31,942.23
2013-02-28,922.014
2013-03-29,934.637
2013-04-30,962.779
2013-05-31,965.368
2013-06-28,916.99
2013-07-31,979.305
2013-08-30,977.205
2013-09-30,1033.971
2013-10-31,1070.208
2013-11-29,1082.812
2013-12-31,1115.325
2014-01-31,1070.56
2014-02-28,1149.579
2014-03-31,1112.42
2014-04-30,1152.255
2014-05-30,1160.682
2014-06-30,1166.742
2014-07-31,1149.621
2014-08-29,1154.91
2014-09-30,1093.765
2014-10-31,1070.505
2014-11-28,1077.741
2014-12-31,1054.764
2015-01-30,1041.668
2015-02-27,1111.949
2015-03-31,1048.802
2015-04-30,1120.654
2015-05-29,1126.579
2015-06-30,1092.122
2015-07-31,1109.456
2015-08-31,1032.391
2015-09-30,987.546
2015-10-30,1055.484
2015-11-30,1033.542
2015-12-31,997.169
2016-01-29,931.826
2016-02-29,923.506
2016-03-31,970.96
2016-04-29,1001.74
2016-05-31,1001.431
2016-06-30,950.83
2016-07-29,980.662
2016-08-31,984.166
2016-09-30,993.943
2016-10-31,939.479
2016-11-30,944.985
2016-12-30,981.561
2017-01-31,995.545
2017-02-28,1015.914
2017-03-31,1032.744
2017-04-28,1062.682
2017-05-31,1107.782
2017-06-30,1085.768
2017-07-31,1116.646
2017-08-31,1107.47
2017-09-29,1147.067
2017-10-31,1156.098
2017-11-30,1157.865
2017-12-29,1214.201
2018-01-31,1252.179
2018-02-28,1172.922
2018-03-30,1171.66
2018-04-30,1225.99
2018-05-31,1216.667
2018-06-29,1205.289
2018-07-31,1213.559
2018-08-31,1167.79
2018-09-28,1181.138
2018-10-31,1096.775
2018-11-30,1074.814
2018-12-31,1031.589
2019-01-31,1111.076
2019-02-28,1149.633
2019-03-29,1158.724
2019-04-30,1189.57
2019-05-31,1116.395
2019-06-28,1167.296
2019-07-31,1144.073
2019-08-30,1094.038
2019-09-30,1140.683
2019-10-31,1178.651
2019-11-29,1202.956
2019-12-31,1270.509
2020-01-31,1222.18
2020-02-28,1077.42
2020-03-31,889.031
2020-04-30,943.893
2020-05-29,955.649
2020-06-30,966.988
2020-07-31,985.396
2020-08-31,1027.135
2020-09-30,975.181
2020-10-30,932.179
2020-11-30,1089.049
2020-12-31,1156.56
2021-01-29,1152.69
2021-02-26,1198.835
2021-03-31,1229.86
2021-04-30,1287.975
2021-05-31,1337.595
2021-06-30,1299.523
2021-07-30,1316.41
2021-08-31,1336.053
2021-09-30,1297.11
2021-10-29,1342.875
2021-11-30,1268.16
2021-12-31,1359.785
2022-01-31,1348.781
2022-02-28,1348.464
2022-03-31,1343.898
2022-04-29,1288.07
2022-05-31,1304.437
2022-06-30,1184.245
2022-07-29,1237.131
2022-08-31,1158.374
2022-09-30,1046.562
2022-10-31,1111.985
2022-11-30,1232.403
2022-12-30,1227.032
2023-01-31,1310.852
2023-02-28,1312.323
2023-03-31,1299.315
2023-04-28,1368.671
2023-05-31,1281.626
2023-06-30,1326.312
2023-07-31,1376.754
2023-08-31,1321.593
2023-09-29,1303.198
2023-10-31,1243.381
2023-11-30,1334.873
2023-12-29,1403.874
2024-01-31,1383.699
2024-02-29,1380.502
2024-03-29,1443.837
2024-04-30,1464.497
2024-05-31,1524.505
2024-06-28,1493.438
2024-07-31,1565.622
2024-08-30,1613.27
2024-09-30,1621.397
2024-10-31,1527.767
2024-11-29,1547.782
2024-12-31,1504.588
2025-01-31,1577.147
2025-02-28,1622.307
2025-03-31,1629.676
2025-04-30,1682.346
2025-05-30,1766.391
2025-06-30,1798.433
2025-07-31,1804.245
2025-08-29,1862.267
2025-09-30,1889.409
2025-10-31,1913.486
2025-11-28,1939.437
2025-12-31,2012.321
2026-01-30,2118.986
