Date,HONG KONG Standard (Large+Mid Cap)
1982-07-30,1146.508
1982-08-31,999.368
1982-09-30,864.95
1982-10-29,683.065
1982-11-30,648.245
1982-12-31,751.925
1983-01-31,839.121
1983-02-28,960.446
1983-03-31,917.882
1983-04-29,916.287
1983-05-31,800.047
1983-06-30,848.288
1983-07-29,929.244
1983-08-31,804.439
1983-09-30,590.384
1983-10-31,711.589
1983-11-30,704.423
1983-12-30,730.528
1984-01-31,930.307
1984-02-29,895.998
1984-03-30,862.658
1984-04-30,882.283
1984-05-31,794.284
1984-06-29,782.371
1984-07-31,699.193
1984-08-31,820.705
1984-09-28,889.066
1984-10-31,901.428
1984-11-30,1002.432
1984-12-31,1073.815
1985-01-31,1233.279
1985-02-28,1242.182
1985-03-29,1243.372
1985-04-30,1371.399
1985-05-31,1448.466
1985-06-28,1434.244
1985-07-31,1537.088
1985-08-30,1508.728
1985-09-30,1395.475
1985-10-31,1534.576
1985-11-29,1586.737
1985-12-31,1628.853
1986-01-31,1592.965
1986-02-28,1606.694
1986-03-31,1555.815
1986-04-30,1762.478
1986-05-30,1721.42
1986-06-30,1677.579
1986-07-31,1809.851
1986-08-29,1876.593
1986-09-30,2031.524
1986-10-31,2289.358
1986-11-28,2374.491
1986-12-31,2542.77
1987-01-30,2565.783
1987-02-27,2917.566
1987-03-31,2778.108
1987-04-30,2685.874
1987-05-29,3016.682
1987-06-30,3298.402
1987-07-31,3619.489
1987-08-31,3780.732
1987-09-30,4082.716
1987-10-30,2309.274
1987-11-30,2241.463
1987-12-31,2438.373
1988-01-29,2509.906
1988-02-29,2564.146
1988-03-31,2718.658
1988-04-29,2785.554
1988-05-31,2709.941
1988-06-30,2931.994
1988-07-29,2978.439
1988-08-31,2736.408
1988-09-30,2759.44
1988-10-31,2974.309
1988-11-30,3071.42
1988-12-30,3124.033
1989-01-31,3563.497
1989-02-28,3532.432
1989-03-31,3540.509
1989-04-28,3701.772
1989-05-31,3280.543
1989-06-30,2690.03
1989-07-31,3051.949
1989-08-31,2957.859
1989-09-29,3326.158
1989-10-31,3304.899
1989-11-30,3334.723
1989-12-29,3386.138
1990-01-31,3284.371
1990-02-28,3550.747
1990-03-30,3631.871
1990-04-30,3606.4
1990-05-31,3880.743
1990-06-29,4045.92
1990-07-31,4262.025
1990-08-31,3781.077
1990-09-28,3365.288
1990-10-31,3660.848
1990-11-30,3652.722
1990-12-31,3696.801
1991-01-31,3978.895
1991-02-28,4381.538
1991-03-29,4652.348
1991-04-30,4531.184
1991-05-31,4728.069
1991-06-28,4714.118
1991-07-31,5159.777
1991-08-30,5167.259
1991-09-30,5098.118
1991-10-31,5179.447
1991-11-29,5330.67
1991-12-31,5527.499
1992-01-31,6041.414
1992-02-28,6539.849
1992-03-31,6542.991
1992-04-30,7061.238
1992-05-29,8087.792
1992-06-30,8202.002
1992-07-31,7833.496
1992-08-31,7483.244
1992-09-30,7431.292
1992-10-30,8374.538
1992-11-30,7747.144
1992-12-31,7312.058
1993-01-29,7624.419
1993-02-26,8409.487
1993-03-31,8438.182
1993-04-30,9083.491
1993-05-31,9866.023
1993-06-30,9515.265
1993-07-30,9339.169
1993-08-31,10019.957
1993-09-30,10229.135
1993-10-29,12605.785
1993-11-30,12428.159
1993-12-31,15844.995
1994-01-31,15251.433
1994-02-28,13654.559
1994-03-31,12183.907
1994-04-29,12235.32
1994-05-31,13081.35
1994-06-30,12021.199
1994-07-29,12980.814
1994-08-31,13716.993
1994-09-30,13133.071
1994-10-31,13232.096
1994-11-30,11624.948
1994-12-30,11265.848
1995-01-31,9941.959
1995-02-28,11466.719
1995-03-31,11759.903
1995-04-28,11428.09
1995-05-31,12933.166
1995-06-30,12724.838
1995-07-31,12982.956
1995-08-31,12553.786
1995-09-29,13305.281
1995-10-31,13334.027
1995-11-30,13370.614
1995-12-29,13808.176
1996-01-31,15587.928
1996-02-29,15414.139
1996-03-29,15428.45
1996-04-30,15464.086
1996-05-31,15928.254
1996-06-28,15559.034
1996-07-31,14850.663
1996-08-30,15336.855
1996-09-30,16383.495
1996-10-31,17072.71
1996-11-29,18471.015
1996-12-31,18375.39
1997-01-31,17980.63
1997-02-28,17951.34
1997-03-31,16760.853
1997-04-30,17035.002
1997-05-30,19187.281
1997-06-30,20169.665
1997-07-31,21429.93
1997-08-29,18620.824
1997-09-30,19800.246
1997-10-31,14085.049
1997-11-28,13896.812
1997-12-31,14096.482
1998-01-30,12132.877
1998-02-27,14536.028
1998-03-31,14234.918
1998-04-30,12729.687
1998-05-29,10992.932
1998-06-30,10410.386
1998-07-31,9638.964
1998-08-31,8994.788
1998-09-30,10472.45
1998-10-30,13952.144
1998-11-30,13928.716
1998-12-31,13685.53
1999-01-29,12774.699
1999-02-26,12901.947
1999-03-31,14594.619
1999-04-30,17849.691
1999-05-31,16420.134
1999-06-30,17990.706
1999-07-30,17411.915
1999-08-31,17571.466
1999-09-30,16869.09
1999-10-29,17752.646
1999-11-30,20057.478
1999-12-31,21831.619
2000-01-31,20173.284
2000-02-29,21359.109
2000-03-31,21933.701
2000-04-28,19880.897
2000-05-31,17612.19
2000-06-30,18982.181
2000-07-31,20271.182
2000-08-31,20455.088
2000-09-29,18782.584
2000-10-31,17525.041
2000-11-30,16910.765
2000-12-29,18613.259
2001-01-31,19155.872
2001-02-28,18718.254
2001-03-30,16746.421
2001-04-30,16741.277
2001-05-31,16551.804
2001-06-29,15666.82
2001-07-31,15633.135
2001-08-31,14557.801
2001-09-28,12310.163
2001-10-31,12737.741
2001-11-30,14414.08
2001-12-31,15148.618
2002-01-31,14879.965
2002-02-28,14301.344
2002-03-29,15168.552
2002-04-30,16029.234
2002-05-31,15371.777
2002-06-28,14442.02
2002-07-31,13846.859
2002-08-30,13170.406
2002-09-30,12230.787
2002-10-31,12671.018
2002-11-29,13463.746
2002-12-31,12454.254
2003-01-31,12524.881
2003-02-28,12373.115
2003-03-31,11733.109
2003-04-30,11717.091
2003-05-30,12716.002
2003-06-30,12887.139
2003-07-31,13707.149
2003-08-29,15392.02
2003-09-30,16253.494
2003-10-31,16950.889
2003-11-28,16858.918
2003-12-31,17199.525
2004-01-30,18875.979
2004-02-27,19486.325
2004-03-31,18321.783
2004-04-30,17432.824
2004-05-31,17499.864
2004-06-30,17496.581
2004-07-30,17732.645
2004-08-31,18993.127
2004-09-30,19320.193
2004-10-29,19254.692
2004-11-30,21007.929
2004-12-31,21495.319
2005-01-31,20603.718
2005-02-28,21292.817
2005-03-31,20589.063
2005-04-29,21459.651
2005-05-31,21491.513
2005-06-30,22252.624
2005-07-29,23529.286
2005-08-31,23283.237
2005-09-30,24018.053
2005-10-31,22452.929
2005-11-30,23080.539
2005-12-30,23301.057
2006-01-31,24570.0
2006-02-28,24613.816
2006-03-31,24953.947
2006-04-28,26355.103
2006-05-31,24870.86
2006-06-30,24937.419
2006-07-31,25370.701
2006-08-31,26268.416
2006-09-29,26518.249
2006-10-31,27014.746
2006-11-30,28572.035
2006-12-29,30373.11
2007-01-31,30859.695
2007-02-28,30066.093
2007-03-30,30535.432
2007-04-30,31241.296
2007-05-31,31845.937
2007-06-29,32297.609
2007-07-31,34552.461
2007-08-31,34718.31
2007-09-28,40030.338
2007-10-31,44424.537
2007-11-30,42808.042
2007-12-31,42887.874
2008-01-31,37892.56
2008-02-29,37048.165
2008-03-31,34785.644
2008-04-30,37622.985
2008-05-30,37416.82
2008-06-30,33419.992
2008-07-31,32928.147
2008-08-29,31169.212
2008-09-30,25757.458
2008-10-31,20277.57
2008-11-28,20155.247
2008-12-31,20925.033
2009-01-30,21019.914
2009-02-27,20015.761
2009-03-31,20826.132
2009-04-30,24338.201
2009-05-29,28741.673
2009-06-30,28278.361
2009-07-31,32172.937
2009-08-31,29893.529
2009-09-30,32353.155
2009-10-30,33237.965
2009-11-30,32827.182
2009-12-31,33511.887
2010-01-29,31305.038
2010-02-26,32528.002
2010-03-31,34326.46
2010-04-30,33494.91
2010-05-31,31364.045
2010-06-30,32326.636
2010-07-30,34204.209
2010-08-31,34565.398
2010-09-30,39405.262
2010-10-29,40275.422
2010-11-30,41032.206
2010-12-31,41298.014
2011-01-31,41998.618
2011-02-28,40610.241
2011-03-31,41128.682
2011-04-29,42151.521
2011-05-31,42387.002
2011-06-30,40735.618
2011-07-29,41559.198
2011-08-31,39024.208
2011-09-30,32628.614
2011-10-31,36721.795
2011-11-30,34015.907
2011-12-30,34681.099
2012-01-31,37961.753
2012-02-29,41225.238
2012-03-30,39337.922
2012-04-30,39656.567
2012-05-31,35801.085
2012-06-29,37412.413
2012-07-31,38723.76
2012-08-31,39020.679
2012-09-28,42102.622
2012-10-31,42721.869
2012-11-30,44094.588
2012-12-31,44486.965
2013-01-31,47086.776
2013-02-28,46793.736
2013-03-29,46040.941
2013-04-30,47235.454
2013-05-31,46421.575
2013-06-28,43916.454
2013-07-31,45740.841
2013-08-30,45158.617
2013-09-30,47821.676
2013-10-31,48811.846
2013-11-29,49352.966
2013-12-31,49422.377
2014-01-31,46652.846
2014-02-28,48846.805
2014-03-31,47760.895
2014-04-30,49007.437
2014-05-30,51347.135
2014-06-30,51704.647
2014-07-31,54871.106
2014-08-29,54353.388
2014-09-30,50368.63
2014-10-31,53793.498
2014-11-28,54162.626
2014-12-31,51930.079
2015-01-30,54802.528
2015-02-27,54545.51
2015-03-31,55046.599
2015-04-30,60073.268
2015-05-29,59766.999
2015-06-30,58109.312
2015-07-31,57140.863
2015-08-31,49796.769
2015-09-30,48721.32
2015-10-30,52895.917
2015-11-30,51241.204
2015-12-31,51648.734
2016-01-29,46844.938
2016-02-29,46783.971
2016-03-31,51362.152
2016-04-29,51846.057
2016-05-31,51389.569
2016-06-30,51845.451
2016-07-29,55390.041
2016-08-31,55981.411
2016-09-30,58024.171
2016-10-31,57363.051
2016-11-30,56426.081
2016-12-30,52818.71
2017-01-31,56898.408
2017-02-28,58048.426
2017-03-31,59899.125
2017-04-28,61745.763
2017-05-31,63801.231
2017-06-30,64204.028
2017-07-31,66583.808
2017-08-31,67726.926
2017-09-29,67485.05
2017-10-31,67742.44
2017-11-30,70022.218
2017-12-29,71923.057
2018-01-31,75269.01
2018-02-28,72851.917
2018-03-30,70938.444
2018-04-30,73291.546
2018-05-31,73717.781
2018-06-29,70099.957
2018-07-31,71237.491
2018-08-31,69617.022
2018-09-28,69436.99
2018-10-31,61725.966
2018-11-30,66263.559
2018-12-31,66292.663
2019-01-31,71438.314
2019-02-28,75617.551
2019-03-29,76622.743
2019-04-30,77494.822
2019-05-31,72324.805
2019-06-28,77400.845
2019-07-31,74823.386
2019-08-30,68627.015
2019-09-30,68161.901
2019-10-31,71374.24
2019-11-29,70338.575
2019-12-31,73149.415
2020-01-31,69888.633
2020-02-28,68910.19
2020-03-31,60475.627
2020-04-30,64873.831
2020-05-29,59453.354
2020-06-30,66017.963
2020-07-31,65528.503
2020-08-31,70685.404
2020-09-30,67045.6
2020-10-30,66269.727
2020-11-30,73670.745
2020-12-31,77409.319
2021-01-29,78950.758
2021-02-26,82662.758
2021-03-31,83025.589
2021-04-30,85595.557
2021-05-31,86722.294
2021-06-30,85127.758
2021-07-30,82680.156
2021-08-31,82117.272
2021-09-30,77118.119
2021-10-29,78139.343
2021-11-30,73985.378
2021-12-31,74381.638
2022-01-31,75130.011
2022-02-28,73029.23
2022-03-31,73030.498
2022-04-29,69382.428
2022-05-31,71324.806
2022-06-30,72211.743
2022-07-29,69594.81
2022-08-31,67150.542
2022-09-30,59957.509
2022-10-31,52657.243
2022-11-30,65552.185
2022-12-30,70878.721
2023-01-31,73571.42
2023-02-28,68354.757
2023-03-31,69181.883
2023-04-28,69579.266
2023-05-31,63523.827
2023-06-30,65689.174
2023-07-31,67552.791
2023-08-31,61747.111
2023-09-29,58412.602
2023-10-31,57212.403
2023-11-30,57392.041
2023-12-29,60411.425
2024-01-31,54541.877
2024-02-29,57044.915
2024-03-29,53363.821
2024-04-30,56130.954
2024-05-31,57546.175
2024-06-28,53870.452
2024-07-31,54098.598
2024-08-30,57251.079
2024-09-30,67028.753
2024-10-31,63045.33
2024-11-29,60769.474
2024-12-31,60457.155
2025-01-31,59073.329
2025-02-28,63139.921
2025-03-31,63119.337
2025-04-30,63145.209
2025-05-30,69044.917
2025-06-30,73092.781
2025-07-31,76598.789
2025-08-29,78553.215
2025-09-30,79726.359
