Date,HONG KONG Standard (Large+Mid Cap)
2008-04-30,35150.038
2008-05-30,34957.424
2008-06-30,31223.306
2008-07-31,30763.791
2008-08-29,29120.47
2008-09-30,24064.428
2008-10-31,18944.732
2008-11-28,18830.449
2008-12-31,19549.637
2009-01-30,19638.282
2009-02-27,18700.131
2009-03-31,19457.237
2009-04-30,22738.458
2009-05-29,26852.491
2009-06-30,26419.633
2009-07-31,30058.22
2009-08-31,27928.637
2009-09-30,30226.592
2009-10-30,31053.244
2009-11-30,30669.462
2009-12-31,31309.162
2010-01-29,29247.368
2010-02-26,30389.946
2010-03-31,32070.193
2010-04-30,31293.3
2010-05-31,29302.497
2010-06-30,30201.816
2010-07-30,31955.977
2010-08-31,32293.426
2010-09-30,36815.166
2010-10-29,37628.132
2010-11-30,38335.172
2010-12-31,38583.509
2011-01-31,39238.062
2011-02-28,37940.943
2011-03-31,38425.306
2011-04-29,39380.915
2011-05-31,39600.918
2011-06-30,38058.079
2011-07-29,38827.525
2011-08-31,36459.159
2011-09-30,30483.945
2011-10-31,34308.083
2011-11-30,31780.052
2011-12-30,32401.521
2012-01-31,35466.539
2012-02-29,38515.516
2012-03-30,36752.253
2012-04-30,37049.953
2012-05-31,33447.891
2012-06-29,34953.307
2012-07-31,36178.459
2012-08-31,36455.862
2012-09-28,39335.23
2012-10-31,39913.774
2012-11-30,41196.265
2012-12-31,41562.851
2013-01-31,43991.777
2013-02-28,43717.998
2013-03-29,43014.684
2013-04-30,44130.683
2013-05-31,43370.299
2013-06-28,41029.839
2013-07-31,42734.31
2013-08-30,42190.355
2013-09-30,44678.372
2013-10-31,45603.459
2013-11-29,46109.011
2013-12-31,46173.859
2014-01-31,43586.369
2014-02-28,45636.12
2014-03-31,44621.586
2014-04-30,45786.193
2014-05-30,47972.104
2014-06-30,48306.117
2014-07-31,51264.445
2014-08-29,50780.756
2014-09-30,47057.916
2014-10-31,50257.668
2014-11-28,50602.534
2014-12-31,48516.731
2015-01-30,51200.375
2015-02-27,50960.25
2015-03-31,51428.403
2015-04-30,56124.671
2015-05-29,55838.533
2015-06-30,54289.805
2015-07-31,53385.012
2015-08-31,46523.643
2015-09-30,45518.883
2015-10-30,49419.085
2015-11-30,47873.136
2015-12-31,48253.879
2016-01-29,43765.835
2016-02-29,43708.875
2016-03-31,47986.134
2016-04-29,48438.232
2016-05-31,48011.748
2016-06-30,48437.665
2016-07-29,51749.271
2016-08-31,52301.771
2016-09-30,54210.26
2016-10-31,53592.595
2016-11-30,52717.212
2016-12-30,49346.953
2017-01-31,53158.494
2017-02-28,54232.921
2017-03-31,55961.974
2017-04-28,57687.234
2017-05-31,59607.596
2017-06-30,59983.917
2017-07-31,62207.275
2017-08-31,63275.256
2017-09-29,63049.279
2017-10-31,63289.751
2017-11-30,65419.68
2017-12-29,67195.577
2018-01-31,70321.601
2018-02-28,68063.383
2018-03-30,66275.682
2018-04-30,68474.116
2018-05-31,68872.334
2018-06-29,65492.309
2018-07-31,66555.073
2018-08-31,65041.117
2018-09-28,64872.918
2018-10-31,57668.737
2018-11-30,61908.076
2018-12-31,61935.267
2019-01-31,66742.696
2019-02-28,70647.233
2019-03-29,71586.354
2019-04-30,72401.112
2019-05-31,67570.918
2019-06-28,72313.312
2019-07-31,69905.269
2019-08-30,64116.183
2019-09-30,63681.641
2019-10-31,66682.834
2019-11-29,65715.243
2019-12-31,68341.327
2020-01-31,65294.875
2020-02-28,64380.745
2020-03-31,56500.583
2020-04-30,60609.694
2020-05-29,55545.504
2020-06-30,61678.623
2020-07-31,61221.335
2020-08-31,66039.274
2020-09-30,62638.714
2020-10-30,61913.838
2020-11-30,68828.39
2020-12-31,72321.228
2021-01-29,73761.349
2021-02-26,77229.361
2021-03-31,77568.343
2021-04-30,79969.388
2021-05-31,81022.065
2021-06-30,79532.338
2021-07-30,77245.615
2021-08-31,76719.729
2021-09-30,72049.169
2021-10-29,73003.268
2021-11-30,69122.343
2021-12-31,69492.556
2022-01-31,70191.739
2022-02-28,68229.042
2022-03-31,68230.227
2022-04-29,64821.943
2022-05-31,66636.649
2022-06-30,67465.288
2022-07-29,65020.365
2022-08-31,62736.758
2022-09-30,56016.521
2022-10-31,49196.099
2022-11-30,61243.461
2022-12-30,66219.885
2023-01-31,68735.594
2023-02-28,63861.82
2023-03-31,64634.58
2023-04-28,65005.843
2023-05-31,59348.426
2023-06-30,61371.445
2023-07-31,63112.568
2023-08-31,57688.493
2023-09-29,54573.16
2023-10-31,53451.85
2023-11-30,53619.681
2023-12-29,56440.601
2024-01-31,50956.856
2024-02-29,53295.37
2024-03-29,49856.234
2024-04-30,52441.484
2024-05-31,53763.683
2024-06-28,50329.564
2024-07-31,50542.714
2024-08-30,53487.984
2024-09-30,62622.975
2024-10-31,58901.38
2024-11-29,56775.116
2024-12-31,56483.325
2025-01-31,55190.458
2025-02-28,58989.754
2025-03-31,58970.523
2025-04-30,58994.694
2025-05-30,64506.616
2025-06-30,68288.416
2025-07-31,71563.975
2025-08-29,73389.937
2025-09-30,74485.97
2025-10-31,74620.393
