Date,ACWI SMALL GROWTH Small Cap
2001-06-28,446.387
2001-06-29,456.018
2001-07-02,450.418
2001-07-03,448.969
2001-07-04,447.164
2001-07-05,442.174
2001-07-06,435.099
2001-07-09,433.794
2001-07-10,430.928
2001-07-11,427.76
2001-07-12,435.685
2001-07-13,435.69
2001-07-16,431.869
2001-07-17,432.376
2001-07-18,430.584
2001-07-19,432.208
2001-07-20,432.186
2001-07-23,427.627
2001-07-24,423.427
2001-07-25,424.596
2001-07-26,428.846
2001-07-27,430.273
2001-07-30,428.691
2001-07-31,429.895
2001-08-01,433.805
2001-08-02,435.937
2001-08-03,434.729
2001-08-06,430.006
2001-08-07,428.106
2001-08-08,423.849
2001-08-09,422.488
2001-08-10,423.468
2001-08-13,424.101
2001-08-14,426.292
2001-08-15,428.056
2001-08-16,427.725
2001-08-17,424.879
2001-08-20,423.35
2001-08-21,421.348
2001-08-22,423.802
2001-08-23,421.406
2001-08-24,425.311
2001-08-27,425.49
2001-08-28,421.855
2001-08-29,420.804
2001-08-30,415.921
2001-08-31,415.377
2001-09-03,412.527
2001-09-04,409.888
2001-09-05,404.516
2001-09-06,398.549
2001-09-07,394.468
2001-09-10,387.886
2001-09-11,385.498
2001-09-12,378.314
2001-09-13,378.409
2001-09-14,377.218
2001-09-17,360.541
2001-09-18,357.858
2001-09-19,355.006
2001-09-20,344.776
2001-09-21,335.831
2001-09-24,344.683
2001-09-25,347.807
2001-09-26,345.559
2001-09-27,345.868
2001-09-28,353.697
2001-10-01,350.854
2001-10-02,353.306
2001-10-03,359.752
2001-10-04,364.64
2001-10-05,364.442
2001-10-08,362.184
2001-10-09,361.783
2001-10-10,367.13
2001-10-11,374.742
2001-10-12,374.557
2001-10-15,375.232
2001-10-16,378.945
2001-10-17,376.706
2001-10-18,372.845
2001-10-19,374.214
2001-10-22,376.912
2001-10-23,377.496
2001-10-24,379.233
2001-10-25,383.88
2001-10-26,386.549
2001-10-29,383.694
2001-10-30,377.785
2001-10-31,380.283
2001-11-01,383.459
2001-11-02,383.212
2001-11-05,386.144
2001-11-06,389.449
2001-11-07,390.49
2001-11-08,389.501
2001-11-09,388.654
2001-11-12,389.183
2001-11-13,392.759
2001-11-14,396.542
2001-11-15,395.712
2001-11-16,397.106
2001-11-19,401.668
2001-11-20,399.622
2001-11-21,397.944
2001-11-22,398.594
2001-11-23,401.164
2001-11-26,405.741
2001-11-27,406.188
2001-11-28,401.384
2001-11-29,404.17
2001-11-30,405.575
2001-12-03,402.074
2001-12-04,407.507
2001-12-05,415.931
2001-12-06,419.245
2001-12-07,418.293
2001-12-10,414.363
2001-12-11,413.859
2001-12-12,415.763
2001-12-13,410.207
2001-12-14,409.188
2001-12-17,411.22
2001-12-18,412.899
2001-12-19,410.388
2001-12-20,406.813
2001-12-21,409.368
2001-12-24,409.606
2001-12-25,410.035
2001-12-26,412.383
2001-12-27,415.734
2001-12-28,418.451
2001-12-31,418.348
2002-01-01,418.345
2002-01-02,418.721
2002-01-03,423.432
2002-01-04,427.115
2002-01-07,425.665
2002-01-08,425.503
2002-01-09,425.361
2002-01-10,425.364
2002-01-11,422.386
2002-01-14,418.02
2002-01-15,417.249
2002-01-16,411.081
2002-01-17,413.316
2002-01-18,411.249
2002-01-21,412.003
2002-01-22,408.261
2002-01-23,411.644
2002-01-24,413.44
2002-01-25,412.049
2002-01-28,412.881
2002-01-29,408.946
2002-01-30,409.516
2002-01-31,412.549
2002-02-01,411.286
2002-02-04,405.156
2002-02-05,401.544
2002-02-06,397.957
2002-02-07,395.733
2002-02-08,399.326
2002-02-11,403.605
2002-02-12,405.226
2002-02-13,407.18
2002-02-14,406.273
2002-02-15,404.363
2002-02-18,404.055
2002-02-19,397.564
2002-02-20,398.538
2002-02-21,396.129
2002-02-22,397.253
2002-02-25,398.618
2002-02-26,400.631
2002-02-27,402.855
2002-02-28,401.728
2002-03-01,407.191
2002-03-04,416.992
2002-03-05,416.958
2002-03-06,421.237
2002-03-07,425.501
2002-03-08,428.473
2002-03-11,431.039
2002-03-12,427.624
2002-03-13,424.529
2002-03-14,425.994
2002-03-15,427.344
2002-03-18,428.516
2002-03-19,429.726
2002-03-20,427.42
2002-03-21,429.707
2002-03-22,428.748
2002-03-25,424.782
2002-03-26,425.776
2002-03-27,428.071
2002-03-28,429.911
2002-03-29,429.328
2002-04-01,428.994
2002-04-02,426.922
2002-04-03,424.932
2002-04-04,425.911
2002-04-05,426.383
2002-04-08,427.038
2002-04-09,425.954
2002-04-10,429.546
2002-04-11,425.579
2002-04-12,428.339
2002-04-15,428.723
2002-04-16,435.192
2002-04-17,436.41
2002-04-18,436.896
2002-04-19,436.589
2002-04-22,433.804
2002-04-23,432.795
2002-04-24,431.604
2002-04-25,431.688
2002-04-26,428.818
2002-04-29,426.316
2002-04-30,429.284
2002-05-01,430.81
2002-05-02,430.286
2002-05-03,430.531
2002-05-06,425.905
2002-05-07,422.171
2002-05-08,428.794
2002-05-09,425.97
2002-05-10,423.41
2002-05-13,425.592
2002-05-14,430.023
2002-05-15,432.629
2002-05-16,432.001
2002-05-17,435.451
2002-05-20,432.907
2002-05-21,429.649
2002-05-22,429.377
2002-05-23,430.697
2002-05-24,429.038
2002-05-27,428.862
2002-05-28,428.846
2002-05-29,426.397
2002-05-30,426.346
2002-05-31,426.236
2002-06-03,419.44
2002-06-04,417.07
2002-06-05,417.252
2002-06-06,413.242
2002-06-07,412.835
2002-06-10,412.951
2002-06-11,408.521
2002-06-12,406.084
2002-06-13,401.947
2002-06-14,399.941
2002-06-17,406.241
2002-06-18,406.354
2002-06-19,400.93
2002-06-20,396.775
2002-06-21,394.458
2002-06-24,392.493
2002-06-25,387.827
2002-06-26,386.018
2002-06-27,390.164
2002-06-28,394.94
2002-07-01,387.892
2002-07-02,377.747
2002-07-03,375.597
2002-07-04,376.033
2002-07-05,385.681
2002-07-08,384.099
2002-07-09,380.551
2002-07-10,373.136
2002-07-11,369.541
2002-07-12,370.039
2002-07-15,366.708
2002-07-16,364.762
2002-07-17,366.707
2002-07-18,363.552
2002-07-19,356.759
2002-07-22,346.843
2002-07-23,338.456
2002-07-24,343.098
2002-07-25,343.207
2002-07-26,340.946
2002-07-29,353.172
2002-07-30,356.428
2002-07-31,353.496
2002-08-01,348.238
2002-08-02,341.104
2002-08-05,331.843
2002-08-06,335.192
2002-08-07,338.194
2002-08-08,343.389
2002-08-09,345.592
2002-08-12,344.687
2002-08-13,339.887
2002-08-14,346.626
2002-08-15,350.889
2002-08-16,353.71
2002-08-19,357.458
2002-08-20,355.59
2002-08-21,360.87
2002-08-22,363.878
2002-08-23,358.579
2002-08-26,361.499
2002-08-27,357.363
2002-08-28,351.066
2002-08-29,352.44
2002-08-30,350.743
2002-09-02,350.181
2002-09-03,341.817
2002-09-04,344.459
2002-09-05,339.781
2002-09-06,344.603
2002-09-09,345.554
2002-09-10,347.478
2002-09-11,348.32
2002-09-12,343.484
2002-09-13,342.901
2002-09-16,340.131
2002-09-17,336.742
2002-09-18,333.648
2002-09-19,327.896
2002-09-20,326.863
2002-09-23,320.617
2002-09-24,316.582
2002-09-25,321.638
2002-09-26,325.535
2002-09-27,322.401
2002-09-30,319.915
2002-10-01,321.613
2002-10-02,317.287
2002-10-03,313.911
2002-10-04,307.965
2002-10-07,300.404
2002-10-08,301.351
2002-10-09,295.507
2002-10-10,300.238
2002-10-11,308.395
2002-10-14,310.114
2002-10-15,321.612
2002-10-16,316.333
2002-10-17,324.478
2002-10-18,325.801
2002-10-21,330.143
2002-10-22,326.368
2002-10-23,329.197
2002-10-24,327.52
2002-10-25,330.918
2002-10-28,330.561
2002-10-29,327.34
2002-10-30,330.9
2002-10-31,332.11
2002-11-01,336.92
2002-11-04,341.242
2002-11-05,341.917
2002-11-06,345.362
2002-11-07,340.993
2002-11-08,337.675
2002-11-11,330.587
2002-11-12,333.968
2002-11-13,333.812
2002-11-14,338.761
2002-11-15,341.183
2002-11-18,340.362
2002-11-19,337.128
2002-11-20,341.078
2002-11-21,348.982
2002-11-22,350.623
2002-11-25,352.618
2002-11-26,347.133
2002-11-27,354.173
2002-11-28,356.383
2002-11-29,356.401
2002-12-02,357.021
2002-12-03,351.64
2002-12-04,348.78
2002-12-05,346.947
2002-12-06,347.788
2002-12-09,340.902
2002-12-10,344.083
2002-12-11,344.626
2002-12-12,344.941
2002-12-13,341.373
2002-12-16,344.567
2002-12-17,343.201
2002-12-18,337.891
2002-12-19,337.05
2002-12-20,339.824
2002-12-23,340.705
2002-12-24,340.148
2002-12-25,340.128
2002-12-26,341.476
2002-12-27,338.922
2002-12-30,338.65
2002-12-31,340.39
2003-01-01,340.375
2003-01-02,346.122
2003-01-03,346.758
2003-01-06,351.915
2003-01-07,349.716
2003-01-08,345.277
2003-01-09,350.189
2003-01-10,351.64
2003-01-13,352.358
2003-01-14,353.9
2003-01-15,352.387
2003-01-16,352.046
2003-01-17,348.413
2003-01-20,347.902
2003-01-21,344.84
2003-01-22,342.722
2003-01-23,345.776
2003-01-24,341.173
2003-01-27,334.727
2003-01-28,336.346
2003-01-29,336.58
2003-01-30,333.465
2003-01-31,334.895
2003-02-03,335.181
2003-02-04,334.393
2003-02-05,333.831
2003-02-06,331.359
2003-02-07,328.336
2003-02-10,328.751
2003-02-11,328.228
2003-02-12,325.416
2003-02-13,324.317
2003-02-14,326.493
2003-02-17,327.489
2003-02-18,331.814
2003-02-19,329.955
2003-02-20,330.167
2003-02-21,331.878
2003-02-24,328.538
2003-02-25,327.202
2003-02-26,325.543
2003-02-27,326.766
2003-02-28,328.504
2003-03-03,328.597
2003-03-04,325.754
2003-03-05,325.275
2003-03-06,323.486
2003-03-07,322.655
2003-03-10,317.263
2003-03-11,314.821
2003-03-12,313.277
2003-03-13,319.796
2003-03-14,320.695
2003-03-17,325.948
2003-03-18,329.142
2003-03-19,329.286
2003-03-20,331.548
2003-03-21,335.415
2003-03-24,329.901
2003-03-25,332.758
2003-03-26,332.747
2003-03-27,333.059
2003-03-28,333.076
2003-03-31,330.089
2003-04-01,331.406
2003-04-02,337.195
2003-04-03,336.536
2003-04-04,335.536
2003-04-07,338.609
2003-04-08,336.672
2003-04-09,335.182
2003-04-10,336.81
2003-04-11,336.825
2003-04-14,340.476
2003-04-15,342.955
2003-04-16,342.675
2003-04-17,346.796
2003-04-18,347.11
2003-04-21,347.552
2003-04-22,351.885
2003-04-23,355.462
2003-04-24,353.879
2003-04-25,350.432
2003-04-28,354.487
2003-04-29,356.723
2003-04-30,360.137
2003-05-01,361.674
2003-05-02,366.27
2003-05-05,368.852
2003-05-06,372.261
2003-05-07,371.701
2003-05-08,369.252
2003-05-09,372.648
2003-05-12,376.926
2003-05-13,377.415
2003-05-14,378.198
2003-05-15,380.024
2003-05-16,380.235
2003-05-19,373.946
2003-05-20,373.32
2003-05-21,374.27
2003-05-22,377.84
2003-05-23,380.775
2003-05-26,381.578
2003-05-27,386.313
2003-05-28,387.701
2003-05-29,389.926
2003-05-30,394.142
2003-06-02,397.06
2003-06-03,396.057
2003-06-04,400.968
2003-06-05,407.129
2003-06-06,406.514
2003-06-09,401.877
2003-06-10,403.922
2003-06-11,409.292
2003-06-12,410.761
2003-06-13,408.148
2003-06-16,413.304
2003-06-17,414.858
2003-06-18,413.963
2003-06-19,409.376
2003-06-20,408.41
2003-06-23,402.318
2003-06-24,400.649
2003-06-25,403.718
2003-06-26,405.078
2003-06-27,405.429
2003-06-30,405.155
2003-07-01,407.414
2003-07-02,413.881
2003-07-03,413.349
2003-07-04,413.314
2003-07-07,419.233
2003-07-08,422.841
2003-07-09,423.777
2003-07-10,419.289
2003-07-11,420.363
2003-07-14,425.359
2003-07-15,423.245
2003-07-16,420.452
2003-07-17,412.21
2003-07-18,414.806
2003-07-21,412.846
2003-07-22,415.272
2003-07-23,418.882
2003-07-24,419.21
2003-07-25,421.716
2003-07-28,424.829
2003-07-29,424.219
2003-07-30,422.265
2003-07-31,422.639
2003-08-01,421.359
2003-08-04,420.088
2003-08-05,416.133
2003-08-06,413.082
2003-08-07,414.064
2003-08-08,414.349
2003-08-11,417.574
2003-08-12,421.919
2003-08-13,424.283
2003-08-14,426.017
2003-08-15,427.292
2003-08-18,432.26
2003-08-19,435.546
2003-08-20,437.172
2003-08-21,440.244
2003-08-22,436.455
2003-08-25,434.859
2003-08-26,434.744
2003-08-27,437.089
2003-08-28,440.916
2003-08-29,445.071
2003-09-01,447.096
2003-09-02,450.467
2003-09-03,453.948
2003-09-04,454.946
2003-09-05,454.578
2003-09-08,459.19
2003-09-09,458.392
2003-09-10,451.097
2003-09-11,452.041
2003-09-12,454.724
2003-09-15,454.635
2003-09-16,459.201
2003-09-17,461.091
2003-09-18,464.842
2003-09-19,467.111
2003-09-22,463.551
2003-09-23,465.92
2003-09-24,460.39
2003-09-25,454.066
2003-09-26,448.007
2003-09-29,451.469
2003-09-30,450.208
2003-10-01,457.045
2003-10-02,461.418
2003-10-03,467.224
2003-10-06,470.264
2003-10-07,473.749
2003-10-08,472.632
2003-10-09,475.857
2003-10-10,477.621
2003-10-13,481.037
2003-10-14,482.76
2003-10-15,481.642
2003-10-16,485.242
2003-10-17,480.298
2003-10-20,481.276
2003-10-21,483.906
2003-10-22,478.882
2003-10-23,473.362
2003-10-24,473.588
2003-10-27,478.016
2003-10-28,484.15
2003-10-29,489.133
2003-10-30,489.446
2003-10-31,488.488
2003-11-03,491.524
2003-11-04,493.623
2003-11-05,492.786
2003-11-06,492.408
2003-11-07,494.78
2003-11-10,490.928
2003-11-11,486.063
2003-11-12,492.816
2003-11-13,495.436
2003-11-14,491.331
2003-11-17,483.313
2003-11-18,482.116
2003-11-19,481.759
2003-11-20,480.883
2003-11-21,482.068
2003-11-24,487.874
2003-11-25,491.496
2003-11-26,495.434
2003-11-27,495.823
2003-11-28,498.126
2003-12-01,504.539
2003-12-02,506.004
2003-12-03,503.256
2003-12-04,501.364
2003-12-05,498.784
2003-12-08,498.79
2003-12-09,494.714
2003-12-10,489.468
2003-12-11,495.097
2003-12-12,498.677
2003-12-15,496.164
2003-12-16,494.451
2003-12-17,494.282
2003-12-18,498.615
2003-12-19,498.341
2003-12-22,499.952
2003-12-23,502.801
2003-12-24,503.478
2003-12-25,503.82
2003-12-26,505.38
2003-12-29,511.549
2003-12-30,514.753
2003-12-31,513.726
2004-01-01,513.756
2004-01-02,516.244
2004-01-05,524.432
2004-01-06,526.589
2004-01-07,527.68
2004-01-08,532.252
2004-01-09,533.63
2004-01-12,535.743
2004-01-13,534.533
2004-01-14,536.612
2004-01-15,535.46
2004-01-16,538.706
2004-01-19,539.419
2004-01-20,545.168
2004-01-21,545.3
2004-01-22,544.261
2004-01-23,544.933
2004-01-26,545.635
2004-01-27,543.701
2004-01-28,537.09
2004-01-29,529.83
2004-01-30,532.622
2004-02-02,533.994
2004-02-03,534.234
2004-02-04,525.898
2004-02-05,528.676
2004-02-06,538.331
2004-02-09,541.324
2004-02-10,543.99
2004-02-11,546.856
2004-02-12,548.398
2004-02-13,546.245
2004-02-16,546.993
2004-02-17,552.724
2004-02-18,552.194
2004-02-19,546.409
2004-02-20,541.05
2004-02-23,536.723
2004-02-24,536.246
2004-02-25,538.229
2004-02-26,540.239
2004-02-27,543.998
2004-03-01,552.345
2004-03-02,550.097
2004-03-03,547.105
2004-03-04,551.7
2004-03-05,556.059
2004-03-08,551.846
2004-03-09,548.234
2004-03-10,538.165
2004-03-11,531.894
2004-03-12,536.589
2004-03-15,529.253
2004-03-16,531.711
2004-03-17,538.919
2004-03-18,540.132
2004-03-19,538.406
2004-03-22,530.093
2004-03-23,530.062
2004-03-24,528.891
2004-03-25,537.72
2004-03-26,539.531
2004-03-29,546.684
2004-03-30,550.282
2004-03-31,554.631
2004-04-01,561.255
2004-04-02,564.88
2004-04-05,567.45
2004-04-06,565.078
2004-04-07,567.293
2004-04-08,565.959
2004-04-09,564.605
2004-04-12,568.116
2004-04-13,560.23
2004-04-14,555.14
2004-04-15,551.582
2004-04-16,554.939
2004-04-19,555.987
2004-04-20,551.722
2004-04-21,551.862
2004-04-22,556.821
2004-04-23,557.612
2004-04-26,557.951
2004-04-27,556.433
2004-04-28,547.599
2004-04-29,540.664
2004-04-30,535.098
2004-05-03,537.723
2004-05-04,542.205
2004-05-05,544.78
2004-05-06,536.942
2004-05-07,525.548
2004-05-10,507.335
2004-05-11,512.959
2004-05-12,516.075
2004-05-13,513.438
2004-05-14,509.707
2004-05-17,500.559
2004-05-18,505.625
2004-05-19,513.391
2004-05-20,510.249
2004-05-21,516.446
2004-05-24,519.855
2004-05-25,527.012
2004-05-26,531.04
2004-05-27,534.922
2004-05-28,536.845
2004-05-31,536.716
2004-06-01,539.202
2004-06-02,539.779
2004-06-03,532.185
2004-06-04,536.006
2004-06-07,545.672
2004-06-08,545.565
2004-06-09,539.749
2004-06-10,540.21
2004-06-11,538.454
2004-06-14,533.147
2004-06-15,537.658
2004-06-16,539.973
2004-06-17,540.521
2004-06-18,541.603
2004-06-21,540.989
2004-06-22,541.636
2004-06-23,546.052
2004-06-24,549.281
2004-06-25,551.912
2004-06-28,551.846
2004-06-29,552.527
2004-06-30,556.11
2004-07-01,552.535
2004-07-02,551.606
2004-07-05,549.546
2004-07-06,542.809
2004-07-07,544.391
2004-07-08,538.674
2004-07-09,540.931
2004-07-12,541.084
2004-07-13,539.773
2004-07-14,536.963
2004-07-15,536.122
2004-07-16,536.418
2004-07-19,534.985
2004-07-20,536.572
2004-07-21,528.214
2004-07-22,526.264
2004-07-23,519.517
2004-07-26,513.835
2004-07-27,516.133
2004-07-28,515.176
2004-07-29,519.539
2004-07-30,522.3
2004-08-02,521.79
2004-08-03,517.245
2004-08-04,512.835
2004-08-05,507.55
2004-08-06,502.161
2004-08-09,499.739
2004-08-10,506.101
2004-08-11,502.464
2004-08-12,497.743
2004-08-13,498.095
2004-08-16,502.716
2004-08-17,504.814
2004-08-18,510.216
2004-08-19,512.295
2004-08-20,517.068
2004-08-23,515.605
2004-08-24,513.892
2004-08-25,517.371
2004-08-26,517.709
2004-08-27,520.159
2004-08-30,516.259
2004-08-31,518.546
2004-09-01,523.14
2004-09-02,527.114
2004-09-03,523.11
2004-09-06,524.803
2004-09-07,527.568
2004-09-08,526.493
2004-09-09,528.544
2004-09-10,532.963
2004-09-13,536.5
2004-09-14,537.536
2004-09-15,532.515
2004-09-16,535.645
2004-09-17,535.546
2004-09-20,534.692
2004-09-21,538.703
2004-09-22,533.454
2004-09-23,533.851
2004-09-24,533.631
2004-09-27,529.393
2004-09-28,532.558
2004-09-29,535.372
2004-09-30,539.748
2004-10-01,546.286
2004-10-04,549.684
2004-10-05,549.196
2004-10-06,552.241
2004-10-07,549.032
2004-10-08,547.512
2004-10-11,547.773
2004-10-12,543.366
2004-10-13,539.539
2004-10-14,537.627
2004-10-15,540.053
2004-10-18,541.105
2004-10-19,541.077
2004-10-20,541.931
2004-10-21,546.306
2004-10-22,544.041
2004-10-25,544.746
2004-10-26,547.181
2004-10-27,553.897
2004-10-28,554.608
2004-10-29,554.406
2004-11-01,555.638
2004-11-02,557.142
2004-11-03,564.296
2004-11-04,569.278
2004-11-05,573.798
2004-11-08,572.291
2004-11-09,573.763
2004-11-10,574.893
2004-11-11,578.402
2004-11-12,584.528
2004-11-15,586.267
2004-11-16,583.823
2004-11-17,589.038
2004-11-18,587.694
2004-11-19,585.156
2004-11-22,585.685
2004-11-23,588.395
2004-11-24,593.116
2004-11-25,595.046
2004-11-26,595.77
2004-11-29,597.336
2004-11-30,596.033
2004-12-01,600.885
2004-12-02,600.795
2004-12-03,602.965
2004-12-06,602.524
2004-12-07,596.268
2004-12-08,593.49
2004-12-09,591.9
2004-12-10,592.486
2004-12-13,597.129
2004-12-14,600.415
2004-12-15,606.514
2004-12-16,603.784
2004-12-17,604.098
2004-12-20,605.376
2004-12-21,608.421
2004-12-22,611.076
2004-12-23,613.562
2004-12-24,615.0
2004-12-27,614.301
2004-12-28,619.535
2004-12-29,619.479
2004-12-30,622.623
2004-12-31,623.141
2005-01-03,616.513
2005-01-04,607.034
2005-01-05,601.641
2005-01-06,601.449
2005-01-07,599.711
2005-01-10,603.951
2005-01-11,603.258
2005-01-12,606.342
2005-01-13,605.911
2005-01-14,608.389
2005-01-17,610.603
2005-01-18,612.967
2005-01-19,611.446
2005-01-20,606.733
2005-01-21,606.527
2005-01-24,604.459
2005-01-25,604.29
2005-01-26,612.334
2005-01-27,613.599
2005-01-28,611.472
2005-01-31,618.82
2005-02-01,621.409
2005-02-02,625.291
2005-02-03,623.763
2005-02-04,629.423
2005-02-07,628.403
2005-02-08,627.512
2005-02-09,622.429
2005-02-10,624.318
2005-02-11,629.138
2005-02-14,632.013
2005-02-15,632.984
2005-02-16,632.561
2005-02-17,631.161
2005-02-18,631.293
2005-02-21,631.792
2005-02-22,628.231
2005-02-23,627.909
2005-02-24,632.493
2005-02-25,639.061
2005-02-28,640.891
2005-03-01,641.987
2005-03-02,641.618
2005-03-03,642.141
2005-03-04,648.674
2005-03-07,648.412
2005-03-08,647.462
2005-03-09,644.591
2005-03-10,641.444
2005-03-11,643.875
2005-03-14,642.85
2005-03-15,640.644
2005-03-16,639.146
2005-03-17,638.455
2005-03-18,637.235
2005-03-21,634.486
2005-03-22,633.07
2005-03-23,623.641
2005-03-24,624.042
2005-03-25,624.262
2005-03-28,622.429
2005-03-29,615.371
2005-03-30,619.088
2005-03-31,623.799
2005-04-01,624.583
2005-04-04,621.63
2005-04-05,623.469
2005-04-06,625.247
2005-04-07,628.601
2005-04-08,625.497
2005-04-11,625.072
2005-04-12,624.114
2005-04-13,621.132
2005-04-14,611.893
2005-04-15,603.185
2005-04-18,598.484
2005-04-19,608.061
2005-04-20,604.776
2005-04-21,610.4
2005-04-22,609.686
2005-04-25,612.593
2005-04-26,607.418
2005-04-27,603.629
2005-04-28,595.811
2005-04-29,598.083
2005-05-02,600.538
2005-05-03,600.665
2005-05-04,606.72
2005-05-05,608.684
2005-05-06,610.087
2005-05-09,612.313
2005-05-10,608.668
2005-05-11,608.206
2005-05-12,602.691
2005-05-13,598.692
2005-05-16,600.143
2005-05-17,600.758
2005-05-18,608.03
2005-05-19,612.537
2005-05-20,610.616
2005-05-23,615.197
2005-05-24,616.022
2005-05-25,612.042
2005-05-26,616.48
2005-05-27,619.461
2005-05-30,620.453
2005-05-31,620.48
2005-06-01,622.936
2005-06-02,624.914
2005-06-03,624.881
2005-06-06,627.019
2005-06-07,628.391
2005-06-08,628.19
2005-06-09,628.155
2005-06-10,629.027
2005-06-13,629.614
2005-06-14,631.213
2005-06-15,634.305
2005-06-16,639.578
2005-06-17,642.564
2005-06-20,640.729
2005-06-21,640.639
2005-06-22,641.88
2005-06-23,637.892
2005-06-24,634.244
2005-06-27,632.713
2005-06-28,638.348
2005-06-29,639.508
2005-06-30,638.68
2005-07-01,638.918
2005-07-04,639.054
2005-07-05,642.345
2005-07-06,642.118
2005-07-07,640.969
2005-07-08,647.976
2005-07-11,656.58
2005-07-12,660.002
2005-07-13,656.959
2005-07-14,656.607
2005-07-15,655.484
2005-07-18,654.076
2005-07-19,656.901
2005-07-20,660.263
2005-07-21,660.797
2005-07-22,664.429
2005-07-25,661.926
2005-07-26,662.081
2005-07-27,664.649
2005-07-28,671.385
2005-07-29,672.197
2005-08-01,675.444
2005-08-02,679.035
2005-08-03,679.181
2005-08-04,675.019
2005-08-05,668.856
2005-08-08,668.728
2005-08-09,670.999
2005-08-10,675.25
2005-08-11,679.897
2005-08-12,678.039
2005-08-15,678.218
2005-08-16,673.136
2005-08-17,671.308
2005-08-18,666.612
2005-08-19,667.339
2005-08-22,672.721
2005-08-23,671.482
2005-08-24,670.668
2005-08-25,671.505
2005-08-26,669.641
2005-08-29,669.478
2005-08-30,668.151
2005-08-31,677.085
2005-09-01,684.388
2005-09-02,683.375
2005-09-05,684.224
2005-09-06,688.514
2005-09-07,691.239
2005-09-08,688.218
2005-09-09,693.641
2005-09-12,693.441
2005-09-13,688.926
2005-09-14,688.592
2005-09-15,687.837
2005-09-16,690.888
2005-09-19,689.521
2005-09-20,687.986
2005-09-21,683.585
2005-09-22,680.985
2005-09-23,681.082
2005-09-26,685.975
2005-09-27,684.28
2005-09-28,686.11
2005-09-29,692.369
2005-09-30,695.666
2005-10-03,696.809
2005-10-04,694.274
2005-10-05,682.583
2005-10-06,674.722
2005-10-07,676.561
2005-10-10,673.207
2005-10-11,671.466
2005-10-12,665.999
2005-10-13,659.355
2005-10-14,665.343
2005-10-17,665.696
2005-10-18,657.719
2005-10-19,657.619
2005-10-20,654.097
2005-10-21,655.727
2005-10-24,664.019
2005-10-25,667.032
2005-10-26,665.984
2005-10-27,658.477
2005-10-28,661.184
2005-10-31,670.205
2005-11-01,671.914
2005-11-02,681.318
2005-11-03,685.09
2005-11-04,681.81
2005-11-07,683.091
2005-11-08,680.819
2005-11-09,681.368
