Date,ACWI SMALL GROWTH Small Cap
2002-09-30,319.915
2002-10-31,332.11
2002-11-29,356.401
2002-12-31,340.39
2003-01-31,334.895
2003-02-28,328.504
2003-03-31,330.089
2003-04-30,360.137
2003-05-30,394.142
2003-06-30,405.155
2003-07-31,422.639
2003-08-29,445.071
2003-09-30,450.208
2003-10-31,488.488
2003-11-28,498.126
2003-12-31,513.726
2004-01-30,532.622
2004-02-27,543.998
2004-03-31,554.631
2004-04-30,535.098
2004-05-31,536.716
2004-06-30,556.11
2004-07-30,522.3
2004-08-31,518.546
2004-09-30,539.748
2004-10-29,554.406
2004-11-30,596.033
2004-12-31,623.141
2005-01-31,618.82
2005-02-28,640.891
2005-03-31,623.799
2005-04-29,598.083
2005-05-31,620.48
2005-06-30,638.68
2005-07-29,672.197
2005-08-31,677.085
2005-09-30,695.666
2005-10-31,670.205
2005-11-30,702.434
2005-12-30,730.706
2006-01-31,787.123
2006-02-28,780.096
2006-03-31,815.831
2006-04-28,841.685
2006-05-31,794.5
2006-06-30,780.305
2006-07-31,756.648
2006-08-31,776.481
2006-09-29,781.411
2006-10-31,818.01
2006-11-30,855.07
2006-12-29,868.759
2007-01-31,888.597
2007-02-28,898.203
2007-03-30,924.715
2007-04-30,961.189
2007-05-31,1000.0
2007-06-29,1001.454
2007-07-31,987.844
2007-08-31,968.177
2007-09-28,1008.978
2007-10-31,1067.491
2007-11-30,990.368
2007-12-31,979.606
2008-01-31,880.617
2008-02-29,901.204
2008-03-31,880.621
2008-04-30,926.937
2008-05-30,964.884
2008-06-30,900.232
2008-07-31,870.474
2008-08-29,855.563
2008-09-30,713.897
2008-10-31,540.497
2008-11-28,491.938
2008-12-31,522.298
2009-01-30,491.382
2009-02-27,451.145
2009-03-31,489.569
2009-04-30,564.68
2009-05-29,623.09
2009-06-30,631.123
2009-07-31,682.565
2009-08-31,706.74
2009-09-30,753.498
2009-10-30,732.395
2009-11-30,754.705
2009-12-31,793.602
2010-01-29,769.648
2010-02-26,786.22
2010-03-31,849.582
2010-04-30,880.145
2010-05-31,795.249
2010-06-30,765.895
2010-07-30,823.218
2010-08-31,791.616
2010-09-30,890.697
2010-10-29,928.887
2010-11-30,941.336
2010-12-31,1023.692
2011-01-31,1024.167
2011-02-28,1060.219
2011-03-31,1082.936
2011-04-29,1128.981
2011-05-31,1105.776
2011-06-30,1081.784
2011-07-29,1063.707
2011-08-31,973.103
2011-09-30,855.38
2011-10-31,958.927
2011-11-30,931.037
2011-12-30,914.91
2012-01-31,987.507
2012-02-29,1036.591
2012-03-30,1040.114
2012-04-30,1034.465
2012-05-31,941.455
2012-06-29,971.723
2012-07-31,971.638
2012-08-31,1006.258
2012-09-28,1044.034
2012-10-31,1031.101
2012-11-30,1042.538
2012-12-31,1069.821
2013-01-31,1122.448
2013-02-28,1128.322
2013-03-29,1167.502
2013-04-30,1178.327
2013-05-31,1197.329
2013-06-28,1164.611
2013-07-31,1235.646
2013-08-30,1218.297
2013-09-30,1307.86
2013-10-31,1340.514
2013-11-29,1368.344
2013-12-31,1399.033
2014-01-31,1374.759
2014-02-28,1449.937
2014-03-31,1431.386
2014-04-30,1397.725
2014-05-30,1415.763
2014-06-30,1476.369
2014-07-31,1418.104
2014-08-29,1465.515
2014-09-30,1390.97
2014-10-31,1405.767
2014-11-28,1413.919
2014-12-31,1417.336
2015-01-30,1397.78
2015-02-27,1488.276
2015-03-31,1496.455
2015-04-30,1520.71
2015-05-29,1552.199
2015-06-30,1541.729
2015-07-31,1532.91
2015-08-31,1439.497
2015-09-30,1375.479
2015-10-30,1452.097
2015-11-30,1472.01
2015-12-31,1443.84
2016-01-29,1322.013
2016-02-29,1324.353
2016-03-31,1432.628
2016-04-29,1459.962
2016-05-31,1480.241
2016-06-30,1458.317
2016-07-29,1535.086
2016-08-31,1535.955
2016-09-30,1562.593
2016-10-31,1492.905
2016-11-30,1526.608
2016-12-30,1545.367
2017-01-31,1587.195
2017-02-28,1626.061
2017-03-31,1655.167
2017-04-28,1696.568
2017-05-31,1725.186
2017-06-30,1746.25
2017-07-31,1786.576
2017-08-31,1797.491
2017-09-29,1859.182
2017-10-31,1906.331
2017-11-30,1949.814
2017-12-29,1984.464
2018-01-31,2077.532
2018-02-28,2007.43
2018-03-30,2009.696
2018-04-30,2014.631
2018-05-31,2077.564
2018-06-29,2062.889
2018-07-31,2082.004
2018-08-31,2146.291
2018-09-28,2111.321
2018-10-31,1876.21
2018-11-30,1898.931
2018-12-31,1736.862
2019-01-31,1907.546
2019-02-28,1994.067
2019-03-29,1995.948
2019-04-30,2059.504
2019-05-31,1937.742
2019-06-28,2058.56
2019-07-31,2079.381
2019-08-30,2013.736
2019-09-30,2023.912
2019-10-31,2079.468
2019-11-29,2159.577
2019-12-31,2231.952
2020-01-31,2192.154
2020-02-28,2016.813
2020-03-31,1658.675
2020-04-30,1901.695
2020-05-29,2071.593
2020-06-30,2146.846
2020-07-31,2282.31
2020-08-31,2402.74
2020-09-30,2373.742
2020-10-30,2356.627
2020-11-30,2671.16
2020-12-31,2878.759
2021-01-29,2949.149
2021-02-26,3050.328
2021-03-31,3051.205
2021-04-30,3182.245
2021-05-31,3171.316
2021-06-30,3234.799
2021-07-30,3216.299
2021-08-31,3297.63
2021-09-30,3182.803
2021-10-29,3294.788
2021-11-30,3132.947
2021-12-31,3213.398
2022-01-31,2865.987
2022-02-28,2847.85
2022-03-31,2874.325
2022-04-29,2612.713
2022-05-31,2562.51
2022-06-30,2309.731
2022-07-29,2528.875
2022-08-31,2460.749
2022-09-30,2209.775
2022-10-31,2340.419
2022-11-30,2485.637
2022-12-30,2400.526
2023-01-31,2624.068
2023-02-28,2569.778
2023-03-31,2563.825
2023-04-28,2564.784
2023-05-31,2528.928
2023-06-30,2681.328
2023-07-31,2797.536
2023-08-31,2703.127
2023-09-29,2551.995
2023-10-31,2379.65
2023-11-30,2621.421
2023-12-29,2847.12
2024-01-31,2766.261
2024-02-29,2909.248
2024-03-29,2981.956
2024-04-30,2841.34
2024-05-31,2965.636
2024-06-28,2950.156
2024-07-31,3080.296
2024-08-30,3105.287
2024-09-30,3175.369
2024-10-31,3086.14
2024-11-29,3264.864
2024-12-31,3093.631
2025-01-31,3180.806
2025-02-28,3039.081
2025-03-31,2909.193
2025-04-30,2976.129
2025-05-30,3184.177
2025-06-30,3358.161
2025-07-31,3403.688
