Date,KOKUSAI INDEX (WORLD ex JP) MID GROWTH Mid Cap
2001-12-26,478.357
2001-12-27,483.898
2001-12-28,488.254
2001-12-31,485.498
2002-01-01,485.498
2002-01-02,486.866
2002-01-03,493.993
2002-01-04,497.873
2002-01-07,493.077
2002-01-08,492.676
2002-01-09,490.977
2002-01-10,489.541
2002-01-11,486.41
2002-01-14,478.289
2002-01-15,479.735
2002-01-16,468.889
2002-01-17,473.96
2002-01-18,468.93
2002-01-21,468.195
2002-01-22,464.007
2002-01-23,471.193
2002-01-24,474.924
2002-01-25,472.69
2002-01-28,473.023
2002-01-29,466.619
2002-01-30,467.308
2002-01-31,471.144
2002-02-01,469.678
2002-02-04,459.913
2002-02-05,456.464
2002-02-06,452.587
2002-02-07,448.01
2002-02-08,455.85
2002-02-11,463.295
2002-02-12,462.169
2002-02-13,464.538
2002-02-14,463.388
2002-02-15,458.989
2002-02-18,457.761
2002-02-19,448.202
2002-02-20,450.466
2002-02-21,445.34
2002-02-22,445.499
2002-02-25,451.399
2002-02-26,454.939
2002-02-27,454.535
2002-02-28,451.631
2002-03-01,461.306
2002-03-04,476.512
2002-03-05,475.225
2002-03-06,480.772
2002-03-07,481.196
2002-03-08,486.397
2002-03-11,486.867
2002-03-12,481.723
2002-03-13,478.872
2002-03-14,479.902
2002-03-15,483.535
2002-03-18,487.97
2002-03-19,488.889
2002-03-20,483.655
2002-03-21,485.897
2002-03-22,483.005
2002-03-25,475.235
2002-03-26,476.502
2002-03-27,479.698
2002-03-28,482.988
2002-03-29,482.988
2002-04-01,485.366
2002-04-02,478.236
2002-04-03,473.001
2002-04-04,472.259
2002-04-05,470.549
2002-04-08,470.402
2002-04-09,467.655
2002-04-10,471.524
2002-04-11,465.287
2002-04-12,468.501
2002-04-15,469.706
2002-04-16,478.966
2002-04-17,479.849
2002-04-18,478.745
2002-04-19,479.006
2002-04-22,473.414
2002-04-23,471.143
2002-04-24,468.667
2002-04-25,467.782
2002-04-26,462.528
2002-04-29,458.57
2002-04-30,464.39
2002-05-01,465.959
2002-05-02,462.51
2002-05-03,458.075
2002-05-06,453.687
2002-05-07,450.565
2002-05-08,467.066
2002-05-09,460.891
2002-05-10,455.243
2002-05-13,461.112
2002-05-14,469.543
2002-05-15,471.301
2002-05-16,469.929
2002-05-17,473.301
2002-05-20,468.974
2002-05-21,462.667
2002-05-22,462.075
2002-05-23,464.921
2002-05-24,461.237
2002-05-27,460.76
2002-05-28,460.612
2002-05-29,458.018
2002-05-30,457.6
2002-05-31,457.939
2002-06-03,448.163
2002-06-04,446.967
2002-06-05,448.416
2002-06-06,443.513
2002-06-07,443.366
2002-06-10,443.772
2002-06-11,437.682
2002-06-12,435.871
2002-06-13,430.738
2002-06-14,428.2
2002-06-17,438.977
2002-06-18,438.441
2002-06-19,432.689
2002-06-20,426.155
2002-06-21,420.541
2002-06-24,419.1
2002-06-25,413.792
2002-06-26,412.622
2002-06-27,417.57
2002-06-28,421.798
2002-07-01,411.517
2002-07-02,399.192
2002-07-03,398.325
2002-07-04,399.42
2002-07-05,415.504
2002-07-08,409.894
2002-07-09,401.543
2002-07-10,389.983
2002-07-11,388.82
2002-07-12,389.506
2002-07-15,386.923
2002-07-16,384.451
2002-07-17,388.481
2002-07-18,382.516
2002-07-19,371.251
2002-07-22,358.812
2002-07-23,349.327
2002-07-24,360.05
2002-07-25,356.848
2002-07-26,357.196
2002-07-29,375.044
2002-07-30,378.666
2002-07-31,375.425
2002-08-01,363.254
2002-08-02,355.813
2002-08-05,344.006
2002-08-06,352.918
2002-08-07,355.988
2002-08-08,364.822
2002-08-09,366.703
2002-08-12,365.018
2002-08-13,359.534
2002-08-14,369.411
2002-08-15,377.083
2002-08-16,380.804
2002-08-19,388.796
2002-08-20,383.618
2002-08-21,389.064
2002-08-22,395.136
2002-08-23,387.318
2002-08-26,388.159
2002-08-27,383.351
2002-08-28,374.016
2002-08-29,374.806
2002-08-30,373.264
2002-09-02,371.842
2002-09-03,360.339
2002-09-04,365.309
2002-09-05,359.383
2002-09-06,368.161
2002-09-09,368.911
2002-09-10,373.323
2002-09-11,374.94
2002-09-12,366.706
2002-09-13,365.847
2002-09-16,363.811
2002-09-17,358.548
2002-09-18,356.455
2002-09-19,346.975
2002-09-20,347.854
2002-09-23,340.095
2002-09-24,334.971
2002-09-25,344.404
2002-09-26,349.722
2002-09-27,346.6
2002-09-30,340.409
2002-10-01,346.077
2002-10-02,342.835
2002-10-03,338.363
2002-10-04,330.808
2002-10-07,324.522
2002-10-08,327.006
2002-10-09,322.829
2002-10-10,329.69
2002-10-11,342.573
2002-10-14,345.675
2002-10-15,360.493
2002-10-16,353.003
2002-10-17,364.233
2002-10-18,364.546
2002-10-21,371.271
2002-10-22,365.962
2002-10-23,367.957
2002-10-24,365.419
2002-10-25,369.668
2002-10-28,368.602
2002-10-29,362.277
2002-10-30,367.852
2002-10-31,368.48
2002-11-01,374.448
2002-11-04,381.219
2002-11-05,381.027
2002-11-06,385.364
2002-11-07,377.593
2002-11-08,372.125
2002-11-11,363.721
2002-11-12,368.979
2002-11-13,368.485
2002-11-14,376.578
2002-11-15,379.166
2002-11-18,378.491
2002-11-19,375.471
2002-11-20,382.254
2002-11-21,392.097
2002-11-22,392.331
2002-11-25,392.13
2002-11-26,383.279
2002-11-27,393.391
2002-11-28,395.43
2002-11-29,394.53
2002-12-02,394.902
2002-12-03,387.832
2002-12-04,384.366
2002-12-05,381.038
2002-12-06,381.927
2002-12-09,371.376
2002-12-10,375.715
2002-12-11,377.345
2002-12-12,377.781
2002-12-13,370.783
2002-12-16,377.95
2002-12-17,375.72
2002-12-18,369.696
2002-12-19,367.646
2002-12-20,372.226
2002-12-23,374.47
2002-12-24,373.376
2002-12-25,373.376
2002-12-26,373.026
2002-12-27,366.895
2002-12-30,367.404
2002-12-31,369.196
2003-01-01,369.196
2003-01-02,379.665
2003-01-03,380.43
2003-01-06,385.555
2003-01-07,383.542
2003-01-08,376.821
2003-01-09,383.168
2003-01-10,385.612
2003-01-13,384.356
2003-01-14,385.471
2003-01-15,381.059
2003-01-16,380.824
2003-01-17,374.577
2003-01-20,373.96
2003-01-21,368.601
2003-01-22,366.398
2003-01-23,370.81
2003-01-24,364.75
2003-01-27,357.439
2003-01-28,361.783
2003-01-29,364.004
2003-01-30,360.621
2003-01-31,362.556
2003-02-03,364.538
2003-02-04,359.068
2003-02-05,358.626
2003-02-06,356.005
2003-02-07,352.902
2003-02-10,353.646
2003-02-11,353.791
2003-02-12,347.944
2003-02-13,345.377
2003-02-14,349.806
2003-02-17,351.077
2003-02-18,357.559
2003-02-19,354.703
2003-02-20,353.727
2003-02-21,357.328
2003-02-24,351.81
2003-02-25,350.319
2003-02-26,347.391
2003-02-27,350.421
2003-02-28,354.715
2003-03-03,353.258
2003-03-04,348.209
2003-03-05,348.356
2003-03-06,347.532
2003-03-07,348.546
2003-03-10,341.293
2003-03-11,338.773
2003-03-12,337.188
2003-03-13,349.749
2003-03-14,352.906
2003-03-17,364.723
2003-03-18,367.33
2003-03-19,366.915
2003-03-20,369.008
2003-03-21,375.173
2003-03-24,362.809
2003-03-25,368.241
2003-03-26,368.134
2003-03-27,367.396
2003-03-28,366.578
2003-03-31,360.493
2003-04-01,361.325
2003-04-02,371.189
2003-04-03,370.939
2003-04-04,369.482
2003-04-07,372.745
2003-04-08,370.014
2003-04-09,365.729
2003-04-10,367.412
2003-04-11,367.339
2003-04-14,372.158
2003-04-15,375.398
2003-04-16,371.547
2003-04-17,378.562
2003-04-18,378.562
2003-04-21,378.053
2003-04-22,384.514
2003-04-23,387.251
2003-04-24,385.544
2003-04-25,380.649
2003-04-28,386.436
2003-04-29,388.826
2003-04-30,390.116
2003-05-01,391.334
2003-05-02,397.64
2003-05-05,400.388
2003-05-06,405.534
2003-05-07,403.335
2003-05-08,398.604
2003-05-09,403.62
2003-05-12,408.823
2003-05-13,408.26
2003-05-14,408.019
2003-05-15,412.055
2003-05-16,413.921
2003-05-19,403.545
2003-05-20,402.491
2003-05-21,403.725
2003-05-22,409.612
2003-05-23,410.178
2003-05-26,410.642
2003-05-27,419.107
2003-05-28,419.737
2003-05-29,421.132
2003-05-30,427.9
2003-06-02,428.419
2003-06-03,426.338
2003-06-04,434.334
2003-06-05,440.161
2003-06-06,440.62
2003-06-09,433.961
2003-06-10,436.814
2003-06-11,444.029
2003-06-12,444.61
2003-06-13,439.614
2003-06-16,448.058
2003-06-17,448.745
2003-06-18,446.319
2003-06-19,439.598
2003-06-20,439.389
2003-06-23,431.001
2003-06-24,429.003
2003-06-25,430.972
2003-06-26,433.011
2003-06-27,431.442
2003-06-30,430.368
2003-07-01,431.683
2003-07-02,437.624
2003-07-03,436.554
2003-07-04,435.988
2003-07-07,443.697
2003-07-08,447.571
2003-07-09,446.85
2003-07-10,440.748
2003-07-11,443.475
2003-07-14,447.872
2003-07-15,445.947
2003-07-16,441.792
2003-07-17,434.461
2003-07-18,437.548
2003-07-21,433.898
2003-07-22,437.838
2003-07-23,440.421
2003-07-24,440.59
2003-07-25,444.562
2003-07-28,446.451
2003-07-29,444.937
2003-07-30,441.818
2003-07-31,442.814
2003-08-01,441.131
2003-08-04,440.179
2003-08-05,434.509
2003-08-06,431.386
2003-08-07,432.899
2003-08-08,433.203
2003-08-11,436.373
2003-08-12,440.843
2003-08-13,441.834
2003-08-14,444.21
2003-08-15,444.696
2003-08-18,449.353
2003-08-19,452.0
2003-08-20,453.5
2003-08-21,457.38
2003-08-22,454.349
2003-08-25,452.79
2003-08-26,451.739
2003-08-27,454.698
2003-08-28,459.508
2003-08-29,462.696
2003-09-01,464.069
2003-09-02,467.195
2003-09-03,469.412
2003-09-04,471.088
2003-09-05,469.81
2003-09-08,474.972
2003-09-09,470.858
2003-09-10,461.698
2003-09-11,465.132
2003-09-12,467.031
2003-09-15,465.953
2003-09-16,471.552
2003-09-17,472.142
2003-09-18,477.525
2003-09-19,477.725
2003-09-22,472.29
2003-09-23,475.51
2003-09-24,468.903
2003-09-25,464.627
2003-09-26,458.908
2003-09-29,462.576
2003-09-30,458.962
2003-10-01,466.951
2003-10-02,469.725
2003-10-03,477.258
2003-10-06,479.639
2003-10-07,482.405
2003-10-08,481.768
2003-10-09,485.402
2003-10-10,487.777
2003-10-13,490.871
2003-10-14,492.144
2003-10-15,492.078
2003-10-16,494.586
2003-10-17,488.229
2003-10-20,491.041
2003-10-21,494.449
2003-10-22,488.259
2003-10-23,486.141
2003-10-24,485.855
2003-10-27,487.776
2003-10-28,495.437
2003-10-29,497.958
2003-10-30,498.491
2003-10-31,497.965
2003-11-03,501.628
2003-11-04,500.434
2003-11-05,500.987
2003-11-06,503.111
2003-11-07,504.485
2003-11-10,499.873
2003-11-11,497.497
2003-11-12,505.515
2003-11-13,507.789
2003-11-14,503.397
2003-11-17,497.428
2003-11-18,494.666
2003-11-19,494.897
2003-11-20,492.271
2003-11-21,494.162
2003-11-24,502.49
2003-11-25,504.525
2003-11-26,508.973
2003-11-27,509.223
2003-11-28,511.792
2003-12-01,517.545
2003-12-02,517.532
2003-12-03,515.352
2003-12-04,513.817
2003-12-05,510.085
2003-12-08,512.062
2003-12-09,506.624
2003-12-10,502.921
2003-12-11,508.586
2003-12-12,511.273
2003-12-15,507.992
2003-12-16,506.233
2003-12-17,507.962
2003-12-18,515.093
2003-12-19,513.4
2003-12-22,514.778
2003-12-23,518.077
2003-12-24,518.743
2003-12-25,518.743
2003-12-26,519.418
2003-12-29,524.839
2003-12-30,526.124
2003-12-31,527.252
2004-01-01,527.252
2004-01-02,527.672
2004-01-05,534.639
2004-01-06,536.969
2004-01-07,536.892
2004-01-08,541.418
2004-01-09,542.535
2004-01-12,544.355
2004-01-13,541.504
2004-01-14,544.668
2004-01-15,545.526
2004-01-16,549.596
2004-01-19,550.096
2004-01-20,554.597
2004-01-21,555.743
2004-01-22,553.722
2004-01-23,552.39
2004-01-26,554.109
2004-01-27,552.848
2004-01-28,548.426
2004-01-29,543.838
2004-01-30,545.18
2004-02-02,545.665
2004-02-03,546.857
2004-02-04,541.857
2004-02-05,544.527
2004-02-06,554.905
2004-02-09,556.089
2004-02-10,557.998
2004-02-11,562.21
2004-02-12,563.918
2004-02-13,560.652
2004-02-16,561.15
2004-02-17,567.613
2004-02-18,566.467
2004-02-19,561.834
2004-02-20,556.372
2004-02-23,551.453
2004-02-24,551.524
2004-02-25,552.721
2004-02-26,553.899
2004-02-27,554.566
2004-03-01,562.138
2004-03-02,558.922
2004-03-03,554.884
2004-03-04,558.557
2004-03-05,563.351
2004-03-08,557.536
2004-03-09,552.711
2004-03-10,542.722
2004-03-11,534.709
2004-03-12,540.443
2004-03-15,530.901
2004-03-16,535.291
2004-03-17,541.002
2004-03-18,541.078
2004-03-19,538.194
2004-03-22,529.557
2004-03-23,528.963
2004-03-24,527.48
2004-03-25,536.597
2004-03-26,536.267
2004-03-29,544.081
2004-03-30,546.402
2004-03-31,548.351
2004-04-01,553.846
2004-04-02,558.873
2004-04-05,561.55
2004-04-06,559.712
2004-04-07,560.254
2004-04-08,559.87
2004-04-09,559.87
2004-04-12,561.782
2004-04-13,553.884
2004-04-14,549.461
2004-04-15,547.679
2004-04-16,550.259
2004-04-19,552.553
2004-04-20,546.517
2004-04-21,546.534
2004-04-22,553.916
2004-04-23,554.415
2004-04-26,553.013
2004-04-27,553.073
2004-04-28,542.986
2004-04-29,537.683
2004-04-30,532.548
2004-05-03,536.672
2004-05-04,540.431
2004-05-05,543.444
2004-05-06,536.024
2004-05-07,527.724
2004-05-10,515.422
2004-05-11,522.077
2004-05-12,520.9
2004-05-13,521.667
2004-05-14,518.439
2004-05-17,513.417
2004-05-18,518.496
2004-05-19,524.175
2004-05-20,520.145
2004-05-21,524.881
2004-05-24,527.648
2004-05-25,534.826
2004-05-26,537.459
2004-05-27,543.757
2004-05-28,545.123
2004-05-31,545.526
2004-06-01,543.558
2004-06-02,544.483
2004-06-03,539.527
2004-06-04,543.532
2004-06-07,553.345
2004-06-08,552.81
2004-06-09,545.061
2004-06-10,546.427
2004-06-11,544.512
2004-06-14,537.956
2004-06-15,542.675
2004-06-16,543.985
2004-06-17,542.514
2004-06-18,544.303
2004-06-21,542.204
2004-06-22,544.209
2004-06-23,548.345
2004-06-24,550.432
2004-06-25,552.633
2004-06-28,551.804
2004-06-29,551.737
2004-06-30,554.531
2004-07-01,549.598
2004-07-02,548.263
2004-07-05,547.596
2004-07-06,540.798
2004-07-07,543.171
2004-07-08,539.075
2004-07-09,540.443
2004-07-12,538.263
2004-07-13,536.715
2004-07-14,535.719
2004-07-15,534.689
2004-07-16,533.692
2004-07-19,532.308
2004-07-20,535.578
2004-07-21,527.484
2004-07-22,526.726
2004-07-23,520.197
2004-07-26,514.565
2004-07-27,518.107
2004-07-28,517.037
2004-07-29,522.28
2004-07-30,523.205
2004-08-02,523.056
2004-08-03,519.71
2004-08-04,516.585
2004-08-05,511.634
2004-08-06,504.412
2004-08-09,502.936
2004-08-10,509.76
2004-08-11,503.932
2004-08-12,499.102
2004-08-13,501.034
2004-08-16,507.703
2004-08-17,509.722
2004-08-18,514.632
2004-08-19,515.449
2004-08-20,517.467
2004-08-23,516.477
2004-08-24,514.529
2004-08-25,518.447
2004-08-26,519.891
2004-08-27,521.682
2004-08-30,516.932
2004-08-31,519.478
2004-09-01,523.282
2004-09-02,527.387
2004-09-03,523.881
2004-09-06,525.468
2004-09-07,528.508
2004-09-08,527.776
2004-09-09,530.066
2004-09-10,536.937
2004-09-13,540.963
2004-09-14,542.348
2004-09-15,535.714
2004-09-16,538.409
2004-09-17,541.627
2004-09-20,540.309
2004-09-21,546.435
2004-09-22,541.109
2004-09-23,540.555
2004-09-24,541.265
2004-09-27,536.806
2004-09-28,539.18
2004-09-29,541.557
2004-09-30,544.52
2004-10-01,553.264
2004-10-04,556.295
2004-10-05,555.868
2004-10-06,557.832
2004-10-07,553.924
2004-10-08,551.515
2004-10-11,551.049
2004-10-12,546.78
2004-10-13,544.725
2004-10-14,543.294
2004-10-15,545.393
2004-10-18,547.564
2004-10-19,547.295
2004-10-20,549.101
2004-10-21,555.958
2004-10-22,552.721
2004-10-25,551.789
2004-10-26,556.025
2004-10-27,564.009
2004-10-28,564.684
2004-10-29,566.3
2004-11-01,567.964
2004-11-02,569.734
2004-11-03,575.658
2004-11-04,580.479
2004-11-05,585.02
2004-11-08,583.578
2004-11-09,583.248
2004-11-10,584.765
2004-11-11,590.123
2004-11-12,596.498
2004-11-15,596.725
2004-11-16,594.224
2004-11-17,599.952
2004-11-18,600.152
2004-11-19,596.969
2004-11-22,598.669
2004-11-23,600.706
2004-11-24,605.632
2004-11-25,608.637
2004-11-26,608.841
2004-11-29,608.577
2004-11-30,606.112
2004-12-01,612.957
2004-12-02,612.175
2004-12-03,614.746
2004-12-06,615.062
2004-12-07,610.24
2004-12-08,607.178
2004-12-09,608.204
2004-12-10,608.459
2004-12-13,614.465
2004-12-14,617.526
2004-12-15,621.026
2004-12-16,617.516
2004-12-17,616.728
2004-12-20,619.305
2004-12-21,622.072
2004-12-22,622.981
2004-12-23,625.124
2004-12-24,626.336
2004-12-27,625.931
2004-12-28,629.58
2004-12-29,629.781
2004-12-30,631.746
2004-12-31,631.896
2005-01-03,624.739
2005-01-04,615.636
2005-01-05,610.275
2005-01-06,610.399
2005-01-07,608.889
2005-01-10,610.879
2005-01-11,608.384
2005-01-12,612.372
2005-01-13,610.576
2005-01-14,612.985
2005-01-17,614.039
2005-01-18,616.994
2005-01-19,613.975
2005-01-20,609.714
2005-01-21,607.9
2005-01-24,605.211
2005-01-25,605.584
2005-01-26,611.322
2005-01-27,613.067
2005-01-28,610.046
2005-01-31,616.12
2005-02-01,618.907
2005-02-02,622.405
2005-02-03,620.928
2005-02-04,628.428
2005-02-07,626.521
2005-02-08,626.299
2005-02-09,620.571
2005-02-10,624.001
2005-02-11,630.653
2005-02-14,632.954
2005-02-15,635.344
2005-02-16,634.81
2005-02-17,633.707
2005-02-18,634.5
2005-02-21,633.502
2005-02-22,628.726
2005-02-23,629.147
2005-02-24,634.331
2005-02-25,640.701
2005-02-28,639.17
2005-03-01,641.523
2005-03-02,639.834
2005-03-03,639.652
2005-03-04,646.851
2005-03-07,648.386
2005-03-08,647.381
2005-03-09,642.09
2005-03-10,640.21
2005-03-11,640.0
2005-03-14,641.019
2005-03-15,638.993
2005-03-16,635.234
2005-03-17,634.845
2005-03-18,633.489
2005-03-21,630.943
2005-03-22,629.279
2005-03-23,622.941
2005-03-24,624.366
2005-03-25,624.366
2005-03-28,622.791
2005-03-29,618.545
2005-03-30,624.271
2005-03-31,627.593
2005-04-01,626.929
2005-04-04,623.933
2005-04-05,627.915
2005-04-06,629.937
2005-04-07,633.991
2005-04-08,630.356
2005-04-11,631.834
2005-04-12,632.052
2005-04-13,627.332
2005-04-14,619.272
2005-04-15,608.712
2005-04-18,607.521
2005-04-19,614.593
2005-04-20,609.143
2005-04-21,617.096
2005-04-22,615.64
2005-04-25,618.709
2005-04-26,612.924
2005-04-27,609.23
2005-04-28,600.814
2005-04-29,603.626
2005-05-02,605.815
2005-05-03,606.177
2005-05-04,613.602
2005-05-05,614.392
2005-05-06,614.54
2005-05-09,616.631
2005-05-10,612.749
2005-05-11,612.742
2005-05-12,607.525
2005-05-13,605.521
2005-05-16,607.903
2005-05-17,610.749
2005-05-18,618.404
2005-05-19,621.536
2005-05-20,621.026
2005-05-23,624.696
2005-05-24,625.689
2005-05-25,623.892
2005-05-26,627.853
2005-05-27,628.621
2005-05-30,628.57
2005-05-31,626.368
2005-06-01,630.691
2005-06-02,633.714
2005-06-03,632.666
2005-06-06,633.096
2005-06-07,634.433
2005-06-08,634.353
2005-06-09,635.77
2005-06-10,634.41
2005-06-13,635.485
2005-06-14,637.377
2005-06-15,639.638
2005-06-16,644.259
2005-06-17,648.996
2005-06-20,646.771
2005-06-21,645.986
2005-06-22,646.87
2005-06-23,642.944
2005-06-24,638.136
2005-06-27,637.709
2005-06-28,642.597
2005-06-29,643.293
2005-06-30,641.759
2005-07-01,641.601
2005-07-04,640.98
2005-07-05,645.599
2005-07-06,645.779
2005-07-07,643.868
2005-07-08,650.786
2005-07-11,657.937
2005-07-12,661.323
2005-07-13,659.269
2005-07-14,658.841
2005-07-15,658.735
2005-07-18,658.298
2005-07-19,662.956
2005-07-20,665.995
2005-07-21,665.312
2005-07-22,670.138
2005-07-25,667.26
2005-07-26,667.535
2005-07-27,669.537
2005-07-28,675.124
2005-07-29,674.203
2005-08-01,677.689
2005-08-02,681.869
2005-08-03,683.391
2005-08-04,680.393
2005-08-05,673.996
2005-08-08,674.576
2005-08-09,676.438
2005-08-10,680.219
2005-08-11,684.027
2005-08-12,681.67
2005-08-15,680.92
2005-08-16,674.513
2005-08-17,673.51
2005-08-18,669.406
2005-08-19,671.611
2005-08-22,674.601
2005-08-23,672.963
2005-08-24,672.366
2005-08-25,672.876
2005-08-26,669.351
2005-08-29,670.762
2005-08-30,668.711
2005-08-31,679.407
2005-09-01,685.958
2005-09-02,684.637
2005-09-05,684.982
2005-09-06,690.285
2005-09-07,693.354
2005-09-08,691.615
2005-09-09,697.745
2005-09-12,695.72
2005-09-13,690.887
2005-09-14,690.642
2005-09-15,688.382
2005-09-16,691.17
2005-09-19,688.335
2005-09-20,684.943
2005-09-21,680.23
2005-09-22,678.044
2005-09-23,678.989
2005-09-26,682.553
2005-09-27,681.5
2005-09-28,684.143
2005-09-29,688.308
2005-09-30,693.266
2005-10-03,693.845
2005-10-04,690.616
2005-10-05,679.301
2005-10-06,673.914
2005-10-07,675.75
2005-10-10,671.563
2005-10-11,669.778
2005-10-12,663.026
2005-10-13,655.968
2005-10-14,663.797
2005-10-17,665.527
2005-10-18,655.783
2005-10-19,658.19
2005-10-20,653.437
2005-10-21,656.932
2005-10-24,666.006
2005-10-25,667.339
2005-10-26,664.582
2005-10-27,654.367
2005-10-28,660.152
2005-10-31,669.262
2005-11-01,670.175
2005-11-02,680.276
2005-11-03,685.302
2005-11-04,680.587
