Date,NEW ZEALAND SMALL VALUE Small Cap
2001-08-08,246.153
2001-08-09,250.074
2001-08-10,251.061
2001-08-13,251.844
2001-08-14,251.643
2001-08-15,254.427
2001-08-16,256.138
2001-08-17,259.385
2001-08-20,254.079
2001-08-21,253.584
2001-08-22,256.646
2001-08-23,256.492
2001-08-24,259.371
2001-08-27,262.285
2001-08-28,261.81
2001-08-29,264.244
2001-08-30,261.599
2001-08-31,257.221
2001-09-03,254.038
2001-09-04,250.828
2001-09-05,250.17
2001-09-06,248.245
2001-09-07,245.839
2001-09-10,241.836
2001-09-11,244.347
2001-09-12,228.498
2001-09-13,229.673
2001-09-14,221.482
2001-09-17,198.508
2001-09-18,203.493
2001-09-19,205.15
2001-09-20,203.713
2001-09-21,195.892
2001-09-24,190.997
2001-09-25,197.966
2001-09-26,200.019
2001-09-27,200.599
2001-09-28,210.471
2001-10-01,211.019
2001-10-02,215.086
2001-10-03,219.619
2001-10-04,218.369
2001-10-05,220.505
2001-10-08,219.704
2001-10-09,217.992
2001-10-10,219.73
2001-10-11,220.088
2001-10-12,223.581
2001-10-15,227.757
2001-10-16,228.144
2001-10-17,228.681
2001-10-18,225.137
2001-10-19,222.476
2001-10-22,222.69
2001-10-23,226.565
2001-10-24,226.94
2001-10-25,228.463
2001-10-26,227.555
2001-10-29,230.035
2001-10-30,229.589
2001-10-31,228.422
2001-11-01,230.036
2001-11-02,231.582
2001-11-05,233.92
2001-11-06,235.625
2001-11-07,233.945
2001-11-08,229.916
2001-11-09,229.776
2001-11-12,231.266
2001-11-13,232.869
2001-11-14,233.781
2001-11-15,229.729
2001-11-16,229.35
2001-11-19,230.543
2001-11-20,231.474
2001-11-21,228.967
2001-11-22,228.083
2001-11-23,227.956
2001-11-26,229.038
2001-11-27,233.896
2001-11-28,234.257
2001-11-29,232.264
2001-11-30,231.453
2001-12-03,226.891
2001-12-04,226.103
2001-12-05,231.483
2001-12-06,233.082
2001-12-07,232.308
2001-12-10,230.231
2001-12-11,230.525
2001-12-12,231.801
2001-12-13,232.113
2001-12-14,231.475
2001-12-17,231.631
2001-12-18,230.636
2001-12-19,231.059
2001-12-20,228.234
2001-12-21,229.162
2001-12-24,230.738
2001-12-25,230.738
2001-12-26,230.905
2001-12-27,230.993
2001-12-28,231.465
2001-12-31,234.238
2002-01-01,234.238
2002-01-02,236.6
2002-01-03,239.237
2002-01-04,240.964
2002-01-07,241.734
2002-01-08,243.062
2002-01-09,240.944
2002-01-10,241.144
2002-01-11,239.887
2002-01-14,239.109
2002-01-15,239.675
2002-01-16,238.061
2002-01-17,237.44
2002-01-18,239.61
2002-01-21,241.363
2002-01-22,242.883
2002-01-23,241.548
2002-01-24,239.626
2002-01-25,237.886
2002-01-28,236.456
2002-01-29,238.611
2002-01-30,234.069
2002-01-31,235.795
2002-02-01,235.931
2002-02-04,237.002
2002-02-05,236.504
2002-02-06,236.703
2002-02-07,234.575
2002-02-08,236.289
2002-02-11,238.061
2002-02-12,236.663
2002-02-13,236.575
2002-02-14,238.082
2002-02-15,238.637
2002-02-18,239.169
2002-02-19,239.262
2002-02-20,239.696
2002-02-21,238.479
2002-02-22,239.603
2002-02-25,238.436
2002-02-26,238.913
2002-02-27,238.934
2002-02-28,240.023
2002-03-01,241.242
2002-03-04,243.248
2002-03-05,242.757
2002-03-06,243.285
2002-03-07,246.357
2002-03-08,244.375
2002-03-11,243.217
2002-03-12,244.423
2002-03-13,242.313
2002-03-14,242.615
2002-03-15,247.114
2002-03-18,246.755
2002-03-19,245.061
2002-03-20,249.186
2002-03-21,247.845
2002-03-22,248.598
2002-03-25,246.713
2002-03-26,245.647
2002-03-27,244.865
2002-03-28,249.533
2002-03-29,249.533
2002-04-01,250.667
2002-04-02,250.517
2002-04-03,246.434
2002-04-04,246.978
2002-04-05,246.982
2002-04-08,244.572
2002-04-09,245.529
2002-04-10,247.026
2002-04-11,250.55
2002-04-12,249.866
2002-04-15,250.413
2002-04-16,248.979
2002-04-17,251.978
2002-04-18,252.05
2002-04-19,252.251
2002-04-22,251.751
2002-04-23,253.251
2002-04-24,253.052
2002-04-25,255.145
2002-04-26,254.653
2002-04-29,254.573
2002-04-30,255.13
2002-05-01,258.038
2002-05-02,255.996
2002-05-03,257.664
2002-05-06,254.729
2002-05-07,254.361
2002-05-08,255.125
2002-05-09,254.67
2002-05-10,256.907
2002-05-13,258.349
2002-05-14,259.013
2002-05-15,263.729
2002-05-16,264.295
2002-05-17,266.461
2002-05-20,267.883
2002-05-21,267.89
2002-05-22,272.208
2002-05-23,274.026
2002-05-24,273.713
2002-05-27,275.903
2002-05-28,278.756
2002-05-29,281.431
2002-05-30,284.334
2002-05-31,285.68
2002-06-03,289.736
2002-06-04,293.855
2002-06-05,288.914
2002-06-06,289.478
2002-06-07,289.8
2002-06-10,285.492
2002-06-11,285.474
2002-06-12,286.324
2002-06-13,285.127
2002-06-14,282.417
2002-06-17,282.834
2002-06-18,286.49
2002-06-19,286.689
2002-06-20,286.345
2002-06-21,286.94
2002-06-24,281.858
2002-06-25,277.997
2002-06-26,272.855
2002-06-27,277.227
2002-06-28,276.343
2002-07-01,274.242
2002-07-02,272.81
2002-07-03,274.137
2002-07-04,268.982
2002-07-05,271.924
2002-07-08,274.126
2002-07-09,273.99
2002-07-10,273.207
2002-07-11,266.212
2002-07-12,269.579
2002-07-15,266.809
2002-07-16,270.557
2002-07-17,267.058
2002-07-18,268.44
2002-07-19,275.048
2002-07-22,264.673
2002-07-23,259.02
2002-07-24,251.273
2002-07-25,252.819
2002-07-26,249.291
2002-07-29,251.304
2002-07-30,255.585
2002-07-31,255.025
2002-08-01,252.533
2002-08-02,251.742
2002-08-05,251.638
2002-08-06,245.408
2002-08-07,250.302
2002-08-08,253.581
2002-08-09,256.699
2002-08-12,260.995
2002-08-13,260.45
2002-08-14,259.252
2002-08-15,262.15
2002-08-16,262.545
2002-08-19,262.333
2002-08-20,261.687
2002-08-21,259.626
2002-08-22,262.08
2002-08-23,264.611
2002-08-26,267.938
2002-08-27,268.571
2002-08-28,266.547
2002-08-29,266.05
2002-08-30,265.011
2002-09-02,265.248
2002-09-03,264.186
2002-09-04,260.507
2002-09-05,260.299
2002-09-06,260.082
2002-09-09,259.67
2002-09-10,261.626
2002-09-11,263.734
2002-09-12,268.512
2002-09-13,266.791
2002-09-16,265.762
2002-09-17,266.459
2002-09-18,266.217
2002-09-19,271.374
2002-09-20,267.901
2002-09-23,265.477
2002-09-24,263.884
2002-09-25,263.185
2002-09-26,264.256
2002-09-27,264.647
2002-09-30,264.877
2002-10-01,264.607
2002-10-02,267.912
2002-10-03,266.869
2002-10-04,266.861
2002-10-07,269.538
2002-10-08,266.014
2002-10-09,265.503
2002-10-10,262.148
2002-10-11,264.85
2002-10-14,264.951
2002-10-15,264.514
2002-10-16,265.398
2002-10-17,266.947
2002-10-18,267.515
2002-10-21,272.6
2002-10-22,277.574
2002-10-23,278.322
2002-10-24,277.224
2002-10-25,276.914
2002-10-28,278.167
2002-10-29,274.466
2002-10-30,275.304
2002-10-31,279.841
2002-11-01,283.019
2002-11-04,274.824
2002-11-05,269.095
2002-11-06,269.838
2002-11-07,269.053
2002-11-08,267.089
2002-11-11,265.387
2002-11-12,267.599
2002-11-13,273.395
2002-11-14,276.399
2002-11-15,275.9
2002-11-18,275.783
2002-11-19,273.679
2002-11-20,274.253
2002-11-21,274.503
2002-11-22,275.463
2002-11-25,269.803
2002-11-26,268.577
2002-11-27,266.182
2002-11-28,270.39
2002-11-29,270.427
2002-12-02,269.18
2002-12-03,268.085
2002-12-04,268.215
2002-12-05,268.293
2002-12-06,268.276
2002-12-09,268.896
2002-12-10,268.638
2002-12-11,269.82
2002-12-12,272.991
2002-12-13,277.965
2002-12-16,278.426
2002-12-17,282.819
2002-12-18,280.044
2002-12-19,279.648
2002-12-20,281.89
2002-12-23,285.505
2002-12-24,286.682
2002-12-25,286.682
2002-12-26,286.988
2002-12-27,287.602
2002-12-30,291.687
2002-12-31,289.872
2003-01-01,289.872
2003-01-02,290.204
2003-01-03,291.563
2003-01-06,298.965
2003-01-07,300.598
2003-01-08,298.627
2003-01-09,300.115
2003-01-10,303.004
2003-01-13,304.253
2003-01-14,306.626
2003-01-15,308.559
2003-01-16,311.249
2003-01-17,316.726
2003-01-20,316.607
2003-01-21,312.016
2003-01-22,310.64
2003-01-23,312.753
2003-01-24,319.336
2003-01-27,317.799
2003-01-28,315.237
2003-01-29,318.916
2003-01-30,314.834
2003-01-31,315.351
2003-02-03,315.718
2003-02-04,322.232
2003-02-05,322.562
2003-02-06,322.65
2003-02-07,320.137
2003-02-10,324.897
2003-02-11,321.109
2003-02-12,317.777
2003-02-13,315.369
2003-02-14,314.682
2003-02-17,319.456
2003-02-18,315.704
2003-02-19,316.411
2003-02-20,315.486
2003-02-21,316.966
2003-02-24,318.258
2003-02-25,316.253
2003-02-26,314.04
2003-02-27,311.107
2003-02-28,310.682
2003-03-03,314.903
2003-03-04,318.494
2003-03-05,322.318
2003-03-06,318.423
2003-03-07,316.438
2003-03-10,315.846
2003-03-11,309.506
2003-03-12,309.674
2003-03-13,305.974
2003-03-14,308.09
2003-03-17,309.063
2003-03-18,309.021
2003-03-19,307.445
2003-03-20,307.656
2003-03-21,305.112
2003-03-24,310.999
2003-03-25,307.933
2003-03-26,307.534
2003-03-27,309.535
2003-03-28,307.641
2003-03-31,311.328
2003-04-01,308.068
2003-04-02,310.074
2003-04-03,309.877
2003-04-04,307.336
2003-04-07,305.994
2003-04-08,304.259
2003-04-09,306.578
2003-04-10,307.206
2003-04-11,307.141
2003-04-14,307.875
2003-04-15,311.06
2003-04-16,310.109
2003-04-17,312.818
2003-04-18,312.818
2003-04-21,311.808
2003-04-22,314.071
2003-04-23,314.255
2003-04-24,313.386
2003-04-25,312.312
2003-04-28,312.37
2003-04-29,312.576
2003-04-30,316.93
2003-05-01,317.583
2003-05-02,314.927
2003-05-05,317.58
2003-05-06,322.625
2003-05-07,321.815
2003-05-08,325.692
2003-05-09,325.637
2003-05-12,326.318
2003-05-13,326.12
2003-05-14,326.739
2003-05-15,328.842
2003-05-16,337.304
2003-05-19,340.838
2003-05-20,339.306
2003-05-21,328.568
2003-05-22,330.262
2003-05-23,331.278
2003-05-26,335.59
2003-05-27,339.371
2003-05-28,333.162
2003-05-29,337.909
2003-05-30,340.906
2003-06-02,342.707
2003-06-03,343.966
2003-06-04,345.696
2003-06-05,347.762
2003-06-06,349.028
2003-06-09,349.93
2003-06-10,351.108
2003-06-11,350.233
2003-06-12,349.467
2003-06-13,349.056
2003-06-16,346.515
2003-06-17,349.74
2003-06-18,352.069
2003-06-19,354.008
2003-06-20,356.699
2003-06-23,355.414
2003-06-24,352.994
2003-06-25,353.018
2003-06-26,351.716
2003-06-27,349.311
2003-06-30,356.063
2003-07-01,358.519
2003-07-02,358.198
2003-07-03,362.808
2003-07-04,362.17
2003-07-07,364.155
2003-07-08,361.205
2003-07-09,352.686
2003-07-10,354.232
2003-07-11,356.042
2003-07-14,356.129
2003-07-15,352.519
2003-07-16,353.975
2003-07-17,352.675
2003-07-18,344.884
2003-07-21,347.416
2003-07-22,346.195
2003-07-23,353.473
2003-07-24,364.101
2003-07-25,365.418
2003-07-28,368.249
2003-07-29,368.172
2003-07-30,362.363
2003-07-31,360.819
2003-08-01,367.207
2003-08-04,366.037
2003-08-05,362.763
2003-08-06,360.942
2003-08-07,362.586
2003-08-08,370.053
2003-08-11,375.084
2003-08-12,374.905
2003-08-13,374.686
2003-08-14,376.193
2003-08-15,377.984
2003-08-18,377.285
2003-08-19,375.956
2003-08-20,376.117
2003-08-21,369.307
2003-08-22,370.021
2003-08-25,370.69
2003-08-26,368.833
2003-08-27,365.806
2003-08-28,368.006
2003-08-29,371.593
2003-09-01,371.055
2003-09-02,364.704
2003-09-03,363.643
2003-09-04,361.482
2003-09-05,368.344
2003-09-08,370.137
2003-09-09,376.085
2003-09-10,374.383
2003-09-11,374.422
2003-09-12,374.001
2003-09-15,377.263
2003-09-16,376.236
2003-09-17,374.815
2003-09-18,378.309
2003-09-19,379.841
2003-09-22,385.608
2003-09-23,383.256
2003-09-24,384.625
2003-09-25,385.118
2003-09-26,385.49
2003-09-29,382.143
2003-09-30,391.26
2003-10-01,393.699
2003-10-02,397.803
2003-10-03,397.341
2003-10-06,396.34
2003-10-07,397.345
2003-10-08,397.377
2003-10-09,400.292
2003-10-10,399.279
2003-10-13,397.147
2003-10-14,395.602
2003-10-15,396.456
2003-10-16,398.402
2003-10-17,401.429
2003-10-20,402.568
2003-10-21,407.791
2003-10-22,408.805
2003-10-23,410.602
2003-10-24,410.407
2003-10-27,410.911
2003-10-28,412.599
2003-10-29,414.832
2003-10-30,416.626
2003-10-31,417.384
2003-11-03,416.836
2003-11-04,416.582
2003-11-05,419.179
2003-11-06,411.946
2003-11-07,409.6
2003-11-10,415.189
2003-11-11,421.519
2003-11-12,420.091
2003-11-13,421.986
2003-11-14,420.953
2003-11-17,417.563
2003-11-18,417.119
2003-11-19,423.128
2003-11-20,430.012
2003-11-21,425.847
2003-11-24,423.881
2003-11-25,422.904
2003-11-26,426.949
2003-11-27,423.074
2003-11-28,423.511
2003-12-01,425.309
2003-12-02,426.05
2003-12-03,428.274
2003-12-04,428.855
2003-12-05,426.185
2003-12-08,427.409
2003-12-09,425.857
2003-12-10,427.568
2003-12-11,424.365
2003-12-12,429.12
2003-12-15,433.181
2003-12-16,434.838
2003-12-17,433.234
2003-12-18,435.055
2003-12-19,434.049
2003-12-22,434.86
2003-12-23,435.267
2003-12-24,440.965
2003-12-25,440.965
2003-12-26,441.408
2003-12-29,441.233
2003-12-30,451.757
2003-12-31,454.741
2004-01-01,454.741
2004-01-02,455.849
2004-01-05,463.367
2004-01-06,469.842
2004-01-07,470.148
2004-01-08,465.378
2004-01-09,472.05
2004-01-12,472.296
2004-01-13,475.104
2004-01-14,472.442
2004-01-15,467.177
2004-01-16,460.981
2004-01-19,453.223
2004-01-20,462.848
2004-01-21,469.124
2004-01-22,468.364
2004-01-23,469.169
2004-01-26,467.372
2004-01-27,472.485
2004-01-28,471.658
2004-01-29,459.592
2004-01-30,456.276
2004-02-02,456.005
2004-02-03,460.902
2004-02-04,460.971
2004-02-05,466.381
2004-02-06,468.209
2004-02-09,471.845
2004-02-10,477.761
2004-02-11,473.341
2004-02-12,474.246
2004-02-13,478.792
2004-02-16,482.77
2004-02-17,482.061
2004-02-18,482.43
2004-02-19,478.253
2004-02-20,468.862
2004-02-23,465.728
2004-02-24,470.132
2004-02-25,472.986
2004-02-26,471.098
2004-02-27,472.482
2004-03-01,476.613
2004-03-02,476.623
2004-03-03,464.737
2004-03-04,467.14
2004-03-05,470.415
2004-03-08,470.01
2004-03-09,475.639
2004-03-10,463.847
2004-03-11,450.393
2004-03-12,451.823
2004-03-15,450.232
2004-03-16,459.001
2004-03-17,457.743
2004-03-18,466.059
2004-03-19,467.77
2004-03-22,472.556
2004-03-23,473.41
2004-03-24,469.551
2004-03-25,467.667
2004-03-26,473.523
2004-03-29,475.707
2004-03-30,482.786
2004-03-31,488.321
2004-04-01,490.672
2004-04-02,490.304
2004-04-05,481.973
2004-04-06,491.567
2004-04-07,493.46
2004-04-08,494.194
2004-04-09,494.194
2004-04-12,496.896
2004-04-13,492.516
2004-04-14,478.87
2004-04-15,484.37
2004-04-16,487.577
2004-04-19,491.677
2004-04-20,486.694
2004-04-21,482.507
2004-04-22,477.664
2004-04-23,479.526
2004-04-26,481.26
2004-04-27,482.023
2004-04-28,478.796
2004-04-29,475.21
2004-04-30,478.698
2004-05-03,477.634
2004-05-04,483.689
2004-05-05,482.741
2004-05-06,478.82
2004-05-07,463.851
2004-05-10,447.984
2004-05-11,440.619
2004-05-12,450.523
2004-05-13,442.003
2004-05-14,443.467
2004-05-17,446.148
2004-05-18,444.153
2004-05-19,459.193
2004-05-20,453.647
2004-05-21,456.094
2004-05-24,454.874
2004-05-25,454.462
2004-05-26,458.385
2004-05-27,474.936
2004-05-28,471.978
2004-05-31,472.765
2004-06-01,474.229
2004-06-02,468.622
2004-06-03,469.128
2004-06-04,465.857
2004-06-07,472.926
2004-06-08,473.32
2004-06-09,466.362
2004-06-10,475.022
2004-06-11,471.871
2004-06-14,468.046
2004-06-15,467.63
2004-06-16,467.237
2004-06-17,465.232
2004-06-18,471.141
2004-06-21,471.67
2004-06-22,471.61
2004-06-23,473.392
2004-06-24,479.199
2004-06-25,484.499
2004-06-28,488.323
2004-06-29,480.873
2004-06-30,488.772
2004-07-01,491.962
2004-07-02,498.707
2004-07-05,497.825
2004-07-06,503.74
2004-07-07,513.32
2004-07-08,513.816
2004-07-09,512.762
2004-07-12,515.861
2004-07-13,512.558
2004-07-14,506.061
2004-07-15,499.967
2004-07-16,506.88
2004-07-19,508.904
2004-07-20,509.243
2004-07-21,497.491
2004-07-22,503.151
2004-07-23,497.406
2004-07-26,502.168
2004-07-27,500.668
2004-07-28,499.034
2004-07-29,501.446
2004-07-30,506.065
2004-08-02,509.249
2004-08-03,514.028
2004-08-04,514.339
2004-08-05,514.306
2004-08-06,518.124
2004-08-09,517.391
2004-08-10,520.305
2004-08-11,526.5
2004-08-12,535.942
2004-08-13,543.14
2004-08-16,543.767
2004-08-17,539.459
2004-08-18,538.412
2004-08-19,541.815
2004-08-20,543.898
2004-08-23,541.627
2004-08-24,529.251
2004-08-25,525.221
2004-08-26,522.793
2004-08-27,527.071
2004-08-30,526.606
2004-08-31,528.926
2004-09-01,531.389
2004-09-02,524.152
2004-09-03,523.402
2004-09-06,528.824
2004-09-07,531.123
2004-09-08,532.741
2004-09-09,544.1
2004-09-10,556.442
2004-09-13,547.336
2004-09-14,555.446
2004-09-15,550.308
2004-09-16,552.457
2004-09-17,548.273
2004-09-20,550.065
2004-09-21,559.068
2004-09-22,560.553
2004-09-23,568.316
2004-09-24,567.871
2004-09-27,566.852
2004-09-28,572.704
2004-09-29,574.611
2004-09-30,585.324
2004-10-01,582.663
2004-10-04,578.755
2004-10-05,583.934
2004-10-06,587.798
2004-10-07,587.81
2004-10-08,593.688
2004-10-11,596.868
2004-10-12,592.418
2004-10-13,585.853
2004-10-14,592.198
2004-10-15,589.869
2004-10-18,587.474
2004-10-19,586.323
2004-10-20,593.528
2004-10-21,595.077
2004-10-22,593.155
2004-10-25,599.393
2004-10-26,592.976
2004-10-27,593.815
2004-10-28,587.884
2004-10-29,588.658
2004-11-01,594.236
2004-11-02,599.812
2004-11-03,603.567
2004-11-04,608.994
2004-11-05,607.741
2004-11-08,607.578
2004-11-09,614.598
2004-11-10,607.052
2004-11-11,608.227
2004-11-12,616.791
2004-11-15,623.71
2004-11-16,624.415
2004-11-17,627.291
2004-11-18,625.312
2004-11-19,635.222
2004-11-22,635.446
2004-11-23,639.191
2004-11-24,640.159
2004-11-25,651.168
2004-11-26,652.715
2004-11-29,652.473
2004-11-30,653.916
2004-12-01,652.678
2004-12-02,656.882
2004-12-03,659.413
2004-12-06,658.886
2004-12-07,655.683
2004-12-08,636.669
2004-12-09,634.793
2004-12-10,635.796
2004-12-13,644.746
2004-12-14,642.585
2004-12-15,650.094
2004-12-16,644.281
2004-12-17,647.271
2004-12-20,653.492
2004-12-21,649.319
2004-12-22,654.203
2004-12-23,653.18
2004-12-24,658.013
2004-12-27,660.215
2004-12-28,662.279
2004-12-29,661.237
2004-12-30,664.652
2004-12-31,673.216
2005-01-03,665.247
2005-01-04,657.418
2005-01-05,659.73
2005-01-06,653.689
2005-01-07,654.334
2005-01-10,650.676
2005-01-11,654.021
2005-01-12,656.874
2005-01-13,655.098
2005-01-14,647.436
2005-01-17,642.686
2005-01-18,644.763
2005-01-19,651.612
2005-01-20,652.296
2005-01-21,662.82
2005-01-24,667.161
2005-01-25,666.424
2005-01-26,675.378
2005-01-27,670.856
2005-01-28,670.107
2005-01-31,665.552
2005-02-01,668.352
2005-02-02,664.559
2005-02-03,660.426
2005-02-04,666.985
2005-02-07,665.359
2005-02-08,659.691
2005-02-09,671.299
2005-02-10,678.887
2005-02-11,679.468
2005-02-14,685.888
2005-02-15,682.073
2005-02-16,679.786
2005-02-17,680.932
2005-02-18,682.504
2005-02-21,688.118
2005-02-22,691.204
2005-02-23,682.525
2005-02-24,678.292
2005-02-25,672.216
2005-02-28,687.215
2005-03-01,682.041
2005-03-02,684.212
2005-03-03,686.546
2005-03-04,695.053
2005-03-07,693.221
2005-03-08,701.927
2005-03-09,697.216
2005-03-10,692.235
2005-03-11,685.005
2005-03-14,682.783
2005-03-15,688.223
2005-03-16,694.084
2005-03-17,687.315
2005-03-18,685.858
2005-03-21,681.156
2005-03-22,680.442
2005-03-23,659.463
2005-03-24,648.105
2005-03-25,648.105
2005-03-28,642.034
2005-03-29,639.553
2005-03-30,638.615
2005-03-31,643.029
2005-04-01,634.462
2005-04-04,628.225
2005-04-05,632.269
2005-04-06,639.048
2005-04-07,642.324
2005-04-08,641.993
2005-04-11,643.899
2005-04-12,642.705
2005-04-13,646.364
2005-04-14,642.747
2005-04-15,630.708
2005-04-18,614.348
2005-04-19,621.866
2005-04-20,625.888
2005-04-21,622.997
2005-04-22,626.28
2005-04-25,623.286
2005-04-26,619.208
2005-04-27,619.996
2005-04-28,625.194
2005-04-29,631.472
2005-05-02,631.639
2005-05-03,631.995
2005-05-04,633.181
2005-05-05,629.671
2005-05-06,627.218
2005-05-09,619.808
2005-05-10,628.489
2005-05-11,627.915
2005-05-12,620.04
2005-05-13,619.892
2005-05-16,614.145
2005-05-17,619.102
2005-05-18,622.148
2005-05-19,625.326
2005-05-20,626.186
2005-05-23,637.47
2005-05-24,641.936
2005-05-25,643.1
2005-05-26,635.6
2005-05-27,641.629
2005-05-30,642.686
2005-05-31,634.908
2005-06-01,624.605
2005-06-02,631.339
2005-06-03,635.518
2005-06-06,641.808
2005-06-07,643.682
2005-06-08,646.631
2005-06-09,645.419
2005-06-10,640.029
2005-06-13,635.7
2005-06-14,643.401
2005-06-15,649.916
2005-06-16,659.368
2005-06-17,665.07
2005-06-20,660.101
2005-06-21,660.425
2005-06-22,661.053
2005-06-23,654.067
2005-06-24,646.82
2005-06-27,648.178
2005-06-28,644.571
2005-06-29,651.964
2005-06-30,667.127
2005-07-01,651.641
2005-07-04,648.691
2005-07-05,646.75
2005-07-06,645.594
2005-07-07,638.818
2005-07-08,637.539
2005-07-11,643.762
2005-07-12,652.633
2005-07-13,643.154
2005-07-14,644.607
2005-07-15,641.649
2005-07-18,645.768
2005-07-19,642.74
2005-07-20,641.234
2005-07-21,649.968
2005-07-22,654.492
2005-07-25,655.416
2005-07-26,658.801
2005-07-27,662.44
2005-07-28,669.171
2005-07-29,674.665
2005-08-01,677.514
2005-08-02,678.455
2005-08-03,683.305
2005-08-04,681.663
2005-08-05,676.666
2005-08-08,677.013
2005-08-09,675.595
2005-08-10,677.729
2005-08-11,686.597
2005-08-12,688.673
2005-08-15,685.722
2005-08-16,688.83
2005-08-17,697.05
2005-08-18,690.882
2005-08-19,686.735
2005-08-22,692.037
2005-08-23,690.931
2005-08-24,691.978
2005-08-25,689.315
2005-08-26,685.467
2005-08-29,681.297
2005-08-30,677.88
2005-08-31,680.883
2005-09-01,693.855
2005-09-02,697.04
2005-09-05,700.259
2005-09-06,693.968
2005-09-07,694.215
2005-09-08,697.365
2005-09-09,702.773
2005-09-12,698.843
2005-09-13,697.729
2005-09-14,713.823
2005-09-15,713.252
2005-09-16,714.034
2005-09-19,707.336
2005-09-20,706.004
2005-09-21,706.631
2005-09-22,694.171
2005-09-23,686.38
2005-09-26,686.707
2005-09-27,689.59
2005-09-28,694.671
2005-09-29,697.372
2005-09-30,706.976
2005-10-03,706.142
2005-10-04,714.937
2005-10-05,711.148
2005-10-06,703.482
2005-10-07,706.393
2005-10-10,709.791
2005-10-11,705.556
2005-10-12,714.736
2005-10-13,692.72
2005-10-14,697.29
2005-10-17,701.292
2005-10-18,694.04
2005-10-19,686.467
2005-10-20,687.255
2005-10-21,677.234
2005-10-24,677.668
2005-10-25,689.087
2005-10-26,691.431
2005-10-27,690.21
2005-10-28,690.436
2005-10-31,686.772
2005-11-01,685.735
2005-11-02,676.596
2005-11-03,677.398
2005-11-04,670.083
2005-11-07,668.405
2005-11-08,666.521
2005-11-09,666.46
