Date,EM (EMERGING MARKETS) IMI IMI (Large+Mid+Small Cap)
2001-08-13,259.028
2001-08-14,261.643
2001-08-15,261.899
2001-08-16,261.65
2001-08-17,258.617
2001-08-20,256.331
2001-08-21,256.554
2001-08-22,256.884
2001-08-23,256.67
2001-08-24,256.629
2001-08-27,259.066
2001-08-28,258.251
2001-08-29,258.56
2001-08-30,257.218
2001-08-31,255.842
2001-09-03,253.475
2001-09-04,254.708
2001-09-05,253.114
2001-09-06,250.403
2001-09-07,249.369
2001-09-10,247.023
2001-09-11,239.503
2001-09-12,233.373
2001-09-13,229.485
2001-09-14,223.145
2001-09-17,218.426
2001-09-18,220.182
2001-09-19,222.054
2001-09-20,216.466
2001-09-21,210.876
2001-09-24,213.293
2001-09-25,212.412
2001-09-26,212.999
2001-09-27,213.01
2001-09-28,216.465
2001-10-01,215.594
2001-10-02,213.789
2001-10-03,212.324
2001-10-04,216.061
2001-10-05,216.564
2001-10-08,213.906
2001-10-09,217.634
2001-10-10,219.719
2001-10-11,225.594
2001-10-12,224.352
2001-10-15,223.642
2001-10-16,225.569
2001-10-17,227.063
2001-10-18,224.803
2001-10-19,225.257
2001-10-22,226.679
2001-10-23,228.278
2001-10-24,230.253
2001-10-25,230.239
2001-10-26,231.638
2001-10-29,231.052
2001-10-30,227.165
2001-10-31,228.309
2001-11-01,229.014
2001-11-02,230.602
2001-11-05,234.628
2001-11-06,235.338
2001-11-07,235.186
2001-11-08,238.173
2001-11-09,238.829
2001-11-12,239.158
2001-11-13,241.702
2001-11-14,245.302
2001-11-15,248.276
2001-11-16,248.803
2001-11-19,253.307
2001-11-20,250.518
2001-11-21,250.967
2001-11-22,252.233
2001-11-23,255.473
2001-11-26,260.176
2001-11-27,259.041
2001-11-28,253.281
2001-11-29,251.968
2001-11-30,253.595
2001-12-03,257.095
2001-12-04,259.73
2001-12-05,265.846
2001-12-06,270.123
2001-12-07,272.115
2001-12-10,270.912
2001-12-11,269.905
2001-12-12,273.676
2001-12-13,269.105
2001-12-14,268.374
2001-12-17,268.225
2001-12-18,266.772
2001-12-19,265.591
2001-12-20,265.977
2001-12-21,263.575
2001-12-24,265.445
2001-12-25,267.712
2001-12-26,268.689
2001-12-27,269.922
2001-12-28,272.887
2001-12-31,275.25
2002-01-01,275.265
2002-01-02,278.677
2002-01-03,281.432
2002-01-04,285.742
2002-01-07,288.534
2002-01-08,287.019
2002-01-09,286.979
2002-01-10,283.963
2002-01-11,281.637
2002-01-14,280.911
2002-01-15,278.685
2002-01-16,276.171
2002-01-17,277.656
2002-01-18,277.678
2002-01-21,280.32
2002-01-22,280.022
2002-01-23,281.604
2002-01-24,282.724
2002-01-25,284.923
2002-01-28,286.029
2002-01-29,283.978
2002-01-30,280.837
2002-01-31,284.367
2002-02-01,284.053
2002-02-04,282.614
2002-02-05,282.779
2002-02-06,284.94
2002-02-07,282.259
2002-02-08,282.394
2002-02-11,282.317
2002-02-12,283.463
2002-02-13,285.271
2002-02-14,289.759
2002-02-15,289.597
2002-02-18,289.938
2002-02-19,287.262
2002-02-20,284.386
2002-02-21,284.26
2002-02-22,283.779
2002-02-25,283.823
2002-02-26,284.903
2002-02-27,289.882
2002-02-28,288.454
2002-03-01,291.446
2002-03-04,298.195
2002-03-05,299.54
2002-03-06,301.36
2002-03-07,300.846
2002-03-08,300.939
2002-03-11,302.51
2002-03-12,301.908
2002-03-13,301.386
2002-03-14,302.139
2002-03-15,301.894
2002-03-18,303.745
2002-03-19,304.103
2002-03-20,305.163
2002-03-21,304.973
2002-03-22,306.392
2002-03-25,304.632
2002-03-26,305.265
2002-03-27,306.793
2002-03-28,307.346
2002-03-29,307.205
2002-04-01,306.363
2002-04-02,308.816
2002-04-03,308.427
2002-04-04,308.121
2002-04-05,310.067
2002-04-08,308.957
2002-04-09,307.687
2002-04-10,308.416
2002-04-11,308.938
2002-04-12,310.278
2002-04-15,312.047
2002-04-16,313.923
2002-04-17,318.87
2002-04-18,318.813
2002-04-19,318.69
2002-04-22,318.173
2002-04-23,317.958
2002-04-24,317.862
2002-04-25,313.71
2002-04-26,313.912
2002-04-29,309.934
2002-04-30,309.273
2002-05-01,309.203
2002-05-02,308.637
2002-05-03,309.505
2002-05-06,305.364
2002-05-07,305.602
2002-05-08,308.784
2002-05-09,307.229
2002-05-10,305.922
2002-05-13,305.599
2002-05-14,307.619
2002-05-15,310.847
2002-05-16,311.014
2002-05-17,313.091
2002-05-20,310.153
2002-05-21,306.099
2002-05-22,307.602
2002-05-23,305.751
2002-05-24,308.797
2002-05-27,308.961
2002-05-28,307.592
2002-05-29,306.092
2002-05-30,305.23
2002-05-31,302.702
2002-06-03,303.731
2002-06-04,303.971
2002-06-05,302.491
2002-06-06,301.489
2002-06-07,297.252
2002-06-10,299.429
2002-06-11,297.92
2002-06-12,296.73
2002-06-13,297.111
2002-06-14,294.113
2002-06-17,293.122
2002-06-18,294.01
2002-06-19,287.511
2002-06-20,285.733
2002-06-21,284.132
2002-06-24,281.986
2002-06-25,280.6
2002-06-26,270.632
2002-06-27,274.014
2002-06-28,279.669
2002-07-01,278.365
2002-07-02,276.764
2002-07-03,276.846
2002-07-04,280.817
2002-07-05,285.603
2002-07-08,287.577
2002-07-09,290.445
2002-07-10,287.526
2002-07-11,282.101
2002-07-12,288.18
2002-07-15,286.427
2002-07-16,284.095
2002-07-17,284.964
2002-07-18,286.219
2002-07-19,282.182
2002-07-22,272.894
2002-07-23,272.712
2002-07-24,265.419
2002-07-25,265.927
2002-07-26,257.123
2002-07-29,258.224
2002-07-30,262.662
2002-07-31,259.55
2002-08-01,258.61
2002-08-02,258.622
2002-08-05,248.844
2002-08-06,247.121
2002-08-07,253.03
2002-08-08,256.275
2002-08-09,257.518
2002-08-12,257.139
2002-08-13,257.132
2002-08-14,259.673
2002-08-15,261.009
2002-08-16,262.581
2002-08-19,262.805
2002-08-20,264.469
2002-08-21,265.977
2002-08-22,266.68
2002-08-23,265.375
2002-08-26,264.928
2002-08-27,265.323
2002-08-28,262.527
2002-08-29,261.352
2002-08-30,263.427
2002-09-02,262.999
2002-09-03,258.864
2002-09-04,256.886
2002-09-05,255.524
2002-09-06,254.987
2002-09-09,255.998
2002-09-10,260.167
2002-09-11,262.158
2002-09-12,262.632
2002-09-13,258.162
2002-09-16,253.143
2002-09-17,257.349
2002-09-18,251.327
2002-09-19,249.5
2002-09-20,248.548
2002-09-23,242.751
2002-09-24,240.384
2002-09-25,237.754
2002-09-26,239.746
2002-09-27,238.675
2002-09-30,234.892
2002-10-01,237.313
2002-10-02,237.605
2002-10-03,236.761
2002-10-04,237.307
2002-10-07,231.03
2002-10-08,231.395
2002-10-09,228.153
2002-10-10,224.092
2002-10-11,224.795
2002-10-14,227.181
2002-10-15,233.415
2002-10-16,235.551
2002-10-17,239.33
2002-10-18,243.784
2002-10-21,242.93
2002-10-22,241.283
2002-10-23,246.901
2002-10-24,246.803
2002-10-25,246.729
2002-10-28,249.722
2002-10-29,246.893
2002-10-30,246.014
2002-10-31,249.347
2002-11-01,248.434
2002-11-04,253.283
2002-11-05,252.361
2002-11-06,255.639
2002-11-07,257.483
2002-11-08,257.944
2002-11-11,254.409
2002-11-12,253.092
2002-11-13,252.445
2002-11-14,253.073
2002-11-15,257.615
2002-11-18,258.641
2002-11-19,256.886
2002-11-20,256.542
2002-11-21,259.716
2002-11-22,261.544
2002-11-25,263.33
2002-11-26,261.643
2002-11-27,262.678
2002-11-28,263.967
2002-11-29,266.026
2002-12-02,267.899
2002-12-03,268.588
2002-12-04,264.73
2002-12-05,264.631
2002-12-06,263.932
2002-12-09,264.418
2002-12-10,262.533
2002-12-11,262.095
2002-12-12,263.564
2002-12-13,263.213
2002-12-16,262.558
2002-12-17,264.464
2002-12-18,264.07
2002-12-19,264.697
2002-12-20,266.095
2002-12-23,263.697
2002-12-24,261.757
2002-12-25,261.314
2002-12-26,261.859
2002-12-27,260.71
2002-12-30,257.15
2002-12-31,257.388
2003-01-01,257.448
2003-01-02,259.469
2003-01-03,264.629
2003-01-06,267.749
2003-01-07,265.989
2003-01-08,266.762
2003-01-09,266.441
2003-01-10,267.589
2003-01-13,271.376
2003-01-14,271.839
2003-01-15,272.097
2003-01-16,270.435
2003-01-17,266.974
2003-01-20,266.053
2003-01-21,263.819
2003-01-22,262.001
2003-01-23,263.785
2003-01-24,260.335
2003-01-27,255.759
2003-01-28,256.997
2003-01-29,256.116
2003-01-30,256.908
2003-01-31,257.6
2003-02-03,258.745
2003-02-04,258.798
2003-02-05,258.619
2003-02-06,255.334
2003-02-07,252.299
2003-02-10,250.15
2003-02-11,250.871
2003-02-12,251.946
2003-02-13,248.182
2003-02-14,248.205
2003-02-17,254.529
2003-02-18,254.652
2003-02-19,253.411
2003-02-20,254.189
2003-02-21,254.963
2003-02-24,255.967
2003-02-25,251.179
2003-02-26,250.642
2003-02-27,250.497
2003-02-28,250.107
2003-03-03,253.182
2003-03-04,250.52
2003-03-05,247.523
2003-03-06,245.412
2003-03-07,243.592
2003-03-10,241.166
2003-03-11,239.3
2003-03-12,239.339
2003-03-13,241.25
2003-03-14,243.925
2003-03-17,239.037
2003-03-18,245.18
2003-03-19,245.347
2003-03-20,249.363
2003-03-21,250.347
2003-03-24,247.945
2003-03-25,246.595
2003-03-26,247.244
2003-03-27,246.304
2003-03-28,246.199
2003-03-31,241.926
2003-04-01,243.431
2003-04-02,245.34
2003-04-03,246.737
2003-04-04,249.827
2003-04-07,255.568
2003-04-08,254.566
2003-04-09,252.848
2003-04-10,253.355
2003-04-11,254.297
2003-04-14,255.715
2003-04-15,259.4
2003-04-16,262.607
2003-04-17,262.95
2003-04-18,265.508
2003-04-21,265.589
2003-04-22,262.433
2003-04-23,262.523
2003-04-24,259.083
2003-04-25,254.849
2003-04-28,256.371
2003-04-29,261.783
2003-04-30,262.309
2003-05-01,262.399
2003-05-02,263.572
2003-05-05,266.122
2003-05-06,266.184
2003-05-07,268.975
2003-05-08,267.313
2003-05-09,269.484
2003-05-12,272.421
2003-05-13,272.477
2003-05-14,271.905
2003-05-15,271.795
2003-05-16,270.145
2003-05-19,267.865
2003-05-20,267.289
2003-05-21,267.704
2003-05-22,269.268
2003-05-23,273.898
2003-05-26,277.251
2003-05-27,275.787
2003-05-28,278.813
2003-05-29,280.56
2003-05-30,281.414
2003-06-02,285.038
2003-06-03,284.008
2003-06-04,285.424
2003-06-05,288.022
2003-06-06,289.392
2003-06-09,290.81
2003-06-10,290.366
2003-06-11,290.715
2003-06-12,294.009
2003-06-13,295.246
2003-06-16,296.762
2003-06-17,301.635
2003-06-18,300.085
2003-06-19,301.658
2003-06-20,300.895
2003-06-23,296.628
2003-06-24,295.135
2003-06-25,297.764
2003-06-26,297.6
2003-06-27,298.596
2003-06-30,298.066
2003-07-01,301.923
2003-07-02,306.096
2003-07-03,307.565
2003-07-04,309.185
2003-07-07,313.655
2003-07-08,314.915
2003-07-09,313.635
2003-07-10,311.382
2003-07-11,310.782
2003-07-14,316.823
2003-07-15,315.49
2003-07-16,314.196
2003-07-17,310.456
2003-07-18,308.79
2003-07-21,307.861
2003-07-22,308.968
2003-07-23,308.564
2003-07-24,311.659
2003-07-25,314.153
2003-07-28,317.818
2003-07-29,316.739
2003-07-30,314.834
2003-07-31,315.747
2003-08-01,316.507
2003-08-04,315.397
2003-08-05,313.792
2003-08-06,311.388
2003-08-07,313.804
2003-08-08,313.552
2003-08-11,315.651
2003-08-12,316.15
2003-08-13,320.49
2003-08-14,323.359
2003-08-15,324.42
2003-08-18,326.959
2003-08-19,327.894
2003-08-20,328.513
2003-08-21,332.786
2003-08-22,334.0
2003-08-25,332.877
2003-08-26,331.323
2003-08-27,332.705
2003-08-28,332.816
2003-08-29,336.501
2003-09-01,339.472
2003-09-02,339.594
2003-09-03,341.739
2003-09-04,342.433
2003-09-05,343.688
2003-09-08,344.428
2003-09-09,343.511
2003-09-10,342.426
2003-09-11,342.968
2003-09-12,343.052
2003-09-15,340.368
2003-09-16,343.019
2003-09-17,344.186
2003-09-18,343.756
2003-09-19,342.676
2003-09-22,339.043
2003-09-23,340.512
2003-09-24,342.71
2003-09-25,339.616
2003-09-26,337.098
2003-09-29,337.358
2003-09-30,338.075
2003-10-01,341.366
2003-10-02,346.294
2003-10-03,349.229
2003-10-06,352.112
2003-10-07,353.825
2003-10-08,355.799
2003-10-09,360.148
2003-10-10,363.739
2003-10-13,365.984
2003-10-14,364.482
2003-10-15,363.852
2003-10-16,367.161
2003-10-17,365.515
2003-10-20,366.845
2003-10-21,366.055
2003-10-22,365.13
2003-10-23,357.981
2003-10-24,358.11
2003-10-27,358.484
2003-10-28,363.855
2003-10-29,365.199
2003-10-30,366.172
2003-10-31,365.312
2003-11-03,370.834
2003-11-04,372.393
2003-11-05,372.717
2003-11-06,369.177
2003-11-07,371.785
2003-11-10,370.05
2003-11-11,366.486
2003-11-12,368.984
2003-11-13,373.789
2003-11-14,374.184
2003-11-17,367.976
2003-11-18,368.403
2003-11-19,362.642
2003-11-20,360.172
2003-11-21,361.933
2003-11-24,359.391
2003-11-25,363.319
2003-11-26,366.924
2003-11-27,366.548
2003-11-28,371.152
2003-12-01,378.21
2003-12-02,379.488
2003-12-03,380.61
2003-12-04,378.901
2003-12-05,377.586
2003-12-08,376.582
2003-12-09,380.341
2003-12-10,378.983
2003-12-11,380.611
2003-12-12,383.088
2003-12-15,386.064
2003-12-16,382.703
2003-12-17,379.527
2003-12-18,382.166
2003-12-19,383.264
2003-12-22,385.378
2003-12-23,385.53
2003-12-24,387.094
2003-12-25,387.099
2003-12-26,387.771
2003-12-29,390.351
2003-12-30,395.189
2003-12-31,396.298
2004-01-01,396.586
2004-01-02,403.391
2004-01-05,413.513
2004-01-06,411.984
2004-01-07,411.086
2004-01-08,413.165
2004-01-09,418.293
2004-01-12,417.638
2004-01-13,418.043
2004-01-14,415.329
2004-01-15,410.549
2004-01-16,411.077
2004-01-19,413.857
2004-01-20,417.879
2004-01-21,416.449
2004-01-22,416.535
2004-01-23,418.555
2004-01-26,420.06
2004-01-27,421.958
2004-01-28,420.376
2004-01-29,412.549
2004-01-30,410.893
2004-02-02,410.686
2004-02-03,411.213
2004-02-04,409.932
2004-02-05,408.427
2004-02-06,413.734
2004-02-09,420.677
2004-02-10,421.951
2004-02-11,424.504
2004-02-12,428.664
2004-02-13,431.622
2004-02-16,431.54
2004-02-17,435.162
2004-02-18,435.056
2004-02-19,431.371
2004-02-20,428.732
2004-02-23,427.264
2004-02-24,424.62
2004-02-25,425.147
2004-02-26,426.397
2004-02-27,430.951
2004-03-01,437.576
2004-03-02,440.477
2004-03-03,435.396
2004-03-04,438.23
2004-03-05,440.944
2004-03-08,439.385
2004-03-09,438.613
2004-03-10,430.89
2004-03-11,425.437
2004-03-12,422.866
2004-03-15,420.729
2004-03-16,421.171
2004-03-17,425.826
2004-03-18,430.325
2004-03-19,432.244
2004-03-22,424.218
2004-03-23,421.269
2004-03-24,420.896
2004-03-25,418.958
2004-03-26,421.473
2004-03-29,428.145
2004-03-30,431.709
2004-03-31,436.623
2004-04-01,439.825
2004-04-02,441.428
2004-04-05,444.9
2004-04-06,447.193
2004-04-07,448.841
2004-04-08,449.907
2004-04-09,448.236
2004-04-12,451.739
2004-04-13,449.017
2004-04-14,443.081
2004-04-15,439.675
2004-04-16,439.158
2004-04-19,438.791
2004-04-20,439.216
2004-04-21,434.808
2004-04-22,430.751
2004-04-23,435.238
2004-04-26,432.007
2004-04-27,429.623
2004-04-28,422.355
2004-04-29,410.035
2004-04-30,402.54
2004-05-03,401.343
2004-05-04,407.951
2004-05-05,406.117
2004-05-06,399.643
2004-05-07,395.093
2004-05-10,376.373
2004-05-11,379.07
2004-05-12,384.819
2004-05-13,380.493
2004-05-14,373.505
2004-05-17,361.005
2004-05-18,366.842
2004-05-19,382.289
2004-05-20,377.367
2004-05-21,382.772
2004-05-24,386.173
2004-05-25,385.551
2004-05-26,388.883
2004-05-27,395.159
2004-05-28,396.847
2004-05-31,394.39
2004-06-01,394.78
2004-06-02,393.3
2004-06-03,384.387
2004-06-04,386.237
2004-06-07,397.338
2004-06-08,397.18
2004-06-09,393.697
2004-06-10,390.781
2004-06-11,384.007
2004-06-14,377.115
2004-06-15,379.839
2004-06-16,379.591
2004-06-17,382.855
2004-06-18,381.196
2004-06-21,382.796
2004-06-22,381.301
2004-06-23,383.764
2004-06-24,390.732
2004-06-25,393.763
2004-06-28,391.825
2004-06-29,391.673
2004-06-30,395.298
2004-07-01,396.221
2004-07-02,393.615
2004-07-05,392.924
2004-07-06,392.615
2004-07-07,394.972
2004-07-08,390.766
2004-07-09,392.83
2004-07-12,393.552
2004-07-13,393.751
2004-07-14,390.254
2004-07-15,388.703
2004-07-16,391.964
2004-07-19,393.526
2004-07-20,389.669
2004-07-21,391.163
2004-07-22,387.414
2004-07-23,385.471
2004-07-26,382.978
2004-07-27,383.926
2004-07-28,383.943
2004-07-29,382.964
2004-07-30,386.419
2004-08-02,384.144
2004-08-03,384.705
2004-08-04,383.803
2004-08-05,386.916
2004-08-06,385.034
2004-08-09,386.265
2004-08-10,386.746
2004-08-11,383.228
2004-08-12,384.114
2004-08-13,385.218
2004-08-16,385.516
2004-08-17,387.261
2004-08-18,388.951
2004-08-19,394.601
2004-08-20,395.04
2004-08-23,394.598
2004-08-24,395.228
2004-08-25,397.082
2004-08-26,400.666
2004-08-27,400.967
2004-08-30,401.608
2004-08-31,402.672
2004-09-01,406.398
2004-09-02,408.535
2004-09-03,405.981
2004-09-06,407.772
2004-09-07,408.244
2004-09-08,408.854
2004-09-09,409.722
2004-09-10,413.531
2004-09-13,417.061
2004-09-14,419.962
2004-09-15,418.628
2004-09-16,422.367
2004-09-17,422.864
2004-09-20,425.314
2004-09-21,428.071
2004-09-22,424.635
2004-09-23,424.228
2004-09-24,423.557
2004-09-27,421.663
2004-09-28,422.667
2004-09-29,423.814
2004-09-30,425.862
2004-10-01,431.839
2004-10-04,440.751
2004-10-05,440.368
2004-10-06,440.501
2004-10-07,441.481
2004-10-08,442.103
2004-10-11,441.13
2004-10-12,433.891
2004-10-13,430.327
2004-10-14,427.88
2004-10-15,429.505
2004-10-18,430.381
2004-10-19,432.46
2004-10-20,427.087
2004-10-21,429.399
2004-10-22,431.195
2004-10-25,427.732
2004-10-26,429.026
2004-10-27,432.439
2004-10-28,435.437
2004-10-29,436.754
2004-11-01,438.013
2004-11-02,440.92
2004-11-03,447.304
2004-11-04,448.259
2004-11-05,451.508
2004-11-08,449.492
2004-11-09,450.781
2004-11-10,453.055
2004-11-11,453.53
2004-11-12,458.629
2004-11-15,462.027
2004-11-16,460.911
2004-11-17,468.102
2004-11-18,468.485
2004-11-19,466.182
2004-11-22,462.176
2004-11-23,464.95
2004-11-24,468.686
2004-11-25,470.731
2004-11-26,471.291
2004-11-29,474.468
2004-11-30,477.14
2004-12-01,478.237
2004-12-02,480.979
2004-12-03,480.502
2004-12-06,481.488
2004-12-07,478.466
2004-12-08,471.603
2004-12-09,468.212
2004-12-10,465.475
2004-12-13,468.913
2004-12-14,473.362
2004-12-15,479.245
2004-12-16,481.433
2004-12-17,480.981
2004-12-20,484.667
2004-12-21,487.018
2004-12-22,487.538
2004-12-23,489.374
2004-12-24,490.792
2004-12-27,491.799
2004-12-28,493.41
2004-12-29,495.647
2004-12-30,498.381
2004-12-31,501.775
2005-01-03,501.914
2005-01-04,493.279
2005-01-05,486.432
2005-01-06,480.08
2005-01-07,480.738
2005-01-10,482.007
2005-01-11,483.784
2005-01-12,483.598
2005-01-13,486.083
2005-01-14,488.741
2005-01-17,491.94
2005-01-18,488.868
2005-01-19,489.783
2005-01-20,485.656
2005-01-21,486.789
2005-01-24,488.316
2005-01-25,488.611
2005-01-26,493.087
2005-01-27,494.378
2005-01-28,496.577
2005-01-31,502.829
2005-02-01,502.073
2005-02-02,503.744
2005-02-03,506.11
2005-02-04,509.23
2005-02-07,510.914
2005-02-08,509.151
2005-02-09,511.311
2005-02-10,511.055
2005-02-11,513.567
2005-02-14,520.474
2005-02-15,521.888
2005-02-16,522.072
2005-02-17,523.452
2005-02-18,526.232
2005-02-21,527.989
2005-02-22,531.506
2005-02-23,531.128
2005-02-24,536.595
2005-02-25,540.371
2005-02-28,546.586
2005-03-01,545.381
2005-03-02,540.095
2005-03-03,541.775
2005-03-04,544.74
2005-03-07,547.039
2005-03-08,546.578
2005-03-09,547.128
2005-03-10,542.425
2005-03-11,545.62
2005-03-14,538.573
2005-03-15,528.909
2005-03-16,527.712
2005-03-17,525.77
2005-03-18,525.673
2005-03-21,521.957
2005-03-22,519.564
2005-03-23,510.671
2005-03-24,509.135
2005-03-25,511.501
2005-03-28,508.779
2005-03-29,502.13
2005-03-30,503.623
2005-03-31,511.643
2005-04-01,518.65
2005-04-04,513.844
2005-04-05,514.394
2005-04-06,516.914
2005-04-07,518.624
2005-04-08,518.49
2005-04-11,517.125
2005-04-12,515.792
2005-04-13,517.568
2005-04-14,507.679
2005-04-15,501.189
2005-04-18,492.073
2005-04-19,498.261
2005-04-20,498.859
2005-04-21,500.712
2005-04-22,502.832
2005-04-25,505.194
2005-04-26,506.843
2005-04-27,502.588
2005-04-28,497.026
2005-04-29,497.619
2005-05-02,499.168
2005-05-03,499.463
2005-05-04,507.656
2005-05-05,512.428
2005-05-06,515.092
2005-05-09,514.599
2005-05-10,511.946
2005-05-11,508.393
2005-05-12,505.521
2005-05-13,503.636
2005-05-16,502.718
2005-05-17,501.848
2005-05-18,505.885
2005-05-19,511.096
2005-05-20,509.538
2005-05-23,508.539
2005-05-24,510.391
2005-05-25,508.869
2005-05-26,509.822
2005-05-27,515.853
2005-05-30,517.996
2005-05-31,514.658
2005-06-01,513.171
2005-06-02,517.625
2005-06-03,522.09
2005-06-06,521.946
2005-06-07,520.937
2005-06-08,522.748
2005-06-09,520.095
2005-06-10,523.371
2005-06-13,523.798
2005-06-14,524.718
2005-06-15,528.919
2005-06-16,531.312
2005-06-17,535.711
2005-06-20,535.026
2005-06-21,533.374
2005-06-22,538.159
2005-06-23,536.83
2005-06-24,534.399
2005-06-27,533.306
2005-06-28,533.811
2005-06-29,532.707
2005-06-30,532.624
2005-07-01,535.257
2005-07-04,533.392
2005-07-05,530.737
2005-07-06,533.023
2005-07-07,530.18
2005-07-08,531.414
2005-07-11,541.11
2005-07-12,548.504
2005-07-13,549.686
2005-07-14,554.145
2005-07-15,550.15
2005-07-18,551.391
2005-07-19,553.541
2005-07-20,555.663
2005-07-21,559.162
2005-07-22,561.795
2005-07-25,561.891
2005-07-26,557.994
2005-07-27,560.554
2005-07-28,566.558
2005-07-29,568.384
2005-08-01,572.222
2005-08-02,578.959
2005-08-03,582.489
2005-08-04,583.17
2005-08-05,580.454
2005-08-08,580.342
2005-08-09,581.896
2005-08-10,587.296
2005-08-11,588.261
2005-08-12,586.262
2005-08-15,585.483
2005-08-16,582.597
2005-08-17,580.999
2005-08-18,573.9
2005-08-19,570.193
2005-08-22,578.046
2005-08-23,575.419
2005-08-24,570.5
2005-08-25,571.638
2005-08-26,571.213
2005-08-29,566.172
2005-08-30,566.966
2005-08-31,571.792
2005-09-01,581.348
2005-09-02,587.859
2005-09-05,588.843
2005-09-06,590.276
2005-09-07,592.109
2005-09-08,593.214
2005-09-09,596.728
2005-09-12,598.984
2005-09-13,596.93
2005-09-14,598.911
2005-09-15,600.622
2005-09-16,602.302
2005-09-19,604.214
2005-09-20,608.698
2005-09-21,611.366
2005-09-22,606.866
2005-09-23,602.228
2005-09-26,606.498
2005-09-27,608.7
2005-09-28,611.278
2005-09-29,616.726
2005-09-30,621.679
2005-10-03,621.868
2005-10-04,624.167
2005-10-05,614.82
2005-10-06,601.05
2005-10-07,601.696
2005-10-10,606.049
2005-10-11,609.41
2005-10-12,600.622
2005-10-13,587.764
2005-10-14,584.273
2005-10-17,586.199
2005-10-18,581.949
2005-10-19,569.892
2005-10-20,571.707
2005-10-21,573.973
2005-10-24,578.114
2005-10-25,577.913
2005-10-26,579.632
2005-10-27,572.666
2005-10-28,570.278
2005-10-31,581.415
2005-11-01,589.582
2005-11-02,596.889
2005-11-03,601.175
2005-11-04,599.48
